dataset,backbone,fold,companion,prospective_status,inner_val_subject_count,inner_val_trial_count,inner_val_base_BA,inner_val_companion_BA,inner_val_accuracy_gap,C_subject_inner_val,C_trial_inner_val,disagreement_inner_val,both_wrong_inner_val,predictor_timestamp,base_checkpoint_sha256,companion_checkpoint_sha256,predictor_hash,outer_dev_subject_count,outer_dev_base_BA,outer_dev_companion_BA,outer_dev_fusion_BA,G_best_outer_dev,delta_C_partner,delta_G_partner,partner_prediction_correct
OpenBMI,CodeBrain,1,LiteBN,PREEXISTING_OUTCOME,6,600,0.6333333333333332,0.7999999999999999,0.16666666666666674,0.3566666666666667,0.3566666666666667,0.3566666666666667,0.105,2026-09-08T19:13:24.749032+00:00,59e80c9c3e860ba416430e5459f37ecdcf8264c85d0a7f55d02683e6864b391b,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,27c3f67bfc0945e7d3b95ad4cb3ba03605c01e2cbd37114f7dd55b2295116cef,8,0.69,0.8325,0.8274999999999999,-0.5000000000000115,0.031666666666666676,0.49999999999998934,True
OpenBMI,CodeBrain,1,EEGNet,PREEXISTING_OUTCOME,6,600,0.6333333333333332,0.7516666666666668,0.11833333333333362,0.325,0.325,0.325,0.145,2026-09-08T19:13:24.749032+00:00,59e80c9c3e860ba416430e5459f37ecdcf8264c85d0a7f55d02683e6864b391b,0fc0000c311e7caa0d34f41649c38c6b5d89029e839ca9983acedf0d23514dcb,1ec62f977184ae7c3e7cfdd650019a8b47a5c21935893c8eecd6fceba54c0a21,8,0.69,0.8125,0.8025,-1.0000000000000009,-0.031666666666666676,-0.49999999999998934,True
OpenBMI,EEGConformer,2,LiteBN,PREEXISTING_OUTCOME,6,600,0.7866666666666666,0.7716666666666668,0.014999999999999791,0.16166666666666665,0.16166666666666665,0.16166666666666665,0.13999999999999999,2026-09-08T19:13:24.749032+00:00,294969b61627063793474faf8541f90c6e962036e8a00de784aca9d1f8a05e67,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,6b406fd96ba670b545ddceabb28d9baff8703f0203888845a4caa238dbf93c91,8,0.69625,0.7275,0.71625,-1.1249999999999982,-0.03666666666666668,-2.8749999999999942,True
OpenBMI,EEGConformer,2,EEGNet,PREEXISTING_OUTCOME,6,600,0.7866666666666666,0.795,0.008333333333333415,0.19833333333333333,0.19833333333333333,0.19833333333333333,0.11,2026-09-08T19:13:24.749032+00:00,294969b61627063793474faf8541f90c6e962036e8a00de784aca9d1f8a05e67,e33e7095003e79e11874441fcf251c8b515738e8481742fb595dbd981f0bd7a3,fe4276cac3f971221df48381c908537e060aaa287681e2d43a98d783c23ae52b,8,0.69625,0.6875,0.71375,1.749999999999996,0.03666666666666668,2.8749999999999942,True
OpenBMI,CBraMod,2,LiteBN,PREEXISTING_OUTCOME,6,600,0.5,0.7716666666666668,0.27166666666666683,0.5316666666666666,0.5316666666666666,0.5316666666666666,0.09833333333333334,2026-09-08T19:13:24.749032+00:00,2f8bfc2eddfe0958c2025cde8a493d8bff25b54fe0611f3b4c37883124ed8ea8,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,c9b85f4d466ba6c316a34af6f775a9e5620f557b9fcf794dd824f876057bb6db,8,0.5,0.7275,0.7262500000000001,-0.12499999999999734,-0.00666666666666671,-0.12499999999999734,True
OpenBMI,CBraMod,2,EEGNet,PREEXISTING_OUTCOME,6,600,0.5,0.795,0.29500000000000004,0.5383333333333333,0.5383333333333333,0.5383333333333333,0.08333333333333333,2026-09-08T19:13:24.749032+00:00,2f8bfc2eddfe0958c2025cde8a493d8bff25b54fe0611f3b4c37883124ed8ea8,e33e7095003e79e11874441fcf251c8b515738e8481742fb595dbd981f0bd7a3,877207db1463878264348b4c838758c4b1e293dd77b0317f0fe05ab7764b41b4,8,0.5,0.6875,0.6875,0.0,0.00666666666666671,0.12499999999999734,True
OpenBMI,CodeBrain,2,LiteBN,PREEXISTING_OUTCOME,6,600,0.7349999999999999,0.7716666666666668,0.03666666666666696,0.2133333333333333,0.21333333333333335,0.2133333333333333,0.14,2026-09-08T19:13:24.749032+00:00,d9d884364917ed4d85d2e2c6d559056a19ca5d311940d66b0c5521475531bd07,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,1f1fb8500858ce9e21a98c844cae859812190ec0f79b6bf1b9bd389b4bb97693,8,0.6575,0.7275,0.7250000000000001,-0.24999999999999467,-0.020000000000000018,-3.874999999999995,True
OpenBMI,CodeBrain,2,EEGNet,PREEXISTING_OUTCOME,6,600,0.7349999999999999,0.795,0.060000000000000164,0.2333333333333333,0.23333333333333334,0.2333333333333333,0.11833333333333333,2026-09-08T19:13:24.749032+00:00,d9d884364917ed4d85d2e2c6d559056a19ca5d311940d66b0c5521475531bd07,e33e7095003e79e11874441fcf251c8b515738e8481742fb595dbd981f0bd7a3,773ca0e8a319e8b41eca425e50d620f85a79b408ecf287ef5ca4477279bab2f6,8,0.6575,0.6875,0.72375,3.6250000000000004,0.020000000000000018,3.874999999999995,True
OpenBMI,EEGConformer,3,LiteBN,PREEXISTING_OUTCOME,6,600,0.785,0.7783333333333333,0.00666666666666671,0.17999999999999997,0.18,0.17999999999999997,0.12833333333333333,2026-09-08T19:13:24.749032+00:00,b9b5e21a822f60f3085b98843f9572e1b92696f1e392c52768846f9ea154a755,2eb9b20d2f2ce7ba385fc296872935bf2ca5a1b5cc30e9f699d502dc25f1b256,fd702247ac1f9d9e408402d40d88ad508d4714c3baae8ce013003a6b955331ff,8,0.74875,0.7875000000000001,0.7987500000000001,1.1249999999999982,0.0016666666666666219,0.12499999999999734,True
OpenBMI,EEGConformer,3,EEGNet,PREEXISTING_OUTCOME,6,600,0.785,0.7600000000000001,0.02499999999999991,0.17833333333333334,0.17833333333333334,0.17833333333333334,0.13833333333333334,2026-09-08T19:13:24.749032+00:00,b9b5e21a822f60f3085b98843f9572e1b92696f1e392c52768846f9ea154a755,08ce336b7e561d446c1dbc59939307ab250698e9307ed8f07a4f73e3aab6a75e,15af8d074d6c72ae3dd9b700e7b5f6afa0c3479f2b8ddddcf24f1dc7dad4b10f,8,0.74875,0.76,0.77,1.0000000000000009,-0.0016666666666666219,-0.12499999999999734,True
OpenBMI,CBraMod,3,LiteBN,PREEXISTING_OUTCOME,6,600,0.515,0.7783333333333333,0.2633333333333333,0.4366666666666667,0.43666666666666665,0.4366666666666667,0.135,2026-09-08T19:13:24.749032+00:00,694e28cba89b6323c22b34b6cb1b7e2dba2dd55e8d6f5b8315efde9652890d75,2eb9b20d2f2ce7ba385fc296872935bf2ca5a1b5cc30e9f699d502dc25f1b256,d98ba05b1207ff14734a018b586233bc3319857dcba3ed2d357b9461ccdc4e6f,8,0.495,0.7875000000000001,0.7875000000000001,0.0,-0.018333333333333368,0.0,False
OpenBMI,CBraMod,3,EEGNet,PREEXISTING_OUTCOME,6,600,0.515,0.7600000000000001,0.2450000000000001,0.45500000000000007,0.455,0.45500000000000007,0.13500000000000004,2026-09-08T19:13:24.749032+00:00,694e28cba89b6323c22b34b6cb1b7e2dba2dd55e8d6f5b8315efde9652890d75,08ce336b7e561d446c1dbc59939307ab250698e9307ed8f07a4f73e3aab6a75e,e3fb181d2905f0cc59ec34e5f7228e3516043c4e4942fdfbfe4c29349386ffc1,8,0.495,0.76,0.76,0.0,0.018333333333333368,0.0,False
OpenBMI,CodeBrain,3,LiteBN,PREEXISTING_OUTCOME,6,600,0.6866666666666666,0.7783333333333333,0.09166666666666667,0.32166666666666666,0.32166666666666666,0.32166666666666666,0.10666666666666667,2026-09-08T19:13:24.749032+00:00,7473710696a9721101e5ef6b2829bd9ce291fc988b8561d6bf5a494b2cdf5f9a,2eb9b20d2f2ce7ba385fc296872935bf2ca5a1b5cc30e9f699d502dc25f1b256,fc4b92881af6de3805e2838471481ef4e8c7904f5faddbd73d44de631a31e787,8,0.65625,0.7875000000000001,0.7675,-2.000000000000013,0.018333333333333368,0.6249999999999978,True
OpenBMI,CodeBrain,3,EEGNet,PREEXISTING_OUTCOME,6,600,0.6866666666666666,0.7600000000000001,0.07333333333333347,0.3033333333333333,0.30333333333333334,0.3033333333333333,0.12500000000000003,2026-09-08T19:13:24.749032+00:00,7473710696a9721101e5ef6b2829bd9ce291fc988b8561d6bf5a494b2cdf5f9a,08ce336b7e561d446c1dbc59939307ab250698e9307ed8f07a4f73e3aab6a75e,02238e62124424a15de512b943ea66920d549aedbe3d7d10c5ef080048cc84bb,8,0.65625,0.76,0.7337499999999999,-2.6250000000000107,-0.018333333333333368,-0.6249999999999978,True
OpenBMI,EEGConformer,4,LiteBN,PREEXISTING_OUTCOME,6,600,0.7599999999999999,0.7433333333333333,0.016666666666666607,0.25,0.25,0.25,0.12333333333333335,2026-09-08T19:13:24.749032+00:00,175e1e7fbe17107f97588af5c6f6aaf84a98f1597bf2b9da4114aaf9c6b613da,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,4baaa5f2029af4731e95a667f246eb3aae56eef07cd1a9af89c5511b7f0b980f,8,0.74875,0.78375,0.78625,0.2500000000000058,-0.018333333333333368,-3.124999999999989,True
OpenBMI,EEGConformer,4,EEGNet,PREEXISTING_OUTCOME,6,600,0.7599999999999999,0.7583333333333333,0.0016666666666665941,0.26833333333333337,0.2683333333333333,0.26833333333333337,0.10666666666666667,2026-09-08T19:13:24.749032+00:00,175e1e7fbe17107f97588af5c6f6aaf84a98f1597bf2b9da4114aaf9c6b613da,ed28289223093a3aa3303f0a9cdefb8594e93df243df1f6dff680ab52e4fec24,aa684c7ec880f6bff7795cb2de8b5eca27910c4d9e3d176c38f18f2275817384,8,0.74875,0.72875,0.7825,3.3749999999999947,0.018333333333333368,3.124999999999989,True
OpenBMI,CBraMod,4,LiteBN,PREEXISTING_OUTCOME,6,600,0.5233333333333334,0.7433333333333333,0.21999999999999986,0.4833333333333334,0.48333333333333334,0.4833333333333334,0.125,2026-09-08T19:13:24.749032+00:00,c92b127621164443497ff60c6f1b87be97d2ca1007f62bc0f82ed4879abde622,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,447b30a97000d1b972bfb27e07498bed7cfa0f466d7276b7f7c7296da18e2bc2,8,0.5262500000000001,0.78375,0.78375,0.0,-0.011666666666666548,-0.12499999999999734,True
OpenBMI,CBraMod,4,EEGNet,PREEXISTING_OUTCOME,6,600,0.5233333333333334,0.7583333333333333,0.23499999999999988,0.49499999999999994,0.495,0.49499999999999994,0.11166666666666665,2026-09-08T19:13:24.749032+00:00,c92b127621164443497ff60c6f1b87be97d2ca1007f62bc0f82ed4879abde622,ed28289223093a3aa3303f0a9cdefb8594e93df243df1f6dff680ab52e4fec24,bc72f18da33ba78a776e95c09a35ce2fb8c826962cf346b8de39a24d175dd4b4,8,0.5262500000000001,0.72875,0.73,0.12499999999999734,0.011666666666666548,0.12499999999999734,True
OpenBMI,CodeBrain,4,LiteBN,PREEXISTING_OUTCOME,6,600,0.6866666666666666,0.7433333333333333,0.05666666666666664,0.26999999999999996,0.27,0.26999999999999996,0.15,2026-09-08T19:13:24.749032+00:00,b4afd7adb22832ff3b286a8e245376b3cf936c9618cf785ecf9a3e7f0f9eec0b,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,fad61a88713c9b1d6e6df8bd632f04f3cfead50d28cf7de68ff96b87a729b207,8,0.6425000000000001,0.78375,0.71875,-6.499999999999995,-0.018333333333333368,-3.3749999999999947,True
OpenBMI,CodeBrain,4,EEGNet,PREEXISTING_OUTCOME,6,600,0.6866666666666666,0.7583333333333333,0.07166666666666666,0.28833333333333333,0.28833333333333333,0.28833333333333333,0.13333333333333333,2026-09-08T19:13:24.749032+00:00,b4afd7adb22832ff3b286a8e245376b3cf936c9618cf785ecf9a3e7f0f9eec0b,ed28289223093a3aa3303f0a9cdefb8594e93df243df1f6dff680ab52e4fec24,fe2109290c2b06db5d823ae1d5c71f512331a8158ce7a2972cd516e9f71de623,8,0.6425000000000001,0.72875,0.6975,-3.125,0.018333333333333368,3.3749999999999947,True
WBCIC,EEGConformer,0,LiteBN,PREEXISTING_OUTCOME,5,995,0.660084595959596,0.687679292929293,0.027594696969696964,0.2776666666666666,0.27839195979899495,0.2776666666666666,0.18715384615384617,2026-09-08T19:13:24.749032+00:00,ffcad3037c7f41d42e4cdbe8fa1cc9a2d8aebb887b37114886c9b0daf8770f97,7fe7b939e760fcc91ed6b8035a9f611f8f2839a442b36810a75ca6ff89c3b267,9846936d893cc21c62b925bfb0724528ac181b8f9e52f771ddc30291c4cc1254,7,0.66,0.7792857142857141,0.775,-0.4285714285714115,0.05115384615384613,-0.2142857142856891,False
WBCIC,EEGConformer,0,EEGNet,PREEXISTING_OUTCOME,5,995,0.660084595959596,0.6925126262626262,0.03242803030303021,0.22651282051282048,0.2271356783919598,0.22651282051282048,0.21028205128205127,2026-09-08T19:13:24.749032+00:00,ffcad3037c7f41d42e4cdbe8fa1cc9a2d8aebb887b37114886c9b0daf8770f97,f685d619c0a5ef638a29165149410b746248f4806446231a5e44c47966019a3b,f9edf535060d906243d08c8ccd0b2c9a95c3ad80d0434f4689f0722a28e6fd26,7,0.66,0.7714285714285715,0.7692857142857142,-0.2142857142857224,-0.05115384615384613,0.2142857142856891,False
WBCIC,CBraMod,0,LiteBN,PREEXISTING_OUTCOME,5,995,0.6763989898989899,0.687679292929293,0.01128030303030303,0.2734871794871795,0.2743718592964824,0.2734871794871795,0.18120512820512819,2026-09-08T19:13:24.749032+00:00,9567cedbcf6ad15175fb7e2f19d2f7ef28290f1053570b368c8683ab3e727cbe,7fe7b939e760fcc91ed6b8035a9f611f8f2839a442b36810a75ca6ff89c3b267,b973f1adcae517061c1e8642743e82c5530eb80576826f593d807f1dd525b181,7,0.705,0.7792857142857141,0.7800000000000001,0.07142857142860004,0.0691025641025641,2.428571428571469,True
WBCIC,CBraMod,0,EEGNet,PREEXISTING_OUTCOME,5,995,0.6763989898989899,0.6925126262626262,0.016113636363636274,0.2043846153846154,0.2050251256281407,0.2043846153846154,0.21330769230769228,2026-09-08T19:13:24.749032+00:00,9567cedbcf6ad15175fb7e2f19d2f7ef28290f1053570b368c8683ab3e727cbe,f685d619c0a5ef638a29165149410b746248f4806446231a5e44c47966019a3b,3aad0910b8e0cf3fbe1c5810e9eef68e1f5edc0b2f90f0c64adb43b4be0fc747,7,0.705,0.7714285714285715,0.7478571428571428,-2.3571428571428688,-0.0691025641025641,-2.428571428571469,True
WBCIC,CodeBrain,0,LiteBN,PREEXISTING_OUTCOME,5,995,0.6631578282828283,0.687679292929293,0.024521464646464652,0.2724871794871795,0.2733668341708543,0.2724871794871795,0.18823076923076926,2026-09-08T19:13:24.749032+00:00,5fc300b51d8f5d8d4463d29cd05611be8668b13f5418a5cb1aac665d12f993d8,7fe7b939e760fcc91ed6b8035a9f611f8f2839a442b36810a75ca6ff89c3b267,f1868d63868ebb95e70cbb427ec4898483650a4d7cd2a6b7e5428dfb311c793b,7,0.7521428571428572,0.7792857142857141,0.7821428571428571,0.28571428571430024,0.05500000000000002,0.5714285714285894,True
WBCIC,CodeBrain,0,EEGNet,PREEXISTING_OUTCOME,5,995,0.6631578282828283,0.6925126262626262,0.029354797979797898,0.21748717948717947,0.21809045226130652,0.21748717948717947,0.2132820512820513,2026-09-08T19:13:24.749032+00:00,5fc300b51d8f5d8d4463d29cd05611be8668b13f5418a5cb1aac665d12f993d8,f685d619c0a5ef638a29165149410b746248f4806446231a5e44c47966019a3b,932387ffed213a07ec8730cb0414ec2eba0ac0f0eb55c1dd029519dd13b81507,7,0.7521428571428572,0.7714285714285715,0.7685714285714286,-0.28571428571428914,-0.05500000000000002,-0.5714285714285894,True
WBCIC,EEGConformer,1,LiteBN,PREEXISTING_OUTCOME,5,995,0.8775328282828283,0.8987196969696969,0.021186868686868587,0.12941025641025644,0.12964824120603016,0.12941025641025644,0.0471025641025641,2026-09-08T19:13:24.749032+00:00,62bc9833728b1761fcd6fe0d46106968b6b3f440f15cd0cc398dbf393a73bf56,838161c589c8ba47b6ac391b90d97ce785fc98b277f84d3d22730e126122838f,688dfab083288186ddaf52fb379613bf96ec7c7760dac511f4ccf9864d276564,6,0.7683333333333334,0.7733333333333333,0.7849999999999998,1.1666666666666492,-0.005179487179487158,2.6666666666666505,False
WBCIC,EEGConformer,1,EEGNet,PREEXISTING_OUTCOME,5,995,0.8775328282828283,0.8935340909090908,0.016001262626262447,0.1345897435897436,0.13467336683417086,0.1345897435897436,0.04712820512820513,2026-09-08T19:13:24.749032+00:00,62bc9833728b1761fcd6fe0d46106968b6b3f440f15cd0cc398dbf393a73bf56,226aa7d59fbe8cd164f425b83e6012447e08e3d7ad3cbb83b875531f14085f87,b1d8f808bf80f4cd341b13009624c0eaeca7b0347f114cbc9428ba2b81dbca05,6,0.7683333333333334,0.8125,0.7975,-1.5000000000000013,0.005179487179487158,-2.6666666666666505,False
WBCIC,CBraMod,1,LiteBN,PREEXISTING_OUTCOME,5,995,0.8315959595959596,0.8987196969696969,0.06712373737373734,0.17746153846153848,0.17788944723618091,0.17746153846153848,0.04607692307692308,2026-09-08T19:13:24.749032+00:00,8ded7abec8559dbaf37988351d6b13755402ba2fb4663a8a5a5236d1f6d8cf8c,838161c589c8ba47b6ac391b90d97ce785fc98b277f84d3d22730e126122838f,27a4f9475b47af03a7de9abb15e9902c1dcce9df8f1cca8088de41c6197e6300,6,0.7775,0.7733333333333333,0.7841666666666667,0.666666666666671,0.004871794871794871,0.5000000000000115,True
WBCIC,CBraMod,1,EEGNet,PREEXISTING_OUTCOME,5,995,0.8315959595959596,0.8935340909090908,0.061938131313131195,0.1725897435897436,0.1728643216080402,0.1725897435897436,0.05112820512820513,2026-09-08T19:13:24.749032+00:00,8ded7abec8559dbaf37988351d6b13755402ba2fb4663a8a5a5236d1f6d8cf8c,226aa7d59fbe8cd164f425b83e6012447e08e3d7ad3cbb83b875531f14085f87,3ba3f4727248edbec0c8a677a93c2ecbb88a8f276be5c710aa04db864ed620e1,6,0.7775,0.8125,0.8141666666666666,0.1666666666666594,-0.004871794871794871,-0.5000000000000115,True
WBCIC,CodeBrain,1,LiteBN,PREEXISTING_OUTCOME,5,995,0.8263888888888887,0.8987196969696969,0.07233080808080816,0.1665128205128205,0.16683417085427135,0.1665128205128205,0.05415384615384615,2026-09-08T19:13:24.749032+00:00,e5e739262ae8abaa9d33990252f54d30cbfdd2e83cbc749a9b617ecba32f0e18,838161c589c8ba47b6ac391b90d97ce785fc98b277f84d3d22730e126122838f,fe15c61e456404354a927b0607da26bc8a35d6d745e7356fd1c7bc86560ad790,6,0.7716666666666666,0.7733333333333333,0.7883333333333332,1.4999999999999902,-0.013179487179487193,1.3333333333333308,False
WBCIC,CodeBrain,1,EEGNet,PREEXISTING_OUTCOME,5,995,0.8263888888888887,0.8935340909090908,0.06714520202020202,0.17969230769230768,0.1798994974874372,0.17969230769230768,0.05017948717948717,2026-09-08T19:13:24.749032+00:00,e5e739262ae8abaa9d33990252f54d30cbfdd2e83cbc749a9b617ecba32f0e18,226aa7d59fbe8cd164f425b83e6012447e08e3d7ad3cbb83b875531f14085f87,a2d350af1509f0244c5893d995ca34e2874ee010ebb6723dcba2cb645bb381fc,6,0.7716666666666666,0.8125,0.8141666666666666,0.1666666666666594,0.013179487179487193,-1.3333333333333308,False
WBCIC,EEGConformer,2,LiteBN,PREEXISTING_OUTCOME,5,1000,0.857,0.8960000000000001,0.039000000000000146,0.14499999999999996,0.145,0.14499999999999996,0.051000000000000004,2026-09-08T19:13:24.749032+00:00,9a06bbe89dba9b0495d983478334c8a435de045bbe22c1ad37067cda44a66f34,8cb100fba157c5220ae7a9313f7665d683cd96cb315fefd0ce8e3314fc73eb01,a7dfa2874a22bb18f68ad7ee8bff9a78a9ef215a1ec87a60adc82ab89c04728f,6,0.7275,0.7558333333333334,0.7433333333333332,-1.2500000000000178,0.014999999999999958,-0.5000000000000226,False
WBCIC,EEGConformer,2,EEGNet,PREEXISTING_OUTCOME,5,1000,0.857,0.8949999999999999,0.03799999999999992,0.13,0.13,0.13,0.059,2026-09-08T19:13:24.749032+00:00,9a06bbe89dba9b0495d983478334c8a435de045bbe22c1ad37067cda44a66f34,a0e4c6b6ed1d8974cd529f6a5ca45223a0917238afcee318d08e7a184089c474,9d5e08f9f3d02fb6b60c6232042d9d8f7c3f5e7f5f1718bf0e871d62e0cd9a8c,6,0.7275,0.7491666666666666,0.7416666666666667,-0.7499999999999951,-0.014999999999999958,0.5000000000000226,False
WBCIC,CBraMod,2,LiteBN,PREEXISTING_OUTCOME,5,1000,0.837,0.8960000000000001,0.05900000000000016,0.16899999999999998,0.169,0.16899999999999998,0.049,2026-09-08T19:13:24.749032+00:00,9dd1d712a0e9a6b2af7961a5621c7c07f2142e6e72ba68dd6c2043709398c2ca,8cb100fba157c5220ae7a9313f7665d683cd96cb315fefd0ce8e3314fc73eb01,e0172f7c77319166557436cb26cf3dc8f6fafd7b5a1463583965ba62e76d7de1,6,0.7108333333333333,0.7558333333333334,0.7416666666666667,-1.416666666666666,0.02099999999999999,0.0,False
