setting_id,fold,seed,checkpoint_path,checkpoint_sha256,source_embedding_path,source_embedding_sha256,direction_rows,matched_control_rows,artifact_complete,matched_controls_path,matched_controls_sha256
S1,3,1,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegnet\fold-3\seed-1\checkpoints\erm__lambda-0.00.pt,25d77586211dcc2d68239ce2fd7ebda0b55920a16e5f4ad699e36b4471f11030,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegnet\fold-3\seed-1\evaluation\erm__lambda-0.00\embeddings.npz,e516686ccf66af4ca2ad61c2e922495a80f9b4673a71eaf876c4457275b62c7d,8,800,True,,
S1,3,2,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegnet\fold-3\seed-2\checkpoints\erm__lambda-0.00.pt,74de6107f67da4880d93dfe34390f1806efca81e5ea24f5938541603c7824afc,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegnet\fold-3\seed-2\evaluation\erm__lambda-0.00\embeddings.npz,3f5f9537ad114ce7119ab67a725f0571cd2a2f96f8821cbd62488ac0daf87c41,8,800,True,,
S1,4,0,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegnet\fold-4\seed-0\checkpoints\erm__lambda-0.00.pt,8ff0a1352d21333537711ce06d5e0041ac433044c4dd295facaf803de11f42f0,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegnet\fold-4\seed-0\evaluation\erm__lambda-0.00\embeddings.npz,c8da591bcf957716a4499ca42c6733f534edae12b5bb767a8b3e3d660a0979c7,8,800,True,,
S1,4,1,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegnet\fold-4\seed-1\checkpoints\erm__lambda-0.00.pt,e1d775f2c1d6f87889093f21e86528a425ea9671870d7310f11c8de96fc97ae2,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegnet\fold-4\seed-1\evaluation\erm__lambda-0.00\embeddings.npz,456be647e2b3fe02e753f04105f86caf2631aa1b1dade3bf71cd1306cb9ba472,8,800,True,,
S1,4,2,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegnet\fold-4\seed-2\checkpoints\erm__lambda-0.00.pt,6b98e9d595ad4e9c97a406fcad8570673d9d6e8b04426734b28d208f1133ddab,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegnet\fold-4\seed-2\evaluation\erm__lambda-0.00\embeddings.npz,16525b69673768b9266a807c68e3d214259ca827b3ad21904d8e396f192683ad,8,800,True,,
S2,0,0,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-0\seed-0\checkpoints\erm__lambda-0.00.pt,297498db804917c3f667e314a4874e4f3e3bcb45123c0ca31d62a2dc32382100,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-0\seed-0\evaluation\erm__lambda-0.00\embeddings.npz,9426ef2a6d75721e0dc151347c56812c14818ad8bbaa9300932ab99fcd76beb5,8,800,True,,
S2,0,1,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-0\seed-1\checkpoints\erm__lambda-0.00.pt,27eec84305eb9f752f6bdb68da0d693e02e968581b3959faa2badbc4c660369c,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-0\seed-1\evaluation\erm__lambda-0.00\embeddings.npz,b1a072e4b1b616642bf37a27e3f7caf7ffac13aa70a04cc0cf76e5891c739bd1,8,800,True,,
S2,0,2,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-0\seed-2\checkpoints\erm__lambda-0.00.pt,a3fd673562548e2eea7202609dd1de59f88ed88278b39a717ce3c21274965830,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-0\seed-2\evaluation\erm__lambda-0.00\embeddings.npz,873f2d7c85b2db7321f3f15dad581bd99d4918d18e810983038e0cf4b07b9894,8,800,True,,
S2,1,0,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-1\seed-0\checkpoints\erm__lambda-0.00.pt,63d015ce2bbe403fe8bf8d32f52ad3d677cee5edb8c07610a2e707eb823a9fbb,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-1\seed-0\evaluation\erm__lambda-0.00\embeddings.npz,433b39301599c62ca50fb308f9f58d614dd4d15112be70c2c3dcbb68570734bd,8,800,True,,
S2,1,1,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-1\seed-1\checkpoints\erm__lambda-0.00.pt,891aca65a3268859406dbf7d89d41c3c961f6a2cd8bb9c43c26e942725c5ab32,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-1\seed-1\evaluation\erm__lambda-0.00\embeddings.npz,b13dd0dd835ddaa5c8fb5aaaa03b5bab322bc8872ce8d6facac890e165b86e76,8,800,True,,
S2,1,2,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-1\seed-2\checkpoints\erm__lambda-0.00.pt,ff7d1aae2882b944d71ffbb7fadb5c10b598833f28c10899b62c858ba40d8ca8,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-1\seed-2\evaluation\erm__lambda-0.00\embeddings.npz,a1f0c769038640a204ee4d7dc84afc2bb4c8391b361b50d881a4440f11fee5cc,8,800,True,,
S2,2,0,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-2\seed-0\checkpoints\erm__lambda-0.00.pt,8348a5ea709f8502fbafc154cbfa8429205b585a4051a938d8734bada90ebcbc,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-2\seed-0\evaluation\erm__lambda-0.00\embeddings.npz,f1341a7e2b4a938f9e59a397971542c245e44e01b3a74b54482d3f0ca5932d16,8,800,True,,
S2,2,1,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-2\seed-1\checkpoints\erm__lambda-0.00.pt,145e8f28ffaa8579583e4c0ba4d5a4cae83ccd9dafe29e47fcd6cf21d9c564d3,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-2\seed-1\evaluation\erm__lambda-0.00\embeddings.npz,a2decbfa22f5a0201b897467176cfc65d16f1aa9f71e4025682d76c3c174ba1d,8,800,True,,
S2,2,2,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-2\seed-2\checkpoints\erm__lambda-0.00.pt,3faf39d941d56c5deb9918becb06336730c6b0e47df33dbb3c1395e03a0c9e7e,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-2\seed-2\evaluation\erm__lambda-0.00\embeddings.npz,5ae687a0cf354167f4f4c6ae5cfffc9a9268a3312302909d3fa0e6c3c8af97b5,8,800,True,,
S2,3,0,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-3\seed-0\checkpoints\erm__lambda-0.00.pt,717ae63eb7e885e5a28243c6e26fba97bde85c66c78e83883dcc17b8ccdd93a4,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-3\seed-0\evaluation\erm__lambda-0.00\embeddings.npz,0f0767f8b41a879be3b62fc55e1bd79ad94c3e10be405a67b872d5b77c8c6c20,8,800,True,,
S2,3,1,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-3\seed-1\checkpoints\erm__lambda-0.00.pt,abbebca59a1b96f1d64cfc09aa408ecc91cd8a61b1821a218a5c47eabfd831a4,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-3\seed-1\evaluation\erm__lambda-0.00\embeddings.npz,4e0002b6b5e30f96f8e9e7fda8839b343fdeb743d5f3c7946275c428760adaed,8,800,True,,
S2,3,2,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-3\seed-2\checkpoints\erm__lambda-0.00.pt,476793c8f17e912e3257c764eebd3a2f0a0ef23b3096877ea4fecbbcf06c9e1c,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-3\seed-2\evaluation\erm__lambda-0.00\embeddings.npz,859c534320177b94359e931bf21473f665577bc8ff0c4e65f9ac9edc7ea4a52b,8,800,True,,
S2,4,0,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-4\seed-0\checkpoints\erm__lambda-0.00.pt,25c3e46618fcdcd38f75b72556af3b98ea62e56826c5f57918b396eb24397c5d,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-4\seed-0\evaluation\erm__lambda-0.00\embeddings.npz,f00e398f67d98c834ae810d8c551f8e44c32b454b8d1e98e5b071f3298686e92,8,800,True,,
S2,4,1,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-4\seed-1\checkpoints\erm__lambda-0.00.pt,2d5c43579ff0704ae7734305bbbcc3f59f7b8f7b5ee292d9404f65241d239037,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-4\seed-1\evaluation\erm__lambda-0.00\embeddings.npz,949452e4ee8f45b3273c0b34188f896dcedc521be349930b82581c9ea81bb39f,8,800,True,,
S2,4,2,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-4\seed-2\checkpoints\erm__lambda-0.00.pt,028fa83fb9100c191c10ac4d5316470ea5e489c97ec44a4138db25a1e333abb5,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_subject_invariance_stress_test_v1\runtime\runs\eegconformer\fold-4\seed-2\evaluation\erm__lambda-0.00\embeddings.npz,4f3ba243eaced73a96e434f25b29cab96a4ce915a29fd03e6cefaef4c38a9bd1,8,800,True,,
S3,0,0,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-0\seed-0\checkpoints\erm__lambda-0.00.pt,4747a96e6faea1bc2cdb32aeb12f0c2f142e3307832900dd51011170a9b2f4fb,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-0\seed-0\evaluation\erm__lambda-0.00\embeddings.npz,3cf233375a253f768b6524d079a4a794490449655db2cefba1844c695a2f0ed1,8,800,True,,
S3,0,1,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-0\seed-1\checkpoints\erm__lambda-0.00.pt,fcf2f99d46d3d3bfc04906f718c87bb1fc6b06fe6aa521f2d782cadd5b9e6aad,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-0\seed-1\evaluation\erm__lambda-0.00\embeddings.npz,649c4f5e540672ec40f3a98b5612ff33e5404376058d849c35b04e283e375c4c,8,800,True,,
S3,0,2,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-0\seed-2\checkpoints\erm__lambda-0.00.pt,1b600dad733806ce48000f78e942e9c26dcdaaf48a52d49e2e027e0bbb9b5508,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-0\seed-2\evaluation\erm__lambda-0.00\embeddings.npz,4f1d962de41bbf5187c45e1949e0a876c745bbc07c662ba37f193a36f61369b2,8,800,True,,
S3,1,0,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-1\seed-0\checkpoints\erm__lambda-0.00.pt,1afc0a97b5b323ee1da01342983ec9b4940a67c9d411e4e02435e31d2c0668e9,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-1\seed-0\evaluation\erm__lambda-0.00\embeddings.npz,924882d5dccffd052048de3ca653d79ccea73e9ae6f8163f09029f2af609bad1,8,800,True,,
S3,1,1,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-1\seed-1\checkpoints\erm__lambda-0.00.pt,5e796c44dfcd39a01639f9835eab46ce7f18ec81e0a76c7084e599dc67e8eaf9,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-1\seed-1\evaluation\erm__lambda-0.00\embeddings.npz,867b3db5e50c84d97186d86b13d13395d4ba997018332ed1e51ee145124d838d,8,800,True,,
S3,1,2,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-1\seed-2\checkpoints\erm__lambda-0.00.pt,4bfcba906bf571655b2004f9c54a03e3f9b8bb4fb2d688f6238878d7071b3fd0,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-1\seed-2\evaluation\erm__lambda-0.00\embeddings.npz,665035e7e25e893d179482afb5285ef5f919f655b3f5b78990ece7d533090e5a,8,800,True,,
S3,2,0,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-2\seed-0\checkpoints\erm__lambda-0.00.pt,567413751122f0ab9278ee4c7934a1f262546e434efc9298e3ab4582af23998b,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-2\seed-0\evaluation\erm__lambda-0.00\embeddings.npz,3ec52f886deb2a713eab9f649f832fc7e6c2ac84ec0ab090b712199ae4aed55c,8,800,True,,
S3,2,1,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-2\seed-1\checkpoints\erm__lambda-0.00.pt,155bba1cd77482cb8b6cd5839af1f963c75402a44a2c46073c199dc55ee8ca49,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-2\seed-1\evaluation\erm__lambda-0.00\embeddings.npz,3d5b18b4f7a29ba26b1f28334564d10e392d90001be504edec4393e401bb61b5,8,800,True,,
S3,2,2,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-2\seed-2\checkpoints\erm__lambda-0.00.pt,bf55b3ea5fdac4f6b05f13317140f2a0aabe6f274b5b4045a305c86a56808b6f,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-2\seed-2\evaluation\erm__lambda-0.00\embeddings.npz,a02a3a3ea5f540aea1f6ce9f00b2a0107c9e69d55d7054a5b927a82a018b5318,8,800,True,,
S3,3,0,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-3\seed-0\checkpoints\erm__lambda-0.00.pt,2d0210ad7c42d8e94fc9ff4963749cedcf61f0976b9456760b3df9b30dc96ce4,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-3\seed-0\evaluation\erm__lambda-0.00\embeddings.npz,be734f7676ef89a55445491f2142538a78bf3b2877270ac1ee09e377f4c247fd,8,800,True,,
S3,3,1,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-3\seed-1\checkpoints\erm__lambda-0.00.pt,42ee32ab3bb286ff569ede88ee79c10c939ac7508c87977311c50d7ae714fa87,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-3\seed-1\evaluation\erm__lambda-0.00\embeddings.npz,690f37ab8ed6ee8c12cefcaa64bd61cb43f352974940004c68a2515b04a81012,8,800,True,,
