setting_id,dataset,task,backbone,fold,seed,method,lambda,source_identity,source_identity_raw_accuracy,source_identity_chance_normalized_accuracy,source_identity_chance_accuracy,source_validation_BA,source_validation_F1,checkpoint_sha256,training_epoch,selection_metric,outcome_status,ERM_outcome_competence_BA,ERM_outcome_competence_F1
S6,OpenBMI,ERP,EEGConformer,0,0,ERM,0.0,0.09014084151324542,0.25905934343434345,0.2268445322793149,0.041666666666666664,0.7837689393939393,0.7498188987425274,ce84697119875aadde1d1d516addbebccb8e014dca3c76e0154afdf122868b07,35,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8463636363636364,0.7985593829977633
S6,OpenBMI,ERP,EEGConformer,0,1,ERM,0.0,0.09910431354106897,0.2847011784511785,0.25360122968818627,0.041666666666666664,0.808503787878788,0.7640558902775889,712904f8c9b22c7be56622e17f4dd3b4c3b9263ad362076d7f9509de127b9968,35,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.861439393939394,0.7976997400449832
S6,OpenBMI,ERP,EEGConformer,0,2,ERM,0.0,0.10037498383395449,0.28026094276094277,0.2489679402722881,0.041666666666666664,0.7967992424242425,0.743788245299783,fab2369773a58d9dd6d16bbb8307a05a9bc56af7b76050c88c605ca6cccf5b4a,49,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8558333333333333,0.7784160547227614
S6,OpenBMI,ERP,EEGConformer,1,0,ERM,0.0,0.1155487207178223,0.31360479797979796,0.28376152832674567,0.041666666666666664,0.8674431818181818,0.8220317441589904,cb3c2c86140d2a8b0c00aeed51aa53392d8a50bf41f9ded1ab9d343181f031ca,30,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8093939393939393,0.7655651861217292
S6,OpenBMI,ERP,EEGConformer,1,1,ERM,0.0,0.10333208117890358,0.2738741582491583,0.24230346947738254,0.041666666666666664,0.8589015151515151,0.8113935852184839,150516ee27b31f1b9ed3ee06fc8fc89f38967b2da690ef56f04b66f7990cd8d2,35,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8132575757575757,0.7643513115851699
S6,OpenBMI,ERP,EEGConformer,1,2,ERM,0.0,0.09738845462005918,0.2674768518518519,0.23562801932367153,0.041666666666666664,0.8565719696969697,0.8011262626426067,4b02683d21a8a5e23a0e470f94c843556677d7b216a8b90e7cacf115a6f4c508,38,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8113636363636363,0.7663634827180916
S6,OpenBMI,ERP,EEGConformer,2,0,ERM,0.0,0.09464256520735459,0.2830702861952862,0.2518994290733421,0.041666666666666664,0.8300378787878788,0.7681786736020266,63d2f005208c37b5e4d1870c519054ffda00316fdd455308dbf8a75005d963aa,45,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8479166666666667,0.7840859449212294
S6,OpenBMI,ERP,EEGConformer,2,1,ERM,0.0,0.08860348271298246,0.26843434343434347,0.2366271409749671,0.041666666666666664,0.8223674242424243,0.7728945538851575,1040bb9d4dc9572c3d4f1964903bd7c45045ef8cf2bba4316537fe618029d9f2,22,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8422727272727273,0.7857944091753779
S6,OpenBMI,ERP,EEGConformer,2,2,ERM,0.0,0.09497472066639645,0.27566287878787876,0.24416996047430828,0.041666666666666664,0.8214583333333333,0.784861921164971,c7ae1ca34dc222bf6136dc1476d8dfd737c70eedc513933e34b4948ce57447fd,27,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8420833333333333,0.8046909377523772
S6,OpenBMI,ERP,EEGConformer,3,0,ERM,0.0,0.07524396483965612,0.22962962962962963,0.1961352657004831,0.041666666666666664,0.9073295454545454,0.8593497072359986,79a7b9397a0dbd0bd61f8989673266108ae72ea5abc1feb8bb57a3c274a452a7,38,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.7831818181818182,0.7443250327876925
S6,OpenBMI,ERP,EEGConformer,3,1,ERM,0.0,0.09376569165593462,0.26789772727272726,0.23606719367588933,0.041666666666666664,0.9110416666666666,0.8604057410802737,097fae939af041a45f1f0fe48072bd1f9686c352cde261c6a68a6c094e418af6,59,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.7826515151515152,0.7434887455113075
S6,OpenBMI,ERP,EEGConformer,3,2,ERM,0.0,0.07934760182659817,0.24950547138047138,0.21687527448397015,0.041666666666666664,0.912594696969697,0.8586372215888534,dd206bbb0602edad251e1c012a9a8f13a61b96be2c1efd619fb066d3848788ae,30,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.7825,0.7322351242009888
S6,OpenBMI,ERP,EEGConformer,4,0,ERM,0.0,0.10555844970488337,0.30266203703703703,0.2723429951690821,0.041666666666666664,0.8399621212121213,0.7711164636407066,477ae2a4634f3da03682c75026720fa1f44f84087b7970acc59abd46d17ddc5c,26,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8763636363636365,0.8064074652629607
S6,OpenBMI,ERP,EEGConformer,4,1,ERM,0.0,0.09808164282591147,0.2717697811447812,0.2401075977162934,0.041666666666666664,0.839905303030303,0.7822557367089775,a0529317957b01ccf0c0b5db674318f86b147c49ea69cb4d8f73ea571362c177,30,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8776893939393939,0.8223176433488193
S6,OpenBMI,ERP,EEGConformer,4,2,ERM,0.0,0.08692045633608902,0.2682449494949495,0.23642951251646901,0.041666666666666664,0.8505303030303031,0.7910186197135435,3de79f94646436a12cbb96c966489e2a325b8e217e123da86059f0b060affec9,25,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8761742424242425,0.8217742470455398
