dataset,fold,seed,subject_id,method,variant,trials,EEGNet_BA,LiteBN_BA,FROZEN_LOGIT50_BA,BA,macro_F1,accuracy,delta_vs_EEGNet_pp,delta_vs_LiteBN_pp,delta_vs_FROZEN_LOGIT50_pp
OpenBMI,3,0,16,BNLOCK-JOINTCE,ema,100,0.8,0.87,0.86,0.88,0.8799519807923168,0.88,7.9999999999999964,1.0000000000000009,2.0000000000000018
OpenBMI,3,0,16,BNLOCK-NRRF,ema,100,0.8,0.87,0.86,0.88,0.8799519807923168,0.88,7.9999999999999964,1.0000000000000009,2.0000000000000018
OpenBMI,4,0,9,BNLOCK-JOINTCE,ema,100,0.61,0.6,0.62,0.6000000000000001,0.5974235104669887,0.6,-0.9999999999999898,1.1102230246251565e-14,-1.9999999999999907
OpenBMI,4,0,9,BNLOCK-NRRF,ema,100,0.61,0.6,0.62,0.6000000000000001,0.5974235104669887,0.6,-0.9999999999999898,1.1102230246251565e-14,-1.9999999999999907
OpenBMI,4,0,53,BNLOCK-JOINTCE,ema,100,0.77,0.8200000000000001,0.8200000000000001,0.81,0.8090644156366193,0.81,4.0000000000000036,-1.0000000000000009,-1.0000000000000009
OpenBMI,4,0,53,BNLOCK-NRRF,ema,100,0.77,0.8200000000000001,0.8200000000000001,0.81,0.8090644156366193,0.81,4.0000000000000036,-1.0000000000000009,-1.0000000000000009
OpenBMI,4,0,7,BNLOCK-JOINTCE,ema,100,0.72,0.73,0.74,0.71,0.7076318177235609,0.71,-1.0000000000000009,-2.0000000000000018,-3.0000000000000027
OpenBMI,4,0,7,BNLOCK-NRRF,ema,100,0.72,0.73,0.74,0.72,0.7181964573268921,0.72,0.0,-1.0000000000000009,-2.0000000000000018
OpenBMI,4,0,20,BNLOCK-JOINTCE,ema,100,0.88,0.91,0.91,0.92,0.9197109594540344,0.92,4.0000000000000036,1.0000000000000009,1.0000000000000009
OpenBMI,4,0,20,BNLOCK-NRRF,ema,100,0.88,0.91,0.91,0.92,0.9197109594540344,0.92,4.0000000000000036,1.0000000000000009,1.0000000000000009
OpenBMI,4,0,41,BNLOCK-JOINTCE,ema,100,0.6799999999999999,0.77,0.75,0.77,0.7681217864704104,0.77,9.000000000000007,0.0,2.0000000000000018
OpenBMI,4,0,41,BNLOCK-NRRF,ema,100,0.6799999999999999,0.77,0.75,0.77,0.7681217864704104,0.77,9.000000000000007,0.0,2.0000000000000018
OpenBMI,4,0,46,BNLOCK-JOINTCE,ema,100,0.66,0.69,0.6799999999999999,0.7,0.6744791666666667,0.7,3.9999999999999925,1.0000000000000009,2.0000000000000018
OpenBMI,4,0,46,BNLOCK-NRRF,ema,100,0.66,0.69,0.6799999999999999,0.7,0.6744791666666667,0.7,3.9999999999999925,1.0000000000000009,2.0000000000000018
OpenBMI,4,0,21,BNLOCK-JOINTCE,ema,100,0.84,0.91,0.91,0.8899999999999999,0.8894583458948849,0.89,4.999999999999993,-2.000000000000013,-2.000000000000013
OpenBMI,4,0,21,BNLOCK-NRRF,ema,100,0.84,0.91,0.91,0.91,0.9097744360902256,0.91,7.000000000000006,0.0,0.0
OpenBMI,4,0,44,BNLOCK-JOINTCE,ema,100,0.67,0.84,0.82,0.8500000000000001,0.8492613807657522,0.85,18.000000000000004,1.000000000000012,3.0000000000000138
OpenBMI,4,0,44,BNLOCK-NRRF,ema,100,0.67,0.84,0.82,0.8500000000000001,0.8492613807657522,0.85,18.000000000000004,1.000000000000012,3.0000000000000138
WBCIC,0,0,sub-6,BNLOCK-JOINTCE,ema,200,0.91,0.935,0.93,0.925,0.9249981249531238,0.925,1.5000000000000013,-1.0000000000000009,-0.5000000000000004
WBCIC,0,0,sub-6,BNLOCK-NRRF,ema,200,0.91,0.935,0.93,0.925,0.9249981249531238,0.925,1.5000000000000013,-1.0000000000000009,-0.5000000000000004
WBCIC,0,0,sub-22,BNLOCK-JOINTCE,ema,200,0.72,0.78,0.765,0.76,0.7596153846153846,0.76,4.0000000000000036,-2.0000000000000018,-0.5000000000000004
WBCIC,0,0,sub-22,BNLOCK-NRRF,ema,200,0.72,0.78,0.765,0.73,0.7293233082706767,0.73,1.0000000000000009,-5.000000000000004,-3.500000000000003
WBCIC,0,0,sub-44,BNLOCK-JOINTCE,ema,200,0.77,0.785,0.795,0.8300000000000001,0.8297275641025641,0.83,6.000000000000005,4.5000000000000036,3.500000000000003
WBCIC,0,0,sub-44,BNLOCK-NRRF,ema,200,0.77,0.785,0.795,0.825,0.8247853620685339,0.825,5.499999999999994,3.9999999999999925,2.9999999999999916
WBCIC,0,0,sub-35,BNLOCK-JOINTCE,ema,200,0.925,0.885,0.93,0.895,0.8944060339409177,0.895,-3.0000000000000027,1.0000000000000009,-3.500000000000003
WBCIC,0,0,sub-35,BNLOCK-NRRF,ema,200,0.925,0.885,0.93,0.8999999999999999,0.8993558776167472,0.9,-2.5000000000000133,1.4999999999999902,-3.0000000000000138
WBCIC,0,0,sub-18,BNLOCK-JOINTCE,ema,200,0.61,0.645,0.675,0.66,0.6598639455782312,0.66,5.000000000000004,1.5000000000000013,-1.5000000000000013
WBCIC,0,0,sub-18,BNLOCK-NRRF,ema,200,0.61,0.645,0.675,0.66,0.65996599659966,0.66,5.000000000000004,1.5000000000000013,-1.5000000000000013
WBCIC,0,0,sub-9,BNLOCK-JOINTCE,ema,200,0.5900000000000001,0.55,0.6,0.5449999999999999,0.5444419413781882,0.545,-4.500000000000015,-0.5000000000000115,-5.500000000000005
WBCIC,0,0,sub-9,BNLOCK-NRRF,ema,200,0.5900000000000001,0.55,0.6,0.55,0.5495946351716545,0.55,-4.0000000000000036,0.0,-4.999999999999993
WBCIC,0,0,sub-49,BNLOCK-JOINTCE,ema,200,0.875,0.875,0.895,0.88,0.8794091046126018,0.88,0.5000000000000004,0.5000000000000004,-1.5000000000000013
WBCIC,0,0,sub-49,BNLOCK-NRRF,ema,200,0.875,0.875,0.895,0.885,0.8839526728726759,0.885,1.0000000000000009,1.0000000000000009,-1.0000000000000009
WBCIC,1,0,sub-28,BNLOCK-JOINTCE,ema,200,0.675,0.545,0.575,0.56,0.465760077707625,0.56,-11.5,1.5000000000000013,-1.4999999999999902
WBCIC,1,0,sub-28,BNLOCK-NRRF,ema,200,0.675,0.545,0.575,0.565,0.4691075514874142,0.565,-11.00000000000001,1.9999999999999907,-1.0000000000000009
WBCIC,1,0,sub-37,BNLOCK-JOINTCE,ema,200,0.885,0.855,0.8999999999999999,0.8899999999999999,0.8897243107769424,0.89,0.49999999999998934,3.499999999999992,-1.0000000000000009
WBCIC,1,0,sub-37,BNLOCK-NRRF,ema,200,0.885,0.855,0.8999999999999999,0.88,0.8796992481203008,0.88,-0.5000000000000004,2.500000000000002,-1.9999999999999907
WBCIC,1,0,sub-12,BNLOCK-JOINTCE,ema,200,0.715,0.75,0.73,0.76,0.76,0.76,4.5000000000000036,1.0000000000000009,3.0000000000000027
WBCIC,1,0,sub-12,BNLOCK-NRRF,ema,200,0.715,0.75,0.73,0.76,0.76,0.76,4.5000000000000036,1.0000000000000009,3.0000000000000027
WBCIC,1,0,sub-30,BNLOCK-JOINTCE,ema,200,0.835,0.77,0.8049999999999999,0.855,0.8543847756772364,0.855,2.0000000000000018,8.499999999999996,5.000000000000004
WBCIC,1,0,sub-30,BNLOCK-NRRF,ema,200,0.835,0.77,0.8049999999999999,0.8500000000000001,0.8492613807657522,0.85,1.5000000000000124,8.000000000000007,4.500000000000015
WBCIC,1,0,sub-45,BNLOCK-JOINTCE,ema,200,0.935,0.925,0.92,0.95,0.9499549594635172,0.95,1.4999999999999902,2.499999999999991,2.9999999999999916
WBCIC,1,0,sub-45,BNLOCK-NRRF,ema,200,0.935,0.925,0.92,0.945,0.9449656035021888,0.945,0.9999999999999898,1.9999999999999907,2.499999999999991
WBCIC,1,0,sub-7,BNLOCK-JOINTCE,ema,200,0.8300000000000001,0.795,0.8300000000000001,0.7949999999999999,0.794377993430126,0.795,-3.500000000000014,-1.1102230246251565e-14,-3.500000000000014
WBCIC,1,0,sub-7,BNLOCK-NRRF,ema,200,0.8300000000000001,0.795,0.8300000000000001,0.79,0.788647342995169,0.79,-4.0000000000000036,-0.5000000000000004,-4.0000000000000036
WBCIC,2,0,sub-50,BNLOCK-JOINTCE,ema,200,0.955,0.94,0.95,0.95,0.9499549594635172,0.95,-0.5000000000000004,1.0000000000000009,0.0
WBCIC,2,0,sub-50,BNLOCK-NRRF,ema,200,0.955,0.94,0.95,0.945,0.9449325423643964,0.945,-1.0000000000000009,0.5000000000000004,-0.5000000000000004
WBCIC,2,0,sub-14,BNLOCK-JOINTCE,ema,200,0.575,0.515,0.52,0.55,0.54226426609704,0.55,-2.499999999999991,3.500000000000003,3.0000000000000027
WBCIC,2,0,sub-14,BNLOCK-NRRF,ema,200,0.575,0.515,0.52,0.55,0.54226426609704,0.55,-2.499999999999991,3.500000000000003,3.0000000000000027
WBCIC,2,0,sub-1,BNLOCK-JOINTCE,ema,200,0.945,0.905,0.945,0.905,0.9045969219954308,0.905,-3.9999999999999925,0.0,-3.9999999999999925
WBCIC,2,0,sub-1,BNLOCK-NRRF,ema,200,0.945,0.905,0.945,0.91,0.9096748293857888,0.91,-3.499999999999992,0.5000000000000004,-3.499999999999992
WBCIC,2,0,sub-32,BNLOCK-JOINTCE,ema,200,0.545,0.605,0.595,0.605,0.6005965772643393,0.605,5.999999999999995,0.0,1.0000000000000009
WBCIC,2,0,sub-32,BNLOCK-NRRF,ema,200,0.545,0.605,0.595,0.605,0.5997061133490411,0.605,5.999999999999995,0.0,1.0000000000000009
WBCIC,2,0,sub-23,BNLOCK-JOINTCE,ema,200,0.965,0.97,0.97,0.98,0.9799919967987194,0.98,1.5000000000000013,1.0000000000000009,1.0000000000000009
WBCIC,2,0,sub-23,BNLOCK-NRRF,ema,200,0.965,0.97,0.97,0.98,0.9799919967987194,0.98,1.5000000000000013,1.0000000000000009,1.0000000000000009
WBCIC,2,0,sub-34,BNLOCK-JOINTCE,ema,200,0.51,0.6000000000000001,0.56,0.5800000000000001,0.5784825371336813,0.58,7.000000000000006,-2.0000000000000018,2.0000000000000018
WBCIC,2,0,sub-34,BNLOCK-NRRF,ema,200,0.51,0.6000000000000001,0.56,0.575,0.5747342088805503,0.575,6.499999999999995,-2.5000000000000133,1.4999999999999902
WBCIC,3,0,sub-24,BNLOCK-JOINTCE,ema,195,0.9180871212121212,0.9182449494949496,0.9285037878787878,0.9333964646464646,0.933326319665448,0.9333333333333332,1.5309343434343425,1.5151515151515027,0.48926767676767957
WBCIC,3,0,sub-24,BNLOCK-NRRF,ema,195,0.9180871212121212,0.9182449494949496,0.9285037878787878,0.9384469696969696,0.9384469696969696,0.9384615384615383,2.0359848484848397,2.020202020202,0.9943181818181768
WBCIC,3,0,sub-13,BNLOCK-JOINTCE,ema,200,0.8799999999999999,0.89,0.885,0.89,0.8899009108197378,0.89,1.000000000000012,0.0,0.5000000000000004
WBCIC,3,0,sub-13,BNLOCK-NRRF,ema,200,0.8799999999999999,0.89,0.885,0.885,0.8849280800500312,0.885,0.5000000000000115,-0.5000000000000004,0.0
WBCIC,3,0,sub-11,BNLOCK-JOINTCE,ema,200,0.625,0.6950000000000001,0.7,0.71,0.7042023663810689,0.71,8.499999999999996,1.4999999999999902,1.0000000000000009
WBCIC,3,0,sub-11,BNLOCK-NRRF,ema,200,0.625,0.6950000000000001,0.7,0.725,0.7190939503051661,0.725,9.999999999999998,2.9999999999999916,2.500000000000002
WBCIC,3,0,sub-29,BNLOCK-JOINTCE,ema,200,0.85,0.895,0.885,0.89,0.8899889988998899,0.89,4.0000000000000036,-0.5000000000000004,0.5000000000000004
WBCIC,3,0,sub-29,BNLOCK-NRRF,ema,200,0.85,0.895,0.885,0.88,0.87998799879988,0.88,3.0000000000000027,-1.5000000000000013,-0.5000000000000004
WBCIC,3,0,sub-26,BNLOCK-JOINTCE,ema,200,0.6699999999999999,0.73,0.69,0.645,0.6449201070240804,0.645,-2.499999999999991,-8.499999999999996,-4.499999999999993
WBCIC,3,0,sub-26,BNLOCK-NRRF,ema,200,0.6699999999999999,0.73,0.69,0.6499999999999999,0.6491228070175439,0.65,-2.0000000000000018,-8.000000000000007,-4.0000000000000036
WBCIC,3,0,sub-47,BNLOCK-JOINTCE,ema,200,0.945,0.915,0.955,0.94,0.93999399939994,0.94,-0.5000000000000004,2.499999999999991,-1.5000000000000013
WBCIC,3,0,sub-47,BNLOCK-NRRF,ema,200,0.945,0.915,0.955,0.945,0.9449876222149984,0.945,0.0,2.9999999999999916,-1.0000000000000009
WBCIC,4,0,sub-36,BNLOCK-JOINTCE,ema,200,0.98,0.965,0.975,0.97,0.9699879951980792,0.97,-1.0000000000000009,0.5000000000000004,-0.5000000000000004
WBCIC,4,0,sub-36,BNLOCK-NRRF,ema,200,0.98,0.965,0.975,0.97,0.9699879951980792,0.97,-1.0000000000000009,0.5000000000000004,-0.5000000000000004
WBCIC,4,0,sub-16,BNLOCK-JOINTCE,ema,200,0.5549999999999999,0.575,0.5449999999999999,0.56,0.5397008055235903,0.56,0.5000000000000115,-1.4999999999999902,1.5000000000000124
WBCIC,4,0,sub-16,BNLOCK-NRRF,ema,200,0.5549999999999999,0.575,0.5449999999999999,0.565,0.5439175906267202,0.565,1.0000000000000009,-1.0000000000000009,2.0000000000000018
WBCIC,4,0,sub-48,BNLOCK-JOINTCE,ema,200,0.84,0.865,0.87,0.88,0.8799519807923168,0.88,4.0000000000000036,1.5000000000000013,1.0000000000000009
WBCIC,4,0,sub-48,BNLOCK-NRRF,ema,200,0.84,0.865,0.87,0.865,0.8649155722326454,0.865,2.500000000000002,0.0,-0.5000000000000004
WBCIC,4,0,sub-41,BNLOCK-JOINTCE,ema,200,0.87,0.87,0.865,0.875,0.8747463613817982,0.875,0.5000000000000004,0.5000000000000004,1.0000000000000009
WBCIC,4,0,sub-41,BNLOCK-NRRF,ema,200,0.87,0.87,0.865,0.875,0.8747463613817982,0.875,0.5000000000000004,0.5000000000000004,1.0000000000000009
WBCIC,4,0,sub-5,BNLOCK-JOINTCE,ema,200,0.765,0.78,0.77,0.815,0.8149953748843721,0.815,4.999999999999993,3.499999999999992,4.499999999999993
WBCIC,4,0,sub-5,BNLOCK-NRRF,ema,200,0.765,0.78,0.77,0.82,0.82,0.82,5.499999999999994,3.9999999999999925,4.999999999999993
WBCIC,4,0,sub-27,BNLOCK-JOINTCE,ema,200,0.595,0.6699999999999999,0.655,0.665,0.6625620105260508,0.665,7.000000000000006,-0.49999999999998934,1.0000000000000009
WBCIC,4,0,sub-27,BNLOCK-NRRF,ema,200,0.595,0.6699999999999999,0.655,0.6699999999999999,0.6683750376846548,0.67,7.499999999999996,0.0,1.4999999999999902
