dataset,fold,K,subject_id,n_observations,harm_rate,mean_H,same_auroc,same_spearman,same_sign_accuracy,different_auroc,different_spearman,different_sign_accuracy,permuted_auroc,permuted_spearman,permuted_sign_accuracy,random_auroc,random_spearman,random_sign_accuracy
WBCIC,2,2,31,2,0.5,0.00011481344699855646,0.0,-1.0,0.5,1.0,1.0,1.0,0.0,-1.0,0.5,0.0,-1.0,0.0
WBCIC,2,2,32,1,0.0,-1.0013580322265623e-05,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,2,2,33,2,1.0,0.00015364959836,,1.0,0.5,,-1.0,0.5,,1.0,1.0,,1.0,1.0
WBCIC,2,2,36,1,0.0,-0.0001111328601837,,,1.0,,,0.0,,,0.0,,,0.0
WBCIC,2,2,38,1,1.0,0.0001040697097778,,,0.0,,,0.0,,,1.0,,,0.0
WBCIC,2,2,41,1,1.0,3.74913215637207e-05,,,1.0,,,0.0,,,0.0,,,0.0
WBCIC,2,2,44,1,1.0,0.0001290440559387,,,0.0,,,0.0,,,0.0,,,0.0
WBCIC,2,2,45,1,0.0,-2.568960189819336e-05,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,2,2,47,1,1.0,8.890032768249512e-05,,,0.0,,,1.0,,,1.0,,,0.0
WBCIC,2,2,48,2,0.5,-9.926036000247676e-05,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0
WBCIC,2,2,5,1,0.0,-1.424551010131836e-05,,,1.0,,,0.0,,,1.0,,,1.0
WBCIC,2,4,1,1,0.0,-0.0001197159290313,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,2,4,11,1,1.0,0.0001818537712097,,,1.0,,,0.0,,,1.0,,,0.0
WBCIC,2,4,12,1,0.0,-1.1920928955078125e-07,,,1.0,,,0.0,,,0.0,,,1.0
WBCIC,2,4,13,1,1.0,4.047155380249024e-05,,,1.0,,,1.0,,,0.0,,,1.0
WBCIC,2,4,14,2,0.0,-0.0001577138900756375,,1.0,1.0,,1.0,0.0,,1.0,0.0,,1.0,1.0
WBCIC,2,4,16,1,1.0,2.562999725341797e-05,,,1.0,,,0.0,,,0.0,,,1.0
WBCIC,2,4,17,2,0.5,-1.8425285816177638e-05,1.0,1.0,0.5,1.0,1.0,0.5,0.0,-1.0,0.5,1.0,1.0,0.5
WBCIC,2,4,18,1,1.0,0.0003417134284973,,,0.0,,,0.0,,,1.0,,,0.0
WBCIC,2,4,19,1,0.0,-7.82012939453125e-05,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,2,4,2,2,0.5,-1.8060207366898826e-05,1.0,1.0,0.5,0.0,-1.0,0.5,1.0,1.0,0.5,0.0,-1.0,0.0
WBCIC,2,4,21,1,1.0,9.88692045211792e-05,,,1.0,,,0.0,,,0.0,,,0.0
WBCIC,2,4,24,1,1.0,1.8641352653503415e-05,,,0.0,,,0.0,,,0.0,,,0.0
WBCIC,2,4,27,1,0.0,-0.0001345872879028,,,1.0,,,0.0,,,1.0,,,1.0
WBCIC,2,4,28,1,1.0,0.0001029968261718,,,0.0,,,1.0,,,1.0,,,0.0
WBCIC,2,4,3,2,0.5,-2.5210902094800007e-05,0.0,-1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.0,-1.0,0.0
WBCIC,2,4,30,1,0.0,-2.3365020751953125e-05,,,0.0,,,1.0,,,1.0,,,1.0
WBCIC,2,4,31,2,0.5,0.00011481344699855646,0.0,-1.0,0.5,1.0,1.0,1.0,0.0,-1.0,0.5,0.0,-1.0,0.5
WBCIC,2,4,32,1,0.0,-1.0013580322265623e-05,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,2,4,33,2,1.0,0.00015364959836,,1.0,0.5,,-1.0,0.5,,1.0,1.0,,-1.0,0.5
WBCIC,2,4,36,1,0.0,-0.0001111328601837,,,0.0,,,0.0,,,0.0,,,0.0
WBCIC,2,4,38,1,1.0,0.0001040697097778,,,0.0,,,0.0,,,1.0,,,0.0
WBCIC,2,4,41,1,1.0,3.74913215637207e-05,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,2,4,44,1,1.0,0.0001290440559387,,,1.0,,,0.0,,,0.0,,,0.0
WBCIC,2,4,45,1,0.0,-2.568960189819336e-05,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,2,4,47,1,1.0,8.890032768249512e-05,,,0.0,,,1.0,,,1.0,,,0.0
WBCIC,2,4,48,2,0.5,-9.926036000247676e-05,1.0,1.0,1.0,1.0,1.0,0.5,0.0,-1.0,0.5,0.0,-1.0,0.0
WBCIC,2,4,5,1,0.0,-1.424551010131836e-05,,,1.0,,,0.0,,,1.0,,,1.0
WBCIC,3,1,1,1,0.0,-0.00016650557518,,,1.0,,,0.0,,,1.0,,,1.0
WBCIC,3,1,11,2,0.0,-0.00019738078117365,,-1.0,0.5,,1.0,1.0,,1.0,0.5,,-1.0,0.0
WBCIC,3,1,13,1,0.0,-0.0001103281974792,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,3,1,14,1,1.0,8.088350296020508e-05,,,1.0,,,1.0,,,0.0,,,0.0
WBCIC,3,1,16,1,1.0,5.185604095458984e-05,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,3,1,18,1,0.0,-0.0002388954162597,,,1.0,,,0.0,,,1.0,,,1.0
WBCIC,3,1,19,1,0.0,-0.0001493394374847,,,0.0,,,1.0,,,1.0,,,0.0
WBCIC,3,1,2,2,0.5,0.00018429756164546894,1.0,1.0,0.5,0.0,-1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0
WBCIC,3,1,21,2,0.5,-1.2040138244628906e-05,0.0,-1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
WBCIC,3,1,22,1,1.0,0.0001129508018493,,,0.0,,,0.0,,,0.0,,,1.0
WBCIC,3,1,25,1,0.0,-0.0004433840513229,,,1.0,,,1.0,,,0.0,,,1.0
WBCIC,3,1,26,1,0.0,-8.058547973632812e-05,,,0.0,,,0.0,,,1.0,,,1.0
WBCIC,3,1,27,1,1.0,3.319978713989258e-05,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,3,1,28,1,1.0,0.0001256465911865,,,1.0,,,0.0,,,1.0,,,0.0
WBCIC,3,1,29,2,0.5,0.0002976208925247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0
WBCIC,3,1,3,2,0.5,-1.839175820350647e-05,1.0,1.0,0.5,0.0,-1.0,0.5,0.0,-1.0,0.5,0.0,-1.0,0.0
WBCIC,3,1,32,2,1.0,0.000633955001831,,1.0,0.5,,1.0,1.0,,1.0,0.5,,-1.0,0.0
WBCIC,3,1,34,1,0.0,-0.0001722574234008,,,0.0,,,1.0,,,1.0,,,0.0
WBCIC,3,1,35,1,1.0,8.885562419891357e-05,,,0.0,,,0.0,,,0.0,,,0.0
WBCIC,3,1,36,1,1.0,3.139674663543701e-05,,,0.0,,,0.0,,,1.0,,,1.0
WBCIC,3,1,37,1,0.0,-9.438395500183104e-05,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,3,1,44,1,1.0,0.0001047253608703,,,0.0,,,1.0,,,1.0,,,0.0
WBCIC,3,1,48,1,0.0,-0.0001393854618072,,,1.0,,,0.0,,,0.0,,,0.0
WBCIC,3,1,49,1,1.0,1.5836209058761597e-05,,,1.0,,,0.0,,,1.0,,,0.0
WBCIC,3,1,5,1,0.0,-0.0001663416624069,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,3,1,50,1,0.0,-0.0001900345087051,,,0.0,,,0.0,,,0.0,,,1.0
WBCIC,3,1,7,2,0.5,-0.0002175867557525168,0.0,-1.0,0.5,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.5
WBCIC,3,2,1,1,0.0,-0.00016650557518,,,1.0,,,0.0,,,0.0,,,1.0
WBCIC,3,2,11,2,0.0,-0.00019738078117365,,-1.0,0.5,,1.0,1.0,,1.0,1.0,,1.0,0.5
WBCIC,3,2,13,1,0.0,-0.0001103281974792,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,3,2,14,1,1.0,8.088350296020508e-05,,,1.0,,,1.0,,,0.0,,,1.0
WBCIC,3,2,16,1,1.0,5.185604095458984e-05,,,1.0,,,1.0,,,0.0,,,0.0
WBCIC,3,2,18,1,0.0,-0.0002388954162597,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,3,2,19,1,0.0,-0.0001493394374847,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,3,2,2,2,0.5,0.00018429756164546894,1.0,1.0,1.0,0.0,-1.0,0.5,0.0,-1.0,0.0,1.0,1.0,0.5
WBCIC,3,2,21,2,0.5,-1.2040138244628906e-05,0.0,-1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0
WBCIC,3,2,22,1,1.0,0.0001129508018493,,,0.0,,,0.0,,,0.0,,,1.0
WBCIC,3,2,25,1,0.0,-0.0004433840513229,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,3,2,26,1,0.0,-8.058547973632812e-05,,,0.0,,,0.0,,,1.0,,,0.0
WBCIC,3,2,27,1,1.0,3.319978713989258e-05,,,1.0,,,0.0,,,1.0,,,1.0
WBCIC,3,2,28,1,1.0,0.0001256465911865,,,0.0,,,0.0,,,1.0,,,1.0
WBCIC,3,2,29,2,0.5,0.0002976208925247,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
WBCIC,3,2,3,2,0.5,-1.839175820350647e-05,1.0,1.0,0.5,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.5
WBCIC,3,2,32,2,1.0,0.000633955001831,,1.0,1.0,,1.0,0.5,,1.0,0.5,,-1.0,0.0
WBCIC,3,2,34,1,0.0,-0.0001722574234008,,,0.0,,,0.0,,,1.0,,,0.0
WBCIC,3,2,35,1,1.0,8.885562419891357e-05,,,0.0,,,0.0,,,0.0,,,1.0
WBCIC,3,2,36,1,1.0,3.139674663543701e-05,,,1.0,,,0.0,,,1.0,,,1.0
WBCIC,3,2,37,1,0.0,-9.438395500183104e-05,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,3,2,44,1,1.0,0.0001047253608703,,,0.0,,,0.0,,,1.0,,,0.0
WBCIC,3,2,48,1,0.0,-0.0001393854618072,,,1.0,,,0.0,,,0.0,,,0.0
WBCIC,3,2,49,1,1.0,1.5836209058761597e-05,,,1.0,,,0.0,,,1.0,,,1.0
WBCIC,3,2,5,1,0.0,-0.0001663416624069,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,3,2,50,1,0.0,-0.0001900345087051,,,1.0,,,0.0,,,1.0,,,1.0
WBCIC,3,2,7,2,0.5,-0.0002175867557525168,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.5
WBCIC,3,4,1,1,0.0,-0.00016650557518,,,1.0,,,0.0,,,0.0,,,0.0
WBCIC,3,4,11,2,0.0,-0.00019738078117365,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,0.5
WBCIC,3,4,13,1,0.0,-0.0001103281974792,,,1.0,,,1.0,,,0.0,,,0.0
WBCIC,3,4,14,1,1.0,8.088350296020508e-05,,,0.0,,,1.0,,,0.0,,,0.0
WBCIC,3,4,16,1,1.0,5.185604095458984e-05,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,3,4,18,1,0.0,-0.0002388954162597,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,3,4,19,1,0.0,-0.0001493394374847,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,3,4,2,2,0.5,0.00018429756164546894,1.0,1.0,1.0,0.0,-1.0,0.5,0.0,-1.0,0.0,0.0,-1.0,0.5
WBCIC,3,4,21,2,0.5,-1.2040138244628906e-05,0.0,-1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0
WBCIC,3,4,22,1,1.0,0.0001129508018493,,,0.0,,,0.0,,,0.0,,,1.0
WBCIC,3,4,25,1,0.0,-0.0004433840513229,,,1.0,,,0.0,,,1.0,,,1.0
WBCIC,3,4,26,1,0.0,-8.058547973632812e-05,,,0.0,,,0.0,,,1.0,,,0.0
WBCIC,3,4,27,1,1.0,3.319978713989258e-05,,,1.0,,,0.0,,,0.0,,,0.0
WBCIC,3,4,28,1,1.0,0.0001256465911865,,,0.0,,,0.0,,,1.0,,,0.0
WBCIC,3,4,29,2,0.5,0.0002976208925247,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
WBCIC,3,4,3,2,0.5,-1.839175820350647e-05,1.0,1.0,0.5,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0
WBCIC,3,4,32,2,1.0,0.000633955001831,,1.0,1.0,,1.0,0.5,,1.0,0.5,,1.0,1.0
WBCIC,3,4,34,1,0.0,-0.0001722574234008,,,0.0,,,0.0,,,1.0,,,0.0
WBCIC,3,4,35,1,1.0,8.885562419891357e-05,,,1.0,,,0.0,,,0.0,,,1.0
WBCIC,3,4,36,1,1.0,3.139674663543701e-05,,,1.0,,,0.0,,,0.0,,,0.0
WBCIC,3,4,37,1,0.0,-9.438395500183104e-05,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,3,4,44,1,1.0,0.0001047253608703,,,0.0,,,1.0,,,1.0,,,0.0
WBCIC,3,4,48,1,0.0,-0.0001393854618072,,,1.0,,,1.0,,,0.0,,,1.0
WBCIC,3,4,49,1,1.0,1.5836209058761597e-05,,,0.0,,,0.0,,,1.0,,,1.0
WBCIC,3,4,5,1,0.0,-0.0001663416624069,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,3,4,50,1,0.0,-0.0001900345087051,,,0.0,,,1.0,,,1.0,,,1.0
WBCIC,3,4,7,2,0.5,-0.0002175867557525168,0.0,-1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
WBCIC,4,1,1,1,1.0,5.272030830383301e-05,,,0.0,,,1.0,,,1.0,,,0.0
WBCIC,4,1,11,2,1.0,0.0001518577337264587,,1.0,0.5,,-1.0,0.5,,1.0,0.5,,1.0,0.5
WBCIC,4,1,16,1,1.0,0.0001404881477355,,,1.0,,,1.0,,,0.0,,,1.0
WBCIC,4,1,18,2,0.0,-3.483891487121582e-05,,1.0,0.5,,-1.0,0.5,,1.0,0.5,,-1.0,0.0
WBCIC,4,1,19,1,0.0,-2.9802322387695312e-08,,,0.0,,,1.0,,,0.0,,,1.0
WBCIC,4,1,2,1,1.0,8.273124694824219e-05,,,0.0,,,1.0,,,1.0,,,0.0
WBCIC,4,1,21,1,1.0,9.025633335113524e-05,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,4,1,22,1,0.0,-7.766485214233398e-05,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,4,1,23,2,0.5,6.067380309105001e-05,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,-1.0,0.5
WBCIC,4,1,24,1,0.0,-5.964189767837525e-05,,,1.0,,,1.0,,,0.0,,,0.0
WBCIC,4,1,25,2,0.5,2.080574631690979e-05,1.0,1.0,0.5,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.5
WBCIC,4,1,26,1,0.0,-1.296401023864746e-05,,,0.0,,,0.0,,,0.0,,,0.0
WBCIC,4,1,27,1,1.0,0.0001325011253356,,,0.0,,,0.0,,,0.0,,,1.0
WBCIC,4,1,28,1,0.0,-6.13182783126831e-05,,,1.0,,,0.0,,,0.0,,,1.0
WBCIC,4,1,29,1,0.0,-8.434057235717773e-05,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,4,1,3,1,0.0,-3.452599048614502e-05,,,0.0,,,0.0,,,1.0,,,0.0
WBCIC,4,1,30,1,1.0,3.6343932151794434e-05,,,1.0,,,0.0,,,0.0,,,1.0
WBCIC,4,1,31,1,1.0,3.68952751159668e-05,,,0.0,,,1.0,,,0.0,,,1.0
WBCIC,4,1,34,1,1.0,4.0590763092041016e-05,,,1.0,,,0.0,,,0.0,,,0.0
WBCIC,4,1,35,2,0.5,4.2112544179000004e-05,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBCIC,4,1,36,2,0.5,-5.543977022170366e-05,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0
WBCIC,4,1,38,1,1.0,3.9190053939819336e-05,,,0.0,,,0.0,,,1.0,,,0.0
WBCIC,4,1,44,2,0.5,-0.00041714310646059997,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.5,0.0,-1.0,0.0
WBCIC,4,1,45,1,0.0,-1.9371509552001957e-06,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,4,1,49,1,1.0,9.625405073165894e-05,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,4,1,6,1,1.0,0.0001119077205657,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,4,1,9,1,1.0,0.0001539885997772,,,1.0,,,0.0,,,0.0,,,0.0
WBCIC,4,2,1,1,1.0,5.272030830383301e-05,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,4,2,11,2,1.0,0.0001518577337264587,,1.0,0.5,,1.0,1.0,,1.0,1.0,,-1.0,1.0
WBCIC,4,2,16,1,1.0,0.0001404881477355,,,0.0,,,1.0,,,1.0,,,1.0
WBCIC,4,2,18,2,0.0,-3.483891487121582e-05,,-1.0,0.0,,-1.0,0.5,,1.0,0.5,,1.0,0.5
WBCIC,4,2,19,1,0.0,-2.9802322387695312e-08,,,0.0,,,1.0,,,0.0,,,1.0
WBCIC,4,2,2,1,1.0,8.273124694824219e-05,,,0.0,,,1.0,,,1.0,,,0.0
WBCIC,4,2,21,1,1.0,9.025633335113524e-05,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,4,2,22,1,0.0,-7.766485214233398e-05,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,4,2,23,2,0.5,6.067380309105001e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.5,1.0,1.0,0.5
WBCIC,4,2,24,1,0.0,-5.964189767837525e-05,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,4,2,25,2,0.5,2.080574631690979e-05,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.5
WBCIC,4,2,26,1,0.0,-1.296401023864746e-05,,,0.0,,,0.0,,,0.0,,,1.0
WBCIC,4,2,27,1,1.0,0.0001325011253356,,,0.0,,,0.0,,,0.0,,,1.0
WBCIC,4,2,28,1,0.0,-6.13182783126831e-05,,,1.0,,,0.0,,,0.0,,,0.0
WBCIC,4,2,29,1,0.0,-8.434057235717773e-05,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,4,2,3,1,0.0,-3.452599048614502e-05,,,0.0,,,0.0,,,1.0,,,0.0
WBCIC,4,2,30,1,1.0,3.6343932151794434e-05,,,1.0,,,1.0,,,0.0,,,1.0
WBCIC,4,2,31,1,1.0,3.68952751159668e-05,,,1.0,,,1.0,,,0.0,,,1.0
WBCIC,4,2,34,1,1.0,4.0590763092041016e-05,,,1.0,,,0.0,,,0.0,,,1.0
WBCIC,4,2,35,2,0.5,4.2112544179000004e-05,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0
WBCIC,4,2,36,2,0.5,-5.543977022170366e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0
WBCIC,4,2,38,1,1.0,3.9190053939819336e-05,,,0.0,,,0.0,,,1.0,,,1.0
WBCIC,4,2,44,2,0.5,-0.00041714310646059997,1.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5
WBCIC,4,2,45,1,0.0,-1.9371509552001957e-06,,,1.0,,,0.0,,,0.0,,,1.0
WBCIC,4,2,49,1,1.0,9.625405073165894e-05,,,1.0,,,0.0,,,1.0,,,0.0
WBCIC,4,2,6,1,1.0,0.0001119077205657,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,4,2,9,1,1.0,0.0001539885997772,,,1.0,,,0.0,,,0.0,,,1.0
WBCIC,4,4,1,1,1.0,5.272030830383301e-05,,,0.0,,,1.0,,,1.0,,,0.0
WBCIC,4,4,11,2,1.0,0.0001518577337264587,,1.0,0.5,,1.0,1.0,,1.0,1.0,,1.0,0.0
WBCIC,4,4,16,1,1.0,0.0001404881477355,,,0.0,,,1.0,,,0.0,,,0.0
WBCIC,4,4,18,2,0.0,-3.483891487121582e-05,,-1.0,0.0,,-1.0,0.5,,1.0,0.5,,-1.0,0.0
WBCIC,4,4,19,1,0.0,-2.9802322387695312e-08,,,0.0,,,1.0,,,0.0,,,1.0
WBCIC,4,4,2,1,1.0,8.273124694824219e-05,,,0.0,,,0.0,,,0.0,,,1.0
WBCIC,4,4,21,1,1.0,9.025633335113524e-05,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,4,4,22,1,0.0,-7.766485214233398e-05,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,4,4,23,2,0.5,6.067380309105001e-05,1.0,1.0,1.0,1.0,1.0,0.5,0.0,-1.0,0.5,1.0,1.0,1.0
WBCIC,4,4,24,1,0.0,-5.964189767837525e-05,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,4,4,25,2,0.5,2.080574631690979e-05,1.0,1.0,0.5,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.5
WBCIC,4,4,26,1,0.0,-1.296401023864746e-05,,,0.0,,,1.0,,,1.0,,,0.0
WBCIC,4,4,27,1,1.0,0.0001325011253356,,,0.0,,,0.0,,,0.0,,,0.0
WBCIC,4,4,28,1,0.0,-6.13182783126831e-05,,,1.0,,,1.0,,,0.0,,,1.0
WBCIC,4,4,29,1,0.0,-8.434057235717773e-05,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,4,4,3,1,0.0,-3.452599048614502e-05,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,4,4,30,1,1.0,3.6343932151794434e-05,,,0.0,,,0.0,,,0.0,,,1.0
WBCIC,4,4,31,1,1.0,3.68952751159668e-05,,,0.0,,,1.0,,,0.0,,,1.0
WBCIC,4,4,34,1,1.0,4.0590763092041016e-05,,,0.0,,,0.0,,,0.0,,,1.0
WBCIC,4,4,35,2,0.5,4.2112544179000004e-05,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.5
WBCIC,4,4,36,2,0.5,-5.543977022170366e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.5,0.0,-1.0,0.5
WBCIC,4,4,38,1,1.0,3.9190053939819336e-05,,,0.0,,,0.0,,,0.0,,,0.0
WBCIC,4,4,44,2,0.5,-0.00041714310646059997,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.5,0.0,-1.0,0.5
WBCIC,4,4,45,1,0.0,-1.9371509552001957e-06,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,4,4,49,1,1.0,9.625405073165894e-05,,,1.0,,,0.0,,,0.0,,,1.0
WBCIC,4,4,6,1,1.0,0.0001119077205657,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,4,4,9,1,1.0,0.0001539885997772,,,0.0,,,0.0,,,0.0,,,1.0
