method,fold,seed,subject_id,protected_logit_RMS,adaptive_logit_RMS,protected_margin_RMS,adaptive_margin_RMS,R_P,prediction_disagreement,combined_BA,protected_only_BA,adaptive_only_BA,protected_erase_harm
A2_SOURCE_ONLY,0,1,33,0.7850843071937561,0.8717736601829529,1.407708764076233,1.52298104763031,0.4803335964679718,0.26,0.86,0.77,0.8300000000000001,0.029999999999999916
A2_SOURCE_ONLY,0,1,41,0.8349962830543518,0.8658040761947632,1.4914549589157104,1.5194761753082275,0.4953467845916748,0.42,0.77,0.78,0.72,0.050000000000000044
A2_SOURCE_ONLY,0,1,46,0.8958885669708252,0.8744093179702759,1.5610082149505615,1.5024676322937012,0.5095546245574951,0.33,0.64,0.6799999999999999,0.5900000000000001,0.04999999999999993
A2_SOURCE_ONLY,0,1,47,0.9027132987976074,0.7743320465087891,1.5922091007232666,1.249497652053833,0.5603002905845642,0.27,0.94,0.9099999999999999,0.78,0.15999999999999992
A2_SOURCE_ONLY,0,1,49,0.8202880024909973,0.85530024766922,1.4637465476989746,1.469648003578186,0.4989941120147705,0.23,0.8899999999999999,0.8200000000000001,0.81,0.07999999999999985
PUD_SOURCE_ONLY,0,1,15,0.98422771692276,0.710254967212677,1.8200377225875854,1.0917623043060303,0.6250559091567993,0.48,0.74,0.71,0.61,0.13
PUD_SOURCE_ONLY,0,1,19,0.8920519351959229,0.6909461617469788,1.6313329935073853,0.9346368908882141,0.6357568502426147,0.53,0.64,0.63,0.62,0.020000000000000018
PUD_SOURCE_ONLY,0,1,32,1.2820664644241333,0.6582804322242737,2.478311777114868,0.9458749890327454,0.723766565322876,0.51,0.55,0.57,0.54,0.010000000000000009
PUD_SOURCE_ONLY,0,1,33,1.102803111076355,0.6680005192756653,2.0950920581817627,1.0079232454299927,0.6751793622970581,0.4,0.76,0.84,0.56,0.19999999999999996
PUD_SOURCE_ONLY,0,1,41,1.1174896955490112,0.6728041172027588,2.150857925415039,1.1008111238479614,0.6614627838134766,0.48,0.71,0.73,0.65,0.05999999999999994
PUD_SOURCE_ONLY,0,1,46,1.2106637954711914,0.5628459453582764,2.3165080547332764,0.810747504234314,0.7407479286193848,0.51,0.61,0.6699999999999999,0.54,0.06999999999999995
PUD_SOURCE_ONLY,0,1,47,1.2758241891860962,0.680041491985321,2.419037103652954,1.0763697624206543,0.6920616626739502,0.61,0.9199999999999999,0.86,0.49,0.42999999999999994
PUD_SOURCE_ONLY,0,1,49,1.2874151468276978,0.7086830139160156,2.4475502967834473,1.1591395139694214,0.6786140203475952,0.4,0.85,0.77,0.73,0.12
IDENTITY_SOURCE_ONLY,0,1,15,0.5766977071762085,1.26911199092865,0.3458543121814728,2.2589597702026367,0.13277505338191986,0.44,0.81,0.55,0.81,0.0
IDENTITY_SOURCE_ONLY,0,1,19,0.5577074885368347,1.1023920774459839,0.2256619781255722,1.985393762588501,0.10206073522567749,0.5,0.68,0.53,0.69,-0.009999999999999898
IDENTITY_SOURCE_ONLY,0,1,32,0.5679505467414856,1.1648080348968506,0.375535786151886,2.071402072906494,0.15347173810005188,0.47,0.6399999999999999,0.52,0.65,-0.01000000000000012
IDENTITY_SOURCE_ONLY,0,1,33,0.5493251085281372,1.309993028640747,0.31205230951309204,2.4325060844421387,0.1136985495686531,0.54,0.8,0.45,0.79,0.010000000000000009
IDENTITY_SOURCE_ONLY,0,1,41,0.5362892150878906,1.1428061723709106,0.2827514111995697,2.122542142868042,0.11755380779504776,0.55,0.75,0.44999999999999996,0.76,-0.010000000000000009
IDENTITY_SOURCE_ONLY,0,1,46,0.5194022059440613,1.3707331418991089,0.25171008706092834,2.484092950820923,0.09200592339038849,0.56,0.62,0.52,0.64,-0.020000000000000018
IDENTITY_SOURCE_ONLY,0,1,47,0.5285972356796265,1.3455970287322998,0.2596288323402405,2.5360195636749268,0.09286891669034958,0.57,0.9099999999999999,0.5,0.9099999999999999,0.0
IDENTITY_SOURCE_ONLY,0,1,49,0.5717902183532715,1.3876694440841675,0.3332032263278961,2.5782716274261475,0.11444482207298279,0.57,0.8600000000000001,0.5,0.87,-0.009999999999999898
RANDOM_SOURCE_ONLY,0,1,15,0.6470208168029785,1.2185930013656616,0.8722642064094543,2.129610776901245,0.2905731201171875,0.44,0.8200000000000001,0.7,0.72,0.10000000000000009
RANDOM_SOURCE_ONLY,0,1,19,0.5511015057563782,1.111932396888733,0.5258916020393372,1.9559322595596313,0.21189722418785095,0.45,0.7,0.53,0.68,0.019999999999999907
RANDOM_SOURCE_ONLY,0,1,32,0.5676655769348145,1.1593047380447388,0.601325273513794,2.067389965057373,0.225323885679245,0.46,0.63,0.51,0.6499999999999999,-0.019999999999999907
RANDOM_SOURCE_ONLY,0,1,33,0.551750659942627,1.2740421295166016,0.5717472434043884,2.35996675491333,0.19502149522304535,0.54,0.8200000000000001,0.54,0.76,0.06000000000000005
RANDOM_SOURCE_ONLY,0,1,41,0.5474698543548584,1.0902689695358276,0.6109802722930908,2.0139267444610596,0.2327626347541809,0.46,0.78,0.51,0.79,-0.010000000000000009
RANDOM_SOURCE_ONLY,0,1,46,0.5829747915267944,1.2983503341674805,0.5942434668540955,2.3722012042999268,0.20032177865505219,0.55,0.6499999999999999,0.62,0.63,0.019999999999999907
RANDOM_SOURCE_ONLY,0,1,47,0.6085023283958435,1.2848033905029297,0.6906888484954834,2.3947107791900635,0.22385717928409576,0.51,0.8999999999999999,0.63,0.84,0.05999999999999994
RANDOM_SOURCE_ONLY,0,1,49,0.6076114177703857,1.3565936088562012,0.740212619304657,2.4978535175323486,0.22859711945056915,0.47,0.85,0.54,0.87,-0.020000000000000018
A2_SOURCE_ONLY,0,2,15,0.8234468698501587,1.0145267248153687,1.441399097442627,1.8836328983306885,0.4334993064403534,0.6,0.86,0.6,0.76,0.09999999999999998
A2_SOURCE_ONLY,0,2,19,0.802920937538147,0.8924626111984253,1.3555223941802979,1.6316927671432495,0.453774631023407,0.44,0.6699999999999999,0.71,0.63,0.039999999999999925
A2_SOURCE_ONLY,0,2,32,0.7928751707077026,1.0137006044387817,1.3622288703918457,1.918589472770691,0.4152100682258606,0.35,0.6699999999999999,0.64,0.67,-1.1102230246251565e-16
A2_SOURCE_ONLY,0,2,33,0.8053160309791565,1.0970011949539185,1.3833584785461426,2.01780366897583,0.40673112869262695,0.36,0.79,0.8300000000000001,0.75,0.040000000000000036
A2_SOURCE_ONLY,0,2,41,0.8083811402320862,0.8550273180007935,1.3716366291046143,1.555207371711731,0.46864014863967896,0.49,0.77,0.6799999999999999,0.69,0.08000000000000007
A2_SOURCE_ONLY,0,2,46,0.7848219871520996,0.8658281564712524,1.341040015220642,1.5651054382324219,0.4614497125148773,0.34,0.6699999999999999,0.63,0.67,-1.1102230246251565e-16
A2_SOURCE_ONLY,0,2,47,0.6970131993293762,1.0165157318115234,1.2155406475067139,1.9248400926589966,0.38706791400909424,0.45,0.9199999999999999,0.73,0.78,0.1399999999999999
A2_SOURCE_ONLY,0,2,49,0.7744688391685486,0.9856563210487366,1.3734725713729858,1.7896411418914795,0.43421536684036255,0.37,0.8899999999999999,0.74,0.79,0.09999999999999987
PUD_SOURCE_ONLY,0,2,15,0.9172534346580505,0.6803221702575684,1.7627629041671753,0.9425268769264221,0.6515985131263733,0.47,0.84,0.8,0.63,0.20999999999999996
PUD_SOURCE_ONLY,0,2,19,0.9067158102989197,0.6684758067131042,1.7384049892425537,0.8498573899269104,0.6716494560241699,0.52,0.6699999999999999,0.65,0.5900000000000001,0.07999999999999985
PUD_SOURCE_ONLY,0,2,32,0.922881007194519,0.6993702054023743,1.7398837804794312,0.9161419868469238,0.6550703644752502,0.46,0.62,0.6,0.54,0.07999999999999996
PUD_SOURCE_ONLY,0,2,33,1.2417125701904297,0.6348015666007996,2.4185595512390137,0.7357367873191833,0.7667508721351624,0.58,0.83,0.75,0.59,0.24
PUD_SOURCE_ONLY,0,2,41,1.0140455961227417,0.7053101658821106,1.9045342206954956,1.0169970989227295,0.6518958806991577,0.49,0.74,0.6799999999999999,0.63,0.10999999999999999
PUD_SOURCE_ONLY,0,2,46,1.1925801038742065,0.7650915384292603,2.280787467956543,0.8065412044525146,0.7387576103210449,0.52,0.6799999999999999,0.66,0.6,0.07999999999999996
PUD_SOURCE_ONLY,0,2,47,1.257724642753601,0.6724257469177246,2.4184086322784424,0.804020345211029,0.7504924535751343,0.47,0.9299999999999999,0.9299999999999999,0.6000000000000001,0.32999999999999985
PUD_SOURCE_ONLY,0,2,49,1.0486174821853638,0.7229894995689392,2.0056402683258057,0.9742441773414612,0.6730597615242004,0.48,0.85,0.79,0.63,0.21999999999999997
IDENTITY_SOURCE_ONLY,0,2,15,0.48197048902511597,1.1566016674041748,0.4061845541000366,2.220649480819702,0.1546289473772049,0.57,0.83,0.49,0.84,-0.010000000000000009
IDENTITY_SOURCE_ONLY,0,2,19,0.4537077248096466,1.00146484375,0.3172406852245331,1.766247272491455,0.15226422250270844,0.39,0.64,0.6000000000000001,0.6699999999999999,-0.029999999999999916
IDENTITY_SOURCE_ONLY,0,2,32,0.5518817901611328,1.1498786211013794,0.7299802899360657,2.1119139194488525,0.2568640112876892,0.35,0.63,0.5700000000000001,0.62,0.010000000000000009
IDENTITY_SOURCE_ONLY,0,2,33,0.4705473482608795,1.248569130897522,0.33655673265457153,2.341489315032959,0.12567250430583954,0.4,0.8300000000000001,0.6200000000000001,0.8200000000000001,0.010000000000000009
IDENTITY_SOURCE_ONLY,0,2,41,0.5053062438964844,1.123681664466858,0.4957296848297119,1.9698138236999512,0.20106305181980133,0.42,0.75,0.55,0.77,-0.020000000000000018
IDENTITY_SOURCE_ONLY,0,2,46,0.48140814900398254,1.1553057432174683,0.33275315165519714,2.2066564559936523,0.13103564083576202,0.45,0.69,0.52,0.71,-0.020000000000000018
IDENTITY_SOURCE_ONLY,0,2,47,0.4624297320842743,1.2422752380371094,0.27939146757125854,2.381288766860962,0.10500752925872803,0.5,0.94,0.56,0.9199999999999999,0.020000000000000018
IDENTITY_SOURCE_ONLY,0,2,49,0.4862355589866638,1.2408840656280518,0.3876466751098633,2.3134925365448,0.1435122936964035,0.39,0.88,0.61,0.88,0.0
RANDOM_SOURCE_ONLY,0,2,15,0.5428533554077148,1.068476915359497,0.6014207601547241,2.0334088802337646,0.2282579392194748,0.51,0.85,0.46,0.89,-0.040000000000000036
RANDOM_SOURCE_ONLY,0,2,19,0.5066148042678833,0.9887564778327942,0.4696741998195648,1.7560663223266602,0.21101930737495422,0.42,0.6499999999999999,0.56,0.6799999999999999,-0.030000000000000027
RANDOM_SOURCE_ONLY,0,2,32,0.6457037329673767,1.066662073135376,0.9500510692596436,1.9685603380203247,0.3255147337913513,0.36,0.6,0.49,0.61,-0.010000000000000009
RANDOM_SOURCE_ONLY,0,2,33,0.6429325938224792,1.21592116355896,0.9118874669075012,2.2689242362976074,0.2866838872432709,0.52,0.8300000000000001,0.58,0.8,0.030000000000000027
RANDOM_SOURCE_ONLY,0,2,41,0.5527589917182922,1.0887531042099,0.6480129361152649,1.986608862876892,0.24596050381660461,0.47,0.78,0.63,0.74,0.040000000000000036
RANDOM_SOURCE_ONLY,0,2,46,0.6653088927268982,1.1097084283828735,0.8108155727386475,2.1113064289093018,0.27747491002082825,0.4,0.64,0.53,0.6499999999999999,-0.009999999999999898
RANDOM_SOURCE_ONLY,0,2,47,0.5536354184150696,1.2149834632873535,0.7426716685295105,2.3360369205474854,0.24122831225395203,0.44,0.9199999999999999,0.62,0.88,0.039999999999999925
RANDOM_SOURCE_ONLY,0,2,49,0.5317514538764954,1.2139503955841064,0.6316925287246704,2.268120288848877,0.2178390771150589,0.39,0.9,0.63,0.86,0.040000000000000036
A2_SOURCE_ONLY,1,0,2,1.1849308013916016,1.032097578048706,2.170912027359009,1.8514207601547241,0.5397146940231323,0.54,0.78,0.74,0.64,0.14
A2_SOURCE_ONLY,1,0,14,1.3089900016784668,1.0991103649139404,2.3705992698669434,2.013869047164917,0.5406811833381653,0.78,0.75,0.5800000000000001,0.56,0.18999999999999995
A2_SOURCE_ONLY,1,0,34,0.9201226234436035,0.8758267164230347,1.6400266885757446,1.4851974248886108,0.5247709155082703,0.47,0.6699999999999999,0.63,0.5800000000000001,0.08999999999999986
A2_SOURCE_ONLY,1,0,40,1.0963603258132935,0.9925963282585144,2.0458567142486572,1.7490798234939575,0.5391016602516174,0.4,0.8200000000000001,0.74,0.6799999999999999,0.14000000000000012
A2_SOURCE_ONLY,1,0,43,1.296235203742981,1.098183512687683,2.3949596881866455,2.0290753841400146,0.541351854801178,0.48,0.8899999999999999,0.7,0.8200000000000001,0.06999999999999984
A2_SOURCE_ONLY,1,0,44,1.068668246269226,0.9319534301757812,1.8784934282302856,1.6745847463607788,0.5286946296691895,0.5,0.77,0.66,0.72,0.050000000000000044
A2_SOURCE_ONLY,1,0,48,0.9750835299491882,0.907689094543457,1.6742217540740967,1.6092259883880615,0.5098974704742432,0.49,0.71,0.62,0.6699999999999999,0.040000000000000036
A2_SOURCE_ONLY,1,0,50,1.0326817035675049,1.0115554332733154,1.863278865814209,1.8805195093154907,0.4976974427700043,0.69,0.61,0.57,0.54,0.06999999999999995
PUD_SOURCE_ONLY,1,0,2,1.4603880643844604,0.7963048219680786,2.685340642929077,1.118982195854187,0.7058656215667725,0.44,0.73,0.75,0.59,0.14
PUD_SOURCE_ONLY,1,0,14,1.3531619310379028,0.7476313710212708,2.4289979934692383,1.1044538021087646,0.6874291896820068,0.63,0.8,0.7,0.51,0.29000000000000004
PUD_SOURCE_ONLY,1,0,34,1.2986962795257568,0.7912469506263733,2.3839776515960693,1.3175063133239746,0.644059956073761,0.5,0.69,0.6599999999999999,0.6000000000000001,0.08999999999999986
PUD_SOURCE_ONLY,1,0,40,1.6977781057357788,0.8413325548171997,3.2579476833343506,1.390220284461975,0.7009100317955017,0.47,0.8200000000000001,0.77,0.6599999999999999,0.16000000000000014
PUD_SOURCE_ONLY,1,0,43,1.4244521856307983,0.7615346908569336,2.5962588787078857,1.2281354665756226,0.6788679957389832,0.28,0.9,0.8899999999999999,0.77,0.13
PUD_SOURCE_ONLY,1,0,44,1.2746586799621582,0.7145255208015442,2.21402907371521,1.1174685955047607,0.6645746827125549,0.51,0.74,0.69,0.56,0.17999999999999994
PUD_SOURCE_ONLY,1,0,48,1.1643465757369995,0.6941943764686584,1.9998655319213867,1.0823267698287964,0.6488451361656189,0.5,0.73,0.69,0.55,0.17999999999999994
PUD_SOURCE_ONLY,1,0,50,1.0645374059677124,0.6729860901832581,1.8104444742202759,0.9907242059707642,0.6463175415992737,0.54,0.58,0.7,0.42000000000000004,0.15999999999999992
IDENTITY_SOURCE_ONLY,1,0,2,0.8095081448554993,1.573089599609375,0.687564492225647,2.8752310276031494,0.19298455119132996,0.62,0.77,0.5,0.74,0.030000000000000027
IDENTITY_SOURCE_ONLY,1,0,14,0.7776988744735718,1.4186934232711792,0.5962224006652832,2.466163158416748,0.19469213485717773,0.56,0.77,0.64,0.7,0.07000000000000006
IDENTITY_SOURCE_ONLY,1,0,34,0.8141627907752991,1.3222277164459229,0.9331764578819275,2.4352896213531494,0.2770330607891083,0.64,0.6799999999999999,0.52,0.66,0.019999999999999907
IDENTITY_SOURCE_ONLY,1,0,40,0.7653473615646362,1.6840934753417969,0.6427398920059204,3.106276750564575,0.17144225537776947,0.44,0.8,0.62,0.8,0.0
IDENTITY_SOURCE_ONLY,1,0,43,0.7808452844619751,1.7012463808059692,0.7008089423179626,3.1977298259735107,0.17976194620132446,0.29,0.91,0.8200000000000001,0.81,0.09999999999999998
IDENTITY_SOURCE_ONLY,1,0,44,0.8370653390884399,1.386186122894287,0.7935410141944885,2.479565143585205,0.2424428015947342,0.44,0.74,0.69,0.71,0.030000000000000027
IDENTITY_SOURCE_ONLY,1,0,48,0.8442767858505249,1.3022921085357666,0.8704851865768433,2.359834671020508,0.2694733738899231,0.54,0.71,0.64,0.6799999999999999,0.030000000000000027
IDENTITY_SOURCE_ONLY,1,0,50,0.814629852771759,1.239885926246643,0.9777111411094666,2.0420992374420166,0.32376572489738464,0.57,0.6000000000000001,0.49,0.54,0.06000000000000005
RANDOM_SOURCE_ONLY,1,0,2,0.9880423545837402,1.4059245586395264,1.4446533918380737,2.467224597930908,0.36929917335510254,0.56,0.78,0.7,0.66,0.12
RANDOM_SOURCE_ONLY,1,0,14,0.858944833278656,1.2598795890808105,1.0873218774795532,2.1104865074157715,0.3400209844112396,0.41,0.72,0.58,0.71,0.010000000000000009
RANDOM_SOURCE_ONLY,1,0,34,0.9648641347885132,1.3106564283370972,1.5024528503417969,2.412545919418335,0.3837684094905853,0.59,0.7,0.6699999999999999,0.62,0.07999999999999996
RANDOM_SOURCE_ONLY,1,0,40,1.1782941818237305,1.48253333568573,2.037973403930664,2.7345144748687744,0.42702537775039673,0.56,0.8200000000000001,0.64,0.72,0.10000000000000009
RANDOM_SOURCE_ONLY,1,0,43,0.9392884969711304,1.370803952217102,1.3375568389892578,2.4122726917266846,0.35669803619384766,0.32,0.91,0.8400000000000001,0.8,0.10999999999999999
RANDOM_SOURCE_ONLY,1,0,44,0.8991580605506897,1.1565884351730347,1.142412543296814,1.784789800643921,0.3902745544910431,0.32,0.69,0.61,0.6699999999999999,0.020000000000000018
RANDOM_SOURCE_ONLY,1,0,48,0.8501521944999695,1.107014775276184,1.0611345767974854,1.859223484992981,0.36335769295692444,0.44,0.71,0.6000000000000001,0.7,0.010000000000000009
RANDOM_SOURCE_ONLY,1,0,50,0.8070433139801025,1.1087440252304077,0.922275185585022,1.5982052087783813,0.36591246724128723,0.44,0.62,0.67,0.6100000000000001,0.009999999999999898
A2_SOURCE_ONLY,1,1,2,0.7575542330741882,1.1406846046447754,1.3478796482086182,2.181637763977051,0.3818877935409546,0.43,0.77,0.64,0.77,0.0
A2_SOURCE_ONLY,1,1,14,1.0821841955184937,1.3069753646850586,1.8798233270645142,2.489203929901123,0.4302613139152527,0.6,0.76,0.6599999999999999,0.62,0.14
A2_SOURCE_ONLY,1,1,34,1.0816404819488525,0.8974181413650513,2.0042057037353516,1.6066474914550781,0.5550504326820374,0.64,0.66,0.61,0.47000000000000003,0.19
A2_SOURCE_ONLY,1,1,40,0.6768393516540527,1.1222513914108276,1.1543645858764648,2.1219871044158936,0.35233232378959656,0.32,0.8400000000000001,0.7,0.8,0.040000000000000036
A2_SOURCE_ONLY,1,1,43,1.0773375034332275,1.2566121816635132,1.8761354684829712,2.375121831893921,0.4413130581378937,0.44,0.9099999999999999,0.6499999999999999,0.8500000000000001,0.05999999999999983
A2_SOURCE_ONLY,1,1,44,0.9566069841384888,1.37995183467865,1.6713677644729614,2.6738507747650146,0.3846452534198761,0.37,0.85,0.78,0.71,0.14
A2_SOURCE_ONLY,1,1,48,1.5793839693069458,1.2768546342849731,2.850314140319824,2.464301824569702,0.5363160967826843,0.88,0.61,0.48,0.62,-0.010000000000000009
A2_SOURCE_ONLY,1,1,50,1.0304149389266968,0.9205241799354553,1.689205527305603,1.6752880811691284,0.502068281173706,0.49,0.6000000000000001,0.54,0.65,-0.04999999999999993
PUD_SOURCE_ONLY,1,1,2,1.5549471378326416,0.7427483797073364,2.7141900062561035,1.290142297744751,0.6778133511543274,0.55,0.75,0.71,0.62,0.13
PUD_SOURCE_ONLY,1,1,14,1.2705070972442627,0.5961790680885315,2.0089011192321777,0.9590917229652405,0.6768551468849182,0.38,0.79,0.71,0.63,0.16000000000000003
PUD_SOURCE_ONLY,1,1,34,1.393149733543396,0.8938828706741333,2.373295545578003,1.623099446296692,0.593859076499939,0.6,0.63,0.59,0.55,0.07999999999999996
PUD_SOURCE_ONLY,1,1,40,1.655068278312683,0.5900031328201294,2.9185423851013184,1.0406068563461304,0.7371640205383301,0.41,0.81,0.75,0.66,0.15000000000000002
PUD_SOURCE_ONLY,1,1,43,1.244580864906311,0.729950487613678,1.9666551351547241,1.265708565711975,0.6084263324737549,0.27,0.85,0.78,0.81,0.039999999999999925
PUD_SOURCE_ONLY,1,1,44,1.2760955095291138,0.6243115663528442,1.926536202430725,1.080520510673523,0.6406717300415039,0.36,0.77,0.72,0.66,0.10999999999999999
PUD_SOURCE_ONLY,1,1,48,1.1928215026855469,0.6149042248725891,1.7566359043121338,0.9850286841392517,0.6407187581062317,0.51,0.69,0.6699999999999999,0.56,0.1299999999999999
PUD_SOURCE_ONLY,1,1,50,1.1935157775878906,0.5757653713226318,1.5988386869430542,0.9058045744895935,0.6383498907089233,0.54,0.63,0.65,0.51,0.12
IDENTITY_SOURCE_ONLY,1,1,2,0.9274831414222717,1.524092435836792,0.5270659923553467,2.9601857662200928,0.15114079415798187,0.69,0.81,0.42000000000000004,0.79,0.020000000000000018
IDENTITY_SOURCE_ONLY,1,1,14,0.8990767598152161,1.4616624116897583,0.35275793075561523,2.8132164478302,0.111421599984169,0.64,0.74,0.49,0.77,-0.030000000000000027
IDENTITY_SOURCE_ONLY,1,1,34,0.9111791849136353,1.244437336921692,0.7379012107849121,2.3259456157684326,0.24084141850471497,0.63,0.62,0.56,0.65,-0.030000000000000027
