method,fold,subject_id,BA,macro_f1,seeds,n_trials,B0_BA,Delta_BA_vs_B0,seed,combined_BA,protected_only_BA,adaptive_only_BA,protected_branch_erasure_harm_BA,adaptive_branch_erasure_harm_BA,protected_D_finite,adaptive_D_finite,functional_teacher_target,functional_teacher_RMSE,functional_teacher_correlation,target_history_labels_used,internal_holdout_used,WBCIC_outer_used,provenance_subject,provenance_mechanism,protocol,evaluation_session
A2_SOURCE_ONLY,0,33,0.8133333333333334,0.8086284874709161,3,300,0.8066666666666666,0.0066666666666667,1.0,0.86,0.77,0.8300000000000001,0.0299999999999999,0.0899999999999999,0.9954004074725732,1.076910208068424,PUD_PROJECTED_TEACHER_LOGITS,0.873079856066912,0.6670518110436698,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,0,33,0.8133333333333334,0.8086284874709161,3,300,0.8066666666666666,0.0066666666666667,2.0,0.79,0.8300000000000001,0.75,0.04,-0.04,0.9781821459017844,1.426802739264513,PUD_PROJECTED_TEACHER_LOGITS,0.7941324189170459,0.7042590792104725,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,0,41,0.7733333333333334,0.7722913133871913,3,300,0.7600000000000001,0.0133333333333333,0.0,0.78,0.77,0.63,0.15,0.01,0.8959325870162388,1.03266478191944,PUD_PROJECTED_TEACHER_LOGITS,0.7566945859199763,0.7532710936803063,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,0,41,0.7733333333333334,0.7722913133871913,3,300,0.7600000000000001,0.0133333333333333,1.0,0.77,0.78,0.72,0.05,-0.01,1.0546178921673373,1.074431903189564,PUD_PROJECTED_TEACHER_LOGITS,0.8556701948085887,0.5725706026605035,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,0,41,0.7733333333333334,0.7722913133871913,3,300,0.7600000000000001,0.0133333333333333,2.0,0.77,0.6799999999999999,0.69,0.08,0.09,0.969893563943915,1.0996976521369315,PUD_PROJECTED_TEACHER_LOGITS,0.7642789430027284,0.650623983133544,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,0,46,0.66,0.6503000761413724,3,300,0.64,0.02,0.0,0.6699999999999999,0.5900000000000001,0.77,-0.1,0.0799999999999998,1.101337107739,1.1674766963572902,PUD_PROJECTED_TEACHER_LOGITS,0.9907053277147954,0.5332495673761192,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,0,46,0.66,0.6503000761413724,3,300,0.64,0.02,1.0,0.64,0.6799999999999999,0.5900000000000001,0.0499999999999999,-0.0399999999999999,1.103799543440935,1.0624051096132647,PUD_PROJECTED_TEACHER_LOGITS,0.8847909749557414,0.6734977238850014,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,0,46,0.66,0.6503000761413724,3,300,0.64,0.02,2.0,0.6699999999999999,0.63,0.67,-1.1102230246251563e-16,0.0399999999999999,0.9482584805506564,1.1066967372641223,PUD_PROJECTED_TEACHER_LOGITS,0.8514204087456644,0.6612787965624611,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,0,47,0.94,0.939850234347926,3,300,0.9233333333333332,0.0166666666666666,0.0,0.96,0.87,0.91,0.05,0.0899999999999999,1.0537644460771731,1.2867038959499808,PUD_PROJECTED_TEACHER_LOGITS,0.8774788686942891,0.7208099318420752,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,0,47,0.94,0.939850234347926,3,300,0.9233333333333332,0.0166666666666666,1.0,0.94,0.91,0.78,0.1599999999999999,0.03,1.1258618192739165,0.8835282078198861,PUD_PROJECTED_TEACHER_LOGITS,0.8586626928532385,0.742753337247706,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,0,47,0.94,0.939850234347926,3,300,0.9233333333333332,0.0166666666666666,2.0,0.92,0.73,0.78,0.1399999999999999,0.1899999999999999,0.8595169481234856,1.3610675141616713,PUD_PROJECTED_TEACHER_LOGITS,0.9889895422982724,0.6339039164975022,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,0,49,0.8766666666666666,0.8762605233934404,3,300,0.8733333333333334,0.0033333333333331,0.0,0.85,0.79,0.85,0.0,0.0599999999999999,0.933112539715838,1.2136871524509194,PUD_PROJECTED_TEACHER_LOGITS,0.7723155643594499,0.6681826099014831,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,0,49,0.8766666666666666,0.8762605233934404,3,300,0.8733333333333334,0.0033333333333331,1.0,0.8899999999999999,0.8200000000000001,0.81,0.0799999999999998,0.0699999999999998,1.0350251227595688,1.0391980415127502,PUD_PROJECTED_TEACHER_LOGITS,0.6974216026015067,0.8131633632456986,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,0,49,0.8766666666666666,0.8762605233934404,3,300,0.8733333333333334,0.0033333333333331,2.0,0.8899999999999999,0.74,0.79,0.0999999999999998,0.1499999999999999,0.97119182361086,1.265467352053906,PUD_PROJECTED_TEACHER_LOGITS,0.829775973434525,0.6003732262251587,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,1,14,0.7666666666666666,0.7659008626027685,3,300,0.75,0.0166666666666666,0.0,0.75,0.5800000000000001,0.56,0.1899999999999999,0.1699999999999999,1.6762669049468215,1.424020469936342,PUD_PROJECTED_TEACHER_LOGITS,1.0200386015817458,0.6955851736536416,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,1,14,0.7666666666666666,0.7659008626027685,3,300,0.75,0.0166666666666666,1.0,0.76,0.6599999999999999,0.62,0.14,0.1,1.3292358926160162,1.760132939809388,PUD_PROJECTED_TEACHER_LOGITS,1.429301549042157,0.1845302593353865,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,1,14,0.7666666666666666,0.7659008626027685,3,300,0.75,0.0166666666666666,2.0,0.79,0.63,0.65,0.14,0.16,1.5711541000628355,1.3182604442320878,PUD_PROJECTED_TEACHER_LOGITS,1.164780935173351,0.5434873400859975,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,1,2,0.7633333333333333,0.7633256658999233,3,300,0.7866666666666667,-0.0233333333333334,0.0,0.78,0.74,0.64,0.14,0.04,1.5350666663877328,1.309152176070934,PUD_PROJECTED_TEACHER_LOGITS,0.8909329128902485,0.713236617307055,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,1,2,0.7633333333333333,0.7633256658999233,3,300,0.7866666666666667,-0.0233333333333334,1.0,0.77,0.64,0.77,0.0,0.13,0.9530948574876784,1.5426508095617024,PUD_PROJECTED_TEACHER_LOGITS,1.3306369029385314,0.5836329704877382,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,1,2,0.7633333333333333,0.7633256658999233,3,300,0.7866666666666667,-0.0233333333333334,2.0,0.74,0.7,0.69,0.05,0.04,1.2788417006514363,1.251387212345494,PUD_PROJECTED_TEACHER_LOGITS,0.987290351632543,0.6678249385080278,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,1,34,0.6699999999999999,0.6663985012608866,3,300,0.63,0.0399999999999999,0.0,0.6699999999999999,0.63,0.5800000000000001,0.0899999999999998,0.0399999999999999,1.1596740569071573,1.0501931433549576,PUD_PROJECTED_TEACHER_LOGITS,0.9173616185011148,0.5278193752549353,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,1,34,0.6699999999999999,0.6663985012608866,3,300,0.63,0.0399999999999999,1.0,0.66,0.61,0.47,0.19,0.05,1.417187528642135,1.1360712495512817,PUD_PROJECTED_TEACHER_LOGITS,1.4965538117967725,0.0524823297543582,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,1,34,0.6699999999999999,0.6663985012608866,3,300,0.63,0.0399999999999999,2.0,0.68,0.61,0.6599999999999999,0.0200000000000001,0.07,1.4690887838241566,1.3812904298468704,PUD_PROJECTED_TEACHER_LOGITS,1.0134591098105885,0.5379668488548156,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,1,40,0.8133333333333335,0.8107188624202532,3,300,0.8300000000000001,-0.0166666666666666,0.0,0.8200000000000001,0.74,0.6799999999999999,0.1400000000000001,0.08,1.446639220048337,1.2367861397551398,PUD_PROJECTED_TEACHER_LOGITS,0.9498299282953204,0.7488937182194383,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,1,40,0.8133333333333335,0.8107188624202532,3,300,0.8300000000000001,-0.0166666666666666,1.0,0.8400000000000001,0.7,0.8,0.04,0.1400000000000001,0.8162591102488127,1.5004715510108155,PUD_PROJECTED_TEACHER_LOGITS,1.217485298617825,0.5351785925840326,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,1,40,0.8133333333333335,0.8107188624202532,3,300,0.8300000000000001,-0.0166666666666666,2.0,0.78,0.71,0.71,0.07,0.07,1.3473367854480207,1.1390574378258422,PUD_PROJECTED_TEACHER_LOGITS,0.9894058920338148,0.7362540738542565,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
A2_SOURCE_ONLY,1,43,0.9066666666666666,0.9064568472463208,3,300,0.8933333333333332,0.0133333333333334,0.0,0.8899999999999999,0.7,0.8200000000000001,0.0699999999999998,0.1899999999999999,1.693492122689921,1.4347729674718976,PUD_PROJECTED_TEACHER_LOGITS,1.112272843342709,0.6404218280215089,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\per_subject_results.csv,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_source_only_diagnostic_v1\results\mechanism_raw.csv,OpenBMI_V8_SEARCH_MI_S1_to_S2_frozen,2
