final_heldout_accessed,finite_P,finite_normmatched_random,finite_random,fold,interaction_P,interaction_random,local_P,local_random,local_ratio,model,seed,subject_id,task,training_performed
False,"{'BA_change': 0.22000000000000008, 'CE_change': 0.2607719302177429, 'JS': 0.06320368498563766, 'TV': 0.2250484675168991, 'centered_logit_rms': 1.1336954832077026, 'flip_rate': 0.22, 'true_margin_change': 1.5128666162490845}","{'BA_change': 0.07679999999999997, 'CE_change': 0.06108495899126865, 'JS': 0.015920983676642207, 'TV': 0.08700366626027972, 'centered_logit_rms': 0.5578149359300733, 'flip_rate': 0.0942, 'true_margin_change': 0.40977437238208947}","{'BA_change': 0.06189999999999996, 'CE_change': 0.04081083755183499, 'JS': 0.012667975820477295, 'TV': 0.07534840950742364, 'centered_logit_rms': 0.4420098781213164, 'flip_rate': 0.08930000000000002, 'true_margin_change': 0.3492541505396366}",1,2.0983861759305e-07,1.9251889170845971e-07,0.324281245470047,0.08117110261810012,3.995033146164709,EEGNet,0,26,OpenBMI_MI,False
False,"{'BA_change': 0.050000000000000044, 'CE_change': 0.23566579818725586, 'JS': 0.04910435527563095, 'TV': 0.20023305714130402, 'centered_logit_rms': 0.9265393018722534, 'flip_rate': 0.19, 'true_margin_change': 1.1398463249206543}","{'BA_change': -0.006800000000000023, 'CE_change': 0.04206975874953059, 'JS': 0.013695638906938257, 'TV': 0.08394050448201597, 'centered_logit_rms': 0.4638686561211944, 'flip_rate': 0.0908, 'true_margin_change': 0.2713627574592829}","{'BA_change': -0.01260000000000003, 'CE_change': 0.030876055465778336, 'JS': 0.013258581948903156, 'TV': 0.0822774672601372, 'centered_logit_rms': 0.4245495466515422, 'flip_rate': 0.09219999999999999, 'true_margin_change': 0.2605738944355835}",1,2.025683016881885e-07,1.826665506143854e-07,0.324281245470047,0.08117110261810012,3.995033146164709,EEGNet,0,28,OpenBMI_MI,False
False,"{'BA_change': 0.040000000000000036, 'CE_change': 0.11427725851535797, 'JS': 0.06428398936986923, 'TV': 0.24910640716552734, 'centered_logit_rms': 1.0058587789535522, 'flip_rate': 0.28, 'true_margin_change': 0.9384582042694092}","{'BA_change': 0.013600000000000008, 'CE_change': 0.037554885185672904, 'JS': 0.017160293126071337, 'TV': 0.09892935100011528, 'centered_logit_rms': 0.511336890719831, 'flip_rate': 0.11539999999999999, 'true_margin_change': 0.2337074461951852}","{'BA_change': 0.020299999999999995, 'CE_change': 0.030123955958406442, 'JS': 0.015982565935155436, 'TV': 0.09127584041561931, 'centered_logit_rms': 0.43763560980558397, 'flip_rate': 0.1105, 'true_margin_change': 0.22211144223052542}",1,1.7917678007961513e-07,1.7893786235845255e-07,0.324281245470047,0.08117110261810012,3.995033146164709,EEGNet,0,31,OpenBMI_MI,False
False,"{'BA_change': 0.08000000000000007, 'CE_change': 0.2251441776752472, 'JS': 0.07090000808238983, 'TV': 0.23406982421875, 'centered_logit_rms': 1.4681518077850342, 'flip_rate': 0.24, 'true_margin_change': 2.1840288639068604}","{'BA_change': -0.01689999999999994, 'CE_change': 0.04883389339564019, 'JS': 0.018486397420856518, 'TV': 0.08448067731224, 'centered_logit_rms': 0.7372965027019381, 'flip_rate': 0.07970000000000002, 'true_margin_change': 0.6507426005229354}","{'BA_change': -0.013299999999999939, 'CE_change': 0.04120041886199033, 'JS': 0.015542534414671537, 'TV': 0.07061310617020354, 'centered_logit_rms': 0.5062290353886784, 'flip_rate': 0.07550000000000001, 'true_margin_change': 0.46888845577603205}",1,2.3891996647762426e-07,2.4490954075417904e-07,0.324281245470047,0.08117110261810012,3.995033146164709,EEGNet,0,35,OpenBMI_MI,False
False,"{'BA_change': 0.18000000000000005, 'CE_change': 0.18600554764270782, 'JS': 0.04491462558507919, 'TV': 0.19967088103294373, 'centered_logit_rms': 0.8576221466064453, 'flip_rate': 0.24, 'true_margin_change': 0.9432670474052429}","{'BA_change': 0.07709999999999995, 'CE_change': 0.071187701170129, 'JS': 0.015039444057074434, 'TV': 0.09556391702964902, 'centered_logit_rms': 0.46678835786879064, 'flip_rate': 0.1105, 'true_margin_change': 0.2568811008729972}","{'BA_change': 0.07459999999999996, 'CE_change': 0.0650944088117103, 'JS': 0.015319332289072918, 'TV': 0.09446597013156861, 'centered_logit_rms': 0.4298539857566357, 'flip_rate': 0.1188, 'true_margin_change': 0.26314018776407466}",1,1.9561404940304783e-07,1.6535103270598483e-07,0.324281245470047,0.08117110261810012,3.995033146164709,EEGNet,0,40,OpenBMI_MI,False
False,"{'BA_change': 0.15000000000000013, 'CE_change': 0.2751581072807312, 'JS': 0.07390870898962021, 'TV': 0.25804224610328674, 'centered_logit_rms': 1.1083641052246094, 'flip_rate': 0.33, 'true_margin_change': 1.3508529663085938}","{'BA_change': 0.01150000000000002, 'CE_change': 0.06786528730975988, 'JS': 0.01900519738701405, 'TV': 0.10049716935493053, 'centered_logit_rms': 0.5609741167351604, 'flip_rate': 0.08490000000000002, 'true_margin_change': 0.31105832012020984}","{'BA_change': 0.016600000000000018, 'CE_change': 0.05550255862450285, 'JS': 0.015395375968000734, 'TV': 0.08799043736886233, 'centered_logit_rms': 0.4408008575066924, 'flip_rate': 0.08200000000000002, 'true_margin_change': 0.2908427197363926}",1,1.9297988274047384e-07,1.811734944112686e-07,0.324281245470047,0.08117110261810012,3.995033146164709,EEGNet,0,43,OpenBMI_MI,False
False,"{'BA_change': 0.15000000000000002, 'CE_change': 0.05297547206282616, 'JS': 0.05978039279580116, 'TV': 0.22621095180511475, 'centered_logit_rms': 1.0102237462997437, 'flip_rate': 0.29, 'true_margin_change': 0.6334565281867981}","{'BA_change': 0.0689, 'CE_change': 0.020370821643155068, 'JS': 0.025370743924286218, 'TV': 0.1327089973539114, 'centered_logit_rms': 0.6383799712359906, 'flip_rate': 0.15630000000000002, 'true_margin_change': 0.19944601321592928}","{'BA_change': 0.0644, 'CE_change': 0.01814634472306352, 'JS': 0.023657518833642824, 'TV': 0.12516733542084693, 'centered_logit_rms': 0.5722367005050182, 'flip_rate': 0.14920000000000003, 'true_margin_change': 0.20377796092303468}",2,1.80599229793188e-07,1.7726595302747228e-07,0.3135400116443634,0.10554601806215942,2.9706474711315938,EEGNet,0,1,OpenBMI_MI,False
False,"{'BA_change': 0.11999999999999988, 'CE_change': 0.1296718716621399, 'JS': 0.07374583929777145, 'TV': 0.25864434242248535, 'centered_logit_rms': 1.102974534034729, 'flip_rate': 0.32, 'true_margin_change': 0.8999154567718506}","{'BA_change': 0.014999999999999975, 'CE_change': 0.06394203627714887, 'JS': 0.03030321733560413, 'TV': 0.14357760686427354, 'centered_logit_rms': 0.7035471059381961, 'flip_rate': 0.1532, 'true_margin_change': 0.3350600978045259}","{'BA_change': 0.005699999999999979, 'CE_change': 0.041411060309037566, 'JS': 0.02431429867981933, 'TV': 0.12435418035835027, 'centered_logit_rms': 0.590967717319727, 'flip_rate': 0.13749999999999998, 'true_margin_change': 0.2828223521914333}",2,1.6621660847704334e-07,1.7275676384542748e-07,0.3135400116443634,0.10554601806215942,2.9706474711315938,EEGNet,0,8,OpenBMI_MI,False
False,"{'BA_change': 0.06000000000000005, 'CE_change': 0.10078035295009613, 'JS': 0.06290774047374725, 'TV': 0.23079897463321686, 'centered_logit_rms': 1.086343765258789, 'flip_rate': 0.26, 'true_margin_change': 1.00118887424469}","{'BA_change': -0.012499999999999942, 'CE_change': 0.05109537385418662, 'JS': 0.024279847552534192, 'TV': 0.12171579856425524, 'centered_logit_rms': 0.6641176253557205, 'flip_rate': 0.12710000000000002, 'true_margin_change': 0.3848851720057428}","{'BA_change': -0.017899999999999937, 'CE_change': 0.033517898609861735, 'JS': 0.021262852617073804, 'TV': 0.11159413494169712, 'centered_logit_rms': 0.5814795801043511, 'flip_rate': 0.12170000000000002, 'true_margin_change': 0.33544214729219674}",2,2.114718000711946e-07,1.8079231821843678e-07,0.3135400116443634,0.10554601806215942,2.9706474711315938,EEGNet,0,11,OpenBMI_MI,False
False,"{'BA_change': 0.07999999999999985, 'CE_change': -0.018653765320777893, 'JS': 0.06797060370445251, 'TV': 0.264339417219162, 'centered_logit_rms': 1.0113176107406616, 'flip_rate': 0.32, 'true_margin_change': 0.43488261103630066}","{'BA_change': 0.038399999999999934, 'CE_change': 0.047599510175641624, 'JS': 0.02889323766808957, 'TV': 0.14549648266285659, 'centered_logit_rms': 0.6569517876207829, 'flip_rate': 0.17120000000000002, 'true_margin_change': 0.1983743297716137}","{'BA_change': 0.036299999999999936, 'CE_change': 0.03535067853241344, 'JS': 0.028204145631752907, 'TV': 0.1409492295794189, 'centered_logit_rms': 0.5955197019875049, 'flip_rate': 0.17190000000000005, 'true_margin_change': 0.1720905752060935}",2,1.8117879108103807e-07,1.6150303125073151e-07,0.3135400116443634,0.10554601806215942,2.9706474711315938,EEGNet,0,23,OpenBMI_MI,False
False,"{'BA_change': 0.12, 'CE_change': 0.16700512170791626, 'JS': 0.06644520908594131, 'TV': 0.24490873515605927, 'centered_logit_rms': 1.0016571283340454, 'flip_rate': 0.32, 'true_margin_change': 0.6518544554710388}","{'BA_change': 0.03760000000000005, 'CE_change': 0.059970652353367765, 'JS': 0.02837652650196105, 'TV': 0.14426315918564797, 'centered_logit_rms': 0.6262859174609184, 'flip_rate': 0.18259999999999998, 'true_margin_change': 0.19677542350633304}","{'BA_change': 0.02750000000000006, 'CE_change': 0.04911334357573651, 'JS': 0.026189453684492037, 'TV': 0.13667274802923202, 'centered_logit_rms': 0.5790789921581745, 'flip_rate': 0.1725, 'true_margin_change': 0.18446604809723793}",2,1.4883106302931992e-07,1.5499003026775425e-07,0.3135400116443634,0.10554601806215942,2.9706474711315938,EEGNet,0,30,OpenBMI_MI,False
False,"{'BA_change': 0.039999999999999925, 'CE_change': 0.09417206794023514, 'JS': 0.05590805411338806, 'TV': 0.23866991698741913, 'centered_logit_rms': 0.8588545322418213, 'flip_rate': 0.28, 'true_margin_change': 0.44643959403038025}","{'BA_change': 0.020199999999999926, 'CE_change': 0.07665740306139923, 'JS': 0.027320089775603264, 'TV': 0.14930411998182536, 'centered_logit_rms': 0.5839408686757088, 'flip_rate': 0.19560000000000002, 'true_margin_change': 0.16890565584937575}","{'BA_change': 0.010499999999999931, 'CE_change': 0.07036646009335527, 'JS': 0.02679570542066358, 'TV': 0.14411590959876774, 'centered_logit_rms': 0.560447248518467, 'flip_rate': 0.19089999999999996, 'true_margin_change': 0.17945468341349624}",2,1.744879654097531e-07,1.5389684151045914e-07,0.3135400116443634,0.10554601806215942,2.9706474711315938,EEGNet,0,48,OpenBMI_MI,False
False,"{'BA_change': -0.050000000000000044, 'CE_change': -0.2165769338607788, 'JS': 0.07096104323863983, 'TV': 0.2594080865383148, 'centered_logit_rms': 1.0110200643539429, 'flip_rate': 0.31, 'true_margin_change': 0.12722629308700562}","{'BA_change': 0.008800000000000006, 'CE_change': 0.008976114304241492, 'JS': 0.030892167252022772, 'TV': 0.1483122870326042, 'centered_logit_rms': 0.6632556499540806, 'flip_rate': 0.16920000000000002, 'true_margin_change': 0.10913942137500271}","{'BA_change': 0.021199999999999997, 'CE_change': 0.006447414012509398, 'JS': 0.029464635991025716, 'TV': 0.14096128256991505, 'centered_logit_rms': 0.6047739896178246, 'flip_rate': 0.16720000000000002, 'true_margin_change': 0.11510578379966319}",2,1.7922945971804438e-07,1.6488584293483654e-07,0.3135400116443634,0.10554601806215942,2.9706474711315938,EEGNet,0,50,OpenBMI_MI,False
False,"{'BA_change': 0.16999999999999993, 'CE_change': 0.26734408736228943, 'JS': 0.06973787397146225, 'TV': 0.2576964795589447, 'centered_logit_rms': 1.0945641994476318, 'flip_rate': 0.37, 'true_margin_change': 1.1833404302597046}","{'BA_change': 0.027300000000000012, 'CE_change': 0.10801957233459689, 'JS': 0.026685287992004304, 'TV': 0.13473049983382224, 'centered_logit_rms': 0.6549180753529071, 'flip_rate': 0.1519, 'true_margin_change': 0.4071722887654323}","{'BA_change': 0.03360000000000002, 'CE_change': 0.0953134146991215, 'JS': 0.02482295051799156, 'TV': 0.12666461523622274, 'centered_logit_rms': 0.5835839211940765, 'flip_rate': 0.15159999999999998, 'true_margin_change': 0.3759729649242945}",2,1.870266572723267e-07,1.8325634158600222e-07,0.3135400116443634,0.10554601806215942,2.9706474711315938,EEGNet,0,52,OpenBMI_MI,False
False,"{'BA_change': 0.08999999999999997, 'CE_change': 0.06825410574674606, 'JS': 0.07856395840644836, 'TV': 0.30223703384399414, 'centered_logit_rms': 1.0150198936462402, 'flip_rate': 0.45, 'true_margin_change': 0.6024431586265564}","{'BA_change': 0.038199999999999984, 'CE_change': 0.03651840970152989, 'JS': 0.03570995475165546, 'TV': 0.17843362085521222, 'centered_logit_rms': 0.7065075650811196, 'flip_rate': 0.22540000000000007, 'true_margin_change': 0.25125107791274787}","{'BA_change': 0.04439999999999999, 'CE_change': 0.05215457196980424, 'JS': 0.04006903627887368, 'TV': 0.18898850947618484, 'centered_logit_rms': 0.7274383005499839, 'flip_rate': 0.2414, 'true_margin_change': 0.25090154554105537}",3,1.4804081160946225e-07,1.6540425207267617e-07,0.16132120788097382,0.07904987411573529,2.040752242625798,EEGNet,0,10,OpenBMI_MI,False
False,"{'BA_change': 0.08000000000000007, 'CE_change': 0.22638463973999023, 'JS': 0.06591332703828812, 'TV': 0.2457021325826645, 'centered_logit_rms': 1.2214640378952026, 'flip_rate': 0.22, 'true_margin_change': 1.686549425125122}","{'BA_change': 0.028800000000000027, 'CE_change': 0.10187674023211002, 'JS': 0.033700783587992195, 'TV': 0.14970020666718484, 'centered_logit_rms': 0.9084318894147873, 'flip_rate': 0.12, 'true_margin_change': 0.9597334760427475}","{'BA_change': 0.03430000000000003, 'CE_change': 0.105486144060269, 'JS': 0.035516144130378964, 'TV': 0.152969835922122, 'centered_logit_rms': 0.8423357266187668, 'flip_rate': 0.1547, 'true_margin_change': 0.8525476302206516}",3,2.1152449392047856e-07,2.0128123210838566e-07,0.16132120788097382,0.07904987411573529,2.040752242625798,EEGNet,0,16,OpenBMI_MI,False
False,"{'BA_change': 0.06999999999999995, 'CE_change': 0.14055433869361877, 'JS': 0.05510067567229271, 'TV': 0.2366178333759308, 'centered_logit_rms': 0.8687464594841003, 'flip_rate': 0.31, 'true_margin_change': 0.670350193977356}","{'BA_change': 0.017299999999999923, 'CE_change': 0.032888940367265605, 'JS': 0.028911222694441675, 'TV': 0.1572063123434782, 'centered_logit_rms': 0.6442943567037582, 'flip_rate': 0.1837, 'true_margin_change': 0.25568005181849}","{'BA_change': 0.031399999999999914, 'CE_change': 0.057444006559671835, 'JS': 0.033964744051918384, 'TV': 0.17148790039122105, 'centered_logit_rms': 0.6730942133069039, 'flip_rate': 0.21040000000000003, 'true_margin_change': 0.2768254128843546}",3,1.5083304560903343e-07,1.6919377443969097e-07,0.16132120788097382,0.07904987411573529,2.040752242625798,EEGNet,0,19,OpenBMI_MI,False
False,"{'BA_change': 0.06999999999999995, 'CE_change': -0.10041037201881409, 'JS': 0.08492780476808548, 'TV': 0.3035876750946045, 'centered_logit_rms': 1.127952218055725, 'flip_rate': 0.43, 'true_margin_change': 0.5207054018974304}","{'BA_change': 0.014099999999999962, 'CE_change': -0.02064080564829055, 'JS': 0.033975193798542025, 'TV': 0.16262591697275638, 'centered_logit_rms': 0.7437038373947144, 'flip_rate': 0.1735, 'true_margin_change': 0.30520002767443655}","{'BA_change': 0.014799999999999962, 'CE_change': -0.02451432669764472, 'JS': 0.03812419758178294, 'TV': 0.17251787297427654, 'centered_logit_rms': 0.744661057293415, 'flip_rate': 0.20299999999999996, 'true_margin_change': 0.2579687463119626}",3,1.8945009117032896e-07,1.743699435508006e-07,0.16132120788097382,0.07904987411573529,2.040752242625798,EEGNet,0,22,OpenBMI_MI,False
False,"{'BA_change': 0.25, 'CE_change': 0.38209068775177, 'JS': 0.10258030146360397, 'TV': 0.33308619260787964, 'centered_logit_rms': 1.443009614944458, 'flip_rate': 0.33, 'true_margin_change': 2.23848295211792}","{'BA_change': 0.08119999999999993, 'CE_change': 0.15617282281797087, 'JS': 0.04433285699225962, 'TV': 0.17494001254439354, 'centered_logit_rms': 1.0113474464416503, 'flip_rate': 0.1276, 'true_margin_change': 1.211097685545683}","{'BA_change': 0.07649999999999993, 'CE_change': 0.13346652301959694, 'JS': 0.03589994548354298, 'TV': 0.14785824488848448, 'centered_logit_rms': 0.8505370178818703, 'flip_rate': 0.12290000000000001, 'true_margin_change': 0.996593001484871}",3,2.2121827214505174e-07,2.0391171943856533e-07,0.16132120788097382,0.07904987411573529,2.040752242625798,EEGNet,0,27,OpenBMI_MI,False
False,"{'BA_change': 0.09999999999999998, 'CE_change': 0.03377227857708931, 'JS': 0.08146744966506958, 'TV': 0.2988694906234741, 'centered_logit_rms': 1.0991618633270264, 'flip_rate': 0.4, 'true_margin_change': 0.6391751170158386}","{'BA_change': 0.04829999999999994, 'CE_change': 0.041233049488510004, 'JS': 0.04034177336841822, 'TV': 0.18902524307370186, 'centered_logit_rms': 0.7844135698676109, 'flip_rate': 0.2457, 'true_margin_change': 0.30880022653378547}","{'BA_change': 0.06789999999999992, 'CE_change': 0.07646925989654846, 'JS': 0.043267930718138815, 'TV': 0.19432703912258148, 'centered_logit_rms': 0.7748595711588859, 'flip_rate': 0.2647, 'true_margin_change': 0.32391302928328514}",3,1.808626564070437e-07,1.701789625485617e-07,0.16132120788097382,0.07904987411573529,2.040752242625798,EEGNet,0,34,OpenBMI_MI,False
False,"{'BA_change': 0.1299999999999999, 'CE_change': 0.031374040991067886, 'JS': 0.05554968863725662, 'TV': 0.24011148512363434, 'centered_logit_rms': 0.9002923965454102, 'flip_rate': 0.29, 'true_margin_change': 0.7176957726478577}","{'BA_change': 0.04619999999999996, 'CE_change': 0.0008621935490373289, 'JS': 0.02455956494435668, 'TV': 0.14082629948854447, 'centered_logit_rms': 0.6121138459444047, 'flip_rate': 0.14980000000000002, 'true_margin_change': 0.33319539387361147}","{'BA_change': 0.04699999999999994, 'CE_change': 0.015193055494455621, 'JS': 0.03190538689494133, 'TV': 0.16321556992828845, 'centered_logit_rms': 0.6719361785054206, 'flip_rate': 0.18980000000000005, 'true_margin_change': 0.3449809928098693}",3,1.3239379370588722e-07,1.5648123778078115e-07,0.16132120788097382,0.07904987411573529,2.040752242625798,EEGNet,0,45,OpenBMI_MI,False
