model,fold,checkpoint_sha256,selected_epoch,subject,session,BA,Macro_F1,trials
EEGNet,2,6a95ba6ff8cd48d131f6a4952158e45cc2c30ce33e2faf794853e1d399b3b6fc,40,sub-02,S2,0.9,0.898989898989899,20
EEGNet,2,6a95ba6ff8cd48d131f6a4952158e45cc2c30ce33e2faf794853e1d399b3b6fc,40,sub-07,S2,0.8,0.797979797979798,20
EEGNet,2,6a95ba6ff8cd48d131f6a4952158e45cc2c30ce33e2faf794853e1d399b3b6fc,40,sub-11,S2,0.8,0.7916666666666667,20
EEGNet,2,6a95ba6ff8cd48d131f6a4952158e45cc2c30ce33e2faf794853e1d399b3b6fc,40,sub-18,S2,0.55,0.4357366771159875,20
EEGNet,2,6a95ba6ff8cd48d131f6a4952158e45cc2c30ce33e2faf794853e1d399b3b6fc,40,sub-23,S2,0.9,0.898989898989899,20
EEGNet,2,6a95ba6ff8cd48d131f6a4952158e45cc2c30ce33e2faf794853e1d399b3b6fc,40,sub-29,S2,0.65,0.6419437340153453,20
EEGNet,2,6a95ba6ff8cd48d131f6a4952158e45cc2c30ce33e2faf794853e1d399b3b6fc,40,sub-02,S3,0.85,0.8465473145780051,20
EEGNet,2,6a95ba6ff8cd48d131f6a4952158e45cc2c30ce33e2faf794853e1d399b3b6fc,40,sub-07,S3,0.9,0.898989898989899,20
EEGNet,2,6a95ba6ff8cd48d131f6a4952158e45cc2c30ce33e2faf794853e1d399b3b6fc,40,sub-11,S3,0.95,0.949874686716792,20
EEGNet,2,6a95ba6ff8cd48d131f6a4952158e45cc2c30ce33e2faf794853e1d399b3b6fc,40,sub-18,S3,0.6,0.5238095238095238,20
EEGNet,2,6a95ba6ff8cd48d131f6a4952158e45cc2c30ce33e2faf794853e1d399b3b6fc,40,sub-23,S3,0.6,0.595959595959596,20
EEGNet,2,6a95ba6ff8cd48d131f6a4952158e45cc2c30ce33e2faf794853e1d399b3b6fc,40,sub-29,S3,0.75,0.7442455242966752,20
EEGNet,3,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,13,sub-05,S1,0.7,0.7,20
EEGNet,3,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,13,sub-08,S1,0.5,0.3333333333333333,20
EEGNet,3,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,13,sub-10,S1,0.6000000000000001,0.5833333333333333,20
EEGNet,3,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,13,sub-19,S1,0.55,0.5396419437340154,20
EEGNet,3,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,13,sub-20,S1,0.55,0.48717948717948717,20
EEGNet,3,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,13,sub-25,S1,0.85,0.8465473145780051,20
EEGNet,3,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,13,sub-05,S2,0.75,0.7442455242966752,20
EEGNet,3,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,13,sub-08,S2,0.4,0.3939393939393939,20
EEGNet,3,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,13,sub-10,S2,0.8,0.797979797979798,20
EEGNet,3,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,13,sub-19,S2,0.65,0.6266666666666667,20
EEGNet,3,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,13,sub-20,S2,0.44999999999999996,0.4373401534526854,20
EEGNet,3,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,13,sub-25,S2,0.8500000000000001,0.849624060150376,20
EEGNet,3,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,13,sub-05,S3,0.55,0.5488721804511278,20
EEGNet,3,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,13,sub-08,S3,0.75,0.7493734335839599,20
EEGNet,3,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,13,sub-10,S3,0.75,0.7442455242966752,20
EEGNet,3,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,13,sub-19,S3,0.39999999999999997,0.34065934065934067,20
EEGNet,3,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,13,sub-20,S3,0.55,0.5488721804511278,20
EEGNet,3,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,13,sub-25,S3,0.75,0.7493734335839599,20
EEGNet,4,0edcf5d16cc0e54bceb04e5c7c9439433e828da4787bb2031745df8fabe2b505,10,sub-01,S1,0.6,0.595959595959596,20
EEGNet,4,0edcf5d16cc0e54bceb04e5c7c9439433e828da4787bb2031745df8fabe2b505,10,sub-04,S1,0.75,0.7493734335839599,20
EEGNet,4,0edcf5d16cc0e54bceb04e5c7c9439433e828da4787bb2031745df8fabe2b505,10,sub-13,S1,0.7,0.696969696969697,20
EEGNet,4,0edcf5d16cc0e54bceb04e5c7c9439433e828da4787bb2031745df8fabe2b505,10,sub-16,S1,0.5,0.45054945054945056,20
EEGNet,4,0edcf5d16cc0e54bceb04e5c7c9439433e828da4787bb2031745df8fabe2b505,10,sub-22,S1,0.6,0.595959595959596,20
EEGNet,4,0edcf5d16cc0e54bceb04e5c7c9439433e828da4787bb2031745df8fabe2b505,10,sub-01,S2,0.7,0.6875,20
EEGNet,4,0edcf5d16cc0e54bceb04e5c7c9439433e828da4787bb2031745df8fabe2b505,10,sub-04,S2,0.65,0.6419437340153453,20
EEGNet,4,0edcf5d16cc0e54bceb04e5c7c9439433e828da4787bb2031745df8fabe2b505,10,sub-13,S2,0.7,0.696969696969697,20
EEGNet,4,0edcf5d16cc0e54bceb04e5c7c9439433e828da4787bb2031745df8fabe2b505,10,sub-16,S2,0.7,0.6875,20
EEGNet,4,0edcf5d16cc0e54bceb04e5c7c9439433e828da4787bb2031745df8fabe2b505,10,sub-22,S2,0.75,0.7442455242966752,20
EEGNet,4,0edcf5d16cc0e54bceb04e5c7c9439433e828da4787bb2031745df8fabe2b505,10,sub-01,S3,0.8,0.797979797979798,20
EEGNet,4,0edcf5d16cc0e54bceb04e5c7c9439433e828da4787bb2031745df8fabe2b505,10,sub-04,S3,0.7,0.7,20
EEGNet,4,0edcf5d16cc0e54bceb04e5c7c9439433e828da4787bb2031745df8fabe2b505,10,sub-13,S3,0.65,0.6419437340153453,20
EEGNet,4,0edcf5d16cc0e54bceb04e5c7c9439433e828da4787bb2031745df8fabe2b505,10,sub-16,S3,0.7,0.6875,20
EEGNet,4,0edcf5d16cc0e54bceb04e5c7c9439433e828da4787bb2031745df8fabe2b505,10,sub-22,S3,0.8,0.8,20
SIRE-EEG,0,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,23,sub-03,S1,0.5,0.3333333333333333,20
SIRE-EEG,0,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,23,sub-12,S1,0.8,0.797979797979798,20
SIRE-EEG,0,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,23,sub-14,S1,0.8,0.7916666666666667,20
SIRE-EEG,0,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,23,sub-21,S1,0.85,0.8465473145780051,20
SIRE-EEG,0,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,23,sub-24,S1,0.9,0.9,20
SIRE-EEG,0,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,23,sub-26,S1,0.65,0.6419437340153453,20
SIRE-EEG,0,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,23,sub-03,S2,0.7,0.6703296703296704,20
SIRE-EEG,0,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,23,sub-12,S2,0.6000000000000001,0.5833333333333333,20
SIRE-EEG,0,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,23,sub-14,S2,0.6499999999999999,0.6491228070175439,20
SIRE-EEG,0,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,23,sub-21,S2,0.65,0.6419437340153453,20
SIRE-EEG,0,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,23,sub-24,S2,0.6,0.595959595959596,20
SIRE-EEG,0,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,23,sub-26,S2,0.7,0.696969696969697,20
SIRE-EEG,0,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,23,sub-03,S3,0.9,0.9,20
SIRE-EEG,0,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,23,sub-12,S3,0.5,0.4791666666666667,20
SIRE-EEG,0,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,23,sub-14,S3,0.8,0.797979797979798,20
SIRE-EEG,0,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,23,sub-21,S3,0.85,0.8465473145780051,20
SIRE-EEG,0,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,23,sub-24,S3,0.75,0.7442455242966752,20
SIRE-EEG,0,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,23,sub-26,S3,0.9,0.898989898989899,20
SIRE-EEG,1,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,38,sub-06,S1,0.6,0.595959595959596,20
SIRE-EEG,1,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,38,sub-09,S1,0.9,0.898989898989899,20
SIRE-EEG,1,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,38,sub-15,S1,0.5,0.4949494949494949,20
SIRE-EEG,1,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,38,sub-17,S1,0.7,0.6875,20
SIRE-EEG,1,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,38,sub-27,S1,0.6499999999999999,0.6491228070175439,20
SIRE-EEG,1,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,38,sub-28,S1,0.6,0.5238095238095238,20
SIRE-EEG,1,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,38,sub-06,S2,0.55,0.5396419437340154,20
SIRE-EEG,1,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,38,sub-09,S2,0.9,0.9,20
SIRE-EEG,1,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,38,sub-15,S2,0.6499999999999999,0.6491228070175439,20
SIRE-EEG,1,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,38,sub-17,S2,0.8,0.797979797979798,20
SIRE-EEG,1,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,38,sub-27,S2,0.8,0.8,20
SIRE-EEG,1,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,38,sub-28,S2,0.95,0.949874686716792,20
SIRE-EEG,1,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,38,sub-06,S3,0.8500000000000001,0.849624060150376,20
SIRE-EEG,1,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,38,sub-09,S3,0.75,0.7493734335839599,20
SIRE-EEG,1,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,38,sub-15,S3,0.6499999999999999,0.6491228070175439,20
SIRE-EEG,1,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,38,sub-17,S3,0.55,0.52,20
SIRE-EEG,1,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,38,sub-27,S3,0.6000000000000001,0.5833333333333333,20
SIRE-EEG,1,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,38,sub-28,S3,0.95,0.949874686716792,20
SIRE-EEG,2,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,35,sub-02,S1,0.85,0.8465473145780051,20
SIRE-EEG,2,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,35,sub-07,S1,0.6,0.6,20
SIRE-EEG,2,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,35,sub-11,S1,1.0,1.0,20
SIRE-EEG,2,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,35,sub-18,S1,0.65,0.6011396011396011,20
SIRE-EEG,2,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,35,sub-23,S1,0.8,0.8,20
SIRE-EEG,2,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,35,sub-29,S1,0.7,0.6703296703296704,20
SIRE-EEG,2,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,35,sub-02,S2,0.9,0.898989898989899,20
SIRE-EEG,2,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,35,sub-07,S2,0.65,0.6266666666666667,20
SIRE-EEG,2,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,35,sub-11,S2,0.8,0.797979797979798,20
SIRE-EEG,2,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,35,sub-18,S2,0.55,0.4357366771159875,20
SIRE-EEG,2,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,35,sub-23,S2,0.8,0.797979797979798,20
SIRE-EEG,2,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,35,sub-29,S2,0.8500000000000001,0.849624060150376,20
SIRE-EEG,2,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,35,sub-02,S3,0.8,0.7916666666666667,20
SIRE-EEG,2,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,35,sub-07,S3,0.8500000000000001,0.849624060150376,20
SIRE-EEG,2,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,35,sub-11,S3,0.6,0.595959595959596,20
SIRE-EEG,2,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,35,sub-18,S3,0.55,0.5396419437340154,20
SIRE-EEG,2,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,35,sub-23,S3,0.6499999999999999,0.6491228070175439,20
SIRE-EEG,2,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,35,sub-29,S3,0.65,0.6419437340153453,20
SIRE-EEG,3,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,10,sub-05,S1,0.55,0.5396419437340154,20
SIRE-EEG,3,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,10,sub-08,S1,0.5,0.3333333333333333,20
SIRE-EEG,3,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,10,sub-10,S1,0.8,0.7916666666666667,20
SIRE-EEG,3,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,10,sub-19,S1,0.45,0.44862155388471175,20
SIRE-EEG,3,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,10,sub-20,S1,0.6000000000000001,0.5833333333333333,20
SIRE-EEG,3,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,10,sub-25,S1,0.95,0.949874686716792,20
SIRE-EEG,3,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,10,sub-05,S2,0.3,0.3,20
SIRE-EEG,3,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,10,sub-08,S2,0.44999999999999996,0.41333333333333333,20
SIRE-EEG,3,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,10,sub-10,S2,1.0,1.0,20
SIRE-EEG,3,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,10,sub-19,S2,0.55,0.5488721804511278,20
SIRE-EEG,3,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,10,sub-20,S2,0.6,0.595959595959596,20
SIRE-EEG,3,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,10,sub-25,S2,0.85,0.8465473145780051,20
SIRE-EEG,3,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,10,sub-05,S3,0.35,0.30666666666666664,20
SIRE-EEG,3,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,10,sub-08,S3,0.6,0.595959595959596,20
SIRE-EEG,3,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,10,sub-10,S3,0.8,0.797979797979798,20
SIRE-EEG,3,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,10,sub-19,S3,0.30000000000000004,0.29292929292929293,20
SIRE-EEG,3,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,10,sub-20,S3,0.6,0.595959595959596,20
SIRE-EEG,3,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,10,sub-25,S3,0.7,0.6703296703296704,20
SIRE-EEG,4,d1174083330c752810f7d415a02c8e419964c00ab4cc6ad7819b4543e21a8064,40,sub-01,S1,0.6,0.5238095238095238,20
SIRE-EEG,4,d1174083330c752810f7d415a02c8e419964c00ab4cc6ad7819b4543e21a8064,40,sub-04,S1,0.6499999999999999,0.6491228070175439,20
SIRE-EEG,4,d1174083330c752810f7d415a02c8e419964c00ab4cc6ad7819b4543e21a8064,40,sub-13,S1,0.55,0.52,20
SIRE-EEG,4,d1174083330c752810f7d415a02c8e419964c00ab4cc6ad7819b4543e21a8064,40,sub-16,S1,0.75,0.7493734335839599,20
SIRE-EEG,4,d1174083330c752810f7d415a02c8e419964c00ab4cc6ad7819b4543e21a8064,40,sub-22,S1,0.55,0.5396419437340154,20
SIRE-EEG,4,d1174083330c752810f7d415a02c8e419964c00ab4cc6ad7819b4543e21a8064,40,sub-01,S2,0.55,0.48717948717948717,20
SIRE-EEG,4,d1174083330c752810f7d415a02c8e419964c00ab4cc6ad7819b4543e21a8064,40,sub-04,S2,0.45,0.3732193732193732,20
SIRE-EEG,4,d1174083330c752810f7d415a02c8e419964c00ab4cc6ad7819b4543e21a8064,40,sub-13,S2,0.75,0.7442455242966752,20
SIRE-EEG,4,d1174083330c752810f7d415a02c8e419964c00ab4cc6ad7819b4543e21a8064,40,sub-16,S2,0.7,0.6875,20
SIRE-EEG,4,d1174083330c752810f7d415a02c8e419964c00ab4cc6ad7819b4543e21a8064,40,sub-22,S2,0.8,0.797979797979798,20
SIRE-EEG,4,d1174083330c752810f7d415a02c8e419964c00ab4cc6ad7819b4543e21a8064,40,sub-01,S3,0.55,0.52,20
SIRE-EEG,4,d1174083330c752810f7d415a02c8e419964c00ab4cc6ad7819b4543e21a8064,40,sub-04,S3,0.65,0.6011396011396011,20
SIRE-EEG,4,d1174083330c752810f7d415a02c8e419964c00ab4cc6ad7819b4543e21a8064,40,sub-13,S3,0.8,0.8,20
SIRE-EEG,4,d1174083330c752810f7d415a02c8e419964c00ab4cc6ad7819b4543e21a8064,40,sub-16,S3,0.8,0.7916666666666667,20
SIRE-EEG,4,d1174083330c752810f7d415a02c8e419964c00ab4cc6ad7819b4543e21a8064,40,sub-22,S3,0.8500000000000001,0.849624060150376,20
