model,fold,subject,status,protected_rank,PSWA_pp,checkpoint_sha256,protected_BA_S1,random_BA_S1,protected_BA_S2,random_BA_S2,protected_BA_S3,random_BA_S3,protected_WSBA,random_WSBA
SIRE-EEG,2,sub-23,VALID,4,-16.45,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,0.5,0.6445000000000001,0.44999999999999996,0.6175,0.35,0.5475,0.35,0.5145
SIRE-EEG,2,sub-29,VALID,4,3.5500000000000034,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,0.55,0.574,0.55,0.5745,0.5,0.54,0.5,0.46449999999999997
SIRE-EEG,3,sub-05,EMPTY_PROTECTED,0,,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,,,,,,,,
SIRE-EEG,3,sub-08,EMPTY_PROTECTED,0,,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,,,,,,,,
SIRE-EEG,3,sub-10,EMPTY_PROTECTED,0,,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,,,,,,,,
SIRE-EEG,3,sub-19,EMPTY_PROTECTED,0,,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,,,,,,,,
SIRE-EEG,3,sub-20,EMPTY_PROTECTED,0,,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,,,,,,,,
SIRE-EEG,3,sub-25,EMPTY_PROTECTED,0,,f7c250c60318d9f72b84c5949ac2cb6feccbeea1b1ced63668583b5fc2e21636,,,,,,,,
SIRE-EEG,4,sub-01,VALID,4,7.250000000000012,d1174083330c752810f7d415a02c8e419964c00ab4cc6ad7819b4543e21a8064,0.6,0.5605,0.55,0.5285,0.55,0.557,0.55,0.4774999999999999
SIRE-EEG,4,sub-04,VALID,4,-3.449999999999992,d1174083330c752810f7d415a02c8e419964c00ab4cc6ad7819b4543e21a8064,0.55,0.6175,0.45,0.532,0.8,0.5615,0.45,0.48449999999999993
SIRE-EEG,4,sub-13,VALID,4,2.1500000000000075,d1174083330c752810f7d415a02c8e419964c00ab4cc6ad7819b4543e21a8064,0.55,0.5714999999999999,0.55,0.6085,0.75,0.6579999999999999,0.55,0.5285
SIRE-EEG,4,sub-16,VALID,4,15.249999999999996,d1174083330c752810f7d415a02c8e419964c00ab4cc6ad7819b4543e21a8064,0.65,0.6004999999999999,0.6499999999999999,0.553,0.8,0.6405,0.6499999999999999,0.49749999999999994
SIRE-EEG,4,sub-22,VALID,4,1.4000000000000123,d1174083330c752810f7d415a02c8e419964c00ab4cc6ad7819b4543e21a8064,0.55,0.524,0.5,0.5855,0.65,0.6079999999999999,0.5,0.4859999999999999
