variant,seed,fold,subject_id,BA,macro_F1,accuracy,NLL,source_sessions,target_S1_used,target_adaptation,strict_unseen_subject,best_epoch,OUTER_TEST_USED
S1S2_SOURCE_TO_S2,1,2,22,0.66,0.6392190152801358,0.66,0.8419932476676557,1+2,False,False,True,55,False
S1S2_SOURCE_TO_S2,1,2,26,0.85,0.8498648783905515,0.85,0.32097756083117424,1+2,False,False,True,55,False
S1S2_SOURCE_TO_S2,1,2,34,0.63,0.6161427533976553,0.63,0.7824213506787748,1+2,False,False,True,55,False
S1S2_SOURCE_TO_S2,1,2,44,0.71,0.7064480210547626,0.71,0.5096340255682352,1+2,False,False,True,55,False
S1S2_SOURCE_TO_S2,1,2,52,0.79,0.7863899908452854,0.79,0.40850778836083435,1+2,False,False,True,55,False
S1S2_SOURCE_TO_S2,1,3,9,0.5900000000000001,0.5896306676008407,0.59,0.808985781810482,1+2,False,False,True,60,False
S1S2_SOURCE_TO_S2,1,3,15,0.84,0.84,0.84,0.41810439647563735,1+2,False,False,True,60,False
S1S2_SOURCE_TO_S2,1,3,20,0.8300000000000001,0.8286117552172598,0.83,0.40500183186311134,1+2,False,False,True,60,False
S1S2_SOURCE_TO_S2,1,3,21,0.81,0.8084484323016433,0.81,0.4549705870878155,1+2,False,False,True,60,False
S1S2_SOURCE_TO_S2,1,3,27,0.8899999999999999,0.8894583458948849,0.89,0.25987318128621595,1+2,False,False,True,60,False
S1S2_SOURCE_TO_S2,1,3,28,0.86,0.8599439775910365,0.86,0.3505880290607676,1+2,False,False,True,60,False
S1S2_SOURCE_TO_S2,1,3,38,0.64,0.6043956043956044,0.64,0.7056285658501942,1+2,False,False,True,60,False
S1S2_SOURCE_TO_S2,1,3,41,0.73,0.72997299729973,0.73,0.5453726927666757,1+2,False,False,True,60,False
S1S2_SOURCE_TO_S2,1,3,46,0.65,0.6439833180754755,0.65,0.7387053612302005,1+2,False,False,True,60,False
S1S2_SOURCE_TO_S2,1,4,3,0.78,0.7708333333333333,0.78,0.41968598271240765,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,1,4,8,0.74,0.74,0.74,0.51373484262331,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,1,4,11,0.63,0.6009060511271707,0.63,0.6957550675315357,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,1,4,23,0.62,0.6041666666666667,0.62,0.7975791133801329,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,1,4,30,0.63,0.6296667000300271,0.63,0.6465819439355398,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,1,4,31,0.8600000000000001,0.8594941790445605,0.86,0.3296000846406212,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,1,4,49,0.77,0.7688674505074866,0.77,0.4318204015514025,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,2,0,2,0.79,0.7894736842105263,0.79,0.463509463575162,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,2,0,14,0.6,0.5941558441558441,0.6,0.7823670991328935,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,2,0,19,0.6799999999999999,0.6788438378161381,0.68,0.6431145196612975,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,2,0,32,0.67,0.66996699669967,0.67,0.7192340654891504,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,2,0,33,0.76,0.7564935064935066,0.76,0.46173570072300996,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,2,0,40,0.81,0.8095238095238095,0.81,0.41996770337860295,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,2,0,47,0.87,0.8693598633303186,0.87,0.367678069309506,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,2,0,50,0.6,0.5796553173602353,0.6,0.8354111841199707,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,2,0,53,0.71,0.6991389148251893,0.71,0.5322269856458016,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,2,1,1,0.6699999999999999,0.6601791782514674,0.67,0.7490815422847698,1+2,False,False,True,58,False
S1S2_SOURCE_TO_S2,2,1,5,0.75,0.7457023700539112,0.75,0.5800798934470552,1+2,False,False,True,58,False
S1S2_SOURCE_TO_S2,2,1,6,0.97,0.96999699969997,0.97,0.10656301466398382,1+2,False,False,True,58,False
S1S2_SOURCE_TO_S2,2,1,10,0.72,0.7189883580891208,0.72,0.5113507270264804,1+2,False,False,True,58,False
S1S2_SOURCE_TO_S2,2,1,16,0.8200000000000001,0.818840579710145,0.82,0.36568582872407085,1+2,False,False,True,58,False
S1S2_SOURCE_TO_S2,2,1,35,0.8200000000000001,0.8139727159983464,0.82,0.4037065232675347,1+2,False,False,True,58,False
S1S2_SOURCE_TO_S2,2,1,43,0.8300000000000001,0.8286117552172598,0.83,0.3696097840772531,1+2,False,False,True,58,False
S1S2_SOURCE_TO_S2,2,1,45,0.76,0.7584541062801933,0.76,0.516081517367509,1+2,False,False,True,58,False
S1S2_SOURCE_TO_S2,2,1,48,0.73,0.7286704853783539,0.73,0.5744894826638277,1+2,False,False,True,58,False
S1S2_SOURCE_TO_S2,2,2,7,0.6799999999999999,0.6794871794871795,0.68,0.6478515200611512,1+2,False,False,True,60,False
S1S2_SOURCE_TO_S2,2,2,22,0.64,0.6216897856242118,0.64,0.8027529398246145,1+2,False,False,True,60,False
S1S2_SOURCE_TO_S2,2,2,26,0.8500000000000001,0.8492613807657522,0.85,0.32093641231141673,1+2,False,False,True,60,False
S1S2_SOURCE_TO_S2,2,2,34,0.65,0.6338529134846741,0.65,0.8380143488216198,1+2,False,False,True,60,False
S1S2_SOURCE_TO_S2,2,2,44,0.75,0.7479584635547938,0.75,0.6061883562057863,1+2,False,False,True,60,False
S1S2_SOURCE_TO_S2,2,2,52,0.76,0.7584541062801933,0.76,0.48208126299342474,1+2,False,False,True,60,False
S1S2_SOURCE_TO_S2,2,3,9,0.61,0.6052232007288187,0.61,0.8395860020944212,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,2,3,15,0.85,0.8498648783905515,0.85,0.3948534516603787,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,2,3,20,0.84,0.8399359743897559,0.84,0.33142355293656905,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,2,3,21,0.8,0.7996794871794872,0.8,0.4277846878442672,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,2,3,27,0.9299999999999999,0.9299369432489241,0.93,0.22620599985120785,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,2,3,28,0.81,0.8090644156366193,0.81,0.36262545390487133,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,2,3,38,0.74,0.7267759562841529,0.74,0.5640633379927839,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,2,3,41,0.76,0.7591328783621036,0.76,0.4673734078546549,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,2,3,46,0.65,0.630450849963045,0.65,0.7189693901450986,1+2,False,False,True,59,False
S1S2_SOURCE_TO_S2,2,4,3,0.8500000000000001,0.8492613807657522,0.85,0.3281781717868744,1+2,False,False,True,60,False
S1S2_SOURCE_TO_S2,2,4,8,0.7,0.6995192307692308,0.7,0.5888451786258659,1+2,False,False,True,60,False
S1S2_SOURCE_TO_S2,2,4,11,0.69,0.6828644501278772,0.69,0.601840456602538,1+2,False,False,True,60,False
S1S2_SOURCE_TO_S2,2,4,23,0.61,0.5882166613873931,0.61,0.7636910308720241,1+2,False,False,True,60,False
S1S2_SOURCE_TO_S2,2,4,30,0.69,0.6862030569895738,0.69,0.6795524389711873,1+2,False,False,True,60,False
S1S2_SOURCE_TO_S2,2,4,31,0.85,0.8487750781328763,0.85,0.32694278514405184,1+2,False,False,True,60,False
S1S2_SOURCE_TO_S2,2,4,49,0.82,0.82,0.82,0.3458350200678493,1+2,False,False,True,60,False
S1_ONLY_SOURCE_TO_S2,0,0,2,0.79,0.7894736842105263,0.79,0.5548869087483029,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,0,0,14,0.65,0.64996499649965,0.65,0.7778551309507027,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,0,0,19,0.66,0.6458333333333333,0.66,0.8037543880642015,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,0,0,32,0.5700000000000001,0.567882624861823,0.57,0.8849233502666998,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,0,0,33,0.76,0.7596153846153846,0.76,0.5761989659283662,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,0,0,40,0.79,0.78997899789979,0.79,0.4653047135580571,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,0,0,47,0.84,0.8399359743897559,0.84,0.39118889580881394,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,0,0,50,0.5800000000000001,0.5798319327731092,0.58,0.8960576271607045,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,0,0,53,0.64,0.6279454319966928,0.64,0.8261436225916501,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,0,1,1,0.61,0.6096486838154338,0.61,0.8103579030212943,1,False,False,True,32,False
S1_ONLY_SOURCE_TO_S2,0,1,5,0.74,0.74,0.74,0.6111407304499266,1,False,False,True,32,False
S1_ONLY_SOURCE_TO_S2,0,1,6,0.8899999999999999,0.8894583458948849,0.89,0.25397835280472253,1,False,False,True,32,False
S1_ONLY_SOURCE_TO_S2,0,1,10,0.59,0.5899589958995899,0.59,0.7505232253323755,1,False,False,True,32,False
S1_ONLY_SOURCE_TO_S2,0,1,16,0.76,0.7575757575757576,0.76,0.4868580887599314,1,False,False,True,32,False
S1_ONLY_SOURCE_TO_S2,0,1,35,0.81,0.8067338012409724,0.81,0.40657388286923707,1,False,False,True,32,False
S1_ONLY_SOURCE_TO_S2,0,1,43,0.77,0.7681217864704104,0.77,0.45777847088568024,1,False,False,True,32,False
S1_ONLY_SOURCE_TO_S2,0,1,45,0.65,0.64996499649965,0.65,0.7320819246454441,1,False,False,True,32,False
S1_ONLY_SOURCE_TO_S2,0,1,48,0.61,0.60996099609961,0.61,0.6814873743230584,1,False,False,True,32,False
S1_ONLY_SOURCE_TO_S2,0,2,7,0.77,0.7699769976997699,0.77,0.5291192672246975,1,False,False,True,50,False
S1_ONLY_SOURCE_TO_S2,0,2,22,0.63,0.6269785260610949,0.63,0.6842897615299628,1,False,False,True,50,False
S1_ONLY_SOURCE_TO_S2,0,2,26,0.81,0.8090644156366193,0.81,0.34424082852561094,1,False,False,True,50,False
S1_ONLY_SOURCE_TO_S2,0,2,34,0.64,0.6179966044142615,0.64,0.8214187994218568,1,False,False,True,50,False
S1_ONLY_SOURCE_TO_S2,0,2,44,0.72,0.719551282051282,0.72,0.6061604070023214,1,False,False,True,50,False
S1_ONLY_SOURCE_TO_S2,0,2,52,0.73,0.7253585596582239,0.73,0.5573075861830487,1,False,False,True,50,False
S1_ONLY_SOURCE_TO_S2,0,3,9,0.55,0.5488721804511278,0.55,0.9380971809983092,1,False,False,True,60,False
S1_ONLY_SOURCE_TO_S2,0,3,15,0.79,0.7894736842105263,0.79,0.5153645002235172,1,False,False,True,60,False
S1_ONLY_SOURCE_TO_S2,0,3,20,0.81,0.8099809980998101,0.81,0.41553531060427756,1,False,False,True,60,False
S1_ONLY_SOURCE_TO_S2,0,3,21,0.6799999999999999,0.6794871794871795,0.68,0.5893312933134195,1,False,False,True,60,False
S1_ONLY_SOURCE_TO_S2,0,3,27,0.85,0.8481627695110842,0.85,0.3139297086334339,1,False,False,True,60,False
S1_ONLY_SOURCE_TO_S2,0,3,28,0.79,0.7894736842105263,0.79,0.45627435638934555,1,False,False,True,60,False
S1_ONLY_SOURCE_TO_S2,0,3,38,0.65,0.630450849963045,0.65,0.7497053800751781,1,False,False,True,60,False
S1_ONLY_SOURCE_TO_S2,0,3,41,0.72,0.7198879551820728,0.72,0.5675486260927071,1,False,False,True,60,False
S1_ONLY_SOURCE_TO_S2,0,3,46,0.64,0.6305418719211823,0.64,0.7973103669456499,1,False,False,True,60,False
S1_ONLY_SOURCE_TO_S2,0,4,3,0.81,0.8084484323016433,0.81,0.336474595018307,1,False,False,True,57,False
S1_ONLY_SOURCE_TO_S2,0,4,8,0.75,0.74997499749975,0.75,0.5033088161195575,1,False,False,True,57,False
S1_ONLY_SOURCE_TO_S2,0,4,11,0.78,0.7796474358974359,0.78,0.46249178277393305,1,False,False,True,57,False
S1_ONLY_SOURCE_TO_S2,0,4,23,0.6699999999999999,0.6601791782514674,0.67,0.7365617848362315,1,False,False,True,57,False
S1_ONLY_SOURCE_TO_S2,0,4,30,0.65,0.6496847162446202,0.65,0.7233440969712918,1,False,False,True,57,False
S1_ONLY_SOURCE_TO_S2,0,4,31,0.85,0.84998499849985,0.85,0.37018402610266576,1,False,False,True,57,False
S1_ONLY_SOURCE_TO_S2,0,4,49,0.85,0.8487750781328763,0.85,0.4577469626817836,1,False,False,True,57,False
S1_ONLY_SOURCE_TO_S2,1,0,2,0.78,0.7777777777777778,0.78,0.5286525344521639,1,False,False,True,43,False
S1_ONLY_SOURCE_TO_S2,1,0,14,0.6699999999999999,0.6697027324592133,0.67,0.7343246644652013,1,False,False,True,43,False
S1_ONLY_SOURCE_TO_S2,1,0,19,0.64,0.6394230769230769,0.64,0.6776216243131178,1,False,False,True,43,False
S1_ONLY_SOURCE_TO_S2,1,0,32,0.62,0.6198479391756703,0.62,0.8402552844243923,1,False,False,True,43,False
S1_ONLY_SOURCE_TO_S2,1,0,33,0.7,0.6980676328502415,0.7,0.5531997076422351,1,False,False,True,43,False
S1_ONLY_SOURCE_TO_S2,1,0,40,0.72,0.7171717171717171,0.72,0.5626277218953557,1,False,False,True,43,False
S1_ONLY_SOURCE_TO_S2,1,0,47,0.79,0.7821350762527233,0.79,0.4360749784629139,1,False,False,True,43,False
S1_ONLY_SOURCE_TO_S2,1,0,50,0.6,0.5941558441558441,0.6,0.77776226187491,1,False,False,True,43,False
S1_ONLY_SOURCE_TO_S2,1,0,53,0.6000000000000001,0.5833333333333333,0.6,0.8221556479933315,1,False,False,True,43,False
S1_ONLY_SOURCE_TO_S2,1,1,1,0.67,0.66996699669967,0.67,0.7485210956782862,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,1,1,5,0.69,0.6862030569895738,0.69,0.628599615831962,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,1,1,6,0.8999999999999999,0.8996386993175431,0.9,0.21271464342943894,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,1,1,10,0.66,0.6598639455782312,0.66,0.7193034394869435,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,1,1,16,0.79,0.78997899789979,0.79,0.37671489242474826,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,1,1,35,0.81,0.8056265984654731,0.81,0.4240484355215656,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,1,1,43,0.8200000000000001,0.8199279711884754,0.82,0.3622111934771228,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,1,1,45,0.67,0.6547756041426928,0.67,0.7208735521230076,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,1,1,48,0.64,0.6347402597402598,0.64,0.7303628191124949,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,1,2,7,0.72,0.7144022847817217,0.72,0.5937339460528763,1,False,False,True,29,False
S1_ONLY_SOURCE_TO_S2,1,2,22,0.5700000000000001,0.5459824728117411,0.57,0.8009082687323847,1,False,False,True,29,False
S1_ONLY_SOURCE_TO_S2,1,2,26,0.8799999999999999,0.8795664391810518,0.88,0.2727033718387418,1,False,False,True,29,False
S1_ONLY_SOURCE_TO_S2,1,2,34,0.64,0.6363636363636364,0.64,0.7180506227207298,1,False,False,True,29,False
S1_ONLY_SOURCE_TO_S2,1,2,44,0.6799999999999999,0.6715927750410509,0.68,0.6441987184769823,1,False,False,True,29,False
S1_ONLY_SOURCE_TO_S2,1,2,52,0.65,0.6457131288591963,0.65,0.6457211508642406,1,False,False,True,29,False
S1_ONLY_SOURCE_TO_S2,1,3,9,0.53,0.5219204557013528,0.53,0.8494138414698336,1,False,False,True,52,False
S1_ONLY_SOURCE_TO_S2,1,3,15,0.81,0.8099809980998101,0.81,0.4201877302400889,1,False,False,True,52,False
S1_ONLY_SOURCE_TO_S2,1,3,20,0.88,0.8798076923076923,0.88,0.3623036222241804,1,False,False,True,52,False
S1_ONLY_SOURCE_TO_S2,1,3,21,0.69,0.6899689968996899,0.69,0.6537786076759957,1,False,False,True,52,False
S1_ONLY_SOURCE_TO_S2,1,3,27,0.88,0.8787878787878788,0.88,0.2881697806864872,1,False,False,True,52,False
S1_ONLY_SOURCE_TO_S2,1,3,28,0.79,0.7889659330720531,0.79,0.41587033774463217,1,False,False,True,52,False
S1_ONLY_SOURCE_TO_S2,1,3,38,0.62,0.6198479391756703,0.62,0.649283051937412,1,False,False,True,52,False
S1_ONLY_SOURCE_TO_S2,1,3,41,0.76,0.7519636213311285,0.76,0.5594566373323425,1,False,False,True,52,False
S1_ONLY_SOURCE_TO_S2,1,3,46,0.61,0.6052232007288187,0.61,0.7118756963141043,1,False,False,True,52,False
S1_ONLY_SOURCE_TO_S2,1,4,3,0.78,0.7777777777777778,0.78,0.4519579506680509,1,False,False,True,37,False
S1_ONLY_SOURCE_TO_S2,1,4,8,0.72,0.7198879551820728,0.72,0.5684527768754244,1,False,False,True,37,False
S1_ONLY_SOURCE_TO_S2,1,4,11,0.76,0.76,0.76,0.5059135186142282,1,False,False,True,37,False
S1_ONLY_SOURCE_TO_S2,1,4,23,0.5800000000000001,0.5586380832282472,0.58,0.8035246919856472,1,False,False,True,37,False
S1_ONLY_SOURCE_TO_S2,1,4,30,0.59,0.5805626598465473,0.59,0.7346990234244625,1,False,False,True,37,False
S1_ONLY_SOURCE_TO_S2,1,4,31,0.7,0.6940024479804161,0.7,0.5849613810750462,1,False,False,True,37,False
S1_ONLY_SOURCE_TO_S2,1,4,49,0.79,0.78997899789979,0.79,0.413430010976028,1,False,False,True,37,False
S1_ONLY_SOURCE_TO_S2,2,0,2,0.76,0.7599039615846338,0.76,0.5334310482236859,1,False,False,True,33,False
S1_ONLY_SOURCE_TO_S2,2,0,14,0.61,0.60996099609961,0.61,0.7569739557897301,1,False,False,True,33,False
S1_ONLY_SOURCE_TO_S2,2,0,19,0.6499999999999999,0.6395839769333744,0.65,0.7184485906541618,1,False,False,True,33,False
S1_ONLY_SOURCE_TO_S2,2,0,32,0.5700000000000001,0.5699569956995699,0.57,0.9400940620346891,1,False,False,True,33,False
S1_ONLY_SOURCE_TO_S2,2,0,33,0.79,0.7863899908452854,0.79,0.4550805412195237,1,False,False,True,33,False
S1_ONLY_SOURCE_TO_S2,2,0,40,0.79,0.7851662404092072,0.79,0.5201697797419282,1,False,False,True,33,False
S1_ONLY_SOURCE_TO_S2,2,0,47,0.79,0.7889659330720531,0.79,0.41719404670383914,1,False,False,True,33,False
S1_ONLY_SOURCE_TO_S2,2,0,50,0.65,0.6471418489767113,0.65,0.7897734657911095,1,False,False,True,33,False
S1_ONLY_SOURCE_TO_S2,2,0,53,0.6599999999999999,0.6310763888888888,0.66,0.6937373739872021,1,False,False,True,33,False
S1_ONLY_SOURCE_TO_S2,2,1,1,0.69,0.6897207486738064,0.69,0.8022345821724411,1,False,False,True,56,False
S1_ONLY_SOURCE_TO_S2,2,1,5,0.7,0.6956168831168831,0.7,0.6135769556207918,1,False,False,True,56,False
S1_ONLY_SOURCE_TO_S2,2,1,6,0.94,0.94,0.94,0.16202502401980634,1,False,False,True,56,False
S1_ONLY_SOURCE_TO_S2,2,1,10,0.7,0.6980676328502415,0.7,0.6401080536542604,1,False,False,True,56,False
S1_ONLY_SOURCE_TO_S2,2,1,16,0.81,0.8099809980998101,0.81,0.3850473885438357,1,False,False,True,56,False
S1_ONLY_SOURCE_TO_S2,2,1,35,0.78,0.7742200328407225,0.78,0.465753662068248,1,False,False,True,56,False
S1_ONLY_SOURCE_TO_S2,2,1,43,0.8200000000000001,0.8199279711884754,0.82,0.3314733375066322,1,False,False,True,56,False
