benchmark,family_id,source_fold,subjects,baseline_BA,subject_oracle_BA,oracle_headroom_pp,OUTER_TEST_USED
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,0,9,0.8411111111111111,0.858888888888889,1.7777777777777768,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,1,9,0.8622222222222222,0.8744444444444444,1.2222222222222243,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,0,9,0.8411111111111111,0.8666666666666667,2.555555555555554,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,1,9,0.8622222222222222,0.8711111111111111,0.8888888888888897,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__NORM_HYPER_MI_SPECIFIC_K4_R4,0,5,0.7949999999999999,0.8140000000000001,1.9000000000000017,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__NORM_HYPER_MI_SPECIFIC_K4_R4,1,7,0.8271428571428572,0.8314285714285715,0.4285714285714289,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__NORM_HYPER_MI_SPECIFIC_K4_R4,0,9,0.8411111111111111,0.8666666666666667,2.555555555555554,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__NORM_HYPER_MI_SPECIFIC_K4_R4,1,9,0.8622222222222222,0.8744444444444444,1.2222222222222243,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,0,5,0.7949999999999999,0.8019999999999999,0.7000000000000006,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,1,7,0.8271428571428572,0.8300000000000001,0.285714285714286,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__SPD_TRANSPORT_K4_P8_D16,0,9,0.8411111111111111,0.8455555555555556,0.4444444444444436,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__SPD_TRANSPORT_K4_P8_D16,1,9,0.8622222222222222,0.8677777777777779,0.555555555555556,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,0,5,0.7949999999999999,0.8150000000000001,2.000000000000004,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,0,5,0.7949999999999999,0.8140000000000001,1.9000000000000017,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,1,7,0.8271428571428572,0.8478571428571428,2.0714285714285703,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,0,5,0.7949999999999999,0.817,2.2,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,1,7,0.8271428571428572,0.8392857142857143,1.2142857142857122,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,0,5,0.7949999999999999,0.8119999999999999,1.7000000000000015,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,1,7,0.8271428571428572,0.8421428571428571,1.499999999999997,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,0,5,0.7949999999999999,0.8330000000000002,3.8000000000000034,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,1,7,0.8271428571428572,0.8514285714285714,2.4285714285714275,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,0,9,0.8411111111111111,0.8777777777777778,3.666666666666665,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,1,9,0.8622222222222222,0.8811111111111111,1.8888888888888917,False
