model,fold,seed,checkpoint_sha256,selected_epoch,normalizer_sha256,subject,session,BA,Macro_F1,trials
EEGNet,0,0,26f037789b00a543929663373222f06e935e3d5b710e422d16f1aa8a4c00650f,54,4c1af6bdfaf9bf678b3c2a7c25e9c672ef9f9a301d34c1efc54be06d6b151a97,sub-24,S3,0.7,0.696969696969697,20
EEGNet,0,0,26f037789b00a543929663373222f06e935e3d5b710e422d16f1aa8a4c00650f,54,4c1af6bdfaf9bf678b3c2a7c25e9c672ef9f9a301d34c1efc54be06d6b151a97,sub-26,S3,0.95,0.949874686716792,20
SIRE-EEG,0,0,571d4ad1dce896cc421604515589375d14d0c65249f10bf4212cb537f0b85116,13,4c1af6bdfaf9bf678b3c2a7c25e9c672ef9f9a301d34c1efc54be06d6b151a97,sub-03,S1,0.55,0.4357366771159875,20
SIRE-EEG,0,0,571d4ad1dce896cc421604515589375d14d0c65249f10bf4212cb537f0b85116,13,4c1af6bdfaf9bf678b3c2a7c25e9c672ef9f9a301d34c1efc54be06d6b151a97,sub-12,S1,0.6,0.5238095238095238,20
SIRE-EEG,0,0,571d4ad1dce896cc421604515589375d14d0c65249f10bf4212cb537f0b85116,13,4c1af6bdfaf9bf678b3c2a7c25e9c672ef9f9a301d34c1efc54be06d6b151a97,sub-14,S1,0.8,0.797979797979798,20
SIRE-EEG,0,0,571d4ad1dce896cc421604515589375d14d0c65249f10bf4212cb537f0b85116,13,4c1af6bdfaf9bf678b3c2a7c25e9c672ef9f9a301d34c1efc54be06d6b151a97,sub-21,S1,0.8,0.797979797979798,20
SIRE-EEG,0,0,571d4ad1dce896cc421604515589375d14d0c65249f10bf4212cb537f0b85116,13,4c1af6bdfaf9bf678b3c2a7c25e9c672ef9f9a301d34c1efc54be06d6b151a97,sub-24,S1,0.8,0.797979797979798,20
SIRE-EEG,0,0,571d4ad1dce896cc421604515589375d14d0c65249f10bf4212cb537f0b85116,13,4c1af6bdfaf9bf678b3c2a7c25e9c672ef9f9a301d34c1efc54be06d6b151a97,sub-26,S1,0.55,0.5488721804511278,20
SIRE-EEG,0,0,571d4ad1dce896cc421604515589375d14d0c65249f10bf4212cb537f0b85116,13,4c1af6bdfaf9bf678b3c2a7c25e9c672ef9f9a301d34c1efc54be06d6b151a97,sub-03,S2,0.7,0.696969696969697,20
SIRE-EEG,0,0,571d4ad1dce896cc421604515589375d14d0c65249f10bf4212cb537f0b85116,13,4c1af6bdfaf9bf678b3c2a7c25e9c672ef9f9a301d34c1efc54be06d6b151a97,sub-12,S2,0.65,0.6419437340153453,20
SIRE-EEG,0,0,571d4ad1dce896cc421604515589375d14d0c65249f10bf4212cb537f0b85116,13,4c1af6bdfaf9bf678b3c2a7c25e9c672ef9f9a301d34c1efc54be06d6b151a97,sub-14,S2,0.65,0.6266666666666667,20
SIRE-EEG,0,0,571d4ad1dce896cc421604515589375d14d0c65249f10bf4212cb537f0b85116,13,4c1af6bdfaf9bf678b3c2a7c25e9c672ef9f9a301d34c1efc54be06d6b151a97,sub-21,S2,0.8,0.797979797979798,20
SIRE-EEG,0,0,571d4ad1dce896cc421604515589375d14d0c65249f10bf4212cb537f0b85116,13,4c1af6bdfaf9bf678b3c2a7c25e9c672ef9f9a301d34c1efc54be06d6b151a97,sub-24,S2,0.5,0.5,20
SIRE-EEG,0,0,571d4ad1dce896cc421604515589375d14d0c65249f10bf4212cb537f0b85116,13,4c1af6bdfaf9bf678b3c2a7c25e9c672ef9f9a301d34c1efc54be06d6b151a97,sub-26,S2,0.7,0.696969696969697,20
SIRE-EEG,0,0,571d4ad1dce896cc421604515589375d14d0c65249f10bf4212cb537f0b85116,13,4c1af6bdfaf9bf678b3c2a7c25e9c672ef9f9a301d34c1efc54be06d6b151a97,sub-03,S3,0.8500000000000001,0.849624060150376,20
SIRE-EEG,0,0,571d4ad1dce896cc421604515589375d14d0c65249f10bf4212cb537f0b85116,13,4c1af6bdfaf9bf678b3c2a7c25e9c672ef9f9a301d34c1efc54be06d6b151a97,sub-12,S3,0.44999999999999996,0.41333333333333333,20
SIRE-EEG,0,0,571d4ad1dce896cc421604515589375d14d0c65249f10bf4212cb537f0b85116,13,4c1af6bdfaf9bf678b3c2a7c25e9c672ef9f9a301d34c1efc54be06d6b151a97,sub-14,S3,0.7,0.6875,20
SIRE-EEG,0,0,571d4ad1dce896cc421604515589375d14d0c65249f10bf4212cb537f0b85116,13,4c1af6bdfaf9bf678b3c2a7c25e9c672ef9f9a301d34c1efc54be06d6b151a97,sub-21,S3,0.75,0.7442455242966752,20
SIRE-EEG,0,0,571d4ad1dce896cc421604515589375d14d0c65249f10bf4212cb537f0b85116,13,4c1af6bdfaf9bf678b3c2a7c25e9c672ef9f9a301d34c1efc54be06d6b151a97,sub-24,S3,0.8,0.7916666666666667,20
SIRE-EEG,0,0,571d4ad1dce896cc421604515589375d14d0c65249f10bf4212cb537f0b85116,13,4c1af6bdfaf9bf678b3c2a7c25e9c672ef9f9a301d34c1efc54be06d6b151a97,sub-26,S3,0.9,0.898989898989899,20
EEGNet,1,0,c766f695356d1ee65b550f17fcbf0c30004f6b154aa77418f6f7758fbed58d8e,14,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-06,S1,0.75,0.7493734335839599,20
EEGNet,1,0,c766f695356d1ee65b550f17fcbf0c30004f6b154aa77418f6f7758fbed58d8e,14,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-09,S1,0.65,0.6419437340153453,20
EEGNet,1,0,c766f695356d1ee65b550f17fcbf0c30004f6b154aa77418f6f7758fbed58d8e,14,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-15,S1,0.6,0.5604395604395604,20
EEGNet,1,0,c766f695356d1ee65b550f17fcbf0c30004f6b154aa77418f6f7758fbed58d8e,14,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-17,S1,0.8,0.7916666666666667,20
EEGNet,1,0,c766f695356d1ee65b550f17fcbf0c30004f6b154aa77418f6f7758fbed58d8e,14,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-27,S1,0.9,0.898989898989899,20
EEGNet,1,0,c766f695356d1ee65b550f17fcbf0c30004f6b154aa77418f6f7758fbed58d8e,14,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-28,S1,0.8,0.7916666666666667,20
EEGNet,1,0,c766f695356d1ee65b550f17fcbf0c30004f6b154aa77418f6f7758fbed58d8e,14,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-06,S2,0.75,0.7493734335839599,20
EEGNet,1,0,c766f695356d1ee65b550f17fcbf0c30004f6b154aa77418f6f7758fbed58d8e,14,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-09,S2,0.9,0.9,20
EEGNet,1,0,c766f695356d1ee65b550f17fcbf0c30004f6b154aa77418f6f7758fbed58d8e,14,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-15,S2,0.8,0.797979797979798,20
EEGNet,1,0,c766f695356d1ee65b550f17fcbf0c30004f6b154aa77418f6f7758fbed58d8e,14,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-17,S2,0.8,0.7916666666666667,20
EEGNet,1,0,c766f695356d1ee65b550f17fcbf0c30004f6b154aa77418f6f7758fbed58d8e,14,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-27,S2,0.7,0.6875,20
EEGNet,1,0,c766f695356d1ee65b550f17fcbf0c30004f6b154aa77418f6f7758fbed58d8e,14,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-28,S2,0.6499999999999999,0.6491228070175439,20
EEGNet,1,0,c766f695356d1ee65b550f17fcbf0c30004f6b154aa77418f6f7758fbed58d8e,14,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-06,S3,0.8,0.8,20
EEGNet,1,0,c766f695356d1ee65b550f17fcbf0c30004f6b154aa77418f6f7758fbed58d8e,14,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-09,S3,0.75,0.7442455242966752,20
EEGNet,1,0,c766f695356d1ee65b550f17fcbf0c30004f6b154aa77418f6f7758fbed58d8e,14,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-15,S3,0.75,0.7493734335839599,20
EEGNet,1,0,c766f695356d1ee65b550f17fcbf0c30004f6b154aa77418f6f7758fbed58d8e,14,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-17,S3,0.8,0.7916666666666667,20
EEGNet,1,0,c766f695356d1ee65b550f17fcbf0c30004f6b154aa77418f6f7758fbed58d8e,14,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-27,S3,0.75,0.7442455242966752,20
EEGNet,1,0,c766f695356d1ee65b550f17fcbf0c30004f6b154aa77418f6f7758fbed58d8e,14,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-28,S3,0.65,0.6419437340153453,20
SIRE-EEG,1,0,9f470161eac6fae6cb639a1b890850b5aeab4bf2485f693b2341be7e8b197ebf,15,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-06,S1,0.75,0.7493734335839599,20
SIRE-EEG,1,0,9f470161eac6fae6cb639a1b890850b5aeab4bf2485f693b2341be7e8b197ebf,15,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-09,S1,0.8,0.797979797979798,20
SIRE-EEG,1,0,9f470161eac6fae6cb639a1b890850b5aeab4bf2485f693b2341be7e8b197ebf,15,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-15,S1,0.55,0.48717948717948717,20
SIRE-EEG,1,0,9f470161eac6fae6cb639a1b890850b5aeab4bf2485f693b2341be7e8b197ebf,15,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-17,S1,0.8,0.7916666666666667,20
SIRE-EEG,1,0,9f470161eac6fae6cb639a1b890850b5aeab4bf2485f693b2341be7e8b197ebf,15,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-27,S1,0.7,0.7,20
SIRE-EEG,1,0,9f470161eac6fae6cb639a1b890850b5aeab4bf2485f693b2341be7e8b197ebf,15,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-28,S1,0.5,0.3333333333333333,20
SIRE-EEG,1,0,9f470161eac6fae6cb639a1b890850b5aeab4bf2485f693b2341be7e8b197ebf,15,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-06,S2,0.6,0.6,20
SIRE-EEG,1,0,9f470161eac6fae6cb639a1b890850b5aeab4bf2485f693b2341be7e8b197ebf,15,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-09,S2,0.8500000000000001,0.849624060150376,20
SIRE-EEG,1,0,9f470161eac6fae6cb639a1b890850b5aeab4bf2485f693b2341be7e8b197ebf,15,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-15,S2,0.75,0.7333333333333334,20
SIRE-EEG,1,0,9f470161eac6fae6cb639a1b890850b5aeab4bf2485f693b2341be7e8b197ebf,15,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-17,S2,0.8500000000000001,0.849624060150376,20
SIRE-EEG,1,0,9f470161eac6fae6cb639a1b890850b5aeab4bf2485f693b2341be7e8b197ebf,15,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-27,S2,0.75,0.7493734335839599,20
SIRE-EEG,1,0,9f470161eac6fae6cb639a1b890850b5aeab4bf2485f693b2341be7e8b197ebf,15,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-28,S2,0.8,0.7916666666666667,20
SIRE-EEG,1,0,9f470161eac6fae6cb639a1b890850b5aeab4bf2485f693b2341be7e8b197ebf,15,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-06,S3,0.7,0.7,20
SIRE-EEG,1,0,9f470161eac6fae6cb639a1b890850b5aeab4bf2485f693b2341be7e8b197ebf,15,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-09,S3,0.8,0.8,20
SIRE-EEG,1,0,9f470161eac6fae6cb639a1b890850b5aeab4bf2485f693b2341be7e8b197ebf,15,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-15,S3,0.7,0.696969696969697,20
SIRE-EEG,1,0,9f470161eac6fae6cb639a1b890850b5aeab4bf2485f693b2341be7e8b197ebf,15,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-17,S3,0.7,0.6703296703296704,20
SIRE-EEG,1,0,9f470161eac6fae6cb639a1b890850b5aeab4bf2485f693b2341be7e8b197ebf,15,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-27,S3,0.75,0.7493734335839599,20
SIRE-EEG,1,0,9f470161eac6fae6cb639a1b890850b5aeab4bf2485f693b2341be7e8b197ebf,15,6a7e4dcd93d23ba07e3460fe8c05dce3b96cd0220d30eed2c40ef4d50964bfde,sub-28,S3,0.8,0.7916666666666667,20
EEGNet,2,0,6f414698597538f0a69411930865c352d25db17a16de8abd20c009bd2a035e80,38,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-02,S1,0.9,0.898989898989899,20
EEGNet,2,0,6f414698597538f0a69411930865c352d25db17a16de8abd20c009bd2a035e80,38,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-07,S1,0.8500000000000001,0.849624060150376,20
EEGNet,2,0,6f414698597538f0a69411930865c352d25db17a16de8abd20c009bd2a035e80,38,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-11,S1,0.9,0.9,20
EEGNet,2,0,6f414698597538f0a69411930865c352d25db17a16de8abd20c009bd2a035e80,38,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-18,S1,0.6,0.5238095238095238,20
EEGNet,2,0,6f414698597538f0a69411930865c352d25db17a16de8abd20c009bd2a035e80,38,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-23,S1,0.8500000000000001,0.849624060150376,20
EEGNet,2,0,6f414698597538f0a69411930865c352d25db17a16de8abd20c009bd2a035e80,38,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-29,S1,0.5,0.40476190476190477,20
EEGNet,2,0,6f414698597538f0a69411930865c352d25db17a16de8abd20c009bd2a035e80,38,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-02,S2,0.95,0.949874686716792,20
EEGNet,2,0,6f414698597538f0a69411930865c352d25db17a16de8abd20c009bd2a035e80,38,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-07,S2,0.9,0.9,20
EEGNet,2,0,6f414698597538f0a69411930865c352d25db17a16de8abd20c009bd2a035e80,38,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-11,S2,0.7,0.6703296703296704,20
EEGNet,2,0,6f414698597538f0a69411930865c352d25db17a16de8abd20c009bd2a035e80,38,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-18,S2,0.5,0.3333333333333333,20
EEGNet,2,0,6f414698597538f0a69411930865c352d25db17a16de8abd20c009bd2a035e80,38,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-23,S2,0.6499999999999999,0.6491228070175439,20
EEGNet,2,0,6f414698597538f0a69411930865c352d25db17a16de8abd20c009bd2a035e80,38,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-29,S2,0.39999999999999997,0.34065934065934067,20
EEGNet,2,0,6f414698597538f0a69411930865c352d25db17a16de8abd20c009bd2a035e80,38,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-02,S3,0.8,0.7916666666666667,20
EEGNet,2,0,6f414698597538f0a69411930865c352d25db17a16de8abd20c009bd2a035e80,38,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-07,S3,0.9,0.9,20
EEGNet,2,0,6f414698597538f0a69411930865c352d25db17a16de8abd20c009bd2a035e80,38,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-11,S3,0.9,0.898989898989899,20
EEGNet,2,0,6f414698597538f0a69411930865c352d25db17a16de8abd20c009bd2a035e80,38,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-18,S3,0.6,0.5238095238095238,20
EEGNet,2,0,6f414698597538f0a69411930865c352d25db17a16de8abd20c009bd2a035e80,38,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-23,S3,0.5,0.5,20
EEGNet,2,0,6f414698597538f0a69411930865c352d25db17a16de8abd20c009bd2a035e80,38,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-29,S3,0.7,0.6875,20
SIRE-EEG,2,0,0a356a2993cc5b38a54f03e6193e421ea53de0a61c2552b07e54adc8d1c8f96f,30,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-02,S1,0.95,0.949874686716792,20
SIRE-EEG,2,0,0a356a2993cc5b38a54f03e6193e421ea53de0a61c2552b07e54adc8d1c8f96f,30,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-07,S1,0.6,0.5604395604395604,20
SIRE-EEG,2,0,0a356a2993cc5b38a54f03e6193e421ea53de0a61c2552b07e54adc8d1c8f96f,30,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-11,S1,0.85,0.8465473145780051,20
SIRE-EEG,2,0,0a356a2993cc5b38a54f03e6193e421ea53de0a61c2552b07e54adc8d1c8f96f,30,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-18,S1,0.6000000000000001,0.5833333333333333,20
SIRE-EEG,2,0,0a356a2993cc5b38a54f03e6193e421ea53de0a61c2552b07e54adc8d1c8f96f,30,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-23,S1,0.9,0.9,20
SIRE-EEG,2,0,0a356a2993cc5b38a54f03e6193e421ea53de0a61c2552b07e54adc8d1c8f96f,30,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-29,S1,0.75,0.7493734335839599,20
SIRE-EEG,2,0,0a356a2993cc5b38a54f03e6193e421ea53de0a61c2552b07e54adc8d1c8f96f,30,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-02,S2,0.8,0.7916666666666667,20
SIRE-EEG,2,0,0a356a2993cc5b38a54f03e6193e421ea53de0a61c2552b07e54adc8d1c8f96f,30,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-07,S2,0.7,0.6875,20
SIRE-EEG,2,0,0a356a2993cc5b38a54f03e6193e421ea53de0a61c2552b07e54adc8d1c8f96f,30,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-11,S2,0.7,0.6703296703296704,20
SIRE-EEG,2,0,0a356a2993cc5b38a54f03e6193e421ea53de0a61c2552b07e54adc8d1c8f96f,30,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-18,S2,0.75,0.7442455242966752,20
SIRE-EEG,2,0,0a356a2993cc5b38a54f03e6193e421ea53de0a61c2552b07e54adc8d1c8f96f,30,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-23,S2,0.8,0.797979797979798,20
SIRE-EEG,2,0,0a356a2993cc5b38a54f03e6193e421ea53de0a61c2552b07e54adc8d1c8f96f,30,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-29,S2,0.7,0.7,20
SIRE-EEG,2,0,0a356a2993cc5b38a54f03e6193e421ea53de0a61c2552b07e54adc8d1c8f96f,30,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-02,S3,0.95,0.949874686716792,20
SIRE-EEG,2,0,0a356a2993cc5b38a54f03e6193e421ea53de0a61c2552b07e54adc8d1c8f96f,30,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-07,S3,0.9,0.9,20
SIRE-EEG,2,0,0a356a2993cc5b38a54f03e6193e421ea53de0a61c2552b07e54adc8d1c8f96f,30,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-11,S3,0.55,0.5488721804511278,20
SIRE-EEG,2,0,0a356a2993cc5b38a54f03e6193e421ea53de0a61c2552b07e54adc8d1c8f96f,30,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-18,S3,0.6000000000000001,0.5833333333333333,20
SIRE-EEG,2,0,0a356a2993cc5b38a54f03e6193e421ea53de0a61c2552b07e54adc8d1c8f96f,30,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-23,S3,0.39999999999999997,0.34065934065934067,20
SIRE-EEG,2,0,0a356a2993cc5b38a54f03e6193e421ea53de0a61c2552b07e54adc8d1c8f96f,30,58035d90b29431708525b33f9b17c15416dd1d49ddc618d76645c60809e27084,sub-29,S3,0.7,0.696969696969697,20
EEGNet,3,0,86f98d9c55773020e244d4e95e1e2ff2886cf7324d84b6788a8c5d3f0018bf05,18,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-05,S1,0.75,0.7442455242966752,20
EEGNet,3,0,86f98d9c55773020e244d4e95e1e2ff2886cf7324d84b6788a8c5d3f0018bf05,18,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-08,S1,0.5,0.3333333333333333,20
EEGNet,3,0,86f98d9c55773020e244d4e95e1e2ff2886cf7324d84b6788a8c5d3f0018bf05,18,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-10,S1,0.6000000000000001,0.5833333333333333,20
EEGNet,3,0,86f98d9c55773020e244d4e95e1e2ff2886cf7324d84b6788a8c5d3f0018bf05,18,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-19,S1,0.45,0.3732193732193732,20
EEGNet,3,0,86f98d9c55773020e244d4e95e1e2ff2886cf7324d84b6788a8c5d3f0018bf05,18,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-20,S1,0.6,0.5604395604395604,20
EEGNet,3,0,86f98d9c55773020e244d4e95e1e2ff2886cf7324d84b6788a8c5d3f0018bf05,18,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-25,S1,0.7,0.696969696969697,20
