method,subject_id,fold,seed,protected_representation_drift,adaptive_representation_drift,protected_decision_logit_drift,adaptive_decision_logit_drift,protected_D_finite_after,combined_BA,protected_branch_erasure_harm_BA,adaptive_branch_erasure_harm_BA,protected_parameter_update_l2,adaptive_parameter_update_l2,protected_buffer_update_l2,adaptation_seed,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used,functional_distillation_RMSE_before,functional_distillation_correlation_before,functional_distillation_RMSE_after,functional_distillation_correlation_after
A10_FULL_PUD_FREEZE,14,1.0,1.0,0.0,0.36000531911849976,0.0,0.23823802659766366,1.5591361095817309,0.7600000000000001,0.19999999999999998,0.043333333333333335,0.0,0.05610250053146243,0.0,3128752704.6666665,0.0,0.0,0.0,0.85086657868104,0.7656155988439179,0.85086657868104,0.7656155988439179
A10_FULL_PUD_FREEZE,15,0.0,1.0,0.0,0.19326132535934448,0.0,0.2646455930755611,1.312649807581633,0.8233333333333334,0.20333333333333328,0.03999999999999996,0.0,0.0749737354687309,0.0,2108865884.6666667,0.0,0.0,0.0,0.4603192422270134,0.893298940584934,0.4603192422270134,0.893298940584934
A10_FULL_PUD_FREEZE,16,2.0,1.0,0.0,0.20314600070317582,0.0,0.17972512334470483,2.2255303579225014,0.8300000000000001,0.18333333333333335,0.03999999999999993,0.0,0.055086885159493136,0.0,2059467834.6666667,0.0,0.0,0.0,0.47809244777667126,0.9535253864177595,0.47809244777667126,0.9535253864177595
A10_FULL_PUD_FREEZE,19,0.0,1.0,0.0,0.29352801044782,0.0,0.1943122883618876,1.1526860189038812,0.6866666666666666,0.09666666666666657,0.0233333333333333,0.0,0.08286775325244088,0.0,1717914582.0,0.0,0.0,0.0,0.46755490017545553,0.865714828779263,0.46755490017545553,0.865714828779263
A10_FULL_PUD_FREEZE,20,3.0,1.0,0.0,0.21700344979763028,0.0,0.24702438425204662,1.8946805181561945,0.87,0.15999999999999995,0.029999999999999933,0.0,0.1799236658564407,0.0,2825617084.3333335,0.0,0.0,0.0,0.6783044688966662,0.8822421491508798,0.6783044688966662,0.8822421491508798
A10_FULL_PUD_FREEZE,21,2.0,1.0,0.0,0.24010457595189413,0.0,0.2680230094303658,1.6304073538214148,0.8233333333333334,0.28,0.043333333333333335,0.0,0.07188447924707249,0.0,1911490003.0,0.0,0.0,0.0,1.3252587914244878,0.6681249421484673,1.3252587914244878,0.6681249421484673
A10_FULL_PUD_FREEZE,22,2.0,1.0,0.0,0.34798068801561993,0.0,0.2866715868056055,1.4011668510666848,0.6233333333333334,0.10333333333333324,0.016666666666666632,0.0,0.05378003344189803,0.0,2124810283.3333333,0.0,0.0,0.0,0.7470163104030968,0.7474868813099619,0.7470163104030968,0.7474868813099619
A10_FULL_PUD_FREEZE,23,3.0,1.0,0.0,0.27706594765186304,0.0,0.36999105273393357,1.3584293021622276,0.64,0.11333333333333329,-0.01,0.0,0.21657024312535425,0.0,2838440269.3333335,0.0,0.0,0.0,0.7496159387119014,0.7693281456957668,0.7496159387119014,0.7693281456957668
A10_FULL_PUD_FREEZE,26,3.0,1.0,0.0,0.1744303653637568,0.0,0.27001014076750124,2.101292950431632,0.87,0.17666666666666667,0.03999999999999993,0.0,0.18259157148784966,0.0,1843744944.6666667,0.0,0.0,0.0,0.6980481727420532,0.88039181649588,0.6980481727420532,0.88039181649588
A10_FULL_PUD_FREEZE,27,4.0,1.0,0.0,0.20502491295337677,0.0,0.22225106777242729,2.3658467556603937,0.9,0.13999999999999987,0.019999999999999966,0.0,0.14074250977657146,0.0,1616602885.3333333,0.0,0.0,0.0,0.6229184807454401,0.9250185453248698,0.6229184807454401,0.9250185453248698
A10_FULL_PUD_FREEZE,28,4.0,1.0,0.0,0.13763859868049616,0.0,0.3704197771764754,1.9934218599875837,0.8666666666666667,0.22666666666666666,0.039999999999999966,0.0,0.15089468629529754,0.0,2990369107.3333335,0.0,0.0,0.0,0.6177981484202585,0.9214586349757573,0.6177981484202585,0.9214586349757573
A10_FULL_PUD_FREEZE,30,4.0,1.0,0.0,0.19035456577936802,0.0,0.2803259926229231,1.492012893684494,0.6866666666666666,0.06999999999999997,0.013333333333333334,0.0,0.1351936399160286,0.0,2813836455.0,0.0,0.0,0.0,0.6380623734459756,0.8224263192798157,0.6380623734459756,0.8224263192798157
A10_FULL_PUD_FREEZE,31,2.0,1.0,0.0,0.2955042322476705,0.0,0.19630176318558792,1.7163107106910884,0.8433333333333334,0.19000000000000003,0.07,0.0,0.0576540695636475,0.0,295472364.3333333,0.0,0.0,0.0,0.6078194940876825,0.877181012529587,0.6078194940876825,0.877181012529587
A10_FULL_PUD_FREEZE,32,0.0,1.0,0.0,0.37787245710690814,0.0,0.23219269643963183,1.4986498178425507,0.6266666666666666,0.04999999999999993,0.0166666666666667,0.0,0.06224409384000396,0.0,2943204682.0,0.0,0.0,0.0,0.7995373393826245,0.6934254941420303,0.7995373393826245,0.6934254941420303
A10_FULL_PUD_FREEZE,33,0.0,1.0,0.0,0.22500359018643692,0.0,0.23739078665765057,1.48312194542141,0.79,0.24,-0.009999999999999967,0.0,0.07011432202416586,0.0,2366291527.0,0.0,0.0,0.0,0.5398929839376566,0.8987027993036577,0.5398929839376566,0.8987027993036577
A10_FULL_PUD_FREEZE,34,1.0,1.0,0.0,0.613163024187088,0.0,0.37667845346203244,1.6187114186794769,0.6566666666666666,0.07333333333333329,0.05999999999999996,0.0,0.06693011028366642,0.0,2377459006.3333335,0.0,0.0,0.0,0.790172109324839,0.7493859812033947,0.790172109324839,0.7493859812033947
A10_FULL_PUD_FREEZE,35,3.0,1.0,0.0,0.2461447715759277,0.0,0.2658336496397028,2.8113041276612285,0.82,0.08666666666666673,-0.0033333333333332963,0.0,0.19353786807001572,0.0,3213953096.0,0.0,0.0,0.0,0.8147161825842636,0.9212453459054745,0.8147161825842636,0.9212453459054745
A10_FULL_PUD_FREEZE,38,4.0,1.0,0.0,0.15563569466272986,0.0,0.17111534434340994,1.4865161640354962,0.7266666666666666,0.2399999999999999,-0.02333333333333333,0.0,0.11056340226413708,0.0,2809143338.6666665,0.0,0.0,0.0,0.6104680350150027,0.8527294999134515,0.6104680350150027,0.8527294999134515
A10_FULL_PUD_FREEZE,40,1.0,1.0,0.0,0.29512059191862744,0.0,0.27584839614402124,2.081005518724961,0.8066666666666666,0.15000000000000002,0.03666666666666667,0.0,0.06196242354138396,0.0,1924690269.3333333,0.0,0.0,0.0,0.7948743148286289,0.8531841503520909,0.7948743148286289,0.8531841503520909
A10_FULL_PUD_FREEZE,41,0.0,1.0,0.0,0.35737284024556476,0.0,0.1526827876270378,1.418845295578821,0.7366666666666667,0.09999999999999996,0.02,0.0,0.05621117838035653,0.0,3072548954.3333335,0.0,0.0,0.0,0.46611207237927843,0.8994741415357305,0.46611207237927843,0.8994741415357305
A10_FULL_PUD_FREEZE,43,1.0,1.0,0.0,0.11393626282612479,0.0,0.1510697628255866,1.5989689084440661,0.8933333333333334,0.1266666666666666,0.039999999999999966,0.0,0.05939143146541547,0.0,1583431696.3333333,0.0,0.0,0.0,0.7601914196014831,0.8578355704626247,0.7601914196014831,0.8578355704626247
A10_FULL_PUD_FREEZE,44,1.0,1.0,0.0,0.3706425527731578,0.0,0.22009817032622336,1.5425719245416654,0.7633333333333333,0.14333333333333334,0.02666666666666667,0.0,0.06217835020285747,0.0,1860898713.6666667,0.0,0.0,0.0,1.003396387280227,0.7693962452909512,1.003396387280227,0.7693962452909512
A10_FULL_PUD_FREEZE,45,2.0,1.0,0.0,0.36532403031984967,0.0,0.2916167386225167,1.1029234712078944,0.7233333333333333,0.08333333333333323,0.029999999999999968,0.0,0.055368562378555065,0.0,2723700891.0,0.0,0.0,0.0,0.618891397663207,0.7505947044919546,0.618891397663207,0.7505947044919546
A10_FULL_PUD_FREEZE,46,0.0,1.0,0.0,0.18778204917907707,0.0,0.13259175610128002,1.5761425182975113,0.64,0.0799999999999999,-0.0033333333333333986,0.0,0.06048025559265113,0.0,695111636.6666666,0.0,0.0,0.0,0.5993209546644627,0.8628401735664344,0.5993209546644627,0.8628401735664344
A10_FULL_PUD_FREEZE,47,0.0,1.0,0.0,0.470749298731486,0.0,0.24948271646573827,1.598070264176622,0.94,0.31333333333333324,0.06999999999999994,0.0,0.06341024786686393,0.0,1873142317.3333333,0.0,0.0,0.0,0.6011143056894417,0.8742817269423439,0.6011143056894417,0.8742817269423439
A10_FULL_PUD_FREEZE,48,1.0,1.0,0.0,0.17426912983258566,0.0,0.23403091153747893,1.365427711571267,0.6866666666666666,0.1766666666666666,-0.0133333333333333,0.0,0.0583709461131623,0.0,1235303765.6666667,0.0,0.0,0.0,0.8782427345802688,0.7095093084924491,0.8782427345802688,0.7095093084924491
A10_FULL_PUD_FREEZE,49,0.0,1.0,0.0,0.20469066997369126,0.0,0.13276489741193157,1.5495275650444775,0.8300000000000001,0.15666666666666665,0.05666666666666661,0.0,0.0570505553474909,0.0,1824504464.6666667,0.0,0.0,0.0,0.532876001562314,0.8779093451912509,0.532876001562314,0.8779093451912509
A10_FULL_PUD_FREEZE,50,1.0,1.0,0.0,0.3655044635136922,0.0,0.29890532310984724,1.3301449152463232,0.5833333333333334,0.09666666666666661,-0.06333333333333326,0.0,0.061227661430336366,0.0,2130523954.0,0.0,0.0,0.0,0.7149807499520917,0.8062148401227437,0.7149807499520917,0.8062148401227437
A10_FULL_PUD_FREEZE,52,4.0,1.0,0.0,0.14667243510484693,0.0,0.23760349548064577,1.442718355833355,0.7799999999999999,0.18999999999999995,-0.013333333333333334,0.0,0.11567454625515883,0.0,1703989275.6666667,0.0,0.0,0.0,0.7411277255679436,0.8080046574862169,0.7411277255679436,0.8080046574862169
A10_FULL_PUD_FREEZE,53,2.0,1.0,0.0,0.1952684919039408,0.0,0.22263866532790996,1.232071979486302,0.7666666666666666,0.12,0.02666666666666667,0.0,0.06663744401556283,0.0,2788335864.6666665,0.0,0.0,0.0,0.8521761755167808,0.6949504412869457,0.8521761755167808,0.6949504412869457
A2_DUAL_CONTROL,1,3.0,1.0,0.0,0.3299420475959777,0.0,0.3568262441714993,1.222488891221024,0.6766666666666666,0.07333333333333326,0.03999999999999993,0.0,0.18386381633840565,0.0,1923522106.3333333,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,2,1.0,1.0,0.0,0.5626141428947449,0.0,0.8528420417866371,1.2556677415089492,0.7333333333333334,0.0466666666666667,0.04,0.0,0.08862530818059257,0.0,2352431086.6666665,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,3,4.0,1.0,0.0,0.4742656946182251,0.0,0.2903967562908656,1.918788022367548,0.9,0.09999999999999994,0.1599999999999999,0.0,0.15309934745491527,0.0,1799297842.0,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,5,3.0,1.0,0.0,0.26570146282513935,0.0,0.31612371147524465,1.1222653815602646,0.7266666666666666,0.05666666666666664,0.05666666666666667,0.0,0.19988272966360698,0.0,2061810281.0,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,6,3.0,1.0,0.0,0.15523129701614377,0.0,0.3106508320351859,1.610321499366927,0.9633333333333333,0.056666666666666636,0.03666666666666663,0.0,0.1870222822681112,0.0,1866097328.3333333,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,7,3.0,1.0,0.0,0.32270103693008423,0.0,0.35295787095203623,1.2439135175040021,0.79,0.15666666666666665,0.029999999999999968,0.0,0.17643104694786005,0.0,2898510408.6666665,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,8,4.0,1.0,0.0,0.40896232922871906,0.0,0.42208540228634384,1.5814973279250735,0.7933333333333333,0.13999999999999999,0.12333333333333334,0.0,0.15491223833725443,0.0,1611535580.3333333,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,9,2.0,1.0,0.0,0.24251418809096012,0.0,0.23157720627281128,1.0353167611740643,0.5933333333333333,-0.0166666666666667,0.0333333333333333,0.0,0.05380992516972507,0.0,1539718714.0,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,10,2.0,1.0,0.0,0.2695052474737167,0.0,0.2807230903859197,0.8044633877868778,0.6866666666666666,0.036666666666666674,0.040000000000000036,0.0,0.05811458210164624,0.0,2056993607.6666667,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,11,4.0,1.0,0.0,0.5461145242055258,0.0,0.5203254125589094,1.2119054548212265,0.7433333333333333,0.04999999999999997,0.05666666666666667,0.0,0.23872720705498654,0.0,978848596.3333334,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,14,1.0,1.0,0.0,0.3598726689815521,0.0,0.3777848398748284,1.5255522992085577,0.7366666666666667,0.15999999999999995,0.1133333333333333,0.0,0.07301527420065394,0.0,3128752704.6666665,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,15,0.0,1.0,0.0,0.282797152797381,0.0,0.4843819301170899,0.9117686106186841,0.85,0.11666666666666659,0.16666666666666666,0.0,0.0736624975730744,0.0,2108865884.6666667,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,16,2.0,1.0,0.0,0.1938501546780268,0.0,0.21199966710623072,1.1869989016013276,0.84,0.09666666666666664,-3.411622836087721e-17,0.0,0.050432077460971336,0.0,2059467834.6666667,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,19,0.0,1.0,0.0,0.3745218912760417,0.0,0.5171382678417974,0.8578137127672006,0.7333333333333334,0.0233333333333333,0.0833333333333333,0.0,0.07805917034645947,0.0,1717914582.0,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,20,3.0,1.0,0.0,0.2568454444408417,0.0,0.22874229476707608,1.4160629596967238,0.8966666666666666,0.1166666666666666,0.0866666666666666,0.0,0.18680343574613967,0.0,2825617084.3333335,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,21,2.0,1.0,0.0,0.23568363984425858,0.0,0.2626675095168048,1.1911380216554928,0.8466666666666667,0.09666666666666661,0.11666666666666663,0.0,0.064328331655597,0.0,1911490003.0,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,22,2.0,1.0,0.0,0.3969752093156178,0.0,0.38758632059707127,0.818693040806686,0.62,0.07666666666666665,-0.016666666666666632,0.0,0.051544581347183066,0.0,2124810283.3333333,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,23,3.0,1.0,0.0,0.36775866647561384,0.0,0.5447321406557027,1.0900115826360204,0.65,0.0466666666666666,0.013333333333333369,0.0,0.18908202937288668,0.0,2838440269.3333335,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,26,3.0,1.0,0.0,0.14298582573731736,0.0,0.19240778348268103,1.4535365512445726,0.8566666666666668,0.07666666666666659,0.04333333333333326,0.0,0.16706331085191586,0.0,1843744944.6666667,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,27,4.0,1.0,0.0,0.3049926956494649,0.0,0.2839411968766439,1.6646015086770578,0.8866666666666667,0.029999999999999968,0.016666666666666666,0.0,0.14499539873586356,0.0,1616602885.3333333,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,28,4.0,1.0,0.0,0.1502064044276873,0.0,0.40125220675045425,1.6665125848620237,0.8733333333333334,0.05999999999999997,0.10999999999999993,0.0,0.14570156888352317,0.0,2990369107.3333335,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,30,4.0,1.0,0.0,0.15626501291990277,0.0,0.3165311139064557,1.1479100436662317,0.7399999999999999,0.13333333333333328,0.05000000000000001,0.0,0.13240247489279913,0.0,2813836455.0,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,31,2.0,1.0,0.0,0.3076845556497574,0.0,0.2429196993795623,1.1179384285994292,0.8666666666666667,0.10999999999999997,0.16666666666666666,0.0,0.057819478198823694,0.0,295472364.3333333,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,32,0.0,1.0,0.0,0.382570614417394,0.0,0.3497587367080577,0.9731402780585882,0.6766666666666667,-0.013333333333333267,0.059999999999999935,0.0,0.05652006659820357,0.0,2943204682.0,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,33,0.0,1.0,0.0,0.2731063862641652,0.0,0.35483867552321297,0.9496080040505034,0.8066666666666666,0.059999999999999935,0.0133333333333333,0.0,0.06801967096852711,0.0,2366291527.0,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,34,1.0,1.0,0.0,0.6359180410703024,0.0,0.7475021621879056,1.348650123124483,0.6733333333333333,0.13333333333333322,0.056666666666666594,0.0,0.06414106383391494,0.0,2377459006.3333335,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,35,3.0,1.0,0.0,0.3222091843684514,0.0,0.42629254205632455,1.6903719012264695,0.8266666666666667,0.0699999999999999,-0.006666666666666741,0.0,0.17904103912031152,0.0,3213953096.0,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,38,4.0,1.0,0.0,0.12088480840126666,0.0,0.28348794933996985,1.1481379134181722,0.7399999999999999,0.11999999999999995,-3.23815048849004e-17,0.0,0.1585380131240375,0.0,2809143338.6666665,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,40,1.0,1.0,0.0,0.40294740597407025,0.0,0.7202529115463138,1.2034117052483901,0.7800000000000001,0.03333333333333333,0.0633333333333334,0.0,0.0688087415647053,0.0,1924690269.3333333,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,41,0.0,1.0,0.0,0.5196893314520518,0.0,0.358938669329322,0.9734813477091637,0.7833333333333333,0.06999999999999997,0.04000000000000003,0.0,0.0545822860096439,0.0,3072548954.3333335,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,43,1.0,1.0,0.0,0.11652542650699614,0.0,0.2249930785611194,1.4742908163117951,0.9199999999999999,0.12666666666666657,0.20333333333333334,0.0,0.06351836625308867,0.0,1583431696.3333333,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,44,1.0,1.0,0.0,0.4095175464948018,0.0,0.40872377368638807,1.5002735551506559,0.8133333333333334,0.14666666666666664,0.09999999999999996,0.0,0.07293533086368777,0.0,1860898713.6666667,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,45,2.0,1.0,0.0,0.4008837143580119,0.0,0.4222261514749079,1.0108975206245023,0.7666666666666666,0.06666666666666667,0.10333333333333333,0.0,0.0544953264023501,0.0,2723700891.0,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,46,0.0,1.0,0.0,0.24241602420806876,0.0,0.2164528016099929,1.0511317105768638,0.6733333333333333,-0.0033333333333333335,0.039999999999999966,0.0,0.05615624189842633,0.0,695111636.6666666,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,47,0.0,1.0,0.0,0.45921647548675537,0.0,0.35707007085545506,1.0130477378248584,0.91,0.10333333333333332,0.07333333333333336,0.0,0.07023239097643642,0.0,1873142317.3333333,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,48,1.0,1.0,0.0,0.2502173533042272,0.0,0.5019293529258778,1.5407656592974321,0.6699999999999999,0.10333333333333326,0.07999999999999997,0.0,0.05896287871557187,0.0,1235303765.6666667,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,49,0.0,1.0,0.0,0.23359500865141547,0.0,0.14203656263481043,0.9797764953620889,0.8766666666666666,0.0666666666666666,0.09333333333333323,0.0,0.056521667408963396,0.0,1824504464.6666667,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,50,1.0,1.0,0.0,0.4645681480566661,0.0,0.7222492100558369,1.19304818362318,0.5633333333333334,0.02666666666666667,-0.020000000000000004,0.0,0.06593300307781903,0.0,2130523954.0,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,52,4.0,1.0,0.0,0.20612554252147675,0.0,0.35874748190022343,1.5263564092371056,0.8033333333333333,0.1733333333333333,0.13666666666666663,0.0,0.11467530707016636,0.0,1703989275.6666667,0.0,0.0,0.0,,,,
A2_DUAL_CONTROL,53,2.0,1.0,0.0,0.18562462429205573,0.0,0.17079989013177918,0.9695949647873077,0.7666666666666666,0.04,0.043333333333333335,0.0,0.059277633517109435,0.0,2788335864.6666665,0.0,0.0,0.0,,,,
A3_P_ONLY,1,3.0,0.0,0.0,0.2877415418624878,0.0,0.3770861563254389,1.873805178594948,0.6399999999999999,0.0899999999999998,0.0199999999999999,0.0,0.1837416779184291,0.0,1440890191.0,0.0,0.0,0.0,,,,
A3_P_ONLY,2,1.0,0.0,0.0,0.406017005443573,0.0,0.2165194267925161,2.027691716711589,0.7,0.1699999999999999,-0.01,0.0,0.0617036635709005,0.0,2767353293.0,0.0,0.0,0.0,,,,
A3_P_ONLY,3,4.0,0.0,0.0,0.4481572210788727,0.0,0.5097859202433817,2.1103071615481515,0.87,0.2299999999999999,0.05,0.0,0.1755511718603137,0.0,587539670.0,0.0,0.0,0.0,,,,
A3_P_ONLY,5,3.0,0.0,0.0,0.2981601059436798,0.0,0.1947651599727859,1.5456453766744187,0.75,0.13,0.03,0.0,0.2056800163563579,0.0,968103242.0,0.0,0.0,0.0,,,,
A3_P_ONLY,6,3.0,0.0,0.0,0.1173738911747932,0.0,0.2562808702501717,2.340631851897081,0.96,0.27,0.01,0.0,0.1851749672287015,0.0,1497263779.0,0.0,0.0,0.0,,,,
A3_P_ONLY,7,3.0,0.0,0.0,0.1887780427932739,0.0,0.1828324013852367,1.758422956666609,0.76,0.2299999999999999,0.02,0.0,0.1721031062529597,0.0,3297011816.0,0.0,0.0,0.0,,,,
A3_P_ONLY,8,4.0,0.0,0.0,0.369125097990036,0.0,0.2744312370935254,1.6559737905874212,0.69,0.12,0.0199999999999999,0.0,0.1196285567108224,0.0,2769392552.0,0.0,0.0,0.0,,,,
A3_P_ONLY,9,2.0,0.0,0.0,0.1853552609682083,0.0,0.1265378692976321,1.29462334163718,0.5800000000000001,-0.02,-0.0099999999999998,0.0,0.0499876665234983,0.0,881256059.0,0.0,0.0,0.0,,,,
A3_P_ONLY,10,2.0,0.0,0.0,0.2527441680431366,0.0,0.1844777240931165,0.9319652014281496,0.69,0.0399999999999999,0.0499999999999999,0.0,0.0493708120721344,0.0,509982948.0,0.0,0.0,0.0,,,,
A3_P_ONLY,11,4.0,0.0,0.0,0.3536583185195923,0.0,0.4280940839109441,1.686833887682477,0.79,0.1200000000000001,0.02,0.0,0.2084252222513259,0.0,2131309557.0,0.0,0.0,0.0,,,,
A3_P_ONLY,14,1.0,0.0,0.0,0.3189434707164764,0.0,0.1864886824384004,1.8687684444333013,0.8,0.29,0.04,0.0,0.0734622929740276,0.0,1242380889.0,0.0,0.0,0.0,,,,
A3_P_ONLY,15,0.0,0.0,0.0,0.1717183291912078,0.0,0.2758005422582163,1.301957095833748,0.8200000000000001,0.02,0.08,0.0,0.0772707457423155,0.0,3434672688.0,0.0,0.0,0.0,,,,
A3_P_ONLY,16,2.0,0.0,0.0,0.1701961755752563,0.0,0.0925621848955885,2.4221927235865346,0.8200000000000001,0.1,0.02,0.0,0.0575614944519263,0.0,1625490086.0,0.0,0.0,0.0,,,,
A3_P_ONLY,19,0.0,0.0,0.0,0.2119335681200027,0.0,0.3063835409044597,1.147072110845375,0.6599999999999999,0.0299999999999999,0.0,0.0,0.0795438819690991,0.0,2330922183.0,0.0,0.0,0.0,,,,
A3_P_ONLY,20,3.0,0.0,0.0,0.1688378900289535,0.0,0.2575962514606391,2.2711606194101464,0.8799999999999999,0.3099999999999999,0.0299999999999999,0.0,0.1811848296379685,0.0,705387408.0,0.0,0.0,0.0,,,,
A3_P_ONLY,21,2.0,0.0,0.0,0.2434999644756317,0.0,0.279162845269356,1.6209502385796704,0.85,0.36,0.0099999999999998,0.0,0.0647136016604392,0.0,1588048475.0,0.0,0.0,0.0,,,,
A3_P_ONLY,22,2.0,0.0,0.0,0.3553943037986755,0.0,0.2204085512403089,1.4299805213948664,0.64,0.0699999999999999,1.1102230246251563e-16,0.0,0.0574200384041996,0.0,1850167548.0,0.0,0.0,0.0,,,,
A3_P_ONLY,23,3.0,0.0,0.0,0.3189490139484405,0.0,0.4800275803029512,1.4816409870673333,0.6699999999999999,0.1699999999999999,0.0499999999999999,0.0,0.2175758636324515,0.0,3575537568.0,0.0,0.0,0.0,,,,
