task,dataset,fold,seed,subject_id,method,BA,macro_F1,accuracy,trials
OpenBMI_MI,OpenBMI,1,0,35,XS_FT_GATE_OFF,0.87,0.8696741854636592,0.87,100
OpenBMI_MI,OpenBMI,1,0,40,XS_FT_GATE_OFF,0.79,0.7898108297467721,0.79,100
OpenBMI_MI,OpenBMI,1,0,43,XS_FT_GATE_OFF,0.9,0.898989898989899,0.9,100
OpenBMI_MI,OpenBMI,2,0,1,XS_FT_GATE_OFF,0.65,0.612789025334661,0.65,100
OpenBMI_MI,OpenBMI,2,0,11,XS_FT_GATE_OFF,0.66,0.66,0.66,100
OpenBMI_MI,OpenBMI,2,0,23,XS_FT_GATE_OFF,0.75,0.7406369955389562,0.75,100
OpenBMI_MI,OpenBMI,2,0,30,XS_FT_GATE_OFF,0.76,0.7599039615846338,0.76,100
OpenBMI_MI,OpenBMI,2,0,48,XS_FT_GATE_OFF,0.6100000000000001,0.6090225563909775,0.61,100
OpenBMI_MI,OpenBMI,2,0,50,XS_FT_GATE_OFF,0.6,0.586606035551881,0.6,100
OpenBMI_MI,OpenBMI,2,0,52,XS_FT_GATE_OFF,0.8,0.7947454844006567,0.8,100
OpenBMI_MI,OpenBMI,2,0,8,XS_FT_GATE_OFF,0.8,0.7933030177759405,0.8,100
OpenBMI_MI,OpenBMI,3,0,10,XS_FT_GATE_OFF,0.7,0.6921182266009853,0.7,100
OpenBMI_MI,OpenBMI,3,0,16,XS_FT_GATE_OFF,0.95,0.9499949994999499,0.95,100
OpenBMI_MI,OpenBMI,3,0,19,XS_FT_GATE_OFF,0.72,0.7126436781609196,0.72,100
OpenBMI_MI,OpenBMI,3,0,22,XS_FT_GATE_OFF,0.7,0.6940024479804161,0.7,100
OpenBMI_MI,OpenBMI,3,0,27,XS_FT_GATE_OFF,0.9,0.9,0.9,100
OpenBMI_MI,OpenBMI,3,0,34,XS_FT_GATE_OFF,0.63,0.5847828526540231,0.63,100
OpenBMI_MI,OpenBMI,3,0,45,XS_FT_GATE_OFF,0.75,0.74997499749975,0.75,100
OpenBMI_MI,OpenBMI,3,0,49,XS_FT_GATE_OFF,0.77,0.7631551848419318,0.77,100
OpenBMI_MI,OpenBMI,4,0,20,XS_FT_GATE_OFF,0.8799999999999999,0.8795664391810518,0.88,100
OpenBMI_MI,OpenBMI,4,0,21,XS_FT_GATE_OFF,0.97,0.9699729756781104,0.97,100
OpenBMI_MI,OpenBMI,4,0,41,XS_FT_GATE_OFF,0.77,0.769792813532179,0.77,100
OpenBMI_MI,OpenBMI,4,0,44,XS_FT_GATE_OFF,0.86,0.8572011423908609,0.86,100
OpenBMI_MI,OpenBMI,4,0,46,XS_FT_GATE_OFF,0.72,0.6996996996996997,0.72,100
OpenBMI_MI,OpenBMI,4,0,53,XS_FT_GATE_OFF,0.79,0.7882851093860268,0.79,100
OpenBMI_MI,OpenBMI,4,0,7,XS_FT_GATE_OFF,0.78,0.779205138498595,0.78,100
OpenBMI_MI,OpenBMI,4,0,9,XS_FT_GATE_OFF,0.75,0.7479584635547938,0.75,100
OpenBMI_SSVEP,OpenBMI,0,0,15,XS_FT_GATE_OFF,0.86,0.858279569892473,0.86,100
OpenBMI_SSVEP,OpenBMI,0,0,3,XS_FT_GATE_OFF,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,0,0,32,XS_FT_GATE_OFF,0.82,0.8156247039426826,0.82,100
OpenBMI_SSVEP,OpenBMI,0,0,33,XS_FT_GATE_OFF,0.98,0.9799679487179488,0.98,100
OpenBMI_SSVEP,OpenBMI,0,0,38,XS_FT_GATE_OFF,0.96,0.9601920768307324,0.96,100
OpenBMI_SSVEP,OpenBMI,0,0,47,XS_FT_GATE_OFF,0.95,0.95089861379755,0.95,100
OpenBMI_SSVEP,OpenBMI,0,0,5,XS_FT_GATE_OFF,0.88,0.8797222222222222,0.88,100
OpenBMI_SSVEP,OpenBMI,0,0,6,XS_FT_GATE_OFF,0.99,0.9899959983993597,0.99,100
OpenBMI_SSVEP,OpenBMI,1,0,14,XS_FT_GATE_OFF,0.77,0.7717721050684425,0.77,100
OpenBMI_SSVEP,OpenBMI,1,0,2,XS_FT_GATE_OFF,0.95,0.9501444808692708,0.95,100
OpenBMI_SSVEP,OpenBMI,1,0,26,XS_FT_GATE_OFF,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,1,0,28,XS_FT_GATE_OFF,0.99,0.9899959983993598,0.99,100
OpenBMI_SSVEP,OpenBMI,1,0,31,XS_FT_GATE_OFF,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,1,0,35,XS_FT_GATE_OFF,0.8300000000000001,0.8324859740407791,0.83,100
OpenBMI_SSVEP,OpenBMI,1,0,40,XS_FT_GATE_OFF,0.86,0.8573159919705586,0.86,100
OpenBMI_SSVEP,OpenBMI,1,0,43,XS_FT_GATE_OFF,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,2,0,1,XS_FT_GATE_OFF,0.8799999999999999,0.8781611263550898,0.88,100
OpenBMI_SSVEP,OpenBMI,2,0,11,XS_FT_GATE_OFF,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,2,0,23,XS_FT_GATE_OFF,0.61,0.6020367455492835,0.61,100
OpenBMI_SSVEP,OpenBMI,2,0,30,XS_FT_GATE_OFF,0.87,0.8702976190476192,0.87,100
OpenBMI_SSVEP,OpenBMI,2,0,48,XS_FT_GATE_OFF,0.99,0.9899959983993597,0.99,100
OpenBMI_SSVEP,OpenBMI,2,0,50,XS_FT_GATE_OFF,0.94,0.9403344671201814,0.94,100
OpenBMI_SSVEP,OpenBMI,2,0,52,XS_FT_GATE_OFF,0.98,0.9801805337519625,0.98,100
OpenBMI_SSVEP,OpenBMI,2,0,8,XS_FT_GATE_OFF,0.9199999999999999,0.919663682166811,0.92,100
OpenBMI_SSVEP,OpenBMI,3,0,10,XS_FT_GATE_OFF,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,3,0,16,XS_FT_GATE_OFF,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,3,0,19,XS_FT_GATE_OFF,0.99,0.9899959983993597,0.99,100
OpenBMI_SSVEP,OpenBMI,3,0,22,XS_FT_GATE_OFF,0.7400000000000001,0.7459219858156028,0.74,100
OpenBMI_SSVEP,OpenBMI,3,0,27,XS_FT_GATE_OFF,0.99,0.9899959983993598,0.99,100
OpenBMI_SSVEP,OpenBMI,3,0,34,XS_FT_GATE_OFF,0.77,0.7696316262353998,0.77,100
OpenBMI_SSVEP,OpenBMI,3,0,45,XS_FT_GATE_OFF,0.99,0.9899959983993597,0.99,100
OpenBMI_SSVEP,OpenBMI,3,0,49,XS_FT_GATE_OFF,0.52,0.46181444425179696,0.52,100
OpenBMI_SSVEP,OpenBMI,4,0,20,XS_FT_GATE_OFF,0.98,0.979779411764706,0.98,100
OpenBMI_SSVEP,OpenBMI,4,0,21,XS_FT_GATE_OFF,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,4,0,41,XS_FT_GATE_OFF,0.99,0.9899959983993597,0.99,100
OpenBMI_SSVEP,OpenBMI,4,0,44,XS_FT_GATE_OFF,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,4,0,46,XS_FT_GATE_OFF,0.97,0.9699764521193093,0.97,100
OpenBMI_SSVEP,OpenBMI,4,0,53,XS_FT_GATE_OFF,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,4,0,7,XS_FT_GATE_OFF,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,4,0,9,XS_FT_GATE_OFF,0.96,0.9601262674881273,0.96,100
WBCIC_MI,WBCIC,0,0,sub-18,XS_FT_GATE_OFF,0.64,0.633811412877632,0.64,200
WBCIC_MI,WBCIC,0,0,sub-22,XS_FT_GATE_OFF,0.745,0.7435575109993715,0.745,200
WBCIC_MI,WBCIC,0,0,sub-35,XS_FT_GATE_OFF,0.925,0.9246817805227084,0.925,200
WBCIC_MI,WBCIC,0,0,sub-44,XS_FT_GATE_OFF,0.8300000000000001,0.8299319727891157,0.83,200
WBCIC_MI,WBCIC,0,0,sub-49,XS_FT_GATE_OFF,0.865,0.8649696181640869,0.865,200
WBCIC_MI,WBCIC,0,0,sub-6,XS_FT_GATE_OFF,0.85,0.8481627695110842,0.85,200
WBCIC_MI,WBCIC,0,0,sub-9,XS_FT_GATE_OFF,0.63,0.6269785260610949,0.63,200
WBCIC_MI,WBCIC,1,0,sub-12,XS_FT_GATE_OFF,0.73,0.72997299729973,0.73,200
WBCIC_MI,WBCIC,1,0,sub-28,XS_FT_GATE_OFF,0.69,0.6693333333333333,0.69,200
WBCIC_MI,WBCIC,1,0,sub-30,XS_FT_GATE_OFF,0.875,0.8740903024350936,0.875,200
WBCIC_MI,WBCIC,1,0,sub-37,XS_FT_GATE_OFF,0.81,0.809313528703332,0.81,200
WBCIC_MI,WBCIC,1,0,sub-45,XS_FT_GATE_OFF,0.935,0.934959349593496,0.935,200
WBCIC_MI,WBCIC,1,0,sub-7,XS_FT_GATE_OFF,0.8049999999999999,0.8023865622862355,0.805,200
WBCIC_MI,WBCIC,2,0,sub-1,XS_FT_GATE_OFF,0.935,0.934998374959374,0.935,200
WBCIC_MI,WBCIC,2,0,sub-14,XS_FT_GATE_OFF,0.53,0.5191815856777494,0.53,200
WBCIC_MI,WBCIC,2,0,sub-23,XS_FT_GATE_OFF,0.94,0.9397832195905259,0.94,200
WBCIC_MI,WBCIC,2,0,sub-32,XS_FT_GATE_OFF,0.615,0.6107080563209384,0.615,200
WBCIC_MI,WBCIC,2,0,sub-34,XS_FT_GATE_OFF,0.52,0.5073891625615763,0.52,200
WBCIC_MI,WBCIC,2,0,sub-50,XS_FT_GATE_OFF,0.9450000000000001,0.9449656035021888,0.945,200
WBCIC_MI,WBCIC,3,0,sub-11,XS_FT_GATE_OFF,0.7050000000000001,0.7041049173750595,0.705,200
WBCIC_MI,WBCIC,3,0,sub-13,XS_FT_GATE_OFF,0.88,0.8798919027124412,0.88,200
WBCIC_MI,WBCIC,3,0,sub-24,XS_FT_GATE_OFF,0.9231376262626263,0.9230688303832093,0.9230769230769231,195
WBCIC_MI,WBCIC,3,0,sub-26,XS_FT_GATE_OFF,0.72,0.7186212440960708,0.72,200
WBCIC_MI,WBCIC,3,0,sub-29,XS_FT_GATE_OFF,0.885,0.8849971249281232,0.885,200
WBCIC_MI,WBCIC,3,0,sub-47,XS_FT_GATE_OFF,0.855,0.8536794571003304,0.855,200
WBCIC_MI,WBCIC,4,0,sub-16,XS_FT_GATE_OFF,0.5700000000000001,0.567882624861823,0.57,200
WBCIC_MI,WBCIC,4,0,sub-27,XS_FT_GATE_OFF,0.645,0.64349376114082,0.645,200
WBCIC_MI,WBCIC,4,0,sub-36,XS_FT_GATE_OFF,0.97,0.9699879951980792,0.97,200
WBCIC_MI,WBCIC,4,0,sub-41,XS_FT_GATE_OFF,0.88,0.8792270531400965,0.88,200
WBCIC_MI,WBCIC,4,0,sub-48,XS_FT_GATE_OFF,0.86,0.8599439775910365,0.86,200
WBCIC_MI,WBCIC,4,0,sub-5,XS_FT_GATE_OFF,0.8049999999999999,0.8049561151259033,0.805,200
