task,dataset,fold,seed,checkpoint_path,checkpoint_sha256,training_architecture,selected_epoch,stored_inner_val_BA,stored_checkpoint_sha256,stored_result_source,split_sha256,normalizer_path,normalizer_sha256,code_source_path,code_source_sha256,code_commit_before_ft,total_parameter_count
OpenBMI_SSVEP,OpenBMI,0,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold0_litebn_xs/selected_best.pt,b9c1df68ad52e46a61f187d4c8ebf693b0c8b3ae1afe28f28c67e0829f2da913,LiteBN_XS,55.0,0.9566666666666668,b9c1df68ad52e46a61f187d4c8ebf693b0c8b3ae1afe28f28c67e0829f2da913,/root/rivermind-data/CRCICLR_TASK_GENERALITY_WORK/experiments/persist_eeg_litebn_x_singlemodel_seed0_v1/outputs/POSTHOC_XS_SEED0_SSVEP_INNERVAL.csv,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_ssvep_fold0.npz,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,/root/rivermind-data/CRCICLR_TASK_GENERALITY_WORK/experiments/persist_eeg_litebn_x_singlemodel_seed0_v1/code/litebn_x.py,5fa225c30f1938146a71f7655d56c487f457b8ab4a35c1a724a527e606c7dbf5,bcb73cd323d265801d8c2f6eb4ec064b92a41ae8,220025
OpenBMI_SSVEP,OpenBMI,1,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold1_litebn_xs/selected_best.pt,3ece8d07e67feda07a6dcfb3c53446dc5a08487d0a548a42ea7eefd4d7199c5a,LiteBN_XS,48.0,0.96,3ece8d07e67feda07a6dcfb3c53446dc5a08487d0a548a42ea7eefd4d7199c5a,/root/rivermind-data/CRCICLR_TASK_GENERALITY_WORK/experiments/persist_eeg_litebn_x_singlemodel_seed0_v1/outputs/POSTHOC_XS_SEED0_SSVEP_INNERVAL.csv,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_ssvep_fold1.npz,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,/root/rivermind-data/CRCICLR_TASK_GENERALITY_WORK/experiments/persist_eeg_litebn_x_singlemodel_seed0_v1/code/litebn_x.py,5fa225c30f1938146a71f7655d56c487f457b8ab4a35c1a724a527e606c7dbf5,bcb73cd323d265801d8c2f6eb4ec064b92a41ae8,220025
OpenBMI_SSVEP,OpenBMI,2,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold2_litebn_xs/selected_best.pt,1f17098aa7e1e423b70bdc69bab70c37a874ba59f73b007b30c8564ed051a09b,LiteBN_XS,36.0,0.9383333333333334,1f17098aa7e1e423b70bdc69bab70c37a874ba59f73b007b30c8564ed051a09b,/root/rivermind-data/CRCICLR_TASK_GENERALITY_WORK/experiments/persist_eeg_litebn_x_singlemodel_seed0_v1/outputs/POSTHOC_XS_SEED0_SSVEP_INNERVAL.csv,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_ssvep_fold2.npz,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,/root/rivermind-data/CRCICLR_TASK_GENERALITY_WORK/experiments/persist_eeg_litebn_x_singlemodel_seed0_v1/code/litebn_x.py,5fa225c30f1938146a71f7655d56c487f457b8ab4a35c1a724a527e606c7dbf5,bcb73cd323d265801d8c2f6eb4ec064b92a41ae8,220025
OpenBMI_SSVEP,OpenBMI,3,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold3_litebn_xs/selected_best.pt,9c263b210cbd24bde68ce3610d582851fdd5b90ca14598462160c4220e06c3e2,LiteBN_XS,36.0,0.8799999999999999,9c263b210cbd24bde68ce3610d582851fdd5b90ca14598462160c4220e06c3e2,/root/rivermind-data/CRCICLR_TASK_GENERALITY_WORK/experiments/persist_eeg_litebn_x_singlemodel_seed0_v1/outputs/POSTHOC_XS_SEED0_SSVEP_INNERVAL.csv,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_ssvep_fold3.npz,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,/root/rivermind-data/CRCICLR_TASK_GENERALITY_WORK/experiments/persist_eeg_litebn_x_singlemodel_seed0_v1/code/litebn_x.py,5fa225c30f1938146a71f7655d56c487f457b8ab4a35c1a724a527e606c7dbf5,bcb73cd323d265801d8c2f6eb4ec064b92a41ae8,220025
OpenBMI_SSVEP,OpenBMI,4,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold4_litebn_xs/selected_best.pt,f13f0bb6ee6cd68b7fe816af1a85c641dc7373501069d96212be39d5843a256d,LiteBN_XS,36.0,0.95,f13f0bb6ee6cd68b7fe816af1a85c641dc7373501069d96212be39d5843a256d,/root/rivermind-data/CRCICLR_TASK_GENERALITY_WORK/experiments/persist_eeg_litebn_x_singlemodel_seed0_v1/outputs/POSTHOC_XS_SEED0_SSVEP_INNERVAL.csv,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_ssvep_fold4.npz,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,/root/rivermind-data/CRCICLR_TASK_GENERALITY_WORK/experiments/persist_eeg_litebn_x_singlemodel_seed0_v1/code/litebn_x.py,5fa225c30f1938146a71f7655d56c487f457b8ab4a35c1a724a527e606c7dbf5,bcb73cd323d265801d8c2f6eb4ec064b92a41ae8,220025
WBCIC_MI,WBCIC,0,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold0_litebn_xs/selected_best.pt,c422565bd19b281d7ddbd7c5a5103c38c0908fdda83c32faaf05b80176c2daa6,LiteBN_XS,52.0,0.7036477272727273,c422565bd19b281d7ddbd7c5a5103c38c0908fdda83c32faaf05b80176c2daa6,/root/rivermind-data/CRCICLR_TASK_GENERALITY_WORK/experiments/persist_eeg_litebn_x_singlemodel_seed0_v1/outputs/STAGE_A_INNERVAL_RESULTS.csv,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/wbcic_mi_fold0.npz,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,/root/rivermind-data/CRCICLR_TASK_GENERALITY_WORK/experiments/persist_eeg_litebn_x_singlemodel_seed0_v1/code/litebn_x.py,5fa225c30f1938146a71f7655d56c487f457b8ab4a35c1a724a527e606c7dbf5,bcb73cd323d265801d8c2f6eb4ec064b92a41ae8,219479
WBCIC_MI,WBCIC,1,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold1_litebn_xs/selected_best.pt,e45b2658f076625db6e3b1aff824a194d7c12db64fd0357ddf8689089b963256,LiteBN_XS,16.0,0.8917108585858585,e45b2658f076625db6e3b1aff824a194d7c12db64fd0357ddf8689089b963256,/root/rivermind-data/CRCICLR_TASK_GENERALITY_WORK/experiments/persist_eeg_litebn_x_singlemodel_seed0_v1/outputs/STAGE_A_INNERVAL_RESULTS.csv,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/wbcic_mi_fold1.npz,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,/root/rivermind-data/CRCICLR_TASK_GENERALITY_WORK/experiments/persist_eeg_litebn_x_singlemodel_seed0_v1/code/litebn_x.py,5fa225c30f1938146a71f7655d56c487f457b8ab4a35c1a724a527e606c7dbf5,bcb73cd323d265801d8c2f6eb4ec064b92a41ae8,219479
WBCIC_MI,WBCIC,2,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold2_litebn_xs/selected_best.pt,b26f1a0812c9ac95607a8d4e0a0376d242271a7f2af3e4a48c9415be7c8b935f,LiteBN_XS,21.0,0.883,b26f1a0812c9ac95607a8d4e0a0376d242271a7f2af3e4a48c9415be7c8b935f,/root/rivermind-data/CRCICLR_TASK_GENERALITY_WORK/experiments/persist_eeg_litebn_x_singlemodel_seed0_v1/outputs/STAGE_A_INNERVAL_RESULTS.csv,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/wbcic_mi_fold2.npz,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,/root/rivermind-data/CRCICLR_TASK_GENERALITY_WORK/experiments/persist_eeg_litebn_x_singlemodel_seed0_v1/code/litebn_x.py,5fa225c30f1938146a71f7655d56c487f457b8ab4a35c1a724a527e606c7dbf5,bcb73cd323d265801d8c2f6eb4ec064b92a41ae8,219479
WBCIC_MI,WBCIC,3,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold3_litebn_xs/selected_best.pt,d819254929e87529cdce06f8ba5d61a7f3b846e4617626d618efdeafa046dc5e,LiteBN_XS,11.0,0.744,d819254929e87529cdce06f8ba5d61a7f3b846e4617626d618efdeafa046dc5e,/root/rivermind-data/CRCICLR_TASK_GENERALITY_WORK/experiments/persist_eeg_litebn_x_singlemodel_seed0_v1/outputs/STAGE_A_INNERVAL_RESULTS.csv,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/wbcic_mi_fold3.npz,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,/root/rivermind-data/CRCICLR_TASK_GENERALITY_WORK/experiments/persist_eeg_litebn_x_singlemodel_seed0_v1/code/litebn_x.py,5fa225c30f1938146a71f7655d56c487f457b8ab4a35c1a724a527e606c7dbf5,bcb73cd323d265801d8c2f6eb4ec064b92a41ae8,219479
WBCIC_MI,WBCIC,4,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold4_litebn_xs/selected_best.pt,d37f0c4c8975406de573c855931935c66374b12aa2f5f04ebf3e3ff8dbb8e49d,LiteBN_XS,32.0,0.77,d37f0c4c8975406de573c855931935c66374b12aa2f5f04ebf3e3ff8dbb8e49d,/root/rivermind-data/CRCICLR_TASK_GENERALITY_WORK/experiments/persist_eeg_litebn_x_singlemodel_seed0_v1/outputs/STAGE_A_INNERVAL_RESULTS.csv,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/wbcic_mi_fold4.npz,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,/root/rivermind-data/CRCICLR_TASK_GENERALITY_WORK/experiments/persist_eeg_litebn_x_singlemodel_seed0_v1/code/litebn_x.py,5fa225c30f1938146a71f7655d56c487f457b8ab4a35c1a724a527e606c7dbf5,bcb73cd323d265801d8c2f6eb4ec064b92a41ae8,219479
