fold,seed,draw,rank,dims,BA,delta_BA_vs_KEEP,rescue_prevalence,harm_prevalence,pair_oracle_headroom,outer_test_used
0,0,24,4,"[4, 5, 11, 12]",0.8282352941176471,-0.006764705882352895,0.020441176470588237,0.027205882352941177,0.020441176470588296,False
0,0,25,4,"[7, 9, 15, 19]",0.7873529411764706,-0.047647058823529376,0.040882352941176474,0.08852941176470588,0.04088235294117648,False
0,0,26,4,"[0, 3, 4, 9]",0.8313235294117647,-0.003676470588235281,0.01588235294117647,0.019558823529411764,0.01588235294117646,False
0,0,27,4,"[1, 10, 15, 17]",0.775,-0.05999999999999994,0.04573529411764706,0.10573529411764705,0.045735294117647096,False
0,0,28,4,"[3, 12, 18, 19]",0.831764705882353,-0.003235294117647003,0.013676470588235293,0.016911764705882352,0.01367647058823529,False
0,0,29,4,"[4, 6, 15, 18]",0.7917647058823529,-0.04323529411764704,0.04029411764705882,0.08352941176470588,0.040294117647058814,False
0,0,30,4,"[0, 1, 11, 13]",0.7248529411764706,-0.11014705882352938,0.06,0.1701470588235294,0.06000000000000005,False
0,0,31,4,"[0, 2, 9, 18]",0.8347058823529412,-0.0002941176470587781,0.013088235294117647,0.01338235294117647,0.013088235294117734,False
0,0,32,4,"[2, 4, 11, 15]",0.7930882352941176,-0.041911764705882315,0.04191176470588235,0.0838235294117647,0.041911764705882426,False
0,0,33,4,"[1, 8, 14, 18]",0.8269117647058823,-0.008088235294117618,0.023088235294117646,0.031176470588235295,0.023088235294117743,False
0,0,34,4,"[1, 4, 16, 19]",0.8301470588235293,-0.004852941176470615,0.026470588235294117,0.03132352941176471,0.026470588235294246,False
0,0,35,4,"[3, 5, 6, 13]",0.7213235294117648,-0.11367647058823516,0.06,0.1736764705882353,0.06000000000000005,False
0,0,36,4,"[1, 2, 10, 16]",0.8114705882352942,-0.0235294117647058,0.03544117647058823,0.058970588235294115,0.03544117647058831,False
0,0,37,4,"[9, 11, 12, 13]",0.7244117647058823,-0.11058823529411765,0.05926470588235294,0.1698529411764706,0.059264705882353,False
0,0,38,4,"[2, 8, 10, 13]",0.7136764705882352,-0.12132352941176472,0.061911764705882354,0.18323529411764705,0.061911764705882444,False
0,0,39,4,"[5, 17, 18, 19]",0.8323529411764705,-0.0026470588235294468,0.019558823529411764,0.022205882352941176,0.01955882352941174,False
0,0,40,4,"[2, 9, 12, 17]",0.830735294117647,-0.004264705882352948,0.015,0.01926470588235294,0.015000000000000013,False
0,0,41,4,"[10, 16, 17, 19]",0.8161764705882353,-0.018823529411764683,0.03426470588235294,0.053088235294117644,0.034264705882352975,False
0,0,42,4,"[1, 5, 10, 11]",0.8141176470588236,-0.020882352941176352,0.029264705882352943,0.05014705882352941,0.02926470588235297,False
0,0,43,4,"[3, 6, 8, 16]",0.8319117647058824,-0.003088235294117614,0.02,0.023088235294117646,0.020000000000000018,False
0,0,44,4,"[5, 12, 15, 19]",0.7851470588235294,-0.049852941176470544,0.04161764705882353,0.09147058823529412,0.04161764705882354,False
0,0,45,4,"[10, 11, 17, 19]",0.8197058823529412,-0.015294117647058791,0.032058823529411765,0.04735294117647059,0.032058823529411806,False
0,0,46,4,"[5, 7, 13, 15]",0.6475,-0.1875,0.06426470588235295,0.25176470588235295,0.064264705882353,False
0,0,47,4,"[4, 6, 10, 11]",0.8179411764705882,-0.017058823529411793,0.031176470588235295,0.04823529411764706,0.03117647058823536,False
0,0,48,4,"[0, 5, 7, 12]",0.8248529411764706,-0.010147058823529398,0.025,0.03514705882352941,0.025000000000000022,False
0,0,49,4,"[8, 12, 13, 14]",0.7136764705882352,-0.12132352941176472,0.06367647058823529,0.185,0.06367647058823533,False
0,0,50,4,"[0, 4, 5, 9]",0.8298529411764706,-0.0051470588235293935,0.021470588235294116,0.02661764705882353,0.02147058823529413,False
0,0,51,4,"[0, 3, 13, 18]",0.7252941176470589,-0.1097058823529411,0.06088235294117647,0.17058823529411765,0.0608823529411765,False
0,0,52,4,"[3, 7, 10, 19]",0.8119117647058823,-0.02308823529411763,0.03294117647058824,0.05602941176470588,0.03294117647058825,False
0,0,53,4,"[4, 10, 12, 18]",0.8129411764705883,-0.022058823529411686,0.03161764705882353,0.05367647058823529,0.03161764705882364,False
0,0,54,4,"[9, 10, 15, 18]",0.7760294117647059,-0.05897058823529411,0.04352941176470588,0.1025,0.04352941176470593,False
0,0,55,4,"[1, 4, 7, 15]",0.7886764705882353,-0.04632352941176465,0.040882352941176474,0.08720588235294117,0.04088235294117648,False
0,0,56,4,"[3, 6, 12, 13]",0.7242647058823529,-0.11073529411764704,0.06,0.17073529411764707,0.06000000000000005,False
0,0,57,4,"[2, 5, 15, 19]",0.786029411764706,-0.04897058823529399,0.045588235294117645,0.09455882352941176,0.04558823529411771,False
0,0,58,4,"[2, 6, 7, 15]",0.7888235294117647,-0.04617647058823526,0.041176470588235294,0.08735294117647059,0.04117647058823537,False
0,0,59,4,"[1, 12, 13, 19]",0.7244117647058823,-0.11058823529411765,0.06220588235294117,0.17279411764705882,0.06220588235294122,False
0,0,60,4,"[11, 15, 18, 19]",0.7855882352941177,-0.049411764705882266,0.041176470588235294,0.09058823529411765,0.04117647058823537,False
0,0,61,4,"[0, 4, 6, 15]",0.7904411764705882,-0.04455882352941176,0.03867647058823529,0.08323529411764706,0.03867647058823531,False
0,0,62,4,"[8, 17, 18, 19]",0.835,0.0,0.015294117647058824,0.015294117647058824,0.015294117647058902,False
0,0,63,4,"[5, 9, 11, 16]",0.8298529411764706,-0.0051470588235293935,0.022205882352941176,0.027352941176470587,0.022205882352941186,False
0,0,64,4,"[0, 4, 16, 17]",0.8236764705882353,-0.011323529411764621,0.023382352941176472,0.03470588235294118,0.02338235294117652,False
0,0,65,4,"[0, 3, 7, 11]",0.8280882352941177,-0.006911764705882284,0.017941176470588235,0.024852941176470588,0.017941176470588238,False
0,0,66,4,"[0, 2, 3, 19]",0.8314705882352942,-0.003529411764705781,0.01588235294117647,0.019411764705882354,0.01588235294117646,False
0,0,67,4,"[2, 3, 13, 17]",0.7275,-0.10749999999999993,0.06132352941176471,0.1688235294117647,0.06132352941176478,False
0,0,68,4,"[8, 9, 17, 18]",0.8348529411764706,-0.00014705882352938904,0.01,0.010147058823529412,0.010000000000000009,False
0,0,69,4,"[4, 5, 6, 11]",0.8327941176470588,-0.0022058823529411686,0.021029411764705883,0.02323529411764706,0.021029411764705852,False
0,0,70,4,"[0, 4, 7, 17]",0.8279411764705882,-0.007058823529411784,0.027058823529411764,0.03411764705882353,0.027058823529411802,False
0,0,71,4,"[3, 8, 11, 13]",0.7269117647058824,-0.1080882352941176,0.06073529411764706,0.1688235294117647,0.06073529411764711,False
0,0,72,4,"[14, 15, 16, 19]",0.7658823529411765,-0.0691176470588235,0.0475,0.11661764705882353,0.0475000000000001,False
0,0,73,4,"[3, 6, 7, 9]",0.8286764705882352,-0.006323529411764728,0.01661764705882353,0.022941176470588236,0.016617647058823515,False
0,0,74,4,"[0, 5, 9, 13]",0.7189705882352941,-0.11602941176470583,0.05970588235294118,0.17573529411764705,0.059705882352941275,False
0,0,75,4,"[6, 7, 18, 19]",0.8279411764705882,-0.007058823529411784,0.018088235294117648,0.02514705882352941,0.018088235294117627,False
0,0,76,4,"[6, 12, 13, 17]",0.7239705882352941,-0.11102941176470582,0.06102941176470588,0.17205882352941176,0.06102941176470589,False
0,0,77,4,"[3, 9, 14, 18]",0.8273529411764706,-0.00764705882352934,0.02235294117647059,0.03,0.022352941176470686,False
0,0,78,4,"[10, 12, 14, 15]",0.7633823529411765,-0.07161764705882345,0.04647058823529412,0.11808823529411765,0.04647058823529415,False
0,0,79,4,"[4, 8, 14, 15]",0.7829411764705883,-0.05205882352941171,0.043823529411764706,0.09588235294117647,0.043823529411764706,False
0,0,80,4,"[1, 4, 11, 15]",0.7929411764705883,-0.042058823529411704,0.04279411764705882,0.08485294117647059,0.04279411764705887,False
0,0,81,4,"[14, 16, 18, 19]",0.8216176470588236,-0.0133823529411764,0.029411764705882353,0.04279411764705882,0.02941176470588236,False
0,0,82,4,"[0, 6, 16, 18]",0.8286764705882352,-0.006323529411764728,0.019411764705882354,0.025735294117647058,0.01941176470588235,False
0,0,83,4,"[7, 10, 14, 15]",0.7608823529411765,-0.07411764705882351,0.04764705882352941,0.12176470588235294,0.04764705882352949,False
0,0,84,4,"[0, 4, 12, 16]",0.8238235294117646,-0.011176470588235343,0.02323529411764706,0.03441176470588235,0.02323529411764702,False
0,0,85,4,"[0, 2, 15, 16]",0.776764705882353,-0.05823529411764694,0.04308823529411765,0.1013235294117647,0.04308823529411776,False
0,0,86,4,"[2, 3, 6, 7]",0.8255882352941176,-0.009411764705882342,0.018088235294117648,0.0275,0.018088235294117627,False
0,0,87,4,"[2, 9, 14, 17]",0.8251470588235295,-0.009852941176470509,0.019852941176470587,0.029705882352941176,0.01985294117647063,False
0,0,88,4,"[2, 5, 9, 19]",0.8313235294117647,-0.003676470588235281,0.02176470588235294,0.025441176470588234,0.02176470588235302,False
0,0,89,4,"[3, 5, 9, 19]",0.8326470588235295,-0.0023529411764704466,0.01573529411764706,0.018088235294117648,0.01573529411764718,False
0,0,90,4,"[0, 8, 15, 17]",0.7883823529411764,-0.04661764705882354,0.040882352941176474,0.0875,0.04088235294117648,False
0,0,91,4,"[1, 9, 10, 15]",0.7758823529411765,-0.0591176470588235,0.04485294117647059,0.10397058823529412,0.04485294117647065,False
0,0,92,4,"[1, 4, 6, 8]",0.8310294117647059,-0.003970588235294059,0.015588235294117648,0.019558823529411764,0.01558823529411768,False
0,0,93,4,"[7, 8, 9, 10]",0.8129411764705883,-0.022058823529411686,0.03323529411764706,0.05529411764705883,0.03323529411764703,False
0,0,94,4,"[2, 3, 5, 19]",0.8308823529411765,-0.004117647058823448,0.021470588235294116,0.025588235294117648,0.02147058823529413,False
0,0,95,4,"[1, 2, 7, 12]",0.8216176470588236,-0.0133823529411764,0.021470588235294116,0.03485294117647059,0.02147058823529413,False
0,0,96,4,"[4, 5, 15, 19]",0.7907352941176471,-0.04426470588235287,0.04205882352941177,0.0863235294117647,0.042058823529411815,False
0,0,97,4,"[1, 2, 11, 19]",0.8314705882352942,-0.003529411764705781,0.02088235294117647,0.02441176470588235,0.020882352941176574,False
0,0,98,4,"[8, 9, 11, 14]",0.826764705882353,-0.008235294117647007,0.02161764705882353,0.02985294117647059,0.02161764705882352,False
0,0,99,4,"[1, 4, 10, 13]",0.7110294117647059,-0.12397058823529405,0.0651470588235294,0.18911764705882353,0.06514705882352945,False
0,1,0,7,"[2, 3, 7, 9, 12, 16, 18]",0.7804411764705883,-0.051470588235294046,0.0425,0.09397058823529411,0.04249999999999998,False
0,1,1,7,"[1, 6, 8, 14, 15, 17, 19]",0.7292647058823529,-0.10264705882352942,0.06102941176470588,0.16367647058823528,0.06102941176470589,False
0,1,2,7,"[0, 3, 5, 9, 16, 17, 18]",0.7841176470588236,-0.047794117647058765,0.04279411764705882,0.09058823529411765,0.04279411764705887,False
0,1,3,7,"[0, 5, 6, 7, 9, 16, 19]",0.8067647058823529,-0.02514705882352941,0.041029411764705884,0.0661764705882353,0.04102941176470598,False
0,1,4,7,"[1, 2, 5, 10, 12, 15, 18]",0.694264705882353,-0.13764705882352934,0.0611764705882353,0.1988235294117647,0.06117647058823528,False
0,1,5,7,"[0, 1, 3, 6, 8, 9, 16]",0.8136764705882353,-0.018235294117647016,0.03485294117647059,0.053088235294117644,0.03485294117647053,False
0,1,6,7,"[0, 1, 2, 8, 11, 12, 14]",0.821764705882353,-0.010147058823529398,0.023823529411764705,0.03397058823529412,0.023823529411764688,False
0,1,7,7,"[4, 8, 9, 10, 13, 16, 19]",0.7898529411764705,-0.042058823529411815,0.04588235294117647,0.08794117647058823,0.045882352941176485,False
0,1,8,7,"[0, 1, 3, 5, 12, 14, 17]",0.8230882352941177,-0.008823529411764675,0.023676470588235295,0.0325,0.0236764705882353,False
0,1,9,7,"[0, 1, 4, 7, 9, 15, 17]",0.7695588235294117,-0.06235294117647061,0.05235294117647059,0.11470588235294117,0.0523529411764706,False
0,1,10,7,"[2, 5, 6, 7, 8, 11, 16]",0.8148529411764706,-0.017058823529411793,0.03264705882352941,0.049705882352941176,0.03264705882352936,False
0,1,11,7,"[1, 6, 7, 10, 12, 14, 19]",0.7936764705882353,-0.038235294117647034,0.04647058823529412,0.08470588235294117,0.04647058823529415,False
0,1,12,7,"[1, 3, 5, 8, 14, 15, 19]",0.7577941176470588,-0.07411764705882351,0.058823529411764705,0.13294117647058823,0.05882352941176472,False
0,1,13,7,"[3, 4, 5, 7, 9, 10, 18]",0.7629411764705882,-0.06897058823529412,0.0475,0.11647058823529412,0.04749999999999999,False
0,1,14,7,"[1, 3, 4, 6, 13, 16, 19]",0.7958823529411765,-0.036029411764705865,0.049558823529411766,0.08558823529411765,0.049558823529411766,False
0,1,15,7,"[5, 6, 7, 10, 13, 17, 18]",0.7452941176470589,-0.08661764705882347,0.05323529411764706,0.1398529411764706,0.05323529411764716,False
0,1,16,7,"[0, 2, 3, 5, 8, 11, 12]",0.8261764705882353,-0.005735294117647061,0.017941176470588235,0.023676470588235295,0.017941176470588238,False
0,1,17,7,"[2, 4, 7, 9, 10, 17, 18]",0.7645588235294117,-0.06735294117647062,0.048382352941176474,0.11573529411764706,0.04838235294117654,False
0,1,18,7,"[0, 3, 6, 8, 9, 13, 15]",0.73,-0.10191176470588237,0.06102941176470588,0.16294117647058823,0.06102941176470589,False
0,1,19,7,"[1, 2, 3, 6, 13, 15, 18]",0.6939705882352942,-0.13794117647058812,0.06897058823529412,0.20691176470588235,0.06897058823529412,False
0,1,20,7,"[2, 4, 6, 8, 13, 16, 19]",0.7952941176470588,-0.03661764705882353,0.04897058823529412,0.08558823529411765,0.0489705882352941,False
0,1,21,7,"[1, 3, 4, 7, 13, 16, 17]",0.8176470588235294,-0.014264705882352957,0.03485294117647059,0.04911764705882353,0.03485294117647053,False
0,1,22,7,"[0, 2, 5, 7, 9, 13, 17]",0.8119117647058824,-0.019999999999999907,0.03308823529411765,0.053088235294117644,0.03308823529411764,False
0,1,23,7,"[1, 2, 6, 13, 14, 17, 18]",0.7541176470588236,-0.07779411764705879,0.054705882352941174,0.1325,0.05470588235294127,False
0,1,24,7,"[6, 8, 10, 12, 13, 15, 17]",0.7075,-0.12441176470588233,0.0625,0.18691176470588236,0.0625,False
0,1,25,7,"[0, 7, 12, 15, 16, 18, 19]",0.6786764705882353,-0.15323529411764703,0.06573529411764706,0.2189705882352941,0.06573529411764711,False
0,1,26,7,"[3, 4, 5, 6, 13, 16, 18]",0.7666176470588235,-0.06529411764705884,0.05544117647058824,0.12073529411764707,0.055441176470588216,False
0,1,27,7,"[5, 6, 7, 8, 9, 16, 18]",0.7627941176470588,-0.0691176470588235,0.05044117647058823,0.11955882352941176,0.05044117647058821,False
0,1,28,7,"[0, 2, 3, 6, 10, 11, 14]",0.8025,-0.02941176470588236,0.03544117647058823,0.06485294117647059,0.03544117647058831,False
0,1,29,7,"[0, 2, 5, 8, 13, 14, 18]",0.7729411764705882,-0.05897058823529411,0.049558823529411766,0.10852941176470589,0.049558823529411766,False
0,1,30,7,"[0, 8, 10, 15, 17, 18, 19]",0.6436764705882353,-0.18823529411764706,0.06676470588235293,0.255,0.06676470588235295,False
0,1,31,7,"[1, 7, 8, 10, 11, 13, 19]",0.7891176470588235,-0.04279411764705887,0.04647058823529412,0.08926470588235294,0.04647058823529415,False
0,1,32,7,"[1, 5, 6, 7, 10, 14, 19]",0.7948529411764707,-0.0370588235294117,0.04764705882352941,0.08470588235294117,0.04764705882352949,False
0,1,33,7,"[3, 7, 11, 15, 16, 17, 18]",0.7276470588235293,-0.10426470588235304,0.0575,0.16176470588235295,0.057499999999999996,False
0,1,34,7,"[0, 2, 8, 9, 13, 16, 19]",0.8058823529411765,-0.026029411764705856,0.04147058823529412,0.0675,0.04147058823529415,False
0,1,35,7,"[1, 3, 6, 7, 9, 13, 17]",0.8002941176470588,-0.03161764705882353,0.04264705882352941,0.07426470588235294,0.04264705882352937,False
0,1,36,7,"[0, 2, 5, 7, 11, 12, 16]",0.8269117647058823,-0.0050000000000000044,0.01088235294117647,0.01588235294117647,0.010882352941176454,False
0,1,37,7,"[1, 4, 8, 9, 10, 11, 13]",0.8016176470588235,-0.030294117647058805,0.04147058823529412,0.07176470588235294,0.04147058823529415,False
0,1,38,7,"[0, 5, 8, 13, 17, 18, 19]",0.7398529411764706,-0.09205882352941175,0.06102941176470588,0.15308823529411764,0.06102941176470589,False
0,1,39,7,"[6, 8, 9, 12, 15, 17, 19]",0.7369117647058824,-0.09499999999999997,0.060441176470588234,0.15544117647058822,0.06044117647058822,False
0,1,40,7,"[0, 3, 5, 6, 7, 8, 17]",0.8138235294117646,-0.018088235294117738,0.03338235294117647,0.051470588235294115,0.03338235294117642,False
0,1,41,7,"[0, 3, 8, 9, 13, 14, 19]",0.8094117647058823,-0.022500000000000075,0.04441176470588235,0.06691176470588235,0.04441176470588237,False
0,1,42,7,"[3, 6, 11, 13, 14, 16, 18]",0.7588235294117647,-0.07308823529411768,0.05338235294117647,0.1264705882352941,0.053382352941176436,False
0,1,43,7,"[0, 5, 7, 10, 12, 14, 19]",0.8,-0.031911764705882306,0.03985294117647059,0.07176470588235294,0.039852941176470646,False
0,1,44,7,"[4, 5, 8, 10, 12, 15, 16]",0.7448529411764706,-0.08705882352941174,0.054558823529411764,0.14161764705882354,0.05455882352941177,False
0,1,45,7,"[2, 3, 8, 11, 12, 14, 17]",0.8189705882352941,-0.012941176470588234,0.022941176470588236,0.03588235294117647,0.022941176470588243,False
0,1,46,7,"[0, 3, 4, 11, 13, 16, 19]",0.8108823529411764,-0.021029411764705963,0.040882352941176474,0.061911764705882354,0.04088235294117648,False
0,1,47,7,"[6, 8, 10, 13, 15, 17, 19]",0.690735294117647,-0.14117647058823535,0.06588235294117648,0.20705882352941177,0.06588235294117639,False
0,1,48,7,"[1, 3, 4, 6, 9, 14, 19]",0.8023529411764706,-0.02955882352941175,0.04338235294117647,0.07294117647058823,0.04338235294117643,False
0,1,49,7,"[1, 4, 8, 9, 10, 11, 16]",0.8076470588235294,-0.024264705882352966,0.03338235294117647,0.05764705882352941,0.03338235294117642,False
0,1,50,7,"[0, 5, 6, 10, 13, 16, 19]",0.7914705882352941,-0.0404411764705882,0.04764705882352941,0.08808823529411765,0.047647058823529376,False
0,1,51,7,"[0, 4, 7, 11, 13, 17, 18]",0.7757352941176471,-0.05617647058823527,0.05205882352941176,0.10823529411764705,0.052058823529411824,False
0,1,52,7,"[0, 2, 5, 7, 10, 13, 16]",0.8063235294117648,-0.02558823529411758,0.03514705882352941,0.06073529411764706,0.03514705882352942,False
0,1,53,7,"[1, 3, 6, 8, 17, 18, 19]",0.7258823529411764,-0.10602941176470593,0.06088235294117647,0.16691176470588234,0.0608823529411765,False
0,1,54,7,"[3, 7, 11, 13, 14, 15, 16]",0.7497058823529412,-0.08220588235294113,0.057352941176470586,0.13955882352941176,0.057352941176470607,False
0,1,55,7,"[5, 7, 15, 16, 17, 18, 19]",0.6827941176470589,-0.14911764705882347,0.06558823529411764,0.21470588235294116,0.06558823529411761,False
0,1,56,7,"[0, 2, 3, 4, 12, 17, 18]",0.7780882352941176,-0.053823529411764715,0.04426470588235294,0.09808823529411764,0.044264705882352984,False
0,1,57,7,"[0, 2, 7, 9, 12, 16, 17]",0.8241176470588236,-0.007794117647058729,0.016323529411764705,0.02411764705882353,0.016323529411764737,False
0,1,58,7,"[0, 1, 7, 8, 14, 17, 19]",0.8127941176470588,-0.019117647058823573,0.03676470588235294,0.05588235294117647,0.03676470588235292,False
0,1,59,7,"[0, 3, 8, 10, 12, 13, 14]",0.8002941176470588,-0.03161764705882353,0.04073529411764706,0.07235294117647059,0.04073529411764698,False
0,1,60,7,"[2, 3, 7, 12, 13, 17, 19]",0.8038235294117646,-0.028088235294117747,0.04205882352941177,0.07014705882352941,0.042058823529411815,False
0,1,61,7,"[1, 2, 3, 6, 11, 16, 18]",0.7645588235294118,-0.0673529411764705,0.05014705882352941,0.1175,0.05014705882352943,False
0,1,62,7,"[4, 7, 12, 14, 16, 17, 18]",0.7752941176470588,-0.05661764705882355,0.045588235294117645,0.10220588235294117,0.045588235294117596,False
0,1,63,7,"[0, 1, 7, 10, 11, 12, 18]",0.7594117647058823,-0.07250000000000001,0.04867647058823529,0.12117647058823529,0.04867647058823532,False
0,1,64,7,"[1, 4, 6, 7, 8, 11, 16]",0.8142647058823529,-0.01764705882352946,0.03397058823529412,0.05161764705882353,0.033970588235294086,False
0,1,65,7,"[2, 9, 10, 14, 15, 17, 19]",0.7373529411764705,-0.0945588235294118,0.058676470588235295,0.15323529411764705,0.05867647058823533,False
0,1,66,7,"[0, 1, 6, 10, 13, 15, 18]",0.6660294117647059,-0.16588235294117648,0.07058823529411765,0.23647058823529413,0.07058823529411773,False
0,1,67,7,"[0, 3, 6, 8, 15, 16, 19]",0.7473529411764706,-0.0845588235294118,0.0611764705882353,0.14573529411764705,0.06117647058823528,False
0,1,68,7,"[1, 2, 6, 10, 11, 13, 17]",0.7926470588235295,-0.03926470588235287,0.04191176470588235,0.0811764705882353,0.041911764705882315,False
0,1,69,7,"[3, 4, 5, 7, 8, 16, 19]",0.8164705882352941,-0.015441176470588291,0.030882352941176472,0.04632352941176471,0.030882352941176472,False
0,1,70,7,"[2, 3, 4, 9, 10, 11, 19]",0.8035294117647058,-0.028382352941176525,0.037941176470588235,0.06632352941176471,0.037941176470588256,False
0,1,71,7,"[1, 5, 6, 10, 11, 12, 19]",0.795735294117647,-0.036176470588235365,0.0425,0.07867647058823529,0.04249999999999998,False
0,1,72,7,"[2, 10, 11, 12, 13, 14, 19]",0.795735294117647,-0.036176470588235365,0.04470588235294118,0.08088235294117647,0.04470588235294126,False
0,1,73,7,"[0, 8, 9, 12, 15, 17, 18]",0.7175,-0.11441176470588232,0.05794117647058823,0.1723529411764706,0.057941176470588274,False
0,1,74,7,"[2, 8, 9, 13, 15, 16, 17]",0.7388235294117647,-0.0930882352941177,0.053088235294117644,0.1461764705882353,0.05308823529411766,False
0,1,75,7,"[1, 3, 8, 11, 12, 15, 19]",0.7619117647058824,-0.06999999999999995,0.054705882352941174,0.12470588235294118,0.05470588235294116,False
0,1,76,7,"[1, 5, 11, 12, 14, 16, 18]",0.7738235294117648,-0.05808823529411755,0.04573529411764706,0.1038235294117647,0.045735294117647096,False
0,1,77,7,"[0, 5, 9, 10, 14, 17, 18]",0.7625,-0.0694117647058824,0.05029411764705882,0.11970588235294118,0.05029411764705882,False
0,1,78,7,"[0, 1, 2, 3, 10, 15, 16]",0.7554411764705883,-0.07647058823529407,0.05073529411764706,0.12720588235294117,0.05073529411764699,False
0,1,79,7,"[1, 2, 10, 11, 17, 18, 19]",0.724264705882353,-0.10764705882352932,0.05397058823529412,0.16161764705882353,0.053970588235294104,False
0,1,80,7,"[1, 4, 11, 12, 13, 16, 17]",0.8151470588235294,-0.016764705882352904,0.03411764705882353,0.05088235294117647,0.034117647058823475,False
0,1,81,7,"[0, 4, 7, 8, 12, 13, 15]",0.7482352941176471,-0.08367647058823524,0.057058823529411766,0.14073529411764707,0.05705882352941172,False
0,1,82,7,"[2, 3, 6, 9, 13, 15, 19]",0.730735294117647,-0.10117647058823531,0.06529411764705882,0.16647058823529412,0.06529411764705884,False
0,1,83,7,"[0, 5, 10, 11, 12, 16, 17]",0.8101470588235294,-0.021764705882352908,0.033529411764705884,0.05529411764705883,0.03352941176470592,False
0,1,84,7,"[4, 5, 6, 7, 11, 13, 19]",0.8001470588235294,-0.03176470588235292,0.05,0.08176470588235295,0.04999999999999993,False
0,1,85,7,"[2, 5, 6, 7, 11, 13, 15]",0.736764705882353,-0.09514705882352936,0.05838235294117647,0.1535294117647059,0.05838235294117655,False
0,1,86,7,"[3, 5, 6, 9, 10, 15, 19]",0.7319117647058824,-0.09999999999999998,0.058823529411764705,0.1588235294117647,0.05882352941176472,False
0,1,87,7,"[1, 2, 3, 9, 14, 18, 19]",0.7416176470588236,-0.09029411764705875,0.05529411764705883,0.14558823529411766,0.05529411764705883,False
0,1,88,7,"[3, 7, 9, 11, 13, 16, 18]",0.7779411764705881,-0.053970588235294215,0.046764705882352944,0.10073529411764706,0.04676470588235293,False
