dataset,role,fold,seed,subject,method,recipe,BA,macro_F1,future_session_used_for_fit,future_labels_used_for_fit,population_checkpoint_id,matched_subject,assigned_subject
WBCIC,outcome,2,0,29,wrong_adapter,pda_r1_lx0.5_lp0.01,0.875,0.8749218261413383,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,34,
WBCIC,outcome,2,0,29,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.875,0.8749218261413383,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,,34
WBCIC,outcome,2,0,34,correct_adapter,pda_r1_lx0.5_lp0.01,0.39,0.3899389938993899,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,,
WBCIC,outcome,2,0,34,wrong_adapter,pda_r1_lx0.5_lp0.01,0.38,0.37975190076030413,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,29,
WBCIC,outcome,2,0,34,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.405,0.3939548267169158,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,,35
WBCIC,outcome,2,0,35,correct_adapter,pda_r1_lx0.5_lp0.01,0.98,0.9799979997999799,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,,
WBCIC,outcome,2,0,35,wrong_adapter,pda_r1_lx0.5_lp0.01,0.975,0.9749993749843746,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,22,
WBCIC,outcome,2,0,35,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.96,0.9599639675708138,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,,49
WBCIC,outcome,2,0,49,correct_adapter,pda_r1_lx0.5_lp0.01,0.8049999999999999,0.798089617146851,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,,
WBCIC,outcome,2,0,49,wrong_adapter,pda_r1_lx0.5_lp0.01,0.85,0.8487750781328763,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,22,
WBCIC,outcome,2,0,49,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.81,0.8043455874781176,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,,9
WBCIC,outcome,2,1,9,correct_adapter,pda_r1_lx0.5_lp0.01,0.6699999999999999,0.6419270833333333,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,,
WBCIC,outcome,2,1,9,wrong_adapter,pda_r1_lx0.5_lp0.01,0.6950000000000001,0.6816200840314204,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,49,
WBCIC,outcome,2,1,9,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.675,0.6484110885733604,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,,22
WBCIC,outcome,2,1,22,correct_adapter,pda_r1_lx0.5_lp0.01,0.54,0.4165398274987316,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,,
WBCIC,outcome,2,1,22,wrong_adapter,pda_r1_lx0.5_lp0.01,0.625,0.5709259418175577,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,9,
WBCIC,outcome,2,1,22,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.69,0.6693333333333333,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,,25
WBCIC,outcome,2,1,25,correct_adapter,pda_r1_lx0.5_lp0.01,0.745,0.7300944669365722,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,,
WBCIC,outcome,2,1,25,wrong_adapter,pda_r1_lx0.5_lp0.01,0.8200000000000001,0.8199279711884754,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,26,
WBCIC,outcome,2,1,25,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.8200000000000001,0.8199279711884754,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,,26
WBCIC,outcome,2,1,26,correct_adapter,pda_r1_lx0.5_lp0.01,0.9,0.8999899989999001,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,,
WBCIC,outcome,2,1,26,wrong_adapter,pda_r1_lx0.5_lp0.01,0.85,0.8478084415584416,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,25,
WBCIC,outcome,2,1,26,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.895,0.8949763696831787,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,,29
WBCIC,outcome,2,1,29,correct_adapter,pda_r1_lx0.5_lp0.01,0.935,0.9349853717086345,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,,
WBCIC,outcome,2,1,29,wrong_adapter,pda_r1_lx0.5_lp0.01,0.935,0.934959349593496,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,35,
WBCIC,outcome,2,1,29,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.935,0.934868107918535,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,,34
WBCIC,outcome,2,1,34,correct_adapter,pda_r1_lx0.5_lp0.01,0.45999999999999996,0.450717119316448,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,,
WBCIC,outcome,2,1,34,wrong_adapter,pda_r1_lx0.5_lp0.01,0.45999999999999996,0.450717119316448,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,49,
WBCIC,outcome,2,1,34,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.475,0.47021872398395514,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,,35
WBCIC,outcome,2,1,35,correct_adapter,pda_r1_lx0.5_lp0.01,0.98,0.98,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,,
WBCIC,outcome,2,1,35,wrong_adapter,pda_r1_lx0.5_lp0.01,0.98,0.98,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,29,
WBCIC,outcome,2,1,35,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.97,0.9699879951980792,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,,49
WBCIC,outcome,2,1,49,correct_adapter,pda_r1_lx0.5_lp0.01,0.83,0.8270776116366596,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,,
WBCIC,outcome,2,1,49,wrong_adapter,pda_r1_lx0.5_lp0.01,0.83,0.8275162337662337,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,34,
WBCIC,outcome,2,1,49,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.55,0.4357366771159875,False,False,58dfc5b48779d88e4e07d6de6ccc232cdeb2a44e0d86061e1746b458727455a4,,9
WBCIC,outcome,2,2,9,correct_adapter,pda_r1_lx0.5_lp0.01,0.755,0.7511111111111111,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,,
WBCIC,outcome,2,2,9,wrong_adapter,pda_r1_lx0.5_lp0.01,0.73,0.7162673392181589,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,26,
WBCIC,outcome,2,2,9,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.75,0.7450020399836801,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,,22
WBCIC,outcome,2,2,22,correct_adapter,pda_r1_lx0.5_lp0.01,0.755,0.7527687378591791,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,,
WBCIC,outcome,2,2,22,wrong_adapter,pda_r1_lx0.5_lp0.01,0.7749999999999999,0.7743173098623335,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,29,
WBCIC,outcome,2,2,22,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.75,0.7463474025974026,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,,25
WBCIC,outcome,2,2,25,correct_adapter,pda_r1_lx0.5_lp0.01,0.83,0.8275162337662337,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,,
WBCIC,outcome,2,2,25,wrong_adapter,pda_r1_lx0.5_lp0.01,0.725,0.7025016903313049,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,49,
WBCIC,outcome,2,2,25,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.745,0.7326413462294565,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,,26
WBCIC,outcome,2,2,26,correct_adapter,pda_r1_lx0.5_lp0.01,0.83,0.8266013871889024,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,,
WBCIC,outcome,2,2,26,wrong_adapter,pda_r1_lx0.5_lp0.01,0.885,0.8841630782402861,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,9,
WBCIC,outcome,2,2,26,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.885,0.8841630782402861,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,,29
WBCIC,outcome,2,2,29,correct_adapter,pda_r1_lx0.5_lp0.01,0.96,0.95999599959996,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,,
WBCIC,outcome,2,2,29,wrong_adapter,pda_r1_lx0.5_lp0.01,0.965,0.9649991249781245,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,35,
WBCIC,outcome,2,2,29,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.98,0.9799919967987194,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,,34
WBCIC,outcome,2,2,34,correct_adapter,pda_r1_lx0.5_lp0.01,0.5549999999999999,0.5547217010631644,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,,
WBCIC,outcome,2,2,34,wrong_adapter,pda_r1_lx0.5_lp0.01,0.52,0.5,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,9,
WBCIC,outcome,2,2,34,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.515,0.49582889368226823,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,,35
WBCIC,outcome,2,2,35,correct_adapter,pda_r1_lx0.5_lp0.01,0.985,0.9849996249906248,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,,
WBCIC,outcome,2,2,35,wrong_adapter,pda_r1_lx0.5_lp0.01,0.98,0.9799979997999799,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,29,
WBCIC,outcome,2,2,35,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.935,0.9348027784046742,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,,49
WBCIC,outcome,2,2,49,correct_adapter,pda_r1_lx0.5_lp0.01,0.7949999999999999,0.7892626763640102,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,,
WBCIC,outcome,2,2,49,wrong_adapter,pda_r1_lx0.5_lp0.01,0.7849999999999999,0.7755682559565751,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,25,
WBCIC,outcome,2,2,49,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.81,0.805008210180624,False,False,750fc121fcada2e7a990329fd7000b0d739f72dd258d83fe3f1a2ebb130a6518,,9
WBCIC,outcome,3,0,6,correct_adapter,pda_r1_lx0.5_lp0.01,0.925,0.9249530956848031,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,,
WBCIC,outcome,3,0,6,wrong_adapter,pda_r1_lx0.5_lp0.01,0.9199999999999999,0.9199279351416274,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,42,
WBCIC,outcome,3,0,6,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.9299999999999999,0.9299929992999301,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,,23
WBCIC,outcome,3,0,23,correct_adapter,pda_r1_lx0.5_lp0.01,0.985,0.9849996249906248,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,,
WBCIC,outcome,3,0,23,wrong_adapter,pda_r1_lx0.5_lp0.01,0.98,0.9799979997999799,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,41,
WBCIC,outcome,3,0,23,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.98,0.98,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,,24
WBCIC,outcome,3,0,24,correct_adapter,pda_r1_lx0.5_lp0.01,0.9196969696969697,0.9195797130733482,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,,
WBCIC,outcome,3,0,24,wrong_adapter,pda_r1_lx0.5_lp0.01,0.9247979797979797,0.9245545305193985,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,31,
WBCIC,outcome,3,0,24,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.9295959595959595,0.9296322489391797,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,,30
WBCIC,outcome,3,0,30,correct_adapter,pda_r1_lx0.5_lp0.01,0.92,0.92,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,,
WBCIC,outcome,3,0,30,wrong_adapter,pda_r1_lx0.5_lp0.01,0.875,0.873015873015873,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,38,
WBCIC,outcome,3,0,30,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.925,0.9246817805227084,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,,31
WBCIC,outcome,3,0,31,correct_adapter,pda_r1_lx0.5_lp0.01,0.59,0.5602745602745602,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,,
WBCIC,outcome,3,0,31,wrong_adapter,pda_r1_lx0.5_lp0.01,0.6,0.5733333333333334,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,24,
WBCIC,outcome,3,0,31,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.61,0.5590230664857531,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,,38
WBCIC,outcome,3,0,38,correct_adapter,pda_r1_lx0.5_lp0.01,0.78,0.7749360613810742,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,,
WBCIC,outcome,3,0,38,wrong_adapter,pda_r1_lx0.5_lp0.01,0.845,0.8448098921178444,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,30,
WBCIC,outcome,3,0,38,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.855,0.8549963749093727,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,,41
WBCIC,outcome,3,0,41,correct_adapter,pda_r1_lx0.5_lp0.01,0.8,0.7998198378540686,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,,
WBCIC,outcome,3,0,41,wrong_adapter,pda_r1_lx0.5_lp0.01,0.78,0.7756017951856384,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,23,
WBCIC,outcome,3,0,41,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.78,0.779205138498595,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,,42
WBCIC,outcome,3,0,42,correct_adapter,pda_r1_lx0.5_lp0.01,0.785,0.7849946248656217,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,,
WBCIC,outcome,3,0,42,wrong_adapter,pda_r1_lx0.5_lp0.01,0.79,0.78997899789979,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,6,
WBCIC,outcome,3,0,42,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.79,0.78997899789979,False,False,18339ed6f432d8da015c22c589c8eb3d77b94c42ad284163e29eafacabf1fc94,,6
WBCIC,outcome,3,1,6,correct_adapter,pda_r1_lx0.5_lp0.01,0.8999999999999999,0.8998397435897436,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,,
WBCIC,outcome,3,1,6,wrong_adapter,pda_r1_lx0.5_lp0.01,0.8999999999999999,0.8998397435897436,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,23,
WBCIC,outcome,3,1,6,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.8999999999999999,0.8998397435897436,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,,23
WBCIC,outcome,3,1,23,correct_adapter,pda_r1_lx0.5_lp0.01,0.97,0.97,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,,
WBCIC,outcome,3,1,23,wrong_adapter,pda_r1_lx0.5_lp0.01,0.9550000000000001,0.9549448073890516,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,31,
WBCIC,outcome,3,1,23,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.98,0.9799979997999799,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,,24
WBCIC,outcome,3,1,24,correct_adapter,pda_r1_lx0.5_lp0.01,0.9096969696969697,0.9094906003638569,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,,
WBCIC,outcome,3,1,24,wrong_adapter,pda_r1_lx0.5_lp0.01,0.9096969696969697,0.9094906003638569,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,41,
WBCIC,outcome,3,1,24,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.8995454545454545,0.8994949494949496,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,,30
WBCIC,outcome,3,1,30,correct_adapter,pda_r1_lx0.5_lp0.01,0.9450000000000001,0.9449876222149984,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,,
WBCIC,outcome,3,1,30,wrong_adapter,pda_r1_lx0.5_lp0.01,0.9450000000000001,0.9449876222149984,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,42,
WBCIC,outcome,3,1,30,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.9099999999999999,0.9095568284594513,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,,31
WBCIC,outcome,3,1,31,correct_adapter,pda_r1_lx0.5_lp0.01,0.6299999999999999,0.6286631874749097,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,,
WBCIC,outcome,3,1,31,wrong_adapter,pda_r1_lx0.5_lp0.01,0.65,0.6464646464646464,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,23,
WBCIC,outcome,3,1,31,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.665,0.6647904940587868,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,,38
WBCIC,outcome,3,1,38,correct_adapter,pda_r1_lx0.5_lp0.01,0.79,0.788647342995169,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,,
WBCIC,outcome,3,1,38,wrong_adapter,pda_r1_lx0.5_lp0.01,0.8049999999999999,0.8046043237556051,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,42,
WBCIC,outcome,3,1,38,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.815,0.8142150586226808,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,,41
WBCIC,outcome,3,1,41,correct_adapter,pda_r1_lx0.5_lp0.01,0.79,0.788647342995169,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,,
WBCIC,outcome,3,1,41,wrong_adapter,pda_r1_lx0.5_lp0.01,0.775,0.7701677775224086,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,6,
WBCIC,outcome,3,1,41,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.765,0.7584230680270361,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,,42
WBCIC,outcome,3,1,42,correct_adapter,pda_r1_lx0.5_lp0.01,0.8400000000000001,0.8395989974937343,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,,
WBCIC,outcome,3,1,42,wrong_adapter,pda_r1_lx0.5_lp0.01,0.8300000000000001,0.8297275641025641,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,30,
WBCIC,outcome,3,1,42,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.8200000000000001,0.81998199819982,False,False,9acff68944ccd44529ca70f0482280d1bc1bb6856996e08eb6c5dc70da4673e0,,6
WBCIC,outcome,3,2,6,correct_adapter,pda_r1_lx0.5_lp0.01,0.8899999999999999,0.8896025692492975,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,,
WBCIC,outcome,3,2,6,wrong_adapter,pda_r1_lx0.5_lp0.01,0.895,0.8945544927317919,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,41,
WBCIC,outcome,3,2,6,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.8999999999999999,0.8998397435897436,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,,23
WBCIC,outcome,3,2,23,correct_adapter,pda_r1_lx0.5_lp0.01,0.95,0.9499799919967987,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,,
WBCIC,outcome,3,2,23,wrong_adapter,pda_r1_lx0.5_lp0.01,0.935,0.934959349593496,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,42,
WBCIC,outcome,3,2,23,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.94,0.9398496240601504,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,,24
WBCIC,outcome,3,2,24,correct_adapter,pda_r1_lx0.5_lp0.01,0.9041919191919192,0.9040477096815125,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,,
WBCIC,outcome,3,2,24,wrong_adapter,pda_r1_lx0.5_lp0.01,0.9096464646464646,0.9095271772075166,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,23,
WBCIC,outcome,3,2,24,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.9041919191919192,0.9040477096815125,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,,30
WBCIC,outcome,3,2,30,correct_adapter,pda_r1_lx0.5_lp0.01,0.9199999999999999,0.9194847020933977,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,,
WBCIC,outcome,3,2,30,wrong_adapter,pda_r1_lx0.5_lp0.01,0.925,0.9245757385292269,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,38,
WBCIC,outcome,3,2,30,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.9299999999999999,0.9298245614035088,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,,31
WBCIC,outcome,3,2,31,correct_adapter,pda_r1_lx0.5_lp0.01,0.605,0.5583508036338225,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,,
WBCIC,outcome,3,2,31,wrong_adapter,pda_r1_lx0.5_lp0.01,0.605,0.5952765183534414,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,38,
WBCIC,outcome,3,2,31,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.605,0.5952765183534414,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,,38
WBCIC,outcome,3,2,38,correct_adapter,pda_r1_lx0.5_lp0.01,0.86,0.859873886497848,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,,
WBCIC,outcome,3,2,38,wrong_adapter,pda_r1_lx0.5_lp0.01,0.8300000000000001,0.8255336617405583,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,31,
WBCIC,outcome,3,2,38,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.87,0.8699869986998701,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,,41
WBCIC,outcome,3,2,41,correct_adapter,pda_r1_lx0.5_lp0.01,0.71,0.7099709970997099,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,,
WBCIC,outcome,3,2,41,wrong_adapter,pda_r1_lx0.5_lp0.01,0.72,0.7199719971997199,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,6,
WBCIC,outcome,3,2,41,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.7150000000000001,0.7137907659862921,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,,42
WBCIC,outcome,3,2,42,correct_adapter,pda_r1_lx0.5_lp0.01,0.7849999999999999,0.7840877708317642,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,,
