dataset,role,fold,seed,subject,method,recipe,BA,macro_F1,future_session_used_for_fit,future_labels_used_for_fit,population_checkpoint_id,matched_subject,assigned_subject
OpenBMI,outcome,3,1,26,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.8300000000000001,0.8298468621759583,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,,35
OpenBMI,outcome,3,1,35,correct_adapter,pda_r1_lx0.5_lp0.01,0.86,0.859775641025641,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,,
OpenBMI,outcome,3,1,35,wrong_adapter,pda_r1_lx0.5_lp0.01,0.88,0.8792270531400965,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,5,
OpenBMI,outcome,3,1,35,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.88,0.8792270531400965,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,,1
OpenBMI,outcome,3,2,1,correct_adapter,pda_r1_lx0.5_lp0.01,0.69,0.6756982948007113,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,,
OpenBMI,outcome,3,2,1,wrong_adapter,pda_r1_lx0.5_lp0.01,0.58,0.58,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,7,
OpenBMI,outcome,3,2,1,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.69,0.6828644501278772,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,,5
OpenBMI,outcome,3,2,5,correct_adapter,pda_r1_lx0.5_lp0.01,0.6,0.5998399359743898,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,,
OpenBMI,outcome,3,2,5,wrong_adapter,pda_r1_lx0.5_lp0.01,0.61,0.5793334052421529,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,1,
OpenBMI,outcome,3,2,5,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.66,0.6550324675324675,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,,6
OpenBMI,outcome,3,2,6,correct_adapter,pda_r1_lx0.5_lp0.01,0.9299999999999999,0.9299369432489241,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,,
OpenBMI,outcome,3,2,6,wrong_adapter,pda_r1_lx0.5_lp0.01,0.89,0.8899889988998899,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,5,
OpenBMI,outcome,3,2,6,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.74,0.7348021215830274,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,,7
OpenBMI,outcome,3,2,7,correct_adapter,pda_r1_lx0.5_lp0.01,0.5900000000000001,0.5746446726838883,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,,
OpenBMI,outcome,3,2,7,wrong_adapter,pda_r1_lx0.5_lp0.01,0.63,0.5783475783475784,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,1,
OpenBMI,outcome,3,2,7,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.52,0.512987012987013,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,,20
OpenBMI,outcome,3,2,20,correct_adapter,pda_r1_lx0.5_lp0.01,0.39,0.38945050545490945,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,,
OpenBMI,outcome,3,2,20,wrong_adapter,pda_r1_lx0.5_lp0.01,0.48,0.4797919167667067,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,7,
OpenBMI,outcome,3,2,20,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.67,0.648,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,,23
OpenBMI,outcome,3,2,23,correct_adapter,pda_r1_lx0.5_lp0.01,0.5900000000000001,0.539894512400404,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,,
OpenBMI,outcome,3,2,23,wrong_adapter,pda_r1_lx0.5_lp0.01,0.6,0.586606035551881,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,26,
OpenBMI,outcome,3,2,23,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.6,0.586606035551881,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,,26
OpenBMI,outcome,3,2,26,correct_adapter,pda_r1_lx0.5_lp0.01,0.76,0.7519636213311285,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,,
OpenBMI,outcome,3,2,26,wrong_adapter,pda_r1_lx0.5_lp0.01,0.69,0.6656239887822242,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,23,
OpenBMI,outcome,3,2,26,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.54,0.4165398274987316,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,,35
OpenBMI,outcome,3,2,35,correct_adapter,pda_r1_lx0.5_lp0.01,0.51,0.3551783129359126,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,,
OpenBMI,outcome,3,2,35,wrong_adapter,pda_r1_lx0.5_lp0.01,0.78,0.7756017951856384,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,23,
OpenBMI,outcome,3,2,35,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.78,0.7756017951856384,False,False,57ed6a34553c445fb31db4ce3c05d3e48ccdf2b29a178fe79e14c92b358fe1e9,,1
OpenBMI,outcome,4,0,3,correct_adapter,pda_r1_lx0.5_lp0.01,0.94,0.9399759903961584,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,,
OpenBMI,outcome,4,0,3,wrong_adapter,pda_r1_lx0.5_lp0.01,0.9199999999999999,0.9197109594540345,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,38,
OpenBMI,outcome,4,0,3,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.94,0.9399759903961584,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,,8
OpenBMI,outcome,4,0,8,correct_adapter,pda_r1_lx0.5_lp0.01,0.83,0.8299829982998299,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,,
OpenBMI,outcome,4,0,8,wrong_adapter,pda_r1_lx0.5_lp0.01,0.8,0.797979797979798,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,27,
OpenBMI,outcome,4,0,8,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.79,0.7863899908452854,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,,11
OpenBMI,outcome,4,0,11,correct_adapter,pda_r1_lx0.5_lp0.01,0.65,0.6419437340153453,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,,
OpenBMI,outcome,4,0,11,wrong_adapter,pda_r1_lx0.5_lp0.01,0.65,0.6419437340153453,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,28,
OpenBMI,outcome,4,0,11,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.62,0.6100164203612479,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,,27
OpenBMI,outcome,4,0,27,correct_adapter,pda_r1_lx0.5_lp0.01,0.78,0.7688104245481295,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,,
OpenBMI,outcome,4,0,27,wrong_adapter,pda_r1_lx0.5_lp0.01,0.84,0.8376623376623377,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,30,
OpenBMI,outcome,4,0,27,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.78,0.7688104245481295,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,,28
OpenBMI,outcome,4,0,28,correct_adapter,pda_r1_lx0.5_lp0.01,0.87,0.8689384010484928,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,,
OpenBMI,outcome,4,0,28,wrong_adapter,pda_r1_lx0.5_lp0.01,0.87,0.8689384010484928,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,11,
OpenBMI,outcome,4,0,28,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.88,0.8799519807923168,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,,30
OpenBMI,outcome,4,0,30,correct_adapter,pda_r1_lx0.5_lp0.01,0.6799999999999999,0.677938808373591,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,,
OpenBMI,outcome,4,0,30,wrong_adapter,pda_r1_lx0.5_lp0.01,0.64,0.6279454319966928,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,27,
OpenBMI,outcome,4,0,30,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.62,0.5703301673450927,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,,38
OpenBMI,outcome,4,0,38,correct_adapter,pda_r1_lx0.5_lp0.01,0.64,0.6279454319966928,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,,
OpenBMI,outcome,4,0,38,wrong_adapter,pda_r1_lx0.5_lp0.01,0.67,0.6659580929243851,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,3,
OpenBMI,outcome,4,0,38,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.69,0.6899689968996899,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,,52
OpenBMI,outcome,4,0,52,correct_adapter,pda_r1_lx0.5_lp0.01,0.72,0.7189883580891208,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,,
OpenBMI,outcome,4,0,52,wrong_adapter,pda_r1_lx0.5_lp0.01,0.72,0.7189883580891208,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,8,
OpenBMI,outcome,4,0,52,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.6799999999999999,0.6736026111791106,False,False,c868daa6c59fae9c695606427f7a67e5fafe2169d60e1d116455ad03b0da2d89,,3
OpenBMI,outcome,4,1,3,correct_adapter,pda_r1_lx0.5_lp0.01,0.95,0.9499949994999499,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,,
OpenBMI,outcome,4,1,3,wrong_adapter,pda_r1_lx0.5_lp0.01,0.94,0.9399038461538461,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,38,
OpenBMI,outcome,4,1,3,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.85,0.8465473145780051,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,,8
OpenBMI,outcome,4,1,8,correct_adapter,pda_r1_lx0.5_lp0.01,0.78,0.7756017951856384,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,,
OpenBMI,outcome,4,1,8,wrong_adapter,pda_r1_lx0.5_lp0.01,0.78,0.7756017951856384,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,11,
OpenBMI,outcome,4,1,8,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.78,0.7756017951856384,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,,11
OpenBMI,outcome,4,1,11,correct_adapter,pda_r1_lx0.5_lp0.01,0.6799999999999999,0.677938808373591,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,,
OpenBMI,outcome,4,1,11,wrong_adapter,pda_r1_lx0.5_lp0.01,0.5800000000000001,0.525101763907734,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,8,
OpenBMI,outcome,4,1,11,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.6699999999999999,0.6697027324592133,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,,27
OpenBMI,outcome,4,1,27,correct_adapter,pda_r1_lx0.5_lp0.01,0.86,0.8585858585858586,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,,
OpenBMI,outcome,4,1,27,wrong_adapter,pda_r1_lx0.5_lp0.01,0.81,0.8056265984654731,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,30,
OpenBMI,outcome,4,1,27,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.88,0.8798076923076923,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,,28
OpenBMI,outcome,4,1,28,correct_adapter,pda_r1_lx0.5_lp0.01,0.91,0.90999099909991,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,,
OpenBMI,outcome,4,1,28,wrong_adapter,pda_r1_lx0.5_lp0.01,0.8899999999999999,0.8897243107769424,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,11,
OpenBMI,outcome,4,1,28,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.8999999999999999,0.8998397435897436,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,,30
OpenBMI,outcome,4,1,30,correct_adapter,pda_r1_lx0.5_lp0.01,0.72,0.7159090909090908,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,,
OpenBMI,outcome,4,1,30,wrong_adapter,pda_r1_lx0.5_lp0.01,0.74,0.7312939231087227,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,27,
OpenBMI,outcome,4,1,30,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.68,0.6604414261460102,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,,38
OpenBMI,outcome,4,1,38,correct_adapter,pda_r1_lx0.5_lp0.01,0.6000000000000001,0.5993589743589745,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,,
OpenBMI,outcome,4,1,38,wrong_adapter,pda_r1_lx0.5_lp0.01,0.59,0.5670995670995671,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,3,
OpenBMI,outcome,4,1,38,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.62,0.5924495924495925,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,,52
OpenBMI,outcome,4,1,52,correct_adapter,pda_r1_lx0.5_lp0.01,0.72,0.7198879551820728,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,,
OpenBMI,outcome,4,1,52,wrong_adapter,pda_r1_lx0.5_lp0.01,0.74,0.74,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,27,
OpenBMI,outcome,4,1,52,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.72,0.7198879551820728,False,False,952c90b00d52f6a47f8fd649104f99949d34777b849863aa8d2e822679cb35c9,,3
OpenBMI,outcome,4,2,3,correct_adapter,pda_r1_lx0.5_lp0.01,0.9299999999999999,0.9298245614035088,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,,
OpenBMI,outcome,4,2,3,wrong_adapter,pda_r1_lx0.5_lp0.01,0.9299999999999999,0.9299929992999301,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,30,
OpenBMI,outcome,4,2,3,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.67,0.6547756041426928,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,,8
OpenBMI,outcome,4,2,8,correct_adapter,pda_r1_lx0.5_lp0.01,0.5,0.46943972835314096,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,,
OpenBMI,outcome,4,2,8,wrong_adapter,pda_r1_lx0.5_lp0.01,0.81,0.8084484323016433,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,3,
OpenBMI,outcome,4,2,8,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.79,0.7889659330720531,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,,11
OpenBMI,outcome,4,2,11,correct_adapter,pda_r1_lx0.5_lp0.01,0.61,0.5793334052421529,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,,
OpenBMI,outcome,4,2,11,wrong_adapter,pda_r1_lx0.5_lp0.01,0.65,0.6457131288591963,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,28,
OpenBMI,outcome,4,2,11,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.65,0.6368917937545389,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,,27
OpenBMI,outcome,4,2,27,correct_adapter,pda_r1_lx0.5_lp0.01,0.85,0.8498648783905515,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,,
OpenBMI,outcome,4,2,27,wrong_adapter,pda_r1_lx0.5_lp0.01,0.8,0.797979797979798,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,28,
OpenBMI,outcome,4,2,27,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.8,0.797979797979798,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,,28
OpenBMI,outcome,4,2,28,correct_adapter,pda_r1_lx0.5_lp0.01,0.8,0.7916666666666667,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,,
OpenBMI,outcome,4,2,28,wrong_adapter,pda_r1_lx0.5_lp0.01,0.94,0.9399038461538461,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,27,
OpenBMI,outcome,4,2,28,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.88,0.8787878787878788,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,,30
OpenBMI,outcome,4,2,30,correct_adapter,pda_r1_lx0.5_lp0.01,0.69,0.6874684948079444,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,,
OpenBMI,outcome,4,2,30,wrong_adapter,pda_r1_lx0.5_lp0.01,0.6799999999999999,0.6736026111791106,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,3,
OpenBMI,outcome,4,2,30,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.5800000000000001,0.525101763907734,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,,38
OpenBMI,outcome,4,2,38,correct_adapter,pda_r1_lx0.5_lp0.01,0.6599999999999999,0.6510673234811166,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,,
OpenBMI,outcome,4,2,38,wrong_adapter,pda_r1_lx0.5_lp0.01,0.64,0.6216897856242118,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,52,
OpenBMI,outcome,4,2,38,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.64,0.6216897856242118,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,,52
OpenBMI,outcome,4,2,52,correct_adapter,pda_r1_lx0.5_lp0.01,0.74,0.74,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,,
OpenBMI,outcome,4,2,52,wrong_adapter,pda_r1_lx0.5_lp0.01,0.6499999999999999,0.6178622120318812,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,38,
OpenBMI,outcome,4,2,52,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.71,0.7064480210547626,False,False,aa0a2ec089587225b37263c634638c72e71d458e9a85eb86d0a21b644646233c,,3
WBCIC,outcome,0,0,1,correct_adapter,pda_r1_lx0.5_lp0.01,0.9099999999999999,0.9094202898550725,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,,
WBCIC,outcome,0,0,1,wrong_adapter,pda_r1_lx0.5_lp0.01,0.9299999999999999,0.9299929992999301,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,37,
WBCIC,outcome,0,0,1,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.9299999999999999,0.9299929992999301,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,,3
WBCIC,outcome,0,0,3,correct_adapter,pda_r1_lx0.5_lp0.01,0.865,0.8649966249156229,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,,
WBCIC,outcome,0,0,3,wrong_adapter,pda_r1_lx0.5_lp0.01,0.87,0.8696741854636592,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,33,
WBCIC,outcome,0,0,3,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.7949999999999999,0.7905973084093056,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,,5
WBCIC,outcome,0,0,5,correct_adapter,pda_r1_lx0.5_lp0.01,0.86,0.8585858585858586,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,,
WBCIC,outcome,0,0,5,wrong_adapter,pda_r1_lx0.5_lp0.01,0.855,0.8533835536793144,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,28,
WBCIC,outcome,0,0,5,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.85,0.847001223990208,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,,16
WBCIC,outcome,0,0,16,correct_adapter,pda_r1_lx0.5_lp0.01,0.515,0.4306008042029879,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,,
WBCIC,outcome,0,0,16,wrong_adapter,pda_r1_lx0.5_lp0.01,0.6,0.5733333333333334,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,5,
WBCIC,outcome,0,0,16,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.605,0.6049111049986247,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,,19
WBCIC,outcome,0,0,19,correct_adapter,pda_r1_lx0.5_lp0.01,0.965,0.9649991249781245,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,,
WBCIC,outcome,0,0,19,wrong_adapter,pda_r1_lx0.5_lp0.01,0.965,0.9649991249781245,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,21,
WBCIC,outcome,0,0,19,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.965,0.9649991249781245,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,,21
WBCIC,outcome,0,0,21,correct_adapter,pda_r1_lx0.5_lp0.01,0.805,0.8019047619047619,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,,
WBCIC,outcome,0,0,21,wrong_adapter,pda_r1_lx0.5_lp0.01,0.855,0.8545600441335038,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,19,
WBCIC,outcome,0,0,21,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.775,0.7630019749835418,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,,28
WBCIC,outcome,0,0,28,correct_adapter,pda_r1_lx0.5_lp0.01,0.5499999999999999,0.4642857142857143,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,,
WBCIC,outcome,0,0,28,wrong_adapter,pda_r1_lx0.5_lp0.01,0.645,0.624249159852875,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,37,
WBCIC,outcome,0,0,28,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.625,0.6010532195005187,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,,33
WBCIC,outcome,0,0,33,correct_adapter,pda_r1_lx0.5_lp0.01,0.955,0.9549898727213624,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,,
WBCIC,outcome,0,0,33,wrong_adapter,pda_r1_lx0.5_lp0.01,0.955,0.9549988749718743,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,3,
WBCIC,outcome,0,0,33,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.955,0.9549988749718743,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,,37
WBCIC,outcome,0,0,37,correct_adapter,pda_r1_lx0.5_lp0.01,0.7649999999999999,0.7575757575757576,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,,
WBCIC,outcome,0,0,37,wrong_adapter,pda_r1_lx0.5_lp0.01,0.665,0.6306403153339397,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,1,
WBCIC,outcome,0,0,37,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.665,0.6306403153339397,False,False,40e9df635826bfbf9174ccab60c3368d8fb3c82ae2f64a839043133b176fbb5f,,1
WBCIC,outcome,0,1,1,correct_adapter,pda_r1_lx0.5_lp0.01,0.905,0.9048072346501665,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,,
WBCIC,outcome,0,1,1,wrong_adapter,pda_r1_lx0.5_lp0.01,0.905,0.9049405878674172,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,37,
WBCIC,outcome,0,1,1,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.9099999999999999,0.9094202898550725,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,,3
WBCIC,outcome,0,1,3,correct_adapter,pda_r1_lx0.5_lp0.01,0.865,0.8640175266299011,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,,
WBCIC,outcome,0,1,3,wrong_adapter,pda_r1_lx0.5_lp0.01,0.88,0.88,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,1,
