projector_id,overlap,principal_angles_rad,mean_angle_rad,max_angle_rad
74,0.3554028868675232,"[0.311133714056714, 0.5367149336801852, 0.5939976657757419, 0.6325204530620404, 0.7185851630832764, 0.8031965158192582, 0.8231570445039105, 0.9127000253408931, 1.0298453482543783, 1.0728319568138285, 1.210399048989422, 1.2391795950110256, 1.3461459393003292, 1.4047064336856647, 1.4359801400106114, 1.548778366373959]",0.9762420214850774,1.548778366373959
75,0.3487730026245117,"[0.45112845027602655, 0.5316602907821604, 0.5895485044696187, 0.6677046396280721, 0.7431447736470049, 0.767185893951416, 0.8429621747907848, 0.9899943357489293, 1.0096107958669442, 1.103475973279418, 1.1763254225839468, 1.200681708501979, 1.2328439494837062, 1.394845672483338, 1.4674959432940429, 1.5674478214952583]",0.9835035218926654,1.5674478214952583
76,0.3272109031677246,"[0.485777056661746, 0.5585850984062982, 0.5628694870238111, 0.712551502102738, 0.8085940879473132, 0.8252529526097243, 0.8997083980346156, 0.9826020755743224, 1.0789658490855096, 1.1179875870028688, 1.1751200749609236, 1.210878435799241, 1.2655605847530758, 1.399336684574942, 1.481998190778528, 1.5471778555965823]",1.007060370057015,1.5471778555965823
77,0.32522836327552795,"[0.25172866792215565, 0.5286772340925693, 0.6187974977103774, 0.7334977169129863, 0.748224343351267, 0.843639751980929, 0.9852865523885669, 1.0393797511188858, 1.090683178798176, 1.1178357468426499, 1.1830438204990577, 1.2481015189137703, 1.3062391796131942, 1.3815070449140625, 1.46394231175827, 1.5698093842529262]",1.0068996063168654,1.5698093842529262
78,0.3260861933231354,"[0.4746601380601318, 0.598296714885656, 0.6632915073779666, 0.696729729112798, 0.7615211620162066, 0.7700399497419528, 0.9349573269448364, 0.9554363793270594, 1.0746296460700016, 1.1088497031618374, 1.1909883620568626, 1.2405749677617601, 1.2730344934962583, 1.3463567335851903, 1.5076050363788003, 1.5279524626976142]",1.0078077695421832,1.5279524626976142
79,0.29625019431114197,"[0.5053116501940482, 0.548406704232688, 0.6363502747999186, 0.7205584471850716, 0.8326857481015348, 0.8769422931729913, 0.9685093616707815, 1.1045768022363787, 1.1585005883500783, 1.1789076791378388, 1.2115292083882436, 1.2597221953265176, 1.325134444513612, 1.3575855349562926, 1.4228697991986656, 1.5494088096705105]",1.0410624713209482,1.5494088096705105
80,0.29262876510620117,"[0.4275733422070875, 0.5726244768442527, 0.6167251396741997, 0.7552121921785059, 0.835966202848635, 0.9189305704784917, 0.968622154241242, 1.0370025985716491, 1.1212472831321725, 1.1731653425966224, 1.2840436607590189, 1.322540120956956, 1.3663855458269012, 1.3937036431009708, 1.5179981392133044, 1.5496265372777318]",1.0538354343692338,1.5496265372777318
81,0.34832948446273804,"[0.4310208741642491, 0.4870012277222025, 0.5714434034032712, 0.6844285519038893, 0.7007252339624475, 0.8506127432730487, 0.8671667944738956, 0.9279814658475506, 0.9895874673215317, 1.1248849762132682, 1.1762341986422766, 1.2436483816312378, 1.3242016226500288, 1.362937906605826, 1.4255511399548653, 1.5536271771827543]",0.9825658228095215,1.5536271771827543
82,0.3179687261581421,"[0.5274979230234227, 0.5625571548287087, 0.6785711351075973, 0.7517308442373085, 0.7697638050829237, 0.8520319097761, 0.91705243634878, 1.0034749784649697, 1.0281743824436302, 1.0999525376677057, 1.1445368168133834, 1.215065471756839, 1.3127617003026362, 1.4031864867756603, 1.4296118977613868, 1.5502937371679906]",1.0153914510974402,1.5502937371679906
83,0.3045834004878998,"[0.48218484799361183, 0.544410227649491, 0.6460658166394946, 0.6840772293749384, 0.8192255097570144, 0.8773032864386434, 0.9359508600434495, 1.017762746093533, 1.1043717854234203, 1.1962398782433141, 1.248939195614652, 1.2684349985900247, 1.3208942903111958, 1.421386625600681, 1.4829346732975963, 1.5576894170837725]",1.0379919617596771,1.5576894170837725
84,0.31177639961242676,"[0.43585487071626267, 0.5677717732898415, 0.6572707549634625, 0.7813226555429791, 0.7962113689341993, 0.856279304293907, 0.9394205370901119, 0.9769218087083142, 1.0311810609579874, 1.1622459122462423, 1.2024980633830562, 1.282132015412491, 1.3005198862987248, 1.3905907670394761, 1.4923205697620778, 1.5167058111371132]",1.0243279474860154,1.5167058111371132
85,0.3045966327190399,"[0.49826486662720665, 0.5825127779999727, 0.6442678912456216, 0.710551414491711, 0.7772397519022329, 0.8985415686990206, 0.9384802165012918, 1.0181362028628573, 1.1216875273604985, 1.158977837356742, 1.208931240124539, 1.2712003966622094, 1.3511644034561099, 1.3593264374982743, 1.4459529102348292, 1.5294597866788424]",1.0321684518563725,1.5294597866788424
86,0.2936892509460449,"[0.4554967881491441, 0.5560568176654622, 0.7127711614800897, 0.7423851832151883, 0.8639588255318483, 0.8926370690841362, 0.983356939859967, 1.004643608294333, 1.0435640064208147, 1.1273767571751294, 1.229854438940983, 1.3310281658059941, 1.4182082840987023, 1.4701892811225585, 1.5034452951994304, 1.5211819695010838]",1.053509661971554,1.5211819695010838
87,0.3135529160499573,"[0.4273657912815799, 0.5129369192559582, 0.5237213688784599, 0.6718417462381862, 0.7351271969822549, 0.8712994356104615, 0.9300967849406298, 1.0534267817271765, 1.1073272722542409, 1.1818102558899382, 1.2854374308612866, 1.3754004340683859, 1.4232705961012004, 1.4690326723455551, 1.4877328310195927, 1.5407712010911903]",1.037287419909131,1.5407712010911903
88,0.33159103989601135,"[0.3773063035861625, 0.4811848371977829, 0.4930949306792855, 0.6146936315702844, 0.8172081960702464, 0.8891048042657758, 0.9424639678806119, 1.0127371366045663, 1.0484974596692826, 1.1580717620049932, 1.2147697121180836, 1.2645293251075496, 1.3491747213625696, 1.3833551807522293, 1.445966084756844, 1.5568812159015717]",1.00306495434549,1.5568812159015717
89,0.3405797481536865,"[0.4321874166782606, 0.5214339139054424, 0.58150928819479, 0.6819606687597376, 0.7880656093311892, 0.8121391433999271, 0.826540073807532, 0.9557917840290425, 1.0131606551706531, 1.100620549644458, 1.2120432610058227, 1.2655959937699974, 1.3142104578887739, 1.4098550462308113, 1.4400887416601298, 1.5112116515691445]",0.991650890940357,1.5112116515691445
90,0.3504573106765747,"[0.3635785645734654, 0.47137970276972496, 0.5630764582967825, 0.6270820982313281, 0.781070606109986, 0.8031844614067566, 0.868862254519753, 0.9452163268451432, 1.062724232783339, 1.08829887273293, 1.1557552809969684, 1.2064475360088827, 1.362332835727198, 1.3903762461203528, 1.4995866811722325, 1.5352197131454244]",0.9827619919650167,1.5352197131454244
91,0.3648543953895569,"[0.36393296091111843, 0.42887284601480385, 0.5048095488848616, 0.6162637375706441, 0.6588314453676039, 0.7780461322926894, 0.8956577220550233, 0.9664759929756125, 0.9900343300566394, 1.0984593387063213, 1.1498816710520856, 1.250293578382225, 1.3580196570643919, 1.3960876827386208, 1.4696968475332874, 1.570160070550297]",0.9684702226347641,1.570160070550297
92,0.2993614077568054,"[0.484574994442875, 0.6042601209194375, 0.6587521904230595, 0.7203061284087604, 0.794201590850523, 0.9017107184347298, 0.9727109962089034, 1.0006881975483772, 1.0941675774605406, 1.107054658368417, 1.2488163010202973, 1.3227134223560848, 1.3632745216345632, 1.3914346246331313, 1.4897882169056482, 1.5134036981829457]",1.0417411223623934,1.5134036981829457
93,0.3653481602668762,"[0.3125164005752505, 0.3964149830606047, 0.5491262527234078, 0.6531662096940505, 0.6645681016553674, 0.7389848729944187, 0.7838125063164172, 1.0342368474504504, 1.1006664956614904, 1.1135216685705207, 1.1328089843238964, 1.2281601495993755, 1.3141865801422892, 1.3930644221454263, 1.4670124430416984, 1.5186340613883647]",0.9625550612089393,1.5186340613883647
94,0.34759020805358887,"[0.37440802612650687, 0.4951452618528597, 0.5860157559596558, 0.6691905044077795, 0.7263142626478913, 0.7578558262617054, 0.919918206649569, 0.9529450619013844, 1.0098599576623692, 1.0692549024955404, 1.186084091030966, 1.277538953946132, 1.3437148594553936, 1.4119529799948471, 1.481075644421659, 1.5554670698245314]",0.9885463352899245,1.5554670698245314
95,0.3204483389854431,"[0.28236796592743074, 0.5198762578908709, 0.6390737316848911, 0.7565223896594404, 0.8182369388897325, 0.9257775033647321, 0.9544445957588862, 0.98955089240036, 1.099691852711615, 1.1321761049733743, 1.1927038669800745, 1.2152866320075884, 1.2887998560818876, 1.3373941493762074, 1.3715439349601524, 1.552803702153452]",1.0047656484262935,1.552803702153452
96,0.3401309847831726,"[0.38970281331725065, 0.512138020782467, 0.5624259787842525, 0.6230864708815091, 0.6656240020493489, 0.796157186758153, 0.8644470541921334, 1.003910825881594, 1.0495779083387198, 1.1534301471473445, 1.280271930229621, 1.3247680807702682, 1.3613485923744415, 1.4193060753890676, 1.467891305687918, 1.5097273344786502]",0.9989883579414212,1.5097273344786502
97,0.3539873957633972,"[0.3904985256876685, 0.4711077363552381, 0.5273882460190741, 0.6093154236908926, 0.6600196758203135, 0.8432958360295759, 0.8700627228980282, 0.9316964930513857, 1.0450244975406695, 1.128444657298939, 1.169982935094763, 1.275947772015976, 1.3554755622918464, 1.3993502806254698, 1.4650727746818357, 1.5692383672460128]",0.9819950941467306,1.5692383672460128
98,0.3136533200740814,"[0.5305447269399213, 0.6048585997813565, 0.6552721883156349, 0.7010445566441845, 0.7401119098590989, 0.8004884271406352, 0.9353735696261769, 0.9575020170682428, 1.0012698895242207, 1.1242059662934594, 1.2558635545345844, 1.3531260998158128, 1.4078256147385255, 1.4464002266957712, 1.4764765369010047, 1.5378835006497795]",1.0330154615330256,1.5378835006497795
99,0.33330821990966797,"[0.3850953929024145, 0.4364937395820607, 0.5635212984445949, 0.651584443067818, 0.7125312407843231, 0.8489197692502566, 0.9480083918293962, 1.01598622138143, 1.078089441474209, 1.1185880805110604, 1.2207196077242781, 1.3022566084584597, 1.3474739905439914, 1.4240898326241838, 1.497222566887198, 1.5515664830935163]",1.0063841942849494,1.5515664830935163
