family_id,validation_scheme,validation_group,method,mean_delta_BA,median_subject_delta_BA,worst_subject_delta_BA,positive_subject_fraction,action_rate,unsafe_intervention_rate,positive_intervention_precision,mean_effect_when_intervene,missed_opportunity_rate,oracle_gain,recovered_headroom,outer_test_used
openbmi_sample_router,leave_one_subject_group_out,subject_fold_1,BestFixedTrain,0,0,0,0,0,0,0,0,0.1364285714,0.1364285714,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_1,AlwaysSuppress,-0.1825,-0.1775,-0.405,0,1,0.2613095238,0.07880952381,-0.1825,0,0.1364285714,-1.337696335,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_1,P_only_gate,0,0,0,0,0,0,0,0,0.1364285714,0.1364285714,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_1,P_plus_U_gate,0,0,0,0,0,0,0,0,0.1364285714,0.1364285714,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_1,P_plus_U_plus_D_gate,0,0,0,0,0,0,0,0,0.1364285714,0.1364285714,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_1,RidgeEffect,0,0,0,0,0.7954761905,0,0,0,0.03392857143,0.1364285714,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_1,ElasticNetEffect,0,0,0,0,0.8042857143,0,0,0,0.03357142857,0.1364285714,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_1,SmallHGBEffect,-0.001428571429,0,-0.035,0.2619047619,0.1954761905,0.03349573691,0.02618757613,-0.00730816078,0.08226190476,0.1364285714,-0.01047120419,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_1,RiskAwarePERSIST,0,0,0,0,0.3136904762,0,0,0,0.08535714286,0.1364285714,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_1,Oracle,0.1364285714,0.1425,0.045,1,0.1364285714,0,1,1,0,0.1364285714,1,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_2,M0_NO_OP,0,0,0,0,0,0,0,0,0.1305,0.1305,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_2,BestFixedTrain,0,0,0,0,0,0,0,0,0.1305,0.1305,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_2,AlwaysSuppress,-0.151375,-0.1525,-0.36,0,1,0.229,0.077625,-0.151375,0,0.1305,-1.159961686,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_2,P_only_gate,0,0,0,0,0,0,0,0,0.1305,0.1305,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_2,P_plus_U_gate,0,0,0,0,0,0,0,0,0.1305,0.1305,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_2,P_plus_U_plus_D_gate,0,0,0,0,0,0,0,0,0.1305,0.1305,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_2,RidgeEffect,-0.000125,0,-0.005,0,0.838625,0.0001490535102,0,-0.0001490535102,0.02875,0.1305,-0.0009578544061,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_2,ElasticNetEffect,-0.000125,0,-0.005,0,0.846,0.0001477541371,0,-0.0001477541371,0.028375,0.1305,-0.0009578544061,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_2,SmallHGBEffect,-0.000875,0,-0.02,0.3,0.4325,0.01820809249,0.0161849711,-0.002023121387,0.080875,0.1305,-0.006704980843,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_2,RiskAwarePERSIST,0,0,0,0,0.360125,0,0,0,0.078125,0.1305,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_2,Oracle,0.1305,0.1275,0.01,1,0.1305,0,1,1,0,0.1305,1,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_3,M0_NO_OP,0,0,0,0,0,0,0,0,0.107625,0.107625,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_3,BestFixedTrain,0,0,0,0,0,0,0,0,0.107625,0.107625,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_3,AlwaysSuppress,-0.182125,-0.165,-0.47,0,1,0.244875,0.06275,-0.182125,0,0.107625,-1.692218351,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_3,P_only_gate,0,0,0,0,0,0,0,0,0.107625,0.107625,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_3,P_plus_U_gate,0,0,0,0,0,0,0,0,0.107625,0.107625,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_3,P_plus_U_plus_D_gate,0,0,0,0,0,0,0,0,0.107625,0.107625,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_3,RidgeEffect,-0.00025,0,-0.01,0,0.827875,0.0003019779556,0,-0.0003019779556,0.02625,0.107625,-0.002322880372,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_3,ElasticNetEffect,-0.000125,0,-0.005,0,0.83675,0.0001493875112,0,-0.0001493875112,0.0265,0.107625,-0.001161440186,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_3,SmallHGBEffect,-0.0005,0,-0.055,0.325,0.4675,0.01711229947,0.01604278075,-0.001069518717,0.071125,0.107625,-0.004645760743,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_3,RiskAwarePERSIST,0,0,0,0,0.3795,0,0,0,0.070125,0.107625,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_3,Oracle,0.107625,0.1,0.025,1,0.107625,0,1,1,0,0.107625,1,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_4,M0_NO_OP,0,0,0,0,0,0,0,0,0.108125,0.108125,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_4,BestFixedTrain,0,0,0,0,0,0,0,0,0.108125,0.108125,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_4,AlwaysSuppress,-0.155125,-0.1625,-0.275,0.025,1,0.222625,0.0675,-0.155125,0,0.108125,-1.434682081,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_4,P_only_gate,0,0,0,0,0,0,0,0,0.108125,0.108125,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_4,P_plus_U_gate,0,0,0,0,0,0,0,0,0.108125,0.108125,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_4,P_plus_U_plus_D_gate,0,0,0,0,0,0,0,0,0.108125,0.108125,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_4,RidgeEffect,0,0,0,0,0.83675,0,0,0,0.0275,0.108125,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_4,ElasticNetEffect,0,0,0,0,0.845,0,0,0,0.026125,0.108125,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_4,SmallHGBEffect,-0.0005,0,-0.02,0.275,0.239875,0.03282959875,0.03074517978,-0.002084418968,0.06225,0.108125,-0.004624277457,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_4,RiskAwarePERSIST,0,0,0,0,0.325125,0,0,0,0.069,0.108125,0,False
openbmi_sample_router,leave_one_subject_group_out,subject_fold_4,Oracle,0.108125,0.1225,0,0.975,0.108125,0,1,1,0,0.108125,1,False
openbmi_sample_router,historical_subject_crossfit,fold-0_seed-0,OldLegalRouter_R0,3.265361837e-18,,,0.2352941176,0.6079411765,0.5,0.5,,,,,False
openbmi_sample_router,historical_subject_crossfit,fold-0_seed-1,OldLegalRouter_R0,-0.001029411765,,,0.1176470588,0.6729411765,0.652173913,0.347826087,,,,,False
openbmi_sample_router,historical_subject_crossfit,fold-1_seed-0,OldLegalRouter_R0,-0.0005882352941,,,0.1764705882,0.4067647059,0.5526315789,0.4473684211,,,,,False
openbmi_sample_router,historical_subject_crossfit,fold-1_seed-1,OldLegalRouter_R0,-0.001176470588,,,0.05882352941,0.2017647059,0.7222222222,0.2777777778,,,,,False
openbmi_sample_router,historical_subject_crossfit,fold-2_seed-0,OldLegalRouter_R0,0.001029411765,,,0.3823529412,0.3507352941,0.3870967742,0.6129032258,,,,,False
openbmi_sample_router,historical_subject_crossfit,fold-2_seed-1,OldLegalRouter_R0,-0.001029411765,,,0.2058823529,0.2125,0.5897435897,0.4102564103,,,,,False
openbmi_dda_block,leave_one_run_out,0_0,M0_NO_OP,0,0,0,0,0,0,0,0,0.1428571429,0.0002244897959,0,False
openbmi_dda_block,leave_one_run_out,0_0,BestFixedTrain,0,0,0,0,0,0,0,0,0.1428571429,0.0002244897959,0,False
openbmi_dda_block,leave_one_run_out,0_0,AlwaysSuppress,-0.03624829932,-0.005,-0.2178571429,0.1428571429,1,0.8285714286,0.1428571429,-0.03624829932,0,0.0002244897959,-161.469697,False
openbmi_dda_block,leave_one_run_out,0_0,P_only_gate,-0.03624829932,-0.005,-0.2178571429,0.1428571429,1,0.8285714286,0.1428571429,-0.03624829932,0,0.0002244897959,-161.469697,False
openbmi_dda_block,leave_one_run_out,0_0,P_plus_U_gate,-0.002146258503,0,-0.03071428571,0.1428571429,0.5714285714,0.7,0.25,-0.003755952381,0,0.0002244897959,-9.560606061,False
openbmi_dda_block,leave_one_run_out,0_0,P_plus_U_plus_D_gate,0,0,0,0,0,0,0,0,0.1428571429,0.0002244897959,0,False
openbmi_dda_block,leave_one_run_out,0_0,RidgeEffect,-0.0002448979592,0,-0.003571428571,0.02857142857,0.1142857143,0.75,0.25,-0.002142857143,0.1142857143,0.0002244897959,-1.090909091,False
openbmi_dda_block,leave_one_run_out,0_0,ElasticNetEffect,-0.0001632653061,0,-0.003571428571,0,0.05714285714,1,0,-0.002857142857,0.1428571429,0.0002244897959,-0.7272727273,False
openbmi_dda_block,leave_one_run_out,0_0,SmallHGBEffect,0,0,0,0,0,0,0,0,0.1428571429,0.0002244897959,0,False
openbmi_dda_block,leave_one_run_out,0_0,RiskAwarePERSIST,0,0,0,0,0,0,0,0,0.1428571429,0.0002244897959,0,False
openbmi_dda_block,leave_one_run_out,0_0,Oracle,0.0002244897959,0,0,0.1428571429,0.1428571429,0,1,0.001571428571,0,0.0002244897959,1,False
openbmi_dda_block,leave_one_run_out,0_1,M0_NO_OP,0,0,0,0,0,0,0,0,0.1428571429,0.0005442176871,0,False
openbmi_dda_block,leave_one_run_out,0_1,BestFixedTrain,0,0,0,0,0,0,0,0,0.1428571429,0.0005442176871,0,False
openbmi_dda_block,leave_one_run_out,0_1,AlwaysSuppress,-0.02829591837,-0.01166666667,-0.1421428571,0.1428571429,1,0.8,0.1428571429,-0.02829591837,0,0.0005442176871,-51.99375,False
openbmi_dda_block,leave_one_run_out,0_1,P_only_gate,-0.02829591837,-0.01166666667,-0.1421428571,0.1428571429,1,0.8,0.1428571429,-0.02829591837,0,0.0005442176871,-51.99375,False
openbmi_dda_block,leave_one_run_out,0_1,P_plus_U_gate,-0.001891156463,0,-0.02166666667,0.1428571429,0.5714285714,0.65,0.25,-0.00330952381,0,0.0005442176871,-3.475,False
openbmi_dda_block,leave_one_run_out,0_1,P_plus_U_plus_D_gate,0,0,0,0,0,0,0,0,0.1428571429,0.0005442176871,0,False
openbmi_dda_block,leave_one_run_out,0_1,RidgeEffect,-0.0001904761905,0,-0.002857142857,0.02857142857,0.2857142857,0.8,0.1,-0.0006666666667,0.1142857143,0.0005442176871,-0.35,False
openbmi_dda_block,leave_one_run_out,0_1,ElasticNetEffect,-0.0001904761905,0,-0.002857142857,0.02857142857,0.2857142857,0.8,0.1,-0.0006666666667,0.1142857143,0.0005442176871,-0.35,False
openbmi_dda_block,leave_one_run_out,0_1,SmallHGBEffect,0,0,0,0,0,0,0,0,0.1428571429,0.0005442176871,0,False
openbmi_dda_block,leave_one_run_out,0_1,RiskAwarePERSIST,0,0,0,0,0,0,0,0,0.1428571429,0.0005442176871,0,False
openbmi_dda_block,leave_one_run_out,0_1,Oracle,0.0005442176871,0,0,0.1428571429,0.1428571429,0,1,0.00380952381,0,0.0005442176871,1,False
openbmi_dda_block,leave_one_run_out,1_0,M0_NO_OP,0,0,0,0,0,0,0,0,0.1714285714,0.0003639455782,0,False
openbmi_dda_block,leave_one_run_out,1_0,BestFixedTrain,0,0,0,0,0,0,0,0,0.1714285714,0.0003639455782,0,False
openbmi_dda_block,leave_one_run_out,1_0,AlwaysSuppress,-0.02863265306,-0.02,-0.1266666667,0.1714285714,1,0.8285714286,0.1714285714,-0.02863265306,0,0.0003639455782,-78.6728972,False
openbmi_dda_block,leave_one_run_out,1_0,P_only_gate,-0.02863265306,-0.02,-0.1266666667,0.1714285714,1,0.8285714286,0.1714285714,-0.02863265306,0,0.0003639455782,-78.6728972,False
openbmi_dda_block,leave_one_run_out,1_0,P_plus_U_gate,-0.003081632653,0,-0.02571428571,0.1714285714,0.5714285714,0.7,0.3,-0.005392857143,0,0.0003639455782,-8.46728972,False
openbmi_dda_block,leave_one_run_out,1_0,P_plus_U_plus_D_gate,0,0,0,0,0,0,0,0,0.1714285714,0.0003639455782,0,False
openbmi_dda_block,leave_one_run_out,1_0,RidgeEffect,-0.0002074829932,0,-0.006428571429,0.1142857143,0.2285714286,0.5,0.5,-0.0009077380952,0.05714285714,0.0003639455782,-0.5700934579,False
openbmi_dda_block,leave_one_run_out,1_0,ElasticNetEffect,-0.0002551020408,0,-0.006428571429,0.08571428571,0.2,0.5714285714,0.4285714286,-0.001275510204,0.08571428571,0.0003639455782,-0.7009345794,False
openbmi_dda_block,leave_one_run_out,1_0,SmallHGBEffect,0,0,0,0,0,0,0,0,0.1714285714,0.0003639455782,0,False
openbmi_dda_block,leave_one_run_out,1_0,RiskAwarePERSIST,0,0,0,0,0,0,0,0,0.1714285714,0.0003639455782,0,False
openbmi_dda_block,leave_one_run_out,1_0,Oracle,0.0003639455782,0,0,0.1714285714,0.1714285714,0,1,0.002123015873,0,0.0003639455782,1,False
openbmi_dda_block,leave_one_run_out,1_1,M0_NO_OP,0,0,0,0,0,0,0,0,0.2,0.0008095238095,0,False
openbmi_dda_block,leave_one_run_out,1_1,BestFixedTrain,0,0,0,0,0,0,0,0,0.2,0.0008095238095,0,False
openbmi_dda_block,leave_one_run_out,1_1,AlwaysSuppress,-0.03330952381,-0.01928571429,-0.1635714286,0.2,1,0.8,0.2,-0.03330952381,0,0.0008095238095,-41.14705882,False
openbmi_dda_block,leave_one_run_out,1_1,P_only_gate,-0.03330952381,-0.01928571429,-0.1635714286,0.2,1,0.8,0.2,-0.03330952381,0,0.0008095238095,-41.14705882,False
openbmi_dda_block,leave_one_run_out,1_1,P_plus_U_gate,-0.02468367347,-0.0007142857143,-0.1635714286,0.2,0.7142857143,0.72,0.28,-0.03455714286,0,0.0008095238095,-30.49159664,False
openbmi_dda_block,leave_one_run_out,1_1,P_plus_U_plus_D_gate,-0.01954421769,0,-0.1635714286,0,0.1428571429,1,0,-0.1368095238,0.2,0.0008095238095,-24.14285714,False
openbmi_dda_block,leave_one_run_out,1_1,RidgeEffect,-3.401360544e-05,0,-0.01,0.1428571429,0.2285714286,0.375,0.625,-0.0001488095238,0.05714285714,0.0008095238095,-0.04201680672,False
openbmi_dda_block,leave_one_run_out,1_1,ElasticNetEffect,0.0004217687075,0,-0.01,0.1714285714,0.2285714286,0.25,0.75,0.001845238095,0.02857142857,0.0008095238095,0.5210084034,False
openbmi_dda_block,leave_one_run_out,1_1,SmallHGBEffect,0,0,0,0,0,0,0,0,0.2,0.0008095238095,0,False
openbmi_dda_block,leave_one_run_out,1_1,RiskAwarePERSIST,0,0,0,0,0,0,0,0,0.2,0.0008095238095,0,False
openbmi_dda_block,leave_one_run_out,1_1,Oracle,0.0008095238095,0,0,0.2,0.2,0,1,0.004047619048,0,0.0008095238095,1,False
openbmi_dda_block,leave_one_run_out,2_0,M0_NO_OP,0,0,0,0,0,0,0,0,0.1142857143,0.00119047619,0,False
openbmi_dda_block,leave_one_run_out,2_0,BestFixedTrain,0,0,0,0,0,0,0,0,0.1142857143,0.00119047619,0,False
openbmi_dda_block,leave_one_run_out,2_0,AlwaysSuppress,-0.02869727891,-0.03142857143,-0.08857142857,0.1142857143,1,0.8571428571,0.1142857143,-0.02869727891,0,0.00119047619,-24.10571429,False
openbmi_dda_block,leave_one_run_out,2_0,P_only_gate,-0.02869727891,-0.03142857143,-0.08857142857,0.1142857143,1,0.8571428571,0.1142857143,-0.02869727891,0,0.00119047619,-24.10571429,False
openbmi_dda_block,leave_one_run_out,2_0,P_plus_U_gate,-0.008772108844,0,-0.07142857143,0.08571428571,0.5714285714,0.8,0.15,-0.01535119048,0.02857142857,0.00119047619,-7.368571429,False
openbmi_dda_block,leave_one_run_out,2_0,P_plus_U_plus_D_gate,-0.003102040816,0,-0.07142857143,0,0.05714285714,1,0,-0.05428571429,0.1142857143,0.00119047619,-2.605714286,False
openbmi_dda_block,leave_one_run_out,2_0,RidgeEffect,-0.0006326530612,0,-0.01357142857,0,0.1428571429,0.8,0,-0.004428571429,0.1142857143,0.00119047619,-0.5314285714,False
openbmi_dda_block,leave_one_run_out,2_0,ElasticNetEffect,-0.0001020408163,0,-0.002857142857,0,0.08571428571,0.6666666667,0,-0.00119047619,0.1142857143,0.00119047619,-0.08571428571,False
openbmi_dda_block,leave_one_run_out,2_0,SmallHGBEffect,0,0,0,0,0,0,0,0,0.1142857143,0.00119047619,0,False
openbmi_dda_block,leave_one_run_out,2_0,RiskAwarePERSIST,0,0,0,0,0,0,0,0,0.1142857143,0.00119047619,0,False
openbmi_dda_block,leave_one_run_out,2_0,Oracle,0.00119047619,0,0,0.1142857143,0.1142857143,0,1,0.01041666667,0,0.00119047619,1,False
openbmi_dda_block,leave_one_run_out,2_1,M0_NO_OP,0,0,0,0,0,0,0,0,0.2,0.0006607142857,0,False
openbmi_dda_block,leave_one_run_out,2_1,BestFixedTrain,0,0,0,0,0,0,0,0,0.2,0.0006607142857,0,False
openbmi_dda_block,leave_one_run_out,2_1,AlwaysSuppress,-0.03382440476,-0.01321428571,-0.1121428571,0.2,1,0.775,0.2,-0.03382440476,0,0.0006607142857,-51.19369369,False
openbmi_dda_block,leave_one_run_out,2_1,P_only_gate,-0.03382440476,-0.01321428571,-0.1121428571,0.2,1,0.775,0.2,-0.03382440476,0,0.0006607142857,-51.19369369,False
openbmi_dda_block,leave_one_run_out,2_1,P_plus_U_gate,-0.0002202380952,0,-0.007857142857,0.2,0.5,0.55,0.4,-0.0004404761905,0,0.0006607142857,-0.3333333333,False
openbmi_dda_block,leave_one_run_out,2_1,P_plus_U_plus_D_gate,0,0,0,0,0,0,0,0,0.2,0.0006607142857,0,False
openbmi_dda_block,leave_one_run_out,2_1,RidgeEffect,1.785714286e-05,0,-0.007857142857,0.2,0.4,0.4375,0.5,4.464285714e-05,0,0.0006607142857,0.02702702703,False
openbmi_dda_block,leave_one_run_out,2_1,ElasticNetEffect,1.785714286e-05,0,-0.007857142857,0.2,0.4,0.4375,0.5,4.464285714e-05,0,0.0006607142857,0.02702702703,False
openbmi_dda_block,leave_one_run_out,2_1,SmallHGBEffect,0,0,0,0,0,0,0,0,0.2,0.0006607142857,0,False
openbmi_dda_block,leave_one_run_out,2_1,RiskAwarePERSIST,0,0,0,0,0,0,0,0,0.2,0.0006607142857,0,False
openbmi_dda_block,leave_one_run_out,2_1,Oracle,0.0006607142857,0,0,0.2,0.2,0,1,0.003303571429,0,0.0006607142857,1,False
openbmi_dda_block,leave_one_outer_fold_out,0,M0_NO_OP,0,0,0,0,0,0,0,0,0.1428571429,0.0003843537415,0,False
openbmi_dda_block,leave_one_outer_fold_out,0,BestFixedTrain,0,0,0,0,0,0,0,0,0.1428571429,0.0003843537415,0,False
openbmi_dda_block,leave_one_outer_fold_out,0,AlwaysSuppress,-0.03227210884,-0.005416666667,-0.2178571429,0.1428571429,1,0.8142857143,0.1428571429,-0.03227210884,0,0.0003843537415,-83.96460177,False
openbmi_dda_block,leave_one_outer_fold_out,0,P_only_gate,-0.03227210884,-0.005416666667,-0.2178571429,0.1428571429,1,0.8142857143,0.1428571429,-0.03227210884,0,0.0003843537415,-83.96460177,False
openbmi_dda_block,leave_one_outer_fold_out,0,P_plus_U_gate,-0.002018707483,0,-0.03071428571,0.1428571429,0.5714285714,0.675,0.25,-0.003532738095,0,0.0003843537415,-5.252212389,False
openbmi_dda_block,leave_one_outer_fold_out,0,P_plus_U_plus_D_gate,0,0,0,0,0,0,0,0,0.1428571429,0.0003843537415,0,False
openbmi_dda_block,leave_one_outer_fold_out,0,RidgeEffect,-4.081632653e-05,0,-0.002142857143,0.01428571429,0.08571428571,0.6666666667,0.1666666667,-0.0004761904762,0.1285714286,0.0003843537415,-0.1061946903,False
openbmi_dda_block,leave_one_outer_fold_out,0,ElasticNetEffect,-0.000112244898,0,-0.002142857143,0,0.1,0.8571428571,0,-0.00112244898,0.1428571429,0.0003843537415,-0.2920353982,False
openbmi_dda_block,leave_one_outer_fold_out,0,SmallHGBEffect,0,0,0,0,0,0,0,0,0.1428571429,0.0003843537415,0,False
openbmi_dda_block,leave_one_outer_fold_out,0,RiskAwarePERSIST,-1.020408163e-05,0,-0.0007142857143,0,0.04285714286,0.6666666667,0,-0.0002380952381,0.1428571429,0.0003843537415,-0.02654867257,False
openbmi_dda_block,leave_one_outer_fold_out,0,Oracle,0.0003843537415,0,0,0.1428571429,0.1428571429,0,1,0.00269047619,0,0.0003843537415,1,False
openbmi_dda_block,leave_one_outer_fold_out,1,M0_NO_OP,0,0,0,0,0,0,0,0,0.1857142857,0.0005867346939,0,False
openbmi_dda_block,leave_one_outer_fold_out,1,BestFixedTrain,0,0,0,0,0,0,0,0,0.1857142857,0.0005867346939,0,False
openbmi_dda_block,leave_one_outer_fold_out,1,AlwaysSuppress,-0.03097108844,-0.01964285714,-0.1635714286,0.1857142857,1,0.8142857143,0.1857142857,-0.03097108844,0,0.0005867346939,-52.78550725,False
openbmi_dda_block,leave_one_outer_fold_out,1,P_only_gate,-0.03097108844,-0.01964285714,-0.1635714286,0.1857142857,1,0.8142857143,0.1857142857,-0.03097108844,0,0.0005867346939,-52.78550725,False
openbmi_dda_block,leave_one_outer_fold_out,1,P_plus_U_gate,-0.02060034014,-0.0007142857143,-0.1635714286,0.1857142857,0.7142857143,0.74,0.26,-0.02884047619,0,0.0005867346939,-35.11014493,False
openbmi_dda_block,leave_one_outer_fold_out,1,P_plus_U_plus_D_gate,-0.01648979592,0,-0.1635714286,0,0.1428571429,1,0,-0.1154285714,0.1857142857,0.0005867346939,-28.10434783,False
openbmi_dda_block,leave_one_outer_fold_out,1,RidgeEffect,-0.0001445578231,0,-0.01,0.1142857143,0.2142857143,0.4666666667,0.5333333333,-0.0006746031746,0.07142857143,0.0005867346939,-0.2463768116,False
openbmi_dda_block,leave_one_outer_fold_out,1,ElasticNetEffect,-4.761904762e-05,0,-0.01,0.1,0.1857142857,0.4615384615,0.5384615385,-0.0002564102564,0.08571428571,0.0005867346939,-0.08115942029,False
openbmi_dda_block,leave_one_outer_fold_out,1,SmallHGBEffect,0,0,0,0,0,0,0,0,0.1857142857,0.0005867346939,0,False
openbmi_dda_block,leave_one_outer_fold_out,1,RiskAwarePERSIST,0,0,0,0,0,0,0,0,0.1857142857,0.0005867346939,0,False
openbmi_dda_block,leave_one_outer_fold_out,1,Oracle,0.0005867346939,0,0,0.1857142857,0.1857142857,0,1,0.003159340659,0,0.0005867346939,1,False
openbmi_dda_block,leave_one_outer_fold_out,2,M0_NO_OP,0,0,0,0,0,0,0,0,0.16,0.0009079365079,0,False
openbmi_dda_block,leave_one_outer_fold_out,2,BestFixedTrain,0,0,0,0,0,0,0,0,0.16,0.0009079365079,0,False
openbmi_dda_block,leave_one_outer_fold_out,2,AlwaysSuppress,-0.03143174603,-0.0225,-0.1121428571,0.16,1,0.8133333333,0.16,-0.03143174603,0,0.0009079365079,-34.61888112,False
openbmi_dda_block,leave_one_outer_fold_out,2,P_only_gate,-0.03143174603,-0.0225,-0.1121428571,0.16,1,0.8133333333,0.16,-0.03143174603,0,0.0009079365079,-34.61888112,False
openbmi_dda_block,leave_one_outer_fold_out,2,P_plus_U_gate,-0.004211111111,0,-0.07142857143,0.1466666667,0.5333333333,0.675,0.275,-0.007895833333,0.01333333333,0.0009079365079,-4.638111888,False
openbmi_dda_block,leave_one_outer_fold_out,2,P_plus_U_plus_D_gate,-0.001447619048,0,-0.07142857143,0,0.02666666667,1,0,-0.05428571429,0.16,0.0009079365079,-1.594405594,False
openbmi_dda_block,leave_one_outer_fold_out,2,RidgeEffect,-0.0002285714286,0,-0.007857142857,0.09333333333,0.2666666667,0.55,0.35,-0.0008571428571,0.06666666667,0.0009079365079,-0.2517482517,False
openbmi_dda_block,leave_one_outer_fold_out,2,ElasticNetEffect,-0.0001619047619,0,-0.007857142857,0.09333333333,0.2666666667,0.55,0.35,-0.0006071428571,0.06666666667,0.0009079365079,-0.1783216783,False
openbmi_dda_block,leave_one_outer_fold_out,2,SmallHGBEffect,0,0,0,0,0,0,0,0,0.16,0.0009079365079,0,False
openbmi_dda_block,leave_one_outer_fold_out,2,RiskAwarePERSIST,0,0,0,0,0.01333333333,0,0,0,0.16,0.0009079365079,0,False
openbmi_dda_block,leave_one_outer_fold_out,2,Oracle,0.0009079365079,0,0,0.16,0.16,0,1,0.005674603175,0,0.0009079365079,1,False
wbcic_development_block,leave_one_fold_out,0,M0_NO_OP,0,0,0,0,0,0,0,0,0.3125,0.001379513889,0,False
wbcic_development_block,leave_one_fold_out,0,BestFixedTrain,0,0,0,0,0,0,0,0,0.3125,0.001379513889,0,False
