task,fold,stage,split,coordinate_system,matched_subject_class_pairs,coordinate_Pearson,mean_diagonal_cross_session_Pearson,normalized_symmetric_cross_session_covariance_trace,matched_centroid_cosine,within_subject_cross_session_distance,between_subject_distance_reference
OpenBMI_MI,0,H_CONCAT,DISCOVERY,CANONICAL_FINAL_P,12,"[0.3902131694935372, 0.6542296200251856, 0.7856738359917582, 0.7728509213217207, 0.8169373752476152, 0.556782893047243, 0.7509355238842269, 0.8473477899036929]",0.6968713911143725,0.7383155964957173,0.6291112227642447,0.4042719221272599,0.6241360052193939
OpenBMI_MI,0,H_SHARED1,DISCOVERY,CANONICAL_FINAL_P,12,"[0.4808632627838361, 0.5404378881133147, 0.8432799389273081, 0.8511281456359059, 0.7651560562979347, 0.6454117608467649, 0.8429764030396804, 0.7865472447764023]",0.7194750875526433,0.751621433423302,0.636614484358668,0.44141874511903995,0.6398827658716703
OpenBMI_MI,0,H_SHARED2,DISCOVERY,CANONICAL_FINAL_P,12,"[0.4529489315215626, 0.6347917329455697, 0.7994376079372508, 0.8377839468236322, 0.7447803588149843, 0.520603765207995, 0.8572755573874645, 0.7176279031870301]",0.6956562254781862,0.7360550630526138,0.6872048609757438,0.5061844370998078,0.7589026855920568
OpenBMI_MI,0,EMBEDDING,DISCOVERY,CANONICAL_FINAL_P,12,"[0.3937940043203937, 0.5019495015309446, 0.7149305956231409, 0.7434979899052455, 0.8093501627400747, -0.13134459282344818, 0.5517181960332449, 0.26183675753211927]",0.4807165768577144,0.5910946993868759,0.5404991599556214,0.8472621765080034,1.1536987832531198
OpenBMI_MI,1,BRANCH_15,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.8120061200529228, 0.7392189717679317, 0.7596343037503243, 0.8363873340760826, 0.7466065475577324, 0.7854886096834959, 0.8148409819640742, 0.4428836831622449]",0.7421333190018511,0.7743776337528622,0.8054338481409715,0.37412686974695775,0.6625057093603927
OpenBMI_MI,1,BRANCH_63,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.8386891401813158, 0.650369113251002, 0.7698207949254362, 0.8280257185433988, 0.709635464708211, 0.8415216590864131, 0.7989584886006058, 0.4064881971318862]",0.7304385720535336,0.7694132840326122,0.8061132508521595,0.41782421068345726,0.7187382861985057
OpenBMI_MI,1,BRANCH_127,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.8678623713977424, 0.7278898602848212, 0.7389517412443964, 0.7807771442688196, 0.6202835561209565, 0.7505034630116663, 0.6989636260006065, 0.38550443231607573]",0.6963420243306355,0.7363241198483442,0.7848364458757051,0.42414562445461146,0.7274545805013538
OpenBMI_MI,1,H_CONCAT,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.8560815231613268, 0.7292869376831793, 0.7711784691985067, 0.834477789314535, 0.7179027539625027, 0.8198607776816088, 0.8098947324995867, 0.4236960923681939]",0.7452973844836799,0.7805030717373349,0.8224242211357699,0.39615225579912267,0.716289546032887
OpenBMI_MI,1,H_SHARED1,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.8050637859699167, 0.7364006434070501, 0.8213750227075388, 0.8774043420063488, 0.7557254886658192, 0.8644432421571012, 0.8541165865798236, 0.5263044364939657]",0.7801041934984455,0.8166717124176746,0.8302422421284356,0.4324153012959732,0.7863306072338146
OpenBMI_MI,1,H_SHARED2,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.7911859415544891, 0.7357975930402495, 0.8436466575285183, 0.8937736805997869, 0.7471761534884621, 0.8799414130862403, 0.8682846076599701, 0.604860255141321]",0.7955832877623796,0.8358587638502852,0.8476516922877562,0.45531231045824055,0.8144463901772684
OpenBMI_MI,1,EMBEDDING,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.7696349629376605, 0.700553891834328, 0.8014811433858523, 0.9375080167475307, 0.6792163379947762, 0.8231891869317981, 0.7321632515003734, 0.47954541983068727]",0.7404115263953759,0.7955413408446547,0.7887308437299764,0.7276487020012994,1.2430262554371299
OpenBMI_MI,1,BRANCH_15,DISCOVERY,CANONICAL_FINAL_P,12,"[0.5574890984833714, 0.3813082878533936, 0.6362827377751228, 0.6322485116712135, 0.5083025134803466, 0.9165464968023402, 0.9179183107529014, 0.75095209539701]",0.6626310065269625,0.6274545639868071,0.5630950387229332,0.3398357535073295,0.4561323768157036
OpenBMI_MI,1,BRANCH_63,DISCOVERY,CANONICAL_FINAL_P,12,"[0.4813742221406665, 0.43663233144647373, 0.8063792544385442, 0.7714439102578851, 0.8651415503032087, 0.7389747792476173, 0.6982346095573139, 0.7947105453817186]",0.6991114003466785,0.7131417288020865,0.7671199024865182,0.3702587533797413,0.5317389959975003
OpenBMI_MI,1,BRANCH_127,DISCOVERY,CANONICAL_FINAL_P,12,"[-0.01785401282679602, 0.6431362392932017, 0.5317594579491803, 0.5716161941659661, 0.7591824186595193, 0.6442302681005307, 0.7129654748030348, 0.630816373655821]",0.5594815517250573,0.539893024643211,0.5796313738080642,0.42375911849623144,0.5395571566105307
OpenBMI_MI,1,H_CONCAT,DISCOVERY,CANONICAL_FINAL_P,12,"[0.39455080136270165, 0.6824197166070697, 0.7115982023995995, 0.7174622328986859, 0.7815990748093252, 0.8276251259855463, 0.8819178682332863, 0.8128721140259032]",0.7262556420402647,0.6965443995555797,0.6822935297208871,0.3504186382064096,0.4829624179386477
OpenBMI_MI,1,H_SHARED1,DISCOVERY,CANONICAL_FINAL_P,12,"[0.43713060245415675, 0.6128741348047386, 0.7321599529559908, 0.7475731062312095, 0.8096236307799102, 0.8806475157050108, 0.8439247384263527, 0.9291802486660156]",0.7491392412529231,0.7275808198425642,0.7501057250152693,0.421220513452176,0.5833380559907824
OpenBMI_MI,1,H_SHARED2,DISCOVERY,CANONICAL_FINAL_P,12,"[0.3651227796156004, 0.7115045380615048, 0.7503151317970984, 0.7062707826236246, 0.8415695994080951, 0.8816644066955317, 0.8167261428088582, 0.8509742066508854]",0.7405184484576499,0.7199447706265238,0.7494785474582061,0.46594725831855954,0.6626661693519319
OpenBMI_MI,1,EMBEDDING,DISCOVERY,CANONICAL_FINAL_P,12,"[0.288853484562197, 0.6954801669448295, 0.6291164418779387, 0.7630986130113248, 0.7931179524533334, 0.6882161268820518, 0.5391018037972635, 0.5532502072051312]",0.6187793495917587,0.6530083108613021,0.6535767438606418,0.8244206402739311,1.2126423591482796
OpenBMI_MI,2,BRANCH_15,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.6513274852299279, 0.6469075739061796, 0.8180324762052377, 0.7125754799006011, 0.5979635551453719, 0.7097383743793398, 0.8354627687545084, 0.7600312603293459]",0.716504871731314,0.7245071976162046,0.8136239976494635,0.4181746851303394,0.6356356064378362
OpenBMI_MI,2,BRANCH_63,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.7164671063047333, 0.7078378873637383, 0.8592185462174927, 0.709726365705482, 0.5981174824325428, 0.7002335736784469, 0.8548968191687425, 0.6843459579744872]",0.7288554673557082,0.7365540556287893,0.8045892005995683,0.4241307168651183,0.6807540305002787
OpenBMI_MI,2,BRANCH_127,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.6622892022905571, 0.6982610608421124, 0.7489104852532054, 0.6623200590563948, 0.5901669652391325, 0.638075551283476, 0.7092235751767265, 0.7696483642485745]",0.6848619079237723,0.6730518917354006,0.775888370866756,0.46428524077623984,0.717432542670869
OpenBMI_MI,2,H_CONCAT,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.6869885749331764, 0.7159065429410075, 0.8403320326416306, 0.7143414389566429, 0.6123577722181538, 0.7068828856520976, 0.826404444704032, 0.7542072721790889]",0.7321776205282288,0.7319769494666067,0.8227217343837631,0.4265599476158176,0.6846023159110752
OpenBMI_MI,2,H_SHARED1,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.6449832408000408, 0.7005367730626154, 0.8886300117130881, 0.7770334897800649, 0.6623485212178822, 0.7754988502006191, 0.8874633409294137, 0.7788111890762496]",0.7644131770974968,0.7795982438372977,0.8524083325579574,0.44719477860500295,0.7213772663396104
OpenBMI_MI,2,H_SHARED2,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.6287691824494541, 0.7069795736051113, 0.8991614075082979, 0.7917512007454469, 0.6622709518223435, 0.8017744629674062, 0.9089455533000279, 0.7632300701514012]",0.7703603003186861,0.7959011635895314,0.8632783182713253,0.48617139130145925,0.760049285450492
OpenBMI_MI,2,EMBEDDING,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.6093852308916309, 0.6729308601989368, 0.827139914899119, 0.7510824779842604, 0.6378026786018741, 0.7767761657691264, 0.9124896793670036, 0.5541635335504712]",0.7177213176578028,0.752298634619944,0.7717681376925014,0.8015851983840475,1.2216288225646394
OpenBMI_MI,2,BRANCH_15,DISCOVERY,CANONICAL_FINAL_P,12,"[0.803990400092411, 0.0902375095000727, 0.8377205551400512, 0.8339173661551325, 0.9316423746015037, 0.8638582651047373, 0.8701328112813688, 0.8944035458270646]",0.7657378534627928,0.8393205716283263,0.6810939498394202,0.33623755496031743,0.757109778645042
OpenBMI_MI,2,BRANCH_63,DISCOVERY,CANONICAL_FINAL_P,12,"[-0.17050225813277164, 0.4077605309678232, 0.863782629113055, 0.890416637190271, 0.9733150623708278, 0.8519313855166962, 0.9316185883428988, 0.8256825151454672]",0.6967506363142835,0.8429071813149401,0.7296165850606436,0.3604109288351682,0.6344266953399977
OpenBMI_MI,2,BRANCH_127,DISCOVERY,CANONICAL_FINAL_P,12,"[0.3734774618968375, 0.21741496410892935, 0.8460469950028563, 0.8936686548445959, 0.9475857101366986, 0.9026953175576737, 0.932613640206639, 0.8420331895901446]",0.7444419916680469,0.8751316658198737,0.7110049868116116,0.3597409458314074,0.7688477222316588
OpenBMI_MI,2,H_CONCAT,DISCOVERY,CANONICAL_FINAL_P,12,"[-0.20223193090389652, 0.1288277255353547, 0.8859688129916204, 0.8785359069487938, 0.9658026743276497, 0.9265125129625343, 0.9450384668906401, 0.879575365863868]",0.6760036918270705,0.8956385141977597,0.767076665830576,0.30835773614511236,0.6578878472066548
OpenBMI_MI,2,H_SHARED1,DISCOVERY,CANONICAL_FINAL_P,12,"[0.4943400677639893, -0.10549681902414747, 0.8753934633360823, 0.8232366199110547, 0.9534606748819753, 0.8797595952843263, 0.9357414846849743, 0.8253410747189264]",0.7102220201946476,0.8740831004544057,0.7941601195398844,0.38677582313599546,0.8307128040810595
OpenBMI_MI,2,H_SHARED2,DISCOVERY,CANONICAL_FINAL_P,12,"[0.5099163793026431, -0.06100833609252185, 0.8304623750546334, 0.7988698530154285, 0.9043906206748146, 0.8446612641581674, 0.9102244637374405, 0.8174786878307876]",0.6943744134601741,0.8354586845052148,0.7165419315304073,0.4923868247936814,0.9456586734875724
OpenBMI_MI,2,EMBEDDING,DISCOVERY,CANONICAL_FINAL_P,12,"[0.6249533252303768, 0.4643838144377687, 0.5911893583699084, 0.6820454370352298, 0.7868572299016932, 0.7156938705125226, 0.8183991025848328, 0.6872282327131661]",0.6713437963481873,0.6966692666238407,0.5788936265968274,0.8905126074640838,1.3099286912951682
OpenBMI_MI,3,BRANCH_15,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.7949609369655475, 0.8323172639360784, 0.646916840639559, 0.7995906810399508, 0.7561695096469362, 0.7368707079609434, 0.8679891493456467, 0.4925209309826811]",0.7409170025646679,0.7585577215222865,0.767492679268389,0.43838792193206866,0.7032406879103033
OpenBMI_MI,3,BRANCH_63,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.8002806209044926, 0.8419421191549256, 0.7092198410235104, 0.802262825915682, 0.795114432653568, 0.7692491707342132, 0.8526595668383297, 0.45209941108109303]",0.7528534985382268,0.7801176238941441,0.7859236174544895,0.42986165172958607,0.7058393883591155
OpenBMI_MI,3,BRANCH_127,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.7323799923877592, 0.827417858845304, 0.6704838571550508, 0.7844733979674283, 0.7232982231093916, 0.7125664258477091, 0.8320284318924874, 0.39386441166235414]",0.7095640748584355,0.7365930561933653,0.750885894194867,0.4693450203400355,0.7369398183205572
OpenBMI_MI,3,H_CONCAT,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.7892312724140154, 0.8549593422147778, 0.6740875464814288, 0.8072118819630638, 0.7691142664120634, 0.7553234877732512, 0.8733160973800698, 0.45648356416263897]",0.7474659323501636,0.7705484607524263,0.7889478036502808,0.44385416160859,0.728448379948854
OpenBMI_MI,3,H_SHARED1,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.7895855498141257, 0.8735120107785684, 0.6806307403080841, 0.84741041408426, 0.7799806735225794, 0.7782331199973939, 0.9151966989548072, 0.48318056028894046]",0.7684662209685948,0.7978466178041665,0.8106683292252554,0.47519582743419586,0.7919013626045048
OpenBMI_MI,3,H_SHARED2,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.7701445729467298, 0.8737838187117523, 0.7018037396751456, 0.8667219674897818, 0.8067152691044285, 0.772951666720003, 0.9197188041307836, 0.4462266593559117]",0.769758312266817,0.8114345079998331,0.8153425323273561,0.5154555070772346,0.850091581364567
OpenBMI_MI,3,EMBEDDING,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.8179853709639546, 0.8488707745308246, 0.6385957567609404, 0.841601923947826, 0.7116337902042109, 0.6569347393738062, 0.8740035618553142, 0.38529621907252687]",0.7218652670886754,0.7520452517049907,0.7389601144872469,0.8437943563292851,1.3111777197757095
OpenBMI_MI,3,BRANCH_15,DISCOVERY,CANONICAL_FINAL_P,12,"[0.7450538097438758, 0.8089673414514511, 0.48987126351924837, 0.7953829582748078, 0.8663245330867596, 0.5515773890459552, 0.7052963229794764, 0.6286326760425093]",0.6988882867680104,0.6872419356758347,0.7390721818805833,0.5720981983122436,0.9172458894127381
OpenBMI_MI,3,BRANCH_63,DISCOVERY,CANONICAL_FINAL_P,12,"[0.5793411698411708, 0.7594857650626033, 0.5823206419549516, 0.913737785863073, 0.7852744798197835, 0.7137939268621497, 0.8053572874873176, -0.041337103415228664]",0.6372467441844776,0.7244392844838603,0.6016529657711526,0.5413048108676449,0.7920802343342133
OpenBMI_MI,3,BRANCH_127,DISCOVERY,CANONICAL_FINAL_P,12,"[0.3966394739018123, 0.5708910623071662, 0.6399675638606027, 0.7782696572770348, 0.7638040967220264, 0.7076149414155081, 0.7788726685836316, 0.6435024091094635]",0.6599452341471557,0.6643739512920557,0.6341388137481455,0.5942113810972245,0.8234955896947832
OpenBMI_MI,3,H_CONCAT,DISCOVERY,CANONICAL_FINAL_P,12,"[0.4565183356502552, 0.7384815938560886, 0.6367274503323171, 0.8575989828046192, 0.7922652467536586, 0.7437212285707396, 0.7972971364192676, 0.5442812811019011]",0.6958614069361059,0.7365242497482575,0.7070108917800346,0.49563316313247735,0.7222133815490644
OpenBMI_MI,3,H_SHARED1,DISCOVERY,CANONICAL_FINAL_P,12,"[0.527432309398464, 0.84563214290766, 0.7065279742173968, 0.6775014451635747, 0.788953537819883, 0.5386835004559513, 0.8502248438499591, 0.5852661750992469]",0.690027741114017,0.6977904307002568,0.6913903680657573,0.7903959695305263,1.1160012730296427
OpenBMI_MI,3,H_SHARED2,DISCOVERY,CANONICAL_FINAL_P,12,"[-0.07034699111179187, 0.8525797726480593, 0.6781009393609266, 0.7633963109248753, 0.836848658534427, 0.585066182713217, 0.9030698440978422, 0.6041842415411806]",0.644112369838592,0.7273835441436767,0.6812699337448062,0.8842596954863423,1.2509433603653255
OpenBMI_MI,3,EMBEDDING,DISCOVERY,CANONICAL_FINAL_P,12,"[0.4518200246022964, 0.8009856356200399, 0.6361356513970964, 0.422789014125848, 0.7557000844162421, 0.4335949105858178, 0.9499399206631809, 0.053340241550151046]",0.5630381853700841,0.6541136864686442,0.5746687171240574,1.1482616736849793,1.5747630309203144
OpenBMI_MI,4,BRANCH_15,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.8253905516374651, 0.7837725960174028, 0.4415733312773362, 0.7368638353510291]",0.6969000785708084,0.780772130364249,0.7530630376042579,0.30737469497973896,0.4773957302378104
OpenBMI_MI,4,BRANCH_63,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.7666607248225042, 0.7613194351741037, 0.3813403200386917, 0.7527313415520988]",0.6655129553968496,0.7297203690426615,0.7445548544342192,0.36250182701480355,0.5271532331513961
OpenBMI_MI,4,BRANCH_127,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.7674248158985961, 0.7927320648696738, 0.4332746730196691, 0.7317225684177795]",0.6812885305514296,0.7356562335131374,0.7147294122509853,0.3478089915392558,0.5428156823632793
OpenBMI_MI,4,H_CONCAT,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.7995854622780556, 0.7952999552919309, 0.4475075480896712, 0.7486412455264794]",0.6977585527965342,0.7623685161839933,0.7628524797684075,0.3414410572450259,0.5244299660262234
OpenBMI_MI,4,H_SHARED1,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.8306389467750149, 0.7765189666272062, 0.4954999492914465, 0.7559224300215363]",0.7146450731788009,0.7904639982842891,0.7947938544240054,0.35716439637085784,0.5390388905310456
OpenBMI_MI,4,H_SHARED2,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.860353150561448, 0.8064673914597766, 0.5045800615411701, 0.7550025307102404]",0.7316007835681588,0.8176346257882422,0.8094445139914984,0.37200427873183284,0.5564534299511239
OpenBMI_MI,4,EMBEDDING,INNER_TRAIN,CANONICAL_FINAL_P,52,"[0.9234371483327558, 0.6581303300346332, 0.4817462114868674, 0.6551059222631905]",0.6796049030293617,0.8028672649116908,0.7710994820523516,0.5311370026082968,0.8126794940077371
OpenBMI_MI,4,BRANCH_15,DISCOVERY,CANONICAL_FINAL_P,12,"[0.4321394327807253, 0.05484151826265069, 0.21557428689451744, 0.6584455335278074]",0.3402501928664252,0.4045182847782751,0.5545877833669435,0.3291339364132631,0.39426265333073324
OpenBMI_MI,4,BRANCH_63,DISCOVERY,CANONICAL_FINAL_P,12,"[0.5734478392938965, -0.4711968743324605, 0.6053407268770339, 0.3449922897498723]",0.26314599539708555,0.39974500771398136,0.42898159761588234,0.3983519562824278,0.4860728884432268
OpenBMI_MI,4,BRANCH_127,DISCOVERY,CANONICAL_FINAL_P,12,"[0.3652802919359427, -0.6560193791038456, 0.9600975989832397, 0.04844220035515559]",0.1794501780426231,0.6099179865207887,0.46141199819633344,0.43344170907129626,0.6692371750622907
OpenBMI_MI,4,H_CONCAT,DISCOVERY,CANONICAL_FINAL_P,12,"[0.44353959440548235, -0.5659649864134716, 0.885268264759483, 0.15615327743247998]",0.22974903754599343,0.4919308686169167,0.5539309908628179,0.38751905130782466,0.5291370280992355
OpenBMI_MI,4,H_SHARED1,DISCOVERY,CANONICAL_FINAL_P,12,"[0.7452930533793822, 0.09376824305628632, 0.719489761681863, 0.47218712043314004]",0.5076845446376679,0.6898117524851417,0.699668224823875,0.3350919046419301,0.540295047289255
OpenBMI_MI,4,H_SHARED2,DISCOVERY,CANONICAL_FINAL_P,12,"[0.7663206332681822, 0.3993480465391419, 0.7629548602389632, 0.3899682791964481]",0.5796479548106839,0.7152709836791221,0.6924673835029652,0.38168793289832315,0.6338744632197639
OpenBMI_MI,4,EMBEDDING,DISCOVERY,CANONICAL_FINAL_P,12,"[0.7888758660254174, 0.45698119443277796, 0.7060258845628444, 0.062235366664237825]",0.5035295779213194,0.6177756211473219,0.5032565871398961,0.674088452352812,0.951718897827947
