task,fold,source_stage,successor_stage,perturbation,trials,source_basis_rank,successor_basis_rank,structured_complement_rank,source_energy,successor_P_movement_over_input_energy,successor_C_movement_over_input_energy,matched_energy_max_relative_error,structured_C_to_P,structured_C_to_C,random_C_to_P,structured_minus_random_C_to_P,positive_folds
OpenBMI_MI,1,H_SHARED2,EMBEDDING,P,256,8,8,16,0.7535580438724568,0.18563105112241102,0.27100473515511236,0.0,,,,,
OpenBMI_MI,1,H_SHARED2,EMBEDDING,STRUCTURED_C,256,8,8,16,0.7535580438724568,0.050056106516218606,0.1495618483515127,0.0,,,,,
OpenBMI_MI,1,H_SHARED2,EMBEDDING,RANDOM_C,256,8,8,16,0.7535580438724568,0.024718965582331203,0.061275136565882744,0.0,,,,,
OpenBMI_MI,2,H_CONCAT,H_SHARED1,P,256,8,8,16,1.5618855042347395,0.7917963515727646,0.5695652901396407,7.63239640377833e-08,,,,,
OpenBMI_MI,2,H_CONCAT,H_SHARED1,STRUCTURED_C,256,8,8,16,1.5618855042347395,0.08598876504660148,0.8338794949942901,7.63239640377833e-08,,,,,
OpenBMI_MI,2,H_CONCAT,H_SHARED1,RANDOM_C,256,8,8,16,1.5618855042347395,0.026780391149871678,0.5833185437596071,7.63239640377833e-08,,,,,
OpenBMI_MI,2,H_SHARED1,H_SHARED2,P,256,8,8,16,1.169413804991785,0.7086412211105291,0.5442932361627852,0.0,,,,,
OpenBMI_MI,2,H_SHARED1,H_SHARED2,STRUCTURED_C,256,8,8,16,1.169413804991785,0.08127327166239486,0.8459463463468978,0.0,,,,,
OpenBMI_MI,2,H_SHARED1,H_SHARED2,RANDOM_C,256,8,8,16,1.169413804991785,0.03319354828893416,0.5300617215384945,0.0,,,,,
OpenBMI_MI,2,H_SHARED2,EMBEDDING,P,256,8,8,16,0.8016115523283364,0.22653699313921652,0.3125827908434552,0.0,,,,,
OpenBMI_MI,2,H_SHARED2,EMBEDDING,STRUCTURED_C,256,8,8,16,0.8016115523283364,0.06208803726450798,0.16840725940390108,0.0,,,,,
OpenBMI_MI,2,H_SHARED2,EMBEDDING,RANDOM_C,256,8,8,16,0.8016115523283364,0.03058312138596894,0.07460073237183994,0.0,,,,,
OpenBMI_MI,3,H_CONCAT,H_SHARED1,P,256,8,8,16,1.495207798746574,0.7221214426341106,0.5440718502554936,0.0,,,,,
OpenBMI_MI,3,H_CONCAT,H_SHARED1,STRUCTURED_C,256,8,8,16,1.495207798746574,0.07065831678368514,0.7877565966537817,0.0,,,,,
OpenBMI_MI,3,H_CONCAT,H_SHARED1,RANDOM_C,256,8,8,16,1.495207798746574,0.027347565301107674,0.5767944158105297,0.0,,,,,
OpenBMI_MI,3,H_SHARED1,H_SHARED2,P,256,8,8,16,1.122936260606509,0.7255345656609562,0.5238020748435668,1.0615855217110948e-07,,,,,
OpenBMI_MI,3,H_SHARED1,H_SHARED2,STRUCTURED_C,256,8,8,16,1.122936260606509,0.06997125037009821,0.7816537132990129,1.0615855217110948e-07,,,,,
OpenBMI_MI,3,H_SHARED1,H_SHARED2,RANDOM_C,256,8,8,16,1.122936260606509,0.03244084913889126,0.517524111146344,1.0615855217110948e-07,,,,,
OpenBMI_MI,3,H_SHARED2,EMBEDDING,P,256,8,8,16,0.7718937521375797,0.18525496797265953,0.2887918577661935,7.72187149777892e-08,,,,,
OpenBMI_MI,3,H_SHARED2,EMBEDDING,STRUCTURED_C,256,8,8,16,0.7718937521375797,0.060083456732730786,0.1696646030861905,7.72187149777892e-08,,,,,
OpenBMI_MI,3,H_SHARED2,EMBEDDING,RANDOM_C,256,8,8,16,0.7718937521375797,0.030045966007600254,0.0748727675771486,7.72187149777892e-08,,,,,
OpenBMI_MI,4,H_CONCAT,H_SHARED1,P,256,4,4,16,1.5408065474324915,0.8037371230581263,0.544139887409566,7.736811369341012e-08,,,,,
OpenBMI_MI,4,H_CONCAT,H_SHARED1,STRUCTURED_C,256,4,4,16,1.5408065474324915,0.06359746847328765,0.9105451782138124,7.736811369341012e-08,,,,,
OpenBMI_MI,4,H_CONCAT,H_SHARED1,RANDOM_C,256,4,4,16,1.5408065474324915,0.019853234102762574,0.6074034109055593,7.736811369341012e-08,,,,,
OpenBMI_MI,4,H_SHARED1,H_SHARED2,P,256,4,4,16,1.168600605340926,0.7343834420291435,0.5194154669311809,1.0201029709833165e-07,,,,,
OpenBMI_MI,4,H_SHARED1,H_SHARED2,STRUCTURED_C,256,4,4,16,1.168600605340926,0.0552512122278152,0.8214943777873662,1.0201029709833165e-07,,,,,
OpenBMI_MI,4,H_SHARED1,H_SHARED2,RANDOM_C,256,4,4,16,1.168600605340926,0.02315088878430677,0.5451381078604116,1.0201029709833165e-07,,,,,
OpenBMI_MI,4,H_SHARED2,EMBEDDING,P,256,4,4,16,0.8008241799990881,0.19592428691881558,0.41137946885630505,7.442913130262241e-08,,,,,
OpenBMI_MI,4,H_SHARED2,EMBEDDING,STRUCTURED_C,256,4,4,16,0.8008241799990881,0.05136697143522545,0.20234446687802565,7.442913130262241e-08,,,,,
OpenBMI_MI,4,H_SHARED2,EMBEDDING,RANDOM_C,256,4,4,16,0.8008241799990881,0.024309868420206368,0.08994823529438002,7.442913130262241e-08,,,,,
OpenBMI_MI,POOLED_FOLDS,H_CONCAT,H_SHARED1,STRUCTURED_VS_RANDOM_C_SUMMARY,,,,,,,,,0.07043112995728466,0.794897824148679,0.025528189924996846,0.044902940032287814,5
OpenBMI_MI,POOLED_FOLDS,H_SHARED1,H_SHARED2,STRUCTURED_VS_RANDOM_C_SUMMARY,,,,,,,,,0.07071411668120992,0.7994283628103025,0.03095381258185635,0.03976030409935356,5
OpenBMI_MI,POOLED_FOLDS,H_SHARED2,EMBEDDING,STRUCTURED_VS_RANDOM_C_SUMMARY,,,,,,,,,0.059133866993727656,0.17659393795257475,0.02796912086224108,0.031164746131486575,5
