task,fold,stage,split,coordinate,trials_or_centroids,biological_subjects,mean_R2,variance_weighted_R2,mean_Pearson,cosine,normalized_MSE,R2,Pearson,subject,pathway_rank,feature_dimension,Q_mu_sha256
OpenBMI_MI,0,BRANCH_63,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,0,104,26,,,,,,0.10359586370529661,0.3475916400993508,,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_63,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,1,104,26,,,,,,0.30886709101198295,0.5828539487386972,,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_63,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,2,104,26,,,,,,0.3262102924746211,0.5950498588679595,,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_63,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,3,104,26,,,,,,0.4388411113938381,0.6893462487369053,,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_63,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,4,104,26,,,,,,0.4507484105486914,0.6977044126560118,,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_63,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,5,104,26,,,,,,0.07812482334642379,0.2829182410413036,,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_63,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,6,104,26,,,,,,0.05155733018607633,0.2598112783806337,,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_63,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,7,104,26,,,,,,-0.12854532598639823,0.09722830611271661,,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_127,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,ALL,104,26,0.15602622495004692,0.27229427556140084,0.3828700613797018,0.4723375821808841,0.7277057244385992,,,,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,BRANCH_127,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,0,104,26,,,,,,0.27514778585564215,0.5344285909936549,,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,BRANCH_127,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,1,104,26,,,,,,0.3323018607473427,0.6270542260261786,,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,BRANCH_127,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,2,104,26,,,,,,0.22277161171410076,0.48010744313847503,,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,BRANCH_127,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,3,104,26,,,,,,0.4597952951692761,0.7006077102588272,,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,BRANCH_127,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,4,104,26,,,,,,0.3812403450683276,0.6255932419365247,,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,BRANCH_127,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,5,104,26,,,,,,-0.11202387504898592,-0.05410942425503089,,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,BRANCH_127,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,6,104,26,,,,,,0.02242271255142536,0.17310070622668158,,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,BRANCH_127,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,7,104,26,,,,,,-0.33344593645675324,-0.02382200328769645,,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,H_CONCAT,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,ALL,104,26,0.23562089797145852,0.344723733537012,0.4786086427891551,0.6340958480973166,0.655276266462988,,,,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_CONCAT,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,0,104,26,,,,,,0.26659936332633793,0.5283648234449715,,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_CONCAT,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,1,104,26,,,,,,0.31275010137438075,0.6238108482002618,,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_CONCAT,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,2,104,26,,,,,,0.4105279098855358,0.685989756479557,,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_CONCAT,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,3,104,26,,,,,,0.4955000616120785,0.7522652834068878,,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_CONCAT,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,4,104,26,,,,,,0.4859517196729133,0.7443161373268278,,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_CONCAT,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,5,104,26,,,,,,0.03696424441706536,0.20668393498425627,,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_CONCAT,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,6,104,26,,,,,,0.06866635467564974,0.26471719270585303,,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_CONCAT,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,7,104,26,,,,,,-0.19199257119229318,0.022721165764625684,,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_SHARED1,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,ALL,104,26,0.3563002630936688,0.4826868622565821,0.6071094560470618,0.7332767928356946,0.5173131377434179,,,,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED1,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,0,104,26,,,,,,0.4977631729023534,0.7646639087602265,,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED1,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,1,104,26,,,,,,0.44766559268382733,0.7976622722033256,,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED1,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,2,104,26,,,,,,0.4901956551359322,0.7467384510935757,,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED1,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,3,104,26,,,,,,0.5963795813238386,0.8078044026607387,,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED1,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,4,104,26,,,,,,0.6499601685323219,0.8331218831935981,,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED1,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,5,104,26,,,,,,0.2105535468307106,0.4719292929382444,,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED1,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,6,104,26,,,,,,0.12160823722702496,0.3651097050780278,,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED1,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,7,104,26,,,,,,-0.16372384988665845,0.06984573244875672,,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED2,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,ALL,104,26,0.4533593352494076,0.5877830460839477,0.6678008731281792,0.796162209692307,0.41221695391605223,,,,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,H_SHARED2,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,0,104,26,,,,,,0.5946069174932762,0.8001696363375846,,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,H_SHARED2,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,1,104,26,,,,,,0.4920643096515912,0.805385859082328,,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,H_SHARED2,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,2,104,26,,,,,,0.6541231849265796,0.8357471459790958,,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,H_SHARED2,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,3,104,26,,,,,,0.699026535763059,0.8531072835315716,,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,H_SHARED2,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,4,104,26,,,,,,0.7757385190215323,0.8910069994658513,,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,H_SHARED2,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,5,104,26,,,,,,0.18613204854746734,0.43680510149861146,,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,H_SHARED2,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,6,104,26,,,,,,0.21765915320293971,0.5028900371062083,,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,H_SHARED2,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,7,104,26,,,,,,0.007524013388815032,0.21729492202418216,,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,EMBEDDING,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,ALL,104,26,1.0,1.0,1.0,1.0,0.0,,,,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,EMBEDDING,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,0,104,26,,,,,,1.0,1.0,,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,EMBEDDING,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,1,104,26,,,,,,1.0,1.0,,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,EMBEDDING,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,2,104,26,,,,,,1.0,0.9999999999999998,,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,EMBEDDING,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,3,104,26,,,,,,1.0,1.0,,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,EMBEDDING,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,4,104,26,,,,,,1.0,0.9999999999999998,,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,EMBEDDING,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,5,104,26,,,,,,1.0,1.0,,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,EMBEDDING,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,6,104,26,,,,,,1.0,1.0,,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,EMBEDDING,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,7,104,26,,,,,,1.0,1.0,,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,BRANCH_15,DISCOVERY_SUBJECT_DISJOINT_TRIALS,ALL,1200,6,0.1096854259507001,0.11109926149033666,0.3691906665950778,0.3666225690036206,0.8889007385096633,,,,8,4000,0ec307a4f8f96a31572bdf6417f69cc0e51ce4377f2b29c250d23ec77b737fe6
OpenBMI_MI,0,BRANCH_15,DISCOVERY_SUBJECT_DISJOINT_TRIALS,0,1200,6,,,,,,0.07145968693230953,0.3480803936110209,,8,4000,0ec307a4f8f96a31572bdf6417f69cc0e51ce4377f2b29c250d23ec77b737fe6
OpenBMI_MI,0,BRANCH_15,DISCOVERY_SUBJECT_DISJOINT_TRIALS,1,1200,6,,,,,,0.19763448740399747,0.4757559701257539,,8,4000,0ec307a4f8f96a31572bdf6417f69cc0e51ce4377f2b29c250d23ec77b737fe6
OpenBMI_MI,0,BRANCH_15,DISCOVERY_SUBJECT_DISJOINT_TRIALS,2,1200,6,,,,,,0.13090700081764095,0.3776236734297869,,8,4000,0ec307a4f8f96a31572bdf6417f69cc0e51ce4377f2b29c250d23ec77b737fe6
OpenBMI_MI,0,BRANCH_15,DISCOVERY_SUBJECT_DISJOINT_TRIALS,3,1200,6,,,,,,0.13937297802874204,0.4064372918579722,,8,4000,0ec307a4f8f96a31572bdf6417f69cc0e51ce4377f2b29c250d23ec77b737fe6
OpenBMI_MI,0,BRANCH_15,DISCOVERY_SUBJECT_DISJOINT_TRIALS,4,1200,6,,,,,,0.06996414398849493,0.401305858675719,,8,4000,0ec307a4f8f96a31572bdf6417f69cc0e51ce4377f2b29c250d23ec77b737fe6
OpenBMI_MI,0,BRANCH_15,DISCOVERY_SUBJECT_DISJOINT_TRIALS,5,1200,6,,,,,,0.05676884263467097,0.24406182408291668,,8,4000,0ec307a4f8f96a31572bdf6417f69cc0e51ce4377f2b29c250d23ec77b737fe6
OpenBMI_MI,0,BRANCH_15,DISCOVERY_SUBJECT_DISJOINT_TRIALS,6,1200,6,,,,,,0.09865312756457711,0.3270529068014189,,8,4000,0ec307a4f8f96a31572bdf6417f69cc0e51ce4377f2b29c250d23ec77b737fe6
OpenBMI_MI,0,BRANCH_15,DISCOVERY_SUBJECT_DISJOINT_TRIALS,7,1200,6,,,,,,0.11272314023516783,0.3732074141760344,,8,4000,0ec307a4f8f96a31572bdf6417f69cc0e51ce4377f2b29c250d23ec77b737fe6
OpenBMI_MI,0,BRANCH_15,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.09927429060071215,0.10684219058610167,,,0.8931578094138983,,,8,8,4000,0ec307a4f8f96a31572bdf6417f69cc0e51ce4377f2b29c250d23ec77b737fe6
OpenBMI_MI,0,BRANCH_15,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,-0.02665100906030314,-0.00815342033418398,,,1.008153420334184,,,9,8,4000,0ec307a4f8f96a31572bdf6417f69cc0e51ce4377f2b29c250d23ec77b737fe6
OpenBMI_MI,0,BRANCH_15,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.08122564370370124,0.0827561549493464,,,0.9172438450506536,,,11,8,4000,0ec307a4f8f96a31572bdf6417f69cc0e51ce4377f2b29c250d23ec77b737fe6
OpenBMI_MI,0,BRANCH_15,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.05215983150989624,0.05074879530434995,,,0.94925120469565,,,14,8,4000,0ec307a4f8f96a31572bdf6417f69cc0e51ce4377f2b29c250d23ec77b737fe6
OpenBMI_MI,0,BRANCH_15,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.06287249294074787,0.07072066469525129,,,0.9292793353047487,,,19,8,4000,0ec307a4f8f96a31572bdf6417f69cc0e51ce4377f2b29c250d23ec77b737fe6
OpenBMI_MI,0,BRANCH_15,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.09486363499872115,0.0977609633305534,,,0.9022390366694466,,,26,8,4000,0ec307a4f8f96a31572bdf6417f69cc0e51ce4377f2b29c250d23ec77b737fe6
OpenBMI_MI,0,BRANCH_63,DISCOVERY_SUBJECT_DISJOINT_TRIALS,ALL,1200,6,0.08327799010860829,0.0918924298739,0.3581148578544675,0.36735485450612715,0.9081075701261,,,,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_63,DISCOVERY_SUBJECT_DISJOINT_TRIALS,0,1200,6,,,,,,-0.060223495647950154,0.27922452140955295,,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_63,DISCOVERY_SUBJECT_DISJOINT_TRIALS,1,1200,6,,,,,,0.23064724804707992,0.5028773842085446,,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_63,DISCOVERY_SUBJECT_DISJOINT_TRIALS,2,1200,6,,,,,,-6.612940596739669e-05,0.2898897151122283,,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_63,DISCOVERY_SUBJECT_DISJOINT_TRIALS,3,1200,6,,,,,,0.19695775783686542,0.45687323043788736,,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_63,DISCOVERY_SUBJECT_DISJOINT_TRIALS,4,1200,6,,,,,,-0.031265850749524704,0.3400810589363126,,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_63,DISCOVERY_SUBJECT_DISJOINT_TRIALS,5,1200,6,,,,,,0.09956350978483974,0.31582192259136344,,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_63,DISCOVERY_SUBJECT_DISJOINT_TRIALS,6,1200,6,,,,,,0.0865576078859851,0.29542137380709993,,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_63,DISCOVERY_SUBJECT_DISJOINT_TRIALS,7,1200,6,,,,,,0.14405327311753835,0.38472965633275075,,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_63,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,-0.03560023542740967,-0.007352775031522096,,,1.007352775031522,,,8,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_63,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,-0.00780882868343441,0.005160435529259044,,,0.994839564470741,,,9,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_63,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.08779559194458116,0.10010804943595486,,,0.8998919505640451,,,11,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_63,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.04818212989363439,0.05669793049111471,,,0.9433020695088853,,,14,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_63,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.043090882329332225,0.05050226445590855,,,0.9494977355440914,,,19,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_63,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.04933503917527039,0.07562510915238518,,,0.9243748908476148,,,26,8,4000,96bc192a892e5328c0e4d43a155827ecd4da8a6ac6d750ad556c9ef6931e721a
OpenBMI_MI,0,BRANCH_127,DISCOVERY_SUBJECT_DISJOINT_TRIALS,ALL,1200,6,0.07087413346533718,0.07834812518592116,0.34482382215091323,0.3338783616070222,0.9216518748140788,,,,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,BRANCH_127,DISCOVERY_SUBJECT_DISJOINT_TRIALS,0,1200,6,,,,,,-0.04522729321238872,0.2743698353076849,,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,BRANCH_127,DISCOVERY_SUBJECT_DISJOINT_TRIALS,1,1200,6,,,,,,0.19925497339465448,0.46718213228068006,,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,BRANCH_127,DISCOVERY_SUBJECT_DISJOINT_TRIALS,2,1200,6,,,,,,0.0051337296120519404,0.28622618642783954,,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,BRANCH_127,DISCOVERY_SUBJECT_DISJOINT_TRIALS,3,1200,6,,,,,,0.13990088602657558,0.43373599268959456,,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,BRANCH_127,DISCOVERY_SUBJECT_DISJOINT_TRIALS,4,1200,6,,,,,,-0.002227974241330921,0.38199642478112594,,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,BRANCH_127,DISCOVERY_SUBJECT_DISJOINT_TRIALS,5,1200,6,,,,,,0.04135695621242552,0.2207694621118528,,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,BRANCH_127,DISCOVERY_SUBJECT_DISJOINT_TRIALS,6,1200,6,,,,,,0.1187873602135765,0.3580965912753106,,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,BRANCH_127,DISCOVERY_SUBJECT_DISJOINT_TRIALS,7,1200,6,,,,,,0.11001442971713304,0.33621395233321755,,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
