Model,Task,fold,seed,draw,session,subject_id,BA
EEGNet,OpenBMI_MI,0,0,13,S1,25,0.71875
EEGNet,OpenBMI_MI,0,0,13,S1,29,0.546875
EEGNet,OpenBMI_MI,0,0,13,S1,36,0.6875
EEGNet,OpenBMI_MI,0,0,13,S1,37,0.5
EEGNet,OpenBMI_MI,0,0,13,S1,39,0.6875
EEGNet,OpenBMI_MI,0,0,13,S1,42,0.53125
EEGNet,OpenBMI_MI,0,0,13,S1,51,0.578125
EEGNet,OpenBMI_MI,0,0,13,S1,54,0.53125
EEGNet,OpenBMI_MI,0,0,14,S1,4,0.75
EEGNet,OpenBMI_MI,0,0,14,S1,12,0.640625
EEGNet,OpenBMI_MI,0,0,14,S1,13,0.65625
EEGNet,OpenBMI_MI,0,0,14,S1,17,0.65625
EEGNet,OpenBMI_MI,0,0,14,S1,18,0.59375
EEGNet,OpenBMI_MI,0,0,14,S1,24,0.625
EEGNet,OpenBMI_MI,0,0,14,S1,25,0.609375
EEGNet,OpenBMI_MI,0,0,14,S1,29,0.484375
EEGNet,OpenBMI_MI,0,0,14,S1,36,0.703125
EEGNet,OpenBMI_MI,0,0,14,S1,37,0.515625
EEGNet,OpenBMI_MI,0,0,14,S1,39,0.625
EEGNet,OpenBMI_MI,0,0,14,S1,42,0.546875
EEGNet,OpenBMI_MI,0,0,14,S1,51,0.546875
EEGNet,OpenBMI_MI,0,0,14,S1,54,0.640625
EEGNet,OpenBMI_MI,0,0,15,S1,4,0.6875
EEGNet,OpenBMI_MI,0,0,15,S1,12,0.625
EEGNet,OpenBMI_MI,0,0,15,S1,13,0.546875
EEGNet,OpenBMI_MI,0,0,15,S1,17,0.609375
EEGNet,OpenBMI_MI,0,0,15,S1,18,0.484375
EEGNet,OpenBMI_MI,0,0,15,S1,24,0.515625
EEGNet,OpenBMI_MI,0,0,15,S1,25,0.5
EEGNet,OpenBMI_MI,0,0,15,S1,29,0.46875
EEGNet,OpenBMI_MI,0,0,15,S1,36,0.65625
EEGNet,OpenBMI_MI,0,0,15,S1,37,0.578125
EEGNet,OpenBMI_MI,0,0,15,S1,39,0.53125
EEGNet,OpenBMI_MI,0,0,15,S1,42,0.5
EEGNet,OpenBMI_MI,0,0,15,S1,51,0.5625
EEGNet,OpenBMI_MI,0,0,15,S1,54,0.578125
EEGNet,OpenBMI_MI,0,0,16,S1,4,0.65625
EEGNet,OpenBMI_MI,0,0,16,S1,12,0.640625
EEGNet,OpenBMI_MI,0,0,16,S1,13,0.609375
EEGNet,OpenBMI_MI,0,0,16,S1,17,0.578125
EEGNet,OpenBMI_MI,0,0,16,S1,18,0.609375
EEGNet,OpenBMI_MI,0,0,16,S1,24,0.671875
EEGNet,OpenBMI_MI,0,0,16,S1,25,0.46875
EEGNet,OpenBMI_MI,0,0,16,S1,29,0.484375
EEGNet,OpenBMI_MI,0,0,16,S1,36,0.625
EEGNet,OpenBMI_MI,0,0,16,S1,37,0.453125
EEGNet,OpenBMI_MI,0,0,16,S1,39,0.640625
EEGNet,OpenBMI_MI,0,0,16,S1,42,0.53125
EEGNet,OpenBMI_MI,0,0,16,S1,51,0.484375
EEGNet,OpenBMI_MI,0,0,16,S1,54,0.5625
EEGNet,OpenBMI_MI,0,0,17,S1,4,0.484375
EEGNet,OpenBMI_MI,0,0,17,S1,12,0.625
EEGNet,OpenBMI_MI,0,0,17,S1,13,0.609375
EEGNet,OpenBMI_MI,0,0,17,S1,17,0.65625
EEGNet,OpenBMI_MI,0,0,17,S1,18,0.53125
EEGNet,OpenBMI_MI,0,0,17,S1,24,0.546875
EEGNet,OpenBMI_MI,0,0,17,S1,25,0.75
EEGNet,OpenBMI_MI,0,0,17,S1,29,0.609375
EEGNet,OpenBMI_MI,0,0,17,S1,36,0.640625
EEGNet,OpenBMI_MI,0,0,17,S1,37,0.59375
EEGNet,OpenBMI_MI,0,0,17,S1,39,0.703125
EEGNet,OpenBMI_MI,0,0,17,S1,42,0.5
EEGNet,OpenBMI_MI,0,0,17,S1,51,0.609375
EEGNet,OpenBMI_MI,0,0,17,S1,54,0.59375
EEGNet,OpenBMI_MI,0,0,18,S1,4,0.59375
EEGNet,OpenBMI_MI,0,0,18,S1,12,0.546875
EEGNet,OpenBMI_MI,0,0,18,S1,13,0.484375
EEGNet,OpenBMI_MI,0,0,18,S1,17,0.59375
EEGNet,OpenBMI_MI,0,0,18,S1,18,0.578125
EEGNet,OpenBMI_MI,0,0,18,S1,24,0.546875
EEGNet,OpenBMI_MI,0,0,18,S1,25,0.609375
EEGNet,OpenBMI_MI,0,0,18,S1,29,0.40625
EEGNet,OpenBMI_MI,0,0,18,S1,36,0.671875
EEGNet,OpenBMI_MI,0,0,18,S1,37,0.46875
EEGNet,OpenBMI_MI,0,0,18,S1,39,0.421875
EEGNet,OpenBMI_MI,0,0,18,S1,42,0.53125
EEGNet,OpenBMI_MI,0,0,18,S1,51,0.546875
EEGNet,OpenBMI_MI,0,0,18,S1,54,0.640625
EEGNet,OpenBMI_MI,0,0,19,S1,4,0.546875
EEGNet,OpenBMI_MI,0,0,19,S1,12,0.625
EEGNet,OpenBMI_MI,0,0,19,S1,13,0.5625
EEGNet,OpenBMI_MI,0,0,19,S1,17,0.53125
EEGNet,OpenBMI_MI,0,0,19,S1,18,0.5
EEGNet,OpenBMI_MI,0,0,19,S1,24,0.578125
EEGNet,OpenBMI_MI,0,0,19,S1,25,0.46875
EEGNet,OpenBMI_MI,0,0,19,S1,29,0.484375
EEGNet,OpenBMI_MI,0,0,19,S1,36,0.546875
EEGNet,OpenBMI_MI,0,0,19,S1,37,0.53125
EEGNet,OpenBMI_MI,0,0,19,S1,39,0.59375
EEGNet,OpenBMI_MI,0,0,19,S1,42,0.65625
EEGNet,OpenBMI_MI,0,0,19,S1,51,0.59375
EEGNet,OpenBMI_MI,0,0,19,S1,54,0.546875
EEGNet,OpenBMI_MI,0,0,20,S1,4,0.671875
EEGNet,OpenBMI_MI,0,0,20,S1,12,0.53125
EEGNet,OpenBMI_MI,0,0,20,S1,13,0.453125
EEGNet,OpenBMI_MI,0,0,20,S1,17,0.59375
EEGNet,OpenBMI_MI,0,0,20,S1,18,0.578125
EEGNet,OpenBMI_MI,0,0,20,S1,24,0.640625
EEGNet,OpenBMI_MI,0,0,20,S1,25,0.65625
EEGNet,OpenBMI_MI,0,0,20,S1,29,0.453125
EEGNet,OpenBMI_MI,0,0,20,S1,36,0.546875
EEGNet,OpenBMI_MI,0,0,20,S1,37,0.546875
EEGNet,OpenBMI_MI,0,0,20,S1,39,0.578125
EEGNet,OpenBMI_MI,0,0,20,S1,42,0.5
EEGNet,OpenBMI_MI,0,0,20,S1,51,0.75
EEGNet,OpenBMI_MI,0,0,20,S1,54,0.53125
EEGNet,OpenBMI_MI,0,0,21,S1,4,0.703125
EEGNet,OpenBMI_MI,0,0,21,S1,12,0.609375
EEGNet,OpenBMI_MI,0,0,21,S1,13,0.515625
EEGNet,OpenBMI_MI,0,0,21,S1,17,0.625
EEGNet,OpenBMI_MI,0,0,21,S1,18,0.53125
EEGNet,OpenBMI_MI,0,0,21,S1,24,0.546875
EEGNet,OpenBMI_MI,0,0,21,S1,25,0.671875
EEGNet,OpenBMI_MI,0,0,21,S1,29,0.46875
EEGNet,OpenBMI_MI,0,0,21,S1,36,0.640625
EEGNet,OpenBMI_MI,0,0,21,S1,37,0.46875
EEGNet,OpenBMI_MI,0,0,21,S1,39,0.625
EEGNet,OpenBMI_MI,0,0,21,S1,42,0.546875
EEGNet,OpenBMI_MI,0,0,21,S1,51,0.5625
EEGNet,OpenBMI_MI,0,0,21,S1,54,0.640625
EEGNet,OpenBMI_MI,0,0,22,S1,4,0.703125
EEGNet,OpenBMI_MI,0,0,22,S1,12,0.625
EEGNet,OpenBMI_MI,0,0,22,S1,13,0.546875
EEGNet,OpenBMI_MI,0,0,22,S1,17,0.5625
EEGNet,OpenBMI_MI,0,0,22,S1,18,0.546875
EEGNet,OpenBMI_MI,0,0,22,S1,24,0.484375
EEGNet,OpenBMI_MI,0,0,22,S1,25,0.578125
EEGNet,OpenBMI_MI,0,0,22,S1,29,0.4375
EEGNet,OpenBMI_MI,0,0,22,S1,36,0.671875
EEGNet,OpenBMI_MI,0,0,22,S1,37,0.484375
EEGNet,OpenBMI_MI,0,0,22,S1,39,0.640625
EEGNet,OpenBMI_MI,0,0,22,S1,42,0.59375
EEGNet,OpenBMI_MI,0,0,22,S1,51,0.671875
EEGNet,OpenBMI_MI,0,0,22,S1,54,0.5625
EEGNet,OpenBMI_MI,0,0,23,S1,4,0.453125
EEGNet,OpenBMI_MI,0,0,23,S1,12,0.703125
EEGNet,OpenBMI_MI,0,0,23,S1,13,0.671875
EEGNet,OpenBMI_MI,0,0,23,S1,17,0.6875
EEGNet,OpenBMI_MI,0,0,23,S1,18,0.546875
EEGNet,OpenBMI_MI,0,0,23,S1,24,0.59375
EEGNet,OpenBMI_MI,0,0,23,S1,25,0.75
EEGNet,OpenBMI_MI,0,0,23,S1,29,0.515625
EEGNet,OpenBMI_MI,0,0,23,S1,36,0.671875
EEGNet,OpenBMI_MI,0,0,23,S1,37,0.625
EEGNet,OpenBMI_MI,0,0,23,S1,39,0.703125
EEGNet,OpenBMI_MI,0,0,23,S1,42,0.59375
EEGNet,OpenBMI_MI,0,0,23,S1,51,0.640625
EEGNet,OpenBMI_MI,0,0,23,S1,54,0.546875
EEGNet,OpenBMI_MI,0,0,24,S1,4,0.53125
EEGNet,OpenBMI_MI,0,0,24,S1,12,0.625
EEGNet,OpenBMI_MI,0,0,24,S1,13,0.59375
EEGNet,OpenBMI_MI,0,0,24,S1,17,0.734375
EEGNet,OpenBMI_MI,0,0,24,S1,18,0.53125
EEGNet,OpenBMI_MI,0,0,24,S1,24,0.59375
EEGNet,OpenBMI_MI,0,0,24,S1,25,0.703125
EEGNet,OpenBMI_MI,0,0,24,S1,29,0.578125
EEGNet,OpenBMI_MI,0,0,24,S1,36,0.6875
EEGNet,OpenBMI_MI,0,0,24,S1,37,0.625
EEGNet,OpenBMI_MI,0,0,24,S1,39,0.671875
EEGNet,OpenBMI_MI,0,0,24,S1,42,0.53125
EEGNet,OpenBMI_MI,0,0,24,S1,51,0.609375
EEGNet,OpenBMI_MI,0,0,24,S1,54,0.546875
EEGNet,OpenBMI_MI,0,0,25,S1,4,0.453125
EEGNet,OpenBMI_MI,0,0,25,S1,12,0.53125
EEGNet,OpenBMI_MI,0,0,25,S1,13,0.515625
EEGNet,OpenBMI_MI,0,0,25,S1,17,0.546875
EEGNet,OpenBMI_MI,0,0,25,S1,18,0.53125
EEGNet,OpenBMI_MI,0,0,25,S1,24,0.59375
EEGNet,OpenBMI_MI,0,0,25,S1,25,0.65625
EEGNet,OpenBMI_MI,0,0,25,S1,29,0.53125
EEGNet,OpenBMI_MI,0,0,25,S1,36,0.4375
EEGNet,OpenBMI_MI,0,0,25,S1,37,0.640625
EEGNet,OpenBMI_MI,0,0,25,S1,39,0.6875
EEGNet,OpenBMI_MI,0,0,25,S1,42,0.546875
EEGNet,OpenBMI_MI,0,0,25,S1,51,0.5625
EEGNet,OpenBMI_MI,0,0,25,S1,54,0.5625
EEGNet,OpenBMI_MI,0,0,26,S1,4,0.546875
EEGNet,OpenBMI_MI,0,0,26,S1,12,0.515625
EEGNet,OpenBMI_MI,0,0,26,S1,13,0.5
EEGNet,OpenBMI_MI,0,0,26,S1,17,0.5625
EEGNet,OpenBMI_MI,0,0,26,S1,18,0.578125
EEGNet,OpenBMI_MI,0,0,26,S1,24,0.640625
EEGNet,OpenBMI_MI,0,0,26,S1,25,0.65625
EEGNet,OpenBMI_MI,0,0,26,S1,29,0.484375
EEGNet,OpenBMI_MI,0,0,26,S1,36,0.640625
EEGNet,OpenBMI_MI,0,0,26,S1,37,0.46875
EEGNet,OpenBMI_MI,0,0,26,S1,39,0.5
EEGNet,OpenBMI_MI,0,0,26,S1,42,0.46875
EEGNet,OpenBMI_MI,0,0,26,S1,51,0.40625
EEGNet,OpenBMI_MI,0,0,26,S1,54,0.53125
EEGNet,OpenBMI_MI,0,0,27,S1,4,0.578125
EEGNet,OpenBMI_MI,0,0,27,S1,12,0.671875
EEGNet,OpenBMI_MI,0,0,27,S1,13,0.625
EEGNet,OpenBMI_MI,0,0,27,S1,17,0.703125
EEGNet,OpenBMI_MI,0,0,27,S1,18,0.578125
EEGNet,OpenBMI_MI,0,0,27,S1,24,0.5625
EEGNet,OpenBMI_MI,0,0,27,S1,25,0.8125
EEGNet,OpenBMI_MI,0,0,27,S1,29,0.5
EEGNet,OpenBMI_MI,0,0,27,S1,36,0.625
EEGNet,OpenBMI_MI,0,0,27,S1,37,0.609375
EEGNet,OpenBMI_MI,0,0,27,S1,39,0.703125
EEGNet,OpenBMI_MI,0,0,27,S1,42,0.59375
EEGNet,OpenBMI_MI,0,0,27,S1,51,0.640625
EEGNet,OpenBMI_MI,0,0,27,S1,54,0.625
EEGNet,OpenBMI_MI,0,0,28,S1,4,0.453125
EEGNet,OpenBMI_MI,0,0,28,S1,12,0.5625
EEGNet,OpenBMI_MI,0,0,28,S1,13,0.484375
EEGNet,OpenBMI_MI,0,0,28,S1,17,0.59375
EEGNet,OpenBMI_MI,0,0,28,S1,18,0.40625
EEGNet,OpenBMI_MI,0,0,28,S1,24,0.5
EEGNet,OpenBMI_MI,0,0,28,S1,25,0.5625
EEGNet,OpenBMI_MI,0,0,28,S1,29,0.453125
EEGNet,OpenBMI_MI,0,0,28,S1,36,0.65625
EEGNet,OpenBMI_MI,0,0,28,S1,37,0.484375
EEGNet,OpenBMI_MI,0,0,28,S1,39,0.421875
EEGNet,OpenBMI_MI,0,0,28,S1,42,0.453125
EEGNet,OpenBMI_MI,0,0,28,S1,51,0.46875
EEGNet,OpenBMI_MI,0,0,28,S1,54,0.46875
EEGNet,OpenBMI_MI,0,0,29,S1,4,0.59375
EEGNet,OpenBMI_MI,0,0,29,S1,12,0.5
EEGNet,OpenBMI_MI,0,0,29,S1,13,0.59375
EEGNet,OpenBMI_MI,0,0,29,S1,17,0.515625
EEGNet,OpenBMI_MI,0,0,29,S1,18,0.546875
EEGNet,OpenBMI_MI,0,0,29,S1,24,0.5
EEGNet,OpenBMI_MI,0,0,29,S1,25,0.5625
EEGNet,OpenBMI_MI,0,0,29,S1,29,0.46875
EEGNet,OpenBMI_MI,0,0,29,S1,36,0.671875
EEGNet,OpenBMI_MI,0,0,29,S1,37,0.53125
EEGNet,OpenBMI_MI,0,0,29,S1,39,0.625
EEGNet,OpenBMI_MI,0,0,29,S1,42,0.53125
EEGNet,OpenBMI_MI,0,0,29,S1,51,0.46875
EEGNet,OpenBMI_MI,0,0,29,S1,54,0.546875
EEGNet,OpenBMI_MI,0,0,30,S1,4,0.65625
EEGNet,OpenBMI_MI,0,0,30,S1,12,0.59375
EEGNet,OpenBMI_MI,0,0,30,S1,13,0.546875
EEGNet,OpenBMI_MI,0,0,30,S1,17,0.625
EEGNet,OpenBMI_MI,0,0,30,S1,18,0.734375
EEGNet,OpenBMI_MI,0,0,30,S1,24,0.75
EEGNet,OpenBMI_MI,0,0,30,S1,25,0.5
EEGNet,OpenBMI_MI,0,0,30,S1,29,0.40625
EEGNet,OpenBMI_MI,0,0,30,S1,36,0.640625
EEGNet,OpenBMI_MI,0,0,30,S1,37,0.53125
EEGNet,OpenBMI_MI,0,0,30,S1,39,0.640625
EEGNet,OpenBMI_MI,0,0,30,S1,42,0.46875
EEGNet,OpenBMI_MI,0,0,30,S1,51,0.484375
EEGNet,OpenBMI_MI,0,0,30,S1,54,0.59375
EEGNet,OpenBMI_MI,0,0,31,S1,4,0.53125
EEGNet,OpenBMI_MI,0,0,31,S1,12,0.640625
EEGNet,OpenBMI_MI,0,0,31,S1,13,0.625
