Model,Task,fold,seed,draw,session,subject_id,BA
TeCh,OpenBMI_MI,0,0,73,S1,17,0.5
TeCh,OpenBMI_MI,0,0,73,S1,18,0.53125
TeCh,OpenBMI_MI,0,0,73,S1,24,0.46875
TeCh,OpenBMI_MI,0,0,73,S1,25,0.5
TeCh,OpenBMI_MI,0,0,73,S1,29,0.609375
TeCh,OpenBMI_MI,0,0,73,S1,36,0.59375
TeCh,OpenBMI_MI,0,0,73,S1,37,0.484375
TeCh,OpenBMI_MI,0,0,73,S1,39,0.46875
TeCh,OpenBMI_MI,0,0,73,S1,42,0.515625
TeCh,OpenBMI_MI,0,0,73,S1,51,0.578125
TeCh,OpenBMI_MI,0,0,73,S1,54,0.484375
TeCh,OpenBMI_MI,0,0,74,S1,4,0.546875
TeCh,OpenBMI_MI,0,0,74,S1,12,0.6875
TeCh,OpenBMI_MI,0,0,74,S1,13,0.59375
TeCh,OpenBMI_MI,0,0,74,S1,17,0.609375
TeCh,OpenBMI_MI,0,0,74,S1,18,0.625
TeCh,OpenBMI_MI,0,0,74,S1,24,0.65625
TeCh,OpenBMI_MI,0,0,74,S1,25,0.765625
TeCh,OpenBMI_MI,0,0,74,S1,29,0.625
TeCh,OpenBMI_MI,0,0,74,S1,36,0.59375
TeCh,OpenBMI_MI,0,0,74,S1,37,0.546875
TeCh,OpenBMI_MI,0,0,74,S1,39,0.640625
TeCh,OpenBMI_MI,0,0,74,S1,42,0.640625
TeCh,OpenBMI_MI,0,0,74,S1,51,0.75
TeCh,OpenBMI_MI,0,0,74,S1,54,0.515625
TeCh,OpenBMI_MI,0,0,75,S1,4,0.53125
TeCh,OpenBMI_MI,0,0,75,S1,12,0.484375
TeCh,OpenBMI_MI,0,0,75,S1,13,0.5
TeCh,OpenBMI_MI,0,0,75,S1,17,0.34375
TeCh,OpenBMI_MI,0,0,75,S1,18,0.578125
TeCh,OpenBMI_MI,0,0,75,S1,24,0.390625
TeCh,OpenBMI_MI,0,0,75,S1,25,0.546875
TeCh,OpenBMI_MI,0,0,75,S1,29,0.5625
TeCh,OpenBMI_MI,0,0,75,S1,36,0.53125
TeCh,OpenBMI_MI,0,0,75,S1,37,0.53125
TeCh,OpenBMI_MI,0,0,75,S1,39,0.703125
TeCh,OpenBMI_MI,0,0,75,S1,42,0.390625
TeCh,OpenBMI_MI,0,0,75,S1,51,0.4375
TeCh,OpenBMI_MI,0,0,75,S1,54,0.546875
TeCh,OpenBMI_MI,0,0,76,S1,4,0.53125
TeCh,OpenBMI_MI,0,0,76,S1,12,0.578125
TeCh,OpenBMI_MI,0,0,76,S1,13,0.46875
TeCh,OpenBMI_MI,0,0,76,S1,17,0.65625
TeCh,OpenBMI_MI,0,0,76,S1,18,0.578125
TeCh,OpenBMI_MI,0,0,76,S1,24,0.65625
TeCh,OpenBMI_MI,0,0,76,S1,25,0.765625
TeCh,OpenBMI_MI,0,0,76,S1,29,0.640625
TeCh,OpenBMI_MI,0,0,76,S1,36,0.640625
TeCh,OpenBMI_MI,0,0,76,S1,37,0.5
TeCh,OpenBMI_MI,0,0,76,S1,39,0.765625
TeCh,OpenBMI_MI,0,0,76,S1,42,0.625
TeCh,OpenBMI_MI,0,0,76,S1,51,0.765625
TeCh,OpenBMI_MI,0,0,76,S1,54,0.578125
TeCh,OpenBMI_MI,0,0,77,S1,4,0.609375
TeCh,OpenBMI_MI,0,0,77,S1,12,0.5625
TeCh,OpenBMI_MI,0,0,77,S1,13,0.5
TeCh,OpenBMI_MI,0,0,77,S1,17,0.453125
TeCh,OpenBMI_MI,0,0,77,S1,18,0.609375
TeCh,OpenBMI_MI,0,0,77,S1,24,0.5625
TeCh,OpenBMI_MI,0,0,77,S1,25,0.46875
TeCh,OpenBMI_MI,0,0,77,S1,29,0.59375
TeCh,OpenBMI_MI,0,0,77,S1,36,0.578125
TeCh,OpenBMI_MI,0,0,77,S1,37,0.640625
TeCh,OpenBMI_MI,0,0,77,S1,39,0.578125
TeCh,OpenBMI_MI,0,0,77,S1,42,0.546875
TeCh,OpenBMI_MI,0,0,77,S1,51,0.5625
TeCh,OpenBMI_MI,0,0,77,S1,54,0.671875
TeCh,OpenBMI_MI,0,0,78,S1,4,0.46875
TeCh,OpenBMI_MI,0,0,78,S1,12,0.5625
TeCh,OpenBMI_MI,0,0,78,S1,13,0.53125
TeCh,OpenBMI_MI,0,0,78,S1,17,0.578125
TeCh,OpenBMI_MI,0,0,78,S1,18,0.546875
TeCh,OpenBMI_MI,0,0,78,S1,24,0.46875
TeCh,OpenBMI_MI,0,0,78,S1,25,0.640625
TeCh,OpenBMI_MI,0,0,78,S1,29,0.6875
TeCh,OpenBMI_MI,0,0,78,S1,36,0.59375
TeCh,OpenBMI_MI,0,0,78,S1,37,0.5625
TeCh,OpenBMI_MI,0,0,78,S1,39,0.6875
TeCh,OpenBMI_MI,0,0,78,S1,42,0.453125
TeCh,OpenBMI_MI,0,0,78,S1,51,0.515625
TeCh,OpenBMI_MI,0,0,78,S1,54,0.578125
TeCh,OpenBMI_MI,0,0,79,S1,4,0.515625
TeCh,OpenBMI_MI,0,0,79,S1,12,0.4375
TeCh,OpenBMI_MI,0,0,79,S1,13,0.46875
TeCh,OpenBMI_MI,0,0,79,S1,17,0.546875
TeCh,OpenBMI_MI,0,0,79,S1,18,0.546875
TeCh,OpenBMI_MI,0,0,79,S1,24,0.609375
TeCh,OpenBMI_MI,0,0,79,S1,25,0.59375
TeCh,OpenBMI_MI,0,0,79,S1,29,0.5625
TeCh,OpenBMI_MI,0,0,79,S1,36,0.546875
TeCh,OpenBMI_MI,0,0,79,S1,37,0.5625
TeCh,OpenBMI_MI,0,0,79,S1,39,0.71875
TeCh,OpenBMI_MI,0,0,79,S1,42,0.4375
TeCh,OpenBMI_MI,0,0,79,S1,51,0.59375
TeCh,OpenBMI_MI,0,0,79,S1,54,0.53125
TeCh,OpenBMI_MI,0,0,80,S1,4,0.5625
TeCh,OpenBMI_MI,0,0,80,S1,12,0.515625
TeCh,OpenBMI_MI,0,0,80,S1,13,0.53125
TeCh,OpenBMI_MI,0,0,80,S1,17,0.609375
TeCh,OpenBMI_MI,0,0,80,S1,18,0.515625
TeCh,OpenBMI_MI,0,0,80,S1,24,0.65625
TeCh,OpenBMI_MI,0,0,80,S1,25,0.546875
TeCh,OpenBMI_MI,0,0,80,S1,29,0.546875
TeCh,OpenBMI_MI,0,0,80,S1,36,0.578125
TeCh,OpenBMI_MI,0,0,80,S1,37,0.609375
TeCh,OpenBMI_MI,0,0,80,S1,39,0.671875
TeCh,OpenBMI_MI,0,0,80,S1,42,0.421875
TeCh,OpenBMI_MI,0,0,80,S1,51,0.609375
TeCh,OpenBMI_MI,0,0,80,S1,54,0.609375
TeCh,OpenBMI_MI,0,0,81,S1,4,0.59375
TeCh,OpenBMI_MI,0,0,81,S1,12,0.453125
TeCh,OpenBMI_MI,0,0,81,S1,13,0.421875
TeCh,OpenBMI_MI,0,0,81,S1,17,0.4375
TeCh,OpenBMI_MI,0,0,81,S1,18,0.5625
TeCh,OpenBMI_MI,0,0,81,S1,24,0.46875
TeCh,OpenBMI_MI,0,0,81,S1,25,0.515625
TeCh,OpenBMI_MI,0,0,81,S1,29,0.65625
TeCh,OpenBMI_MI,0,0,81,S1,36,0.5625
TeCh,OpenBMI_MI,0,0,81,S1,37,0.59375
TeCh,OpenBMI_MI,0,0,81,S1,39,0.640625
TeCh,OpenBMI_MI,0,0,81,S1,42,0.53125
TeCh,OpenBMI_MI,0,0,81,S1,51,0.515625
TeCh,OpenBMI_MI,0,0,81,S1,54,0.609375
TeCh,OpenBMI_MI,0,0,82,S1,4,0.546875
TeCh,OpenBMI_MI,0,0,82,S1,12,0.765625
TeCh,OpenBMI_MI,0,0,82,S1,13,0.5625
TeCh,OpenBMI_MI,0,0,82,S1,17,0.5625
TeCh,OpenBMI_MI,0,0,82,S1,18,0.625
TeCh,OpenBMI_MI,0,0,82,S1,24,0.640625
TeCh,OpenBMI_MI,0,0,82,S1,25,0.78125
TeCh,OpenBMI_MI,0,0,82,S1,29,0.609375
TeCh,OpenBMI_MI,0,0,82,S1,36,0.625
TeCh,OpenBMI_MI,0,0,82,S1,37,0.59375
TeCh,OpenBMI_MI,0,0,82,S1,39,0.671875
TeCh,OpenBMI_MI,0,0,82,S1,42,0.59375
TeCh,OpenBMI_MI,0,0,82,S1,51,0.671875
TeCh,OpenBMI_MI,0,0,82,S1,54,0.59375
TeCh,OpenBMI_MI,0,0,83,S1,4,0.578125
TeCh,OpenBMI_MI,0,0,83,S1,12,0.671875
TeCh,OpenBMI_MI,0,0,83,S1,13,0.53125
TeCh,OpenBMI_MI,0,0,83,S1,17,0.59375
TeCh,OpenBMI_MI,0,0,83,S1,18,0.65625
TeCh,OpenBMI_MI,0,0,83,S1,24,0.703125
TeCh,OpenBMI_MI,0,0,83,S1,25,0.734375
TeCh,OpenBMI_MI,0,0,83,S1,29,0.625
TeCh,OpenBMI_MI,0,0,83,S1,36,0.59375
TeCh,OpenBMI_MI,0,0,83,S1,37,0.46875
TeCh,OpenBMI_MI,0,0,83,S1,39,0.6875
TeCh,OpenBMI_MI,0,0,83,S1,42,0.703125
TeCh,OpenBMI_MI,0,0,83,S1,51,0.796875
TeCh,OpenBMI_MI,0,0,83,S1,54,0.578125
TeCh,OpenBMI_MI,0,0,84,S1,4,0.546875
TeCh,OpenBMI_MI,0,0,84,S1,12,0.734375
TeCh,OpenBMI_MI,0,0,84,S1,13,0.5625
TeCh,OpenBMI_MI,0,0,84,S1,17,0.59375
TeCh,OpenBMI_MI,0,0,84,S1,18,0.625
TeCh,OpenBMI_MI,0,0,84,S1,24,0.65625
TeCh,OpenBMI_MI,0,0,84,S1,25,0.765625
TeCh,OpenBMI_MI,0,0,84,S1,29,0.609375
TeCh,OpenBMI_MI,0,0,84,S1,36,0.640625
TeCh,OpenBMI_MI,0,0,84,S1,37,0.59375
TeCh,OpenBMI_MI,0,0,84,S1,39,0.71875
TeCh,OpenBMI_MI,0,0,84,S1,42,0.59375
TeCh,OpenBMI_MI,0,0,84,S1,51,0.671875
TeCh,OpenBMI_MI,0,0,84,S1,54,0.59375
TeCh,OpenBMI_MI,0,0,85,S1,4,0.515625
TeCh,OpenBMI_MI,0,0,85,S1,12,0.609375
TeCh,OpenBMI_MI,0,0,85,S1,13,0.5625
TeCh,OpenBMI_MI,0,0,85,S1,17,0.59375
TeCh,OpenBMI_MI,0,0,85,S1,18,0.609375
TeCh,OpenBMI_MI,0,0,85,S1,24,0.671875
TeCh,OpenBMI_MI,0,0,85,S1,25,0.765625
TeCh,OpenBMI_MI,0,0,85,S1,29,0.609375
TeCh,OpenBMI_MI,0,0,85,S1,36,0.625
TeCh,OpenBMI_MI,0,0,85,S1,37,0.59375
TeCh,OpenBMI_MI,0,0,85,S1,39,0.703125
TeCh,OpenBMI_MI,0,0,85,S1,42,0.65625
TeCh,OpenBMI_MI,0,0,85,S1,51,0.75
TeCh,OpenBMI_MI,0,0,85,S1,54,0.515625
TeCh,OpenBMI_MI,0,0,86,S1,4,0.671875
TeCh,OpenBMI_MI,0,0,86,S1,12,0.5625
TeCh,OpenBMI_MI,0,0,86,S1,13,0.578125
TeCh,OpenBMI_MI,0,0,86,S1,17,0.515625
TeCh,OpenBMI_MI,0,0,86,S1,18,0.65625
TeCh,OpenBMI_MI,0,0,86,S1,24,0.671875
TeCh,OpenBMI_MI,0,0,86,S1,25,0.40625
TeCh,OpenBMI_MI,0,0,86,S1,29,0.546875
TeCh,OpenBMI_MI,0,0,86,S1,36,0.59375
TeCh,OpenBMI_MI,0,0,86,S1,37,0.65625
TeCh,OpenBMI_MI,0,0,86,S1,39,0.546875
TeCh,OpenBMI_MI,0,0,86,S1,42,0.65625
TeCh,OpenBMI_MI,0,0,86,S1,51,0.546875
TeCh,OpenBMI_MI,0,0,86,S1,54,0.6875
TeCh,OpenBMI_MI,0,0,87,S1,4,0.65625
TeCh,OpenBMI_MI,0,0,87,S1,12,0.640625
TeCh,OpenBMI_MI,0,0,87,S1,13,0.5625
TeCh,OpenBMI_MI,0,0,87,S1,17,0.46875
TeCh,OpenBMI_MI,0,0,87,S1,18,0.546875
TeCh,OpenBMI_MI,0,0,87,S1,24,0.53125
TeCh,OpenBMI_MI,0,0,87,S1,25,0.6875
TeCh,OpenBMI_MI,0,0,87,S1,29,0.59375
TeCh,OpenBMI_MI,0,0,87,S1,36,0.625
TeCh,OpenBMI_MI,0,0,87,S1,37,0.625
TeCh,OpenBMI_MI,0,0,87,S1,39,0.5625
TeCh,OpenBMI_MI,0,0,87,S1,42,0.625
TeCh,OpenBMI_MI,0,0,87,S1,51,0.453125
TeCh,OpenBMI_MI,0,0,87,S1,54,0.59375
TeCh,OpenBMI_MI,0,0,88,S1,4,0.609375
TeCh,OpenBMI_MI,0,0,88,S1,12,0.515625
TeCh,OpenBMI_MI,0,0,88,S1,13,0.546875
TeCh,OpenBMI_MI,0,0,88,S1,17,0.546875
TeCh,OpenBMI_MI,0,0,88,S1,18,0.6875
TeCh,OpenBMI_MI,0,0,88,S1,24,0.46875
TeCh,OpenBMI_MI,0,0,88,S1,25,0.5
TeCh,OpenBMI_MI,0,0,88,S1,29,0.6875
TeCh,OpenBMI_MI,0,0,88,S1,36,0.53125
TeCh,OpenBMI_MI,0,0,88,S1,37,0.59375
TeCh,OpenBMI_MI,0,0,88,S1,39,0.53125
TeCh,OpenBMI_MI,0,0,88,S1,42,0.578125
TeCh,OpenBMI_MI,0,0,88,S1,51,0.515625
TeCh,OpenBMI_MI,0,0,88,S1,54,0.578125
TeCh,OpenBMI_MI,0,0,89,S1,4,0.578125
TeCh,OpenBMI_MI,0,0,89,S1,12,0.625
TeCh,OpenBMI_MI,0,0,89,S1,13,0.515625
TeCh,OpenBMI_MI,0,0,89,S1,17,0.5625
TeCh,OpenBMI_MI,0,0,89,S1,18,0.59375
TeCh,OpenBMI_MI,0,0,89,S1,24,0.671875
TeCh,OpenBMI_MI,0,0,89,S1,25,0.734375
TeCh,OpenBMI_MI,0,0,89,S1,29,0.609375
TeCh,OpenBMI_MI,0,0,89,S1,36,0.671875
TeCh,OpenBMI_MI,0,0,89,S1,37,0.578125
TeCh,OpenBMI_MI,0,0,89,S1,39,0.75
TeCh,OpenBMI_MI,0,0,89,S1,42,0.609375
TeCh,OpenBMI_MI,0,0,89,S1,51,0.71875
TeCh,OpenBMI_MI,0,0,89,S1,54,0.515625
TeCh,OpenBMI_MI,0,0,90,S1,4,0.5625
TeCh,OpenBMI_MI,0,0,90,S1,12,0.703125
TeCh,OpenBMI_MI,0,0,90,S1,13,0.5625
TeCh,OpenBMI_MI,0,0,90,S1,17,0.5625
TeCh,OpenBMI_MI,0,0,90,S1,18,0.625
TeCh,OpenBMI_MI,0,0,90,S1,24,0.578125
TeCh,OpenBMI_MI,0,0,90,S1,25,0.75
TeCh,OpenBMI_MI,0,0,90,S1,29,0.625
TeCh,OpenBMI_MI,0,0,90,S1,36,0.609375
TeCh,OpenBMI_MI,0,0,90,S1,37,0.6875
TeCh,OpenBMI_MI,0,0,90,S1,39,0.59375
TeCh,OpenBMI_MI,0,0,90,S1,42,0.53125
TeCh,OpenBMI_MI,0,0,90,S1,51,0.5
TeCh,OpenBMI_MI,0,0,90,S1,54,0.65625
TeCh,OpenBMI_MI,0,0,91,S1,4,0.546875
TeCh,OpenBMI_MI,0,0,91,S1,12,0.640625
TeCh,OpenBMI_MI,0,0,91,S1,13,0.5625
TeCh,OpenBMI_MI,0,0,91,S1,17,0.546875
TeCh,OpenBMI_MI,0,0,91,S1,18,0.578125
TeCh,OpenBMI_MI,0,0,91,S1,24,0.625
TeCh,OpenBMI_MI,0,0,91,S1,25,0.71875
TeCh,OpenBMI_MI,0,0,91,S1,29,0.640625
TeCh,OpenBMI_MI,0,0,91,S1,36,0.6875
TeCh,OpenBMI_MI,0,0,91,S1,37,0.546875
TeCh,OpenBMI_MI,0,0,91,S1,39,0.609375
TeCh,OpenBMI_MI,0,0,91,S1,42,0.6875
TeCh,OpenBMI_MI,0,0,91,S1,51,0.75
TeCh,OpenBMI_MI,0,0,91,S1,54,0.5625
TeCh,OpenBMI_MI,0,0,92,S1,4,0.515625
TeCh,OpenBMI_MI,0,0,92,S1,12,0.671875
TeCh,OpenBMI_MI,0,0,92,S1,13,0.546875
TeCh,OpenBMI_MI,0,0,92,S1,17,0.65625
TeCh,OpenBMI_MI,0,0,92,S1,18,0.609375
TeCh,OpenBMI_MI,0,0,92,S1,24,0.65625
TeCh,OpenBMI_MI,0,0,92,S1,25,0.78125
TeCh,OpenBMI_MI,0,0,92,S1,29,0.65625
TeCh,OpenBMI_MI,0,0,92,S1,36,0.59375
TeCh,OpenBMI_MI,0,0,92,S1,37,0.53125
TeCh,OpenBMI_MI,0,0,92,S1,39,0.625
TeCh,OpenBMI_MI,0,0,92,S1,42,0.578125
TeCh,OpenBMI_MI,0,0,92,S1,51,0.75
TeCh,OpenBMI_MI,0,0,92,S1,54,0.515625
TeCh,OpenBMI_MI,0,0,93,S1,4,0.625
TeCh,OpenBMI_MI,0,0,93,S1,12,0.578125
TeCh,OpenBMI_MI,0,0,93,S1,13,0.53125
TeCh,OpenBMI_MI,0,0,93,S1,17,0.5625
TeCh,OpenBMI_MI,0,0,93,S1,18,0.640625
TeCh,OpenBMI_MI,0,0,93,S1,24,0.625
TeCh,OpenBMI_MI,0,0,93,S1,25,0.546875
TeCh,OpenBMI_MI,0,0,93,S1,29,0.59375
TeCh,OpenBMI_MI,0,0,93,S1,36,0.625
TeCh,OpenBMI_MI,0,0,93,S1,37,0.625
TeCh,OpenBMI_MI,0,0,93,S1,39,0.515625
TeCh,OpenBMI_MI,0,0,93,S1,42,0.625
TeCh,OpenBMI_MI,0,0,93,S1,51,0.546875
TeCh,OpenBMI_MI,0,0,93,S1,54,0.578125
TeCh,OpenBMI_MI,0,0,94,S1,4,0.546875
TeCh,OpenBMI_MI,0,0,94,S1,12,0.65625
TeCh,OpenBMI_MI,0,0,94,S1,13,0.5
TeCh,OpenBMI_MI,0,0,94,S1,17,0.5625
TeCh,OpenBMI_MI,0,0,94,S1,18,0.640625
TeCh,OpenBMI_MI,0,0,94,S1,24,0.65625
TeCh,OpenBMI_MI,0,0,94,S1,25,0.765625
TeCh,OpenBMI_MI,0,0,94,S1,29,0.640625
TeCh,OpenBMI_MI,0,0,94,S1,36,0.65625
TeCh,OpenBMI_MI,0,0,94,S1,37,0.546875
TeCh,OpenBMI_MI,0,0,94,S1,39,0.71875
TeCh,OpenBMI_MI,0,0,94,S1,42,0.625
TeCh,OpenBMI_MI,0,0,94,S1,51,0.75
TeCh,OpenBMI_MI,0,0,94,S1,54,0.5625
TeCh,OpenBMI_MI,0,0,95,S1,4,0.5
TeCh,OpenBMI_MI,0,0,95,S1,12,0.5625
TeCh,OpenBMI_MI,0,0,95,S1,13,0.546875
TeCh,OpenBMI_MI,0,0,95,S1,17,0.53125
TeCh,OpenBMI_MI,0,0,95,S1,18,0.578125
TeCh,OpenBMI_MI,0,0,95,S1,24,0.453125
TeCh,OpenBMI_MI,0,0,95,S1,25,0.578125
TeCh,OpenBMI_MI,0,0,95,S1,29,0.640625
TeCh,OpenBMI_MI,0,0,95,S1,36,0.59375
TeCh,OpenBMI_MI,0,0,95,S1,37,0.59375
TeCh,OpenBMI_MI,0,0,95,S1,39,0.609375
TeCh,OpenBMI_MI,0,0,95,S1,42,0.53125
TeCh,OpenBMI_MI,0,0,95,S1,51,0.609375
TeCh,OpenBMI_MI,0,0,95,S1,54,0.546875
TeCh,OpenBMI_MI,0,0,96,S1,4,0.53125
TeCh,OpenBMI_MI,0,0,96,S1,12,0.546875
TeCh,OpenBMI_MI,0,0,96,S1,13,0.578125
TeCh,OpenBMI_MI,0,0,96,S1,17,0.53125
TeCh,OpenBMI_MI,0,0,96,S1,18,0.625
TeCh,OpenBMI_MI,0,0,96,S1,24,0.59375
TeCh,OpenBMI_MI,0,0,96,S1,25,0.640625
TeCh,OpenBMI_MI,0,0,96,S1,29,0.578125
TeCh,OpenBMI_MI,0,0,96,S1,36,0.453125
TeCh,OpenBMI_MI,0,0,96,S1,37,0.578125
TeCh,OpenBMI_MI,0,0,96,S1,39,0.6875
TeCh,OpenBMI_MI,0,0,96,S1,42,0.4375
TeCh,OpenBMI_MI,0,0,96,S1,51,0.59375
TeCh,OpenBMI_MI,0,0,96,S1,54,0.59375
TeCh,OpenBMI_MI,0,0,97,S1,4,0.609375
TeCh,OpenBMI_MI,0,0,97,S1,12,0.6875
TeCh,OpenBMI_MI,0,0,97,S1,13,0.59375
TeCh,OpenBMI_MI,0,0,97,S1,17,0.640625
TeCh,OpenBMI_MI,0,0,97,S1,18,0.671875
TeCh,OpenBMI_MI,0,0,97,S1,24,0.609375
TeCh,OpenBMI_MI,0,0,97,S1,25,0.703125
TeCh,OpenBMI_MI,0,0,97,S1,29,0.53125
TeCh,OpenBMI_MI,0,0,97,S1,36,0.65625
TeCh,OpenBMI_MI,0,0,97,S1,37,0.640625
TeCh,OpenBMI_MI,0,0,97,S1,39,0.609375
TeCh,OpenBMI_MI,0,0,97,S1,42,0.625
TeCh,OpenBMI_MI,0,0,97,S1,51,0.546875
TeCh,OpenBMI_MI,0,0,97,S1,54,0.609375
TeCh,OpenBMI_MI,0,0,98,S1,4,0.625
TeCh,OpenBMI_MI,0,0,98,S1,12,0.65625
TeCh,OpenBMI_MI,0,0,98,S1,13,0.59375
TeCh,OpenBMI_MI,0,0,98,S1,17,0.5625
TeCh,OpenBMI_MI,0,0,98,S1,18,0.53125
TeCh,OpenBMI_MI,0,0,98,S1,24,0.53125
TeCh,OpenBMI_MI,0,0,98,S1,25,0.703125
TeCh,OpenBMI_MI,0,0,98,S1,29,0.5625
TeCh,OpenBMI_MI,0,0,98,S1,36,0.625
TeCh,OpenBMI_MI,0,0,98,S1,37,0.625
TeCh,OpenBMI_MI,0,0,98,S1,39,0.609375
TeCh,OpenBMI_MI,0,0,98,S1,42,0.609375
TeCh,OpenBMI_MI,0,0,98,S1,51,0.4375
TeCh,OpenBMI_MI,0,0,98,S1,54,0.59375
TeCh,OpenBMI_MI,0,0,99,S1,4,0.578125
TeCh,OpenBMI_MI,0,0,99,S1,12,0.484375
TeCh,OpenBMI_MI,0,0,99,S1,13,0.515625
TeCh,OpenBMI_MI,0,0,99,S1,17,0.515625
TeCh,OpenBMI_MI,0,0,99,S1,18,0.546875
TeCh,OpenBMI_MI,0,0,99,S1,24,0.515625
TeCh,OpenBMI_MI,0,0,99,S1,25,0.390625
TeCh,OpenBMI_MI,0,0,99,S1,29,0.625
TeCh,OpenBMI_MI,0,0,99,S1,36,0.6875
TeCh,OpenBMI_MI,0,0,99,S1,37,0.5625
TeCh,OpenBMI_MI,0,0,99,S1,39,0.578125
TeCh,OpenBMI_MI,0,0,99,S1,42,0.59375
TeCh,OpenBMI_MI,0,0,99,S1,51,0.53125
TeCh,OpenBMI_MI,0,0,99,S1,54,0.53125
TeCh,OpenBMI_MI,0,0,0,S2,4,0.765625
TeCh,OpenBMI_MI,0,0,0,S2,12,0.59375
TeCh,OpenBMI_MI,0,0,0,S2,13,0.53125
TeCh,OpenBMI_MI,0,0,0,S2,17,0.546875
TeCh,OpenBMI_MI,0,0,0,S2,18,0.625
TeCh,OpenBMI_MI,0,0,0,S2,24,0.625
TeCh,OpenBMI_MI,0,0,0,S2,25,0.90625
TeCh,OpenBMI_MI,0,0,0,S2,29,0.703125
TeCh,OpenBMI_MI,0,0,0,S2,36,0.796875
TeCh,OpenBMI_MI,0,0,0,S2,37,0.59375
TeCh,OpenBMI_MI,0,0,0,S2,39,0.625
TeCh,OpenBMI_MI,0,0,0,S2,42,0.6875
TeCh,OpenBMI_MI,0,0,0,S2,51,0.671875
TeCh,OpenBMI_MI,0,0,0,S2,54,0.484375
TeCh,OpenBMI_MI,0,0,1,S2,4,0.71875
TeCh,OpenBMI_MI,0,0,1,S2,12,0.609375
TeCh,OpenBMI_MI,0,0,1,S2,13,0.59375
TeCh,OpenBMI_MI,0,0,1,S2,17,0.71875
TeCh,OpenBMI_MI,0,0,1,S2,18,0.671875
TeCh,OpenBMI_MI,0,0,1,S2,24,0.609375
TeCh,OpenBMI_MI,0,0,1,S2,25,0.875
TeCh,OpenBMI_MI,0,0,1,S2,29,0.6875
TeCh,OpenBMI_MI,0,0,1,S2,36,0.859375
TeCh,OpenBMI_MI,0,0,1,S2,37,0.59375
TeCh,OpenBMI_MI,0,0,1,S2,39,0.578125
TeCh,OpenBMI_MI,0,0,1,S2,42,0.640625
TeCh,OpenBMI_MI,0,0,1,S2,51,0.578125
TeCh,OpenBMI_MI,0,0,1,S2,54,0.5
TeCh,OpenBMI_MI,0,0,2,S2,4,0.765625
TeCh,OpenBMI_MI,0,0,2,S2,12,0.546875
TeCh,OpenBMI_MI,0,0,2,S2,13,0.4375
TeCh,OpenBMI_MI,0,0,2,S2,17,0.46875
TeCh,OpenBMI_MI,0,0,2,S2,18,0.546875
TeCh,OpenBMI_MI,0,0,2,S2,24,0.59375
TeCh,OpenBMI_MI,0,0,2,S2,25,0.640625
TeCh,OpenBMI_MI,0,0,2,S2,29,0.609375
TeCh,OpenBMI_MI,0,0,2,S2,36,0.671875
TeCh,OpenBMI_MI,0,0,2,S2,37,0.640625
TeCh,OpenBMI_MI,0,0,2,S2,39,0.6875
TeCh,OpenBMI_MI,0,0,2,S2,42,0.46875
TeCh,OpenBMI_MI,0,0,2,S2,51,0.53125
TeCh,OpenBMI_MI,0,0,2,S2,54,0.53125
TeCh,OpenBMI_MI,0,0,3,S2,4,0.71875
TeCh,OpenBMI_MI,0,0,3,S2,12,0.703125
TeCh,OpenBMI_MI,0,0,3,S2,13,0.609375
TeCh,OpenBMI_MI,0,0,3,S2,17,0.453125
TeCh,OpenBMI_MI,0,0,3,S2,18,0.578125
TeCh,OpenBMI_MI,0,0,3,S2,24,0.5
TeCh,OpenBMI_MI,0,0,3,S2,25,0.703125
TeCh,OpenBMI_MI,0,0,3,S2,29,0.703125
TeCh,OpenBMI_MI,0,0,3,S2,36,0.671875
TeCh,OpenBMI_MI,0,0,3,S2,37,0.703125
TeCh,OpenBMI_MI,0,0,3,S2,39,0.625
TeCh,OpenBMI_MI,0,0,3,S2,42,0.5625
TeCh,OpenBMI_MI,0,0,3,S2,51,0.640625
TeCh,OpenBMI_MI,0,0,3,S2,54,0.640625
TeCh,OpenBMI_MI,0,0,4,S2,4,0.578125
TeCh,OpenBMI_MI,0,0,4,S2,12,0.53125
TeCh,OpenBMI_MI,0,0,4,S2,13,0.515625
TeCh,OpenBMI_MI,0,0,4,S2,17,0.5
TeCh,OpenBMI_MI,0,0,4,S2,18,0.484375
TeCh,OpenBMI_MI,0,0,4,S2,24,0.515625
TeCh,OpenBMI_MI,0,0,4,S2,25,0.84375
TeCh,OpenBMI_MI,0,0,4,S2,29,0.515625
TeCh,OpenBMI_MI,0,0,4,S2,36,0.734375
TeCh,OpenBMI_MI,0,0,4,S2,37,0.625
TeCh,OpenBMI_MI,0,0,4,S2,39,0.5625
TeCh,OpenBMI_MI,0,0,4,S2,42,0.65625
TeCh,OpenBMI_MI,0,0,4,S2,51,0.5
TeCh,OpenBMI_MI,0,0,4,S2,54,0.53125
TeCh,OpenBMI_MI,0,0,5,S2,4,0.484375
TeCh,OpenBMI_MI,0,0,5,S2,12,0.5
TeCh,OpenBMI_MI,0,0,5,S2,13,0.515625
TeCh,OpenBMI_MI,0,0,5,S2,17,0.578125
TeCh,OpenBMI_MI,0,0,5,S2,18,0.578125
TeCh,OpenBMI_MI,0,0,5,S2,24,0.609375
TeCh,OpenBMI_MI,0,0,5,S2,25,0.375
