Model,Task,fold,seed,session,subject_id,BA
EEGNet,OpenBMI_MI,4,0,S2,37,0.625
EEGNet,OpenBMI_MI,4,0,S2,39,0.640625
EEGNet,OpenBMI_MI,4,0,S2,42,0.65625
EEGNet,OpenBMI_MI,4,0,S2,51,0.609375
EEGNet,OpenBMI_MI,4,0,S2,54,0.78125
EEGNet,OpenBMI_ERP,0,0,S1,4,0.71875
EEGNet,OpenBMI_ERP,0,0,S1,12,0.890625
EEGNet,OpenBMI_ERP,0,0,S1,13,0.90625
EEGNet,OpenBMI_ERP,0,0,S1,17,0.65625
EEGNet,OpenBMI_ERP,0,0,S1,18,0.71875
EEGNet,OpenBMI_ERP,0,0,S1,24,0.890625
EEGNet,OpenBMI_ERP,0,0,S1,25,0.765625
EEGNet,OpenBMI_ERP,0,0,S1,29,0.8125
EEGNet,OpenBMI_ERP,0,0,S1,36,0.9375
EEGNet,OpenBMI_ERP,0,0,S1,37,0.84375
EEGNet,OpenBMI_ERP,0,0,S1,39,0.8125
EEGNet,OpenBMI_ERP,0,0,S1,42,0.875
EEGNet,OpenBMI_ERP,0,0,S1,51,0.8125
EEGNet,OpenBMI_ERP,0,0,S1,54,0.640625
EEGNet,OpenBMI_ERP,0,0,S2,4,0.765625
EEGNet,OpenBMI_ERP,0,0,S2,12,0.921875
EEGNet,OpenBMI_ERP,0,0,S2,13,0.90625
EEGNet,OpenBMI_ERP,0,0,S2,17,0.734375
EEGNet,OpenBMI_ERP,0,0,S2,18,0.90625
EEGNet,OpenBMI_ERP,0,0,S2,24,0.765625
EEGNet,OpenBMI_ERP,0,0,S2,25,0.796875
EEGNet,OpenBMI_ERP,0,0,S2,29,0.828125
EEGNet,OpenBMI_ERP,0,0,S2,36,0.890625
EEGNet,OpenBMI_ERP,0,0,S2,37,0.90625
EEGNet,OpenBMI_ERP,0,0,S2,39,0.6875
EEGNet,OpenBMI_ERP,0,0,S2,42,0.90625
EEGNet,OpenBMI_ERP,0,0,S2,51,0.71875
EEGNet,OpenBMI_ERP,0,0,S2,54,0.8125
EEGNet,OpenBMI_ERP,1,0,S1,4,0.65625
EEGNet,OpenBMI_ERP,1,0,S1,12,0.890625
EEGNet,OpenBMI_ERP,1,0,S1,13,0.84375
EEGNet,OpenBMI_ERP,1,0,S1,17,0.6875
EEGNet,OpenBMI_ERP,1,0,S1,18,0.6875
EEGNet,OpenBMI_ERP,1,0,S1,24,0.78125
EEGNet,OpenBMI_ERP,1,0,S1,25,0.65625
EEGNet,OpenBMI_ERP,1,0,S1,29,0.71875
EEGNet,OpenBMI_ERP,1,0,S1,36,0.875
EEGNet,OpenBMI_ERP,1,0,S1,37,0.6875
EEGNet,OpenBMI_ERP,1,0,S1,39,0.765625
EEGNet,OpenBMI_ERP,1,0,S1,42,0.828125
EEGNet,OpenBMI_ERP,1,0,S1,51,0.75
EEGNet,OpenBMI_ERP,1,0,S1,54,0.546875
EEGNet,OpenBMI_ERP,1,0,S2,4,0.78125
EEGNet,OpenBMI_ERP,1,0,S2,12,0.90625
EEGNet,OpenBMI_ERP,1,0,S2,13,0.8125
EEGNet,OpenBMI_ERP,1,0,S2,17,0.8125
EEGNet,OpenBMI_ERP,1,0,S2,18,0.9375
EEGNet,OpenBMI_ERP,1,0,S2,24,0.65625
EEGNet,OpenBMI_ERP,1,0,S2,25,0.65625
EEGNet,OpenBMI_ERP,1,0,S2,29,0.65625
EEGNet,OpenBMI_ERP,1,0,S2,36,0.890625
EEGNet,OpenBMI_ERP,1,0,S2,37,0.90625
EEGNet,OpenBMI_ERP,1,0,S2,39,0.6875
EEGNet,OpenBMI_ERP,1,0,S2,42,0.734375
EEGNet,OpenBMI_ERP,1,0,S2,51,0.8125
EEGNet,OpenBMI_ERP,1,0,S2,54,0.640625
EEGNet,OpenBMI_ERP,2,0,S1,4,0.59375
EEGNet,OpenBMI_ERP,2,0,S1,12,0.75
EEGNet,OpenBMI_ERP,2,0,S1,13,0.71875
EEGNet,OpenBMI_ERP,2,0,S1,17,0.828125
EEGNet,OpenBMI_ERP,2,0,S1,18,0.75
EEGNet,OpenBMI_ERP,2,0,S1,24,0.8125
EEGNet,OpenBMI_ERP,2,0,S1,25,0.75
EEGNet,OpenBMI_ERP,2,0,S1,29,0.796875
EEGNet,OpenBMI_ERP,2,0,S1,36,0.859375
EEGNet,OpenBMI_ERP,2,0,S1,37,0.8125
EEGNet,OpenBMI_ERP,2,0,S1,39,0.796875
EEGNet,OpenBMI_ERP,2,0,S1,42,0.890625
EEGNet,OpenBMI_ERP,2,0,S1,51,0.78125
EEGNet,OpenBMI_ERP,2,0,S1,54,0.609375
EEGNet,OpenBMI_ERP,2,0,S2,4,0.859375
EEGNet,OpenBMI_ERP,2,0,S2,12,0.890625
EEGNet,OpenBMI_ERP,2,0,S2,13,0.796875
EEGNet,OpenBMI_ERP,2,0,S2,17,0.75
EEGNet,OpenBMI_ERP,2,0,S2,18,0.765625
EEGNet,OpenBMI_ERP,2,0,S2,24,0.609375
EEGNet,OpenBMI_ERP,2,0,S2,25,0.796875
EEGNet,OpenBMI_ERP,2,0,S2,29,0.703125
EEGNet,OpenBMI_ERP,2,0,S2,36,0.796875
EEGNet,OpenBMI_ERP,2,0,S2,37,0.875
EEGNet,OpenBMI_ERP,2,0,S2,39,0.734375
EEGNet,OpenBMI_ERP,2,0,S2,42,0.78125
EEGNet,OpenBMI_ERP,2,0,S2,51,0.65625
EEGNet,OpenBMI_ERP,2,0,S2,54,0.734375
EEGNet,OpenBMI_ERP,3,0,S1,4,0.640625
EEGNet,OpenBMI_ERP,3,0,S1,12,0.8125
EEGNet,OpenBMI_ERP,3,0,S1,13,0.890625
EEGNet,OpenBMI_ERP,3,0,S1,17,0.765625
EEGNet,OpenBMI_ERP,3,0,S1,18,0.71875
EEGNet,OpenBMI_ERP,3,0,S1,24,0.921875
EEGNet,OpenBMI_ERP,3,0,S1,25,0.765625
EEGNet,OpenBMI_ERP,3,0,S1,29,0.6875
EEGNet,OpenBMI_ERP,3,0,S1,36,0.890625
EEGNet,OpenBMI_ERP,3,0,S1,37,0.796875
EEGNet,OpenBMI_ERP,3,0,S1,39,0.71875
EEGNet,OpenBMI_ERP,3,0,S1,42,0.8125
EEGNet,OpenBMI_ERP,3,0,S1,51,0.71875
EEGNet,OpenBMI_ERP,3,0,S1,54,0.640625
EEGNet,OpenBMI_ERP,3,0,S2,4,0.765625
EEGNet,OpenBMI_ERP,3,0,S2,12,0.921875
EEGNet,OpenBMI_ERP,3,0,S2,13,0.890625
EEGNet,OpenBMI_ERP,3,0,S2,17,0.75
EEGNet,OpenBMI_ERP,3,0,S2,18,0.84375
EEGNet,OpenBMI_ERP,3,0,S2,24,0.734375
EEGNet,OpenBMI_ERP,3,0,S2,25,0.71875
EEGNet,OpenBMI_ERP,3,0,S2,29,0.671875
EEGNet,OpenBMI_ERP,3,0,S2,36,0.90625
EEGNet,OpenBMI_ERP,3,0,S2,37,0.953125
EEGNet,OpenBMI_ERP,3,0,S2,39,0.59375
EEGNet,OpenBMI_ERP,3,0,S2,42,0.703125
EEGNet,OpenBMI_ERP,3,0,S2,51,0.625
EEGNet,OpenBMI_ERP,3,0,S2,54,0.671875
EEGNet,OpenBMI_ERP,4,0,S1,4,0.703125
EEGNet,OpenBMI_ERP,4,0,S1,12,0.703125
EEGNet,OpenBMI_ERP,4,0,S1,13,0.640625
EEGNet,OpenBMI_ERP,4,0,S1,17,0.609375
EEGNet,OpenBMI_ERP,4,0,S1,18,0.78125
EEGNet,OpenBMI_ERP,4,0,S1,24,0.828125
EEGNet,OpenBMI_ERP,4,0,S1,25,0.8125
EEGNet,OpenBMI_ERP,4,0,S1,29,0.765625
EEGNet,OpenBMI_ERP,4,0,S1,36,0.859375
EEGNet,OpenBMI_ERP,4,0,S1,37,0.6875
EEGNet,OpenBMI_ERP,4,0,S1,39,0.578125
EEGNet,OpenBMI_ERP,4,0,S1,42,0.84375
EEGNet,OpenBMI_ERP,4,0,S1,51,0.734375
EEGNet,OpenBMI_ERP,4,0,S1,54,0.71875
EEGNet,OpenBMI_ERP,4,0,S2,4,0.703125
EEGNet,OpenBMI_ERP,4,0,S2,12,0.84375
EEGNet,OpenBMI_ERP,4,0,S2,13,0.640625
EEGNet,OpenBMI_ERP,4,0,S2,17,0.65625
EEGNet,OpenBMI_ERP,4,0,S2,18,0.78125
EEGNet,OpenBMI_ERP,4,0,S2,24,0.609375
EEGNet,OpenBMI_ERP,4,0,S2,25,0.671875
EEGNet,OpenBMI_ERP,4,0,S2,29,0.734375
EEGNet,OpenBMI_ERP,4,0,S2,36,0.765625
EEGNet,OpenBMI_ERP,4,0,S2,37,0.796875
EEGNet,OpenBMI_ERP,4,0,S2,39,0.6875
EEGNet,OpenBMI_ERP,4,0,S2,42,0.734375
EEGNet,OpenBMI_ERP,4,0,S2,51,0.671875
EEGNet,OpenBMI_ERP,4,0,S2,54,0.6875
EEGNet,OpenBMI_SSVEP,0,0,S1,4,0.97
EEGNet,OpenBMI_SSVEP,0,0,S1,12,0.96
EEGNet,OpenBMI_SSVEP,0,0,S1,13,0.74
EEGNet,OpenBMI_SSVEP,0,0,S1,17,0.66
EEGNet,OpenBMI_SSVEP,0,0,S1,18,0.85
EEGNet,OpenBMI_SSVEP,0,0,S1,24,0.74
EEGNet,OpenBMI_SSVEP,0,0,S1,25,0.94
EEGNet,OpenBMI_SSVEP,0,0,S1,29,0.75
EEGNet,OpenBMI_SSVEP,0,0,S1,36,0.86
EEGNet,OpenBMI_SSVEP,0,0,S1,37,0.94
EEGNet,OpenBMI_SSVEP,0,0,S1,39,0.82
EEGNet,OpenBMI_SSVEP,0,0,S1,42,0.88
EEGNet,OpenBMI_SSVEP,0,0,S1,51,0.51
EEGNet,OpenBMI_SSVEP,0,0,S1,54,0.38
EEGNet,OpenBMI_SSVEP,0,0,S2,4,1.0
EEGNet,OpenBMI_SSVEP,0,0,S2,12,0.87
EEGNet,OpenBMI_SSVEP,0,0,S2,13,0.62
EEGNet,OpenBMI_SSVEP,0,0,S2,17,0.74
EEGNet,OpenBMI_SSVEP,0,0,S2,18,0.9199999999999999
EEGNet,OpenBMI_SSVEP,0,0,S2,24,0.65
EEGNet,OpenBMI_SSVEP,0,0,S2,25,0.69
EEGNet,OpenBMI_SSVEP,0,0,S2,29,0.73
EEGNet,OpenBMI_SSVEP,0,0,S2,36,0.87
EEGNet,OpenBMI_SSVEP,0,0,S2,37,0.9299999999999999
EEGNet,OpenBMI_SSVEP,0,0,S2,39,0.8200000000000001
EEGNet,OpenBMI_SSVEP,0,0,S2,42,0.54
EEGNet,OpenBMI_SSVEP,0,0,S2,51,0.59
EEGNet,OpenBMI_SSVEP,0,0,S2,54,0.48000000000000004
EEGNet,OpenBMI_SSVEP,1,0,S1,4,1.0
EEGNet,OpenBMI_SSVEP,1,0,S1,12,0.99
EEGNet,OpenBMI_SSVEP,1,0,S1,13,0.8600000000000001
EEGNet,OpenBMI_SSVEP,1,0,S1,17,0.78
EEGNet,OpenBMI_SSVEP,1,0,S1,18,0.98
EEGNet,OpenBMI_SSVEP,1,0,S1,24,0.8899999999999999
EEGNet,OpenBMI_SSVEP,1,0,S1,25,0.97
EEGNet,OpenBMI_SSVEP,1,0,S1,29,0.92
EEGNet,OpenBMI_SSVEP,1,0,S1,36,0.99
EEGNet,OpenBMI_SSVEP,1,0,S1,37,0.96
EEGNet,OpenBMI_SSVEP,1,0,S1,39,0.94
EEGNet,OpenBMI_SSVEP,1,0,S1,42,0.97
EEGNet,OpenBMI_SSVEP,1,0,S1,51,0.5700000000000001
EEGNet,OpenBMI_SSVEP,1,0,S1,54,0.51
EEGNet,OpenBMI_SSVEP,1,0,S2,4,1.0
EEGNet,OpenBMI_SSVEP,1,0,S2,12,0.96
EEGNet,OpenBMI_SSVEP,1,0,S2,13,0.6699999999999999
EEGNet,OpenBMI_SSVEP,1,0,S2,17,0.91
EEGNet,OpenBMI_SSVEP,1,0,S2,18,1.0
EEGNet,OpenBMI_SSVEP,1,0,S2,24,0.79
EEGNet,OpenBMI_SSVEP,1,0,S2,25,0.8999999999999999
EEGNet,OpenBMI_SSVEP,1,0,S2,29,0.83
EEGNet,OpenBMI_SSVEP,1,0,S2,36,1.0
EEGNet,OpenBMI_SSVEP,1,0,S2,37,0.99
EEGNet,OpenBMI_SSVEP,1,0,S2,39,0.9299999999999999
EEGNet,OpenBMI_SSVEP,1,0,S2,42,0.52
EEGNet,OpenBMI_SSVEP,1,0,S2,51,0.64
EEGNet,OpenBMI_SSVEP,1,0,S2,54,0.62
EEGNet,OpenBMI_SSVEP,2,0,S1,4,0.78
EEGNet,OpenBMI_SSVEP,2,0,S1,12,0.77
EEGNet,OpenBMI_SSVEP,2,0,S1,13,0.54
EEGNet,OpenBMI_SSVEP,2,0,S1,17,0.56
EEGNet,OpenBMI_SSVEP,2,0,S1,18,0.86
EEGNet,OpenBMI_SSVEP,2,0,S1,24,0.51
EEGNet,OpenBMI_SSVEP,2,0,S1,25,0.9
EEGNet,OpenBMI_SSVEP,2,0,S1,29,0.5900000000000001
EEGNet,OpenBMI_SSVEP,2,0,S1,36,0.84
EEGNet,OpenBMI_SSVEP,2,0,S1,37,0.8
EEGNet,OpenBMI_SSVEP,2,0,S1,39,0.6299999999999999
EEGNet,OpenBMI_SSVEP,2,0,S1,42,0.68
EEGNet,OpenBMI_SSVEP,2,0,S1,51,0.38
EEGNet,OpenBMI_SSVEP,2,0,S1,54,0.42
EEGNet,OpenBMI_SSVEP,2,0,S2,4,0.92
EEGNet,OpenBMI_SSVEP,2,0,S2,12,0.7
EEGNet,OpenBMI_SSVEP,2,0,S2,13,0.32
EEGNet,OpenBMI_SSVEP,2,0,S2,17,0.53
EEGNet,OpenBMI_SSVEP,2,0,S2,18,0.9199999999999999
EEGNet,OpenBMI_SSVEP,2,0,S2,24,0.57
EEGNet,OpenBMI_SSVEP,2,0,S2,25,0.6900000000000001
EEGNet,OpenBMI_SSVEP,2,0,S2,29,0.64
EEGNet,OpenBMI_SSVEP,2,0,S2,36,0.8800000000000001
EEGNet,OpenBMI_SSVEP,2,0,S2,37,0.78
EEGNet,OpenBMI_SSVEP,2,0,S2,39,0.69
EEGNet,OpenBMI_SSVEP,2,0,S2,42,0.36
EEGNet,OpenBMI_SSVEP,2,0,S2,51,0.36
EEGNet,OpenBMI_SSVEP,2,0,S2,54,0.43
EEGNet,OpenBMI_SSVEP,3,0,S1,4,1.0
EEGNet,OpenBMI_SSVEP,3,0,S1,12,0.96
EEGNet,OpenBMI_SSVEP,3,0,S1,13,0.85
EEGNet,OpenBMI_SSVEP,3,0,S1,17,0.88
EEGNet,OpenBMI_SSVEP,3,0,S1,18,0.96
EEGNet,OpenBMI_SSVEP,3,0,S1,24,0.86
EEGNet,OpenBMI_SSVEP,3,0,S1,25,0.97
EEGNet,OpenBMI_SSVEP,3,0,S1,29,0.87
EEGNet,OpenBMI_SSVEP,3,0,S1,36,0.97
EEGNet,OpenBMI_SSVEP,3,0,S1,37,0.95
EEGNet,OpenBMI_SSVEP,3,0,S1,39,0.99
EEGNet,OpenBMI_SSVEP,3,0,S1,42,0.99
EEGNet,OpenBMI_SSVEP,3,0,S1,51,0.6
EEGNet,OpenBMI_SSVEP,3,0,S1,54,0.62
EEGNet,OpenBMI_SSVEP,3,0,S2,4,1.0
EEGNet,OpenBMI_SSVEP,3,0,S2,12,0.95
EEGNet,OpenBMI_SSVEP,3,0,S2,13,0.5700000000000001
EEGNet,OpenBMI_SSVEP,3,0,S2,17,0.98
EEGNet,OpenBMI_SSVEP,3,0,S2,18,0.99
EEGNet,OpenBMI_SSVEP,3,0,S2,24,0.9299999999999999
EEGNet,OpenBMI_SSVEP,3,0,S2,25,0.89
EEGNet,OpenBMI_SSVEP,3,0,S2,29,0.87
EEGNet,OpenBMI_SSVEP,3,0,S2,36,0.99
EEGNet,OpenBMI_SSVEP,3,0,S2,37,0.98
EEGNet,OpenBMI_SSVEP,3,0,S2,39,0.96
EEGNet,OpenBMI_SSVEP,3,0,S2,42,0.5900000000000001
EEGNet,OpenBMI_SSVEP,3,0,S2,51,0.6900000000000001
EEGNet,OpenBMI_SSVEP,3,0,S2,54,0.72
EEGNet,OpenBMI_SSVEP,4,0,S1,4,0.98
EEGNet,OpenBMI_SSVEP,4,0,S1,12,0.99
EEGNet,OpenBMI_SSVEP,4,0,S1,13,0.9199999999999999
EEGNet,OpenBMI_SSVEP,4,0,S1,17,0.81
EEGNet,OpenBMI_SSVEP,4,0,S1,18,0.96
EEGNet,OpenBMI_SSVEP,4,0,S1,24,0.89
EEGNet,OpenBMI_SSVEP,4,0,S1,25,1.0
EEGNet,OpenBMI_SSVEP,4,0,S1,29,0.8200000000000001
EEGNet,OpenBMI_SSVEP,4,0,S1,36,0.99
EEGNet,OpenBMI_SSVEP,4,0,S1,37,0.96
EEGNet,OpenBMI_SSVEP,4,0,S1,39,0.92
EEGNet,OpenBMI_SSVEP,4,0,S1,42,0.97
EEGNet,OpenBMI_SSVEP,4,0,S1,51,0.61
EEGNet,OpenBMI_SSVEP,4,0,S1,54,0.52
EEGNet,OpenBMI_SSVEP,4,0,S2,4,1.0
EEGNet,OpenBMI_SSVEP,4,0,S2,12,0.91
EEGNet,OpenBMI_SSVEP,4,0,S2,13,0.65
EEGNet,OpenBMI_SSVEP,4,0,S2,17,0.9299999999999999
EEGNet,OpenBMI_SSVEP,4,0,S2,18,1.0
EEGNet,OpenBMI_SSVEP,4,0,S2,24,0.88
EEGNet,OpenBMI_SSVEP,4,0,S2,25,0.8200000000000001
EEGNet,OpenBMI_SSVEP,4,0,S2,29,0.76
EEGNet,OpenBMI_SSVEP,4,0,S2,36,1.0
EEGNet,OpenBMI_SSVEP,4,0,S2,37,0.99
EEGNet,OpenBMI_SSVEP,4,0,S2,39,0.89
EEGNet,OpenBMI_SSVEP,4,0,S2,42,0.51
EEGNet,OpenBMI_SSVEP,4,0,S2,51,0.6900000000000001
EEGNet,OpenBMI_SSVEP,4,0,S2,54,0.57
EEGNet,WBCIC_MI,0,0,S0,sub-4,0.53125
EEGNet,WBCIC_MI,0,0,S0,sub-8,0.8125
EEGNet,WBCIC_MI,0,0,S0,sub-10,0.59375
EEGNet,WBCIC_MI,0,0,S0,sub-15,0.765625
EEGNet,WBCIC_MI,0,0,S0,sub-20,0.921875
EEGNet,WBCIC_MI,0,0,S0,sub-39,0.59375
EEGNet,WBCIC_MI,0,0,S0,sub-40,0.796875
EEGNet,WBCIC_MI,0,0,S0,sub-43,1.0
EEGNet,WBCIC_MI,0,0,S0,sub-46,0.984375
EEGNet,WBCIC_MI,0,0,S0,sub-51,0.65625
EEGNet,WBCIC_MI,0,0,S1,sub-4,0.59375
EEGNet,WBCIC_MI,0,0,S1,sub-8,0.953125
EEGNet,WBCIC_MI,0,0,S1,sub-10,0.71875
EEGNet,WBCIC_MI,0,0,S1,sub-15,0.640625
EEGNet,WBCIC_MI,0,0,S1,sub-20,0.84375
EEGNet,WBCIC_MI,0,0,S1,sub-39,0.765625
EEGNet,WBCIC_MI,0,0,S1,sub-40,0.6875
EEGNet,WBCIC_MI,0,0,S1,sub-43,0.96875
EEGNet,WBCIC_MI,0,0,S1,sub-46,0.984375
EEGNet,WBCIC_MI,0,0,S1,sub-51,0.828125
EEGNet,WBCIC_MI,0,0,S2,sub-4,0.625
EEGNet,WBCIC_MI,0,0,S2,sub-8,0.84375
EEGNet,WBCIC_MI,0,0,S2,sub-10,0.796875
EEGNet,WBCIC_MI,0,0,S2,sub-15,0.734375
EEGNet,WBCIC_MI,0,0,S2,sub-20,0.53125
EEGNet,WBCIC_MI,0,0,S2,sub-39,0.78125
