dataset,fold,subject_id,EEGNet_BA,EEGNet_macro_F1,EEGNet_accuracy,EEGNet_trials,LiteBN_BA,LiteBN_macro_F1,LiteBN_accuracy,LiteBN_trials,REF50_BA,REF50_macro_F1,REF50_accuracy,REF50_trials,AMSE_Stable_BA,AMSE_Stable_macro_F1,AMSE_Stable_accuracy,AMSE_Stable_trials,AMSE_Expressive_BA,AMSE_Expressive_macro_F1,AMSE_Expressive_accuracy,AMSE_Expressive_trials,AMSE_Final_BA,AMSE_Final_macro_F1,AMSE_Final_accuracy,AMSE_Final_trials,Subject_oracle_ceiling_delta_pp,AMSE_Final_minus_best_ref_pp,AMSE_Final_minus_REF50_pp,Stable_minus_EEGNet_pp,Expressive_minus_LiteBN_pp,Final_minus_strongest_internal_pp
OpenBMI,2,11,0.71,0.6991389148251893,0.71,100,0.73,0.7286704853783539,0.73,100,0.74,0.7348021215830274,0.74,100,0.7,0.6921182266009853,0.7,100,0.7,0.6956168831168831,0.7,100,0.7,0.6921182266009853,0.7,100,-3.0000000000000027,-3.0000000000000027,-4.0000000000000036,-1.0000000000000009,-3.0000000000000027,0.0
OpenBMI,2,8,0.65,0.6496847162446202,0.65,100,0.8500000000000001,0.8492613807657522,0.85,100,0.8400000000000001,0.8389694041867954,0.84,100,0.67,0.66996699669967,0.67,100,0.8200000000000001,0.8199279711884754,0.82,100,0.73,0.72997299729973,0.73,100,-12.00000000000001,-12.00000000000001,-11.00000000000001,2.0000000000000018,-3.0000000000000027,-9.000000000000007
OpenBMI,3,45,0.76,0.7596153846153846,0.76,100,0.74,0.74,0.74,100,0.79,0.78997899789979,0.79,100,0.75,0.7497747973175859,0.75,100,0.78,0.7777777777777778,0.78,100,0.8400000000000001,0.839421918908069,0.84,100,8.000000000000007,10.000000000000009,5.000000000000004,-1.0000000000000009,4.0000000000000036,6.000000000000005
OpenBMI,3,34,0.6599999999999999,0.6594551282051282,0.66,100,0.61,0.5953937130407718,0.61,100,0.73,0.7237851662404092,0.73,100,0.6799999999999999,0.6794871794871795,0.68,100,0.61,0.6010230179028133,0.61,100,0.6699999999999999,0.6691729323308271,0.67,100,1.0000000000000009,5.999999999999995,-6.000000000000005,2.0000000000000018,0.0,-1.0000000000000009
OpenBMI,3,27,0.9199999999999999,0.9197109594540345,0.92,100,0.95,0.9499549594635172,0.95,100,0.95,0.9499549594635172,0.95,100,0.9199999999999999,0.9197109594540345,0.92,100,0.95,0.9499549594635172,0.95,100,0.94,0.9399038461538461,0.94,100,-1.0000000000000009,-1.0000000000000009,-1.0000000000000009,0.0,0.0,-1.0000000000000009
OpenBMI,3,49,0.84,0.84,0.84,100,0.84,0.8383838383838383,0.84,100,0.8400000000000001,0.839421918908069,0.84,100,0.84,0.8399359743897559,0.84,100,0.86,0.8599439775910365,0.86,100,0.84,0.8399359743897559,0.84,100,0.0,0.0,-1.1102230246251565e-14,0.0,2.0000000000000018,-2.0000000000000018
OpenBMI,3,10,0.71,0.7097387648883995,0.71,100,0.81,0.8095238095238095,0.81,100,0.81,0.8090644156366193,0.81,100,0.6499999999999999,0.6491228070175439,0.65,100,0.76,0.7575757575757576,0.76,100,0.73,0.7293233082706767,0.73,100,-8.000000000000007,-8.000000000000007,-8.000000000000007,-6.000000000000005,-5.000000000000004,-3.0000000000000027
OpenBMI,3,22,0.66,0.6550324675324675,0.66,100,0.7,0.6980676328502415,0.7,100,0.6799999999999999,0.6767676767676768,0.68,100,0.63,0.6129302228266555,0.63,100,0.6699999999999999,0.6576408341114224,0.67,100,0.6699999999999999,0.6576408341114224,0.67,100,-3.0000000000000027,-3.0000000000000027,-1.0000000000000009,-3.0000000000000027,-3.0000000000000027,0.0
OpenBMI,3,19,0.73,0.7253585596582239,0.73,100,0.78,0.7799119647859143,0.78,100,0.76,0.7591328783621036,0.76,100,0.71,0.7064480210547626,0.71,100,0.76,0.7564935064935066,0.76,100,0.73,0.7237851662404092,0.73,100,-5.000000000000004,-5.000000000000004,-3.0000000000000027,-2.0000000000000018,-2.0000000000000018,-3.0000000000000027
OpenBMI,3,16,0.8,0.7996794871794872,0.8,100,0.87,0.8699869986998701,0.87,100,0.86,0.86,0.86,100,0.81,0.8099809980998101,0.81,100,0.87,0.8698828946051447,0.87,100,0.87,0.8698828946051447,0.87,100,0.0,0.0,1.0000000000000009,1.0000000000000009,0.0,0.0
OpenBMI,4,9,0.61,0.6068152031454783,0.61,100,0.6,0.586606035551881,0.6,100,0.62,0.6124031007751938,0.62,100,0.62,0.6124031007751938,0.62,100,0.63,0.62996299629963,0.63,100,0.7,0.696969696969697,0.7,100,8.999999999999996,9.999999999999998,7.9999999999999964,1.0000000000000009,3.0000000000000027,6.999999999999995
OpenBMI,4,53,0.77,0.767182913250329,0.77,100,0.8200000000000001,0.818840579710145,0.82,100,0.8200000000000001,0.8193496587715776,0.82,100,0.79,0.78997899789979,0.79,100,0.71,0.6991389148251893,0.71,100,0.72,0.7126436781609196,0.72,100,-10.000000000000009,-10.000000000000009,-10.000000000000009,2.0000000000000018,-11.00000000000001,-7.000000000000006
OpenBMI,4,7,0.72,0.72,0.72,100,0.73,0.7237851662404092,0.73,100,0.74,0.7383252818035426,0.74,100,0.69,0.6899689968996899,0.69,100,0.69,0.6899689968996899,0.69,100,0.71,0.7099709970997099,0.71,100,-2.0000000000000018,-2.0000000000000018,-3.0000000000000027,-3.0000000000000027,-4.0000000000000036,2.0000000000000018
OpenBMI,4,20,0.88,0.88,0.88,100,0.9099999999999999,0.9095568284594513,0.91,100,0.9099999999999999,0.9095568284594513,0.91,100,0.86,0.859775641025641,0.86,100,0.88,0.8799519807923168,0.88,100,0.88,0.8799519807923168,0.88,100,-2.9999999999999916,-2.9999999999999916,-2.9999999999999916,-2.0000000000000018,-2.9999999999999916,0.0
OpenBMI,4,41,0.6799999999999999,0.6767676767676768,0.68,100,0.77,0.7647058823529411,0.77,100,0.75,0.7487689679429204,0.75,100,0.65,0.6457131288591963,0.65,100,0.7,0.696969696969697,0.7,100,0.72,0.719551282051282,0.72,100,-5.000000000000004,-5.000000000000004,-3.0000000000000027,-2.9999999999999916,-7.000000000000006,2.0000000000000018
OpenBMI,4,46,0.66,0.6458333333333333,0.66,100,0.69,0.6615351020853806,0.69,100,0.6799999999999999,0.6567996567996568,0.68,100,0.64,0.6347402597402598,0.64,100,0.61,0.5623386825272135,0.61,100,0.5900000000000001,0.5464100011063171,0.59,100,-9.999999999999986,-9.999999999999986,-8.999999999999986,-2.0000000000000018,-7.9999999999999964,-4.999999999999993
OpenBMI,4,21,0.84,0.84,0.84,100,0.9099999999999999,0.9097744360902256,0.91,100,0.91,0.90999099909991,0.91,100,0.81,0.8095238095238095,0.81,100,0.84,0.8383838383838383,0.84,100,0.8799999999999999,0.8795664391810518,0.88,100,-3.0000000000000027,-3.0000000000000027,-3.0000000000000138,-2.9999999999999916,-6.999999999999995,3.9999999999999925
OpenBMI,4,44,0.67,0.66996699669967,0.67,100,0.84,0.8368013055895553,0.84,100,0.82,0.8173701298701299,0.82,100,0.7,0.6989160979526294,0.7,100,0.77,0.7660461804495982,0.77,100,0.78,0.7777777777777778,0.78,100,-5.999999999999995,-5.999999999999995,-3.9999999999999925,2.9999999999999916,-6.999999999999995,1.0000000000000009
WBCIC,0,sub-6,0.9099999999999999,0.9097744360902256,0.91,200,0.935,0.934998374959374,0.935,200,0.9299999999999999,0.9299719887955182,0.93,200,0.905,0.9049405878674172,0.905,200,0.89,0.889823717948718,0.89,200,0.8999999999999999,0.8998397435897436,0.9,200,-3.500000000000014,-3.500000000000014,-3.0000000000000027,-0.49999999999998934,-4.5000000000000036,-0.5000000000000115
WBCIC,0,sub-22,0.72,0.7177134791813691,0.72,200,0.78,0.7794486215538847,0.78,200,0.765,0.7628598097832942,0.765,200,0.73,0.7282608695652174,0.73,200,0.7250000000000001,0.7234443746071653,0.725,200,0.75,0.7493734335839599,0.75,200,-3.0000000000000027,-3.0000000000000027,-1.5000000000000013,1.0000000000000009,-5.499999999999994,2.0000000000000018
WBCIC,0,sub-44,0.77,0.7685185185185186,0.77,200,0.785,0.7826032002831214,0.785,200,0.795,0.7922525398393758,0.795,200,0.8200000000000001,0.8195488721804511,0.82,200,0.845,0.8449961249031226,0.845,200,0.8300000000000001,0.8295739348370927,0.83,200,4.5000000000000036,4.5000000000000036,3.500000000000003,5.000000000000004,5.999999999999995,-1.4999999999999902
WBCIC,0,sub-35,0.925,0.9249080123150859,0.925,200,0.885,0.8841630782402861,0.885,200,0.9299999999999999,0.9299719887955182,0.93,200,0.9450000000000001,0.9449876222149984,0.945,200,0.9450000000000001,0.9449656035021888,0.945,200,0.95,0.9499799919967987,0.95,200,2.499999999999991,6.499999999999995,2.0000000000000018,2.0000000000000018,6.000000000000005,0.49999999999998934
WBCIC,0,sub-18,0.61,0.5953937130407718,0.61,200,0.645,0.6410424934907354,0.645,200,0.675,0.6743405395926751,0.675,200,0.605,0.5997061133490411,0.605,200,0.64,0.6355906468266019,0.64,200,0.64,0.637060187518903,0.64,200,-0.5000000000000004,-0.5000000000000004,-3.500000000000003,-0.5000000000000004,-0.5000000000000004,0.0
WBCIC,0,sub-9,0.5900000000000001,0.5729166666666666,0.59,200,0.55,0.5471014492753623,0.55,200,0.6,0.5931237920862578,0.6,200,0.5900000000000001,0.5866518802298619,0.59,200,0.62,0.614448051948052,0.62,200,0.595,0.5885714285714285,0.595,200,0.49999999999998934,4.499999999999993,-0.5000000000000004,0.0,6.999999999999995,-2.500000000000002
WBCIC,0,sub-49,0.875,0.8749968749218731,0.875,200,0.875,0.8744696342045141,0.875,200,0.895,0.8947869435607105,0.895,200,0.885,0.8848589522164652,0.885,200,0.895,0.8948712172411204,0.895,200,0.9,0.8999899989999001,0.9,200,2.500000000000002,2.500000000000002,0.5000000000000004,1.0000000000000009,2.0000000000000018,0.5000000000000004
WBCIC,1,sub-28,0.675,0.6747967479674797,0.675,200,0.545,0.4326506437233081,0.545,200,0.575,0.49161159125571935,0.575,200,0.695,0.6949923748093703,0.695,200,0.7050000000000001,0.6986644194182691,0.705,200,0.6950000000000001,0.6937059074590144,0.695,200,2.0000000000000018,15.000000000000002,12.00000000000001,1.9999999999999907,16.000000000000004,-1.0000000000000009
WBCIC,1,sub-37,0.885,0.8849280800500312,0.885,200,0.855,0.8547057792028858,0.855,200,0.8999999999999999,0.899749373433584,0.9,200,0.875,0.8749218261413383,0.875,200,0.865,0.8645903859174001,0.865,200,0.885,0.8846510694851927,0.885,200,0.0,3.0000000000000027,-1.4999999999999902,-1.0000000000000009,1.0000000000000009,1.0000000000000009
WBCIC,1,sub-12,0.715,0.7148217636022514,0.715,200,0.75,0.74997499749975,0.75,200,0.73,0.72997299729973,0.73,200,0.73,0.7293233082706767,0.73,200,0.76,0.7599039615846338,0.76,200,0.755,0.7546995068959474,0.755,200,0.5000000000000004,0.5000000000000004,2.500000000000002,1.5000000000000013,1.0000000000000009,-0.5000000000000004
WBCIC,1,sub-30,0.835,0.8342999171499585,0.835,200,0.77,0.7622984704423315,0.77,200,0.8049999999999999,0.8013801532937791,0.805,200,0.88,0.8798919027124412,0.88,200,0.84,0.83998399839984,0.84,200,0.855,0.8548221571424997,0.855,200,2.0000000000000018,8.499999999999996,5.000000000000004,4.5000000000000036,6.999999999999995,-2.500000000000002
WBCIC,1,sub-45,0.935,0.9349853717086345,0.935,200,0.925,0.9249981249531238,0.925,200,0.92,0.92,0.92,200,0.9450000000000001,0.9449876222149984,0.945,200,0.925,0.9249981249531238,0.925,200,0.94,0.93999399939994,0.94,200,0.49999999999998934,1.4999999999999902,1.9999999999999907,1.0000000000000009,0.0,-0.5000000000000115
WBCIC,1,sub-7,0.8300000000000001,0.8289049919484701,0.83,200,0.795,0.7949538646195394,0.795,200,0.8300000000000001,0.8298468621759583,0.83,200,0.8300000000000001,0.8291628982011858,0.83,200,0.8,0.7999199679871949,0.8,200,0.81,0.8098288459613652,0.81,200,-2.0000000000000018,1.5000000000000013,-2.0000000000000018,0.0,0.5000000000000004,-2.0000000000000018
WBCIC,2,sub-50,0.9550000000000001,0.9549718574108819,0.955,200,0.94,0.9399038461538461,0.94,200,0.95,0.9499198717948718,0.95,200,0.96,0.9599639675708138,0.96,200,0.95,0.9499549594635172,0.95,200,0.96,0.9599639675708138,0.96,200,0.49999999999998934,2.0000000000000018,1.0000000000000009,0.49999999999998934,1.0000000000000009,0.0
WBCIC,2,sub-14,0.575,0.5671105905120827,0.575,200,0.515,0.5144051463042227,0.515,200,0.52,0.5169082125603865,0.52,200,0.575,0.5658724686534385,0.575,200,0.5349999999999999,0.5235533697072159,0.535,200,0.565,0.5542918619841697,0.565,200,-1.0000000000000009,4.999999999999993,4.499999999999993,0.0,1.9999999999999907,-1.0000000000000009
WBCIC,2,sub-1,0.9450000000000001,0.9449656035021888,0.945,200,0.905,0.9045969219954307,0.905,200,0.9450000000000001,0.9449656035021888,0.945,200,0.95,0.9499549594635172,0.95,200,0.955,0.9549988749718743,0.955,200,0.965,0.9649781113195748,0.965,200,1.9999999999999907,5.999999999999995,1.9999999999999907,0.49999999999998934,4.999999999999993,1.0000000000000009
WBCIC,2,sub-32,0.545,0.5416887008637405,0.545,200,0.605,0.6005965772643393,0.605,200,0.595,0.5927089880578253,0.595,200,0.52,0.5198079231692677,0.52,200,0.615,0.6145277965507747,0.615,200,0.585,0.5849066039858968,0.585,200,-2.0000000000000018,-2.0000000000000018,-1.0000000000000009,-2.500000000000002,1.0000000000000009,-3.0000000000000027
WBCIC,2,sub-23,0.965,0.9649991249781245,0.965,200,0.97,0.9699729756781104,0.97,200,0.97,0.9699879951980792,0.97,200,0.965,0.9649991249781245,0.965,200,0.955,0.9549988749718743,0.955,200,0.955,0.9549988749718743,0.955,200,-1.5000000000000013,-1.5000000000000013,-1.5000000000000013,0.0,-1.5000000000000013,-1.0000000000000009
WBCIC,2,sub-34,0.51,0.4987212276214834,0.51,200,0.6000000000000001,0.5980303487086724,0.6,200,0.56,0.5596036432789511,0.56,200,0.54,0.5383380168606985,0.54,200,0.515,0.5148908504413493,0.515,200,0.535,0.5347091932457786,0.535,200,-6.500000000000005,-6.500000000000005,-2.500000000000002,3.0000000000000027,-8.500000000000007,-0.5000000000000004
WBCIC,3,sub-24,0.9180871212121212,0.9179465600673259,0.9179487179487179,195,0.9182449494949495,0.9179465600673259,0.9179487179487179,195,0.9285037878787878,0.9282032400589102,0.9282051282051282,195,0.9228219696969697,0.9230040274816393,0.9230769230769231,195,0.9236111111111112,0.9230445420821385,0.9230769230769231,195,0.9335542929292929,0.9333333333333333,0.9333333333333333,195,1.5309343434343425,1.5309343434343425,0.5050505050505083,0.47348484848485084,0.5366161616161658,0.9943181818181768
WBCIC,3,sub-13,0.8799999999999999,0.8795664391810518,0.88,200,0.89,0.89,0.89,200,0.885,0.8847666524712543,0.885,200,0.885,0.8848589522164652,0.885,200,0.8799999999999999,0.8795664391810518,0.88,200,0.875,0.8747463613817982,0.875,200,-1.5000000000000013,-1.5000000000000013,-1.0000000000000009,0.5000000000000115,-1.000000000000012,-1.0000000000000009
WBCIC,3,sub-11,0.625,0.6238621831038893,0.625,200,0.6950000000000001,0.6940745755911633,0.695,200,0.7,0.6985227615315044,0.7,200,0.64,0.6328029375764994,0.64,200,0.69,0.6884735202492211,0.69,200,0.6950000000000001,0.6922223063144882,0.695,200,0.0,0.0,-0.49999999999998934,1.5000000000000013,-0.5000000000000115,0.5000000000000115
WBCIC,3,sub-29,0.85,0.84998499849985,0.85,200,0.895,0.8944060339409177,0.895,200,0.885,0.8846510694851927,0.885,200,0.84,0.84,0.84,200,0.875,0.8749218261413383,0.875,200,0.875,0.8749968749218731,0.875,200,-2.0000000000000018,-2.0000000000000018,-1.0000000000000009,-1.0000000000000009,-2.0000000000000018,0.0
WBCIC,3,sub-26,0.6699999999999999,0.6683750376846548,0.67,200,0.73,0.7282608695652174,0.73,200,0.69,0.6892230576441103,0.69,200,0.63,0.6226030191758466,0.63,200,0.6699999999999999,0.6666666666666666,0.67,200,0.635,0.6282243894986123,0.635,200,-9.499999999999996,-9.499999999999996,-5.499999999999994,-3.9999999999999925,-6.000000000000005,-3.499999999999992
WBCIC,3,sub-47,0.9450000000000001,0.9449325423643964,0.945,200,0.915,0.9148957472904308,0.915,200,0.9550000000000001,0.9549718574108819,0.955,200,0.95,0.9499198717948718,0.95,200,0.9199999999999999,0.9197109594540345,0.92,200,0.95,0.949874686716792,0.95,200,0.49999999999998934,3.499999999999992,-0.5000000000000115,0.49999999999998934,0.49999999999998934,0.0
WBCIC,4,sub-36,0.98,0.98,0.98,200,0.965,0.9649781113195748,0.965,200,0.975,0.9749943737340903,0.975,200,0.98,0.9799979997999799,0.98,200,0.98,0.9799979997999799,0.98,200,0.975,0.9749943737340903,0.975,200,-0.5000000000000004,1.0000000000000009,0.0,0.0,1.5000000000000013,-0.5000000000000004
WBCIC,4,sub-16,0.5549999999999999,0.552482715273413,0.555,200,0.575,0.5658724686534385,0.575,200,0.5449999999999999,0.5337995337995338,0.545,200,0.565,0.562539283469516,0.565,200,0.625,0.6249156060113525,0.625,200,0.605,0.6041985019664822,0.605,200,3.0000000000000027,3.0000000000000027,6.000000000000005,1.0000000000000009,5.000000000000004,-2.0000000000000018
WBCIC,4,sub-48,0.84,0.84,0.84,200,0.865,0.8649696181640869,0.865,200,0.87,0.87,0.87,200,0.77,0.7694235588972431,0.77,200,0.8200000000000001,0.8199279711884754,0.82,200,0.81,0.8096955128205128,0.81,200,-5.499999999999994,-5.499999999999994,-5.999999999999995,-6.999999999999995,-4.499999999999993,-1.0000000000000009
WBCIC,4,sub-41,0.87,0.8691626409017714,0.87,200,0.87,0.8699869986998701,0.87,200,0.865,0.8648344221671547,0.865,200,0.8300000000000001,0.8289049919484701,0.83,200,0.825,0.8247853620685339,0.825,200,0.835,0.8346651970239736,0.835,200,-3.500000000000003,-3.500000000000003,-3.0000000000000027,-3.9999999999999925,-4.5000000000000036,0.49999999999998934
WBCIC,4,sub-5,0.765,0.7648530331457161,0.765,200,0.78,0.7794486215538847,0.78,200,0.77,0.769792813532179,0.77,200,0.7749999999999999,0.7737272155876807,0.775,200,0.76,0.75997599759976,0.76,200,0.745,0.7446872418712923,0.745,200,-3.500000000000003,-3.500000000000003,-2.500000000000002,0.9999999999999898,-2.0000000000000018,-2.9999999999999916
WBCIC,4,sub-27,0.595,0.5822050290135397,0.595,200,0.6699999999999999,0.6683750376846548,0.67,200,0.655,0.6495238095238096,0.655,200,0.61,0.5997536945812808,0.61,200,0.65,0.6498599439775911,0.65,200,0.615,0.6107080563209384,0.615,200,-5.499999999999994,-5.499999999999994,-4.0000000000000036,1.5000000000000013,-1.9999999999999907,-3.500000000000003
