task,model,fold,seed,absolute_CE_harm_CI95,absolute_CE_harm_mean,block,coordinates,excess_CE_harm_CI95,excess_CE_harm_mean,persistence_supported,protected,rank,rho_G,rho_null_p95,selection_subjects
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,"[0.019254354765814302, 0.02796850417419319]",0.02364915914549072,5,"[11, 12, 13, 14]","[-0.044272223720499895, -0.02978780778171672]",-0.03703356870185967,True,False,4,0.008499566035713396,0.005465446317137046,23
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,"[0.003343165308034281, 0.006226175161857611]",0.004720124912588112,6,"[15, 16, 17, 18]","[-0.06735247186642618, -0.054154021207648596]",-0.060913798607704905,False,False,4,-0.013410834103236163,0.006042144508847547,23
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,"[-0.0002676741901430734, 0.00016430491655772974]",-5.6616945209405437e-05,7,[19],"[-0.015727300984253484, -0.012748818716488024]",-0.014238989360467233,False,False,1,-0.041358538048707094,0.029481487959002736,23
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,"[-0.00018161238745022815, 0.0001975542118485405]",7.984434434225957e-06,0,[0],"[-0.014459816627641594, -0.011463781972253778]",-0.012968406911177429,True,False,1,0.5457170775061321,0.1532563709594306,26
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,"[-0.00023312201279738966, 7.989198445764549e-05]",-6.629855429084027e-05,1,[1],"[-0.01453278189069136, -0.011509689633043425]",-0.013046860375891443,True,False,1,0.40009286989413695,0.16917107698927286,26
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,"[-0.0005322524310745069, 0.00030875824266431915]",-8.013696876648562e-05,2,[2],"[-0.01459543818947453, -0.01148020504866908]",-0.013057045039960543,True,False,1,0.21452140461563426,0.09080191485152271,26
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,"[0.02677893807523099, 0.04195117327300402]",0.03438462050418643,3,"[3, 4, 5, 6]","[-0.027476805886046743, -0.01281636285293718]",-0.019965198110637055,True,False,4,0.11110742491457265,0.021374579456256003,26
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,"[0.154482230862684, 0.20284283534917452]",0.1791896676592865,4,"[7, 8, 9, 10]","[0.13352699475401497, 0.18143009599249832]",0.1576659676010954,True,True,4,0.050410609682233605,0.011448474488251073,26
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,"[0.03885235362710422, 0.05366434196175032]",0.04638255082723034,5,"[11, 12, 13, 14]","[-0.015122688733186727, 0.0062302075971531565]",-0.004240038408612041,True,False,4,0.0076403910671180185,0.005992482929542833,26
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,"[0.0037871407975813356, 0.007325444092669689]",0.0054984027962742665,6,"[15, 16, 17, 18]","[-0.06105176606821858, -0.04717348642482826]",-0.054173625266134645,False,False,4,-0.010872359682881477,0.005911673503224263,26
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,"[7.450012765811321e-06, 0.0013677146521699033]",0.0006540082323478011,7,[19],"[-0.014145006195442228, -0.010930698863814429]",-0.01257654545259176,False,False,1,-0.03722879879298077,0.01815100614662569,26
OpenBMI_MI,B1_SAME_SCALE_63,0,0,"[-0.00012433042923350884, 4.620196734530577e-05]",-3.7906846346067894e-05,0,[0],"[-0.012963429472607499, -0.009988959335372992]",-0.011419475169109832,True,False,1,0.573831125535055,0.19690488541163034,26
OpenBMI_MI,B1_SAME_SCALE_63,0,0,"[-0.000481530691813463, 0.00010121802989186952]",-0.00013573299024723773,1,[1],"[-0.012996167477471404, -0.010075575932037182]",-0.0115237192354451,True,False,1,0.32139257714326264,0.1277564552686913,26
OpenBMI_MI,B1_SAME_SCALE_63,0,0,"[0.0006785945566850403, 0.0041241066209568925]",0.0024522325569607886,2,[2],"[-0.01177488046650688, -0.006012356467183822]",-0.008761838418990257,True,False,1,0.20329679350376492,0.09301046879710506,26
OpenBMI_MI,B1_SAME_SCALE_63,0,0,"[0.00540346281957103, 0.010514547454875154]",0.007828729838978022,3,"[3, 4]","[-0.016155675176248052, -0.011367029842381936]",-0.013773165029219752,True,False,2,0.13105785349247467,0.03209858121362279,26
OpenBMI_MI,B1_SAME_SCALE_63,0,0,"[0.09864425156223794, 0.14406946397857887]",0.1202026490529296,4,"[5, 6]","[0.08954967641525312, 0.1331002448072771]",0.11026655293873423,True,True,2,0.08451855229231162,0.02436205460154588,26
OpenBMI_MI,B1_SAME_SCALE_63,0,0,"[0.03845622032298033, 0.054176877759946514]",0.04616016432627136,5,"[7, 8, 9, 10]","[-0.002655047638927361, 0.015001707717291738]",0.006339395392071954,True,False,4,0.039079937322916786,0.011943041160306419,26
OpenBMI_MI,B1_SAME_SCALE_63,0,0,"[0.014225027542338018, 0.021694565500667454]",0.018090413326533435,6,"[11, 12, 13, 14]","[-0.037219074419180244, -0.022123858184776843]",-0.029313180122341756,True,False,4,0.007126332642460162,0.005913736548559998,26
OpenBMI_MI,B1_SAME_SCALE_63,0,0,"[0.014735691800806186, 0.02005107555879757]",0.017441460923501267,7,"[15, 16, 17, 18]","[-0.03799164143706813, -0.02246888650843111]",-0.029900373639059747,False,False,4,-0.01250968468506445,0.0074540048920631145,26
OpenBMI_MI,B1_SAME_SCALE_63,0,0,"[0.0005269313746688149, 0.0017931009131927054]",0.0011425965351710163,8,[19],"[-0.010353866913670087, -0.00790884661905964]",-0.009129910100560037,False,False,1,-0.048630102083373046,0.024054738876331194,26
OpenBMI_MI,B1_SAME_SCALE_63,1,0,"[-0.00013895349105530152, 0.001282988945134812]",0.0006005915809406646,0,[0],"[-0.012643202416981325, -0.008946988202811685]",-0.010793331921376112,True,False,1,0.5446877521815184,0.1942162234188666,24
OpenBMI_MI,B1_SAME_SCALE_63,1,0,"[-0.000684158736963221, 0.00017687330174103233]",-0.00022237520469659434,1,[1],"[-0.013206093619321973, -0.010070168031940876]",-0.011649158959042403,True,False,1,0.3446375616705893,0.15601759160292145,24
OpenBMI_MI,B1_SAME_SCALE_63,1,0,"[1.68345030883825e-05, 0.0014758196695377908]",0.0007348899478571976,2,[2],"[-0.012257681423276035, -0.009078312668416]",-0.010633893760022828,True,False,1,0.2392643345119004,0.08065340824165092,24
OpenBMI_MI,B1_SAME_SCALE_63,1,0,"[0.04354592971482378, 0.06642522135238266]",0.054632902965658287,3,"[3, 4, 5, 6]","[0.00882921023908662, 0.025775804403006204]",0.017056791865886687,True,True,4,0.11145555265168419,0.02343367113957946,24
OpenBMI_MI,B1_SAME_SCALE_63,1,0,"[0.11317875399245383, 0.1475221811115073]",0.1296602565993873,4,"[7, 8, 9, 10]","[0.0949191205689335, 0.12506588708616143]",0.10942088270266818,True,True,4,0.04002868900761706,0.009711090107657718,24
OpenBMI_MI,B1_SAME_SCALE_63,1,0,"[0.005044908202346023, 0.011223858882975522]",0.008104602308530105,5,"[11, 12, 13, 14]","[-0.0464408793816493, -0.032459516191017446]",-0.03922565308855821,True,False,4,0.006535468266384941,0.005540868600163916,24
OpenBMI_MI,B1_SAME_SCALE_63,1,0,"[0.010127906775617737, 0.014065234152131713]",0.012015605398179668,6,"[15, 16, 17, 18]","[-0.04101492394779681, -0.02852224360872292]",-0.03444880347460196,False,False,4,-0.014462149633986694,0.007693592207780097,24
OpenBMI_MI,B1_SAME_SCALE_63,1,0,"[-9.712376799942076e-05, 0.0008189006768994847]",0.0003603456374229119,7,[19],"[-0.012639095449367938, -0.009362898631428425]",-0.010947746530199453,False,False,1,-0.05096751762706825,0.02497929059890835,24
OpenBMI_MI,B1_SAME_SCALE_63,2,0,"[-0.0006504601492759734, -2.041390527961991e-05]",-0.0003259940005938986,0,[0],"[-0.009156951489077175, -0.007575763966332987]",-0.008380953443780077,True,False,1,0.5416749495516385,0.17776000381748816,25
OpenBMI_MI,B1_SAME_SCALE_63,2,0,"[-0.0007610645233080702, 4.2104993209685166e-05]",-0.0003339669570571883,1,[1],"[-0.009111501530355033, -0.007649693067872728]",-0.008392538368542275,True,False,1,0.41755136377552565,0.14627767416930082,25
OpenBMI_MI,B1_SAME_SCALE_63,2,0,"[-0.00018009896914217516, 0.002130830711432767]",0.0009868923199731247,2,[2],"[-0.008378013903449177, -0.005615174457874233]",-0.006958791294432965,True,False,1,0.1743860510140517,0.06395035417836727,25
OpenBMI_MI,B1_SAME_SCALE_63,2,0,"[0.053322576644001134, 0.07129667759961789]",0.06202492537521951,3,"[3, 4, 5, 6]","[0.026409789934073034, 0.04239161802635163]",0.03392165312083017,True,True,4,0.0809505798178925,0.018955156200796658,25
OpenBMI_MI,B1_SAME_SCALE_63,2,0,"[0.07188835591462966, 0.09590103009093852]",0.08361904338351639,4,"[7, 8, 9, 10]","[0.0491471755500498, 0.0719296138242625]",0.060481668546234005,True,True,4,0.028315820967186947,0.008477909022097286,25
OpenBMI_MI,B1_SAME_SCALE_63,2,0,"[0.009450925647948099, 0.0165048926434117]",0.013031565906607541,5,"[11, 12, 13, 14]","[-0.03374101980523439, -0.023220207665705334]",-0.028361555800654196,False,False,4,0.004564264979286064,0.00529922817252858,25
OpenBMI_MI,B1_SAME_SCALE_63,2,0,"[0.009633853058329252, 0.01479553836453742]",0.012179832549041383,6,"[15, 16, 17, 18]","[-0.035888331660464616, -0.023343925095009092]",-0.02951634058606342,False,False,4,-0.01652033910210256,0.0066956189274750165,25
OpenBMI_MI,B1_SAME_SCALE_63,2,0,"[0.002231522459504197, 0.005965009255707375]",0.004128909712269588,7,[19],"[-0.00672709961307789, -0.002844196984940329]",-0.004814065539953645,False,False,1,-0.03481715790856345,0.03213421353956774,25
OpenBMI_MI,B1_SAME_SCALE_63,3,0,"[-0.0009035056114085134, 0.0015145242649478876]",0.00040719103236214936,0,[0],"[-0.009517260335282388, -0.005888283957348489]",-0.007614665832604264,True,False,1,0.49086606006497846,0.18932623662381723,25
OpenBMI_MI,B1_SAME_SCALE_63,3,0,"[-1.3462541554334997e-05, 0.0013671768931958522]",0.0006604469996134218,1,[1],"[-0.008708616279509269, -0.00600129568414376]",-0.007353240851345876,True,False,1,0.36026950240867567,0.14497824994681385,25
OpenBMI_MI,B1_SAME_SCALE_63,3,0,"[0.11128522573485236, 0.1692484130096353]",0.13850549284091088,2,"[2, 3, 4, 5]","[0.10464933359055008, 0.1621573679682947]",0.13181901281429648,True,True,4,0.11378916223103058,0.02762577518239978,25
OpenBMI_MI,B1_SAME_SCALE_63,3,0,"[0.006144085727913213, 0.011961687752069341]",0.009087967958929194,3,"[6, 7, 8, 9]","[-0.042593695985324885, -0.028143624858557575]",-0.034932323529154076,True,False,4,0.041807140231863396,0.010267486559575385,25
OpenBMI_MI,B1_SAME_SCALE_63,3,0,"[0.0035535389645599213, 0.008644167345458168]",0.006031329452392795,4,"[10, 11, 12, 13]","[-0.047083547055452764, -0.030774432928075694]",-0.03872246334915571,True,False,4,0.012291571074647364,0.005475214871811094,25
OpenBMI_MI,B1_SAME_SCALE_63,3,0,"[0.002279634906522059, 0.005282044004992537]",0.00372938296019703,5,"[14, 15, 16, 17]","[-0.04907440686633097, -0.0343662425391619]",-0.04156995801521166,False,False,4,-0.00630396186330131,0.004750622291906284,25
OpenBMI_MI,B1_SAME_SCALE_63,3,0,"[0.00404452178652169, 0.008908239929972315]",0.006565862767841391,6,"[18, 19]","[-0.01479426700273147, -0.006891924291154607]",-0.01063998010482503,False,False,2,-0.03713045288611304,0.021759774603392814,25
OpenBMI_MI,B1_SAME_SCALE_63,4,0,"[-0.0002713178876543293, 0.000750382338110061]",0.0002683734749893587,0,[0],"[-0.01730086628756964, -0.013525514705385839]",-0.015413030468026943,True,False,1,0.5896225706972329,0.18325335182092117,26
OpenBMI_MI,B1_SAME_SCALE_63,4,0,"[-0.0006363363727153456, 0.00023134667873096965]",-0.00015097588569418327,1,[1],"[-0.017920728087319048, -0.01392270942207844]",-0.01585851768250336,True,False,1,0.4504448015174195,0.16673249897399933,26
OpenBMI_MI,B1_SAME_SCALE_63,4,0,"[0.00231561463553263, 0.006109264961011082]",0.004152748690153715,2,[2],"[-0.01382253279506884, -0.008929830206923136]",-0.011348889735671374,True,False,1,0.20115662452692085,0.09718453885260196,26
OpenBMI_MI,B1_SAME_SCALE_63,4,0,"[0.14283033692158356, 0.19584424316078672]",0.16842737459919108,3,"[3, 4, 5, 6]","[0.12540020404180233, 0.17665230609143573]",0.15011973008817944,True,True,4,0.09834548222311751,0.016095753734011252,26
OpenBMI_MI,B1_SAME_SCALE_63,4,0,"[0.02153961115280357, 0.031889726482378165]",0.02662125332175281,4,"[7, 8, 9, 10]","[-0.03796336531727734, -0.025855110265186023]",-0.031684735339943176,True,False,4,0.027800261345384655,0.008904341199050356,26
OpenBMI_MI,B1_SAME_SCALE_63,4,0,"[0.014639793560121179, 0.02120549318124864]",0.017792949136447397,5,"[11, 12, 13, 14]","[-0.0511369170460563, -0.03513579200642082]",-0.04260466918316681,False,False,4,0.002598442519354073,0.005376101401242744,26
OpenBMI_MI,B1_SAME_SCALE_63,4,0,"[0.007265119314333573, 0.010758685112936211]",0.009078586312083576,6,"[15, 16, 17, 18]","[-0.061847002470329884, -0.04548826384489096]",-0.05362450224516355,False,False,4,-0.01847741730111716,0.009383937314068733,26
OpenBMI_MI,B1_SAME_SCALE_63,4,0,"[0.010778336969286281, 0.016378973462060787]",0.013387048867681123,7,[19],"[-0.0022803715738348622, 0.0038548498203849696]",0.0007041548527360745,False,False,1,-0.05270585671342195,0.04462742855033206,26
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,"[-0.002669801637901969, -0.0006181939040957067]",-0.001622574134941146,0,[0],"[-0.013174434837760495, -0.010180322313759963]",-0.011615304071475785,True,False,1,0.915819521904145,0.41877041313582725,25
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,"[0.0004611501776594838, 0.0020303550064820148]",0.0012359824151659076,1,[1],"[-0.009925368572663613, -0.007288164638913678]",-0.0086043056457194,True,False,1,0.536214021536226,0.1959789482409001,25
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,"[0.017303893263152747, 0.034906393014815795]",0.02553921422647164,2,[2],"[0.008437412920588435, 0.025812893769058536]",0.01690674109670643,True,True,1,0.41287652354023374,0.15542677135346197,25
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,"[0.0002496465809693431, 0.003560706420328714]",0.001868219850309078,3,[3],"[-0.009995653918958161, -0.006430235383623764]",-0.00822586147740745,True,False,1,0.23384657467043585,0.07987224967415318,25
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,"[0.07787182421385432, 0.10211235957087894]",0.08977369390159225,4,"[4, 5, 6, 7]","[0.05506401072819707, 0.0787390490964621]",0.0667726848716728,True,True,4,0.11057696151902005,0.021153983411416985,25
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,"[0.03211410047363713, 0.042992550539422504]",0.037660712104070876,5,"[8, 9, 10, 11]","[-0.010764622841859441, 0.006003242565518484]",-0.0021936497321025706,True,False,4,0.031924483975537654,0.010124454140375704,25
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,"[0.008560096774707785, 0.016602639481862424]",0.012761807848132545,6,"[12, 13, 14, 15]","[-0.04126514891201927, -0.026006217354009226]",-0.033479747626520506,True,False,4,0.013507228975927056,0.003946926428389472,25
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,"[0.010875335895523175, 0.017104383027554418]",0.013867978206354128,7,"[16, 17, 18]","[-0.020940003275070534, -0.013182518621660396]",-0.017154179057389873,False,False,3,0.0010888098772942935,0.0029252544557343304,25
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,"[-0.0004513616744451915, 0.001672869831890871]",0.0006445139994717164,8,[19],"[-0.010382980177859977, -0.007616852298823003]",-0.008975763210561297,False,False,1,-0.1261565662512401,0.052979682973790417,25
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,"[-0.0009331368514590133, 0.00816618867199978]",0.003966287465204243,0,[0],"[-0.008787990520371753, 0.00038633643776516356]",-0.003942376433564652,True,False,1,1.0308741861181903,0.41951348791223336,24
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,"[-0.0007028636262426772, 0.000541953216294655]",-9.6394481956474e-05,1,[1],"[-0.0093066160766037, -0.007122544262986705]",-0.008256455609585775,True,False,1,0.3865560688486751,0.1361432742622366,24
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,"[0.019006970884973252, 0.03091519411658217]",0.024781698023618837,2,[2],"[0.011688110120782047, 0.023997819606032412]",0.017736858978439657,True,True,1,0.28617016114276383,0.12325620674562765,24
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,"[0.006315856948803325, 0.02088372048134508]",0.013511430822250656,3,"[3, 4, 5, 6]","[-0.03349113661539701, -0.01715048081887688]",-0.02532459817327201,True,False,4,0.16608816935257625,0.03727818180638015,24
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,"[0.049318939733945355, 0.06492936327248766]",0.05732969062364738,4,"[7, 8, 9, 10]","[0.020955585073847097, 0.0383487276154699]",0.02991759315545776,True,True,4,0.054054656155219614,0.013824007234430696,24
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,"[0.02436094460484957, 0.03629964005262355]",0.030254527934429353,5,"[11, 12, 13, 14]","[-0.012561732329213548, 0.0023052437425471564]",-0.005141081740000767,True,False,4,0.014809782659349909,0.005275371252796493,24
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,"[0.032218876901078226, 0.041086397931730884]",0.03662447429725208,6,"[15, 16, 17, 18]","[-0.0039402231771422805, 0.010129944175633947]",0.003172715407669627,False,False,4,-0.0014160240131257664,0.003955942573471758,24
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,"[-0.0005240108116041111, 6.898958329168101e-05]",-0.00019934617275327855,7,[19],"[-0.010193859404742222, -0.008450047399603497]",-0.009337915370922397,False,False,1,-0.028026252966252097,0.019975127738584123,24
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,"[-0.0007515681294456988, 0.0052945062276436436]",0.0021186474043891827,0,[0],"[-0.011892018477598883, -0.00664868119130525]",-0.009344149431087714,True,False,1,1.4149844317646076,0.5591025252042703,25
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,"[0.0026323896652577492, 0.011467516461434518]",0.007214458625278654,1,[1],"[-0.008885722511890647, 0.0005550052922956884]",-0.00403708863462612,True,False,1,0.5272978552945957,0.20130588064660895,25
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,"[-0.001698358522110015, 0.001251673111296949]",-0.0001586076065375947,2,"[2, 3]","[-0.025130513455282073, -0.02023166098495947]",-0.022666896672170842,True,False,2,0.386141011319873,0.10395615503883086,25
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,"[0.008255468887630207, 0.018052882142243147]",0.013183203513749185,3,"[4, 5, 6]","[-0.025428264787564204, -0.012707391996827064]",-0.019186876624117336,True,False,3,0.17441698912387207,0.04633803423598234,25
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,"[0.016909054770570742, 0.030386854656588302]",0.023821715576780846,4,"[7, 8, 9, 10]","[-0.02706333697324982, -0.012290533882595175]",-0.019693835664438837,True,False,4,0.04998403795998705,0.014508723317030169,25
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,"[0.05740414401666129, 0.07412718566527392]",0.0657730163289337,5,"[11, 12, 13, 14]","[0.024333527679144092, 0.04560785178004165]",0.03471043396014825,True,True,4,0.013546066460635683,0.004583592707962126,25
