fold,seed,kind,path,sha256_before,sha256_after,unchanged
1,0,PUD_CERTIFICATE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-1\seed-0\certificate\PUD_CERTIFICATE.npz,91f3e20b72f40eb8bfa8837b17dcbffcde6ac91d74bcf24d1c46ea6fdafe97c2,91f3e20b72f40eb8bfa8837b17dcbffcde6ac91d74bcf24d1c46ea6fdafe97c2,True
1,0,PUD_CERTIFICATION_TABLE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-1\seed-0\certificate\PUD_CERTIFICATION.csv,326f6679d6932ddbe0dfebbee8285da78679aa7caea918f2da158be0e29a5ff0,326f6679d6932ddbe0dfebbee8285da78679aa7caea918f2da158be0e29a5ff0,True
1,1,B1_STRONG_EEGNET,D:\nips-temp\TotalP\P1\CRCICLR_EXP4_HEADROOM_AUDIT\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-1\seed-1\checkpoints\B1_STRONG_EEGNET.pt,932fd57362e005175b563d170e1977954fbc90f0e1acb2a3956a3c2ac026aa41,932fd57362e005175b563d170e1977954fbc90f0e1acb2a3956a3c2ac026aa41,True
1,1,PUD_CERTIFICATE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-1\seed-1\certificate\PUD_CERTIFICATE.npz,372764b98d86122a0af48f1a0547e6f2472afb17e5dcd30d4c791224c1a41953,372764b98d86122a0af48f1a0547e6f2472afb17e5dcd30d4c791224c1a41953,True
1,1,PUD_CERTIFICATION_TABLE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-1\seed-1\certificate\PUD_CERTIFICATION.csv,4f3428acd15ed342e5b22410c97fbd93282613cb98d4fbe607a704917033f33c,4f3428acd15ed342e5b22410c97fbd93282613cb98d4fbe607a704917033f33c,True
1,2,B1_STRONG_EEGNET,D:\nips-temp\TotalP\P1\CRCICLR_EXP4_HEADROOM_AUDIT\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-1\seed-2\checkpoints\B1_STRONG_EEGNET.pt,86fd667c6f12d3c27a57b9260593659a4b2c5cb38e4413f5be501fc02a6f41f1,86fd667c6f12d3c27a57b9260593659a4b2c5cb38e4413f5be501fc02a6f41f1,True
1,2,PUD_CERTIFICATE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-1\seed-2\certificate\PUD_CERTIFICATE.npz,fa8cbfcf4a35867ccc495eeb74a4dc6cd97d3fe7bbece563634cbdb6474628ab,fa8cbfcf4a35867ccc495eeb74a4dc6cd97d3fe7bbece563634cbdb6474628ab,True
1,2,PUD_CERTIFICATION_TABLE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-1\seed-2\certificate\PUD_CERTIFICATION.csv,da895f200d2ccb13c535ec32f4032a49c04fdfa03ba1dcf676302bdc6be7aca4,da895f200d2ccb13c535ec32f4032a49c04fdfa03ba1dcf676302bdc6be7aca4,True
2,0,B1_STRONG_EEGNET,D:\nips-temp\TotalP\P1\CRCICLR_EXP4_HEADROOM_AUDIT\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-2\seed-0\checkpoints\B1_STRONG_EEGNET.pt,4bdb730accdf8b8c8ac984cb4d13a670b4ed1fc525fa392b09011302ad276dd7,4bdb730accdf8b8c8ac984cb4d13a670b4ed1fc525fa392b09011302ad276dd7,True
2,0,PUD_CERTIFICATE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-2\seed-0\certificate\PUD_CERTIFICATE.npz,0f5863c9902dc2a7a9da6e8847ea915ce58f66105e0ef170add4c3f700e91750,0f5863c9902dc2a7a9da6e8847ea915ce58f66105e0ef170add4c3f700e91750,True
2,0,PUD_CERTIFICATION_TABLE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-2\seed-0\certificate\PUD_CERTIFICATION.csv,5e6bb7da2763deb1de145dd6fbc0337af3b1c38a10cd7b8010d2ba6b36128d79,5e6bb7da2763deb1de145dd6fbc0337af3b1c38a10cd7b8010d2ba6b36128d79,True
2,1,B1_STRONG_EEGNET,D:\nips-temp\TotalP\P1\CRCICLR_EXP4_HEADROOM_AUDIT\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-2\seed-1\checkpoints\B1_STRONG_EEGNET.pt,e15927251b1af6ec87a39d96ee487b368acb0a3710c9cd33ae2e35cf9eacede0,e15927251b1af6ec87a39d96ee487b368acb0a3710c9cd33ae2e35cf9eacede0,True
2,1,PUD_CERTIFICATE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-2\seed-1\certificate\PUD_CERTIFICATE.npz,52218c08b7f0dd952aadd7a78b71d1ff31c412845df07e12c0a83fc95e194a9c,52218c08b7f0dd952aadd7a78b71d1ff31c412845df07e12c0a83fc95e194a9c,True
2,1,PUD_CERTIFICATION_TABLE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-2\seed-1\certificate\PUD_CERTIFICATION.csv,d2ac726024c9218175fe5348bd7c207de35ebe392620513c7a3950dcef283189,d2ac726024c9218175fe5348bd7c207de35ebe392620513c7a3950dcef283189,True
2,2,B1_STRONG_EEGNET,D:\nips-temp\TotalP\P1\CRCICLR_EXP4_HEADROOM_AUDIT\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-2\seed-2\checkpoints\B1_STRONG_EEGNET.pt,37b4835804db72a302303cdfa9f7e651dce8d8ab380f308487b7d1dc7b490074,37b4835804db72a302303cdfa9f7e651dce8d8ab380f308487b7d1dc7b490074,True
2,2,PUD_CERTIFICATE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-2\seed-2\certificate\PUD_CERTIFICATE.npz,feb8a9ab6730a3c3368d5c11864184a2cadd03a8cbe9062c5633007decb8a4da,feb8a9ab6730a3c3368d5c11864184a2cadd03a8cbe9062c5633007decb8a4da,True
2,2,PUD_CERTIFICATION_TABLE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-2\seed-2\certificate\PUD_CERTIFICATION.csv,de2c97cd1a6ebb90007f844c1e9cb9bedf9f81395f4d9a2bfa0b1b6496e272b3,de2c97cd1a6ebb90007f844c1e9cb9bedf9f81395f4d9a2bfa0b1b6496e272b3,True
3,0,B1_STRONG_EEGNET,D:\nips-temp\TotalP\P1\CRCICLR_EXP4_HEADROOM_AUDIT\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-3\seed-0\checkpoints\B1_STRONG_EEGNET.pt,d5572932f5c1a8fcb58da11292a5e4b9c1d2c8965ddebc814332771ee387d6fe,d5572932f5c1a8fcb58da11292a5e4b9c1d2c8965ddebc814332771ee387d6fe,True
3,0,PUD_CERTIFICATE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-3\seed-0\certificate\PUD_CERTIFICATE.npz,ac8d1ceba3a82fc8b96a27c34085f7858f3fd0d40b99e9667e0d163cbd07ed59,ac8d1ceba3a82fc8b96a27c34085f7858f3fd0d40b99e9667e0d163cbd07ed59,True
3,0,PUD_CERTIFICATION_TABLE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-3\seed-0\certificate\PUD_CERTIFICATION.csv,b2e06c448579979dd295501b6cd29230eb3271c3cbb6d7c97c3370c251cb00e7,b2e06c448579979dd295501b6cd29230eb3271c3cbb6d7c97c3370c251cb00e7,True
3,1,B1_STRONG_EEGNET,D:\nips-temp\TotalP\P1\CRCICLR_EXP4_HEADROOM_AUDIT\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-3\seed-1\checkpoints\B1_STRONG_EEGNET.pt,0bf338fa1f0f59849f43e4384ce9bd0855dcd130dba629bbfd96d5d365736264,0bf338fa1f0f59849f43e4384ce9bd0855dcd130dba629bbfd96d5d365736264,True
3,1,PUD_CERTIFICATE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-3\seed-1\certificate\PUD_CERTIFICATE.npz,7d60fab635b76e09d36c7bd7fedafbec2f2c40df9a2868bd89236f9920421897,7d60fab635b76e09d36c7bd7fedafbec2f2c40df9a2868bd89236f9920421897,True
3,1,PUD_CERTIFICATION_TABLE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-3\seed-1\certificate\PUD_CERTIFICATION.csv,68f6aa626741032d835b6a0401f58a70ef31e647a9a8a0a0fa1775ee2e30f81b,68f6aa626741032d835b6a0401f58a70ef31e647a9a8a0a0fa1775ee2e30f81b,True
3,2,B1_STRONG_EEGNET,D:\nips-temp\TotalP\P1\CRCICLR_EXP4_HEADROOM_AUDIT\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-3\seed-2\checkpoints\B1_STRONG_EEGNET.pt,9f86a88dc6d8fb9ef950394ddb4be145c642b33def0913dd555f5ace7464bcaf,9f86a88dc6d8fb9ef950394ddb4be145c642b33def0913dd555f5ace7464bcaf,True
3,2,PUD_CERTIFICATE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-3\seed-2\certificate\PUD_CERTIFICATE.npz,fa312f48b4dfc551d8ccf513f556d88ba5e78675b40bc9615f8673cc21eef3e1,fa312f48b4dfc551d8ccf513f556d88ba5e78675b40bc9615f8673cc21eef3e1,True
3,2,PUD_CERTIFICATION_TABLE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-3\seed-2\certificate\PUD_CERTIFICATION.csv,1c4de55bf57423f2d9950e50a1a100dcf66900f03d4d577f455011131c53c140,1c4de55bf57423f2d9950e50a1a100dcf66900f03d4d577f455011131c53c140,True
4,0,B1_STRONG_EEGNET,D:\nips-temp\TotalP\P1\CRCICLR_EXP4_HEADROOM_AUDIT\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-4\seed-0\checkpoints\B1_STRONG_EEGNET.pt,b7bf48164de2c69362b447a9adf468d25a86c31de401a3ab5b9f2cabc9476da3,b7bf48164de2c69362b447a9adf468d25a86c31de401a3ab5b9f2cabc9476da3,True
4,0,PUD_CERTIFICATE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-4\seed-0\certificate\PUD_CERTIFICATE.npz,85069ace3bdd50bcea08c1c23ef192286ad38c5a641cc62ba5e53819477124a7,85069ace3bdd50bcea08c1c23ef192286ad38c5a641cc62ba5e53819477124a7,True
4,0,PUD_CERTIFICATION_TABLE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-4\seed-0\certificate\PUD_CERTIFICATION.csv,2f8600c863acbec70d3618d43408143dc56cdfd79f58fb91af9e6869796ade25,2f8600c863acbec70d3618d43408143dc56cdfd79f58fb91af9e6869796ade25,True
4,1,B1_STRONG_EEGNET,D:\nips-temp\TotalP\P1\CRCICLR_EXP4_HEADROOM_AUDIT\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-4\seed-1\checkpoints\B1_STRONG_EEGNET.pt,ff4c5a2db968ae77b602ab2167a476898dd149e0de5d7b2bbc26d8c41bb8f56e,ff4c5a2db968ae77b602ab2167a476898dd149e0de5d7b2bbc26d8c41bb8f56e,True
4,1,PUD_CERTIFICATE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-4\seed-1\certificate\PUD_CERTIFICATE.npz,9195a811f093f8dc2c6d4cc6e8f464fe0b4ce8f150e3da39519f12bffb1becee,9195a811f093f8dc2c6d4cc6e8f464fe0b4ce8f150e3da39519f12bffb1becee,True
4,1,PUD_CERTIFICATION_TABLE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-4\seed-1\certificate\PUD_CERTIFICATION.csv,c35a557baafb6e529412fe2dc79efca225fb4696453e108212622d04504ae1dc,c35a557baafb6e529412fe2dc79efca225fb4696453e108212622d04504ae1dc,True
4,2,B1_STRONG_EEGNET,D:\nips-temp\TotalP\P1\CRCICLR_EXP4_HEADROOM_AUDIT\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-4\seed-2\checkpoints\B1_STRONG_EEGNET.pt,1e79e0a71669c92d9149b32dc556c2f20cf0353112a3dc11560f3ff6eb82067f,1e79e0a71669c92d9149b32dc556c2f20cf0353112a3dc11560f3ff6eb82067f,True
4,2,PUD_CERTIFICATE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-4\seed-2\certificate\PUD_CERTIFICATE.npz,e3767d3b44f3908198866544dcd02b696248e6e14ed64ebdec1eb4e1cd9357ea,e3767d3b44f3908198866544dcd02b696248e6e14ed64ebdec1eb4e1cd9357ea,True
4,2,PUD_CERTIFICATION_TABLE,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-4\seed-2\certificate\PUD_CERTIFICATION.csv,b1725abb027869949c701e524b250a224e9fc8c4594caa3fc076c20660e6155a,b1725abb027869949c701e524b250a224e9fc8c4594caa3fc076c20660e6155a,True
