fold,subject_id,protected_branch_erasure_harm_BA,adaptive_branch_erasure_harm_BA,protected_D_finite,adaptive_D_finite,functional_teacher_correlation,functional_teacher_RMSE,mechanism_seed_rows,R_P,reliance_seed_rows,vanilla_BA,vanilla_BA_seed_rows,dual_BA,dual_BA_seed_rows,pud_source_BA,pud_source_BA_seed_rows,pud_adapted_BA,pud_adapted_BA_seed_rows,PUD_minus_Vanilla,PUD_minus_Dual,adaptation_gain
1,34,0.05999999999999991,0.053333333333333295,1.6187114186794769,1.102992562930927,0.7493859812033947,0.790172109324839,3,0.5953845580418905,3,0.63,3,0.6699999999999999,3,0.65,3,0.6566666666666666,3,0.020000000000000018,-0.019999999999999907,0.006666666666666599
1,40,0.15000000000000002,0.03333333333333333,2.081005518724961,0.8884026394597574,0.8531841503520909,0.7948743148286289,3,0.7009058197339376,3,0.8300000000000001,3,0.8133333333333335,3,0.8033333333333333,3,0.8066666666666666,3,-0.026666666666666727,-0.01000000000000012,0.0033333333333332993
1,43,0.11999999999999995,0.02666666666666667,1.5989689084440661,0.9113837160202883,0.8578355704626247,0.7601914196014831,3,0.635097086429596,3,0.8933333333333332,3,0.9066666666666666,3,0.88,3,0.8933333333333334,3,-0.013333333333333197,-0.026666666666666616,0.01333333333333342
1,44,0.13333333333333322,0.02,1.5425719245416654,0.7811852820939137,0.7693962452909512,1.003396387280227,3,0.662714680035909,3,0.7533333333333333,3,0.8133333333333334,3,0.7566666666666667,3,0.7633333333333333,3,0.0033333333333334103,-0.05666666666666664,0.006666666666666599
1,48,0.1566666666666666,-0.009999999999999967,1.365427711571267,0.7845994484353337,0.7095093084924491,0.8782427345802688,3,0.6356922388076782,3,0.6966666666666667,3,0.6666666666666666,3,0.69,3,0.6866666666666666,3,-0.00666666666666671,0.023333333333333317,-0.0033333333333332993
1,50,0.09999999999999992,-0.049999999999999996,1.3301449152463232,0.7027252232105217,0.8062148401227437,0.7149807499520917,3,0.652596672375997,3,0.6333333333333333,3,0.59,3,0.5966666666666667,3,0.5833333333333334,3,-0.036666666666666625,0.00666666666666671,-0.013333333333333308
2,10,0.06333333333333327,0.03999999999999993,1.0418591456256252,0.5956593015951386,0.708874163574607,0.7124293029887876,3,0.6348100105921427,3,0.6733333333333333,3,0.6833333333333332,3,0.6699999999999999,3,0.6833333333333332,3,-0.0033333333333334103,-0.013333333333333308,0.013333333333333308
2,16,0.14333333333333334,0.046666666666666634,2.2255303579225014,0.760698170491147,0.9535253864177595,0.47809244777667126,3,0.7513956824938456,3,0.85,3,0.8366666666666668,3,0.8366666666666668,3,0.8300000000000001,3,-0.013333333333333197,0.0,-0.00666666666666671
2,21,0.21999999999999997,0.026666666666666634,1.6304073538214148,0.616174590888337,0.6681249421484673,1.3252587914244878,3,0.7262828946113586,3,0.96,3,0.8566666666666668,3,0.8066666666666666,3,0.8233333333333334,3,-0.15333333333333332,-0.050000000000000155,0.01666666666666672
2,22,0.07666666666666654,0.033333333333333263,1.4011668510666848,0.6197541781496997,0.7474868813099619,0.7470163104030968,3,0.6947224537531534,3,0.7033333333333333,3,0.6499999999999999,3,0.64,3,0.6233333333333334,3,-0.06333333333333324,-0.009999999999999898,-0.016666666666666607
2,31,0.17333333333333334,0.06333333333333334,1.7163107106910884,0.6449679608063387,0.877181012529587,0.6078194940876825,3,0.7279783288637797,3,0.8566666666666668,3,0.8733333333333334,3,0.8366666666666666,3,0.8433333333333334,3,-0.02000000000000024,-0.03666666666666685,0.006666666666666821
2,45,0.1166666666666666,0.026666666666666634,1.1029234712078944,0.7002502885172355,0.7505947044919546,0.618891397663207,3,0.6126741965611776,3,0.82,3,0.7200000000000001,3,0.7200000000000001,3,0.7233333333333333,3,-0.09999999999999987,0.0,0.0033333333333331883
2,53,0.1166666666666666,-0.003333333333333334,1.232071979486302,0.6614040334507949,0.6949504412869457,0.8521761755167808,3,0.6528517405192057,3,0.79,3,0.7833333333333333,3,0.7366666666666667,3,0.7666666666666666,3,-0.053333333333333344,-0.046666666666666634,0.029999999999999916
2,9,0.08333333333333337,-0.006666666666666632,1.2683184148888647,0.6387131361541719,0.6383551807977209,0.8966657653293048,3,0.6657663186391195,3,0.6733333333333333,3,0.5733333333333334,3,0.5666666666666668,3,0.56,3,-0.10666666666666658,-0.006666666666666599,-0.00666666666666671
3,1,0.10999999999999989,0.0133333333333333,1.584460585946719,0.7265225814541507,0.7436434125808921,0.8588202497573767,3,0.6860504746437073,3,0.64,3,0.6699999999999999,3,0.69,3,0.69,3,0.04999999999999993,0.020000000000000018,0.0
3,20,0.10999999999999997,0.013333333333333301,1.8946805181561945,0.690406334481338,0.8822421491508798,0.6783044688966662,3,0.7319671511650085,3,0.89,3,0.89,3,0.8533333333333334,3,0.87,3,-0.036666666666666625,-0.036666666666666625,0.016666666666666607
3,23,0.10333333333333329,-0.016666666666666635,1.3584293021622276,0.6928033114852541,0.7693281456957668,0.7496159387119014,3,0.6626642942428589,3,0.65,3,0.6433333333333333,3,0.6333333333333333,3,0.64,3,-0.01666666666666672,-0.010000000000000009,0.00666666666666671
3,26,0.09333333333333337,0.0233333333333333,2.101292950431632,0.9523164229031215,0.88039181649588,0.6980481727420532,3,0.6900803844134012,3,0.8566666666666668,3,0.8566666666666668,3,0.8533333333333334,3,0.87,3,-0.0033333333333334103,-0.0033333333333334103,0.016666666666666607
3,35,0.13000000000000003,0.003333333333333337,2.8113041276612285,0.9523638999883225,0.9212453459054745,0.8147161825842636,3,0.7508816520373026,3,0.8433333333333334,3,0.8466666666666667,3,0.8266666666666667,3,0.82,3,-0.01666666666666672,-0.020000000000000018,-0.00666666666666671
3,5,0.036666666666666674,0.0333333333333333,1.5974925324397073,0.743259982510145,0.7634821674277235,0.8312025771212385,3,0.6839845577875773,3,0.7566666666666667,3,0.7233333333333333,3,0.7200000000000001,3,0.75,3,-0.036666666666666625,-0.0033333333333331883,0.029999999999999916
3,6,0.15333333333333324,0.02666666666666667,2.14248702496336,0.9246074911470098,0.9287243628584099,0.5744638604760594,3,0.7001583973566691,3,0.9700000000000001,3,0.9700000000000001,3,0.96,3,0.9566666666666667,3,-0.01000000000000012,-0.01000000000000012,-0.0033333333333332993
3,7,0.15333333333333327,0.023333333333333334,1.5043936090289523,0.6202400550002679,0.7813445888605562,0.8348365012203716,3,0.7062208851178488,3,0.7333333333333334,3,0.7833333333333333,3,0.77,3,0.77,3,0.036666666666666625,-0.013333333333333308,0.0
4,11,0.08333333333333326,0.016666666666666666,1.6212348841409703,0.7695260670547053,0.8494173035960451,0.646774345662923,3,0.6787824630737305,3,0.7233333333333333,3,0.73,3,0.7366666666666667,3,0.7666666666666666,3,0.01333333333333342,0.00666666666666671,0.029999999999999916
4,27,0.1566666666666666,0.01,2.3658467556603937,0.7978473238917859,0.9250185453248698,0.6229184807454401,3,0.7471712231636047,3,0.9233333333333333,3,0.8833333333333333,3,0.89,3,0.9,3,-0.033333333333333326,0.00666666666666671,0.010000000000000009
4,28,0.2233333333333333,0.03333333333333333,1.9934218599875837,0.7885226963550261,0.9214586349757573,0.6177981484202585,3,0.7100598017374674,3,0.9,3,0.8633333333333333,3,0.86,3,0.8666666666666667,3,-0.040000000000000036,-0.0033333333333332993,0.00666666666666671
4,3,0.14999999999999997,0.006666666666666668,2.1750789542170774,0.7865900956061863,0.8964678216444675,0.7066919156722588,3,0.7314288020133972,3,0.9266666666666666,3,0.9,3,0.8533333333333334,3,0.89,3,-0.07333333333333325,-0.046666666666666634,0.036666666666666625
4,30,0.10999999999999993,0.016666666666666632,1.492012893684494,0.6703852614801836,0.8224263192798157,0.6380623734459756,3,0.6889816522598267,3,0.7200000000000001,3,0.7266666666666666,3,0.69,3,0.6866666666666666,3,-0.030000000000000138,-0.036666666666666625,-0.0033333333333332993
4,38,0.25999999999999995,-0.02333333333333333,1.4865161640354962,0.7348959818847688,0.8527294999134515,0.6104680350150027,3,0.6683654387791952,3,0.6966666666666667,3,0.7266666666666666,3,0.7266666666666666,3,0.7266666666666666,3,0.029999999999999916,0.0,0.0
4,52,0.20666666666666664,-0.023333333333333334,1.442718355833355,0.6896886388199821,0.8080046574862169,0.7411277255679436,3,0.6729321281115214,3,0.7966666666666667,3,0.8000000000000002,3,0.77,3,0.7799999999999999,3,-0.026666666666666727,-0.030000000000000138,0.009999999999999898
4,8,0.12333333333333325,0.03999999999999993,1.7579230803210233,0.691137593463299,0.8265563212905787,0.7309624490960194,3,0.7141337394714355,3,0.7966666666666667,3,0.8033333333333333,3,0.7366666666666667,3,0.75,3,-0.06000000000000005,-0.06666666666666665,0.013333333333333308
