model,task,fold,seed,status,checkpoint_sha256,basis_sha256,protected_assignment_sha256,split_sha256,B_rank,activation_shape,layer_name,overlap_excess,pathway_dimension,random_overlap,session1_session2_subspace_overlap,singular_values,causal_status
EEGNet,OpenBMI_SSVEP,3,0,COMPLETE,f286e0fb5018864344844f980e946f9724b00dae7a5a53c55c88465841ba6c12,d4df19f15b5b96ace4bb4271ad4b10d2ecdc4445700bb104c99b5c329c95e3c9,13155ac64f563af94f1599e7935e5f09cd9afd4a72ca93b0adc805ad1cc3ccae,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,8,[64],classifier_input,-0.1064209014177322,8,0.7407085567712783,0.6342876553535461,"[0.24835039675235748, 0.23045046627521515, 0.21199876070022583, 0.20194275677204132, 0.19574637711048126, 0.15692004561424255, 0.1378069669008255, 0.11313975602388382]",NOT_APPLICABLE_FINAL_AFFINE_HEAD
EEGNet,OpenBMI_SSVEP,4,0,COMPLETE,d11730326b518db0ae6fc3239bd31ff3f1a2e364ddd293c9b656c2e756a1b56e,3200adc3086ceacf14de9eab06b318d26163a19deeeb4cff6b29ed46f4a7f7e1,57e7a03f24dbf66a5955b94f112f5c553486f2120cfb14705d5cbef18b5c3789,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,8,"[8, 62, 1000]",temporal_bn,0.013692251294851299,8,0.1474708254635334,0.1611630767583847,"[0.007652175147086382, 0.007013007998466492, 0.006596957333385944, 0.002649121219292283, 0.0025295494124293327, 0.002354866825044155, 0.0021300867665559053, 0.001804635627195239]",
EEGNet,OpenBMI_SSVEP,4,0,COMPLETE,d11730326b518db0ae6fc3239bd31ff3f1a2e364ddd293c9b656c2e756a1b56e,3200adc3086ceacf14de9eab06b318d26163a19deeeb4cff6b29ed46f4a7f7e1,57e7a03f24dbf66a5955b94f112f5c553486f2120cfb14705d5cbef18b5c3789,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,8,"[16, 1, 250]",spatial_elu_pool1,-0.03191399782896043,8,0.33068588584661485,0.2987718880176544,"[0.05732692405581474, 0.055550914257764816, 0.05290253460407257, 0.027988746762275696, 0.027152659371495247, 0.024887165054678917, 0.021040577441453934, 0.018613358959555626]",
EEGNet,OpenBMI_SSVEP,4,0,COMPLETE,d11730326b518db0ae6fc3239bd31ff3f1a2e364ddd293c9b656c2e756a1b56e,3200adc3086ceacf14de9eab06b318d26163a19deeeb4cff6b29ed46f4a7f7e1,57e7a03f24dbf66a5955b94f112f5c553486f2120cfb14705d5cbef18b5c3789,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,8,"[16, 1, 31]",depth_point_elu_pool2,-0.09261304497718814,8,0.5297730898857117,0.43716004490852356,"[0.15703000128269196, 0.1473914086818695, 0.1350724697113037, 0.07505109161138535, 0.07119547575712204, 0.060928866267204285, 0.052735183387994766, 0.04538937658071518]",
EEGNet,OpenBMI_SSVEP,4,0,COMPLETE,d11730326b518db0ae6fc3239bd31ff3f1a2e364ddd293c9b656c2e756a1b56e,3200adc3086ceacf14de9eab06b318d26163a19deeeb4cff6b29ed46f4a7f7e1,57e7a03f24dbf66a5955b94f112f5c553486f2120cfb14705d5cbef18b5c3789,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,8,[64],embedding_64d,-0.09030253827571866,8,0.7395294421911239,0.6492269039154053,"[0.22862815856933594, 0.21634560823440552, 0.2077544778585434, 0.19673535227775574, 0.18271243572235107, 0.16948974132537842, 0.149773508310318, 0.10442695021629333]",
EEGNet,OpenBMI_SSVEP,4,0,COMPLETE,d11730326b518db0ae6fc3239bd31ff3f1a2e364ddd293c9b656c2e756a1b56e,3200adc3086ceacf14de9eab06b318d26163a19deeeb4cff6b29ed46f4a7f7e1,57e7a03f24dbf66a5955b94f112f5c553486f2120cfb14705d5cbef18b5c3789,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,8,[64],classifier_input,-0.09030253827571866,8,0.7395294421911239,0.6492269039154053,"[0.22862815856933594, 0.21634560823440552, 0.2077544778585434, 0.19673535227775574, 0.18271243572235107, 0.16948974132537842, 0.149773508310318, 0.10442695021629333]",NOT_APPLICABLE_FINAL_AFFINE_HEAD
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,f4db8aa0feb8eaf7d9d9cae6b55db56631c45f185d871a3964f627eb1efa9148,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,7,"[61, 40]",patch_tokenizer,0.03164735540747643,7,0.23667293682694435,0.2683202922344208,"[0.05419855937361717, 0.037017859518527985, 0.032655779272317886, 0.028564278036355972, 0.02610202692449093, 0.019152874127030373, 0.016039514914155006]",
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,f4db8aa0feb8eaf7d9d9cae6b55db56631c45f185d871a3964f627eb1efa9148,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,7,"[61, 40]",conformer_block2,0.05736665576696398,7,0.3499776259064674,0.4073442816734314,"[0.039224378764629364, 0.0372786708176136, 0.02781151980161667, 0.027153339236974716, 0.02597496286034584, 0.020432982593774796, 0.017349259927868843]",
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,f4db8aa0feb8eaf7d9d9cae6b55db56631c45f185d871a3964f627eb1efa9148,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,7,"[61, 40]",conformer_block4,0.034818838834762555,7,0.38856487393379213,0.4233837127685547,"[0.03914257511496544, 0.03706219792366028, 0.028970303013920784, 0.026620836928486824, 0.02500343881547451, 0.018856661394238472, 0.016599509865045547]",
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,f4db8aa0feb8eaf7d9d9cae6b55db56631c45f185d871a3964f627eb1efa9148,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,7,"[61, 40]",conformer_block6,0.02710521638393404,7,0.40010508477687834,0.4272103011608124,"[0.039128053933382034, 0.03648873791098595, 0.030005380511283875, 0.026448659598827362, 0.024876609444618225, 0.01856822706758976, 0.016710612922906876]",
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,f4db8aa0feb8eaf7d9d9cae6b55db56631c45f185d871a3964f627eb1efa9148,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,7,[256],classifier_256_elu,0.10176875621080395,7,0.5206023213267327,0.6223710775375366,"[0.13273660838603973, 0.11654295027256012, 0.08821065723896027, 0.08562321215867996, 0.060949258506298065, 0.05715170130133629, 0.04480018466711044]",
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,f4db8aa0feb8eaf7d9d9cae6b55db56631c45f185d871a3964f627eb1efa9148,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,7,[32],classifier_32_elu,0.13413370013237003,7,0.635253723859787,0.769387423992157,"[0.37089458107948303, 0.35405266284942627, 0.28105050325393677, 0.24910160899162292, 0.14430968463420868, 0.1383531391620636, 0.09937083721160889]",
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,f4db8aa0feb8eaf7d9d9cae6b55db56631c45f185d871a3964f627eb1efa9148,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,7,[32],classifier_input,0.13413370013237003,7,0.635253723859787,0.769387423992157,"[0.37089458107948303, 0.35405266284942627, 0.28105050325393677, 0.24910160899162292, 0.14430968463420868, 0.1383531391620636, 0.09937083721160889]",NOT_APPLICABLE_FINAL_AFFINE_HEAD
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,84b96651efea4c5f357b4f570fb71a0bd566ca90813fa0197d20a19b96e57e43,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,5,"[61, 40]",patch_tokenizer,0.10521805219352245,5,0.22151663966476917,0.3267346918582916,"[0.044498950242996216, 0.03648553416132927, 0.03294050693511963, 0.027039606124162674, 0.023452162742614746]",
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,84b96651efea4c5f357b4f570fb71a0bd566ca90813fa0197d20a19b96e57e43,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,5,"[61, 40]",conformer_block2,0.10657092526555062,5,0.39359775587916374,0.5001686811447144,"[0.040794488042593, 0.03439203277230263, 0.032167982310056686, 0.02761773392558098, 0.02386348322033882]",
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,84b96651efea4c5f357b4f570fb71a0bd566ca90813fa0197d20a19b96e57e43,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,5,"[61, 40]",conformer_block4,0.09864007294178007,5,0.4260920995473862,0.5247321724891663,"[0.040700968354940414, 0.0348774790763855, 0.03274405375123024, 0.027088038623332977, 0.023655621334910393]",
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,84b96651efea4c5f357b4f570fb71a0bd566ca90813fa0197d20a19b96e57e43,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,5,"[61, 40]",conformer_block6,0.10536109715700148,5,0.4241097638010979,0.5294708609580994,"[0.04016007110476494, 0.03551258146762848, 0.03328718990087509, 0.027123350650072098, 0.02343571186065674]",
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,84b96651efea4c5f357b4f570fb71a0bd566ca90813fa0197d20a19b96e57e43,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,5,[256],classifier_256_elu,0.1652617460489273,5,0.5371292823553085,0.7023910284042358,"[0.13183099031448364, 0.11002153158187866, 0.09307093173265457, 0.0809108093380928, 0.061188243329524994]",
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,84b96651efea4c5f357b4f570fb71a0bd566ca90813fa0197d20a19b96e57e43,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,5,[32],classifier_32_elu,0.15216212391853334,5,0.6662012445926666,0.8183633685112,"[0.45049622654914856, 0.3135371804237366, 0.2689632177352905, 0.2154192328453064, 0.18508480489253998]",
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,84b96651efea4c5f357b4f570fb71a0bd566ca90813fa0197d20a19b96e57e43,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,5,[32],classifier_input,0.15216212391853334,5,0.6662012445926666,0.8183633685112,"[0.45049622654914856, 0.3135371804237366, 0.2689632177352905, 0.2154192328453064, 0.18508480489253998]",NOT_APPLICABLE_FINAL_AFFINE_HEAD
EEGConformer,OpenBMI_MI,2,0,COMPLETE,a5a0a2eafbba9b026c6368c26c3f3f7021adc2daca0091dd43662c3447374c34,8d1945adbfa1b522ddfb472870fb65a1de1bccddb40f394717aeea185b625474,044835f1d4a669221e644dabd8aefb873f76c599239218fc87aac834d339e398,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,5,"[61, 40]",patch_tokenizer,0.029334882646799093,5,0.24157746657729148,0.2709123492240906,"[0.048405952751636505, 0.030698997899889946, 0.02566065825521946, 0.021505795419216156, 0.017853178083896637]",
EEGConformer,OpenBMI_MI,2,0,COMPLETE,a5a0a2eafbba9b026c6368c26c3f3f7021adc2daca0091dd43662c3447374c34,8d1945adbfa1b522ddfb472870fb65a1de1bccddb40f394717aeea185b625474,044835f1d4a669221e644dabd8aefb873f76c599239218fc87aac834d339e398,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,5,"[61, 40]",conformer_block2,0.014994874596595764,5,0.3748301714658737,0.3898250460624695,"[0.041484612971544266, 0.02951621823012829, 0.028233854100108147, 0.024323659017682076, 0.019009193405508995]",
EEGConformer,OpenBMI_MI,2,0,COMPLETE,a5a0a2eafbba9b026c6368c26c3f3f7021adc2daca0091dd43662c3447374c34,8d1945adbfa1b522ddfb472870fb65a1de1bccddb40f394717aeea185b625474,044835f1d4a669221e644dabd8aefb873f76c599239218fc87aac834d339e398,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,5,"[61, 40]",conformer_block4,0.021155273467302338,5,0.3992169742286205,0.42037224769592285,"[0.04080553725361824, 0.02924741990864277, 0.02815736085176468, 0.02462727762758732, 0.018859388306736946]",
EEGConformer,OpenBMI_MI,2,0,COMPLETE,a5a0a2eafbba9b026c6368c26c3f3f7021adc2daca0091dd43662c3447374c34,8d1945adbfa1b522ddfb472870fb65a1de1bccddb40f394717aeea185b625474,044835f1d4a669221e644dabd8aefb873f76c599239218fc87aac834d339e398,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,5,"[61, 40]",conformer_block6,0.026276319026947048,5,0.4036625337600708,0.4299388527870178,"[0.040102433413267136, 0.028983384370803833, 0.02820146642625332, 0.024510744959115982, 0.018763350322842598]",
EEGConformer,OpenBMI_MI,2,0,COMPLETE,a5a0a2eafbba9b026c6368c26c3f3f7021adc2daca0091dd43662c3447374c34,8d1945adbfa1b522ddfb472870fb65a1de1bccddb40f394717aeea185b625474,044835f1d4a669221e644dabd8aefb873f76c599239218fc87aac834d339e398,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,5,[256],classifier_256_elu,0.0867620489001274,5,0.5169896700978279,0.6037517189979553,"[0.09307809919118881, 0.09124081581830978, 0.07969467341899872, 0.06104335933923721, 0.05373036116361618]",
EEGConformer,OpenBMI_MI,2,0,COMPLETE,a5a0a2eafbba9b026c6368c26c3f3f7021adc2daca0091dd43662c3447374c34,8d1945adbfa1b522ddfb472870fb65a1de1bccddb40f394717aeea185b625474,044835f1d4a669221e644dabd8aefb873f76c599239218fc87aac834d339e398,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,5,[32],classifier_32_elu,-0.004720656871795681,5,0.6320492315292359,0.6273285746574402,"[0.2986322343349457, 0.2531810700893402, 0.21562139689922333, 0.15913823246955872, 0.13747969269752502]",
EEGConformer,OpenBMI_MI,2,0,COMPLETE,a5a0a2eafbba9b026c6368c26c3f3f7021adc2daca0091dd43662c3447374c34,8d1945adbfa1b522ddfb472870fb65a1de1bccddb40f394717aeea185b625474,044835f1d4a669221e644dabd8aefb873f76c599239218fc87aac834d339e398,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,5,[32],classifier_input,-0.004720656871795681,5,0.6320492315292359,0.6273285746574402,"[0.2986322343349457, 0.2531810700893402, 0.21562139689922333, 0.15913823246955872, 0.13747969269752502]",NOT_APPLICABLE_FINAL_AFFINE_HEAD
EEGConformer,OpenBMI_MI,3,0,COMPLETE,ee78fd8820d87c3a5caf05e5c7f49c30de7646cb6def3fa53b2f4856bdde570a,c358cff6c10b43c6fd49642f24cf246d7d3fd9e64d021ae70cc133572b32d005,79f7780a055ca52a8363692742247412d7a60d4ac610bc4cad1e31b0fca288ee,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,8,"[61, 40]",patch_tokenizer,0.0007046003639697984,8,0.22482599422335625,0.22553059458732605,"[0.04765487462282181, 0.03126148879528046, 0.027388786897063255, 0.025180453434586525, 0.023324692621827126, 0.01793903112411499, 0.01653648167848587, 0.014050537720322609]",
EEGConformer,OpenBMI_MI,3,0,COMPLETE,ee78fd8820d87c3a5caf05e5c7f49c30de7646cb6def3fa53b2f4856bdde570a,c358cff6c10b43c6fd49642f24cf246d7d3fd9e64d021ae70cc133572b32d005,79f7780a055ca52a8363692742247412d7a60d4ac610bc4cad1e31b0fca288ee,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,8,"[61, 40]",conformer_block2,0.01282767325639722,8,0.34627254933118823,0.35910022258758545,"[0.0382944792509079, 0.032697804272174835, 0.02808767929673195, 0.02585989609360695, 0.024083903059363365, 0.019054291769862175, 0.0159686841070652, 0.014905661344528198]",
EEGConformer,OpenBMI_MI,3,0,COMPLETE,ee78fd8820d87c3a5caf05e5c7f49c30de7646cb6def3fa53b2f4856bdde570a,c358cff6c10b43c6fd49642f24cf246d7d3fd9e64d021ae70cc133572b32d005,79f7780a055ca52a8363692742247412d7a60d4ac610bc4cad1e31b0fca288ee,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,8,"[61, 40]",conformer_block4,0.019391950666904467,8,0.3579867812991142,0.3773787319660187,"[0.03766300901770592, 0.03258025273680687, 0.027755234390497208, 0.02564455009996891, 0.02313176356256008, 0.01898691989481449, 0.0159466490149498, 0.014899547211825848]",
EEGConformer,OpenBMI_MI,3,0,COMPLETE,ee78fd8820d87c3a5caf05e5c7f49c30de7646cb6def3fa53b2f4856bdde570a,c358cff6c10b43c6fd49642f24cf246d7d3fd9e64d021ae70cc133572b32d005,79f7780a055ca52a8363692742247412d7a60d4ac610bc4cad1e31b0fca288ee,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,8,"[61, 40]",conformer_block6,0.01730154842138293,8,0.35673482328653333,0.37403637170791626,"[0.03701097145676613, 0.03248632326722145, 0.027310974895954132, 0.02547137439250946, 0.023414822295308113, 0.018833527341485023, 0.015907101333141327, 0.015001590363681316]",
EEGConformer,OpenBMI_MI,3,0,COMPLETE,ee78fd8820d87c3a5caf05e5c7f49c30de7646cb6def3fa53b2f4856bdde570a,c358cff6c10b43c6fd49642f24cf246d7d3fd9e64d021ae70cc133572b32d005,79f7780a055ca52a8363692742247412d7a60d4ac610bc4cad1e31b0fca288ee,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,8,[256],classifier_256_elu,0.03759793668985367,8,0.5360931333899498,0.5736910700798035,"[0.11364740133285522, 0.10069743543863297, 0.08599572628736496, 0.08334188908338547, 0.0658523365855217, 0.05481014773249626, 0.04551149904727936, 0.03849243000149727]",
EEGConformer,OpenBMI_MI,3,0,COMPLETE,ee78fd8820d87c3a5caf05e5c7f49c30de7646cb6def3fa53b2f4856bdde570a,c358cff6c10b43c6fd49642f24cf246d7d3fd9e64d021ae70cc133572b32d005,79f7780a055ca52a8363692742247412d7a60d4ac610bc4cad1e31b0fca288ee,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,8,[32],classifier_32_elu,0.08368459045886989,8,0.6646620362997055,0.7483466267585754,"[0.3102724850177765, 0.23424479365348816, 0.21199437975883484, 0.15305612981319427, 0.1351611465215683, 0.10466780513525009, 0.09435275942087173, 0.06354063004255295]",
EEGConformer,OpenBMI_MI,3,0,COMPLETE,ee78fd8820d87c3a5caf05e5c7f49c30de7646cb6def3fa53b2f4856bdde570a,c358cff6c10b43c6fd49642f24cf246d7d3fd9e64d021ae70cc133572b32d005,79f7780a055ca52a8363692742247412d7a60d4ac610bc4cad1e31b0fca288ee,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,8,[32],classifier_input,0.08368459045886989,8,0.6646620362997055,0.7483466267585754,"[0.3102724850177765, 0.23424479365348816, 0.21199437975883484, 0.15305612981319427, 0.1351611465215683, 0.10466780513525009, 0.09435275942087173, 0.06354063004255295]",NOT_APPLICABLE_FINAL_AFFINE_HEAD
EEGConformer,OpenBMI_MI,4,0,COMPLETE,8ee4853ad1850a57ef7ba3c6091f132fe2ab4c169efa140810e39cd20076f77b,0f8964a6d58441a9c14f33713f363bb9db20006d22481a3cb07d9ecd43b8d910,1b3f965dedfe4442b0e1d7810d28fc4e6349f88739fd774ad1ba1681985df07f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,8,"[61, 40]",patch_tokenizer,-0.018808739185333267,8,0.2778296935558319,0.25902095437049866,"[0.051591575145721436, 0.03162824735045433, 0.0303669236600399, 0.02664336748421192, 0.021929748356342316, 0.019622789695858955, 0.01860659383237362, 0.014788616448640823]",
EEGConformer,OpenBMI_MI,4,0,COMPLETE,8ee4853ad1850a57ef7ba3c6091f132fe2ab4c169efa140810e39cd20076f77b,0f8964a6d58441a9c14f33713f363bb9db20006d22481a3cb07d9ecd43b8d910,1b3f965dedfe4442b0e1d7810d28fc4e6349f88739fd774ad1ba1681985df07f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,8,"[61, 40]",conformer_block2,0.012909161448478701,8,0.3871937221288681,0.4001028835773468,"[0.036759380251169205, 0.03293153643608093, 0.028761370107531548, 0.025676589459180832, 0.02267550490796566, 0.02042560651898384, 0.01862892508506775, 0.014992998912930489]",
EEGConformer,OpenBMI_MI,4,0,COMPLETE,8ee4853ad1850a57ef7ba3c6091f132fe2ab4c169efa140810e39cd20076f77b,0f8964a6d58441a9c14f33713f363bb9db20006d22481a3cb07d9ecd43b8d910,1b3f965dedfe4442b0e1d7810d28fc4e6349f88739fd774ad1ba1681985df07f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,8,"[61, 40]",conformer_block4,0.02469067335128783,8,0.4188808047771454,0.4435714781284332,"[0.03686199337244034, 0.031922344118356705, 0.028264256194233894, 0.025731833651661873, 0.02223767340183258, 0.020400969311594963, 0.018603330478072166, 0.014703425578773022]",
EEGConformer,OpenBMI_MI,4,0,COMPLETE,8ee4853ad1850a57ef7ba3c6091f132fe2ab4c169efa140810e39cd20076f77b,0f8964a6d58441a9c14f33713f363bb9db20006d22481a3cb07d9ecd43b8d910,1b3f965dedfe4442b0e1d7810d28fc4e6349f88739fd774ad1ba1681985df07f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,8,"[61, 40]",conformer_block6,0.030068482160568233,8,0.42131972789764405,0.4513882100582123,"[0.03663969412446022, 0.032487351447343826, 0.029069388285279274, 0.026269838213920593, 0.021930821239948273, 0.020699044689536095, 0.018563853576779366, 0.015312228351831436]",
EEGConformer,OpenBMI_MI,4,0,COMPLETE,8ee4853ad1850a57ef7ba3c6091f132fe2ab4c169efa140810e39cd20076f77b,0f8964a6d58441a9c14f33713f363bb9db20006d22481a3cb07d9ecd43b8d910,1b3f965dedfe4442b0e1d7810d28fc4e6349f88739fd774ad1ba1681985df07f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,8,[256],classifier_256_elu,0.07921696364879605,8,0.5602242881059647,0.6394412517547607,"[0.1155313104391098, 0.10520760715007782, 0.09569033980369568, 0.06967246532440186, 0.06222166121006012, 0.05970564857125282, 0.055444132536649704, 0.04561014845967293]",
EEGConformer,OpenBMI_MI,4,0,COMPLETE,8ee4853ad1850a57ef7ba3c6091f132fe2ab4c169efa140810e39cd20076f77b,0f8964a6d58441a9c14f33713f363bb9db20006d22481a3cb07d9ecd43b8d910,1b3f965dedfe4442b0e1d7810d28fc4e6349f88739fd774ad1ba1681985df07f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,8,[32],classifier_32_elu,0.007626031637191777,8,0.6922127854824066,0.6998388171195984,"[0.3069828748703003, 0.23192903399467468, 0.19520173966884613, 0.15417331457138062, 0.1413518488407135, 0.13834616541862488, 0.10344582796096802, 0.09562075883150101]",
EEGConformer,OpenBMI_MI,4,0,COMPLETE,8ee4853ad1850a57ef7ba3c6091f132fe2ab4c169efa140810e39cd20076f77b,0f8964a6d58441a9c14f33713f363bb9db20006d22481a3cb07d9ecd43b8d910,1b3f965dedfe4442b0e1d7810d28fc4e6349f88739fd774ad1ba1681985df07f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,8,[32],classifier_input,0.007626031637191777,8,0.6922127854824066,0.6998388171195984,"[0.3069828748703003, 0.23192903399467468, 0.19520173966884613, 0.15417331457138062, 0.1413518488407135, 0.13834616541862488, 0.10344582796096802, 0.09562075883150101]",NOT_APPLICABLE_FINAL_AFFINE_HEAD
EEGConformer,OpenBMI_SSVEP,0,0,COMPLETE,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,650e6c449ac8304d5d31661652a67853fa3a03cfef87b9d5c94b9b5352aa01d6,3951691b75431b5038b511d76cedadab2e4d51d083c274f1d05dd793cbf93b68,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,4,"[61, 40]",patch_tokenizer,-0.00857241988182067,4,0.40764071583747863,0.39906829595565796,"[0.07176198810338974, 0.054360125213861465, 0.048774849623441696, 0.04309927299618721]",
EEGConformer,OpenBMI_SSVEP,0,0,COMPLETE,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,650e6c449ac8304d5d31661652a67853fa3a03cfef87b9d5c94b9b5352aa01d6,3951691b75431b5038b511d76cedadab2e4d51d083c274f1d05dd793cbf93b68,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,4,"[61, 40]",conformer_block2,0.0037606939673423545,4,0.5622732058167458,0.5660338997840881,"[0.0614144429564476, 0.050376273691654205, 0.044539567083120346, 0.0380949042737484]",
EEGConformer,OpenBMI_SSVEP,0,0,COMPLETE,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,650e6c449ac8304d5d31661652a67853fa3a03cfef87b9d5c94b9b5352aa01d6,3951691b75431b5038b511d76cedadab2e4d51d083c274f1d05dd793cbf93b68,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,4,"[61, 40]",conformer_block4,0.011622043550014505,4,0.5741846242547035,0.585806667804718,"[0.059407129883766174, 0.05030424892902374, 0.042975183576345444, 0.036527879536151886]",
