model,task,fold,seed,status,checkpoint_sha256,basis_sha256,protected_assignment_sha256,split_sha256,P_OPPOSE_COMPLEMENT_OPPOSE,P_OPPOSE_COMPLEMENT_SUPPORT,P_SUPPORT_COMPLEMENT_OPPOSE,P_SUPPORT_COMPLEMENT_SUPPORT,P_dominant_correct_rate,complement_dominant_correct_rate,complement_rescue_rate,correct_trials,error_trials,protected_correct_complement_override_rate,subject_id
FBCNet,OpenBMI_MI,1,0,COMPLETE,00ad7b9183d522cb29294a8662d7d1071b4a840f7ca6a2893a763e55e2f7cfbd,2fc86b4fbc87ea07ee6263a2af1fc89ea5612c39e51bc6e469318103d9441751,5358b31646866019795fe36490c079bb30fcb076d54bc631cacd9c150f4cbc40,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.109375,0.359375,0.171875,0.359375,0.234375,0.4375,0.28125,46,18,0.078125,26
FBCNet,OpenBMI_MI,1,0,COMPLETE,00ad7b9183d522cb29294a8662d7d1071b4a840f7ca6a2893a763e55e2f7cfbd,2fc86b4fbc87ea07ee6263a2af1fc89ea5612c39e51bc6e469318103d9441751,5358b31646866019795fe36490c079bb30fcb076d54bc631cacd9c150f4cbc40,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.03125,0.140625,0.34375,0.484375,0.453125,0.359375,0.125,56,8,0.078125,28
FBCNet,OpenBMI_MI,1,0,COMPLETE,00ad7b9183d522cb29294a8662d7d1071b4a840f7ca6a2893a763e55e2f7cfbd,2fc86b4fbc87ea07ee6263a2af1fc89ea5612c39e51bc6e469318103d9441751,5358b31646866019795fe36490c079bb30fcb076d54bc631cacd9c150f4cbc40,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.03125,0.28125,0.4375,0.25,0.125,0.46875,0.28125,38,26,0.375,31
FBCNet,OpenBMI_MI,1,0,COMPLETE,00ad7b9183d522cb29294a8662d7d1071b4a840f7ca6a2893a763e55e2f7cfbd,2fc86b4fbc87ea07ee6263a2af1fc89ea5612c39e51bc6e469318103d9441751,5358b31646866019795fe36490c079bb30fcb076d54bc631cacd9c150f4cbc40,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.21875,0.3125,0.1875,0.28125,0.046875,0.5,0.25,35,29,0.171875,35
FBCNet,OpenBMI_MI,1,0,COMPLETE,00ad7b9183d522cb29294a8662d7d1071b4a840f7ca6a2893a763e55e2f7cfbd,2fc86b4fbc87ea07ee6263a2af1fc89ea5612c39e51bc6e469318103d9441751,5358b31646866019795fe36490c079bb30fcb076d54bc631cacd9c150f4cbc40,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.078125,0.28125,0.390625,0.25,0.234375,0.28125,0.25,42,22,0.25,40
FBCNet,OpenBMI_MI,1,0,COMPLETE,00ad7b9183d522cb29294a8662d7d1071b4a840f7ca6a2893a763e55e2f7cfbd,2fc86b4fbc87ea07ee6263a2af1fc89ea5612c39e51bc6e469318103d9441751,5358b31646866019795fe36490c079bb30fcb076d54bc631cacd9c150f4cbc40,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.171875,0.140625,0.265625,0.421875,0.203125,0.34375,0.0625,37,27,0.140625,43
FBCNet,OpenBMI_MI,2,0,COMPLETE,42a7277dbe16002f9ff2f79bb6185521a9d836fe936adb98e9b7d0e53f794c32,a161c0d909abccb983153a002ee992e59443b341ee17c3079e8ed80555bd64f6,359f0e58a457da7631799f5cd89c0041f7e63f751bcd27cf29f07e2c0fec2f5f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.21875,0.1875,0.15625,0.4375,0.5,0.140625,0.09375,45,19,0.015625,1
FBCNet,OpenBMI_MI,2,0,COMPLETE,42a7277dbe16002f9ff2f79bb6185521a9d836fe936adb98e9b7d0e53f794c32,a161c0d909abccb983153a002ee992e59443b341ee17c3079e8ed80555bd64f6,359f0e58a457da7631799f5cd89c0041f7e63f751bcd27cf29f07e2c0fec2f5f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.171875,0.109375,0.21875,0.5,0.515625,0.1875,0.0625,48,16,0.046875,8
FBCNet,OpenBMI_MI,2,0,COMPLETE,42a7277dbe16002f9ff2f79bb6185521a9d836fe936adb98e9b7d0e53f794c32,a161c0d909abccb983153a002ee992e59443b341ee17c3079e8ed80555bd64f6,359f0e58a457da7631799f5cd89c0041f7e63f751bcd27cf29f07e2c0fec2f5f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.125,0.25,0.484375,0.140625,0.171875,0.15625,0.078125,29,35,0.25,11
FBCNet,OpenBMI_MI,2,0,COMPLETE,42a7277dbe16002f9ff2f79bb6185521a9d836fe936adb98e9b7d0e53f794c32,a161c0d909abccb983153a002ee992e59443b341ee17c3079e8ed80555bd64f6,359f0e58a457da7631799f5cd89c0041f7e63f751bcd27cf29f07e2c0fec2f5f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.078125,0.28125,0.296875,0.34375,0.484375,0.203125,0.15625,49,15,0.0625,23
FBCNet,OpenBMI_MI,2,0,COMPLETE,42a7277dbe16002f9ff2f79bb6185521a9d836fe936adb98e9b7d0e53f794c32,a161c0d909abccb983153a002ee992e59443b341ee17c3079e8ed80555bd64f6,359f0e58a457da7631799f5cd89c0041f7e63f751bcd27cf29f07e2c0fec2f5f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.15625,0.125,0.25,0.46875,0.203125,0.359375,0.046875,40,24,0.109375,30
FBCNet,OpenBMI_MI,2,0,COMPLETE,42a7277dbe16002f9ff2f79bb6185521a9d836fe936adb98e9b7d0e53f794c32,a161c0d909abccb983153a002ee992e59443b341ee17c3079e8ed80555bd64f6,359f0e58a457da7631799f5cd89c0041f7e63f751bcd27cf29f07e2c0fec2f5f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.15625,0.265625,0.21875,0.359375,0.25,0.21875,0.140625,38,26,0.140625,48
FBCNet,OpenBMI_MI,2,0,COMPLETE,42a7277dbe16002f9ff2f79bb6185521a9d836fe936adb98e9b7d0e53f794c32,a161c0d909abccb983153a002ee992e59443b341ee17c3079e8ed80555bd64f6,359f0e58a457da7631799f5cd89c0041f7e63f751bcd27cf29f07e2c0fec2f5f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.140625,0.34375,0.375,0.140625,0.03125,0.40625,0.34375,33,31,0.34375,50
FBCNet,OpenBMI_MI,2,0,COMPLETE,42a7277dbe16002f9ff2f79bb6185521a9d836fe936adb98e9b7d0e53f794c32,a161c0d909abccb983153a002ee992e59443b341ee17c3079e8ed80555bd64f6,359f0e58a457da7631799f5cd89c0041f7e63f751bcd27cf29f07e2c0fec2f5f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.171875,0.203125,0.1875,0.4375,0.40625,0.171875,0.109375,43,21,0.0625,52
FBCNet,OpenBMI_MI,3,0,COMPLETE,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,d4df33d370a5f45991bf0138ef30ac183902c48401356dbe7c47a71cd8f74da6,b061f816c0e75b93309b913e1c7c6805cab1c3cefc19f10c428f973602fd45b6,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.140625,0.28125,0.28125,0.296875,0.265625,0.21875,0.109375,37,27,0.09375,10
FBCNet,OpenBMI_MI,3,0,COMPLETE,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,d4df33d370a5f45991bf0138ef30ac183902c48401356dbe7c47a71cd8f74da6,b061f816c0e75b93309b913e1c7c6805cab1c3cefc19f10c428f973602fd45b6,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.171875,0.296875,0.0625,0.46875,0.125,0.484375,0.15625,41,23,0.03125,16
FBCNet,OpenBMI_MI,3,0,COMPLETE,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,d4df33d370a5f45991bf0138ef30ac183902c48401356dbe7c47a71cd8f74da6,b061f816c0e75b93309b913e1c7c6805cab1c3cefc19f10c428f973602fd45b6,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.03125,0.140625,0.265625,0.5625,0.375,0.390625,0.09375,52,12,0.09375,19
FBCNet,OpenBMI_MI,3,0,COMPLETE,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,d4df33d370a5f45991bf0138ef30ac183902c48401356dbe7c47a71cd8f74da6,b061f816c0e75b93309b913e1c7c6805cab1c3cefc19f10c428f973602fd45b6,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.078125,0.328125,0.359375,0.234375,0.078125,0.484375,0.28125,37,27,0.28125,22
FBCNet,OpenBMI_MI,3,0,COMPLETE,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,d4df33d370a5f45991bf0138ef30ac183902c48401356dbe7c47a71cd8f74da6,b061f816c0e75b93309b913e1c7c6805cab1c3cefc19f10c428f973602fd45b6,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.109375,0.375,0.171875,0.34375,0.140625,0.46875,0.265625,42,22,0.109375,27
FBCNet,OpenBMI_MI,3,0,COMPLETE,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,d4df33d370a5f45991bf0138ef30ac183902c48401356dbe7c47a71cd8f74da6,b061f816c0e75b93309b913e1c7c6805cab1c3cefc19f10c428f973602fd45b6,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.203125,0.28125,0.234375,0.28125,0.125,0.34375,0.21875,39,25,0.109375,34
FBCNet,OpenBMI_MI,3,0,COMPLETE,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,d4df33d370a5f45991bf0138ef30ac183902c48401356dbe7c47a71cd8f74da6,b061f816c0e75b93309b913e1c7c6805cab1c3cefc19f10c428f973602fd45b6,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.03125,0.328125,0.421875,0.21875,0.265625,0.421875,0.3125,45,19,0.25,45
FBCNet,OpenBMI_MI,3,0,COMPLETE,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,d4df33d370a5f45991bf0138ef30ac183902c48401356dbe7c47a71cd8f74da6,b061f816c0e75b93309b913e1c7c6805cab1c3cefc19f10c428f973602fd45b6,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.3125,0.1875,0.046875,0.453125,0.1875,0.34375,0.0625,34,30,0.03125,49
FBCNet,OpenBMI_SSVEP,0,0,COMPLETE,940d8a3571b0761b40070e37f40b814d735a6a635eeb8f9d5e6fb1264f4da126,4146d199ff3c4f1bb6d436aedff6e0f979129bd9a7fdb85b1097f954a6980d2f,3753f973372e50340da16fd97186e9f2249cc0ef1972e5c44e46b61274c021ce,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.04,0.14,0.21,0.61,0.68,0.14,0.11,93,7,0.02,3
FBCNet,OpenBMI_SSVEP,0,0,COMPLETE,940d8a3571b0761b40070e37f40b814d735a6a635eeb8f9d5e6fb1264f4da126,4146d199ff3c4f1bb6d436aedff6e0f979129bd9a7fdb85b1097f954a6980d2f,3753f973372e50340da16fd97186e9f2249cc0ef1972e5c44e46b61274c021ce,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.06,0.15,0.45,0.34,0.59,0.13,0.09,79,21,0.1,5
FBCNet,OpenBMI_SSVEP,0,0,COMPLETE,940d8a3571b0761b40070e37f40b814d735a6a635eeb8f9d5e6fb1264f4da126,4146d199ff3c4f1bb6d436aedff6e0f979129bd9a7fdb85b1097f954a6980d2f,3753f973372e50340da16fd97186e9f2249cc0ef1972e5c44e46b61274c021ce,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.02,0.19,0.17,0.62,0.48,0.34,0.15,86,14,0.04,6
FBCNet,OpenBMI_SSVEP,0,0,COMPLETE,940d8a3571b0761b40070e37f40b814d735a6a635eeb8f9d5e6fb1264f4da126,4146d199ff3c4f1bb6d436aedff6e0f979129bd9a7fdb85b1097f954a6980d2f,3753f973372e50340da16fd97186e9f2249cc0ef1972e5c44e46b61274c021ce,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.41,0.22,0.18,0.19,0.22,0.03,0.02,28,72,0.1,15
FBCNet,OpenBMI_SSVEP,0,0,COMPLETE,940d8a3571b0761b40070e37f40b814d735a6a635eeb8f9d5e6fb1264f4da126,4146d199ff3c4f1bb6d436aedff6e0f979129bd9a7fdb85b1097f954a6980d2f,3753f973372e50340da16fd97186e9f2249cc0ef1972e5c44e46b61274c021ce,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.09,0.39,0.33,0.19,0.36,0.16,0.15,56,44,0.09,32
FBCNet,OpenBMI_SSVEP,0,0,COMPLETE,940d8a3571b0761b40070e37f40b814d735a6a635eeb8f9d5e6fb1264f4da126,4146d199ff3c4f1bb6d436aedff6e0f979129bd9a7fdb85b1097f954a6980d2f,3753f973372e50340da16fd97186e9f2249cc0ef1972e5c44e46b61274c021ce,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.07,0.24,0.42,0.27,0.33,0.19,0.18,59,41,0.26,33
FBCNet,OpenBMI_SSVEP,0,0,COMPLETE,940d8a3571b0761b40070e37f40b814d735a6a635eeb8f9d5e6fb1264f4da126,4146d199ff3c4f1bb6d436aedff6e0f979129bd9a7fdb85b1097f954a6980d2f,3753f973372e50340da16fd97186e9f2249cc0ef1972e5c44e46b61274c021ce,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.04,0.14,0.32,0.5,0.7,0.17,0.14,94,6,0.03,38
FBCNet,OpenBMI_SSVEP,0,0,COMPLETE,940d8a3571b0761b40070e37f40b814d735a6a635eeb8f9d5e6fb1264f4da126,4146d199ff3c4f1bb6d436aedff6e0f979129bd9a7fdb85b1097f954a6980d2f,3753f973372e50340da16fd97186e9f2249cc0ef1972e5c44e46b61274c021ce,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.07,0.16,0.26,0.51,0.61,0.13,0.09,83,17,0.02,47
FBCNet,OpenBMI_SSVEP,1,0,COMPLETE,fbf3e0a2fd674dcd12c4778ec354e898abd4613328abf4aef3eb58086d400243,bdecc9c2d6d05eead756e3550f9197dff5692e462846ef1f52289891d321eae6,4cd41a13dab7831f545f875eea708c080ade102e64483f40b7a1d89aa09c9d8a,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.16,0.11,0.37,0.36,0.57,0.16,0.07,77,23,0.04,2
FBCNet,OpenBMI_SSVEP,1,0,COMPLETE,fbf3e0a2fd674dcd12c4778ec354e898abd4613328abf4aef3eb58086d400243,bdecc9c2d6d05eead756e3550f9197dff5692e462846ef1f52289891d321eae6,4cd41a13dab7831f545f875eea708c080ade102e64483f40b7a1d89aa09c9d8a,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.05,0.2,0.43,0.32,0.38,0.16,0.15,64,36,0.24,14
FBCNet,OpenBMI_SSVEP,1,0,COMPLETE,fbf3e0a2fd674dcd12c4778ec354e898abd4613328abf4aef3eb58086d400243,bdecc9c2d6d05eead756e3550f9197dff5692e462846ef1f52289891d321eae6,4cd41a13dab7831f545f875eea708c080ade102e64483f40b7a1d89aa09c9d8a,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.0,0.24,0.33,0.43,0.5,0.3,0.2,86,14,0.06,26
FBCNet,OpenBMI_SSVEP,1,0,COMPLETE,fbf3e0a2fd674dcd12c4778ec354e898abd4613328abf4aef3eb58086d400243,bdecc9c2d6d05eead756e3550f9197dff5692e462846ef1f52289891d321eae6,4cd41a13dab7831f545f875eea708c080ade102e64483f40b7a1d89aa09c9d8a,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.03,0.16,0.35,0.46,0.57,0.16,0.15,83,17,0.1,28
FBCNet,OpenBMI_SSVEP,1,0,COMPLETE,fbf3e0a2fd674dcd12c4778ec354e898abd4613328abf4aef3eb58086d400243,bdecc9c2d6d05eead756e3550f9197dff5692e462846ef1f52289891d321eae6,4cd41a13dab7831f545f875eea708c080ade102e64483f40b7a1d89aa09c9d8a,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.0,0.26,0.4,0.34,0.68,0.08,0.1,84,16,0.0,31
FBCNet,OpenBMI_SSVEP,1,0,COMPLETE,fbf3e0a2fd674dcd12c4778ec354e898abd4613328abf4aef3eb58086d400243,bdecc9c2d6d05eead756e3550f9197dff5692e462846ef1f52289891d321eae6,4cd41a13dab7831f545f875eea708c080ade102e64483f40b7a1d89aa09c9d8a,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.19,0.35,0.27,0.19,0.35,0.17,0.18,63,37,0.04,35
FBCNet,OpenBMI_SSVEP,1,0,COMPLETE,fbf3e0a2fd674dcd12c4778ec354e898abd4613328abf4aef3eb58086d400243,bdecc9c2d6d05eead756e3550f9197dff5692e462846ef1f52289891d321eae6,4cd41a13dab7831f545f875eea708c080ade102e64483f40b7a1d89aa09c9d8a,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.08,0.16,0.34,0.42,0.56,0.22,0.13,85,15,0.05,40
FBCNet,OpenBMI_SSVEP,1,0,COMPLETE,fbf3e0a2fd674dcd12c4778ec354e898abd4613328abf4aef3eb58086d400243,bdecc9c2d6d05eead756e3550f9197dff5692e462846ef1f52289891d321eae6,4cd41a13dab7831f545f875eea708c080ade102e64483f40b7a1d89aa09c9d8a,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.01,0.2,0.2,0.59,0.72,0.15,0.16,95,5,0.0,43
FBCNet,OpenBMI_SSVEP,2,0,COMPLETE,1e76fb805ac34d9b98f5923843e040deadfebb4667f244ac72a78365289e03c7,d33c111e427b272165e4c22b2d65555fa33832a5326cd4dbdd457a294c6f9810,5123125cbe859867e6bdf6ab7954c6d2a61133892735c77144638fef6d87fe65,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.08,0.18,0.39,0.35,0.58,0.19,0.11,79,21,0.06,1
FBCNet,OpenBMI_SSVEP,2,0,COMPLETE,1e76fb805ac34d9b98f5923843e040deadfebb4667f244ac72a78365289e03c7,d33c111e427b272165e4c22b2d65555fa33832a5326cd4dbdd457a294c6f9810,5123125cbe859867e6bdf6ab7954c6d2a61133892735c77144638fef6d87fe65,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.06,0.24,0.4,0.3,0.55,0.22,0.16,82,18,0.05,8
FBCNet,OpenBMI_SSVEP,2,0,COMPLETE,1e76fb805ac34d9b98f5923843e040deadfebb4667f244ac72a78365289e03c7,d33c111e427b272165e4c22b2d65555fa33832a5326cd4dbdd457a294c6f9810,5123125cbe859867e6bdf6ab7954c6d2a61133892735c77144638fef6d87fe65,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.01,0.21,0.16,0.62,0.76,0.14,0.17,96,4,0.0,11
FBCNet,OpenBMI_SSVEP,2,0,COMPLETE,1e76fb805ac34d9b98f5923843e040deadfebb4667f244ac72a78365289e03c7,d33c111e427b272165e4c22b2d65555fa33832a5326cd4dbdd457a294c6f9810,5123125cbe859867e6bdf6ab7954c6d2a61133892735c77144638fef6d87fe65,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.39,0.15,0.12,0.34,0.21,0.19,0.01,40,60,0.06,23
FBCNet,OpenBMI_SSVEP,2,0,COMPLETE,1e76fb805ac34d9b98f5923843e040deadfebb4667f244ac72a78365289e03c7,d33c111e427b272165e4c22b2d65555fa33832a5326cd4dbdd457a294c6f9810,5123125cbe859867e6bdf6ab7954c6d2a61133892735c77144638fef6d87fe65,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.01,0.07,0.5,0.42,0.64,0.17,0.07,82,18,0.16,30
FBCNet,OpenBMI_SSVEP,2,0,COMPLETE,1e76fb805ac34d9b98f5923843e040deadfebb4667f244ac72a78365289e03c7,d33c111e427b272165e4c22b2d65555fa33832a5326cd4dbdd457a294c6f9810,5123125cbe859867e6bdf6ab7954c6d2a61133892735c77144638fef6d87fe65,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.02,0.17,0.29,0.52,0.72,0.17,0.13,92,8,0.02,48
FBCNet,OpenBMI_SSVEP,2,0,COMPLETE,1e76fb805ac34d9b98f5923843e040deadfebb4667f244ac72a78365289e03c7,d33c111e427b272165e4c22b2d65555fa33832a5326cd4dbdd457a294c6f9810,5123125cbe859867e6bdf6ab7954c6d2a61133892735c77144638fef6d87fe65,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.17,0.16,0.36,0.31,0.43,0.18,0.07,62,38,0.12,50
FBCNet,OpenBMI_SSVEP,2,0,COMPLETE,1e76fb805ac34d9b98f5923843e040deadfebb4667f244ac72a78365289e03c7,d33c111e427b272165e4c22b2d65555fa33832a5326cd4dbdd457a294c6f9810,5123125cbe859867e6bdf6ab7954c6d2a61133892735c77144638fef6d87fe65,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.08,0.17,0.33,0.42,0.48,0.32,0.12,82,18,0.06,52
FBCNet,OpenBMI_SSVEP,3,0,COMPLETE,5751369f8c080b81e938e9a69b5a0490a349d954dfb5db7a57af0b2546d39f60,e76ef2642ad0088e04ea9d32627c43677b98cdad6048471ae8482ade8930a9fe,064669a838321e2f859ac62b1b3e74d1dd5d949c1392cbf49fe57a25a975c013,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.1,0.06,0.22,0.62,0.66,0.1,0.05,89,11,0.03,10
FBCNet,OpenBMI_SSVEP,3,0,COMPLETE,5751369f8c080b81e938e9a69b5a0490a349d954dfb5db7a57af0b2546d39f60,e76ef2642ad0088e04ea9d32627c43677b98cdad6048471ae8482ade8930a9fe,064669a838321e2f859ac62b1b3e74d1dd5d949c1392cbf49fe57a25a975c013,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.01,0.12,0.28,0.59,0.71,0.24,0.1,97,3,0.0,16
FBCNet,OpenBMI_SSVEP,3,0,COMPLETE,5751369f8c080b81e938e9a69b5a0490a349d954dfb5db7a57af0b2546d39f60,e76ef2642ad0088e04ea9d32627c43677b98cdad6048471ae8482ade8930a9fe,064669a838321e2f859ac62b1b3e74d1dd5d949c1392cbf49fe57a25a975c013,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.18,0.23,0.26,0.33,0.48,0.11,0.15,71,29,0.06,19
FBCNet,OpenBMI_SSVEP,3,0,COMPLETE,5751369f8c080b81e938e9a69b5a0490a349d954dfb5db7a57af0b2546d39f60,e76ef2642ad0088e04ea9d32627c43677b98cdad6048471ae8482ade8930a9fe,064669a838321e2f859ac62b1b3e74d1dd5d949c1392cbf49fe57a25a975c013,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.24,0.14,0.26,0.36,0.45,0.11,0.11,62,38,0.09,22
FBCNet,OpenBMI_SSVEP,3,0,COMPLETE,5751369f8c080b81e938e9a69b5a0490a349d954dfb5db7a57af0b2546d39f60,e76ef2642ad0088e04ea9d32627c43677b98cdad6048471ae8482ade8930a9fe,064669a838321e2f859ac62b1b3e74d1dd5d949c1392cbf49fe57a25a975c013,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.03,0.23,0.1,0.64,0.58,0.21,0.11,82,18,0.05,27
FBCNet,OpenBMI_SSVEP,3,0,COMPLETE,5751369f8c080b81e938e9a69b5a0490a349d954dfb5db7a57af0b2546d39f60,e76ef2642ad0088e04ea9d32627c43677b98cdad6048471ae8482ade8930a9fe,064669a838321e2f859ac62b1b3e74d1dd5d949c1392cbf49fe57a25a975c013,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.09,0.31,0.27,0.33,0.38,0.17,0.12,61,39,0.11,34
FBCNet,OpenBMI_SSVEP,3,0,COMPLETE,5751369f8c080b81e938e9a69b5a0490a349d954dfb5db7a57af0b2546d39f60,e76ef2642ad0088e04ea9d32627c43677b98cdad6048471ae8482ade8930a9fe,064669a838321e2f859ac62b1b3e74d1dd5d949c1392cbf49fe57a25a975c013,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.01,0.23,0.29,0.47,0.43,0.32,0.18,82,18,0.08,45
FBCNet,OpenBMI_SSVEP,3,0,COMPLETE,5751369f8c080b81e938e9a69b5a0490a349d954dfb5db7a57af0b2546d39f60,e76ef2642ad0088e04ea9d32627c43677b98cdad6048471ae8482ade8930a9fe,064669a838321e2f859ac62b1b3e74d1dd5d949c1392cbf49fe57a25a975c013,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.22,0.07,0.43,0.28,0.31,0.07,0.04,40,60,0.35,49
FBCNet,OpenBMI_SSVEP,4,0,COMPLETE,8bd111fd7213f9ee971ff9d6dd720c7eb60407a477c1a01b39efad5d5a9c4d56,ec4ebad11ab3e505aa0b684a79dbf2ac6880b96f5f80191d6fc0697774f7bff3,706696f5a7300bc0e27885accf0b05176650b95baf9c4436669cb5e130e62b1e,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.01,0.2,0.08,0.71,0.52,0.41,0.19,95,5,0.03,7
FBCNet,OpenBMI_SSVEP,4,0,COMPLETE,8bd111fd7213f9ee971ff9d6dd720c7eb60407a477c1a01b39efad5d5a9c4d56,ec4ebad11ab3e505aa0b684a79dbf2ac6880b96f5f80191d6fc0697774f7bff3,706696f5a7300bc0e27885accf0b05176650b95baf9c4436669cb5e130e62b1e,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.07,0.18,0.18,0.57,0.57,0.17,0.12,84,16,0.04,9
FBCNet,OpenBMI_SSVEP,4,0,COMPLETE,8bd111fd7213f9ee971ff9d6dd720c7eb60407a477c1a01b39efad5d5a9c4d56,ec4ebad11ab3e505aa0b684a79dbf2ac6880b96f5f80191d6fc0697774f7bff3,706696f5a7300bc0e27885accf0b05176650b95baf9c4436669cb5e130e62b1e,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.05,0.23,0.34,0.38,0.49,0.22,0.17,78,22,0.11,20
