setting_id,fold,seed,direction_rank,outcome_subject,direction_sha256,intact_BA,erased_BA,U_BA,intact_F1,erased_F1,U_F1,intact_CE,erased_CE,U_CE
S1,0,1,4,19,62bf0714207aed729909cfe923af4dba9f3be951e70e970a442cf471090d749b,0.6799999999999999,0.66,-0.0199999999999999,0.6715927750410509,0.6565656565656566,-0.0150271184753942,0.6743240963050274,0.6113950778400529,0.0629290184649745
S1,0,1,4,32,62bf0714207aed729909cfe923af4dba9f3be951e70e970a442cf471090d749b,0.6699999999999999,0.62,-0.0499999999999999,0.6691729323308271,0.6175523349436394,-0.0516205973871877,0.776717958024991,0.7067105122600487,0.0700074457649423
S1,0,1,4,33,62bf0714207aed729909cfe923af4dba9f3be951e70e970a442cf471090d749b,0.81,0.75,-0.06,0.8067338012409724,0.7425599835238389,-0.0641738177171334,0.4225584171786585,0.4641494590547326,-0.0415910418760741
S1,0,1,4,41,62bf0714207aed729909cfe923af4dba9f3be951e70e970a442cf471090d749b,0.77,0.77,0.0,0.769792813532179,0.7694235588972431,-0.0003692546349358,0.4604567671202666,0.4861424048565799,-0.0256856377363132
S1,0,1,4,46,62bf0714207aed729909cfe923af4dba9f3be951e70e970a442cf471090d749b,0.63,0.6599999999999999,0.0299999999999999,0.6093337556752191,0.6310763888888888,0.0217426332136697,0.777780088395687,0.6447103826952923,0.1330697057003946
S1,0,1,4,47,62bf0714207aed729909cfe923af4dba9f3be951e70e970a442cf471090d749b,0.93,0.94,0.01,0.929936943248924,0.94,0.0100630567510758,0.2348391975874159,0.3253404166400222,-0.0905012190526062
S1,0,1,4,49,62bf0714207aed729909cfe923af4dba9f3be951e70e970a442cf471090d749b,0.8,0.83,0.0299999999999999,0.794745484400657,0.8270776116366596,0.0323321272360026,0.4241800168843138,0.4215471282441242,0.0026328886401895
S1,0,1,5,15,239540883003e0565262e6b83bb8dddad7ce199bd0312132d8dfb9597b29a4af,0.87,0.87,0.0,0.8698828946051447,0.8698828946051447,0.0,0.3676704138447905,0.3737473139414228,-0.0060769000966323
S1,0,1,5,19,239540883003e0565262e6b83bb8dddad7ce199bd0312132d8dfb9597b29a4af,0.6799999999999999,0.69,0.01,0.6715927750410509,0.6807743795695602,0.0091816045285093,0.6743240963050274,0.6821323354328718,-0.0078082391278443
S1,0,1,5,32,239540883003e0565262e6b83bb8dddad7ce199bd0312132d8dfb9597b29a4af,0.6699999999999999,0.6799999999999999,0.01,0.6691729323308271,0.6794871794871795,0.0103142471563524,0.776717958024991,0.7690859432711302,0.0076320147538607
S1,0,1,5,33,239540883003e0565262e6b83bb8dddad7ce199bd0312132d8dfb9597b29a4af,0.81,0.81,0.0,0.8067338012409724,0.8067338012409724,0.0,0.4225584171786585,0.4174045348615828,0.0051538823170756
S1,0,1,5,41,239540883003e0565262e6b83bb8dddad7ce199bd0312132d8dfb9597b29a4af,0.77,0.75,-0.02,0.769792813532179,0.7499749974997499,-0.019817816032429,0.4604567671202666,0.4610727400926555,-0.0006159729723889
S1,0,1,5,46,239540883003e0565262e6b83bb8dddad7ce199bd0312132d8dfb9597b29a4af,0.63,0.63,0.0,0.6093337556752191,0.6093337556752191,0.0,0.777780088395687,0.76176979510929,0.016010293286397
S1,0,1,5,47,239540883003e0565262e6b83bb8dddad7ce199bd0312132d8dfb9597b29a4af,0.93,0.92,-0.01,0.929936943248924,0.919967987194878,-0.009968956054046,0.2348391975874159,0.2357250974221181,-0.0008858998347022
S1,0,1,5,49,239540883003e0565262e6b83bb8dddad7ce199bd0312132d8dfb9597b29a4af,0.8,0.8,0.0,0.794745484400657,0.794745484400657,0.0,0.4241800168843138,0.4140486173583337,0.0101313995259801
S1,0,1,6,15,fcba02f6e35caaeb552b31e114e73afbe3c058a239fd66f418ae3a8f84844c60,0.87,0.8500000000000001,-0.0199999999999999,0.8698828946051447,0.849624060150376,-0.0202588344547687,0.3676704138447905,0.360304240777811,0.0073661730669795
S1,0,1,6,19,fcba02f6e35caaeb552b31e114e73afbe3c058a239fd66f418ae3a8f84844c60,0.6799999999999999,0.6799999999999999,0.0,0.6715927750410509,0.6715927750410509,0.0,0.6743240963050274,0.6627679106801007,0.0115561856249267
S1,0,1,6,32,fcba02f6e35caaeb552b31e114e73afbe3c058a239fd66f418ae3a8f84844c60,0.6699999999999999,0.6599999999999999,-0.01,0.6691729323308271,0.6594551282051282,-0.0097178041256988,0.776717958024991,0.7783178187967582,-0.0015998607717672
S1,0,1,6,33,fcba02f6e35caaeb552b31e114e73afbe3c058a239fd66f418ae3a8f84844c60,0.81,0.79,-0.02,0.8067338012409724,0.7851662404092071,-0.0215675608317652,0.4225584171786585,0.4257821488164051,-0.0032237316377465
S1,0,1,6,41,fcba02f6e35caaeb552b31e114e73afbe3c058a239fd66f418ae3a8f84844c60,0.77,0.78,0.01,0.769792813532179,0.779205138498595,0.0094123249664159,0.4604567671202666,0.4563582077152025,0.004098559405064
S1,0,1,6,46,fcba02f6e35caaeb552b31e114e73afbe3c058a239fd66f418ae3a8f84844c60,0.63,0.62,-0.01,0.6093337556752191,0.6006725514922236,-0.0086612041829954,0.777780088395687,0.7820784367436073,-0.0042983483479203
S1,0,1,6,47,fcba02f6e35caaeb552b31e114e73afbe3c058a239fd66f418ae3a8f84844c60,0.93,0.92,-0.01,0.929936943248924,0.9198717948717948,-0.0100651483771292,0.2348391975874159,0.2448648599491943,-0.0100256623617783
S1,0,1,6,49,fcba02f6e35caaeb552b31e114e73afbe3c058a239fd66f418ae3a8f84844c60,0.8,0.8,0.0,0.794745484400657,0.794745484400657,0.0,0.4241800168843138,0.4350304735611356,-0.0108504566768218
S1,0,1,7,15,dc2416745c0ce6e04a85c4a67dd582722acae5717f4d8d8d419ae876e35dbc52,0.87,0.87,0.0,0.8698828946051447,0.8698828946051447,0.0,0.3676704138447905,0.3659928380062691,0.0016775758385213
S1,0,1,7,19,dc2416745c0ce6e04a85c4a67dd582722acae5717f4d8d8d419ae876e35dbc52,0.6799999999999999,0.7,0.02,0.6715927750410509,0.6899545266639107,0.0183617516228598,0.6743240963050274,0.6778224048696779,-0.0034983085646504
S1,0,1,7,32,dc2416745c0ce6e04a85c4a67dd582722acae5717f4d8d8d419ae876e35dbc52,0.6699999999999999,0.6699999999999999,0.0,0.6691729323308271,0.6691729323308271,0.0,0.776717958024991,0.7756390765862602,0.0010788814387308
