task,fold,population,trials,base_norm,stats_norm,stats_base_ratio,q_mean,q_second_moment,mu_contribution_norm,logvar_contribution_norm,q_std
OpenBMI_ERP,3,heldout,27720,8.668376148039473,3.7832520891577652,0.4620013755852354,0.19663761948674788,0.2152982453064399,2.0810378130724247,2.4230132836800116,0.42027597112971476
OpenBMI_ERP,4,outer,15840,7.750416070764715,3.8937404156333266,0.5263573200112641,0.2132230910952344,0.17144550878855616,1.8577096315646413,2.6977455634360363,0.35493861752752337
OpenBMI_ERP,4,heldout,27720,8.209410974852107,4.066341026899274,0.5327653819692427,0.20339700564699084,0.23014684306164668,2.04782171216706,2.704566686442404,0.4344841782567976
OpenBMI_SSVEP,0,outer,800,1.7847989648580551,0.2781230714172125,0.19016514159739017,0.3215367663651705,0.24827690608799458,0.17757026944309473,0.1704897889867425,0.3806455227155895
OpenBMI_SSVEP,0,heldout,1400,2.20309071455683,0.2985116317868233,0.17130533499377115,0.2785542660525867,0.21965392146791732,0.18372328685862677,0.18364595781479562,0.3769103903208587
OpenBMI_SSVEP,1,outer,800,2.036917395889759,0.2756076231598854,0.2089621787890792,0.2326283734291792,0.20130166038870811,0.0983171034604311,0.20887773670256138,0.38364788578122316
OpenBMI_SSVEP,1,heldout,1400,2.099459869521005,0.27524307689496447,0.17643880205495016,0.24216985063893454,0.16280130403382437,0.09944002330303192,0.21275051363876887,0.32273064229375636
OpenBMI_SSVEP,2,outer,800,1.5766515918076038,0.34213017113506794,0.27302540373057127,0.2398299239575863,0.3148877904750407,0.22766686044633389,0.17422577552497387,0.5073158760077778
OpenBMI_SSVEP,2,heldout,1400,2.0777052470615933,0.34736040979623795,0.22096820707832063,0.2490360981651715,0.1819690606955971,0.2173455666218485,0.20286707367215837,0.3463381043233103
OpenBMI_SSVEP,3,outer,800,1.6833594664931297,0.31922145187854767,0.25076382234692574,0.2574010845273733,0.1669350084848702,0.1704145586118102,0.26222577318549156,0.31730063058399716
OpenBMI_SSVEP,3,heldout,1400,2.060458247150694,0.3781738526054791,0.2512294000812939,0.26751215543065754,0.18271866493991443,0.18319083377718925,0.3117144187646253,0.33340052734925024
OpenBMI_SSVEP,4,outer,800,1.8083895593881607,0.312001371756196,0.2119210585951805,0.20378001406788826,0.09229265665635467,0.12154914438724518,0.22804436273872852,0.22531391994913658
OpenBMI_SSVEP,4,heldout,1400,2.051355783428465,0.3744181575519698,0.23423982943807328,0.22838543036154338,0.14690267241426877,0.16095015034079552,0.2561656965741089,0.30780313125899383
WBCIC_MI,0,outer,1400,1.8057518257413592,0.6240741893223354,0.36159821697643824,0.1927152865273612,0.1177411143055984,0.30928995421954564,0.5104138129098075,0.2839047950357223
WBCIC_MI,0,heldout,2000,1.653263074874878,0.6140635343790054,0.3950771831870079,0.17700145739316941,0.21921528209745883,0.28058185303211214,0.4664286478161812,0.43345791742469403
WBCIC_MI,1,outer,1200,2.210602954228719,0.44634689211845396,0.22418562650680543,0.20375163276990255,0.13124601485828558,0.24299762944380443,0.3007625076174736,0.29955181021299865
WBCIC_MI,1,heldout,2000,1.8422457756996156,0.39911160796880724,0.2382126567363739,0.1593790636062622,0.07393176484107972,0.17446726995706557,0.29488540586829187,0.22029543555205755
WBCIC_MI,2,outer,1200,1.6159152221679687,0.6399631148576737,0.41943644086519877,0.15791163290540378,0.0646415900066495,0.37456881483395893,0.41254365781943003,0.1992624053849559
WBCIC_MI,2,heldout,2000,1.7195804858207702,0.6448084642887115,0.40082836931943894,0.1806172970533371,0.09666900000721217,0.3805087187886238,0.4752289476394653,0.25307388646867296
WBCIC_MI,3,outer,1195,1.7524861070401498,0.2904996981930034,0.17380717739649895,0.22228979999550216,0.2030280763945819,0.19040385665504503,0.21643494328943755,0.3919379047917432
WBCIC_MI,3,heldout,2000,1.4235651149749755,0.2786205271184444,0.2009865621328354,0.15777910766005515,0.15146013524383306,0.1512617745101452,0.21215201541781425,0.3557609990286032
WBCIC_MI,4,outer,1200,1.295507640838623,0.37691111067930855,0.3106868159770966,0.18405302385489145,0.09009304728358984,0.17799891422192254,0.30203030188878377,0.23710236543202307
WBCIC_MI,4,heldout,2000,1.3986179370880127,0.4006780328154564,0.3065580161511898,0.18511128693819046,0.2855306297391653,0.19724237960577012,0.3008222356438637,0.5012628464062066
