dataset,method_id,outer_fold,model_family,configuration,threshold,candidate_order,calibration_delta_BA,calibration_worst_subject_delta,calibration_switch_rate,calibration_rescue_precision,calibration_harm_rate,selected,heldout_subjects_read_for_selection,OUTER_TEST_USED
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_THR050,3,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.5,1,-0.0005555555555555561,-0.015000000000000013,0.009444444444444445,0.47058823529411764,0.5294117647058824,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_THR050,3,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.5,2,0.0011111111111111243,-0.010000000000000009,0.006666666666666667,0.5833333333333334,0.4166666666666667,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_THR050,4,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.5,0,0.008333333333333328,0.0,0.012777777777777779,0.8260869565217391,0.17391304347826086,True,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_THR050,4,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.5,1,0.0050000000000000044,-0.0050000000000000044,0.008333333333333333,0.8,0.2,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_THR050,4,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.5,2,0.001666666666666668,-0.0050000000000000044,0.007222222222222222,0.6153846153846154,0.38461538461538464,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,0,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.475,0,-0.0011111111111111243,-0.020000000000000018,0.022222222222222223,0.475,0.525,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,0,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.5,1,0.005555555555555548,-0.0050000000000000044,0.014444444444444444,0.6923076923076923,0.3076923076923077,True,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,0,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.525,2,0.001666666666666668,-0.014999999999999902,0.013888888888888888,0.56,0.44,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,0,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.475,3,0.0005555555555555314,-0.020000000000000018,0.021666666666666667,0.5128205128205128,0.48717948717948717,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,0,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.5,4,0.0016666666666666804,-0.0050000000000000044,0.009444444444444445,0.5882352941176471,0.4117647058823529,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,0,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.525,5,-0.002222222222222212,-0.014999999999999902,0.005555555555555556,0.3,0.7,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,0,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.475,6,-0.001666666666666668,-0.020000000000000018,0.02277777777777778,0.4634146341463415,0.5365853658536586,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,0,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.5,7,-0.0011111111111111122,-0.0050000000000000044,0.006666666666666667,0.4166666666666667,0.5833333333333334,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,0,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.525,8,-0.004444444444444449,-0.010000000000000009,0.005555555555555556,0.1,0.9,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,1,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.475,0,0.0011111111111111243,-0.0050000000000000044,0.013333333333333334,0.5416666666666666,0.4583333333333333,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,1,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.5,1,0.0050000000000000044,0.0,0.008333333333333333,0.8,0.2,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,1,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.525,2,0.00666666666666666,-0.004999999999999893,0.012222222222222223,0.7727272727272727,0.22727272727272727,True,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,1,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.475,3,-0.0011111111111111122,-0.015000000000000013,0.012222222222222223,0.45454545454545453,0.5454545454545454,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,1,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.5,4,0.0011111111111111243,0.0,0.0033333333333333335,0.6666666666666666,0.3333333333333333,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,1,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.525,5,0.0027777777777777926,-0.010000000000000009,0.006111111111111111,0.7272727272727273,0.2727272727272727,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,1,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.475,6,-0.0011111111111111122,-0.010000000000000009,0.013333333333333334,0.4583333333333333,0.5416666666666666,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,1,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.5,7,0.0022222222222222365,0.0,0.0033333333333333335,0.8333333333333334,0.16666666666666666,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,1,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.525,8,0.00277777777777778,-0.0050000000000000044,0.005,0.7777777777777778,0.2222222222222222,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,2,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.475,0,-0.005000000000000017,-0.020000000000000018,0.02277777777777778,0.3902439024390244,0.6097560975609756,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,2,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.5,1,-0.0005555555555555561,-0.019999999999999907,0.01611111111111111,0.4827586206896552,0.5172413793103449,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,2,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.525,2,-0.0011111111111111367,-0.015000000000000013,0.015555555555555555,0.4642857142857143,0.5357142857142857,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,2,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.475,3,-0.006111111111111154,-0.025000000000000022,0.020555555555555556,0.35135135135135137,0.6486486486486487,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,2,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.5,4,-0.0027777777777778048,-0.019999999999999907,0.01611111111111111,0.41379310344827586,0.5862068965517241,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,2,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.525,5,-1.2335811384723961e-17,-0.0050000000000001155,0.006666666666666667,0.5,0.5,True,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,2,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.475,6,-0.005555555555555585,-0.03500000000000003,0.023333333333333334,0.38095238095238093,0.6190476190476191,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,2,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.5,7,-0.003333333333333361,-0.020000000000000018,0.015555555555555555,0.39285714285714285,0.6071428571428571,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,2,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.525,8,-0.0005555555555555561,-0.0050000000000000044,0.0038888888888888888,0.42857142857142855,0.5714285714285714,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,3,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.475,0,0.0038888888888888922,-0.010000000000000009,0.01611111111111111,0.6206896551724138,0.3793103448275862,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,3,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.5,1,0.002222222222222212,-0.015000000000000013,0.014444444444444444,0.5769230769230769,0.4230769230769231,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,3,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.525,2,-0.0005555555555555683,-0.015000000000000013,0.021666666666666667,0.48717948717948717,0.5128205128205128,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,3,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.475,3,0.006111111111111117,0.0,0.006111111111111111,1.0,0.0,True,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,3,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.5,4,-0.0005555555555555561,-0.015000000000000013,0.009444444444444445,0.47058823529411764,0.5294117647058824,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,3,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.525,5,-0.006111111111111117,-0.025000000000000022,0.020555555555555556,0.35135135135135137,0.6486486486486487,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,3,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.475,6,0.0022222222222222244,-0.0050000000000001155,0.0044444444444444444,0.75,0.25,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,3,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.5,7,0.0011111111111111243,-0.010000000000000009,0.006666666666666667,0.5833333333333334,0.4166666666666667,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,3,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.525,8,-0.006111111111111117,-0.025000000000000022,0.026111111111111113,0.3829787234042553,0.6170212765957447,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,4,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.475,0,0.007777777777777772,-0.004999999999999893,0.02,0.6944444444444444,0.3055555555555556,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,4,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.5,1,0.008333333333333328,0.0,0.012777777777777779,0.8260869565217391,0.17391304347826086,True,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,4,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.525,2,0.005555555555555548,-0.010000000000000009,0.016666666666666666,0.6666666666666666,0.3333333333333333,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,4,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.475,3,0.006111111111111079,-0.0050000000000000044,0.018333333333333333,0.6666666666666666,0.3333333333333333,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,4,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.5,4,0.0050000000000000044,-0.0050000000000000044,0.008333333333333333,0.8,0.2,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,4,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.525,5,-0.001666666666666668,-0.020000000000000018,0.008333333333333333,0.4,0.6,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,4,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.475,6,0.005555555555555524,-0.0050000000000000044,0.02,0.6388888888888888,0.3611111111111111,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,4,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.5,7,0.001666666666666668,-0.0050000000000000044,0.007222222222222222,0.6153846153846154,0.38461538461538464,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_SHRUNK_THR,4,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.525,8,-0.00277777777777778,-0.020000000000000018,0.009444444444444445,0.35294117647058826,0.6470588235294118,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_CONFIG_AVG,0,stacking_configuration_average,"[{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}]",0.475,0,0.0005555555555555437,-0.020000000000000018,0.021666666666666667,0.5128205128205128,0.48717948717948717,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_CONFIG_AVG,0,stacking_configuration_average,"[{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}]",0.5,1,0.002777777777777768,-0.0050000000000000044,0.009444444444444445,0.6470588235294118,0.35294117647058826,True,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_CONFIG_AVG,0,stacking_configuration_average,"[{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}]",0.525,2,-0.0016666666666666557,-0.014999999999999902,0.005,0.3333333333333333,0.6666666666666666,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_CONFIG_AVG,1,stacking_configuration_average,"[{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}]",0.475,0,0.0,-0.010000000000000009,0.012222222222222223,0.5,0.5,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_CONFIG_AVG,1,stacking_configuration_average,"[{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}]",0.5,1,0.001666666666666668,0.0,0.0038888888888888888,0.7142857142857143,0.2857142857142857,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_CONFIG_AVG,1,stacking_configuration_average,"[{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}]",0.525,2,0.0027777777777777926,-0.010000000000000009,0.006111111111111111,0.7272727272727273,0.2727272727272727,True,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_CONFIG_AVG,2,stacking_configuration_average,"[{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}]",0.475,0,-0.006111111111111154,-0.025000000000000022,0.021666666666666667,0.358974358974359,0.6410256410256411,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_CONFIG_AVG,2,stacking_configuration_average,"[{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}]",0.5,1,-0.0027777777777777926,-0.019999999999999907,0.015,0.4074074074074074,0.5925925925925926,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_CONFIG_AVG,2,stacking_configuration_average,"[{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}]",0.525,2,-0.0011111111111111243,-0.010000000000000009,0.0077777777777777776,0.42857142857142855,0.5714285714285714,True,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_CONFIG_AVG,3,stacking_configuration_average,"[{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}]",0.475,0,0.005000000000000017,0.0,0.006111111111111111,0.9090909090909091,0.09090909090909091,True,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_CONFIG_AVG,3,stacking_configuration_average,"[{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}]",0.5,1,0.0011111111111111122,-0.015000000000000013,0.01,0.5555555555555556,0.4444444444444444,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_CONFIG_AVG,3,stacking_configuration_average,"[{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}]",0.525,2,-0.00277777777777778,-0.020000000000000018,0.020555555555555556,0.43243243243243246,0.5675675675675675,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_CONFIG_AVG,4,stacking_configuration_average,"[{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}]",0.475,0,0.004444444444444449,-0.0050000000000000044,0.016666666666666666,0.6333333333333333,0.36666666666666664,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_CONFIG_AVG,4,stacking_configuration_average,"[{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}]",0.5,1,0.00666666666666666,0.0,0.008888888888888889,0.875,0.125,True,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_MASKED_POOL_CONFIG_AVG,4,stacking_configuration_average,"[{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}, {""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}]",0.525,2,0.0005555555555555437,-0.020000000000000018,0.010555555555555556,0.5263157894736842,0.47368421052631576,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_CONTEXTUAL_POSITIVE_POOL,0,stacking,"{""context_mode"": ""prediction"", ""l2"": 0.01}",0.475,0,-2.4671622769447922e-17,-0.015000000000000013,0.023333333333333334,0.5,0.5,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_CONTEXTUAL_POSITIVE_POOL,0,stacking,"{""context_mode"": ""prediction"", ""l2"": 0.01}",0.5,1,0.004444444444444461,-0.0050000000000000044,0.015555555555555555,0.6428571428571429,0.35714285714285715,True,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_CONTEXTUAL_POSITIVE_POOL,0,stacking,"{""context_mode"": ""prediction"", ""l2"": 0.01}",0.525,2,0.0011111111111111243,-0.02499999999999991,0.012222222222222223,0.5454545454545454,0.45454545454545453,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_CONTEXTUAL_POSITIVE_POOL,0,stacking,"{""context_mode"": ""session_prediction"", ""l2"": 0.01}",0.475,3,-0.0022222222222222365,-0.030000000000000027,0.02666666666666667,0.4583333333333333,0.5416666666666666,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_CONTEXTUAL_POSITIVE_POOL,0,stacking,"{""context_mode"": ""session_prediction"", ""l2"": 0.01}",0.5,4,0.0011111111111110998,-0.0050000000000000044,0.013333333333333334,0.5416666666666666,0.4583333333333333,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_CONTEXTUAL_POSITIVE_POOL,0,stacking,"{""context_mode"": ""session_prediction"", ""l2"": 0.01}",0.525,5,0.00277777777777778,-0.014999999999999902,0.015,0.5925925925925926,0.4074074074074074,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_CONTEXTUAL_POSITIVE_POOL,0,stacking,"{""context_mode"": ""prediction"", ""l2"": 0.1}",0.475,6,-0.0011111111111111243,-0.020000000000000018,0.022222222222222223,0.475,0.525,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_CONTEXTUAL_POSITIVE_POOL,0,stacking,"{""context_mode"": ""prediction"", ""l2"": 0.1}",0.5,7,0.0016666666666666804,-0.0050000000000000044,0.009444444444444445,0.5882352941176471,0.4117647058823529,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_CONTEXTUAL_POSITIVE_POOL,0,stacking,"{""context_mode"": ""prediction"", ""l2"": 0.1}",0.525,8,-0.0038888888888888922,-0.020000000000000018,0.005,0.1111111111111111,0.8888888888888888,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_CONTEXTUAL_POSITIVE_POOL,0,stacking,"{""context_mode"": ""session_prediction"", ""l2"": 0.1}",0.475,9,-0.0005555555555555561,-0.020000000000000018,0.021666666666666667,0.48717948717948717,0.5128205128205128,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_CONTEXTUAL_POSITIVE_POOL,0,stacking,"{""context_mode"": ""session_prediction"", ""l2"": 0.1}",0.5,10,0.001666666666666668,-0.0050000000000000044,0.008333333333333333,0.6,0.4,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_CONTEXTUAL_POSITIVE_POOL,0,stacking,"{""context_mode"": ""session_prediction"", ""l2"": 0.1}",0.525,11,-0.0038888888888888922,-0.020000000000000018,0.006111111111111111,0.18181818181818182,0.8181818181818182,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_CONTEXTUAL_POSITIVE_POOL,0,stacking,"{""context_mode"": ""prediction"", ""l2"": 1.0}",0.475,12,-0.001666666666666668,-0.020000000000000018,0.02277777777777778,0.4634146341463415,0.5365853658536586,False,False,False
