task,condition,subject_id,session,BA,macro_F1,folds
OpenBMI_MI,M01_TRANSPLANT_STATE,25,S2,0.976,0.9759795739225394,5
OpenBMI_MI,M01_TRANSPLANT_STATE,29,S1,0.618,0.5958574317633654,5
OpenBMI_MI,M01_TRANSPLANT_STATE,29,S2,0.702,0.6995595085706038,5
OpenBMI_MI,M01_TRANSPLANT_STATE,36,S1,0.95,0.949984189771915,5
OpenBMI_MI,M01_TRANSPLANT_STATE,36,S2,0.9259999999999999,0.9259108646458885,5
OpenBMI_MI,M01_TRANSPLANT_STATE,37,S1,0.704,0.7007023085918066,5
OpenBMI_MI,M01_TRANSPLANT_STATE,37,S2,0.732,0.7156346269043516,5
OpenBMI_MI,M01_TRANSPLANT_STATE,39,S1,0.8320000000000001,0.8314414703870228,5
OpenBMI_MI,M01_TRANSPLANT_STATE,39,S2,0.784,0.7826644995967653,5
OpenBMI_MI,M01_TRANSPLANT_STATE,4,S1,0.732,0.7305656250353297,5
OpenBMI_MI,M01_TRANSPLANT_STATE,4,S2,0.834,0.8324258053916095,5
OpenBMI_MI,M01_TRANSPLANT_STATE,42,S1,0.732,0.7289604899706772,5
OpenBMI_MI,M01_TRANSPLANT_STATE,42,S2,0.722,0.715956156165995,5
OpenBMI_MI,M01_TRANSPLANT_STATE,51,S1,0.708,0.6996195728556047,5
OpenBMI_MI,M01_TRANSPLANT_STATE,51,S2,0.6779999999999999,0.6735970657768002,5
OpenBMI_MI,M01_TRANSPLANT_STATE,54,S1,0.65,0.6458259600642869,5
OpenBMI_MI,M01_TRANSPLANT_STATE,54,S2,0.734,0.7333869262076267,5
OpenBMI_MI,M10_RESTORE_STATE,12,S1,0.756,0.7429602928977944,5
OpenBMI_MI,M10_RESTORE_STATE,12,S2,0.734,0.7252592626691164,5
OpenBMI_MI,M10_RESTORE_STATE,13,S1,0.708,0.6911485468277214,5
OpenBMI_MI,M10_RESTORE_STATE,13,S2,0.71,0.705271199005806,5
OpenBMI_MI,M10_RESTORE_STATE,17,S1,0.738,0.7362465187807261,5
OpenBMI_MI,M10_RESTORE_STATE,17,S2,0.612,0.5971476832655039,5
OpenBMI_MI,M10_RESTORE_STATE,18,S1,0.76,0.7596760790688232,5
OpenBMI_MI,M10_RESTORE_STATE,18,S2,0.712,0.7110917754441852,5
OpenBMI_MI,M10_RESTORE_STATE,24,S1,0.6779999999999999,0.6731391835383075,5
OpenBMI_MI,M10_RESTORE_STATE,24,S2,0.568,0.4983445716225581,5
OpenBMI_MI,M10_RESTORE_STATE,25,S1,0.79,0.7839615005925731,5
OpenBMI_MI,M10_RESTORE_STATE,25,S2,0.9800000000000001,0.9799839782066673,5
OpenBMI_MI,M10_RESTORE_STATE,29,S1,0.602,0.5781017233961739,5
OpenBMI_MI,M10_RESTORE_STATE,29,S2,0.708,0.7028029202006733,5
OpenBMI_MI,M10_RESTORE_STATE,36,S1,0.952,0.9519482851172588,5
OpenBMI_MI,M10_RESTORE_STATE,36,S2,0.9299999999999999,0.9298726188742471,5
OpenBMI_MI,M10_RESTORE_STATE,37,S1,0.704,0.7011624133104386,5
OpenBMI_MI,M10_RESTORE_STATE,37,S2,0.736,0.7170974771751977,5
OpenBMI_MI,M10_RESTORE_STATE,39,S1,0.8320000000000001,0.8311171931239223,5
OpenBMI_MI,M10_RESTORE_STATE,39,S2,0.766,0.76344919892944,5
OpenBMI_MI,M10_RESTORE_STATE,4,S1,0.738,0.7362928680086054,5
OpenBMI_MI,M10_RESTORE_STATE,4,S2,0.8280000000000001,0.8270740887084724,5
OpenBMI_MI,M10_RESTORE_STATE,42,S1,0.726,0.719848512196118,5
OpenBMI_MI,M10_RESTORE_STATE,42,S2,0.724,0.7195101604627021,5
OpenBMI_MI,M10_RESTORE_STATE,51,S1,0.71,0.7021232562922298,5
OpenBMI_MI,M10_RESTORE_STATE,51,S2,0.6839999999999999,0.6802489177489177,5
OpenBMI_MI,M10_RESTORE_STATE,54,S1,0.646,0.6450185525909877,5
OpenBMI_MI,M10_RESTORE_STATE,54,S2,0.716,0.7154424877584106,5
OpenBMI_MI,M11_ADAPTED,12,S1,0.742,0.7233956040659939,5
OpenBMI_MI,M11_ADAPTED,12,S2,0.74,0.7322209180945513,5
OpenBMI_MI,M11_ADAPTED,13,S1,0.716,0.7033640489166517,5
OpenBMI_MI,M11_ADAPTED,13,S2,0.708,0.7044946466838873,5
OpenBMI_MI,M11_ADAPTED,17,S1,0.744,0.7433038243764759,5
OpenBMI_MI,M11_ADAPTED,17,S2,0.6220000000000001,0.6080837719193407,5
OpenBMI_MI,M11_ADAPTED,18,S1,0.762,0.7617244961155748,5
OpenBMI_MI,M11_ADAPTED,18,S2,0.728,0.727754725207759,5
OpenBMI_MI,M11_ADAPTED,24,S1,0.682,0.6784853267563475,5
OpenBMI_MI,M11_ADAPTED,24,S2,0.5720000000000001,0.5043834997747709,5
OpenBMI_MI,M11_ADAPTED,25,S1,0.788,0.7809426486896915,5
OpenBMI_MI,M11_ADAPTED,25,S2,0.9800000000000001,0.9799839782066673,5
OpenBMI_MI,M11_ADAPTED,29,S1,0.608,0.5825828230033718,5
OpenBMI_MI,M11_ADAPTED,29,S2,0.708,0.7060557649025265,5
OpenBMI_MI,M11_ADAPTED,36,S1,0.9559999999999998,0.9559907971589476,5
OpenBMI_MI,M11_ADAPTED,36,S2,0.9279999999999999,0.9278933636677593,5
OpenBMI_MI,M11_ADAPTED,37,S1,0.708,0.7056475851102351,5
OpenBMI_MI,M11_ADAPTED,37,S2,0.73,0.7136944189210604,5
OpenBMI_MI,M11_ADAPTED,39,S1,0.836,0.8356538392196429,5
OpenBMI_MI,M11_ADAPTED,39,S2,0.766,0.7646038110294007,5
OpenBMI_MI,M11_ADAPTED,4,S1,0.75,0.7492393029932606,5
OpenBMI_MI,M11_ADAPTED,4,S2,0.8280000000000001,0.8267870172759417,5
OpenBMI_MI,M11_ADAPTED,42,S1,0.726,0.7222049855000169,5
OpenBMI_MI,M11_ADAPTED,42,S2,0.712,0.7081550112656556,5
OpenBMI_MI,M11_ADAPTED,51,S1,0.704,0.6955742923898549,5
OpenBMI_MI,M11_ADAPTED,51,S2,0.6739999999999999,0.669425011976174,5
OpenBMI_MI,M11_ADAPTED,54,S1,0.65,0.6480840381120332,5
OpenBMI_MI,M11_ADAPTED,54,S2,0.728,0.7271309865215907,5
WBCIC_MI,M00_ORIGINAL,sub-10,S0,0.617,0.6125603306512195,5
WBCIC_MI,M00_ORIGINAL,sub-10,S1,0.712,0.7100917121814605,5
WBCIC_MI,M00_ORIGINAL,sub-10,S2,0.805,0.804085345595443,5
WBCIC_MI,M00_ORIGINAL,sub-15,S0,0.791,0.7902696900606253,5
WBCIC_MI,M00_ORIGINAL,sub-15,S1,0.735,0.7320366063451054,5
WBCIC_MI,M00_ORIGINAL,sub-15,S2,0.745,0.7429645877287913,5
WBCIC_MI,M00_ORIGINAL,sub-20,S0,0.942,0.9419649175297866,5
WBCIC_MI,M00_ORIGINAL,sub-20,S1,0.8320000000000001,0.8285379465402638,5
WBCIC_MI,M00_ORIGINAL,sub-20,S2,0.523,0.5195640962689839,5
WBCIC_MI,M00_ORIGINAL,sub-39,S0,0.561,0.5378759076760757,5
WBCIC_MI,M00_ORIGINAL,sub-39,S1,0.781,0.7779385960613966,5
WBCIC_MI,M00_ORIGINAL,sub-39,S2,0.835,0.8346083050729296,5
WBCIC_MI,M00_ORIGINAL,sub-4,S0,0.571,0.5694014630767048,5
WBCIC_MI,M00_ORIGINAL,sub-4,S1,0.5589999999999999,0.5577273780297252,5
WBCIC_MI,M00_ORIGINAL,sub-4,S2,0.633,0.6270946948606719,5
WBCIC_MI,M00_ORIGINAL,sub-40,S0,0.884,0.8839501171092042,5
WBCIC_MI,M00_ORIGINAL,sub-40,S1,0.7769999999999999,0.7763447793568492,5
WBCIC_MI,M00_ORIGINAL,sub-40,S2,0.874,0.8738551992448415,5
WBCIC_MI,M00_ORIGINAL,sub-43,S0,0.9949999999999999,0.9949999749993751,5
WBCIC_MI,M00_ORIGINAL,sub-43,S1,0.9949999999999999,0.9949997749793731,5
WBCIC_MI,M00_ORIGINAL,sub-43,S2,0.992,0.991999549958746,5
WBCIC_MI,M00_ORIGINAL,sub-46,S0,0.983,0.9829853094658292,5
WBCIC_MI,M00_ORIGINAL,sub-46,S1,0.984,0.9839907928339027,5
WBCIC_MI,M00_ORIGINAL,sub-46,S2,0.968,0.9679513916105668,5
WBCIC_MI,M00_ORIGINAL,sub-51,S0,0.745,0.7420950259511113,5
WBCIC_MI,M00_ORIGINAL,sub-51,S1,0.825,0.8233855529679713,5
WBCIC_MI,M00_ORIGINAL,sub-51,S2,0.804,0.8032935673812274,5
WBCIC_MI,M00_ORIGINAL,sub-8,S0,0.875,0.8747295236615539,5
WBCIC_MI,M00_ORIGINAL,sub-8,S1,0.9219999999999999,0.9218966187157317,5
WBCIC_MI,M00_ORIGINAL,sub-8,S2,0.914,0.9137599159378744,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-10,S0,0.631,0.6282984810735496,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-10,S1,0.711,0.7086423138881844,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-10,S2,0.8119999999999999,0.8113430179103887,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-15,S0,0.7979999999999999,0.7971746225189381,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-15,S1,0.732,0.7285660730052437,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-15,S2,0.733,0.7305281283729896,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-20,S0,0.9460000000000001,0.9459792374565932,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-20,S1,0.8459999999999999,0.843583517411588,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-20,S2,0.534,0.5280142879070137,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-39,S0,0.529,0.5051307854791933,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-39,S1,0.7969999999999999,0.7957100929625119,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-39,S2,0.835,0.8347870228452041,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-4,S0,0.564,0.5630691621010819,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-4,S1,0.5730000000000001,0.5706935805007216,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-4,S2,0.631,0.6235373077560716,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-40,S0,0.89,0.8899776902270677,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-40,S1,0.791,0.7902528574323856,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-40,S2,0.873,0.8728959903875205,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-43,S0,0.994,0.9939999499987501,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-43,S1,0.9960000000000001,0.9959995999599961,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-43,S2,0.994,0.993999599959996,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-46,S0,0.9879999999999999,0.9879909894421124,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-46,S1,0.9869999999999999,0.9869938216036569,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-46,S2,0.975,0.9749716113899144,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-51,S0,0.752,0.7487399216332913,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-51,S1,0.828,0.8262242129955016,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-51,S2,0.7969999999999999,0.7964273053205709,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-8,S0,0.8870000000000001,0.886720716398095,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-8,S1,0.929,0.9289192186552396,5
WBCIC_MI,M01_TRANSPLANT_STATE,sub-8,S2,0.9199999999999999,0.9198392175034946,5
WBCIC_MI,M10_RESTORE_STATE,sub-10,S0,0.632,0.627479524358986,5
WBCIC_MI,M10_RESTORE_STATE,sub-10,S1,0.719,0.716273352527182,5
WBCIC_MI,M10_RESTORE_STATE,sub-10,S2,0.794,0.7922777333526808,5
WBCIC_MI,M10_RESTORE_STATE,sub-15,S0,0.794,0.7932350219071802,5
WBCIC_MI,M10_RESTORE_STATE,sub-15,S1,0.72,0.7166955015157382,5
WBCIC_MI,M10_RESTORE_STATE,sub-15,S2,0.761,0.7584615680421474,5
WBCIC_MI,M10_RESTORE_STATE,sub-20,S0,0.9410000000000001,0.9409525523417784,5
WBCIC_MI,M10_RESTORE_STATE,sub-20,S1,0.833,0.8286680660044006,5
WBCIC_MI,M10_RESTORE_STATE,sub-20,S2,0.508,0.5033847438866352,5
WBCIC_MI,M10_RESTORE_STATE,sub-39,S0,0.5599999999999999,0.5310032048666623,5
WBCIC_MI,M10_RESTORE_STATE,sub-39,S1,0.792,0.7880561821160421,5
WBCIC_MI,M10_RESTORE_STATE,sub-39,S2,0.8400000000000001,0.8396323209190811,5
WBCIC_MI,M10_RESTORE_STATE,sub-4,S0,0.583,0.5804282013664503,5
WBCIC_MI,M10_RESTORE_STATE,sub-4,S1,0.576,0.5740204858373892,5
WBCIC_MI,M10_RESTORE_STATE,sub-4,S2,0.636,0.6309550943050143,5
WBCIC_MI,M10_RESTORE_STATE,sub-40,S0,0.885,0.8847401563075115,5
WBCIC_MI,M10_RESTORE_STATE,sub-40,S1,0.761,0.759175296906744,5
WBCIC_MI,M10_RESTORE_STATE,sub-40,S2,0.8699999999999999,0.8697809428987651,5
WBCIC_MI,M10_RESTORE_STATE,sub-43,S0,0.9960000000000001,0.99599994999875,5
WBCIC_MI,M10_RESTORE_STATE,sub-43,S1,0.993,0.992999374939369,5
WBCIC_MI,M10_RESTORE_STATE,sub-43,S2,0.994,0.9939998999974999,5
WBCIC_MI,M10_RESTORE_STATE,sub-46,S0,0.9800000000000001,0.9799827272596492,5
WBCIC_MI,M10_RESTORE_STATE,sub-46,S1,0.9730000000000001,0.9729384887217858,5
WBCIC_MI,M10_RESTORE_STATE,sub-46,S2,0.966,0.9659078193860235,5
WBCIC_MI,M10_RESTORE_STATE,sub-51,S0,0.753,0.750563794081305,5
WBCIC_MI,M10_RESTORE_STATE,sub-51,S1,0.8230000000000001,0.8212292794633665,5
WBCIC_MI,M10_RESTORE_STATE,sub-51,S2,0.807,0.8060259368761077,5
WBCIC_MI,M10_RESTORE_STATE,sub-8,S0,0.874,0.8735908490893554,5
WBCIC_MI,M10_RESTORE_STATE,sub-8,S1,0.9179999999999999,0.9179239262733674,5
WBCIC_MI,M10_RESTORE_STATE,sub-8,S2,0.9049999999999999,0.904796443070165,5
WBCIC_MI,M11_ADAPTED,sub-10,S0,0.638,0.6345799797339693,5
WBCIC_MI,M11_ADAPTED,sub-10,S1,0.714,0.7106611016960072,5
WBCIC_MI,M11_ADAPTED,sub-10,S2,0.808,0.8072320915925646,5
WBCIC_MI,M11_ADAPTED,sub-15,S0,0.7939999999999999,0.7929389220486066,5
WBCIC_MI,M11_ADAPTED,sub-15,S1,0.718,0.7133901816808302,5
WBCIC_MI,M11_ADAPTED,sub-15,S2,0.75,0.7466841932736351,5
WBCIC_MI,M11_ADAPTED,sub-20,S0,0.944,0.9439600007678515,5
WBCIC_MI,M11_ADAPTED,sub-20,S1,0.8550000000000001,0.8525468896567621,5
WBCIC_MI,M11_ADAPTED,sub-20,S2,0.51,0.5057679739146902,5
WBCIC_MI,M11_ADAPTED,sub-39,S0,0.524,0.4964218025550949,5
WBCIC_MI,M11_ADAPTED,sub-39,S1,0.8099999999999999,0.8085678215961909,5
WBCIC_MI,M11_ADAPTED,sub-39,S2,0.842,0.8418084541505417,5
WBCIC_MI,M11_ADAPTED,sub-4,S0,0.5860000000000001,0.5850392795614675,5
WBCIC_MI,M11_ADAPTED,sub-4,S1,0.5770000000000001,0.5750805167284061,5
WBCIC_MI,M11_ADAPTED,sub-4,S2,0.626,0.6189174185995796,5
WBCIC_MI,M11_ADAPTED,sub-40,S0,0.89,0.8898462887132853,5
WBCIC_MI,M11_ADAPTED,sub-40,S1,0.776,0.775124714656698,5
WBCIC_MI,M11_ADAPTED,sub-40,S2,0.868,0.8677955465573566,5
WBCIC_MI,M11_ADAPTED,sub-43,S0,0.9960000000000001,0.99599994999875,5
WBCIC_MI,M11_ADAPTED,sub-43,S1,0.9949999999999999,0.9949991248280888,5
WBCIC_MI,M11_ADAPTED,sub-43,S2,0.9960000000000001,0.9960000000000001,5
WBCIC_MI,M11_ADAPTED,sub-46,S0,0.9869999999999999,0.986993970074991,5
WBCIC_MI,M11_ADAPTED,sub-46,S1,0.9789999999999999,0.9789543181246898,5
WBCIC_MI,M11_ADAPTED,sub-46,S2,0.97,0.9699260605192002,5
WBCIC_MI,M11_ADAPTED,sub-51,S0,0.767,0.7643493254927052,5
WBCIC_MI,M11_ADAPTED,sub-51,S1,0.834,0.8324086697140949,5
WBCIC_MI,M11_ADAPTED,sub-51,S2,0.8019999999999999,0.8012888132330069,5
WBCIC_MI,M11_ADAPTED,sub-8,S0,0.884,0.8836613356606693,5
WBCIC_MI,M11_ADAPTED,sub-8,S1,0.9199999999999999,0.9199367102595846,5
WBCIC_MI,M11_ADAPTED,sub-8,S2,0.906,0.9057990683429059,5
