dataset,fold,draw,rho_nonprotected,n_subjects
OpenBMI,0.0,88,0.836827408755723,9
OpenBMI,0.0,89,0.6610936529170212,9
OpenBMI,0.0,90,0.8033543124054942,9
OpenBMI,0.0,91,0.7447763937925935,9
OpenBMI,0.0,92,0.8284591346681658,9
OpenBMI,0.0,93,0.8200908605806085,9
OpenBMI,0.0,94,0.6276205565667923,9
OpenBMI,0.0,95,0.7866177642303797,9
OpenBMI,0.0,96,0.903773601456181,9
OpenBMI,0.0,97,0.7029350233548073,9
OpenBMI,0.0,98,0.6276205565667923,9
OpenBMI,0.0,99,0.8033543124054942,9
OpenBMI,1.0,0,0.06694619270045785,9
OpenBMI,1.0,1,0.35983578576496095,9
OpenBMI,1.0,2,0.23431167445160245,9
OpenBMI,1.0,3,0.3765723339400754,9
OpenBMI,1.0,4,0.6527253788294639,9
OpenBMI,1.0,5,0.30125786715206027,9
OpenBMI,1.0,6,0.05857791861290061,9
OpenBMI,1.0,7,0.5690426379538917,9
OpenBMI,1.0,8,0.510464719340991,9
OpenBMI,1.0,9,0.5690426379538917,9
OpenBMI,1.0,10,0.5941474602165634,9
OpenBMI,1.0,11,0.6861984751796929,9
OpenBMI,1.0,12,0.35983578576496095,9
OpenBMI,1.0,13,0.6276205565667923,9
OpenBMI,1.0,14,-0.27615304488938863,9
OpenBMI,1.0,15,0.5774109120414489,9
OpenBMI,1.0,16,0.5690426379538917,9
OpenBMI,1.0,17,0.6527253788294639,9
OpenBMI,1.0,18,0.6610936529170212,9
OpenBMI,1.0,19,0.32636268941473195,9
OpenBMI,1.0,20,0.25941649671427414,9
OpenBMI,1.0,21,0.25941649671427414,9
OpenBMI,1.0,22,0.46025507481564765,9
OpenBMI,1.0,23,0.4435185266405332,9
OpenBMI,1.0,24,0.4769916229907622,9
OpenBMI,1.0,25,0.24267994853915967,9
OpenBMI,1.0,26,0.7196715715299219,9
OpenBMI,1.0,27,0.25104822262671694,9
OpenBMI,1.0,28,0.5020964452534339,9
OpenBMI,1.0,29,-0.18410202992625907,9
OpenBMI,1.0,30,0.39330888211518983,9
OpenBMI,1.0,31,0.43515025255297596,9
OpenBMI,1.0,32,0.17573375583870182,9
OpenBMI,1.0,33,-0.08368274087557231,9
OpenBMI,1.0,34,0.5774109120414489,9
OpenBMI,1.0,35,-0.07531446678801507,9
OpenBMI,1.0,36,0.03347309635022892,9
OpenBMI,1.0,37,0.619252282479235,9
OpenBMI,1.0,38,-0.050209644525343385,9
OpenBMI,1.0,39,0.31799441532717476,9
OpenBMI,1.0,40,0.39330888211518983,9
OpenBMI,1.0,41,0.31799441532717476,9
OpenBMI,1.0,42,-0.11715583722580122,9
OpenBMI,1.0,43,0.48535989707831934,9
OpenBMI,1.0,44,0.3096261412396175,9
OpenBMI,1.0,45,0.06694619270045785,9
OpenBMI,1.0,46,0.5355695416036628,9
OpenBMI,1.0,47,0.34309923758984645,9
OpenBMI,1.0,48,0.15062893357603013,9
OpenBMI,1.0,49,0.20920685218893076,9
OpenBMI,1.0,50,0.6778302010921357,9
OpenBMI,1.0,51,0.8619322310183947,9
OpenBMI,1.0,52,0.5606743638663344,9
OpenBMI,1.0,53,0.15899720766358738,9
OpenBMI,1.0,54,0.6108840083916778,9
OpenBMI,1.0,55,0.39330888211518983,9
OpenBMI,1.0,56,0.35146751167740364,9
OpenBMI,1.0,57,0.6443571047419068,9
OpenBMI,1.0,58,0.2928895930645031,9
OpenBMI,1.0,59,0.10041928905068677,9
OpenBMI,1.0,60,0.5272012675161055,9
OpenBMI,1.0,61,0.8703005051059519,9
OpenBMI,1.0,62,0.4435185266405332,9
OpenBMI,1.0,63,0.5188329934285483,9
OpenBMI,1.0,64,0.35983578576496095,9
OpenBMI,1.0,65,0.54393781569122,9
OpenBMI,1.0,66,0.5020964452534339,9
OpenBMI,1.0,67,0.6359888306543495,9
OpenBMI,1.0,68,0.5690426379538917,9
OpenBMI,1.0,69,0.3765723339400754,9
OpenBMI,1.0,70,0.6108840083916778,9
OpenBMI,1.0,71,-0.12552411131335847,9
OpenBMI,1.0,72,0.8954053273686237,9
OpenBMI,1.0,73,0.15062893357603013,9
OpenBMI,1.0,74,0.36820405985251814,9
OpenBMI,1.0,75,0.5774109120414489,9
OpenBMI,1.0,76,0.7531446678801508,9
OpenBMI,1.0,77,-0.12552411131335847,9
OpenBMI,1.0,78,0.6778302010921357,9
OpenBMI,1.0,79,0.4518868007280905,9
OpenBMI,1.0,80,0.5606743638663344,9
OpenBMI,1.0,81,-0.15062893357603013,9
OpenBMI,1.0,82,0.39330888211518983,9
OpenBMI,1.0,83,0.4435185266405332,9
OpenBMI,1.0,84,0.31799441532717476,9
OpenBMI,1.0,85,0.6276205565667923,9
OpenBMI,1.0,86,0.01673654817511446,9
OpenBMI,1.0,87,0.5272012675161055,9
OpenBMI,1.0,88,-0.20083857810137354,9
OpenBMI,1.0,89,0.5188329934285483,9
OpenBMI,1.0,90,0.2928895930645031,9
OpenBMI,1.0,91,0.46025507481564765,9
OpenBMI,1.0,92,0.6610936529170212,9
OpenBMI,1.0,93,0.42678197846541877,9
OpenBMI,1.0,94,-0.1338923854009157,9
OpenBMI,1.0,95,-0.20920685218893076,9
OpenBMI,1.0,96,0.41004543029030427,9
OpenBMI,1.0,97,0.35983578576496095,9
OpenBMI,1.0,98,0.00836827408755723,9
OpenBMI,1.0,99,0.5355695416036628,9
OpenBMI,2.0,0,0.00836827408755723,9
OpenBMI,2.0,1,0.5272012675161055,9
OpenBMI,2.0,2,0.1422606594884729,9
OpenBMI,2.0,3,0.27615304488938863,9
OpenBMI,2.0,4,0.3765723339400754,9
OpenBMI,2.0,5,0.1338923854009157,9
OpenBMI,2.0,6,0.17573375583870182,9
OpenBMI,2.0,7,0.07531446678801507,9
OpenBMI,2.0,8,0.836827408755723,9
OpenBMI,2.0,9,0.5857791861290061,9
OpenBMI,2.0,10,0.10878756313824399,9
OpenBMI,2.0,11,-0.10041928905068677,9
OpenBMI,2.0,12,0.8284591346681658,9
OpenBMI,2.0,13,0.728039845617479,9
OpenBMI,2.0,14,-0.22594340036404525,9
OpenBMI,2.0,15,0.17573375583870182,9
OpenBMI,2.0,16,0.7698812160552652,9
OpenBMI,2.0,17,0.5523060897787773,9
OpenBMI,2.0,18,0.35983578576496095,9
OpenBMI,2.0,19,0.510464719340991,9
OpenBMI,2.0,20,0.6610936529170212,9
OpenBMI,2.0,21,0.35983578576496095,9
OpenBMI,2.0,22,-0.23431167445160245,9
OpenBMI,2.0,23,0.7531446678801508,9
OpenBMI,2.0,24,0.4016771562027471,9
OpenBMI,2.0,25,0.6108840083916778,9
OpenBMI,2.0,26,0.22594340036404525,9
OpenBMI,2.0,27,-0.25104822262671694,9
OpenBMI,2.0,28,0.3765723339400754,9
OpenBMI,2.0,29,0.5020964452534339,9
OpenBMI,2.0,30,0.4184137043778615,9
OpenBMI,2.0,31,0.1422606594884729,9
OpenBMI,2.0,32,0.6025157343041205,9
OpenBMI,2.0,33,0.4769916229907622,9
OpenBMI,2.0,34,0.17573375583870182,9
OpenBMI,2.0,35,0.6108840083916778,9
OpenBMI,2.0,36,-0.1422606594884729,9
OpenBMI,2.0,37,0.4435185266405332,9
OpenBMI,2.0,38,0.15899720766358738,9
OpenBMI,2.0,39,0.2928895930645031,9
OpenBMI,2.0,40,0.7531446678801508,9
OpenBMI,2.0,41,0.4016771562027471,9
OpenBMI,2.0,42,0.1924703040138163,9
OpenBMI,2.0,43,-0.050209644525343385,9
OpenBMI,2.0,44,0.050209644525343385,9
OpenBMI,2.0,45,0.2928895930645031,9
OpenBMI,2.0,46,-0.35146751167740364,9
OpenBMI,2.0,47,-0.01673654817511446,9
OpenBMI,2.0,48,0.7531446678801508,9
OpenBMI,2.0,49,0.21757512627648798,9
OpenBMI,2.0,50,0.5857791861290061,9
OpenBMI,2.0,51,0.2677847708018314,9
OpenBMI,2.0,52,0.7113032974423646,9
OpenBMI,2.0,53,0.1422606594884729,9
OpenBMI,2.0,54,0.22594340036404525,9
OpenBMI,2.0,55,0.6443571047419068,9
OpenBMI,2.0,56,0.6025157343041205,9
OpenBMI,2.0,57,0.5188329934285483,9
OpenBMI,2.0,58,0.22594340036404525,9
OpenBMI,2.0,59,0.8033543124054942,9
OpenBMI,2.0,60,0.31799441532717476,9
OpenBMI,2.0,61,0.728039845617479,9
OpenBMI,2.0,62,0.6527253788294639,9
OpenBMI,2.0,63,0.6276205565667923,9
OpenBMI,2.0,64,0.7531446678801508,9
OpenBMI,2.0,65,-0.24267994853915967,9
OpenBMI,2.0,66,0.46025507481564765,9
OpenBMI,2.0,67,0.46025507481564765,9
OpenBMI,2.0,68,-0.35146751167740364,9
OpenBMI,2.0,69,0.5188329934285483,9
OpenBMI,2.0,70,0.25941649671427414,9
OpenBMI,2.0,71,0.6945667492672501,9
OpenBMI,2.0,72,-0.01673654817511446,9
OpenBMI,2.0,73,0.6025157343041205,9
OpenBMI,2.0,74,0.11715583722580122,9
OpenBMI,2.0,75,0.42678197846541877,9
OpenBMI,2.0,76,0.33473096350228926,9
OpenBMI,2.0,77,-0.8786687791935092,9
OpenBMI,2.0,78,0.7196715715299219,9
OpenBMI,2.0,79,0.4016771562027471,9
OpenBMI,2.0,80,0.5857791861290061,9
OpenBMI,2.0,81,0.8535639569308375,9
OpenBMI,2.0,82,0.34309923758984645,9
OpenBMI,2.0,83,0.3849406080276326,9
OpenBMI,2.0,84,0.4769916229907622,9
OpenBMI,2.0,85,0.4435185266405332,9
OpenBMI,2.0,86,0.4769916229907622,9
OpenBMI,2.0,87,0.48535989707831934,9
OpenBMI,2.0,88,0.6945667492672501,9
OpenBMI,2.0,89,0.17573375583870182,9
OpenBMI,2.0,90,0.7029350233548073,9
OpenBMI,2.0,91,-0.1422606594884729,9
OpenBMI,2.0,92,0.06694619270045785,9
OpenBMI,2.0,93,0.36820405985251814,9
OpenBMI,2.0,94,0.4016771562027471,9
OpenBMI,2.0,95,0.20920685218893076,9
OpenBMI,2.0,96,0.35146751167740364,9
OpenBMI,2.0,97,0.8535639569308375,9
OpenBMI,2.0,98,0.5774109120414489,9
OpenBMI,2.0,99,0.7196715715299219,9
OpenBMI,3.0,0,-0.23500483554019208,9
OpenBMI,3.0,1,0.008703882797784892,9
OpenBMI,3.0,2,0.06963106238227913,9
OpenBMI,3.0,3,0.47000967108038416,9
OpenBMI,3.0,4,-0.20889318714683738,9
OpenBMI,3.0,5,0.08703882797784893,9
OpenBMI,3.0,6,0.20889318714683738,9
OpenBMI,3.0,7,0.4526019054848144,9
OpenBMI,3.0,8,-0.06963106238227913,9
OpenBMI,3.0,9,-0.06963106238227913,9
OpenBMI,3.0,10,0.2263009527424072,9
OpenBMI,3.0,11,0.026111648393354673,9
OpenBMI,3.0,12,-0.09574271077563382,9
OpenBMI,3.0,13,0.27852424952911653,9
OpenBMI,3.0,14,0.0,9
OpenBMI,3.0,15,0.2263009527424072,9
OpenBMI,3.0,16,0.26982036673133164,9
OpenBMI,3.0,17,0.06963106238227913,9
OpenBMI,3.0,18,-0.10444659357341869,9
OpenBMI,3.0,19,0.1131504763712036,9
OpenBMI,3.0,20,0.1131504763712036,9
OpenBMI,3.0,21,-0.15666989036012804,9
OpenBMI,3.0,22,0.40037860869810504,9
OpenBMI,3.0,23,-0.24370871833797697,9
OpenBMI,3.0,24,-0.23500483554019208,9
OpenBMI,3.0,25,-0.20889318714683738,9
OpenBMI,3.0,26,-0.15666989036012804,9
OpenBMI,3.0,27,-0.19148542155126763,9
OpenBMI,3.0,28,0.23500483554019208,9
OpenBMI,3.0,29,0.0,9
OpenBMI,3.0,30,0.0,9
OpenBMI,3.0,31,-0.24370871833797697,9
OpenBMI,3.0,32,-0.16537377315791293,9
OpenBMI,3.0,33,0.17407765595569785,9
OpenBMI,3.0,34,0.3568591947091806,9
OpenBMI,3.0,35,-0.09574271077563382,9
OpenBMI,3.0,36,-0.3655630775069655,9
OpenBMI,3.0,37,-0.6179756786427273,9
OpenBMI,3.0,38,-0.10444659357341869,9
OpenBMI,3.0,39,0.3481553119113957,9
OpenBMI,3.0,40,-0.06963106238227913,9
OpenBMI,3.0,41,0.07833494518006402,9
OpenBMI,3.0,42,-0.39167472590032015,9
OpenBMI,3.0,43,-0.2959320151246863,9
OpenBMI,3.0,44,-0.15666989036012804,9
OpenBMI,3.0,45,0.034815531191139566,9
OpenBMI,3.0,46,0.2872281323269014,9
OpenBMI,3.0,47,0.3046358979224712,9
OpenBMI,3.0,48,-0.2959320151246863,9
OpenBMI,3.0,49,-0.26111648393354675,9
OpenBMI,3.0,50,-0.20889318714683738,9
OpenBMI,3.0,51,-0.1131504763712036,9
OpenBMI,3.0,52,-0.017407765595569783,9
OpenBMI,3.0,53,0.3655630775069655,9
OpenBMI,3.0,54,-0.13926212476455826,9
OpenBMI,3.0,55,0.1131504763712036,9
OpenBMI,3.0,56,-0.017407765595569783,9
OpenBMI,3.0,57,-0.052223296786709346,9
OpenBMI,3.0,58,0.43519413988924455,9
OpenBMI,3.0,59,0.09574271077563382,9
OpenBMI,3.0,60,0.034815531191139566,9
OpenBMI,3.0,61,-0.026111648393354673,9
OpenBMI,3.0,62,0.3568591947091806,9
OpenBMI,3.0,63,0.06092717958449424,9
OpenBMI,3.0,64,-0.2959320151246863,9
OpenBMI,3.0,65,-0.49612131947373883,9
OpenBMI,3.0,66,0.3394514291136108,9
OpenBMI,3.0,67,-0.21759706994462227,9
OpenBMI,3.0,68,0.24370871833797697,9
OpenBMI,3.0,69,-0.2263009527424072,9
OpenBMI,3.0,70,-0.33074754631582587,9
OpenBMI,3.0,71,-0.3568591947091806,9
OpenBMI,3.0,72,-0.2959320151246863,9
OpenBMI,3.0,73,-0.13055824196677338,9
OpenBMI,3.0,74,0.13926212476455826,9
OpenBMI,3.0,75,-0.017407765595569783,9
OpenBMI,3.0,76,-0.19148542155126763,9
OpenBMI,3.0,77,0.08703882797784893,9
OpenBMI,3.0,78,0.5570484990582331,9
OpenBMI,3.0,79,-0.23500483554019208,9
OpenBMI,3.0,80,-0.034815531191139566,9
OpenBMI,3.0,81,0.15666989036012804,9
OpenBMI,3.0,82,-0.1131504763712036,9
OpenBMI,3.0,83,0.33074754631582587,9
OpenBMI,3.0,84,0.08703882797784893,9
OpenBMI,3.0,85,-0.48741743667595394,9
OpenBMI,3.0,86,-0.2959320151246863,9
OpenBMI,3.0,87,0.20018930434905252,9
OpenBMI,3.0,88,0.13926212476455826,9
OpenBMI,3.0,89,0.3133397807202561,9
OpenBMI,3.0,90,0.21759706994462227,9
OpenBMI,3.0,91,-0.13055824196677338,9
OpenBMI,3.0,92,-0.017407765595569783,9
OpenBMI,3.0,93,0.0,9
OpenBMI,3.0,94,-0.10444659357341869,9
OpenBMI,3.0,95,0.07833494518006402,9
OpenBMI,3.0,96,0.06963106238227913,9
OpenBMI,3.0,97,0.20889318714683738,9
OpenBMI,3.0,98,-0.17407765595569785,9
OpenBMI,3.0,99,0.2872281323269014,9
OpenBMI,4.0,0,0.35598333940092547,9
OpenBMI,4.0,1,-0.49159604012508756,9
OpenBMI,4.0,2,0.0,9
OpenBMI,4.0,3,0.3051285766293647,9
OpenBMI,4.0,4,0.23732222626728364,9
OpenBMI,4.0,5,-0.4068381021724862,9
OpenBMI,4.0,6,-0.2034190510862431,9
OpenBMI,4.0,7,0.2542738138578039,9
OpenBMI,4.0,8,0.33903175181040524,9
OpenBMI,4.0,9,0.08475793795260131,9
OpenBMI,4.0,10,0.11866111313364182,9
OpenBMI,4.0,11,0.35598333940092547,9
OpenBMI,4.0,12,0.2881769890388444,9
OpenBMI,4.0,13,-0.2034190510862431,9
OpenBMI,4.0,14,0.05085476277156078,9
OpenBMI,4.0,15,0.35598333940092547,9
OpenBMI,4.0,16,0.16951587590520262,9
OpenBMI,4.0,17,0.33903175181040524,9
OpenBMI,4.0,18,0.2203706386767634,9
OpenBMI,4.0,19,0.03390317518104052,9
OpenBMI,4.0,20,0.18646746349572288,9
OpenBMI,4.0,21,0.33903175181040524,9
OpenBMI,4.0,22,0.06780635036208103,9
OpenBMI,4.0,23,0.03390317518104052,9
OpenBMI,4.0,24,-0.2203706386767634,9
OpenBMI,4.0,25,0.13561270072416207,9
OpenBMI,4.0,26,0.5424508028966483,9
OpenBMI,4.0,27,0.06780635036208103,9
OpenBMI,4.0,28,0.4237896897630065,9
OpenBMI,4.0,29,0.0,9
OpenBMI,4.0,30,-0.05085476277156078,9
OpenBMI,4.0,31,0.16951587590520262,9
OpenBMI,4.0,32,0.35598333940092547,9
OpenBMI,4.0,33,0.18646746349572288,9
OpenBMI,4.0,34,0.0,9
OpenBMI,4.0,35,0.37293492699144576,9
OpenBMI,4.0,36,0.18646746349572288,9
OpenBMI,4.0,37,-0.06780635036208103,9
OpenBMI,4.0,38,0.13561270072416207,9
OpenBMI,4.0,39,0.10170952554312156,9
OpenBMI,4.0,40,0.3051285766293647,9
OpenBMI,4.0,41,0.389886514581966,9
OpenBMI,4.0,42,0.05085476277156078,9
OpenBMI,4.0,43,-0.4407412773535268,9
OpenBMI,4.0,44,0.2881769890388444,9
OpenBMI,4.0,45,-0.11866111313364182,9
OpenBMI,4.0,46,-0.05085476277156078,9
OpenBMI,4.0,47,-0.03390317518104052,9
OpenBMI,4.0,48,-0.08475793795260131,9
OpenBMI,4.0,49,0.2034190510862431,9
OpenBMI,4.0,50,0.35598333940092547,9
OpenBMI,4.0,51,0.10170952554312156,9
OpenBMI,4.0,52,0.08475793795260131,9
OpenBMI,4.0,53,-0.3051285766293647,9
OpenBMI,4.0,54,0.08475793795260131,9
OpenBMI,4.0,55,0.18646746349572288,9
OpenBMI,4.0,56,0.08475793795260131,9
OpenBMI,4.0,57,0.03390317518104052,9
OpenBMI,4.0,58,-0.03390317518104052,9
OpenBMI,4.0,59,0.3051285766293647,9
OpenBMI,4.0,60,0.2542738138578039,9
OpenBMI,4.0,61,0.03390317518104052,9
OpenBMI,4.0,62,0.4068381021724862,9
OpenBMI,4.0,63,0.16951587590520262,9
OpenBMI,4.0,64,0.05085476277156078,9
OpenBMI,4.0,65,0.27122540144832413,9
OpenBMI,4.0,66,-0.35598333940092547,9
OpenBMI,4.0,67,0.2203706386767634,9
OpenBMI,4.0,68,-0.2203706386767634,9
OpenBMI,4.0,69,-0.06780635036208103,9
OpenBMI,4.0,70,0.16951587590520262,9
OpenBMI,4.0,71,0.10170952554312156,9
OpenBMI,4.0,72,0.05085476277156078,9
OpenBMI,4.0,73,0.05085476277156078,9
OpenBMI,4.0,74,0.2034190510862431,9
OpenBMI,4.0,75,0.45769286494404704,9
OpenBMI,4.0,76,0.13561270072416207,9
OpenBMI,4.0,77,-0.2203706386767634,9
OpenBMI,4.0,78,0.5933055656682091,9
OpenBMI,4.0,79,0.2034190510862431,9
OpenBMI,4.0,80,0.27122540144832413,9
OpenBMI,4.0,81,-0.05085476277156078,9
OpenBMI,4.0,82,0.4407412773535268,9
OpenBMI,4.0,83,0.13561270072416207,9
OpenBMI,4.0,84,0.35598333940092547,9
OpenBMI,4.0,85,-0.06780635036208103,9
OpenBMI,4.0,86,0.4068381021724862,9
OpenBMI,4.0,87,0.05085476277156078,9
OpenBMI,4.0,88,0.49159604012508756,9
OpenBMI,4.0,89,0.03390317518104052,9
OpenBMI,4.0,90,0.32208016421988495,9
OpenBMI,4.0,91,0.35598333940092547,9
OpenBMI,4.0,92,-0.03390317518104052,9
OpenBMI,4.0,93,0.06780635036208103,9
OpenBMI,4.0,94,0.2203706386767634,9
OpenBMI,4.0,95,0.27122540144832413,9
OpenBMI,4.0,96,0.3051285766293647,9
OpenBMI,4.0,97,-0.10170952554312156,9
OpenBMI,4.0,98,0.37293492699144576,9
OpenBMI,4.0,99,0.389886514581966,9
WBCIC,0.0,0,-0.2519763153394848,8
WBCIC,0.0,1,-0.3086066999241838,8
WBCIC,0.0,2,-0.23145502494313785,8
WBCIC,0.0,3,-0.23145502494313785,8
WBCIC,0.0,4,0.0,8
WBCIC,0.0,5,0.12371791482634838,8
WBCIC,0.0,6,0.12371791482634838,8
WBCIC,0.0,7,0.50709255283711,8
WBCIC,0.0,8,0.4535573676110726,8
WBCIC,0.0,9,0.4535573676110726,8
WBCIC,0.0,10,-0.2519763153394848,8
WBCIC,0.0,11,-0.5455447255899809,8
WBCIC,0.0,12,0.2645751311064591,8
WBCIC,0.0,13,0.2645751311064591,8
WBCIC,0.0,14,0.2738612787525831,8
WBCIC,0.0,15,0.4811252243246882,8
WBCIC,0.0,16,0.4811252243246882,8
WBCIC,0.0,17,0.4811252243246882,8
WBCIC,0.0,18,0.50709255283711,8
WBCIC,0.0,19,-0.3086066999241838,8
WBCIC,0.0,20,-0.2519763153394848,8
WBCIC,0.0,21,0.12371791482634838,8
WBCIC,0.0,22,0.50709255283711,8
WBCIC,0.0,23,-0.26118226463340216,8
WBCIC,0.0,24,-0.23145502494313785,8
WBCIC,0.0,25,-0.2519763153394848,8
WBCIC,0.0,26,0.12371791482634838,8
WBCIC,0.0,27,-0.16378460497066513,8
WBCIC,0.0,28,0.0,8
WBCIC,0.0,29,0.12371791482634838,8
WBCIC,0.0,30,0.4535573676110726,8
WBCIC,0.0,31,-0.26118226463340216,8
WBCIC,0.0,32,-0.23145502494313785,8
WBCIC,0.0,33,-0.16378460497066513,8
WBCIC,0.0,34,-0.23145502494313785,8
WBCIC,0.0,35,0.3521073583961782,8
WBCIC,0.0,36,0.21821789023599242,8
WBCIC,0.0,37,0.2738612787525831,8
WBCIC,0.0,38,-0.23145502494313785,8
WBCIC,0.0,39,0.17638342073763938,8
WBCIC,0.0,40,0.4811252243246882,8
WBCIC,0.0,41,0.21821789023599242,8
WBCIC,0.0,42,0.4535573676110726,8
WBCIC,0.0,43,0.4535573676110726,8
WBCIC,0.0,44,0.4535573676110726,8
WBCIC,0.0,45,0.12371791482634838,8
WBCIC,0.0,46,0.4535573676110726,8
WBCIC,0.0,47,0.2645751311064591,8
WBCIC,0.0,48,0.2645751311064591,8
WBCIC,0.0,49,0.2738612787525831,8
WBCIC,0.0,50,0.2645751311064591,8
WBCIC,0.0,51,0.2738612787525831,8
WBCIC,0.0,52,0.21821789023599242,8
WBCIC,0.0,53,0.12371791482634838,8
WBCIC,0.0,54,0.50709255283711,8
WBCIC,0.0,55,-0.3086066999241838,8
WBCIC,0.0,56,-0.23145502494313785,8
WBCIC,0.0,57,-0.2519763153394848,8
WBCIC,0.0,58,-0.2519763153394848,8
WBCIC,0.0,59,0.50709255283711,8
WBCIC,0.0,60,-0.42613948440186666,8
WBCIC,0.0,61,0.21821789023599242,8
WBCIC,0.0,62,0.4535573676110726,8
WBCIC,0.0,63,0.3521073583961782,8
WBCIC,0.0,64,0.17638342073763938,8
WBCIC,0.0,65,-0.2519763153394848,8
WBCIC,0.0,66,-0.16378460497066513,8
WBCIC,0.0,67,0.50709255283711,8
WBCIC,0.0,68,-0.16378460497066513,8
WBCIC,0.0,69,0.50709255283711,8
WBCIC,0.0,70,-0.42613948440186666,8
WBCIC,0.0,71,0.50709255283711,8
WBCIC,0.0,72,-0.5669467095138409,8
WBCIC,0.0,73,0.50709255283711,8
WBCIC,0.0,74,-0.2519763153394848,8
WBCIC,0.0,75,0.2645751311064591,8
WBCIC,0.0,76,0.17638342073763938,8
WBCIC,0.0,77,0.17638342073763938,8
WBCIC,0.0,78,0.2645751311064591,8
WBCIC,0.0,79,-0.5455447255899809,8
WBCIC,0.0,80,0.21821789023599242,8
WBCIC,0.0,81,0.2738612787525831,8
