dataset,fold,subject_id,BA,accuracy,macro_F1,NLL,trials,difficulty,query_definition
OpenBMI,4,28,0.9166666666666666,0.9166666666666666,0.9166023166023166,0.2012456833710832,36,0.08333333333333337,OpenBMI S2 residual after descriptor
OpenBMI,4,32,0.75,0.75,0.7482517482517483,0.7837851792450512,36,0.25,OpenBMI S2 residual after descriptor
OpenBMI,4,40,0.7777777777777777,0.7777777777777778,0.775,0.46854174268321547,36,0.22222222222222232,OpenBMI S2 residual after descriptor
OpenBMI,4,41,0.75,0.75,0.7401764234161989,0.5553083864530647,36,0.25,OpenBMI S2 residual after descriptor
OpenBMI,4,46,0.6388888888888888,0.6388888888888888,0.6148148148148148,0.8428507023064433,36,0.36111111111111116,OpenBMI S2 residual after descriptor
OpenBMI,4,47,0.9444444444444444,0.9444444444444444,0.9442724458204335,0.1874178821386054,36,0.05555555555555558,OpenBMI S2 residual after descriptor
OpenBMI,4,53,0.8611111111111112,0.8611111111111112,0.8610038610038611,0.2936208306311349,36,0.13888888888888884,OpenBMI S2 residual after descriptor
OpenBMI,4,9,0.75,0.75,0.7482517482517483,0.4981020868657451,36,0.25,OpenBMI S2 residual after descriptor
WBCIC,0,11,0.69,0.69,0.6899689968996899,0.546177258574479,200,0.31000000000000005,WBCIC S3 complete
WBCIC,0,13,0.86,0.86,0.859775641025641,0.3381804141588759,200,0.14,WBCIC S3 complete
WBCIC,0,18,0.645,0.645,0.6417669466939125,0.625785482214717,200,0.355,WBCIC S3 complete
WBCIC,0,2,0.745,0.745,0.7448405253283302,0.4936097652724459,200,0.255,WBCIC S3 complete
WBCIC,0,27,0.58,0.58,0.5716034271725826,0.6593682041176979,200,0.42000000000000004,WBCIC S3 complete
WBCIC,0,36,0.985,0.985,0.9849996249906248,0.10052576716445923,200,0.015000000000000013,WBCIC S3 complete
WBCIC,0,44,0.825,0.825,0.8244690187818149,0.3857927742795619,200,0.17500000000000004,WBCIC S3 complete
WBCIC,0,45,0.94,0.94,0.9399759903961584,0.16561124283558953,200,0.06000000000000005,WBCIC S3 complete
WBCIC,1,22,0.705,0.705,0.7010463378176383,0.6053008350646895,200,0.29500000000000004,WBCIC S3 complete
WBCIC,1,25,0.98,0.98,0.9799919967987194,0.06292420854673772,200,0.020000000000000018,WBCIC S3 complete
WBCIC,1,26,0.675,0.675,0.6747967479674797,0.6375820531984303,200,0.32499999999999996,WBCIC S3 complete
WBCIC,1,29,0.805,0.805,0.804995124878122,0.4366899911088214,200,0.19499999999999995,WBCIC S3 complete
WBCIC,1,34,0.555,0.555,0.5500391819813444,0.7317571048808306,200,0.44499999999999995,WBCIC S3 complete
WBCIC,1,35,0.905,0.905,0.9048072346501665,0.20248568742957307,200,0.09499999999999997,WBCIC S3 complete
WBCIC,1,49,0.885,0.885,0.8847666524712543,0.2600164765692755,200,0.11499999999999999,WBCIC S3 complete
WBCIC,1,9,0.5800000000000001,0.58,0.5642701525054467,0.7164425256424838,200,0.41999999999999993,WBCIC S3 complete
WBCIC,2,23,0.5,0.5,0.3333333333333333,0.6767505123187998,200,0.5,WBCIC S3 complete
WBCIC,2,24,0.5,0.5076923076923077,0.336734693877551,0.6669314951290097,195,0.5,WBCIC S3 complete
WBCIC,2,30,0.5,0.5,0.34201868666929863,0.6819875182775076,200,0.5,WBCIC S3 complete
WBCIC,2,31,0.5,0.5,0.3333333333333333,0.6962190677893041,200,0.5,WBCIC S3 complete
WBCIC,2,38,0.5,0.5,0.3333333333333333,0.6990163656396117,200,0.5,WBCIC S3 complete
WBCIC,2,41,0.5,0.5,0.3333333333333333,0.6773462617464105,200,0.5,WBCIC S3 complete
WBCIC,2,42,0.5,0.5,0.3333333333333333,0.6930749401502025,200,0.5,WBCIC S3 complete
WBCIC,2,6,0.5,0.5,0.3333333333333333,0.6738436875526176,200,0.5,WBCIC S3 complete
WBCIC,3,12,0.72,0.72,0.7189883580891208,0.4529838761176885,200,0.28,WBCIC S3 complete
WBCIC,3,14,0.595,0.595,0.5932816148226256,0.7986310848345437,200,0.405,WBCIC S3 complete
WBCIC,3,17,0.875,0.875,0.8749218261413383,0.2707068952827386,200,0.125,WBCIC S3 complete
WBCIC,3,32,0.555,0.555,0.5549888747218681,0.8203292985623909,200,0.44499999999999995,WBCIC S3 complete
WBCIC,3,47,0.9450000000000001,0.945,0.9449876222149984,0.17772774426706078,200,0.05499999999999994,WBCIC S3 complete
WBCIC,3,48,0.815,0.815,0.8147730970438787,0.44339541239231567,200,0.18500000000000005,WBCIC S3 complete
WBCIC,3,50,0.96,0.96,0.95999599959996,0.11659563721453267,200,0.040000000000000036,WBCIC S3 complete
WBCIC,3,7,0.845,0.845,0.8443423464135975,0.34763265352167594,200,0.15500000000000003,WBCIC S3 complete
WBCIC,4,1,0.64,0.64,0.5863970588235294,0.5470705734990964,200,0.36,WBCIC S3 complete
WBCIC,4,16,0.495,0.495,0.37713915697943323,0.7698595284437468,200,0.505,WBCIC S3 complete
WBCIC,4,19,0.915,0.915,0.9143814056558637,0.31169449057688414,200,0.08499999999999996,WBCIC S3 complete
WBCIC,4,21,0.73,0.73,0.7149192271143491,0.49854637360918713,200,0.27,WBCIC S3 complete
WBCIC,4,28,0.655,0.655,0.6329689619404771,0.622600785402504,200,0.345,WBCIC S3 complete
WBCIC,4,3,0.6950000000000001,0.695,0.6637173020204525,0.5763260967824256,200,0.30499999999999994,WBCIC S3 complete
WBCIC,4,33,0.875,0.875,0.8736065117925125,0.34673122705319387,200,0.125,WBCIC S3 complete
WBCIC,4,37,0.74,0.74,0.7226666666666667,0.5119422299407682,200,0.26,WBCIC S3 complete
WBCIC,4,5,0.71,0.71,0.6991389148251893,0.5541953899036368,200,0.29000000000000004,WBCIC S3 complete
