fold,subject_id,Dfinite_t0,Dfinite_generic,Dfinite_degradation,Dflip_t0,Dflip_generic,Dflip_degradation,Dfinite_risk_probability,Dflip_risk_probability,finite_flip_raw_Spearman,numeric_validation_error,old_and_exact_mathematically_identical,internal_holdout_used
1,45,1.2615946871412647,1.217715003452425,0.049961402021089375,0.3,0.35333333333333333,0.0,0.4658419717075713,0.3033212439563729,-0.6466779734885502,0.0,False,False
1,48,1.4062569558294011,1.1119333844931705,0.2943235713362304,0.28,0.2866666666666667,0.013333333333333327,0.33449529448036863,0.23689980156792018,-0.6466779734885502,0.0,False,False
1,5,1.6097835479480935,1.5009959320233837,0.10878761592470965,0.14333333333333334,0.11333333333333333,0.030000000000000002,0.49435059468642584,0.5939849520295502,-0.6466779734885502,0.0,False,False
1,6,2.066829938874418,2.022444027260647,0.04438591161377096,0.10666666666666667,0.05666666666666667,0.05000000000000001,0.6274945904636462,0.7575320420531588,-0.6466779734885502,0.0,False,False
2,22,1.0137880639369872,0.8578524453604445,0.15593561857654262,0.16666666666666666,0.19666666666666668,0.0,0.5238914487867304,0.3590449091835072,-0.6466779734885502,0.0,False,False
2,26,1.5212868042937753,1.4539864297806642,0.09033610728151571,0.08,0.10666666666666667,0.013333333333333336,0.53246626745096,0.5065682739708551,-0.6466779734885502,0.0,False,False
2,34,0.8009940097112431,0.6164300725560699,0.1845639371551732,0.22333333333333336,0.24333333333333337,0.01,0.5182121413431103,0.34083991338637115,-0.6466779734885502,0.0,False,False
2,44,1.2387908107887762,1.0417068963190272,0.1970839144697488,0.15333333333333335,0.15333333333333335,0.016666666666666663,0.5689667812046302,0.45466746950887005,-0.6466779734885502,0.0,False,False
2,52,1.2080360994973967,1.0588654729297862,0.1491706265676105,0.16333333333333333,0.13,0.033333333333333326,0.5397269593380304,0.5296757681318398,-0.6466779734885502,0.0,False,False
2,7,1.1698000967763658,0.980042447031706,0.18975764974465978,0.16,0.13333333333333333,0.029999999999999995,0.5581191052421594,0.5161948247191951,-0.6466779734885502,0.0,False,False
3,15,1.9414903690902123,1.9110086843992165,0.03149574418458038,0.02666666666666667,0.04,0.0,0.059703121689925066,0.3437843999102195,-0.6466779734885502,0.0,False,False
3,20,1.2270753684938092,1.1705837731528812,0.056491595340928256,0.18333333333333335,0.18333333333333335,0.006666666666666672,0.37248022583870216,0.5516381887457796,-0.6466779734885502,0.0,False,False
3,21,1.229606723279578,1.229915576786495,0.007923962743979107,0.17333333333333334,0.18333333333333335,0.02,0.2768291063353391,0.30744000401479127,-0.6466779734885502,0.0,False,False
3,27,1.0542094149803705,1.1128954959436628,0.0,0.18333333333333335,0.16,0.02333333333333333,0.6945582367676459,0.5898449574734331,-0.6466779734885502,0.0,False,False
3,28,1.5230069022241028,1.5275157296486077,0.026347285965827732,0.10999999999999999,0.12333333333333334,0.006666666666666664,0.2968542721495094,0.35335359666523813,-0.6466779734885502,0.0,False,False
3,38,1.1464949625410665,1.0411881854108518,0.10530677713021493,0.19000000000000003,0.17333333333333334,0.020000000000000007,0.5894874363886796,0.5700973220817672,-0.6466779734885502,0.0,False,False
3,41,0.8682938188312175,0.8114803288834386,0.05681348994777902,0.22666666666666668,0.21666666666666667,0.01999999999999999,0.6102187012801437,0.5435842121258804,-0.6466779734885502,0.0,False,False
3,46,0.945043826010259,0.8040793870707458,0.14096443893951327,0.26666666666666666,0.24333333333333332,0.05333333333333332,0.8007285428493724,0.3466904124403417,-0.6466779734885502,0.0,False,False
3,9,0.9370018171704192,0.9110773891256606,0.04808669804058552,0.22666666666666668,0.19333333333333336,0.03333333333333333,0.6828832906410723,0.6175717377587099,-0.6466779734885502,0.0,False,False
4,11,1.303178935156525,1.037748026201162,0.26543090895536303,0.19999999999999998,0.20666666666666667,0.006666666666666672,0.9944135349168042,0.31193908588980696,-0.6466779734885502,0.0,False,False
4,23,1.0218663306718954,0.888708373784199,0.1331579568876965,0.13333333333333333,0.21333333333333335,0.0,0.45235450542533673,0.3852496832285258,-0.6466779734885502,0.0,False,False
4,3,1.1925610216435383,1.118305330630317,0.07425569101322105,0.15,0.11333333333333334,0.03666666666666666,0.4116924453639247,0.4936172263308281,-0.6466779734885502,0.0,False,False
4,30,0.8949843098559306,0.8078671909669789,0.08711711888895164,0.20666666666666667,0.18000000000000002,0.03000000000000001,0.09285360888868423,0.332452675524502,-0.6466779734885502,0.0,False,False
4,31,1.277707343837131,1.191384336286401,0.08632300755072982,0.12000000000000001,0.10666666666666667,0.016666666666666666,0.6412381773447352,0.5472702720032745,-0.6466779734885502,0.0,False,False
4,49,1.0676401190698033,1.09615425229319,0.019992973927849045,0.18333333333333332,0.17666666666666667,0.013333333333333327,0.24417035441007237,0.3683750011355084,-0.6466779734885502,0.0,False,False
4,8,1.208226083666026,1.0741153263146839,0.13411075735134212,0.13,0.16,0.01,0.7745961266302206,0.46056109448968896,-0.6466779734885502,0.0,False,False
