pair_id,dataset,outer_fold,meta_fold,draw,draw_seed,n_A,n_B,A_subjects,B_subjects,L_A,L_B,theta_norm,gA_norm,gB_norm,dot_AB,cos_AB,conflict
OpenBMI-fold0-meta1-draw0,OpenBMI,0,1,0,3265967206,64,64,4|7|9|11|12|15|16|18|21|24|26|27|29|30|31|34|35|39|41|42|43|44|46|51|52,5|8|20|22|37|38|49,0.3975618779659271,0.3374525010585785,12.341419219970703,3.313434600830078,3.6685609817504883,3.9128050804138184,0.32189488410949707,False
OpenBMI-fold0-meta1-draw1,OpenBMI,0,1,1,3288759217,64,64,4|7|9|11|12|16|18|23|24|25|26|27|29|30|31|34|35|39|41|42|43|44|46|51|52,5|8|20|22|37|38|49,0.2729288935661316,0.327429860830307,12.341419219970703,4.984551429748535,2.445692777633667,3.5352585315704346,0.28999680280685425,False
OpenBMI-fold0-meta1-draw2,OpenBMI,0,1,2,2945021685,64,64,4|7|9|11|12|15|16|18|21|23|25|26|27|29|30|31|34|39|41|42|43|44|46|51|52,5|8|20|22|37|38|49,0.31830528378486633,0.30724984407424927,12.341419219970703,3.3854868412017822,3.1778388023376465,-0.17621491849422455,-0.016379086300730705,True
OpenBMI-fold0-meta1-draw3,OpenBMI,0,1,3,2553282426,64,64,7|9|11|12|15|16|18|21|23|24|25|26|27|29|30|31|34|35|39|41|42|44|46|51|52,5|8|20|22|37|38|49,0.21415846049785614,0.37838882207870483,12.341419219970703,2.2987403869628906,3.061638593673706,2.2671799659729004,0.32213813066482544,False
OpenBMI-fold0-meta1-draw4,OpenBMI,0,1,4,2846830592,64,64,4|7|9|11|12|15|16|18|21|23|24|25|26|27|30|31|34|35|41|42|43|44|46|51|52,5|8|20|22|37|38|49,0.2597542405128479,0.34003350138664246,12.341419219970703,4.023556232452393,4.153896331787109,5.704665184020996,0.3413220942020416,False
OpenBMI-fold0-meta1-draw5,OpenBMI,0,1,5,3087942402,64,64,4|7|11|12|15|16|18|21|23|24|25|26|27|29|30|34|35|39|41|42|43|44|46|51|52,5|8|20|22|37|38|49,0.2252434492111206,0.3146502375602722,12.341419219970703,3.2663049697875977,4.707089424133301,8.426462173461914,0.5480700731277466,False
OpenBMI-fold0-meta1-draw6,OpenBMI,0,1,6,1090225046,64,64,4|7|9|11|12|15|16|18|21|23|24|25|26|27|29|30|31|34|35|41|42|43|44|46|51|52,5|8|20|22|37|38|49,0.31141695380210876,0.34946516156196594,12.341419219970703,2.6499063968658447,3.1936087608337402,1.7955273389816284,0.21216793358325958,False
OpenBMI-fold0-meta1-draw7,OpenBMI,0,1,7,3366968985,64,64,4|9|11|12|15|16|18|21|23|24|25|26|27|29|30|31|34|35|39|41|42|43|44|46|51|52,5|8|20|22|37|38|49,0.345986008644104,0.3841762840747833,12.341419219970703,3.8887085914611816,4.465023517608643,2.0787696838378906,0.11972290277481079,False
OpenBMI-fold0-meta1-draw8,OpenBMI,0,1,8,826292362,64,64,4|7|9|11|12|15|16|21|23|24|25|26|27|29|30|31|34|39|42|43|44|51|52,5|8|20|22|37|38|49,0.22439172863960266,0.3358387053012848,12.341419219970703,2.2739181518554688,3.441126823425293,3.211026668548584,0.41036319732666016,False
OpenBMI-fold0-meta1-draw9,OpenBMI,0,1,9,1421120743,64,64,4|7|9|11|12|15|16|18|21|23|24|25|26|27|29|30|34|35|39|42|43|44|46|51|52,5|8|20|22|37|38|49,0.30448082089424133,0.3044290542602539,12.341419219970703,5.212067127227783,2.5687453746795654,9.135896682739258,0.6823703050613403,False
OpenBMI-fold0-meta2-draw0,OpenBMI,0,2,0,145253138,64,64,4|5|8|12|15|16|18|21|22|23|24|27|29|30|34|35|37|38|39|43|44|46|49,9|11|25|26|31|41|51,0.303301066160202,0.4103136956691742,12.341419219970703,3.8309099674224854,3.070730447769165,-1.8985376358032227,-0.16138960421085358,True
OpenBMI-fold0-meta2-draw1,OpenBMI,0,2,1,412185267,64,64,4|5|7|8|12|15|16|18|21|22|23|24|27|29|30|34|35|37|38|39|42|46|49|52,9|11|25|26|31|41|51,0.49743086099624634,0.3217979967594147,12.341419219970703,5.790015697479248,2.542950391769409,2.449939727783203,0.16639403998851776,False
OpenBMI-fold0-meta2-draw2,OpenBMI,0,2,2,1068392816,64,64,4|5|7|8|12|15|16|18|20|21|22|23|24|27|29|30|34|35|38|39|43|44|46|49|52,9|11|25|26|31|41|51,0.3898937404155731,0.35934701561927795,12.341419219970703,4.149094104766846,5.435663223266602,10.200353622436523,0.4522821009159088,False
OpenBMI-fold0-meta2-draw3,OpenBMI,0,2,3,1680585146,64,64,4|5|8|12|16|18|20|21|22|23|24|27|29|30|34|35|37|39|42|43|46|49|52,9|11|25|26|31|41|51,0.21652081608772278,0.3086087703704834,12.341419219970703,2.5568602085113525,5.023397922515869,6.97597599029541,0.5431257486343384,False
OpenBMI-fold0-meta2-draw4,OpenBMI,0,2,4,3096797370,64,64,4|5|7|8|12|15|16|18|20|21|22|23|24|27|29|30|35|37|38|43|44|46|49|52,9|11|25|26|31|41|51,0.2440841645002365,0.38227578997612,12.341419219970703,4.104034900665283,5.393745422363281,17.72374725341797,0.8006709218025208,False
OpenBMI-fold0-meta2-draw5,OpenBMI,0,2,5,4267204738,64,64,4|7|8|12|15|20|21|22|23|24|27|29|30|35|37|38|42|43|44|46|49|52,9|11|25|26|31|41|51,0.2457585334777832,0.3913012444972992,12.341419219970703,3.3099422454833984,4.2667107582092285,-3.992246389389038,-0.28268560767173767,True
OpenBMI-fold0-meta2-draw6,OpenBMI,0,2,6,1663734717,64,64,4|5|12|15|16|18|20|22|23|30|34|35|37|38|39|42|44|46|49|52,9|11|25|26|31|41|51,0.3502194583415985,0.3721972405910492,12.341419219970703,3.235182762145996,5.642305374145508,-8.364847183227539,-0.45825013518333435,True
OpenBMI-fold0-meta2-draw7,OpenBMI,0,2,7,146536920,64,64,4|5|7|8|12|15|16|18|20|21|22|23|24|29|30|34|35|38|39|42|43|44|46|49|52,9|11|25|26|31|41|51,0.3463793098926544,0.33435019850730896,12.341419219970703,5.5316009521484375,4.9532880783081055,1.3713451623916626,0.0500498004257679,False
OpenBMI-fold0-meta2-draw8,OpenBMI,0,2,8,3198415085,64,64,4|5|7|8|12|15|16|18|20|21|22|23|24|27|29|30|34|35|37|38|39|42|43|44|46|49|52,9|11|25|26|31|41|51,0.432488352060318,0.2745894193649292,12.341419219970703,5.25916862487793,2.9351606369018555,3.7856831550598145,0.24524225294589996,False
OpenBMI-fold0-meta2-draw9,OpenBMI,0,2,9,2436909363,64,64,4|5|7|8|12|16|18|20|21|22|23|24|27|29|30|34|35|37|38|42|43|44|46|49|52,9|11|25|26|31|41|51,0.3006565570831299,0.3238537311553955,12.341419219970703,4.615227699279785,4.132787704467773,13.602059364318848,0.7131295204162598,False
OpenBMI-fold0-meta3-draw0,OpenBMI,0,3,0,371264265,64,64,5|7|8|9|11|15|20|21|22|23|25|26|27|30|31|37|38|39|41|42|43|44|46|49|51|52,4|12|16|18|24|29|35,0.39149409532546997,0.31979310512542725,12.341419219970703,4.251798152923584,4.786448955535889,6.718620300292969,0.33013686537742615,False
OpenBMI-fold0-meta3-draw1,OpenBMI,0,3,1,2184538944,64,64,5|7|8|9|11|15|20|21|22|23|25|26|27|30|34|37|38|39|41|42|43|44|46|49|51|52,4|12|16|18|24|29|35,0.31044816970825195,0.3217518925666809,12.341419219970703,3.5959253311157227,3.773026466369629,-3.3955130577087402,-0.25026774406433105,True
OpenBMI-fold0-meta3-draw2,OpenBMI,0,3,2,2935670160,64,64,5|7|8|9|11|15|20|21|22|23|25|26|27|30|31|34|37|38|39|41|42|43|44|46|49|51|52,4|12|16|18|24|29|35,0.27326464653015137,0.336485892534256,12.341419219970703,3.71720290184021,4.098228931427002,9.2459716796875,0.6069320440292358,False
OpenBMI-fold0-meta3-draw3,OpenBMI,0,3,3,3299622618,64,64,5|7|8|9|11|15|20|21|22|23|26|27|31|34|37|38|39|41|42|43|44|46|49|52,4|12|16|18|24|29|35,0.3628099858760834,0.3606495261192322,12.341419219970703,6.067740440368652,4.534643650054932,17.291547775268555,0.6284398436546326,False
OpenBMI-fold0-meta3-draw4,OpenBMI,0,3,4,2332340454,64,64,5|7|9|11|15|20|21|22|23|25|26|30|31|34|38|39|41|42|43|44|46|49|51|52,4|12|16|18|24|29|35,0.34549984335899353,0.4718831181526184,12.341419219970703,3.5839500427246094,5.036772727966309,8.269665718078613,0.4581140875816345,False
OpenBMI-fold0-meta3-draw5,OpenBMI,0,3,5,3744709551,64,64,5|7|8|9|11|15|20|21|22|23|26|27|30|31|37|38|39|41|42|43|44|46|49|51|52,4|12|16|18|24|29|35,0.21346408128738403,0.3605726957321167,12.341419219970703,1.8483870029449463,4.343906879425049,0.8708178400993347,0.1084560826420784,False
OpenBMI-fold0-meta3-draw6,OpenBMI,0,3,6,1974235703,64,64,5|7|8|9|11|20|21|22|23|25|26|27|31|34|37|38|39|41|42|43|44|46|49|51|52,4|12|16|18|24|29|35,0.3495546281337738,0.38995182514190674,12.341419219970703,3.156259298324585,3.0423638820648193,3.4530129432678223,0.3595955967903137,False
OpenBMI-fold0-meta3-draw7,OpenBMI,0,3,7,1367109805,64,64,5|7|8|9|15|20|21|22|23|25|26|27|30|31|34|38|41|42|43|44|46|49|51|52,4|12|16|18|24|29|35,0.2829062342643738,0.32522720098495483,12.341419219970703,2.761385679244995,8.148575782775879,7.624662399291992,0.3388533890247345,False
OpenBMI-fold0-meta3-draw8,OpenBMI,0,3,8,3401820854,64,64,5|7|8|9|11|15|20|21|22|23|25|26|27|30|31|34|37|38|39|41|42|43|44|46|51|52,4|12|16|18|24|29|35,0.3332323133945465,0.3599383234977722,12.341419219970703,5.420042037963867,3.4739720821380615,-6.506109237670898,-0.3455352485179901,True
OpenBMI-fold0-meta3-draw9,OpenBMI,0,3,9,3126721144,64,64,5|7|11|15|20|21|22|23|25|26|27|30|31|34|37|38|39|41|42|43|44|46|49|51|52,4|12|16|18|24|29|35,0.2744382321834564,0.3706248998641968,12.341419219970703,2.7647173404693604,6.08232307434082,5.4994096755981445,0.32703620195388794,False
OpenBMI-fold0-meta4-draw0,OpenBMI,0,4,0,3842238775,64,64,4|5|8|9|11|12|15|18|20|22|24|25|26|27|29|35|37|38|39|41|43|44|46|49|51,7|21|23|30|34|42,0.2643674910068512,0.31491953134536743,12.341419219970703,4.153185844421387,3.2446649074554443,7.362506866455078,0.5463544726371765,False
OpenBMI-fold0-meta4-draw1,OpenBMI,0,4,1,139084410,64,64,4|5|8|9|12|15|16|18|20|22|24|25|26|27|29|35|37|39|41|43|44|49|51|52,7|21|23|30|34|42,0.2680104076862335,0.36310917139053345,12.341419219970703,2.342808961868286,4.082813262939453,-1.7325235605239868,-0.18112681806087494,True
OpenBMI-fold0-meta4-draw2,OpenBMI,0,4,2,4114986520,64,64,4|5|9|11|12|15|16|18|22|24|25|26|27|29|31|35|37|38|39|41|49|51|52,7|21|23|30|34|42,0.4303944706916809,0.32070305943489075,12.341419219970703,3.6155881881713867,2.0951082706451416,-0.5244864821434021,-0.06923869252204895,True
OpenBMI-fold0-meta4-draw3,OpenBMI,0,4,3,916334975,64,64,4|5|8|9|11|12|15|16|18|20|22|24|26|29|31|35|37|38|39|41|43|44|46|49|52,7|21|23|30|34|42,0.2702980637550354,0.29946762323379517,12.341419219970703,3.7212047576904297,3.118896722793579,1.9574397802352905,0.16865679621696472,False
OpenBMI-fold0-meta4-draw4,OpenBMI,0,4,4,553910236,64,64,4|5|8|9|11|12|15|16|18|20|22|24|25|26|29|31|35|37|39|41|43|44|49|51|52,7|21|23|30|34|42,0.26300108432769775,0.463347852230072,12.341419219970703,6.37005090713501,3.7136588096618652,12.438873291015625,0.5258188247680664,False
OpenBMI-fold0-meta4-draw5,OpenBMI,0,4,5,3266138625,64,64,4|5|8|9|11|12|16|18|20|22|24|25|26|27|29|31|35|37|38|39|41|43|44|46|49|51|52,7|21|23|30|34|42,0.2606312036514282,0.46059685945510864,12.341419219970703,2.680346727371216,4.95542573928833,4.505897521972656,0.33924180269241333,False
OpenBMI-fold0-meta4-draw6,OpenBMI,0,4,6,3995644034,64,64,4|5|9|11|12|16|18|20|22|24|25|27|29|31|35|37|38|39|41|44|46|51|52,7|21|23|30|34|42,0.24769575893878937,0.2689081132411957,12.341419219970703,3.4506313800811768,3.0198814868927,6.060326099395752,0.5815774202346802,False
OpenBMI-fold0-meta4-draw7,OpenBMI,0,4,7,3197392513,64,64,4|5|8|9|11|12|15|16|18|20|22|24|25|26|27|29|31|35|37|39|41|43|44|46|49|52,7|21|23|30|34|42,0.4253540337085724,0.2952507734298706,12.341419219970703,4.134889602661133,3.886460781097412,3.337862968444824,0.20770661532878876,False
OpenBMI-fold0-meta4-draw8,OpenBMI,0,4,8,2354414403,64,64,4|5|8|9|11|12|15|16|18|20|22|24|25|26|27|29|35|37|38|41|43|44|46|49|51|52,7|21|23|30|34|42,0.2636590600013733,0.4439944922924042,12.341419219970703,1.964342474937439,4.587380886077881,-2.6735806465148926,-0.2966957092285156,True
OpenBMI-fold0-meta4-draw9,OpenBMI,0,4,9,2528438398,64,64,4|5|8|9|12|15|16|18|20|22|24|25|26|27|29|31|37|38|39|41|43|44|46|49|51|52,7|21|23|30|34|42,0.4002416431903839,0.36997684836387634,12.341419219970703,3.2026453018188477,4.2068071365356445,6.517630100250244,0.4837581217288971,False
OpenBMI-fold1-meta0-draw0,OpenBMI,1,0,0,1020370941,64,64,4|8|13|14|15|18|20|21|23|27|28|29|31|32|33|34|36|37|39|44|49|53|54,12|26|30|41|46|51|52,0.24863167107105255,0.3546823263168335,12.413091659545898,4.961668968200684,4.147326946258545,10.83983039855957,0.5267765522003174,False
OpenBMI-fold1-meta0-draw1,OpenBMI,1,0,1,778087984,64,64,2|8|13|14|15|18|20|21|24|27|28|29|31|32|33|34|36|37|39|44|47|49|53|54,12|26|30|41|46|51|52,0.30641448497772217,0.5284050703048706,12.413091659545898,4.504430294036865,3.717529773712158,-1.7077432870864868,-0.10198311507701874,True
OpenBMI-fold1-meta0-draw2,OpenBMI,1,0,2,2818401749,64,64,2|9|13|14|15|18|20|21|23|24|27|28|31|32|33|34|36|37|39|44|47|49|54,12|26|30|41|46|51|52,0.2955583930015564,0.3916735053062439,12.413091659545898,4.8870768547058105,3.907384157180786,11.702385902404785,0.61282879114151,False
OpenBMI-fold1-meta0-draw3,OpenBMI,1,0,3,780996175,64,64,2|4|8|13|15|18|20|21|23|24|27|28|29|31|32|33|36|37|39|44|47|49|53|54,12|26|30|41|46|51|52,0.33341822028160095,0.3681594431400299,12.413091659545898,4.892143726348877,4.414287090301514,-9.97839069366455,-0.4620624780654907,True
OpenBMI-fold1-meta0-draw4,OpenBMI,1,0,4,3884285345,64,64,2|4|8|9|13|14|15|18|21|23|24|27|28|29|31|32|34|36|37|39|44|47|49|53,12|26|30|41|46|51|52,0.22609549760818481,0.33421504497528076,12.413091659545898,2.4658496379852295,5.574526786804199,3.0623600482940674,0.22278279066085815,False
OpenBMI-fold1-meta0-draw5,OpenBMI,1,0,5,4260896212,64,64,2|4|8|9|13|14|15|18|20|21|24|27|28|29|31|32|33|34|36|37|39|44|49|53|54,12|26|30|41|46|51|52,0.27018940448760986,0.3863978087902069,12.413091659545898,3.6167359352111816,3.8217337131500244,2.8331215381622314,0.2049688994884491,False
OpenBMI-fold1-meta0-draw6,OpenBMI,1,0,6,341250379,64,64,2|4|8|9|15|18|20|21|23|24|27|28|29|31|32|33|36|37|39|44|49|54,12|26|30|41|46|51|52,0.3948900103569031,0.5206666588783264,12.413091659545898,4.222116947174072,3.870626449584961,-0.10626038908958435,-0.00650219339877367,True
OpenBMI-fold1-meta0-draw7,OpenBMI,1,0,7,3618911809,64,64,2|4|8|13|14|15|18|20|21|23|24|28|29|31|32|33|34|36|37|39|44|47|49|53|54,12|26|30|41|46|51|52,0.39056289196014404,0.4515688717365265,12.413091659545898,3.8053910732269287,3.947129249572754,2.1404144763946533,0.14250077307224274,False
OpenBMI-fold1-meta0-draw8,OpenBMI,1,0,8,1748088076,64,64,2|8|9|13|14|15|18|20|21|24|27|28|29|31|32|34|36|39|44|49|53|54,12|26|30|41|46|51|52,0.3324192762374878,0.5180013179779053,12.413091659545898,2.998472213745117,4.411179542541504,-3.3027517795562744,-0.24970151484012604,True
OpenBMI-fold1-meta0-draw9,OpenBMI,1,0,9,150166091,64,64,2|8|9|13|14|18|20|21|23|27|28|29|31|32|33|37|39|44|47|49|53|54,12|26|30|41|46|51|52,0.15895898640155792,0.6473454833030701,12.413091659545898,1.9287054538726807,6.762807846069336,-5.133574962615967,-0.39357447624206543,True
OpenBMI-fold1-meta1-draw0,OpenBMI,1,1,0,2891611421,64,64,2|4|8|9|13|14|18|20|21|24|26|27|28|29|31|32|36|39|41|44|51|52|53,15|33|34|37|47|49|54,0.24448373913764954,0.250511109828949,12.413091659545898,5.577553749084473,3.6777830123901367,5.227906703948975,0.2548578083515167,False
OpenBMI-fold1-meta1-draw1,OpenBMI,1,1,1,3240230017,64,64,2|4|8|9|12|13|14|18|20|21|23|24|26|27|28|29|30|31|32|36|39|41|44|46|51|52|53,15|33|34|37|47|49|54,0.29406389594078064,0.3196541368961334,12.413091659545898,4.412684440612793,2.523454189300537,-0.8614454865455627,-0.07736232131719589,True
OpenBMI-fold1-meta1-draw2,OpenBMI,1,1,2,907397183,64,64,2|4|8|9|12|13|18|20|21|23|24|26|27|28|30|31|32|36|39|41|44|46|51|53,15|33|34|37|47|49|54,0.20532330870628357,0.340491384267807,12.413091659545898,2.061457872390747,4.718945026397705,2.686574697494507,0.2761719226837158,False
OpenBMI-fold1-meta1-draw3,OpenBMI,1,1,3,3772809253,64,64,2|4|8|9|12|13|14|18|20|21|23|24|26|27|29|30|31|32|36|39|41|44|46|52|53,15|33|34|37|47|49|54,0.24641194939613342,0.4576581120491028,12.413091659545898,2.0694236755371094,7.6984968185424805,2.0271472930908203,0.127241849899292,False
OpenBMI-fold1-meta1-draw4,OpenBMI,1,1,4,2742478359,64,64,2|4|8|9|12|14|18|20|21|26|27|28|29|30|31|32|36|39|41|46|51|52|53,15|33|34|37|47|49|54,0.35365021228790283,0.2567037045955658,12.413091659545898,5.62677001953125,6.1392412185668945,24.922658920288086,0.7214736938476562,False
OpenBMI-fold1-meta1-draw5,OpenBMI,1,1,5,153583193,64,64,2|4|8|9|12|13|14|18|20|21|23|24|26|27|28|29|30|31|32|39|41|44|52|53,15|33|34|37|47|49|54,0.2291114777326584,0.494381308555603,12.413091659545898,4.1421895027160645,7.103105545043945,-3.789940595626831,-0.12881135940551758,True
OpenBMI-fold1-meta1-draw6,OpenBMI,1,1,6,1245656312,64,64,2|4|9|12|13|14|18|20|21|23|24|26|27|28|29|30|31|32|36|39|41|44|46|51|52|53,15|33|34|37|47|49|54,0.27727970480918884,0.27353912591934204,12.413091659545898,2.5351994037628174,2.811812400817871,-1.3776774406433105,-0.19326315820217133,True
OpenBMI-fold1-meta1-draw7,OpenBMI,1,1,7,1825710012,64,64,4|8|9|12|13|14|18|20|21|23|24|26|27|28|29|30|31|32|36|39|41|44|46|51|52|53,15|33|34|37|47|49|54,0.23250100016593933,0.3928832411766052,12.413091659545898,3.3264710903167725,2.9439876079559326,1.1708567142486572,0.11955948173999786,False
OpenBMI-fold1-meta1-draw8,OpenBMI,1,1,8,2222462697,64,64,2|8|9|12|13|14|18|20|21|23|24|26|27|28|29|30|31|32|36|39|41|44|46|51|52|53,15|33|34|37|47|49|54,0.2720113694667816,0.30294692516326904,12.413091659545898,2.5724282264709473,2.615074396133423,1.8435776233673096,0.2740527093410492,False
OpenBMI-fold1-meta1-draw9,OpenBMI,1,1,9,292112613,64,64,2|4|9|12|13|14|18|20|21|23|24|26|27|28|29|30|31|36|39|41|44|46|51|52|53,15|33|34|37|47|49|54,0.2628610134124756,0.24830199778079987,12.413091659545898,2.7865123748779297,7.718112468719482,-5.9498796463012695,-0.2766534388065338,True
OpenBMI-fold1-meta2-draw0,OpenBMI,1,2,0,4032930885,64,64,4|8|9|13|14|15|18|23|26|30|31|32|33|34|36|37|39|41|44|46|47|49|51|52|53|54,2|20|21|24|27|28|29,0.31491369009017944,0.23679526150226593,12.413091659545898,6.3121185302734375,2.980537176132202,12.832198143005371,0.6820738315582275,False
OpenBMI-fold1-meta2-draw1,OpenBMI,1,2,1,4144455160,64,64,4|8|9|12|14|15|18|23|26|30|31|32|33|34|36|37|39|41|46|47|49|51|52|53|54,2|20|21|24|27|28|29,0.2070532590150833,0.35213911533355713,12.413091659545898,2.439627170562744,4.428531169891357,-4.331778526306152,-0.40094342827796936,True
OpenBMI-fold1-meta2-draw2,OpenBMI,1,2,2,2433660596,64,64,4|8|9|12|14|15|26|30|32|33|34|36|37|39|41|44|46|47|49|51|52|54,2|20|21|24|27|28|29,0.39321407675743103,0.2855853736400604,12.413091659545898,6.2134013175964355,2.9072999954223633,-1.4770325422286987,-0.08176562935113907,True
OpenBMI-fold1-meta2-draw3,OpenBMI,1,2,3,59247806,64,64,8|9|12|13|14|15|18|23|31|32|34|36|37|39|41|44|46|47|49|51|52|53|54,2|20|21|24|27|28|29,0.20969632267951965,0.3178554177284241,12.413091659545898,4.1831817626953125,3.547196865081787,6.5238142013549805,0.4396525025367737,False
OpenBMI-fold1-meta2-draw4,OpenBMI,1,2,4,1198827638,64,64,4|8|9|12|13|14|15|18|23|30|31|32|33|34|36|37|39|44|46|47|49|51|52|53|54,2|20|21|24|27|28|29,0.3664794862270355,0.24163293838500977,12.413091659545898,5.221127510070801,4.630121231079102,13.680747032165527,0.5659175515174866,False
OpenBMI-fold1-meta2-draw5,OpenBMI,1,2,5,3842233111,64,64,4|8|9|12|14|15|18|23|26|30|31|32|33|34|36|37|39|41|44|46|47|49|51|52|53|54,2|20|21|24|27|28|29,0.4407946765422821,0.20571760833263397,12.413091659545898,4.90379524230957,2.6433308124542236,-2.917285680770874,-0.22505834698677063,True
OpenBMI-fold1-meta2-draw6,OpenBMI,1,2,6,4240519118,64,64,4|8|9|12|13|14|15|18|23|26|30|31|32|33|34|36|37|39|41|44|46|49|51|52|53|54,2|20|21|24|27|28|29,0.3070242404937744,0.20163026452064514,12.413091659545898,4.083043575286865,2.2051799297332764,3.7001450061798096,0.4109516143798828,False
OpenBMI-fold1-meta2-draw7,OpenBMI,1,2,7,871991663,64,64,4|8|9|12|13|14|18|26|30|31|32|33|34|37|39|41|44|46|47|49|51|52|53,2|20|21|24|27|28|29,0.17989623546600342,0.206435889005661,12.413091659545898,1.6036875247955322,2.3488430976867676,-1.3489972352981567,-0.3581271767616272,True
OpenBMI-fold1-meta2-draw8,OpenBMI,1,2,8,3369118055,64,64,4|8|9|12|13|14|15|18|23|26|31|32|33|34|36|37|39|41|44|46|47|49|51|52|53|54,2|20|21|24|27|28|29,0.40665629506111145,0.2550320327281952,12.413091659545898,5.919774055480957,4.659646034240723,20.312349319458008,0.7363802194595337,False
OpenBMI-fold1-meta2-draw9,OpenBMI,1,2,9,4018004801,64,64,4|8|9|12|13|14|15|18|23|26|30|31|32|33|34|36|37|39|44|46|47|49|51|52|53|54,2|20|21|24|27|28|29,0.20843616127967834,0.351705402135849,12.413091659545898,3.4395666122436523,6.048398971557617,15.060720443725586,0.7239383459091187,False
OpenBMI-fold1-meta3-draw0,OpenBMI,1,3,0,2691930514,64,64,2|9|12|15|18|20|21|23|24|26|27|28|29|30|31|32|34|37|39|41|46|47|49|51|52,4|8|13|14|36|44|53,0.2400570660829544,0.2690938711166382,12.413091659545898,3.4985458850860596,7.461370468139648,18.139570236206055,0.6948975920677185,False
OpenBMI-fold1-meta3-draw1,OpenBMI,1,3,1,791603408,64,64,2|9|12|15|18|20|21|23|24|27|28|29|30|31|32|33|34|37|39|41|46|47|49|51|52|54,4|8|13|14|36|44|53,0.3316531777381897,0.2556237280368805,12.413091659545898,3.2731473445892334,3.1277542114257812,-0.24474821984767914,-0.02390679530799389,True
OpenBMI-fold1-meta3-draw2,OpenBMI,1,3,2,3255641037,64,64,2|9|12|15|18|20|21|23|24|26|27|28|29|30|31|32|33|37|39|41|46|47|49|51|52|54,4|8|13|14|36|44|53,0.2788725793361664,0.3338283896446228,12.413091659545898,5.485508918762207,2.8417725563049316,7.607646465301514,0.48802727460861206,False
