pair_id,dataset,outer_fold,meta_fold,draw,draw_seed,n_A,n_B,A_subjects,B_subjects,L_A,L_B,theta_norm,gA_norm,gB_norm,dot_AB,cos_AB,conflict
OpenBMI-fold3-meta1-draw6,OpenBMI,3,1,6,462113097,64,64,1|2|3|4|5|6|7|8|10|11|12|13|19|25|26|30|32|33|37|39|40|44|45|47|53|54,14|18|29|34|42|48|49,0.270878404378891,0.3225257098674774,12.718205451965332,3.8781158924102783,6.236128330230713,7.7551960945129395,0.3206689655780792,False
OpenBMI-fold3-meta1-draw7,OpenBMI,3,1,7,2861739424,64,64,2|4|5|6|7|8|10|11|12|13|19|25|26|30|37|39|40|44|45|47|50|53|54,14|18|29|34|42|48|49,0.33999550342559814,0.5032567977905273,12.718205451965332,3.1151063442230225,5.1060709953308105,3.0461137294769287,0.1915077567100525,False
OpenBMI-fold3-meta1-draw8,OpenBMI,3,1,8,1245269033,64,64,1|2|4|6|7|8|10|11|12|13|19|25|26|30|37|39|40|44|45|47|50|53|54,14|18|29|34|42|48|49,0.151011660695076,0.3871306777000427,12.718205451965332,1.5641424655914307,5.882997512817383,3.138242721557617,0.34104490280151367,False
OpenBMI-fold3-meta1-draw9,OpenBMI,3,1,9,1251784092,64,64,1|2|3|4|5|6|7|10|11|12|13|19|25|26|30|32|33|37|40|44|45|47|53,14|18|29|34|42|48|49,0.262903094291687,0.3028221130371094,12.718205451965332,2.567730188369751,3.892704963684082,-2.266611337661743,-0.22676509618759155,True
OpenBMI-fold3-meta2-draw0,OpenBMI,3,2,0,1753620871,64,64,1|2|5|7|11|12|13|14|18|19|25|26|29|30|32|33|34|40|42|44|48|49|50|53|54,3|4|8|37|39|45|47,0.25593501329421997,0.2761279344558716,12.718205451965332,2.496218204498291,2.3807272911071777,0.06090186536312103,0.010247983038425446,False
OpenBMI-fold3-meta2-draw1,OpenBMI,3,2,1,931528800,64,64,1|2|5|6|7|10|11|13|14|18|19|25|26|29|30|32|33|34|42|44|48|49|50|53|54,3|4|8|37|39|45|47,0.30382779240608215,0.22293968498706818,12.718205451965332,5.693090915679932,4.751440048217773,7.586095809936523,0.2804432213306427,False
OpenBMI-fold3-meta2-draw2,OpenBMI,3,2,2,2189010366,64,64,1|2|5|6|7|10|11|12|13|14|19|25|26|30|32|33|34|40|42|44|48|49|50|53|54,3|4|8|37|39|45|47,0.34245094656944275,0.16995257139205933,12.718205451965332,2.7826650142669678,3.7948174476623535,-0.12673994898796082,-0.012002223171293736,True
OpenBMI-fold3-meta2-draw3,OpenBMI,3,2,3,3712964831,64,64,2|5|6|7|10|11|12|13|14|18|19|25|26|30|32|33|34|40|42|44|48|50|53,3|4|8|37|39|45|47,0.30236366391181946,0.2639811038970947,12.718205451965332,3.027994155883789,1.7858763933181763,-0.18174783885478973,-0.03360956162214279,True
OpenBMI-fold3-meta2-draw4,OpenBMI,3,2,4,502397617,64,64,1|2|5|6|7|10|12|14|18|19|26|29|30|32|33|34|40|42|44|48|49|50|53|54,3|4|8|37|39|45|47,0.41034555435180664,0.2631688117980957,12.718205451965332,4.208821773529053,4.062849998474121,7.80028772354126,0.4561622142791748,False
OpenBMI-fold3-meta2-draw5,OpenBMI,3,2,5,2589952072,64,64,1|2|5|6|7|10|11|12|13|14|18|19|25|26|29|30|32|33|34|40|42|44|48|49|50|53|54,3|4|8|37|39|45|47,0.3083218038082123,0.21542015671730042,12.718205451965332,3.797497034072876,3.8755171298980713,-7.06300687789917,-0.47991299629211426,True
OpenBMI-fold3-meta2-draw6,OpenBMI,3,2,6,1828228221,64,64,1|2|6|7|10|12|13|14|18|19|25|26|29|30|32|33|34|40|42|44|48|49|50|53|54,3|4|8|37|39|45|47,0.2892763614654541,0.17526915669441223,12.718205451965332,5.263428211212158,1.8918240070343018,-2.2436940670013428,-0.2253275066614151,True
OpenBMI-fold3-meta2-draw7,OpenBMI,3,2,7,2475858539,64,64,1|2|5|6|7|10|11|12|13|14|18|19|29|30|32|33|34|40|42|44|48|50|53|54,3|4|8|37|39|45|47,0.3045029044151306,0.2624410092830658,12.718205451965332,4.6767377853393555,4.322573184967041,-2.7172985076904297,-0.13441631197929382,True
OpenBMI-fold3-meta2-draw8,OpenBMI,3,2,8,22100612,64,64,1|2|5|6|7|10|11|12|13|14|18|19|25|26|29|30|32|33|34|40|42|44|49|50|53|54,3|4|8|37|39|45|47,0.24529145658016205,0.21109513938426971,12.718205451965332,2.8655765056610107,1.7983648777008057,-0.11722099781036377,-0.022746551781892776,True
OpenBMI-fold3-meta2-draw9,OpenBMI,3,2,9,1048173976,64,64,1|2|5|6|7|10|11|12|13|14|18|25|26|29|30|33|34|40|44|48|49|50|53|54,3|4|8|37|39|45|47,0.31107693910598755,0.217375710606575,12.718205451965332,3.330719470977783,2.978524684906006,-0.19216042757034302,-0.019369779154658318,True
OpenBMI-fold3-meta3-draw0,OpenBMI,3,3,0,640836052,64,64,1|2|3|4|5|6|7|10|13|14|18|19|25|29|32|33|34|37|39|40|42|44|45|48|49,11|12|26|30|50|53|54,0.29711678624153137,0.4604724645614624,12.718205451965332,2.442307949066162,4.4432196617126465,-2.394550085067749,-0.22066107392311096,True
OpenBMI-fold3-meta3-draw1,OpenBMI,3,3,1,3346631604,64,64,1|2|3|4|5|6|7|10|14|18|19|29|32|33|34|37|39|40|42|44|45|47|48|49,11|12|26|30|50|53|54,0.25775837898254395,0.47613200545310974,12.718205451965332,2.9774057865142822,2.997408866882324,-1.9597337245941162,-0.21959024667739868,True
OpenBMI-fold3-meta3-draw2,OpenBMI,3,3,2,810041631,64,64,1|2|3|4|5|6|7|8|10|18|19|29|32|33|34|37|39|40|42|44|45|47|48|49,11|12|26|30|50|53|54,0.1604459583759308,0.3492484986782074,12.718205451965332,2.3355038166046143,3.1433186531066895,-0.597984790802002,-0.08145564049482346,True
OpenBMI-fold3-meta3-draw3,OpenBMI,3,3,3,3348803677,64,64,1|2|3|6|7|8|10|13|14|18|19|25|32|33|34|39|40|42|44|45|47|48|49,11|12|26|30|50|53|54,0.38106298446655273,0.36948662996292114,12.718205451965332,4.27379846572876,4.894598007202148,12.173992156982422,0.5819718241691589,False
OpenBMI-fold3-meta3-draw4,OpenBMI,3,3,4,2753196429,64,64,1|2|3|4|5|6|7|8|10|13|18|19|25|29|32|33|34|37|39|40|42|44|45|47|48|49,11|12|26|30|50|53|54,0.10672055929899216,0.3249374330043793,12.718205451965332,1.4475021362304688,2.7992920875549316,1.3652673959732056,0.33693820238113403,False
OpenBMI-fold3-meta3-draw5,OpenBMI,3,3,5,3300668068,64,64,1|2|3|4|5|6|7|8|10|14|18|19|25|29|32|33|37|39|40|42|44|47|48|49,11|12|26|30|50|53|54,0.16522669792175293,0.2944300174713135,12.718205451965332,2.7154555320739746,4.346395015716553,-5.730583190917969,-0.4855421483516693,True
OpenBMI-fold3-meta3-draw6,OpenBMI,3,3,6,1161463761,64,64,1|2|3|4|5|6|7|8|10|14|18|19|29|32|33|34|37|39|40|42|44|45|47|48|49,11|12|26|30|50|53|54,0.2915854752063751,0.3936447501182556,12.718205451965332,6.492046356201172,3.77243971824646,-2.616201639175415,-0.10682361572980881,True
OpenBMI-fold3-meta3-draw7,OpenBMI,3,3,7,1781073064,64,64,1|3|4|5|7|8|10|13|14|18|19|25|29|32|33|34|37|39|40|42|44|45|48|49,11|12|26|30|50|53|54,0.1951526403427124,0.31667861342430115,12.718205451965332,1.9146478176116943,2.7372829914093018,-0.5297632813453674,-0.10108186304569244,True
OpenBMI-fold3-meta3-draw8,OpenBMI,3,3,8,3264123743,64,64,1|2|3|4|5|6|7|8|10|13|14|19|25|29|32|33|37|39|40|42|44|45|47|48|49,11|12|26|30|50|53|54,0.21560686826705933,0.46095025539398193,12.718205451965332,3.060976505279541,8.758909225463867,7.531931400299072,0.2809288501739502,False
OpenBMI-fold3-meta3-draw9,OpenBMI,3,3,9,585229402,64,64,1|3|4|5|6|7|8|10|13|14|18|19|25|29|32|33|34|37|39|40|42|44|45|47|48|49,11|12|26|30|50|53|54,0.2765618860721588,0.30030557513237,12.718205451965332,4.251034736633301,2.9578490257263184,-0.7321124076843262,-0.05822467803955078,True
OpenBMI-fold3-meta4-draw0,OpenBMI,3,4,0,3421591316,64,64,3|4|7|8|10|11|12|13|14|19|25|26|29|30|33|34|37|39|42|45|47|48|49|50|53|54,1|2|5|6|32|40,0.23751655220985413,0.1650324910879135,12.718205451965332,3.8332254886627197,2.1287803649902344,0.838919997215271,0.10280762612819672,False
OpenBMI-fold3-meta4-draw1,OpenBMI,3,4,1,1283280394,64,64,3|4|7|8|11|12|13|14|18|25|26|29|30|33|34|37|39|42|44|47|48|49|50|53|54,1|2|5|6|32|40,0.29112139344215393,0.16443940997123718,12.718205451965332,6.82818603515625,1.9323643445968628,5.568661689758301,0.4220427870750427,False
OpenBMI-fold3-meta4-draw2,OpenBMI,3,4,2,155216407,64,64,3|4|7|8|10|11|12|13|14|18|19|25|26|29|30|33|34|37|39|44|45|47|53|54,1|2|5|6|32|40,0.20208796858787537,0.22810867428779602,12.718205451965332,1.6603224277496338,2.3776252269744873,0.5186982154846191,0.13139502704143524,False
OpenBMI-fold3-meta4-draw3,OpenBMI,3,4,3,1630699184,64,64,3|4|7|10|11|12|13|14|18|19|26|29|30|33|34|37|42|44|45|47|48|49|50|53|54,1|2|5|6|32|40,0.20219634473323822,0.159602090716362,12.718205451965332,2.6926698684692383,1.9161683320999146,1.3359602689743042,0.258926659822464,False
OpenBMI-fold3-meta4-draw4,OpenBMI,3,4,4,1120577793,64,64,3|4|7|8|11|12|13|14|18|19|25|26|30|33|34|37|39|42|45|47|48|49|50|53|54,1|2|5|6|32|40,0.29432016611099243,0.20678472518920898,12.718205451965332,1.9093400239944458,3.264873743057251,-0.6170297861099243,-0.09898205101490021,True
OpenBMI-fold3-meta4-draw5,OpenBMI,3,4,5,2271678761,64,64,3|4|7|10|12|13|14|18|19|25|26|29|30|33|39|42|44|45|47|48|50|53|54,1|2|5|6|32|40,0.3885607123374939,0.14105303585529327,12.718205451965332,3.4720137119293213,1.8525846004486084,1.6255030632019043,0.2527134418487549,False
OpenBMI-fold3-meta4-draw6,OpenBMI,3,4,6,4219588757,64,64,3|4|7|8|10|11|12|13|14|18|19|25|26|29|30|33|37|42|44|45|47|49|50|53|54,1|2|5|6|32|40,0.2722471058368683,0.22222161293029785,12.718205451965332,2.6455533504486084,1.8585548400878906,-0.5257554054260254,-0.10692810267210007,True
OpenBMI-fold3-meta4-draw7,OpenBMI,3,4,7,806295334,64,64,3|4|7|8|10|11|12|13|14|18|19|25|26|29|30|33|34|37|42|44|45|48|49|50|53,1|2|5|6|32|40,0.3743249475955963,0.2985042929649353,12.718205451965332,4.386241912841797,1.968230962753296,-2.6505796909332275,-0.30702394247055054,True
OpenBMI-fold3-meta4-draw8,OpenBMI,3,4,8,2950317657,64,64,4|7|8|10|11|12|13|14|19|25|26|29|30|33|34|37|39|42|44|45|48|50|53|54,1|2|5|6|32|40,0.23579661548137665,0.21128332614898682,12.718205451965332,3.4186244010925293,2.3022706508636475,3.3010804653167725,0.41941922903060913,False
OpenBMI-fold3-meta4-draw9,OpenBMI,3,4,9,3185702781,64,64,3|4|8|10|11|12|13|14|18|19|26|29|30|33|34|37|39|42|44|45|47|48|49|50|53|54,1|2|5|6|32|40,0.21454253792762756,0.25342196226119995,12.718205451965332,4.112978458404541,4.814725875854492,8.99193000793457,0.4540722072124481,False
OpenBMI-fold4-meta0-draw0,OpenBMI,4,0,0,1382174606,64,64,2|4|6|7|10|13|14|15|17|19|21|22|25|26|27|29|33|34|35|36|44|45|48|50|52,16|18|20|38|42|51|54,0.24870269000530243,0.40620139241218567,12.534490585327148,3.996753692626953,2.697873115539551,0.232778400182724,0.021588068455457687,False
OpenBMI-fold4-meta0-draw1,OpenBMI,4,0,1,1648958078,64,64,1|2|4|5|6|7|10|14|15|17|19|21|22|25|26|27|29|33|34|36|43|45|48|50|52,16|18|20|38|42|51|54,0.3577732741832733,0.2928280830383301,12.534490585327148,4.927932262420654,2.6006228923797607,-2.1644058227539062,-0.16888713836669922,True
OpenBMI-fold4-meta0-draw2,OpenBMI,4,0,2,563092191,64,64,1|2|4|5|6|7|10|13|14|15|17|19|21|22|25|26|27|29|33|35|36|43|44|45|48|50|52,16|18|20|38|42|51|54,0.2762574255466461,0.3842073380947113,12.534490585327148,3.6762797832489014,2.521491765975952,-2.413177490234375,-0.26032936573028564,True
OpenBMI-fold4-meta0-draw3,OpenBMI,4,0,3,3707841715,64,64,1|2|4|5|6|7|10|13|15|17|19|21|22|25|26|27|29|33|35|36|43|44|45|48|50|52,16|18|20|38|42|51|54,0.25887659192085266,0.334807425737381,12.534490585327148,5.265913486480713,3.3218464851379395,-5.301223278045654,-0.3030559718608856,True
OpenBMI-fold4-meta0-draw4,OpenBMI,4,0,4,1139776324,64,64,1|2|4|5|7|10|13|14|17|19|21|22|25|26|27|29|33|34|35|36|43|44|45|48|50|52,16|18|20|38|42|51|54,0.20060469210147858,0.4197682738304138,12.534490585327148,2.0402534008026123,3.311164617538452,-1.146325707435608,-0.16968488693237305,True
OpenBMI-fold4-meta0-draw5,OpenBMI,4,0,5,904212330,64,64,2|4|5|6|7|10|13|15|17|19|21|22|25|26|27|29|33|36|43|44|45|48|50|52,16|18|20|38|42|51|54,0.23573872447013855,0.2837136387825012,12.534490585327148,2.8691608905792236,2.659898042678833,-2.081718921661377,-0.27277353405952454,True
OpenBMI-fold4-meta0-draw6,OpenBMI,4,0,6,405448621,64,64,1|2|4|5|7|10|13|14|15|17|19|21|22|25|27|29|33|34|35|36|43|44|45|48|50|52,16|18|20|38|42|51|54,0.1776355355978012,0.2661466598510742,12.534490585327148,2.593144178390503,3.039865493774414,4.6756792068481445,0.5931488275527954,False
OpenBMI-fold4-meta0-draw7,OpenBMI,4,0,7,2458896362,64,64,1|2|4|5|6|7|10|13|17|19|22|25|27|29|33|34|35|36|43|44|45|48|50|52,16|18|20|38|42|51|54,0.30231255292892456,0.2705247104167938,12.534490585327148,3.6837239265441895,2.002202272415161,1.7824809551239014,0.24167397618293762,False
OpenBMI-fold4-meta0-draw8,OpenBMI,4,0,8,3192362484,64,64,2|4|5|6|10|13|14|15|17|19|21|22|25|26|27|29|33|34|35|36|43|44|45|48|50|52,16|18|20|38|42|51|54,0.3295888900756836,0.38313552737236023,12.534490585327148,4.277127265930176,3.75752329826355,-4.9265217781066895,-0.3065395653247833,True
OpenBMI-fold4-meta0-draw9,OpenBMI,4,0,9,765059861,64,64,2|4|5|6|7|10|13|14|15|17|19|21|22|25|26|27|29|33|34|35|36|43|48|50|52,16|18|20|38|42|51|54,0.22270570695400238,0.3605733811855316,12.534490585327148,3.380305051803589,3.2914962768554688,0.1971554160118103,0.017719825729727745,False
OpenBMI-fold4-meta1-draw0,OpenBMI,4,1,0,2593117580,64,64,4|5|10|14|15|16|17|18|20|21|25|26|29|33|35|36|38|42|44|45|48|50|51|52|54,2|6|13|22|27|34|43,0.2903748154640198,0.2572365999221802,12.534490585327148,2.5127646923065186,2.4348106384277344,-1.6616981029510498,-0.2716033458709717,True
OpenBMI-fold4-meta1-draw1,OpenBMI,4,1,1,4041337515,64,64,1|4|5|7|10|15|16|17|18|19|20|21|25|29|33|35|36|38|42|44|45|48|50|51|52|54,2|6|13|22|27|34|43,0.2922983169555664,0.251652330160141,12.534490585327148,6.653317928314209,3.643983840942383,1.1858500242233276,0.04891195893287659,False
OpenBMI-fold4-meta1-draw2,OpenBMI,4,1,2,1397439540,64,64,1|5|7|10|15|17|18|19|20|21|25|26|29|33|35|36|38|42|44|45|48|50|51|52|54,2|6|13|22|27|34|43,0.2819618880748749,0.2138877660036087,12.534490585327148,3.6772990226745605,3.380244255065918,-6.574280261993408,-0.5288971066474915,True
OpenBMI-fold4-meta1-draw3,OpenBMI,4,1,3,1321756204,64,64,1|4|5|7|10|14|15|16|17|18|19|20|21|25|29|33|35|38|42|44|45|48|50|52|54,2|6|13|22|27|34|43,0.26397693157196045,0.3415636718273163,12.534490585327148,3.590951442718506,3.8942222595214844,3.7078118324279785,0.2651474177837372,False
OpenBMI-fold4-meta1-draw4,OpenBMI,4,1,4,4092664322,64,64,1|4|5|7|10|14|15|16|17|18|19|20|21|25|26|29|33|35|36|38|42|44|45|50|52|54,2|6|13|22|27|34|43,0.3669384717941284,0.2775695323944092,12.534490585327148,2.9077110290527344,2.8908305168151855,0.7705943584442139,0.09167522192001343,False
OpenBMI-fold4-meta1-draw5,OpenBMI,4,1,5,1425457129,64,64,1|4|5|7|10|14|16|17|18|19|20|21|25|26|33|35|36|38|42|48|50|51|52|54,2|6|13|22|27|34|43,0.2786533832550049,0.27216777205467224,12.534490585327148,3.8458120822906494,2.844106912612915,-5.645254135131836,-0.5161186456680298,True
OpenBMI-fold4-meta1-draw6,OpenBMI,4,1,6,1413326720,64,64,1|4|5|7|10|14|15|17|18|19|20|21|25|26|29|33|35|36|38|42|44|45|48|50|51|52|54,2|6|13|22|27|34|43,0.23977652192115784,0.2615230083465576,12.534490585327148,2.603898048400879,3.641514778137207,-0.46015456318855286,-0.04852859303355217,True
OpenBMI-fold4-meta1-draw7,OpenBMI,4,1,7,2339338204,64,64,4|5|7|10|14|15|16|18|19|20|21|25|26|29|33|35|36|38|42|44|45|48|50|52|54,2|6|13|22|27|34|43,0.30608871579170227,0.23885400593280792,12.534490585327148,6.039097785949707,2.9226536750793457,0.7403460741043091,0.04194549471139908,False
OpenBMI-fold4-meta1-draw8,OpenBMI,4,1,8,4288075802,64,64,1|4|5|7|10|14|15|16|17|18|19|20|21|25|26|29|33|35|36|38|42|44|45|48|50|51|52|54,2|6|13|22|27|34|43,0.22146198153495789,0.26822060346603394,12.534490585327148,1.7679345607757568,3.7955689430236816,-3.1333491802215576,-0.46694499254226685,True
OpenBMI-fold4-meta1-draw9,OpenBMI,4,1,9,1589747352,64,64,1|4|5|14|15|16|17|18|19|20|21|25|26|29|33|35|36|38|42|44|45|48|50|51|52|54,2|6|13|22|27|34|43,0.26196184754371643,0.18929673731327057,12.534490585327148,4.326679229736328,2.2629950046539307,-2.5264716148376465,-0.25803354382514954,True
OpenBMI-fold4-meta2-draw0,OpenBMI,4,2,0,2959256964,64,64,1|2|4|5|6|7|10|13|16|17|18|19|20|22|26|27|34|35|36|43|48|50|51|52|54,14|15|21|25|29|33|44,0.2796672284603119,0.19369004666805267,12.534490585327148,4.692718505859375,2.1429476737976074,2.9061098098754883,0.2889854311943054,False
OpenBMI-fold4-meta2-draw1,OpenBMI,4,2,1,2907217119,64,64,1|2|4|5|6|7|10|13|16|17|18|19|20|22|26|27|34|35|36|42|45|50|51|52|54,14|15|21|25|29|33|44,0.3024101257324219,0.22110292315483093,12.534490585327148,3.8384342193603516,1.9552637338638306,0.777923047542572,0.10365188121795654,False
OpenBMI-fold4-meta2-draw2,OpenBMI,4,2,2,1795639895,64,64,1|2|4|5|6|7|10|13|16|17|18|19|20|22|26|27|34|35|36|38|43|45|48|50|52|54,14|15|21|25|29|33|44,0.2448158711194992,0.2311115860939026,12.534490585327148,3.089970111846924,2.466599702835083,1.0932049751281738,0.1434328556060791,False
OpenBMI-fold4-meta2-draw3,OpenBMI,4,2,3,827403511,64,64,1|2|6|7|10|13|16|17|19|20|22|26|27|34|35|36|38|42|43|48|50|54,14|15|21|25|29|33|44,0.47400912642478943,0.2215806394815445,12.534490585327148,4.2956647872924805,4.168949604034424,8.121158599853516,0.453482985496521,False
OpenBMI-fold4-meta2-draw4,OpenBMI,4,2,4,3488062322,64,64,1|4|5|6|7|10|13|16|17|19|20|22|26|27|34|35|38|43|45|48|50|51|52|54,14|15|21|25|29|33|44,0.5055668354034424,0.1526864618062973,12.534490585327148,4.964411735534668,2.7585504055023193,4.077212810516357,0.29772454500198364,False
OpenBMI-fold4-meta2-draw5,OpenBMI,4,2,5,1877355383,64,64,1|2|4|5|6|7|13|16|17|19|20|22|26|27|34|36|42|43|45|50|51|52|54,14|15|21|25|29|33|44,0.34776419401168823,0.13904164731502533,12.534490585327148,2.6267306804656982,1.7858257293701172,2.272747755050659,0.4845031797885895,False
OpenBMI-fold4-meta2-draw6,OpenBMI,4,2,6,771827170,64,64,1|2|4|5|6|7|10|13|16|17|18|19|20|27|34|35|36|38|42|43|45|48|51|52|54,14|15|21|25|29|33|44,0.35225725173950195,0.1318334937095642,12.534490585327148,12.105368614196777,1.9763836860656738,5.6035261154174805,0.23421362042427063,False
OpenBMI-fold4-meta2-draw7,OpenBMI,4,2,7,788503725,64,64,1|2|4|5|6|7|10|13|16|17|18|19|20|22|27|34|35|36|38|42|43|45|48|50|51|52|54,14|15|21|25|29|33|44,0.3383385241031647,0.3461816906929016,12.534490585327148,7.120911121368408,4.205809593200684,4.32158899307251,0.14429733157157898,False
OpenBMI-fold4-meta2-draw8,OpenBMI,4,2,8,3396606076,64,64,1|4|5|6|7|10|13|16|17|18|19|20|26|27|34|35|36|38|42|43|45|48|50|52|54,14|15|21|25|29|33|44,0.2628607749938965,0.13522231578826904,12.534490585327148,1.8923184871673584,1.68363356590271,0.8703009486198425,0.27316662669181824,False
OpenBMI-fold4-meta2-draw9,OpenBMI,4,2,9,3556693412,64,64,1|2|5|7|10|13|18|19|20|22|26|27|34|35|36|38|42|43|45|48|50|51|52|54,14|15|21|25|29|33|44,0.29499855637550354,0.1359107941389084,12.534490585327148,3.225139856338501,1.6233491897583008,0.24561339616775513,0.046912822872400284,False
OpenBMI-fold4-meta3-draw0,OpenBMI,4,3,0,3703143935,64,64,1|2|5|6|13|14|15|16|18|20|21|22|25|26|27|33|34|38|42|43|44|48|50|51|52|54,7|10|17|19|35|36|45,0.2821337878704071,0.1915493756532669,12.534490585327148,2.3547983169555664,3.745880126953125,-1.758312463760376,-0.19933724403381348,True
OpenBMI-fold4-meta3-draw1,OpenBMI,4,3,1,1892793614,64,64,1|2|4|5|6|13|14|15|16|18|20|21|22|25|26|27|29|33|34|38|42|43|44|48|50|51|54,7|10|17|19|35|36|45,0.29199209809303284,0.24078060686588287,12.534490585327148,4.655505180358887,4.044023513793945,-10.965234756469727,-0.5824215412139893,True
OpenBMI-fold4-meta3-draw2,OpenBMI,4,3,2,76154848,64,64,1|2|4|5|6|13|14|15|16|18|20|22|26|27|29|33|34|38|43|48|50|51|52|54,7|10|17|19|35|36|45,0.26972076296806335,0.19312971830368042,12.534490585327148,3.4804556369781494,2.8052098751068115,-5.248302936553955,-0.5375482439994812,True
OpenBMI-fold4-meta3-draw3,OpenBMI,4,3,3,1750794291,64,64,1|2|4|5|6|13|14|15|16|18|20|22|25|26|27|29|33|34|38|42|44|48|50|51|52|54,7|10|17|19|35|36|45,0.25299638509750366,0.20613957941532135,12.534490585327148,2.447721242904663,2.641611099243164,-0.08677893877029419,-0.013420957140624523,True
OpenBMI-fold4-meta3-draw4,OpenBMI,4,3,4,2387961747,64,64,1|2|6|13|15|16|18|20|21|22|26|27|29|34|38|42|43|44|48|50|51|54,7|10|17|19|35|36|45,0.1946614533662796,0.2515241205692291,12.534490585327148,1.8470449447631836,5.496401786804199,-2.857997417449951,-0.28151780366897583,True
OpenBMI-fold4-meta3-draw5,OpenBMI,4,3,5,2588008755,64,64,1|2|4|5|14|15|16|18|20|21|22|25|26|29|33|38|42|43|44|48|50|51|52|54,7|10|17|19|35|36|45,0.4312514662742615,0.2973864674568176,12.534490585327148,9.102002143859863,5.611518859863281,36.635337829589844,0.7172702550888062,False
OpenBMI-fold4-meta3-draw6,OpenBMI,4,3,6,1341368157,64,64,1|2|4|5|6|13|14|15|16|18|20|21|22|25|26|27|29|33|34|38|42|43|48|50|51|52|54,7|10|17|19|35|36|45,0.2880958020687103,0.30088871717453003,12.534490585327148,3.193938970565796,4.841132640838623,4.6650285720825195,0.3017037510871887,False
OpenBMI-fold4-meta3-draw7,OpenBMI,4,3,7,3371434889,64,64,1|2|4|5|6|13|14|15|16|18|20|21|22|25|26|27|29|33|38|42|43|44|48|50|52|54,7|10|17|19|35|36|45,0.3583575189113617,0.2272156924009323,12.534490585327148,3.8885416984558105,2.373785972595215,0.6099976301193237,0.06608453392982483,False
OpenBMI-fold4-meta3-draw8,OpenBMI,4,3,8,507872051,64,64,1|2|4|5|6|13|14|15|16|18|25|26|27|29|33|34|38|42|43|44|48|50|51|52|54,7|10|17|19|35|36|45,0.26786524057388306,0.24559976160526276,12.534490585327148,5.769432544708252,4.871362686157227,10.370672225952148,0.3689974546432495,False
OpenBMI-fold4-meta3-draw9,OpenBMI,4,3,9,1375165095,64,64,1|2|4|5|6|13|14|15|16|18|20|21|22|25|27|29|34|38|42|43|44|48|50|52|54,7|10|17|19|35|36|45,0.4080422520637512,0.2678512930870056,12.534490585327148,4.385054588317871,3.698617935180664,-0.49963104724884033,-0.030805975198745728,True
OpenBMI-fold4-meta4-draw0,OpenBMI,4,4,0,4197613349,64,64,2|6|7|10|13|15|16|17|18|19|20|21|25|27|29|33|34|35|36|38|42|43|44|45|51|54,1|4|5|26|48|50|52,0.13408368825912476,0.4687478840351105,12.534490585327148,1.739501714706421,7.520556449890137,0.06275695562362671,0.004797191359102726,False
OpenBMI-fold4-meta4-draw1,OpenBMI,4,4,1,765839679,64,64,2|6|7|10|13|14|15|16|17|18|19|21|22|25|27|29|33|34|35|36|38|42|43|45|51|54,1|4|5|26|48|50|52,0.23080383241176605,0.37301263213157654,12.534490585327148,3.400273323059082,3.4901397228240967,3.4329864978790283,0.2892780303955078,False
OpenBMI-fold4-meta4-draw2,OpenBMI,4,4,2,723589913,64,64,2|7|10|13|14|15|16|19|20|21|22|25|27|29|33|34|35|36|38|42|43|45|51|54,1|4|5|26|48|50|52,0.20134596526622772,0.3157932460308075,12.534490585327148,1.701659917831421,3.803457498550415,-0.4545368254184723,-0.07022920250892639,True
OpenBMI-fold4-meta4-draw3,OpenBMI,4,4,3,3192025019,64,64,2|6|7|10|13|14|15|17|18|19|20|21|22|25|27|29|33|34|35|38|42|43|44|45|51|54,1|4|5|26|48|50|52,0.32882896065711975,0.4138215184211731,12.534490585327148,2.631077289581299,4.839330673217773,-0.618220329284668,-0.04855392873287201,True
OpenBMI-fold4-meta4-draw4,OpenBMI,4,4,4,1932550021,64,64,2|6|7|10|13|14|15|16|17|18|19|20|21|22|25|27|29|33|34|38|42|43|44|45|51|54,1|4|5|26|48|50|52,0.2582509517669678,0.36363327503204346,12.534490585327148,2.406399726867676,2.3188774585723877,0.4108734428882599,0.07363130152225494,False
OpenBMI-fold4-meta4-draw5,OpenBMI,4,4,5,2914137923,64,64,2|7|10|15|16|17|18|19|20|21|22|25|27|29|33|34|35|36|38|42|43|44|45|51|54,1|4|5|26|48|50|52,0.23538069427013397,0.552066445350647,12.534490585327148,2.255049467086792,5.622222900390625,1.9476418495178223,0.15361902117729187,False
OpenBMI-fold4-meta4-draw6,OpenBMI,4,4,6,2363394701,64,64,2|6|7|10|13|14|15|16|17|18|19|21|22|27|34|35|36|38|42|43|44|45|51|54,1|4|5|26|48|50|52,0.35106226801872253,0.38037732243537903,12.534490585327148,3.2586052417755127,4.95528507232666,2.6417412757873535,0.16360248625278473,False
OpenBMI-fold4-meta4-draw7,OpenBMI,4,4,7,1839180593,64,64,2|6|7|10|13|14|15|16|18|19|20|22|25|27|33|34|35|36|38|42|43|44|45|51,1|4|5|26|48|50|52,0.24383996427059174,0.45357728004455566,12.534490585327148,3.1258199214935303,3.949662685394287,-8.006288528442383,-0.6484959721565247,True
