pool,method_id,subject_id,trials,balanced_accuracy,accuracy,macro_f1,reference_balanced_accuracy,reference_accuracy,reference_macro_f1,delta_BA_vs_B6,delta_accuracy_vs_B6,delta_macro_f1_vs_B6,OUTER_TEST_USED,model_id
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,33,200,0.98,0.98,0.98,0.98,0.98,0.98,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,34,200,0.7150000000000001,0.715,0.7133878064110623,0.7150000000000001,0.715,0.7133878064110623,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,35,200,0.975,0.975,0.9749993749843746,0.975,0.975,0.9749993749843746,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,36,200,0.98,0.98,0.9799919967987194,0.98,0.98,0.9799919967987194,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,37,200,0.995,0.995,0.9949998749968749,0.995,0.995,0.9949998749968749,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,38,200,0.8,0.8,0.797077922077922,0.8,0.8,0.797077922077922,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,39,200,0.9,0.9,0.8999599839935974,0.9,0.9,0.8999599839935974,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,4,200,0.73,0.73,0.7295673076923077,0.73,0.73,0.7295673076923077,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,40,200,0.795,0.795,0.7949948748718718,0.795,0.795,0.7949948748718718,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,41,200,0.76,0.76,0.7597838054248824,0.76,0.76,0.7597838054248824,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,42,200,0.76,0.76,0.7591328783621036,0.76,0.76,0.7591328783621036,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,43,200,0.87,0.87,0.8697916666666667,0.87,0.87,0.8697916666666667,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,44,200,0.925,0.925,0.9247724366207779,0.925,0.925,0.9247724366207779,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,45,200,0.875,0.875,0.8740903024350936,0.875,0.875,0.8740903024350936,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,46,200,0.71,0.71,0.6938021328265231,0.71,0.71,0.6938021328265231,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,47,200,0.9299999999999999,0.93,0.9299719887955182,0.9299999999999999,0.93,0.9299719887955182,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,48,200,0.755,0.755,0.7546995068959474,0.755,0.755,0.7546995068959474,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,49,200,0.85,0.85,0.8484848484848485,0.85,0.85,0.8484848484848485,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,5,200,0.955,0.955,0.9549988749718743,0.955,0.955,0.9549988749718743,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,50,200,0.64,0.64,0.609375,0.64,0.64,0.609375,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,51,200,0.765,0.765,0.7649471131004475,0.765,0.765,0.7649471131004475,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,52,200,0.795,0.795,0.7949538646195394,0.795,0.795,0.7949538646195394,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,53,200,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,54,200,0.6950000000000001,0.695,0.6937059074590144,0.6950000000000001,0.695,0.6937059074590144,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,7,200,0.855,0.855,0.8547057792028858,0.855,0.855,0.8547057792028858,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,8,200,0.8300000000000001,0.83,0.8286117552172598,0.8300000000000001,0.83,0.8286117552172598,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M0_B6_KEEP_ENSEMBLE,9,200,0.88,0.88,0.8796992481203008,0.88,0.88,0.8796992481203008,0.0,0.0,0.0,False,M0_B6_KEEP_ENSEMBLE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,1,200,0.815,0.815,0.8125205847330952,0.8,0.8,0.7960016319869441,0.014999999999999902,0.014999999999999902,0.016518952746151117,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,10,200,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,11,200,0.76,0.76,0.7597838054248824,0.76,0.76,0.7597838054248824,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,12,200,0.835,0.835,0.8349628666449951,0.835,0.835,0.8349628666449951,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,13,200,0.71,0.71,0.705762987012987,0.71,0.71,0.705762987012987,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,14,200,0.815,0.815,0.8149953748843721,0.815,0.815,0.8149583656322672,0.0,0.0,3.7009252104924784e-05,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,15,200,0.9099999999999999,0.91,0.9097744360902256,0.9099999999999999,0.91,0.9097744360902256,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,16,200,0.88,0.88,0.87998799879988,0.885,0.885,0.8849741191768148,-0.0050000000000000044,-0.0050000000000000044,-0.0049861203769347995,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,18,200,0.9099999999999999,0.91,0.9094202898550725,0.9099999999999999,0.91,0.9094202898550725,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,19,200,0.855,0.855,0.8539447508247086,0.85,0.85,0.8487750781328763,0.0050000000000000044,0.0050000000000000044,0.005169672691832217,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,2,200,0.825,0.825,0.8249956248906223,0.825,0.825,0.8249956248906223,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,20,200,0.8999999999999999,0.9,0.899749373433584,0.8999999999999999,0.9,0.899749373433584,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,21,200,0.9650000000000001,0.965,0.9649570724137068,0.9650000000000001,0.965,0.9649570724137068,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,22,200,0.8300000000000001,0.83,0.8299319727891157,0.8300000000000001,0.83,0.8299319727891157,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,23,200,0.91,0.91,0.9099639855942376,0.91,0.91,0.9099639855942376,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,24,200,0.69,0.69,0.6807743795695603,0.69,0.69,0.6807743795695603,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,25,200,0.865,0.865,0.8637705290244456,0.875,0.875,0.8744696342045141,-0.010000000000000009,-0.010000000000000009,-0.010699105180068447,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,26,200,0.845,0.845,0.8449961249031226,0.85,0.85,0.85,-0.0050000000000000044,-0.0050000000000000044,-0.005003875096877386,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,27,200,0.895,0.895,0.8949343339587242,0.895,0.895,0.8949343339587242,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,28,200,0.985,0.985,0.9849996249906248,0.985,0.985,0.9849996249906248,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,29,200,0.9199999999999999,0.92,0.9196060697417345,0.915,0.915,0.9145191703331239,0.004999999999999893,0.0050000000000000044,0.005086899408610623,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,3,200,0.915,0.915,0.9149468417761101,0.925,0.925,0.9249530956848031,-0.010000000000000009,-0.010000000000000009,-0.01000625390869303,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,30,200,0.83,0.83,0.8299829982998299,0.83,0.83,0.8299829982998299,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,31,200,0.865,0.865,0.8642363293526085,0.8600000000000001,0.86,0.8593106220480353,0.004999999999999893,0.0050000000000000044,0.004925707304573201,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,32,200,0.965,0.965,0.9649991249781245,0.965,0.965,0.9649991249781245,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,33,200,0.985,0.985,0.9849996249906248,0.98,0.98,0.98,0.0050000000000000044,0.0050000000000000044,0.004999624990624785,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,34,200,0.72,0.72,0.7186212440960708,0.7150000000000001,0.715,0.7133878064110623,0.004999999999999893,0.0050000000000000044,0.005233437685008502,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,35,200,0.975,0.975,0.9749993749843746,0.975,0.975,0.9749993749843746,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,36,200,0.98,0.98,0.9799919967987194,0.98,0.98,0.9799919967987194,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,37,200,0.99,0.99,0.9899989998999901,0.995,0.995,0.9949998749968749,-0.0050000000000000044,-0.0050000000000000044,-0.005000875096884849,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,38,200,0.8,0.8,0.797077922077922,0.8,0.8,0.797077922077922,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,39,200,0.9,0.9,0.8999599839935974,0.9,0.9,0.8999599839935974,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,4,200,0.73,0.73,0.7295673076923077,0.73,0.73,0.7295673076923077,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,40,200,0.8,0.8,0.8,0.795,0.795,0.7949948748718718,0.0050000000000000044,0.0050000000000000044,0.005005125128128229,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,41,200,0.76,0.76,0.7597838054248824,0.76,0.76,0.7597838054248824,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,42,200,0.76,0.76,0.7591328783621036,0.76,0.76,0.7591328783621036,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,43,200,0.87,0.87,0.8697916666666667,0.87,0.87,0.8697916666666667,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,44,200,0.925,0.925,0.9247724366207779,0.925,0.925,0.9247724366207779,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,45,200,0.875,0.875,0.8740903024350936,0.875,0.875,0.8740903024350936,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,46,200,0.6900000000000001,0.69,0.6726850385386971,0.71,0.71,0.6938021328265231,-0.019999999999999907,-0.020000000000000018,-0.021117094287826044,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,47,200,0.94,0.94,0.94,0.9299999999999999,0.93,0.9299719887955182,0.010000000000000009,0.009999999999999898,0.010028011204481713,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,48,200,0.745,0.745,0.7448405253283302,0.755,0.755,0.7546995068959474,-0.010000000000000009,-0.010000000000000009,-0.00985898156761722,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,49,200,0.85,0.85,0.8484848484848485,0.85,0.85,0.8484848484848485,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,5,200,0.955,0.955,0.9549988749718743,0.955,0.955,0.9549988749718743,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,50,200,0.64,0.64,0.609375,0.64,0.64,0.609375,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,51,200,0.765,0.765,0.7649471131004475,0.765,0.765,0.7649471131004475,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,52,200,0.795,0.795,0.7949538646195394,0.795,0.795,0.7949538646195394,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,53,200,0.795,0.795,0.7949948748718718,0.8,0.8,0.8,-0.0050000000000000044,-0.0050000000000000044,-0.005005125128128229,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,54,200,0.69,0.69,0.6884735202492211,0.6950000000000001,0.695,0.6937059074590144,-0.0050000000000001155,-0.0050000000000000044,-0.005232387209793243,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,7,200,0.84,0.84,0.8399359743897559,0.855,0.855,0.8547057792028858,-0.015000000000000013,-0.015000000000000013,-0.01476980481312995,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,8,200,0.8300000000000001,0.83,0.8286117552172598,0.8300000000000001,0.83,0.8286117552172598,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M1_ENSEMBLE_CONFIDENCE_RULE,9,200,0.88,0.88,0.8796992481203008,0.88,0.88,0.8796992481203008,0.0,0.0,0.0,False,M1_ENSEMBLE_CONFIDENCE_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,1,200,0.8,0.8,0.7960016319869441,0.8,0.8,0.7960016319869441,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,10,200,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,11,200,0.75,0.75,0.7498999599839936,0.76,0.76,0.7597838054248824,-0.010000000000000009,-0.010000000000000009,-0.009883845440888828,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,12,200,0.8049999999999999,0.805,0.8049561151259033,0.835,0.835,0.8349628666449951,-0.030000000000000027,-0.029999999999999916,-0.030006751519091823,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,13,200,0.71,0.71,0.705762987012987,0.71,0.71,0.705762987012987,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,14,200,0.815,0.815,0.8149583656322672,0.815,0.815,0.8149583656322672,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,15,200,0.895,0.895,0.8947869435607105,0.9099999999999999,0.91,0.9097744360902256,-0.014999999999999902,-0.015000000000000013,-0.014987492529515034,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,16,200,0.885,0.885,0.8849741191768148,0.885,0.885,0.8849741191768148,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,18,200,0.9099999999999999,0.91,0.9094202898550725,0.9099999999999999,0.91,0.9094202898550725,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,19,200,0.85,0.85,0.8487750781328763,0.85,0.85,0.8487750781328763,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,2,200,0.8200000000000001,0.82,0.81998199819982,0.825,0.825,0.8249956248906223,-0.004999999999999893,-0.0050000000000000044,-0.0050136266908022975,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,20,200,0.8999999999999999,0.9,0.899749373433584,0.8999999999999999,0.9,0.899749373433584,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,21,200,0.98,0.98,0.9799919967987194,0.9650000000000001,0.965,0.9649570724137068,0.014999999999999902,0.015000000000000013,0.015034924385012638,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,22,200,0.8300000000000001,0.83,0.8299319727891157,0.8300000000000001,0.83,0.8299319727891157,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,23,200,0.91,0.91,0.9099639855942376,0.91,0.91,0.9099639855942376,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,24,200,0.6950000000000001,0.695,0.6864639819074299,0.69,0.69,0.6807743795695603,0.0050000000000001155,0.0050000000000000044,0.005689602337869526,False,M2_ENSEMBLE_DISAGREEMENT_RULE
