task,fold,seed,random_id,rank,coordinate_ids,overlap_with_P,target_hash,used_primary_control,pool_file
OpenBMI_MI,0,0,25,5,"[2, 3, 11, 16, 19]",1,a8eeb3ef141f20393d2b578aa751370c3f056ff1b6a991ce967da46ce9c94255,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,26,5,"[14, 16, 15, 12, 1]",0,1f43b21b3d8082b3e1c95630e98ac39d1f9a71e83c01881f6d764a78ca523b59,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,27,5,"[13, 10, 8, 15, 6]",1,126ef9adf65728e8cde1a4cdd14a6c7685c37e049093b523955941e03a8ae9aa,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,28,5,"[13, 14, 7, 1, 16]",1,f418b9ae5c6f98efb73972eacf6fefb1f04d20d3f4a56e5f4d9e6ecc6522998d,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,29,5,"[1, 2, 10, 16, 7]",1,b9793f653bf16b0dd0e6e47286ebbe986be18a4ce90fdabd1792dee41c33f751,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,30,5,"[18, 17, 2, 5, 12]",1,651f79603f483540386eeaedc9ede149e8f3c7b2987074970fece4cf506bdf53,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,31,5,"[0, 14, 7, 2, 6]",2,cdba3cf38cb622359a04687fdc71272bb617e5fd3489d2e69e76c4c48dec987a,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,32,5,"[13, 5, 7, 15, 14]",2,fb850170c1f6672f1c53aca4cedf06320eda65ba76ecd955569416161a9bfad2,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,33,5,"[8, 6, 13, 4, 18]",2,5ead090384700a121e5a7530c6c905af01a281159bff77606b555f4d12c22f57,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,34,5,"[8, 14, 4, 3, 9]",2,23bc1da39716179c7a0fb31c317bcfbf42d25457f03d7fa5951739cc4d3507c4,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,35,5,"[17, 9, 3, 1, 13]",1,4f7d875a6644a9b9a28f7cf7b4717a8d01870625299e7a6713665647e0bf0492,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,36,5,"[9, 12, 15, 11, 14]",0,70f70bb214e66271fe9e9e314a9a89c56641d420ec84d159270c81a1565e0c9b,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,37,5,"[6, 5, 4, 0, 13]",3,465b46c3e345b2f1eacf8841cf58ca71053caa0c98f56e9986053014f6d94bbb,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,38,5,"[3, 18, 0, 17, 4]",2,4ea5710d138723aa2fbd736333c87a2ba24b6bb28a4777e81e3a03d0191d9e3f,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,39,5,"[1, 0, 12, 17, 2]",0,6a6837981c10a60b595a274c5a04d4502bd5eb38f10fb3621967066261186d77,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,40,5,"[6, 19, 0, 3, 17]",2,33faaf02f5ee485705bc846543fc1b1a6fbe120c7a98d079750abf5934baf72a,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,41,5,"[4, 18, 2, 12, 1]",1,445d4b673c2c93a860d95026425b48bdd9da767deb8bc75f340cf12697ecd7f0,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,42,5,"[19, 17, 0, 2, 18]",0,82d54773c55e11fe50307e607c78d6da66e218a973d607761dab33c20b6c6248,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,43,5,"[18, 2, 5, 3, 10]",2,5ee90021a18ecb58ba58f06381786352028e6d51fb47e66b0e5fed9fb3fa15cd,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,44,5,"[3, 1, 10, 13, 18]",1,73e2ab98203cc6fc51a4f2fb6193b852eb37e5d2609782c7b80dbbc1b1bd3906,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,45,5,"[19, 4, 5, 6, 12]",3,b190af25dc5e96c5a9003e5eb94a21e53fd151bebf1f172296c18721bbd99f5b,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,46,5,"[2, 11, 5, 6, 4]",3,3c971d2523e2c24313d0592efb8f558c9c6958a1fe687098885413ed334348c6,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,47,5,"[4, 11, 7, 1, 12]",2,c6cca5fa53ba40197557911895e99f2477865e54bf7a4347934a78f7d43d1114,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,48,5,"[15, 17, 14, 11, 9]",0,5ab70c4ac7e719587e91443672a40546db0acb058114389b3dc001eac8cf9f0b,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,49,5,"[10, 18, 11, 19, 9]",0,bcb5ff5d89f2281c798cd7ef85e45bcb43232077836ef2d3522974e65e3bd0a7,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,50,5,"[9, 16, 17, 4, 7]",2,d793ba7ac408e8779b24cd45e137b57ae35c85c724b22df326bd26680e0c68b8,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,51,5,"[18, 7, 11, 12, 8]",1,0c6040daa90242c458bdbda685cb1df3844435b3648da880defff325f258afe1,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,52,5,"[2, 12, 11, 9, 4]",1,be983d5e1c307bc2f25abb00c6dbe7cf3faa1a59d4263f1b2235fc602f3346f9,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,53,5,"[0, 14, 7, 16, 2]",1,291612f69ba5312d73094a955e81a234f653ca49982233a0b9246461dde0315a,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,54,5,"[16, 1, 17, 11, 9]",0,75b411f0fd22781109aad685f95253c73f1778e79a2bb950705027460a50a20f,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,55,5,"[0, 16, 18, 4, 19]",1,474054106769cbb0e58c7aad1f46fb492be2f54e71f5b235e020fe33dd23dce7,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,56,5,"[16, 7, 6, 12, 10]",2,522820dc76e67ad5873aa49222e8ef3223b41abca7fdf3184d5eb47c3c940d2a,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,57,5,"[9, 6, 15, 2, 12]",1,5155ccb9f45394e34c06cc45fb69557132039388f3362bf7b4fc74163cb4daaf,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,58,5,"[2, 17, 5, 19, 12]",1,1af24a7bb368ad3c6fbe0f9b6834586bb92b7d28deece3f3c2a337cea274be16,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,59,5,"[18, 10, 0, 13, 8]",0,56a2872d82a89f76e052032cf3840a2d1d9ff44710fee7242c3e868ba645f3b7,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,60,5,"[11, 15, 14, 12, 13]",0,18cbad9413850e75b3948971b3ac7b7a915ffb61d01f2faff46df0033e0fadb5,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,61,5,"[3, 12, 7, 0, 10]",2,f485daf7fa5865941a32beedac3bd3f5e1e996c25e7abb73153098498e22273f,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,62,5,"[1, 8, 5, 11, 16]",1,718bde4916d4c2e73222f50edd30fe145853e01ae8527ac23b542f438c20ade2,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,63,5,"[15, 11, 19, 6, 18]",1,1460ecb58bbdaebb65c59767efd22c6b3b7765bdb7de17032c7a97d7ab22a31f,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,64,5,"[15, 14, 17, 9, 5]",1,c28d8b9585deeb939634fce45314d6d8976d72e83ce235810653ccdc0fc29b3e,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,65,5,"[5, 8, 7, 12, 9]",2,63f1c9cdf749639076a3316a97f84436afce70724258028bd79de097f5393ada,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,66,5,"[2, 14, 7, 6, 16]",2,a1eeb3baee6a09186c2449b7bb6cf2a312fc662f54a04eb0d2769e14c4814562,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,67,5,"[19, 8, 6, 0, 15]",1,391864615d7cab60466a424efc6b2c598489385f4fd4549ef3c5a05680cf276d,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,68,5,"[7, 4, 12, 13, 3]",3,a3d43a10433f531abff5d2c59c6db65d10e0c58589381b50c743557a02d58db6,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,69,5,"[4, 0, 12, 17, 8]",1,4b1243b3211cf3d3141f8a124c7f13c5381cc770b3d64b55b2615c3fe53614e6,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,70,5,"[17, 9, 18, 3, 0]",1,a702a43d274b76f8cdc915e43e8d75033d6107103911a94ca743775e0ff2dc6d,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,71,5,"[12, 18, 5, 16, 0]",1,5d24c87e4a75480782a70c677d07c9597e3a945ee1907c9dd2de6662ca99aa13,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,72,5,"[7, 4, 13, 18, 19]",2,d9fc57e1a9f3ab99c75c1d3a00e7c24755d7f16b53b43310bbad300beb9c4e26,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,73,5,"[11, 2, 18, 3, 12]",1,ebbd60d24f56803747bbdb8cc95e79aeea121db854495bcd0bc782368596c810,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,74,5,"[17, 19, 5, 7, 1]",2,a3f1ce43aaa470f23e9f0ca0ea14e840ad284aa78adc66f450792651346142a1,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,75,5,"[4, 14, 18, 13, 8]",1,235a5a6c3a0f6d9c84c57540bc8ad747a91a267005c74a915838cee9114cf2ea,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,76,5,"[8, 13, 9, 5, 6]",2,ad07cf400a71f662c76b5c0ca392118fe3d2989c8430392014aa23a8999727aa,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,77,5,"[4, 0, 3, 18, 1]",2,24b71367b109e80aaeccb94b814d14173e174fc0ca88adde6507508129fda598,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,78,5,"[11, 0, 10, 14, 5]",1,f2fffacf1292145220a936fa251c35d0a999efcd562a43f1889b5ad1e5e40045,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
OpenBMI_MI,0,0,79,5,"[10, 9, 8, 0, 7]",1,8cad683c235963b336ac1340be4150f01abda79d77495a56b795108676a1164d,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold0_seed0.json
