task,fold,seed,selected_epoch,inner_validation_subject_equal_BA,checkpoint_sha256
OpenBMI_ERP,4,1,27,0.721969696969697,453f6844164af6ed1f0b8f6b7b64447325c646485550886e149fbcd9a2b63404
OpenBMI_ERP,4,2,20,0.7354040404040405,31a32d52457d76a9bbdd5d9ff175900b4a66286dd9a207dacac53b5f3be2627b
OpenBMI_SSVEP,0,0,11,0.2883333333333334,5cc26c51724661ece14310905b2b2f978f273f615b8465f0655dcfb6be6daef9
OpenBMI_SSVEP,0,1,15,0.2883333333333334,bafff700208c0518940053c64063041bdefc3047984d3eeee2ee7b11b690486f
OpenBMI_SSVEP,0,2,15,0.2983333333333334,4fd3c3fa9c7d75b6ed3b507303cf750718bcbe39e66ee591386ad38959552c88
OpenBMI_SSVEP,1,0,39,0.32166666666666666,680bb637a379c998ffaf0bd72b46b43708fd0c3b08855fab93fb68b849c27665
OpenBMI_SSVEP,1,1,48,0.3466666666666667,22ce35eba014199cd188b0ffa5653db5acf1162646a37d5ef058959a20e00664
OpenBMI_SSVEP,1,2,19,0.3033333333333334,5e7d11f87d14e0b567b4b0cf336f45f4f5164b8c53d6f24e2345b6cfbb21e3fa
OpenBMI_SSVEP,2,0,14,0.27,a18ca70376489d65c5862c5d5f5797de235e9d1348a4b253bf806ab2ae31c567
OpenBMI_SSVEP,2,1,17,0.26333333333333336,e33432417c01c343f6c00e3c38b26d646520c1c70eb72cb8c60daac05b9a9da2
OpenBMI_SSVEP,2,2,10,0.2733333333333334,6db029190c64dd57d7b6b81d6808a0331bfa0d74049f1c7837f092dc7cef9e2c
OpenBMI_SSVEP,3,0,12,0.27666666666666667,e0d8eb6a43c7c0a0fda9252863b37847ae872aedc382d3a48b15a0ebd17a777f
OpenBMI_SSVEP,3,1,12,0.29333333333333333,7cacfe7266b8469028a7d6027e93f1919f9135d1c988ba038cd74aa0238b67bb
OpenBMI_SSVEP,3,2,35,0.33,7bfc9e2d86c47504c50461546bd4889c63bb7d2d1b81d1489e4257bc0ccadb4f
OpenBMI_SSVEP,4,0,16,0.27999999999999997,c5e651d73c90eacf3d631e7a74f4c6e8c863d8c1e09207d7688ad7714a0c3189
OpenBMI_SSVEP,4,1,60,0.3916666666666666,7b157dc083a878888639a8317dbf89d849780823ee1f8caed2428ecc05f7296c
OpenBMI_SSVEP,4,2,29,0.31000000000000005,46e19ebd9907196263d17f6010afbc16d3d5c183ce84881a3d96d531c365418c
WBCIC_MI,0,0,27,0.6251641414141413,34ef48c2ff8567b22707223103940855d2a649ed71656bd02ced3905372c2982
WBCIC_MI,0,1,28,0.6352133838383838,12295b0e528f116cab28064ca896d988b91f913202d230614d94d4448c8dd5dc
WBCIC_MI,0,2,24,0.6480366161616161,f75c720b3a2a9fd61e8c1d7559f52ac0ef73fb6500e09385d3c1cddfa4731862
WBCIC_MI,1,0,28,0.7339936868686869,2fa5435164828ef57a7c6f283b374771b19888a0ff55213637250e8c8cf72dca
WBCIC_MI,1,1,16,0.7189823232323233,22af9e3bd9c15b2753b254a39995687122ebcc30ebfd84097915552489f6a3e1
WBCIC_MI,1,2,13,0.7320328282828283,ee41e8352dd5547e3023448d231dac97fe64d453b7b6f17f4cf03e4846257b04
WBCIC_MI,2,0,18,0.718,f6e9d1061518b1b2ad91425e4b8b365498ea72f8f5b9dac7c85aba0997b133bd
WBCIC_MI,2,1,12,0.723,fcf3909060dcac1a544de3eaa4aa6a64512204c7a1401f5ed816442a47aeaf4a
WBCIC_MI,2,2,29,0.79,2b6e620ce688b9fb0f83bc9c44b7b7debecee1f4ffc793eabf6bcaebad2ca61c
WBCIC_MI,3,0,12,0.631,56b068d65820f6882daae427895d5ae74a9e8cf103de26a2d9a6a5dd2e99cc68
WBCIC_MI,3,1,13,0.643,9f06f491b249ff3d3301904825f3c72685a6354537e23b1de7ce57850e4507fd
WBCIC_MI,3,2,11,0.657,a0d062d53268a543dca010929d940737f679495a4dfed1d110fc748f2fb67e35
WBCIC_MI,4,0,26,0.6609999999999999,a200a8013ab91a0eb6caa2780e9d9a3f10d9ea2ab21a66d13aa706f9622dadb9
WBCIC_MI,4,1,33,0.655,23c72f4be58897375fc962098bac38b7cdc0cde1f25b58ce2488e47e21f49f7e
WBCIC_MI,4,2,10,0.6299999999999999,f2f616bbbc373d40f79919d43911d0f0b8140c801a6b5db9f505c6c7640dd45d
