comparison,task,candidate,seed_scope,feature_family,B0_BA,candidate_BA,selective_policy_BA,policy_delta_vs_B0_pp,policy_delta_vs_candidate_pp,ci_low_pp,ci_high_pp,nonnegative_folds,positive_folds,worst_fold_pp,switch_rate_disagreements,switch_rate_all_trials,intervention_precision,realized_rescue_count,realized_harm_count,switched_both_wrong_count,oracle_headroom_pp,recovered_oracle_fraction
XS,OpenBMI_ERP,XS,seed2,F1,0.8325530303030302,0.8339772727272727,0.834,0.14469696969696993,0.002272727272727426,-0.5310795454545457,0.7272727272727275,4,4,-1.3750000000000027,0.438681592039801,0.044532828282828285,0.7408562517720443,2613,914,0,5.378787878787879,0.02690140845070427
XS,OpenBMI_ERP,XS,seed0,F2,0.8325530303030302,0.8317348484848486,0.833719696969697,0.11666666666666543,0.19848484848484665,-0.3310606060606075,0.550776515151515,3,3,-0.9128787878787903,0.27666340508806264,0.02856060606060606,0.8364279398762158,1892,370,0,5.413636363636364,0.021550517772180013
XS,OpenBMI_ERP,XS,seed1,F2,0.8325530303030302,0.8423863636363637,0.8353636363636363,0.28106060606060657,-0.7022727272727266,-0.09393939393939398,0.6666856060606083,3,3,-0.34469696969697255,0.2690335811330428,0.026502525252525253,0.8532634587899,1791,308,0,5.654545454545456,0.04970525187566996
XS,OpenBMI_ERP,XS,seed2,F2,0.8325530303030302,0.8339772727272727,0.8351287878787879,0.25757575757575757,0.11515151515151505,-0.30833333333333324,0.8166666666666667,3,3,-0.8409090909090922,0.3480099502487562,0.03532828282828283,0.8402430307362402,2351,447,0,5.378787878787879,0.04788732394366197
XS,OpenBMI_MI,XS,seed0,F0,0.7915,0.799,0.8084999999999999,1.6999999999999988,0.9499999999999991,0.9249999999999986,2.5249999999999977,5,5,0.12499999999999595,0.44662921348314605,0.0795,0.6069182389937107,193,125,0,9.274999999999999,0.18328840970350394
XS,OpenBMI_MI,XS,seed1,F0,0.7915,0.75075,0.79,-0.1499999999999999,3.925,-0.95,0.6500000000000002,2,2,-0.9999999999999996,0.3516778523489933,0.0655,0.48854961832061067,128,134,0,7.275,-0.020618556701030914
XS,OpenBMI_MI,XS,seed2,F0,0.7915,0.7787499999999999,0.795,0.3499999999999989,1.6250000000000004,-0.6500000000000002,1.2749999999999995,4,3,-0.25000000000000133,0.38809831824062097,0.075,0.5233333333333333,157,143,0,9.025,0.03878116343490293
XS,OpenBMI_MI,XS,seed0,F1,0.7915,0.799,0.8055,1.399999999999999,0.6499999999999995,0.47499999999999876,2.324999999999999,4,4,-0.3750000000000017,0.3904494382022472,0.0695,0.6007194244604317,167,111,0,9.274999999999999,0.150943396226415
XS,OpenBMI_MI,XS,seed1,F1,0.7915,0.75075,0.7892499999999999,-0.22499999999999964,3.85,-1.275,0.7500000000000007,4,4,-3.624999999999999,0.3395973154362416,0.06325,0.48221343873517786,122,131,0,7.275,-0.03092783505154634
XS,OpenBMI_MI,XS,seed2,F1,0.7915,0.7787499999999999,0.7927500000000001,0.12500000000000017,1.4000000000000015,-0.9000000000000007,1.05,3,3,-1.0000000000000022,0.3350582147477361,0.06475,0.5096525096525096,132,127,0,9.025,0.013850415512465393
XS,OpenBMI_MI,XS,seed0,F2,0.7915,0.799,0.8015000000000001,0.9999999999999997,0.25,-0.15000000000000044,2.1249999999999987,3,3,-0.7500000000000007,0.547752808988764,0.0975,0.5512820512820513,215,175,0,9.274999999999999,0.10781671159029647
XS,OpenBMI_MI,XS,seed1,F2,0.7915,0.75075,0.78075,-1.0750000000000004,2.9999999999999996,-2.200000000000001,-0.025000000000000577,1,1,-2.499999999999999,0.38523489932885907,0.07175,0.4250871080139373,122,165,0,7.275,-0.14776632302405504
XS,OpenBMI_MI,XS,seed2,F2,0.7915,0.7787499999999999,0.7875,-0.40000000000000036,0.8750000000000009,-1.8000000000000003,0.8499999999999993,1,1,-2.2500000000000004,0.4269081500646831,0.0825,0.47575757575757577,157,173,0,9.025,-0.04432132963988923
XS,OpenBMI_SSVEP,XS,seed0,F0,0.8919999999999998,0.9332499999999999,0.9359999999999999,4.399999999999999,0.27499999999999974,2.0500000000000003,7.6256249999999905,5,5,1.375000000000001,0.6462264150943396,0.0685,0.8548387096774194,212,36,26,6.65,0.6616541353383456
XS,OpenBMI_SSVEP,XS,seed1,F0,0.8919999999999998,0.9092500000000001,0.91425,2.224999999999999,0.499999999999999,1.099999999999999,3.449999999999998,5,5,1.3750000000000013,0.5092592592592593,0.055,0.7305699481865285,141,52,27,5.499999999999999,0.4045454545454545
XS,OpenBMI_SSVEP,XS,seed2,F0,0.8919999999999998,0.909,0.9199999999999999,2.7999999999999994,1.1,1.1499999999999984,4.974999999999999,5,5,0.37500000000000033,0.542528735632184,0.059,0.7616822429906542,163,51,22,5.624999999999999,0.49777777777777776
XS,OpenBMI_SSVEP,XS,seed0,F1,0.8919999999999998,0.9332499999999999,0.93475,4.275,0.15000000000000008,2.05,7.399999999999997,5,5,1.250000000000001,0.6485849056603774,0.06875,0.8489795918367347,208,37,30,6.65,0.6428571428571429
XS,OpenBMI_SSVEP,XS,seed1,F1,0.8919999999999998,0.9092500000000001,0.91525,2.3249999999999984,0.5999999999999989,0.7999999999999996,4.249999999999998,5,5,0.6250000000000006,0.5995370370370371,0.06475,0.7012987012987013,162,69,28,5.499999999999999,0.4227272727272725
XS,OpenBMI_SSVEP,XS,seed2,F1,0.8919999999999998,0.909,0.91975,2.7749999999999995,1.0750000000000004,1.0749999999999995,5.000000000000001,5,5,0.2500000000000002,0.5632183908045977,0.06125,0.7466666666666667,168,57,20,5.624999999999999,0.4933333333333333
XS,OpenBMI_SSVEP,XS,seed0,F2,0.8919999999999998,0.9332499999999999,0.93,3.7999999999999985,-0.3250000000000012,1.4249999999999987,7.1999999999999975,5,5,1.1249999999999996,0.6627358490566038,0.07025,0.8114754098360656,198,46,37,6.65,0.5714285714285712
XS,OpenBMI_SSVEP,XS,seed1,F2,0.8919999999999998,0.9092500000000001,0.9125,2.05,0.3249999999999994,0.8500000000000002,3.4749999999999988,5,5,0.6249999999999991,0.47453703703703703,0.05125,0.7252747252747253,132,50,23,5.499999999999999,0.37272727272727274
XS,OpenBMI_SSVEP,XS,seed2,F2,0.8919999999999998,0.909,0.915,2.3,0.6000000000000009,0.8749999999999993,4.325000000000001,5,5,0.7500000000000007,0.5080459770114942,0.05525,0.7346938775510204,144,52,25,5.624999999999999,0.4088888888888889
XS,WBCIC_MI,XS,seed0,F0,0.7870401596611274,0.7899348321928968,0.7941536331052459,0.7113473444118588,0.4218800912349296,-0.40322580645161393,1.7759052215705424,4,4,-0.40803872053872076,0.7023346303501945,0.116545601291364,0.5304709141274239,383,339,0,8.437805474095793,0.08430478121304257
XS,WBCIC_MI,XS,seed1,F0,0.7870401596611274,0.7907211225154775,0.7975289182144019,1.0488758553274653,0.6807795698924707,-0.06402737047898709,2.017595307917885,4,4,-0.5833333333333375,0.656350053361793,0.09927360774818401,0.5528455284552846,340,275,0,7.744420006516779,0.13543633408891262
XS,WBCIC_MI,XS,seed2,F0,0.7870401596611274,0.7957292684913653,0.796875203649397,0.9835043988269769,0.11459351580319196,-0.03263379765396428,1.9835043988269765,5,5,0.416666666666667,0.6797872340425531,0.10314769975786925,0.5477308294209703,350,289,0,8.018430270446396,0.12265547814911958
XS,WBCIC_MI,XS,seed0,F1,0.7870401596611274,0.7899348321928968,0.7922114288041706,0.5171269143043321,0.22765966112740324,-0.6109074617139147,1.5645161290322578,3,3,-0.8281776094276104,0.7003891050583657,0.1162227602905569,0.5222222222222223,376,344,0,8.437805474095793,0.061286896917915515
XS,WBCIC_MI,XS,seed1,F1,0.7870401596611274,0.7907211225154775,0.7941367302052784,0.7096570544151171,0.3415607689801229,-0.4354838709677441,1.6773989898989858,4,4,-0.7500000000000041,0.6659551760939167,0.10072639225181598,0.5352564102564102,334,290,0,7.744420006516779,0.0916346290384502
XS,WBCIC_MI,XS,seed2,F1,0.7870401596611274,0.7957292684913653,0.7959007412838057,0.8860581622678375,0.017147279244052335,-0.034361253665692586,1.853826063049853,5,5,0.08333333333333526,0.6904255319148936,0.10476190476190476,0.5423728813559322,352,297,0,8.018430270446396,0.11050269596202518
XS,WBCIC_MI,XS,seed0,F2,0.7870401596611274,0.7899348321928968,0.7897802623004236,0.2740102639296182,-0.015456989247311079,-0.6451612903225802,1.2094941348973591,3,3,-0.9176136363636381,0.5904669260700389,0.09798224374495561,0.514003294892916,312,295,0,8.437805474095793,0.03247411483600023
XS,WBCIC_MI,XS,seed1,F2,0.7870401596611274,0.7907211225154775,0.7920165363310524,0.4976376669925041,0.12954138155750966,-0.48859563375692644,1.3686054089279878,4,4,-0.0833333333333317,0.5026680896478122,0.07602905569007264,0.5329087048832272,251,220,0,7.744420006516779,0.06425757727160351
XS,WBCIC_MI,XS,seed2,F2,0.7870401596611274,0.7957292684913653,0.7936595796676442,0.6619420006516754,-0.20696888237210972,-0.11290322580645454,1.4677419354838677,3,3,-0.416666666666667,0.45851063829787236,0.06957223567393059,0.5475638051044084,236,195,0,8.018430270446396,0.08255256681490407
XS,OpenBMI_ERP,XS,equal_seed_mean,F0,0.8325530303030302,0.8360328282828283,0.842780303030303,1.022727272727273,0.6747474747474748,0.5098169191919174,1.5603661616161617,5,5,0.6906565656565643,0.5229724909144354,0.052904040404040405,0.6910489799378495,8680,3890,0,5.482323232323233,0.18654997696913866
XS,OpenBMI_ERP,XS,equal_seed_mean,F1,0.8325530303030302,0.8360328282828283,0.8347651515151515,0.2212121212121218,-0.12676767676767642,-0.24318181818181814,0.6899116161616164,4,4,-0.5618686868686885,0.43441556099396994,0.04394781144781145,0.7135605948264124,7443,2999,0,5.482323232323233,0.040350069092584165
XS,OpenBMI_ERP,XS,equal_seed_mean,F2,0.8325530303030302,0.8360328282828283,0.8347373737373737,0.2184343434343432,-0.129545454545455,-0.16339015151515232,0.6101136363636364,3,3,-0.4671717171717202,0.2979023121566205,0.03013047138047138,0.843311476467452,6034,1125,0,5.482323232323233,0.03984339014279129
XS,OpenBMI_MI,XS,equal_seed_mean,F0,0.7915,0.7761666666666667,0.7978333333333333,0.6333333333333325,2.1666666666666665,-0.06666666666666694,1.3083333333333333,4,4,-0.08333333333333616,0.3954684613575868,0.07333333333333335,0.5396003968825515,478,402,0,8.524999999999999,0.07429130009775163
XS,OpenBMI_MI,XS,equal_seed_mean,F1,0.7915,0.7761666666666667,0.7958333333333334,0.4333333333333331,1.966666666666667,-0.383333333333333,1.2249999999999994,4,4,-0.9999999999999982,0.35503498946207496,0.06583333333333334,0.530861790949373,421,369,0,8.524999999999999,0.05083088954056694
XS,OpenBMI_MI,XS,equal_seed_mean,F2,0.7915,0.7761666666666667,0.7899166666666667,-0.15833333333333374,1.375,-1.0916666666666672,0.7166666666666665,2,2,-1.4166666666666672,0.45329861946076866,0.08391666666666668,0.4840422450178548,494,513,0,8.524999999999999,-0.018572825024437977
XS,OpenBMI_SSVEP,XS,equal_seed_mean,F0,0.8919999999999998,0.9171666666666667,0.9234166666666667,3.1416666666666653,0.6249999999999997,1.5,5.2502083333333305,5,5,1.2083333333333346,0.5660048033285943,0.06083333333333333,0.7823636336182007,516,139,75,5.924999999999999,0.5302390998593529
XS,OpenBMI_SSVEP,XS,equal_seed_mean,F1,0.8919999999999998,0.9171666666666667,0.92325,3.1249999999999996,0.6083333333333331,1.3749999999999993,5.458333333333334,5,5,0.7083333333333339,0.6037801111673374,0.06491666666666666,0.7656483199340341,538,163,78,5.924999999999999,0.5274261603375527
XS,OpenBMI_SSVEP,XS,equal_seed_mean,F2,0.8919999999999998,0.9171666666666667,0.9191666666666668,2.7166666666666663,0.1999999999999997,1.1499999999999997,4.924999999999999,5,5,0.9583333333333343,0.548439621035045,0.058916666666666666,0.7571480042206038,474,148,85,5.924999999999999,0.4585091420534459
XS,WBCIC_MI,XS,equal_seed_mean,F0,0.7870401596611275,0.7921284077332466,0.7961859183230149,0.914575866188767,0.40575105897686403,-0.009572879330946296,1.7694145758661868,5,5,0.055555555555553804,0.6794906392515135,0.10632230293247243,0.5436824240012262,1073,903,0,8.066885250352989,0.11337410137930834
XS,WBCIC_MI,XS,equal_seed_mean,F1,0.7870401596611275,0.7921284077332466,0.7940829667644183,0.7042807103290959,0.19545590311719283,-0.193568752036495,1.5322376995764078,4,4,-0.05555555555555802,0.6855899376890587,0.1072370191014259,0.5332838379448549,1062,931,0,8.066885250352989,0.08730516035272451
XS,WBCIC_MI,XS,equal_seed_mean,F2,0.7870401596611275,0.7921284077332466,0.7918187927663735,0.47786331052459935,-0.030961496687303715,-0.24794314108830326,1.1600592619745829,4,4,-0.11111111111111122,0.5172152180052412,0.08119451170298628,0.5314919349601839,799,710,0,8.066885250352989,0.05923764819930829
