comparison,task,target,feature_family,heldout_fold,subject_id,total_fit_weight,expected_equal_weight,absolute_difference,equal_weight_pass
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,0,46,185.46875000000003,185.46875,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,0,48,185.46874999999997,185.46875,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,0,49,185.46875000000003,185.46875,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,0,50,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,0,52,185.46875000000003,185.46875,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,0,53,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,0,7,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,0,8,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,0,9,185.46875000000003,185.46875,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,1,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,10,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,11,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,15,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,16,198.43749999999997,198.4375,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,19,198.43749999999997,198.4375,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,20,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,21,198.43749999999997,198.4375,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,22,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,23,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,27,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,3,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,30,198.43750000000003,198.4375,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,32,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,33,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,34,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,38,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,41,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,44,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,45,198.43749999999997,198.4375,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,46,198.43750000000003,198.4375,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,47,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,48,198.43749999999997,198.4375,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,49,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,5,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,50,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,52,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,53,198.43749999999997,198.4375,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,6,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,7,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,8,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,1,9,198.43750000000003,198.4375,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,10,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,14,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,15,196.56249999999997,196.5625,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,16,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,19,196.56249999999997,196.5625,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,2,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,20,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,21,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,22,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,26,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,27,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,28,196.56249999999997,196.5625,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,3,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,31,196.56250000000003,196.5625,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,32,196.56249999999997,196.5625,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,33,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,34,196.56249999999997,196.5625,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,35,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,38,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,40,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,41,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,43,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,44,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,45,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,46,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,47,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,49,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,5,196.56249999999997,196.5625,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,53,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,6,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,7,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,2,9,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,1,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,11,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,14,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,15,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,2,191.99999999999997,192.0,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,20,192.00000000000003,192.0,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,21,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,23,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,26,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,28,191.99999999999997,192.0,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,3,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,30,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,31,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,32,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,33,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,35,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,38,192.00000000000003,192.0,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,40,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,41,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,43,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,44,191.99999999999997,192.0,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,46,192.00000000000003,192.0,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,47,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,48,191.99999999999997,192.0,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,5,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,50,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,52,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,53,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,6,192.00000000000003,192.0,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,7,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,8,192.0,192.0,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,3,9,192.00000000000003,192.0,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,1,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,10,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,11,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,14,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,15,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,16,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,19,186.40624999999997,186.40625,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,2,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,22,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,23,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,26,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,27,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,28,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,3,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,30,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,31,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,32,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,33,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,34,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,35,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,38,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,40,186.40625000000003,186.40625,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,43,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,45,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,47,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,48,186.40624999999997,186.40625,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,49,186.40625000000003,186.40625,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,5,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,50,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,52,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,6,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F0,4,8,186.40625,186.40625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,1,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,10,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,11,185.46875000000003,185.46875,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,14,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,16,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,19,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,2,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,20,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,21,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,22,185.46874999999997,185.46875,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,23,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,26,185.46875000000003,185.46875,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,27,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,28,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,30,185.46875000000003,185.46875,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,31,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,34,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,35,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,40,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,41,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,43,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,44,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,45,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,46,185.46875000000003,185.46875,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,48,185.46874999999997,185.46875,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,49,185.46875000000003,185.46875,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,50,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,52,185.46875000000003,185.46875,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,53,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,7,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,8,185.46875,185.46875,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,0,9,185.46875000000003,185.46875,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,1,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,10,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,11,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,15,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,16,198.43749999999997,198.4375,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,19,198.43749999999997,198.4375,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,20,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,21,198.43749999999997,198.4375,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,22,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,23,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,27,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,3,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,30,198.43750000000003,198.4375,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,32,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,33,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,34,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,38,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,41,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,44,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,45,198.43749999999997,198.4375,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,46,198.43750000000003,198.4375,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,47,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,48,198.43749999999997,198.4375,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,49,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,5,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,50,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,52,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,53,198.43749999999997,198.4375,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,6,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,7,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,8,198.4375,198.4375,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,9,198.43750000000003,198.4375,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,2,10,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,2,14,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,2,15,196.56249999999997,196.5625,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,2,16,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,2,19,196.56249999999997,196.5625,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,2,2,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,2,20,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,2,21,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,2,22,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,2,26,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,2,27,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,2,28,196.56249999999997,196.5625,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,2,3,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,2,31,196.56250000000003,196.5625,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,2,32,196.56249999999997,196.5625,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,2,33,196.5625,196.5625,0.0,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,2,34,196.56249999999997,196.5625,2.842170943040401e-14,True
X,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,2,35,196.5625,196.5625,0.0,True
