comparison,task,target,feature_family,heldout_fold,evaluation_scope,n_rows,n_rescue,ROC_AUC,PR_AUC,balanced_accuracy,precision_RESCUE,recall_RESCUE
XS,OpenBMI_SSVEP,SAFE_SWITCH,F2,1,seed2,81,50,0.7554838709677419,0.8426236234317938,0.705483870967742,0.8709677419354839,0.54
XS,OpenBMI_SSVEP,SAFE_SWITCH,F2,2,pooled,335,147,0.5986394557823129,0.5118871544394118,0.5859929078014184,0.5130890052356021,0.6666666666666666
XS,OpenBMI_SSVEP,SAFE_SWITCH,F2,2,seed0,102,57,0.5539961013645225,0.5688859017352098,0.5567251461988304,0.5949367088607594,0.8245614035087719
XS,OpenBMI_SSVEP,SAFE_SWITCH,F2,2,seed1,126,48,0.5483440170940171,0.4664594881974396,0.5584935897435898,0.45652173913043476,0.4375
XS,OpenBMI_SSVEP,SAFE_SWITCH,F2,2,seed2,107,42,0.6003663003663003,0.4651058629245738,0.5802197802197803,0.45454545454545453,0.7142857142857143
XS,OpenBMI_SSVEP,SAFE_SWITCH,F2,3,pooled,240,120,0.7245833333333334,0.7392608477728855,0.6458333333333334,0.7611940298507462,0.425
XS,OpenBMI_SSVEP,SAFE_SWITCH,F2,3,seed0,73,43,0.6465116279069767,0.7409375577792582,0.596124031007752,0.7777777777777778,0.32558139534883723
XS,OpenBMI_SSVEP,SAFE_SWITCH,F2,3,seed1,75,38,0.7731152204836415,0.7996218807081928,0.6955903271692745,0.8,0.5263157894736842
XS,OpenBMI_SSVEP,SAFE_SWITCH,F2,3,seed2,92,39,0.7614900822447992,0.7127654517543989,0.6519109820996614,0.7083333333333334,0.4358974358974359
XS,OpenBMI_SSVEP,SAFE_SWITCH,F2,4,pooled,85,49,0.7488662131519275,0.8177412245081916,0.6618480725623583,0.6964285714285714,0.7959183673469388
XS,OpenBMI_SSVEP,SAFE_SWITCH,F2,4,seed0,25,17,0.713235294117647,0.8445714332410745,0.6323529411764706,0.7647058823529411,0.7647058823529411
XS,OpenBMI_SSVEP,SAFE_SWITCH,F2,4,seed1,26,15,0.7090909090909092,0.7905091399828241,0.6606060606060606,0.6842105263157895,0.8666666666666667
XS,OpenBMI_SSVEP,SAFE_SWITCH,F2,4,seed2,34,17,0.8062283737024222,0.8541658867455312,0.6764705882352942,0.65,0.7647058823529411
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,0,pooled,770,387,0.6352811005188198,0.6160358328972932,0.6041856417106888,0.577570093457944,0.7984496124031008
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,0,seed0,276,139,0.6318332195557423,0.6292863992283332,0.5739379299480124,0.55,0.8705035971223022
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,0,seed1,254,126,0.6724330357142857,0.6251356636978627,0.6427331349206349,0.610062893081761,0.7698412698412699
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,0,seed2,240,122,0.6097527090858572,0.6015350063512297,0.5975270908585719,0.5833333333333334,0.7459016393442623
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,1,pooled,590,348,0.5410967037142587,0.6440750571945734,0.5064002089864159,0.5981735159817352,0.3764367816091954
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,1,seed0,217,128,0.6074438202247192,0.6734029542124743,0.5333567415730337,0.6292134831460674,0.4375
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,1,seed1,164,93,0.5285476298652128,0.6289429105072945,0.513781614417689,0.5862068965517241,0.3655913978494624
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,1,seed2,209,127,0.4778183214903015,0.6437834399243687,0.4723929325907432,0.5694444444444444,0.3228346456692913
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,2,pooled,521,259,0.505865189071296,0.49333956410868013,0.511303015119809,0.5060975609756098,0.640926640926641
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,2,seed0,178,88,0.48244949494949496,0.4867072776537153,0.46111111111111114,0.4583333333333333,0.5
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,2,seed1,174,83,0.47292466569575003,0.4572114186066981,0.5124453859393618,0.48507462686567165,0.7831325301204819
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,2,seed2,169,88,0.5615881032547699,0.5621249020999166,0.5707772166105499,0.5816326530612245,0.6477272727272727
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,3,pooled,529,256,0.6037230998168499,0.5782644913848006,0.5673363095238095,0.559322033898305,0.515625
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,3,seed0,173,76,0.5959034183396635,0.5414751666977293,0.5841698317959848,0.5324675324675324,0.5394736842105263
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,3,seed1,185,91,0.6007715688566753,0.5909932634971777,0.5325578676642506,0.5396825396825397,0.37362637362637363
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,3,seed2,171,89,0.6163332419841052,0.6134392534190934,0.5824198410523431,0.59375,0.6404494382022472
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,4,pooled,495,250,0.5684081632653062,0.5443615230601277,0.5406938775510204,0.5406360424028268,0.612
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,4,seed0,184,92,0.5659262759924385,0.5422746727474088,0.5271739130434783,0.5233644859813084,0.6086956521739131
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,4,seed1,160,87,0.5564478034955126,0.5980998719927166,0.5372382301999685,0.5802469135802469,0.5402298850574713
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,4,seed2,151,71,0.5973591549295775,0.5289641887865066,0.570862676056338,0.5263157894736842,0.704225352112676
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,0,pooled,770,387,0.6076264496933632,0.5822322605243893,0.5768109782014694,0.5563636363636364,0.7906976744186046
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,0,seed0,276,139,0.5890353410702096,0.5816024987028013,0.537494092317387,0.5263157894736842,0.8633093525179856
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,0,seed1,254,126,0.6520957341269842,0.6088449269217336,0.611297123015873,0.5838509316770186,0.746031746031746
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,0,seed2,240,122,0.5935676576826897,0.5763470904656236,0.5846762989719366,0.5714285714285714,0.7540983606557377
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,1,pooled,590,348,0.5310748551344162,0.6462216173304844,0.5004749691270067,0.5904761904761905,0.3563218390804598
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,1,seed0,217,128,0.5812851123595507,0.6742428498265188,0.5206724016853932,0.618421052631579,0.3671875
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,1,seed1,164,93,0.5293048614266243,0.6301769058896285,0.5121157049825837,0.5833333333333334,0.3763440860215054
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,1,seed2,209,127,0.47829844440176683,0.642379523774484,0.4702323794891492,0.5675675675675675,0.33070866141732286
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,2,pooled,521,259,0.5072209614194347,0.5004345850795577,0.5131008871466887,0.5078864353312302,0.6216216216216216
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,2,seed0,178,88,0.47891414141414146,0.505058283577754,0.460479797979798,0.45348837209302323,0.4431818181818182
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,2,seed1,174,83,0.4757050178736925,0.4750883118199082,0.5234343969283728,0.49242424242424243,0.7831325301204819
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,2,seed2,169,88,0.567199775533109,0.5606455357836324,0.564604377104377,0.5757575757575758,0.6477272727272727
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,3,pooled,529,256,0.5949805402930403,0.5679344693038229,0.5753920558608059,0.5655737704918032,0.5390625
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,3,seed0,173,76,0.5961747151383614,0.5376805850694251,0.572436245252306,0.5194805194805194,0.5263157894736842
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,3,seed1,185,91,0.579845686228665,0.585170404506962,0.5435468786532617,0.5538461538461539,0.3956043956043956
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,3,seed2,171,89,0.6083858591394903,0.603594650814641,0.6044121677171828,0.6078431372549019,0.6966292134831461
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,4,pooled,495,250,0.5478367346938775,0.5303694892350654,0.548530612244898,0.5457627118644067,0.644
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,4,seed0,184,92,0.5318998109640832,0.5299402443423207,0.5163043478260869,0.5126050420168067,0.6630434782608695
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,4,seed1,160,87,0.548260116517084,0.589776273600768,0.5602267359470949,0.6,0.5862068965517241
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,4,seed2,151,71,0.5836267605633803,0.5191008015406724,0.5825704225352113,0.5384615384615384,0.6901408450704225
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,0,pooled,770,387,0.5754110416202831,0.5482347930967862,0.537100006072014,0.5543478260869565,0.3953488372093023
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,0,seed0,276,139,0.5982250695793729,0.5802909395496351,0.5309562568922964,0.5714285714285714,0.2589928057553957
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,0,seed1,254,126,0.6331225198412698,0.6218148225962694,0.5243675595238095,0.625,0.11904761904761904
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,0,seed2,240,122,0.5360516810225062,0.5302874754741089,0.5493887190886357,0.5396825396825397,0.8360655737704918
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,1,pooled,590,348,0.5497292675976062,0.6576792834195219,0.5427115987460815,0.6788321167883211,0.2672413793103448
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,1,seed0,217,128,0.5231741573033708,0.6496754378860665,0.5214185393258427,0.625,0.3125
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,1,seed1,164,93,0.5847342117219445,0.6632754224078037,0.5515674693321218,0.6857142857142857,0.25806451612903225
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,1,seed2,209,127,0.5615517572498558,0.6850781435208717,0.5592951795659689,0.7631578947368421,0.2283464566929134
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,2,pooled,521,259,0.4986147543399452,0.49871692409679225,0.49803265642960304,0.4956268221574344,0.6563706563706564
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,2,seed0,178,88,0.46338383838383834,0.4829246265378106,0.4881313131313131,0.4880952380952381,0.9318181818181818
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,2,seed1,174,83,0.5599099695485237,0.5268905336703119,0.5439560439560439,0.5,1.0
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,2,seed2,169,88,0.5124859708193041,0.5554277481695103,0.5037177328843996,0.5555555555555556,0.056818181818181816
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,3,pooled,529,256,0.5281307234432234,0.5200776391753006,0.5236163576007327,0.5050847457627119,0.58203125
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,3,seed0,173,76,0.5872219207813348,0.5285666175623052,0.5504612045577862,0.4689655172413793,0.8947368421052632
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,3,seed1,185,91,0.5310965630114566,0.540511489047169,0.518529342997428,0.5113636363636364,0.4945054945054945
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,3,seed2,171,89,0.5368594135379555,0.5656928541847858,0.5437106056453823,0.5806451612903226,0.4044943820224719
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,4,pooled,495,250,0.5279673469387755,0.5234961629284748,0.5233061224489797,0.5180995475113123,0.916
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,4,seed0,184,92,0.5438327032136105,0.5381809163913919,0.532608695652174,0.5182926829268293,0.9239130434782609
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,4,seed1,160,87,0.5111006140765234,0.5576107564849223,0.5134624468587624,0.5510204081632653,0.9310344827586207
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,4,seed2,151,71,0.49859154929577465,0.4633124464797914,0.518661971830986,0.48091603053435117,0.8873239436619719
XS,WBCIC_MI,SAFE_SWITCH,F0,0,pooled,770,387,0.6352811005188198,0.6160358328972932,0.6041856417106888,0.577570093457944,0.7984496124031008
XS,WBCIC_MI,SAFE_SWITCH,F0,0,seed0,276,139,0.6318332195557423,0.6292863992283332,0.5739379299480124,0.55,0.8705035971223022
XS,WBCIC_MI,SAFE_SWITCH,F0,0,seed1,254,126,0.6724330357142857,0.6251356636978627,0.6427331349206349,0.610062893081761,0.7698412698412699
XS,WBCIC_MI,SAFE_SWITCH,F0,0,seed2,240,122,0.6097527090858572,0.6015350063512297,0.5975270908585719,0.5833333333333334,0.7459016393442623
XS,WBCIC_MI,SAFE_SWITCH,F0,1,pooled,590,348,0.5410967037142587,0.6440750571945734,0.5064002089864159,0.5981735159817352,0.3764367816091954
XS,WBCIC_MI,SAFE_SWITCH,F0,1,seed0,217,128,0.6074438202247192,0.6734029542124743,0.5333567415730337,0.6292134831460674,0.4375
XS,WBCIC_MI,SAFE_SWITCH,F0,1,seed1,164,93,0.5285476298652128,0.6289429105072945,0.513781614417689,0.5862068965517241,0.3655913978494624
XS,WBCIC_MI,SAFE_SWITCH,F0,1,seed2,209,127,0.4778183214903015,0.6437834399243687,0.4723929325907432,0.5694444444444444,0.3228346456692913
XS,WBCIC_MI,SAFE_SWITCH,F0,2,pooled,521,259,0.505865189071296,0.49333956410868013,0.511303015119809,0.5060975609756098,0.640926640926641
XS,WBCIC_MI,SAFE_SWITCH,F0,2,seed0,178,88,0.48244949494949496,0.4867072776537153,0.46111111111111114,0.4583333333333333,0.5
XS,WBCIC_MI,SAFE_SWITCH,F0,2,seed1,174,83,0.47292466569575003,0.4572114186066981,0.5124453859393618,0.48507462686567165,0.7831325301204819
XS,WBCIC_MI,SAFE_SWITCH,F0,2,seed2,169,88,0.5615881032547699,0.5621249020999166,0.5707772166105499,0.5816326530612245,0.6477272727272727
XS,WBCIC_MI,SAFE_SWITCH,F0,3,pooled,529,256,0.6037230998168499,0.5782644913848006,0.5673363095238095,0.559322033898305,0.515625
XS,WBCIC_MI,SAFE_SWITCH,F0,3,seed0,173,76,0.5959034183396635,0.5414751666977293,0.5841698317959848,0.5324675324675324,0.5394736842105263
XS,WBCIC_MI,SAFE_SWITCH,F0,3,seed1,185,91,0.6007715688566753,0.5909932634971777,0.5325578676642506,0.5396825396825397,0.37362637362637363
XS,WBCIC_MI,SAFE_SWITCH,F0,3,seed2,171,89,0.6163332419841052,0.6134392534190934,0.5824198410523431,0.59375,0.6404494382022472
XS,WBCIC_MI,SAFE_SWITCH,F0,4,pooled,495,250,0.5684081632653062,0.5443615230601277,0.5406938775510204,0.5406360424028268,0.612
XS,WBCIC_MI,SAFE_SWITCH,F0,4,seed0,184,92,0.5659262759924385,0.5422746727474088,0.5271739130434783,0.5233644859813084,0.6086956521739131
XS,WBCIC_MI,SAFE_SWITCH,F0,4,seed1,160,87,0.5564478034955126,0.5980998719927166,0.5372382301999685,0.5802469135802469,0.5402298850574713
XS,WBCIC_MI,SAFE_SWITCH,F0,4,seed2,151,71,0.5973591549295775,0.5289641887865066,0.570862676056338,0.5263157894736842,0.704225352112676
XS,WBCIC_MI,SAFE_SWITCH,F1,0,pooled,770,387,0.6076264496933632,0.5822322605243893,0.5768109782014694,0.5563636363636364,0.7906976744186046
XS,WBCIC_MI,SAFE_SWITCH,F1,0,seed0,276,139,0.5890353410702096,0.5816024987028013,0.537494092317387,0.5263157894736842,0.8633093525179856
XS,WBCIC_MI,SAFE_SWITCH,F1,0,seed1,254,126,0.6520957341269842,0.6088449269217336,0.611297123015873,0.5838509316770186,0.746031746031746
XS,WBCIC_MI,SAFE_SWITCH,F1,0,seed2,240,122,0.5935676576826897,0.5763470904656236,0.5846762989719366,0.5714285714285714,0.7540983606557377
XS,WBCIC_MI,SAFE_SWITCH,F1,1,pooled,590,348,0.5310748551344162,0.6462216173304844,0.5004749691270067,0.5904761904761905,0.3563218390804598
XS,WBCIC_MI,SAFE_SWITCH,F1,1,seed0,217,128,0.5812851123595507,0.6742428498265188,0.5206724016853932,0.618421052631579,0.3671875
XS,WBCIC_MI,SAFE_SWITCH,F1,1,seed1,164,93,0.5293048614266243,0.6301769058896285,0.5121157049825837,0.5833333333333334,0.3763440860215054
XS,WBCIC_MI,SAFE_SWITCH,F1,1,seed2,209,127,0.47829844440176683,0.642379523774484,0.4702323794891492,0.5675675675675675,0.33070866141732286
XS,WBCIC_MI,SAFE_SWITCH,F1,2,pooled,521,259,0.5072209614194347,0.5004345850795577,0.5131008871466887,0.5078864353312302,0.6216216216216216
XS,WBCIC_MI,SAFE_SWITCH,F1,2,seed0,178,88,0.47891414141414146,0.505058283577754,0.460479797979798,0.45348837209302323,0.4431818181818182
XS,WBCIC_MI,SAFE_SWITCH,F1,2,seed1,174,83,0.4757050178736925,0.4750883118199082,0.5234343969283728,0.49242424242424243,0.7831325301204819
XS,WBCIC_MI,SAFE_SWITCH,F1,2,seed2,169,88,0.567199775533109,0.5606455357836324,0.564604377104377,0.5757575757575758,0.6477272727272727
XS,WBCIC_MI,SAFE_SWITCH,F1,3,pooled,529,256,0.5949805402930403,0.5679344693038229,0.5753920558608059,0.5655737704918032,0.5390625
XS,WBCIC_MI,SAFE_SWITCH,F1,3,seed0,173,76,0.5961747151383614,0.5376805850694251,0.572436245252306,0.5194805194805194,0.5263157894736842
XS,WBCIC_MI,SAFE_SWITCH,F1,3,seed1,185,91,0.579845686228665,0.585170404506962,0.5435468786532617,0.5538461538461539,0.3956043956043956
XS,WBCIC_MI,SAFE_SWITCH,F1,3,seed2,171,89,0.6083858591394903,0.603594650814641,0.6044121677171828,0.6078431372549019,0.6966292134831461
XS,WBCIC_MI,SAFE_SWITCH,F1,4,pooled,495,250,0.5478367346938775,0.5303694892350654,0.548530612244898,0.5457627118644067,0.644
XS,WBCIC_MI,SAFE_SWITCH,F1,4,seed0,184,92,0.5318998109640832,0.5299402443423207,0.5163043478260869,0.5126050420168067,0.6630434782608695
XS,WBCIC_MI,SAFE_SWITCH,F1,4,seed1,160,87,0.548260116517084,0.589776273600768,0.5602267359470949,0.6,0.5862068965517241
XS,WBCIC_MI,SAFE_SWITCH,F1,4,seed2,151,71,0.5836267605633803,0.5191008015406724,0.5825704225352113,0.5384615384615384,0.6901408450704225
XS,WBCIC_MI,SAFE_SWITCH,F2,0,pooled,770,387,0.5754110416202831,0.5482347930967862,0.537100006072014,0.5543478260869565,0.3953488372093023
XS,WBCIC_MI,SAFE_SWITCH,F2,0,seed0,276,139,0.5982250695793729,0.5802909395496351,0.5309562568922964,0.5714285714285714,0.2589928057553957
XS,WBCIC_MI,SAFE_SWITCH,F2,0,seed1,254,126,0.6331225198412698,0.6218148225962694,0.5243675595238095,0.625,0.11904761904761904
XS,WBCIC_MI,SAFE_SWITCH,F2,0,seed2,240,122,0.5360516810225062,0.5302874754741089,0.5493887190886357,0.5396825396825397,0.8360655737704918
XS,WBCIC_MI,SAFE_SWITCH,F2,1,pooled,590,348,0.5497292675976062,0.6576792834195219,0.5427115987460815,0.6788321167883211,0.2672413793103448
XS,WBCIC_MI,SAFE_SWITCH,F2,1,seed0,217,128,0.5231741573033708,0.6496754378860665,0.5214185393258427,0.625,0.3125
XS,WBCIC_MI,SAFE_SWITCH,F2,1,seed1,164,93,0.5847342117219445,0.6632754224078037,0.5515674693321218,0.6857142857142857,0.25806451612903225
XS,WBCIC_MI,SAFE_SWITCH,F2,1,seed2,209,127,0.5615517572498558,0.6850781435208717,0.5592951795659689,0.7631578947368421,0.2283464566929134
XS,WBCIC_MI,SAFE_SWITCH,F2,2,pooled,521,259,0.4986147543399452,0.49871692409679225,0.49803265642960304,0.4956268221574344,0.6563706563706564
XS,WBCIC_MI,SAFE_SWITCH,F2,2,seed0,178,88,0.46338383838383834,0.4829246265378106,0.4881313131313131,0.4880952380952381,0.9318181818181818
XS,WBCIC_MI,SAFE_SWITCH,F2,2,seed1,174,83,0.5599099695485237,0.5268905336703119,0.5439560439560439,0.5,1.0
XS,WBCIC_MI,SAFE_SWITCH,F2,2,seed2,169,88,0.5124859708193041,0.5554277481695103,0.5037177328843996,0.5555555555555556,0.056818181818181816
XS,WBCIC_MI,SAFE_SWITCH,F2,3,pooled,529,256,0.5281307234432234,0.5200776391753006,0.5236163576007327,0.5050847457627119,0.58203125
XS,WBCIC_MI,SAFE_SWITCH,F2,3,seed0,173,76,0.5872219207813348,0.5285666175623052,0.5504612045577862,0.4689655172413793,0.8947368421052632
XS,WBCIC_MI,SAFE_SWITCH,F2,3,seed1,185,91,0.5310965630114566,0.540511489047169,0.518529342997428,0.5113636363636364,0.4945054945054945
XS,WBCIC_MI,SAFE_SWITCH,F2,3,seed2,171,89,0.5368594135379555,0.5656928541847858,0.5437106056453823,0.5806451612903226,0.4044943820224719
XS,WBCIC_MI,SAFE_SWITCH,F2,4,pooled,495,250,0.5279673469387755,0.5234961629284748,0.5233061224489797,0.5180995475113123,0.916
XS,WBCIC_MI,SAFE_SWITCH,F2,4,seed0,184,92,0.5438327032136105,0.5381809163913919,0.532608695652174,0.5182926829268293,0.9239130434782609
XS,WBCIC_MI,SAFE_SWITCH,F2,4,seed1,160,87,0.5111006140765234,0.5576107564849223,0.5134624468587624,0.5510204081632653,0.9310344827586207
XS,WBCIC_MI,SAFE_SWITCH,F2,4,seed2,151,71,0.49859154929577465,0.4633124464797914,0.518661971830986,0.48091603053435117,0.8873239436619719
