comparison,task,seed,fold,method,checkpoint_path,expected_sha256,actual_sha256,cuda_tf32_allowed,status
X,OpenBMI_SSVEP,0,0,LiteBN_BASELINE,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold0_litebn_baseline/selected_best.pt,283f92682ba64027750b4bba54cc3d1ef9f195fd42af0d4b7caba5ded1733969,283f92682ba64027750b4bba54cc3d1ef9f195fd42af0d4b7caba5ded1733969,False,AVAILABLE
X,OpenBMI_SSVEP,0,0,LiteBN_X,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold0_litebn_x/selected_best.pt,8515592c78a55576d79ef6de492442fe7fd952b51bb3bba35cf3fe5858e54fd7,8515592c78a55576d79ef6de492442fe7fd952b51bb3bba35cf3fe5858e54fd7,False,AVAILABLE
X,OpenBMI_SSVEP,0,1,LiteBN_BASELINE,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold1_litebn_baseline/selected_best.pt,168d34ed280af84813fba0eefed15ac41a3eee915a0cb7114d9120756ac1cef5,168d34ed280af84813fba0eefed15ac41a3eee915a0cb7114d9120756ac1cef5,False,AVAILABLE
X,OpenBMI_SSVEP,0,1,LiteBN_X,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold1_litebn_x/selected_best.pt,54d756774b9ae0fd98c123f1dba5b43d644785fd2cdef6a09d3acc9e5f659c0e,54d756774b9ae0fd98c123f1dba5b43d644785fd2cdef6a09d3acc9e5f659c0e,False,AVAILABLE
X,OpenBMI_SSVEP,0,2,LiteBN_BASELINE,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold2_litebn_baseline/selected_best.pt,88de7fee582ea2155568a9d368589dc08dd6f010117d6773209d47f292620f75,88de7fee582ea2155568a9d368589dc08dd6f010117d6773209d47f292620f75,False,AVAILABLE
X,OpenBMI_SSVEP,0,2,LiteBN_X,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold2_litebn_x/selected_best.pt,cd4c6558007a51120036e3f15fc2ae0a62a05da60d5f2d5f69d0e0760867cce8,cd4c6558007a51120036e3f15fc2ae0a62a05da60d5f2d5f69d0e0760867cce8,False,AVAILABLE
X,OpenBMI_SSVEP,0,3,LiteBN_BASELINE,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold3_litebn_baseline/selected_best.pt,070861fe66bc4b44257bc146ca9eeb80a50d5d4dbefd71373ec56027f368ef1b,070861fe66bc4b44257bc146ca9eeb80a50d5d4dbefd71373ec56027f368ef1b,False,AVAILABLE
X,OpenBMI_SSVEP,0,3,LiteBN_X,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold3_litebn_x/selected_best.pt,a422f58cc49b305c5ace5ac4dd0433b25940e0b973ec952661170240d7c11767,a422f58cc49b305c5ace5ac4dd0433b25940e0b973ec952661170240d7c11767,False,AVAILABLE
X,OpenBMI_SSVEP,0,4,LiteBN_BASELINE,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold4_litebn_baseline/selected_best.pt,9f7923d27580d27901a7aff8589109f0517dda0e71a6f6cf081b012d3918d4a3,9f7923d27580d27901a7aff8589109f0517dda0e71a6f6cf081b012d3918d4a3,False,AVAILABLE
X,OpenBMI_SSVEP,0,4,LiteBN_X,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold4_litebn_x/selected_best.pt,5ca6be7eb4ae7a455e5afef731e4a33c85ed999bd3f563ca96ef0dc2c9b8ecdd,5ca6be7eb4ae7a455e5afef731e4a33c85ed999bd3f563ca96ef0dc2c9b8ecdd,False,AVAILABLE
X,WBCIC_MI,0,0,LiteBN_BASELINE,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold0_litebn_baseline/selected_best.pt,e9a5eca1747421e8ae128253854e8737fe29e83fe262f47191157540cc98a292,e9a5eca1747421e8ae128253854e8737fe29e83fe262f47191157540cc98a292,False,AVAILABLE
X,WBCIC_MI,0,0,LiteBN_X,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold0_litebn_x/selected_best.pt,18637fdf99f7d8756bc06c7f61049560c0ec9a2888763e50b1c17b28d6b07faf,18637fdf99f7d8756bc06c7f61049560c0ec9a2888763e50b1c17b28d6b07faf,False,AVAILABLE
X,WBCIC_MI,0,1,LiteBN_BASELINE,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold1_litebn_baseline/selected_best.pt,8c8e6265e149cc6e2e4fec62492e80ec4a20d4b5d92e218d57a521ac48c88673,8c8e6265e149cc6e2e4fec62492e80ec4a20d4b5d92e218d57a521ac48c88673,False,AVAILABLE
X,WBCIC_MI,0,1,LiteBN_X,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold1_litebn_x/selected_best.pt,b0688c143000d78c420505ee98a65b03ab0be7fb29be56dec6e0cffa7707ab56,b0688c143000d78c420505ee98a65b03ab0be7fb29be56dec6e0cffa7707ab56,False,AVAILABLE
X,WBCIC_MI,0,2,LiteBN_BASELINE,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold2_litebn_baseline/selected_best.pt,871b1343e113db55f296c1dfe3fc83ba6ceb2534671f824f1fcf94317c40090a,871b1343e113db55f296c1dfe3fc83ba6ceb2534671f824f1fcf94317c40090a,False,AVAILABLE
X,WBCIC_MI,0,2,LiteBN_X,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold2_litebn_x/selected_best.pt,abcfb9e328e89f9df6e1b7cb057447c95afed864a40b083eb6bc0e421014b66d,abcfb9e328e89f9df6e1b7cb057447c95afed864a40b083eb6bc0e421014b66d,False,AVAILABLE
X,WBCIC_MI,0,3,LiteBN_BASELINE,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold3_litebn_baseline/selected_best.pt,5d0f70f47c63928305b6bc20fe36d3fe39ed2d4d52fe16fb5635144e342f1e06,5d0f70f47c63928305b6bc20fe36d3fe39ed2d4d52fe16fb5635144e342f1e06,False,AVAILABLE
X,WBCIC_MI,0,3,LiteBN_X,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold3_litebn_x/selected_best.pt,7c866f472efdc75f5162c2d295294d197bfefaa3f7fad58eef01197d2b30870d,7c866f472efdc75f5162c2d295294d197bfefaa3f7fad58eef01197d2b30870d,False,AVAILABLE
X,WBCIC_MI,0,4,LiteBN_BASELINE,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold4_litebn_baseline/selected_best.pt,5395cdcad56c366a3cfcc16ae83fcb0e5a7d7cc2589b07249af5247f85efb3cb,5395cdcad56c366a3cfcc16ae83fcb0e5a7d7cc2589b07249af5247f85efb3cb,False,AVAILABLE
X,WBCIC_MI,0,4,LiteBN_X,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold4_litebn_x/selected_best.pt,9ccc5c9e8da2ddd4dc0b3791cde02b84ac87945196f74c4d726cc0713f7376c6,9ccc5c9e8da2ddd4dc0b3791cde02b84ac87945196f74c4d726cc0713f7376c6,False,AVAILABLE
XS,OpenBMI_ERP,0,0,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold0_seed0_litebn/selected_best.pt,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b,False,AVAILABLE
XS,OpenBMI_ERP,0,0,LiteBN_XS,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_erp/fold0_litebn_xs/selected_best.pt,ee51d39e62626ee7968ced1184489303c3f1fad55c37f2c62d36e093e8fb6196,ee51d39e62626ee7968ced1184489303c3f1fad55c37f2c62d36e093e8fb6196,False,AVAILABLE
XS,OpenBMI_ERP,0,1,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold1_seed0_litebn/selected_best.pt,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a,False,AVAILABLE
XS,OpenBMI_ERP,0,1,LiteBN_XS,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_erp/fold1_litebn_xs/selected_best.pt,6a856e1c2f6bb59d105071808260778409cb8b12f92683dc0910bd2e0498fe66,6a856e1c2f6bb59d105071808260778409cb8b12f92683dc0910bd2e0498fe66,False,AVAILABLE
XS,OpenBMI_ERP,0,2,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold2_seed0_litebn/selected_best.pt,58fc6dc4928d3ab4b8a85ba59773d740388233db674ed3200485ece132a8a3c6,58fc6dc4928d3ab4b8a85ba59773d740388233db674ed3200485ece132a8a3c6,False,AVAILABLE
XS,OpenBMI_ERP,0,2,LiteBN_XS,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_erp/fold2_litebn_xs/selected_best.pt,7b640572273476f2c9529630a706194e5d0bec75d8d42c7f2d9c40bd06c68086,7b640572273476f2c9529630a706194e5d0bec75d8d42c7f2d9c40bd06c68086,False,AVAILABLE
XS,OpenBMI_ERP,0,3,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold3_seed0_litebn/selected_best.pt,116e47d97d6b3c9e5e55bc077a0ba3ce8d06c99f4b575aebcbd42cef2363dca6,116e47d97d6b3c9e5e55bc077a0ba3ce8d06c99f4b575aebcbd42cef2363dca6,False,AVAILABLE
XS,OpenBMI_ERP,0,3,LiteBN_XS,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_erp/fold3_litebn_xs/selected_best.pt,1230cf93472f7bb3f81a4c38e1ca3c3463be40d50e8a18d7be07a2ffbfcdf823,1230cf93472f7bb3f81a4c38e1ca3c3463be40d50e8a18d7be07a2ffbfcdf823,False,AVAILABLE
XS,OpenBMI_ERP,0,4,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold4_seed0_litebn/selected_best.pt,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,False,AVAILABLE
XS,OpenBMI_ERP,0,4,LiteBN_XS,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_erp/fold4_litebn_xs/selected_best.pt,ea1b30eee85289707c1151d2380f683c7d617a435c313470a2b989d94c3da2f1,ea1b30eee85289707c1151d2380f683c7d617a435c313470a2b989d94c3da2f1,False,AVAILABLE
XS,OpenBMI_ERP,1,0,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold0_seed1_litebn/selected_best.pt,2c055d28017de05dcf2d6dfb713fc88ff6b27510d826573e2341be37cb7e40aa,2c055d28017de05dcf2d6dfb713fc88ff6b27510d826573e2341be37cb7e40aa,False,AVAILABLE
XS,OpenBMI_ERP,1,0,LiteBN_XS,/root/rivermind-data/xs_erp_seed12_stability_runtime_correct_xs/seed1/checkpoints/openbmi_erp/fold0_litebn_xs/selected_best.pt,aa6d164e1b63322d2bf0acc7a3e236c3f6bbe4c52cb7a21016a178cad572dc61,aa6d164e1b63322d2bf0acc7a3e236c3f6bbe4c52cb7a21016a178cad572dc61,False,AVAILABLE
XS,OpenBMI_ERP,1,1,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold1_seed1_litebn/selected_best.pt,edb5e38a084b4b4359d005da7791c226e0705b769c6e5e46038ff7f5ba8d9ad1,edb5e38a084b4b4359d005da7791c226e0705b769c6e5e46038ff7f5ba8d9ad1,False,AVAILABLE
XS,OpenBMI_ERP,1,1,LiteBN_XS,/root/rivermind-data/xs_erp_seed12_stability_runtime_correct_xs/seed1/checkpoints/openbmi_erp/fold1_litebn_xs/selected_best.pt,7b64b161735a355fe4f5cd7bea45e629898cb29ccc0f42af6c02f3ccbc531bf3,7b64b161735a355fe4f5cd7bea45e629898cb29ccc0f42af6c02f3ccbc531bf3,False,AVAILABLE
XS,OpenBMI_ERP,1,2,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold2_seed1_litebn/selected_best.pt,4624b15943e37715aaa45834d6e04a07e290355a7ec552a795bd1dd345bc0f68,4624b15943e37715aaa45834d6e04a07e290355a7ec552a795bd1dd345bc0f68,False,AVAILABLE
XS,OpenBMI_ERP,1,2,LiteBN_XS,/root/rivermind-data/xs_erp_seed12_stability_runtime_correct_xs/seed1/checkpoints/openbmi_erp/fold2_litebn_xs/selected_best.pt,674b5aebdce756eb95ca2df2a8d2462d3fe4a925ca9961f545a9d1289c4be98c,674b5aebdce756eb95ca2df2a8d2462d3fe4a925ca9961f545a9d1289c4be98c,False,AVAILABLE
XS,OpenBMI_ERP,1,3,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold3_seed1_litebn/selected_best.pt,78c3e60a5415db83b1f3ad07e6abf15072aa74126ecaa58a978264db280106bc,78c3e60a5415db83b1f3ad07e6abf15072aa74126ecaa58a978264db280106bc,False,AVAILABLE
XS,OpenBMI_ERP,1,3,LiteBN_XS,/root/rivermind-data/xs_erp_seed12_stability_runtime_correct_xs/seed1/checkpoints/openbmi_erp/fold3_litebn_xs/selected_best.pt,1263c668e1346d5173619fad3b591da8858cec5cef05e7b73521895ee6e5d10c,1263c668e1346d5173619fad3b591da8858cec5cef05e7b73521895ee6e5d10c,False,AVAILABLE
XS,OpenBMI_ERP,1,4,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold4_seed1_litebn/selected_best.pt,ff5185637d17609dd2a56011430ebecad9c0686b6d5124579fcaa39092b63adf,ff5185637d17609dd2a56011430ebecad9c0686b6d5124579fcaa39092b63adf,False,AVAILABLE
XS,OpenBMI_ERP,1,4,LiteBN_XS,/root/rivermind-data/xs_erp_seed12_stability_runtime_correct_xs/seed1/checkpoints/openbmi_erp/fold4_litebn_xs/selected_best.pt,9597863e1663856ad939f7cedfb18b32f8fc18f2f56d0858ac33e1f1461dd57f,9597863e1663856ad939f7cedfb18b32f8fc18f2f56d0858ac33e1f1461dd57f,False,AVAILABLE
XS,OpenBMI_ERP,2,0,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold0_seed2_litebn/selected_best.pt,04288c565ee6e57f5b8b89e8edf5ecb54d6385316c6f86247527b422fbf76464,04288c565ee6e57f5b8b89e8edf5ecb54d6385316c6f86247527b422fbf76464,False,AVAILABLE
XS,OpenBMI_ERP,2,0,LiteBN_XS,/root/rivermind-data/xs_erp_seed12_stability_runtime_correct_xs/seed2/checkpoints/openbmi_erp/fold0_litebn_xs/selected_best.pt,251391c6643be7241884f7dd0f2993dca371ef9245f7640ab0ef0872d14d175c,251391c6643be7241884f7dd0f2993dca371ef9245f7640ab0ef0872d14d175c,False,AVAILABLE
XS,OpenBMI_ERP,2,1,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold1_seed2_litebn/selected_best.pt,85dbd0cb3c66d8467b644bb0cf2b54bb077c73165640197af4adfb5011d13f30,85dbd0cb3c66d8467b644bb0cf2b54bb077c73165640197af4adfb5011d13f30,False,AVAILABLE
XS,OpenBMI_ERP,2,1,LiteBN_XS,/root/rivermind-data/xs_erp_seed12_stability_runtime_correct_xs/seed2/checkpoints/openbmi_erp/fold1_litebn_xs/selected_best.pt,23c3df7a370cb178d0f8a14fe7fec5afb812dd45dc7694535bfd9a07c6d0e211,23c3df7a370cb178d0f8a14fe7fec5afb812dd45dc7694535bfd9a07c6d0e211,False,AVAILABLE
XS,OpenBMI_ERP,2,2,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold2_seed2_litebn/selected_best.pt,aa168f76641064430e56b6e494241204c49dd44adf75f26fd74bc076efef0d1b,aa168f76641064430e56b6e494241204c49dd44adf75f26fd74bc076efef0d1b,False,AVAILABLE
XS,OpenBMI_ERP,2,2,LiteBN_XS,/root/rivermind-data/xs_erp_seed12_stability_runtime_correct_xs/seed2/checkpoints/openbmi_erp/fold2_litebn_xs/selected_best.pt,aa418e2ff8e48b40ebf6d5abbccf2dd9b2c430ed3c7c171dc691fa5166b4b33d,aa418e2ff8e48b40ebf6d5abbccf2dd9b2c430ed3c7c171dc691fa5166b4b33d,False,AVAILABLE
XS,OpenBMI_ERP,2,3,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold3_seed2_litebn/selected_best.pt,961f01f46652040f19a99899ea89c27a5b30a5f030dc72d2509e27440dedd17b,961f01f46652040f19a99899ea89c27a5b30a5f030dc72d2509e27440dedd17b,False,AVAILABLE
XS,OpenBMI_ERP,2,3,LiteBN_XS,/root/rivermind-data/xs_erp_seed12_stability_runtime_correct_xs/seed2/checkpoints/openbmi_erp/fold3_litebn_xs/selected_best.pt,37e73991cfd16cf38f3ce8fc714367598f9a348c6524ea4e4de6b6948dab0b6c,37e73991cfd16cf38f3ce8fc714367598f9a348c6524ea4e4de6b6948dab0b6c,False,AVAILABLE
XS,OpenBMI_ERP,2,4,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold4_seed2_litebn/selected_best.pt,294c2890d151d117c89b1017da54ea9e5085acaea10affac678b22ea8fe0bd9d,294c2890d151d117c89b1017da54ea9e5085acaea10affac678b22ea8fe0bd9d,False,AVAILABLE
XS,OpenBMI_ERP,2,4,LiteBN_XS,/root/rivermind-data/xs_erp_seed12_stability_runtime_correct_xs/seed2/checkpoints/openbmi_erp/fold4_litebn_xs/selected_best.pt,6286ae8dcebb6f7e061ad06cb9633a8d0dcac6586fea32c4d2a0feb161e3fefc,6286ae8dcebb6f7e061ad06cb9633a8d0dcac6586fea32c4d2a0feb161e3fefc,False,AVAILABLE
XS,OpenBMI_MI,0,0,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold0_seed0_litebn/selected_best.pt,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,False,AVAILABLE
XS,OpenBMI_MI,0,0,LiteBN_XS,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold0_litebn_xs/selected_best.pt,5211f4faca2be10f67b149e8e3186e19962eaa3687f69b2ac02c9c0fc81e6857,5211f4faca2be10f67b149e8e3186e19962eaa3687f69b2ac02c9c0fc81e6857,False,AVAILABLE
XS,OpenBMI_MI,0,1,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold1_seed0_litebn/selected_best.pt,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,False,AVAILABLE
XS,OpenBMI_MI,0,1,LiteBN_XS,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold1_litebn_xs/selected_best.pt,ecbadf46786c166497f0d1c790cb0597dc7e9146465e97b797f34142401f968c,ecbadf46786c166497f0d1c790cb0597dc7e9146465e97b797f34142401f968c,False,AVAILABLE
XS,OpenBMI_MI,0,2,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold2_seed0_litebn/selected_best.pt,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,False,AVAILABLE
