task,fold,scope,subject_id,method,BA,macro_F1,accuracy,trials
OpenBMI_MI,1,heldout_internal,36,LiteBN_BASELINE,0.95,0.9499949994999499,0.95,100
OpenBMI_MI,1,heldout_internal,37,LiteBN_EMA,0.6799999999999999,0.6692848284415047,0.68,100
OpenBMI_MI,1,heldout_internal,37,LiteBN_BASELINE,0.73,0.712,0.73,100
OpenBMI_MI,1,heldout_internal,39,LiteBN_EMA,0.7,0.6940024479804161,0.7,100
OpenBMI_MI,1,heldout_internal,39,LiteBN_BASELINE,0.81,0.8090644156366193,0.81,100
OpenBMI_MI,1,heldout_internal,42,LiteBN_EMA,0.65,0.6471418489767113,0.65,100
OpenBMI_MI,1,heldout_internal,42,LiteBN_BASELINE,0.78,0.7777777777777778,0.78,100
OpenBMI_MI,1,heldout_internal,51,LiteBN_EMA,0.63,0.6189887756152817,0.63,100
OpenBMI_MI,1,heldout_internal,51,LiteBN_BASELINE,0.71,0.7064480210547626,0.71,100
OpenBMI_MI,1,heldout_internal,54,LiteBN_EMA,0.7,0.696969696969697,0.7,100
OpenBMI_MI,1,heldout_internal,54,LiteBN_BASELINE,0.76,0.7599039615846338,0.76,100
OpenBMI_MI,2,outer_development,50,LiteBN_EMA,0.62,0.6006725514922235,0.62,100
OpenBMI_MI,2,outer_development,50,LiteBN_BASELINE,0.63,0.6236395076797885,0.63,100
OpenBMI_MI,2,outer_development,52,LiteBN_EMA,0.79,0.7898108297467721,0.79,100
OpenBMI_MI,2,outer_development,52,LiteBN_BASELINE,0.81,0.8090644156366193,0.81,100
OpenBMI_MI,2,outer_development,23,LiteBN_EMA,0.74,0.7267759562841529,0.74,100
OpenBMI_MI,2,outer_development,23,LiteBN_BASELINE,0.74,0.7348021215830274,0.74,100
OpenBMI_MI,2,outer_development,1,LiteBN_EMA,0.6599999999999999,0.6310763888888888,0.66,100
OpenBMI_MI,2,outer_development,1,LiteBN_BASELINE,0.65,0.6266666666666667,0.65,100
OpenBMI_MI,2,outer_development,30,LiteBN_EMA,0.79,0.7882851093860268,0.79,100
OpenBMI_MI,2,outer_development,30,LiteBN_BASELINE,0.75,0.7493734335839599,0.75,100
OpenBMI_MI,2,outer_development,48,LiteBN_EMA,0.64,0.6347402597402598,0.64,100
OpenBMI_MI,2,outer_development,48,LiteBN_BASELINE,0.66,0.6565656565656566,0.66,100
OpenBMI_MI,2,outer_development,11,LiteBN_EMA,0.75,0.7497747973175859,0.75,100
OpenBMI_MI,2,outer_development,11,LiteBN_BASELINE,0.73,0.7286704853783539,0.73,100
OpenBMI_MI,2,outer_development,8,LiteBN_EMA,0.86,0.8585858585858586,0.86,100
OpenBMI_MI,2,outer_development,8,LiteBN_BASELINE,0.8500000000000001,0.8492613807657522,0.85,100
OpenBMI_MI,2,heldout_internal,4,LiteBN_EMA,0.74,0.7267759562841529,0.74,100
OpenBMI_MI,2,heldout_internal,4,LiteBN_BASELINE,0.8300000000000001,0.8295739348370927,0.83,100
OpenBMI_MI,2,heldout_internal,12,LiteBN_EMA,0.75,0.74997499749975,0.75,100
OpenBMI_MI,2,heldout_internal,12,LiteBN_BASELINE,0.77,0.7688674505074866,0.77,100
OpenBMI_MI,2,heldout_internal,13,LiteBN_EMA,0.7,0.6989160979526294,0.7,100
OpenBMI_MI,2,heldout_internal,13,LiteBN_BASELINE,0.71,0.7092731829573935,0.71,100
OpenBMI_MI,2,heldout_internal,17,LiteBN_EMA,0.72,0.7171717171717171,0.72,100
OpenBMI_MI,2,heldout_internal,17,LiteBN_BASELINE,0.59,0.5670995670995671,0.59,100
OpenBMI_MI,2,heldout_internal,18,LiteBN_EMA,0.6799999999999999,0.6798719487795117,0.68,100
OpenBMI_MI,2,heldout_internal,18,LiteBN_BASELINE,0.7,0.7,0.7,100
OpenBMI_MI,2,heldout_internal,24,LiteBN_EMA,0.54,0.4945054945054945,0.54,100
OpenBMI_MI,2,heldout_internal,24,LiteBN_BASELINE,0.62,0.5703301673450927,0.62,100
OpenBMI_MI,2,heldout_internal,25,LiteBN_EMA,0.98,0.9799919967987194,0.98,100
OpenBMI_MI,2,heldout_internal,25,LiteBN_BASELINE,0.98,0.9799919967987194,0.98,100
OpenBMI_MI,2,heldout_internal,29,LiteBN_EMA,0.85,0.8487750781328763,0.85,100
OpenBMI_MI,2,heldout_internal,29,LiteBN_BASELINE,0.78,0.7799119647859143,0.78,100
OpenBMI_MI,2,heldout_internal,36,LiteBN_EMA,0.97,0.9699729756781104,0.97,100
OpenBMI_MI,2,heldout_internal,36,LiteBN_BASELINE,0.9199999999999999,0.9198717948717949,0.92,100
OpenBMI_MI,2,heldout_internal,37,LiteBN_EMA,0.8,0.7916666666666667,0.8,100
OpenBMI_MI,2,heldout_internal,37,LiteBN_BASELINE,0.75,0.7406369955389562,0.75,100
OpenBMI_MI,2,heldout_internal,39,LiteBN_EMA,0.77,0.7699769976997699,0.77,100
OpenBMI_MI,2,heldout_internal,39,LiteBN_BASELINE,0.72,0.7189883580891208,0.72,100
OpenBMI_MI,2,heldout_internal,42,LiteBN_EMA,0.74,0.7383252818035426,0.74,100
OpenBMI_MI,2,heldout_internal,42,LiteBN_BASELINE,0.74,0.7348021215830274,0.74,100
OpenBMI_MI,2,heldout_internal,51,LiteBN_EMA,0.6499999999999999,0.6482765551200884,0.65,100
OpenBMI_MI,2,heldout_internal,51,LiteBN_BASELINE,0.67,0.6659580929243851,0.67,100
OpenBMI_MI,2,heldout_internal,54,LiteBN_EMA,0.74,0.7373737373737375,0.74,100
OpenBMI_MI,2,heldout_internal,54,LiteBN_BASELINE,0.8,0.7996794871794872,0.8,100
OpenBMI_MI,3,outer_development,45,LiteBN_EMA,0.8,0.7933030177759405,0.8,100
OpenBMI_MI,3,outer_development,45,LiteBN_BASELINE,0.74,0.74,0.74,100
OpenBMI_MI,3,outer_development,34,LiteBN_EMA,0.64,0.6216897856242118,0.64,100
OpenBMI_MI,3,outer_development,34,LiteBN_BASELINE,0.61,0.5953937130407718,0.61,100
OpenBMI_MI,3,outer_development,27,LiteBN_EMA,0.94,0.9397832195905259,0.94,100
OpenBMI_MI,3,outer_development,27,LiteBN_BASELINE,0.95,0.9499549594635172,0.95,100
OpenBMI_MI,3,outer_development,49,LiteBN_EMA,0.85,0.8481627695110842,0.85,100
OpenBMI_MI,3,outer_development,49,LiteBN_BASELINE,0.84,0.8383838383838383,0.84,100
OpenBMI_MI,3,outer_development,10,LiteBN_EMA,0.72,0.7083333333333334,0.72,100
OpenBMI_MI,3,outer_development,10,LiteBN_BASELINE,0.81,0.8095238095238095,0.81,100
OpenBMI_MI,3,outer_development,22,LiteBN_EMA,0.7,0.6956168831168831,0.7,100
OpenBMI_MI,3,outer_development,22,LiteBN_BASELINE,0.7,0.6980676328502415,0.7,100
OpenBMI_MI,3,outer_development,19,LiteBN_EMA,0.7,0.6875,0.7,100
OpenBMI_MI,3,outer_development,19,LiteBN_BASELINE,0.78,0.7799119647859143,0.78,100
OpenBMI_MI,3,outer_development,16,LiteBN_EMA,0.85,0.84998499849985,0.85,100
OpenBMI_MI,3,outer_development,16,LiteBN_BASELINE,0.87,0.8699869986998701,0.87,100
OpenBMI_MI,3,heldout_internal,4,LiteBN_EMA,0.74,0.7291666666666667,0.74,100
OpenBMI_MI,3,heldout_internal,4,LiteBN_BASELINE,0.83,0.8279178054458953,0.83,100
OpenBMI_MI,3,heldout_internal,12,LiteBN_EMA,0.7,0.696969696969697,0.7,100
OpenBMI_MI,3,heldout_internal,12,LiteBN_BASELINE,0.67,0.6515679442508711,0.67,100
OpenBMI_MI,3,heldout_internal,13,LiteBN_EMA,0.7,0.6899545266639107,0.7,100
OpenBMI_MI,3,heldout_internal,13,LiteBN_BASELINE,0.79,0.78997899789979,0.79,100
OpenBMI_MI,3,heldout_internal,17,LiteBN_EMA,0.62,0.62,0.62,100
OpenBMI_MI,3,heldout_internal,17,LiteBN_BASELINE,0.61,0.5983935742971888,0.61,100
OpenBMI_MI,3,heldout_internal,18,LiteBN_EMA,0.6499999999999999,0.6178622120318812,0.65,100
OpenBMI_MI,3,heldout_internal,18,LiteBN_BASELINE,0.77,0.7694235588972431,0.77,100
OpenBMI_MI,3,heldout_internal,24,LiteBN_EMA,0.5,0.48686371100164205,0.5,100
OpenBMI_MI,3,heldout_internal,24,LiteBN_BASELINE,0.51,0.4221016629319495,0.51,100
OpenBMI_MI,3,heldout_internal,25,LiteBN_EMA,1.0,1.0,1.0,100
OpenBMI_MI,3,heldout_internal,25,LiteBN_BASELINE,0.97,0.96999699969997,0.97,100
OpenBMI_MI,3,heldout_internal,29,LiteBN_EMA,0.61,0.5983935742971888,0.61,100
OpenBMI_MI,3,heldout_internal,29,LiteBN_BASELINE,0.6599999999999999,0.6587715776796468,0.66,100
OpenBMI_MI,3,heldout_internal,36,LiteBN_EMA,0.91,0.90999099909991,0.91,100
OpenBMI_MI,3,heldout_internal,36,LiteBN_BASELINE,0.9299999999999999,0.9299369432489241,0.93,100
OpenBMI_MI,3,heldout_internal,37,LiteBN_EMA,0.8500000000000001,0.849624060150376,0.85,100
OpenBMI_MI,3,heldout_internal,37,LiteBN_BASELINE,0.76,0.7477931904161412,0.76,100
OpenBMI_MI,3,heldout_internal,39,LiteBN_EMA,0.74,0.7267759562841529,0.74,100
OpenBMI_MI,3,heldout_internal,39,LiteBN_BASELINE,0.84,0.8399359743897559,0.84,100
OpenBMI_MI,3,heldout_internal,42,LiteBN_EMA,0.76,0.7599039615846338,0.76,100
OpenBMI_MI,3,heldout_internal,42,LiteBN_BASELINE,0.6699999999999999,0.6624040920716112,0.67,100
OpenBMI_MI,3,heldout_internal,51,LiteBN_EMA,0.7,0.6998799519807923,0.7,100
OpenBMI_MI,3,heldout_internal,51,LiteBN_BASELINE,0.7,0.696969696969697,0.7,100
OpenBMI_MI,3,heldout_internal,54,LiteBN_EMA,0.72,0.7198879551820728,0.72,100
OpenBMI_MI,3,heldout_internal,54,LiteBN_BASELINE,0.6799999999999999,0.6788438378161381,0.68,100
OpenBMI_MI,4,outer_development,9,LiteBN_EMA,0.55,0.5396419437340154,0.55,100
OpenBMI_MI,4,outer_development,9,LiteBN_BASELINE,0.6,0.586606035551881,0.6,100
OpenBMI_MI,4,outer_development,53,LiteBN_EMA,0.6499999999999999,0.6178622120318812,0.65,100
OpenBMI_MI,4,outer_development,53,LiteBN_BASELINE,0.8200000000000001,0.818840579710145,0.82,100
OpenBMI_MI,4,outer_development,7,LiteBN_EMA,0.74,0.74,0.74,100
OpenBMI_MI,4,outer_development,7,LiteBN_BASELINE,0.73,0.7237851662404092,0.73,100
OpenBMI_MI,4,outer_development,20,LiteBN_EMA,0.77,0.7593890574327858,0.77,100
OpenBMI_MI,4,outer_development,20,LiteBN_BASELINE,0.9099999999999999,0.9095568284594513,0.91,100
OpenBMI_MI,4,outer_development,41,LiteBN_EMA,0.72,0.7171717171717171,0.72,100
OpenBMI_MI,4,outer_development,41,LiteBN_BASELINE,0.77,0.7647058823529411,0.77,100
OpenBMI_MI,4,outer_development,46,LiteBN_EMA,0.66,0.6155585707824514,0.66,100
OpenBMI_MI,4,outer_development,46,LiteBN_BASELINE,0.69,0.6615351020853806,0.69,100
OpenBMI_MI,4,outer_development,21,LiteBN_EMA,0.78,0.7756017951856384,0.78,100
OpenBMI_MI,4,outer_development,21,LiteBN_BASELINE,0.9099999999999999,0.9097744360902256,0.91,100
OpenBMI_MI,4,outer_development,44,LiteBN_EMA,0.77,0.7613860358958398,0.77,100
OpenBMI_MI,4,outer_development,44,LiteBN_BASELINE,0.84,0.8368013055895553,0.84,100
OpenBMI_MI,4,heldout_internal,4,LiteBN_EMA,0.74,0.7267759562841529,0.74,100
OpenBMI_MI,4,heldout_internal,4,LiteBN_BASELINE,0.87,0.8699869986998701,0.87,100
OpenBMI_MI,4,heldout_internal,12,LiteBN_EMA,0.69,0.6807743795695603,0.69,100
OpenBMI_MI,4,heldout_internal,12,LiteBN_BASELINE,0.67,0.648,0.67,100
OpenBMI_MI,4,heldout_internal,13,LiteBN_EMA,0.62,0.5876736111111112,0.62,100
OpenBMI_MI,4,heldout_internal,13,LiteBN_BASELINE,0.73,0.7266929851199515,0.73,100
OpenBMI_MI,4,heldout_internal,17,LiteBN_EMA,0.5800000000000001,0.5772946859903382,0.58,100
OpenBMI_MI,4,heldout_internal,17,LiteBN_BASELINE,0.56,0.537620849096259,0.56,100
OpenBMI_MI,4,heldout_internal,18,LiteBN_EMA,0.56,0.5592948717948718,0.56,100
OpenBMI_MI,4,heldout_internal,18,LiteBN_BASELINE,0.6799999999999999,0.6798719487795117,0.68,100
OpenBMI_MI,4,heldout_internal,24,LiteBN_EMA,0.62,0.5967741935483871,0.62,100
OpenBMI_MI,4,heldout_internal,24,LiteBN_BASELINE,0.59,0.5249681381068243,0.59,100
OpenBMI_MI,4,heldout_internal,25,LiteBN_EMA,0.97,0.9699729756781104,0.97,100
OpenBMI_MI,4,heldout_internal,25,LiteBN_BASELINE,0.97,0.9699729756781104,0.97,100
OpenBMI_MI,4,heldout_internal,29,LiteBN_EMA,0.82,0.8173701298701299,0.82,100
OpenBMI_MI,4,heldout_internal,29,LiteBN_BASELINE,0.76,0.7575757575757576,0.76,100
OpenBMI_MI,4,heldout_internal,36,LiteBN_EMA,0.8999999999999999,0.8993558776167472,0.9,100
OpenBMI_MI,4,heldout_internal,36,LiteBN_BASELINE,0.94,0.9399759903961584,0.94,100
OpenBMI_MI,4,heldout_internal,37,LiteBN_EMA,0.62,0.5703301673450927,0.62,100
OpenBMI_MI,4,heldout_internal,37,LiteBN_BASELINE,0.6699999999999999,0.6349153667441089,0.67,100
OpenBMI_MI,4,heldout_internal,39,LiteBN_EMA,0.69,0.6862030569895738,0.69,100
OpenBMI_MI,4,heldout_internal,39,LiteBN_BASELINE,0.75,0.7442455242966752,0.75,100
OpenBMI_MI,4,heldout_internal,42,LiteBN_EMA,0.63,0.6161427533976553,0.63,100
OpenBMI_MI,4,heldout_internal,42,LiteBN_BASELINE,0.69,0.6783898744683059,0.69,100
OpenBMI_MI,4,heldout_internal,51,LiteBN_EMA,0.6799999999999999,0.6767676767676768,0.68,100
OpenBMI_MI,4,heldout_internal,51,LiteBN_BASELINE,0.6499999999999999,0.6491228070175439,0.65,100
OpenBMI_MI,4,heldout_internal,54,LiteBN_EMA,0.71,0.7092731829573935,0.71,100
OpenBMI_MI,4,heldout_internal,54,LiteBN_BASELINE,0.72,0.72,0.72,100
