checkpoint,checkpoint_sha,early_stopped,elapsed_seconds,epochs_ran,fold,inner_val_BA,seed,selected_epoch,task
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_MI/fold0/selected.pt,e8d9446bbfb7899dfb20508ecff58814f5564fba845e1a4ebfcc8473a288ae62,True,87.36296742688864,13,0,0.7316666666666666,2,5,OpenBMI_MI
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_MI/fold1/selected.pt,19306c10ba71998fcde7c17870eb9a1168415a12a3f95c97a38cce5ef779870f,True,72.53563772607595,10,1,0.7866666666666666,2,2,OpenBMI_MI
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_MI/fold2/selected.pt,60f0dc21136555faed14d7e8d61fbcbfe30c9ec5df64af96b2ab4c5db3c79b80,True,84.62309528980404,10,2,0.8150000000000001,2,1,OpenBMI_MI
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_MI/fold3/selected.pt,89f1e87dbf44c6413d316b543c80a24f0e44d785b7bea5dae823d5a16043bc52,True,80.16207349020988,11,3,0.8116666666666665,2,3,OpenBMI_MI
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_MI/fold4/selected.pt,bd336fe68cf3e85c74298d1b5db38d2c32897e04fdb9e2d279c1041607326c0f,True,123.22258424852043,16,4,0.765,2,8,OpenBMI_MI
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/fold0/selected.pt,7cf2a423685feb24ad9ecad5982fdf9079d14a5a2c81f0ac19ed8bb67999b00c,True,403.4439558442682,19,0,0.6856060606060606,2,11,WBCIC_MI
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/fold1/selected.pt,91e30667c8957d4aa40452120b083a3d15c9868eb4dc6a643c154f19e3c859ed,True,205.5034254109487,10,1,0.8965227272727272,2,2,WBCIC_MI
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/fold2/selected.pt,8ea4443e69f5387ec05d30ce03227a96dd76d7b86ef9802b0f12fa3648970a50,True,270.6699795611203,16,2,0.8879999999999999,2,8,WBCIC_MI
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/fold3/selected.pt,a60928e25fa2329df03d56ec09a5ed2abd766e0996a5fab5348bda3ca589a7cc,True,264.8071676613763,12,3,0.7579999999999999,2,4,WBCIC_MI
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/fold4/selected.pt,0392ed45b6f07d825a5de86207f0d1459830c19f19a25f85125aa806f57853b5,True,201.7308919802308,11,4,0.756,2,3,WBCIC_MI
