seed,task,fold,subject_id,TFFormer_BA,LiteBN_BA,delta_pp
2,OpenBMI_SSVEP,2,12,0.97,0.97,0.0
2,OpenBMI_SSVEP,2,13,0.83,0.83,0.0
2,OpenBMI_SSVEP,2,17,0.98,0.98,0.0
2,OpenBMI_SSVEP,2,18,1.0,1.0,0.0
2,OpenBMI_SSVEP,2,24,0.9299999999999999,0.9199999999999999,1.0000000000000009
2,OpenBMI_SSVEP,2,25,0.8999999999999999,0.8999999999999999,0.0
2,OpenBMI_SSVEP,2,29,0.96,0.97,-1.0000000000000009
2,OpenBMI_SSVEP,2,36,1.0,1.0,0.0
2,OpenBMI_SSVEP,2,37,0.99,0.99,0.0
2,OpenBMI_SSVEP,2,39,0.99,1.0,-1.0000000000000009
2,OpenBMI_SSVEP,2,42,0.6,0.62,-2.0000000000000018
2,OpenBMI_SSVEP,2,51,0.77,0.76,1.0000000000000009
2,OpenBMI_SSVEP,2,54,0.83,0.8300000000000001,-1.1102230246251565e-14
2,OpenBMI_SSVEP,3,4,1.0,1.0,0.0
2,OpenBMI_SSVEP,3,12,0.96,0.96,0.0
2,OpenBMI_SSVEP,3,13,0.74,0.75,-1.0000000000000009
2,OpenBMI_SSVEP,3,17,0.96,0.96,0.0
2,OpenBMI_SSVEP,3,18,1.0,1.0,0.0
2,OpenBMI_SSVEP,3,24,0.9099999999999999,0.87,3.9999999999999925
2,OpenBMI_SSVEP,3,25,0.95,0.94,1.0000000000000009
2,OpenBMI_SSVEP,3,29,0.97,0.96,1.0000000000000009
2,OpenBMI_SSVEP,3,36,1.0,1.0,0.0
2,OpenBMI_SSVEP,3,37,0.99,0.99,0.0
2,OpenBMI_SSVEP,3,39,0.99,0.99,0.0
2,OpenBMI_SSVEP,3,42,0.5800000000000001,0.61,-2.9999999999999916
2,OpenBMI_SSVEP,3,51,0.73,0.73,0.0
2,OpenBMI_SSVEP,3,54,0.8699999999999999,0.9099999999999999,-4.0000000000000036
2,OpenBMI_SSVEP,4,4,1.0,1.0,0.0
2,OpenBMI_SSVEP,4,12,0.96,0.94,2.0000000000000018
2,OpenBMI_SSVEP,4,13,0.74,0.73,1.0000000000000009
2,OpenBMI_SSVEP,4,17,0.97,0.97,0.0
2,OpenBMI_SSVEP,4,18,1.0,1.0,0.0
2,OpenBMI_SSVEP,4,24,0.94,0.94,0.0
2,OpenBMI_SSVEP,4,25,0.95,0.96,-1.0000000000000009
2,OpenBMI_SSVEP,4,29,0.91,0.89,2.0000000000000018
2,OpenBMI_SSVEP,4,36,1.0,1.0,0.0
2,OpenBMI_SSVEP,4,37,0.99,0.99,0.0
2,OpenBMI_SSVEP,4,39,0.99,0.99,0.0
2,OpenBMI_SSVEP,4,42,0.6,0.6,0.0
2,OpenBMI_SSVEP,4,51,0.81,0.8200000000000001,-1.0000000000000009
2,OpenBMI_SSVEP,4,54,0.8899999999999999,0.86,2.9999999999999916
2,OpenBMI_ERP,0,4,0.8915151515151515,0.9030303030303031,-1.151515151515159
2,OpenBMI_ERP,0,12,0.9703030303030302,0.9684848484848485,0.1818181818181719
2,OpenBMI_ERP,0,13,0.9187878787878788,0.9093939393939394,0.9393939393939399
2,OpenBMI_ERP,0,17,0.8060606060606061,0.7872727272727272,1.8787878787878909
2,OpenBMI_ERP,0,18,0.9075757575757575,0.9136363636363636,-0.60606060606061
2,OpenBMI_ERP,0,24,0.8190909090909091,0.8266666666666667,-0.7575757575757569
2,OpenBMI_ERP,0,25,0.7809090909090909,0.7948484848484849,-1.393939393939403
2,OpenBMI_ERP,0,29,0.8493939393939394,0.8678787878787879,-1.8484848484848548
2,OpenBMI_ERP,0,36,0.9509090909090909,0.9463636363636363,0.454545454545463
2,OpenBMI_ERP,0,37,0.946060606060606,0.9490909090909091,-0.303030303030305
2,OpenBMI_ERP,0,39,0.7433333333333334,0.7478787878787878,-0.4545454545454408
2,OpenBMI_ERP,0,42,0.8690909090909091,0.8757575757575757,-0.6666666666666599
2,OpenBMI_ERP,0,51,0.7575757575757576,0.7778787878787878,-2.0303030303030267
2,OpenBMI_ERP,0,54,0.7351515151515151,0.7287878787878788,0.6363636363636349
2,OpenBMI_ERP,1,4,0.8803030303030304,0.8712121212121212,0.909090909090915
2,OpenBMI_ERP,1,12,0.9524242424242424,0.9515151515151515,0.09090909090908594
2,OpenBMI_ERP,1,13,0.9096969696969697,0.9112121212121211,-0.15151515151514694
2,OpenBMI_ERP,1,17,0.8354545454545454,0.8366666666666667,-0.12121212121212199
2,OpenBMI_ERP,1,18,0.9172727272727272,0.9115151515151515,0.5757575757575739
2,OpenBMI_ERP,1,24,0.79,0.793939393939394,-0.3939393939393909
2,OpenBMI_ERP,1,25,0.8109090909090909,0.8006060606060605,1.030303030303037
2,OpenBMI_ERP,1,29,0.84,0.8345454545454546,0.5454545454545379
2,OpenBMI_ERP,1,36,0.9457575757575758,0.946060606060606,-0.030303030303024947
2,OpenBMI_ERP,1,37,0.9409090909090909,0.9433333333333334,-0.24242424242424399
2,OpenBMI_ERP,1,39,0.7548484848484849,0.7612121212121212,-0.6363636363636349
2,OpenBMI_ERP,1,42,0.8548484848484847,0.8533333333333333,0.15151515151514694
2,OpenBMI_ERP,1,51,0.7587878787878788,0.7624242424242424,-0.363636363636366
2,OpenBMI_ERP,1,54,0.723030303030303,0.7206060606060606,0.24242424242424399
2,OpenBMI_ERP,2,4,0.9209090909090909,0.9266666666666667,-0.575757575757585
2,OpenBMI_ERP,2,12,0.9684848484848485,0.9651515151515151,0.33333333333334103
2,OpenBMI_ERP,2,13,0.9293939393939394,0.9236363636363636,0.575757575757585
2,OpenBMI_ERP,2,17,0.8187878787878788,0.8054545454545454,1.333333333333342
2,OpenBMI_ERP,2,18,0.9051515151515152,0.9118181818181819,-0.666666666666671
2,OpenBMI_ERP,2,24,0.843939393939394,0.8554545454545455,-1.1515151515151478
2,OpenBMI_ERP,2,25,0.8,0.8142424242424242,-1.4242424242424168
2,OpenBMI_ERP,2,29,0.8584848484848484,0.8572727272727272,0.12121212121212199
2,OpenBMI_ERP,2,36,0.9666666666666667,0.9615151515151515,0.5151515151515129
2,OpenBMI_ERP,2,37,0.9539393939393939,0.9533333333333334,0.060606060606049894
2,OpenBMI_ERP,2,39,0.7033333333333334,0.7045454545454546,-0.12121212121212199
2,OpenBMI_ERP,2,42,0.8275757575757576,0.8309090909090908,-0.3333333333333188
2,OpenBMI_ERP,2,51,0.7157575757575758,0.7215151515151514,-0.5757575757575628
2,OpenBMI_ERP,2,54,0.673939393939394,0.6730303030303031,0.09090909090908594
2,OpenBMI_ERP,3,4,0.907878787878788,0.9057575757575758,0.21212121212121904
2,OpenBMI_ERP,3,12,0.9666666666666667,0.969090909090909,-0.24242424242423288
2,OpenBMI_ERP,3,13,0.9096969696969697,0.9133333333333333,-0.363636363636366
2,OpenBMI_ERP,3,17,0.8357575757575757,0.8318181818181818,0.3939393939393909
2,OpenBMI_ERP,3,18,0.9257575757575758,0.9203030303030303,0.545454545454549
2,OpenBMI_ERP,3,24,0.8351515151515152,0.8424242424242425,-0.727272727272732
2,OpenBMI_ERP,3,25,0.7912121212121213,0.7818181818181817,0.939393939393951
2,OpenBMI_ERP,3,29,0.8548484848484849,0.8581818181818182,-0.33333333333332993
2,OpenBMI_ERP,3,36,0.9539393939393939,0.9515151515151515,0.24242424242423288
2,OpenBMI_ERP,3,37,0.946060606060606,0.9445454545454546,0.15151515151514694
2,OpenBMI_ERP,3,39,0.7357575757575758,0.7372727272727273,-0.15151515151514694
2,OpenBMI_ERP,3,42,0.8754545454545455,0.8687878787878788,0.666666666666671
2,OpenBMI_ERP,3,51,0.7551515151515151,0.7587878787878788,-0.363636363636366
2,OpenBMI_ERP,3,54,0.7121212121212122,0.7081818181818182,0.3939393939393909
2,OpenBMI_ERP,4,4,0.9227272727272727,0.9175757575757576,0.5151515151515129
2,OpenBMI_ERP,4,12,0.9666666666666667,0.9663636363636363,0.03030303030303605
2,OpenBMI_ERP,4,13,0.9281818181818182,0.9303030303030303,-0.21212121212120794
2,OpenBMI_ERP,4,17,0.8442424242424242,0.8363636363636363,0.787878787878793
2,OpenBMI_ERP,4,18,0.8990909090909092,0.8915151515151515,0.757575757575768
2,OpenBMI_ERP,4,24,0.8187878787878788,0.7993939393939393,1.9393939393939519
2,OpenBMI_ERP,4,25,0.8375757575757576,0.8360606060606061,0.15151515151515804
2,OpenBMI_ERP,4,29,0.8548484848484849,0.8572727272727273,-0.24242424242424399
2,OpenBMI_ERP,4,36,0.9548484848484848,0.9533333333333334,0.15151515151514694
2,OpenBMI_ERP,4,37,0.9445454545454546,0.9427272727272727,0.181818181818183
2,OpenBMI_ERP,4,39,0.7124242424242424,0.7272727272727273,-1.4848484848484889
2,OpenBMI_ERP,4,42,0.8418181818181818,0.8472727272727272,-0.5454545454545379
2,OpenBMI_ERP,4,51,0.7221212121212122,0.7260606060606061,-0.3939393939393909
2,OpenBMI_ERP,4,54,0.6775757575757576,0.6763636363636363,0.1212121212121331
2,OpenBMI_MI,0,4,0.75,0.76,-1.0000000000000009
2,OpenBMI_MI,0,12,0.78,0.77,1.0000000000000009
2,OpenBMI_MI,0,13,0.68,0.69,-0.9999999999999898
2,OpenBMI_MI,0,17,0.63,0.6799999999999999,-4.999999999999993
2,OpenBMI_MI,0,18,0.64,0.65,-1.0000000000000009
2,OpenBMI_MI,0,24,0.55,0.56,-1.0000000000000009
2,OpenBMI_MI,0,25,0.99,0.99,0.0
2,OpenBMI_MI,0,29,0.85,0.84,1.0000000000000009
2,OpenBMI_MI,0,36,0.8899999999999999,0.8799999999999999,1.0000000000000009
2,OpenBMI_MI,0,37,0.7,0.6699999999999999,3.0000000000000027
2,OpenBMI_MI,0,39,0.6699999999999999,0.68,-1.000000000000012
2,OpenBMI_MI,0,42,0.71,0.7,1.0000000000000009
2,OpenBMI_MI,0,51,0.69,0.72,-3.0000000000000027
2,OpenBMI_MI,0,54,0.73,0.72,1.0000000000000009
2,OpenBMI_MI,1,4,0.76,0.76,0.0
2,OpenBMI_MI,1,12,0.73,0.71,2.0000000000000018
2,OpenBMI_MI,1,13,0.6799999999999999,0.69,-1.0000000000000009
2,OpenBMI_MI,1,17,0.62,0.64,-2.0000000000000018
2,OpenBMI_MI,1,18,0.79,0.8,-1.0000000000000009
2,OpenBMI_MI,1,24,0.54,0.55,-1.0000000000000009
2,OpenBMI_MI,1,25,0.99,0.99,0.0
2,OpenBMI_MI,1,29,0.8899999999999999,0.9099999999999999,-2.0000000000000018
2,OpenBMI_MI,1,36,0.95,0.95,0.0
2,OpenBMI_MI,1,37,0.66,0.66,0.0
2,OpenBMI_MI,1,39,0.73,0.73,0.0
2,OpenBMI_MI,1,42,0.71,0.72,-1.0000000000000009
2,OpenBMI_MI,1,51,0.7,0.7,0.0
2,OpenBMI_MI,1,54,0.73,0.73,0.0
2,OpenBMI_MI,2,4,0.79,0.79,0.0
2,OpenBMI_MI,2,12,0.73,0.7,3.0000000000000027
2,OpenBMI_MI,2,13,0.72,0.69,3.0000000000000027
2,OpenBMI_MI,2,17,0.62,0.62,0.0
2,OpenBMI_MI,2,18,0.8300000000000001,0.8300000000000001,0.0
2,OpenBMI_MI,2,24,0.57,0.5700000000000001,-1.1102230246251565e-14
2,OpenBMI_MI,2,25,0.99,0.99,0.0
2,OpenBMI_MI,2,29,0.88,0.8799999999999999,1.1102230246251565e-14
2,OpenBMI_MI,2,36,0.9299999999999999,0.9299999999999999,0.0
2,OpenBMI_MI,2,37,0.77,0.8,-3.0000000000000027
2,OpenBMI_MI,2,39,0.76,0.76,0.0
2,OpenBMI_MI,2,42,0.71,0.74,-3.0000000000000027
2,OpenBMI_MI,2,51,0.7,0.69,1.0000000000000009
2,OpenBMI_MI,2,54,0.75,0.74,1.0000000000000009
2,OpenBMI_MI,3,4,0.79,0.74,5.000000000000004
2,OpenBMI_MI,3,12,0.74,0.74,0.0
2,OpenBMI_MI,3,13,0.74,0.74,0.0
2,OpenBMI_MI,3,17,0.59,0.61,-2.0000000000000018
2,OpenBMI_MI,3,18,0.74,0.71,3.0000000000000027
2,OpenBMI_MI,3,24,0.55,0.56,-1.0000000000000009
2,OpenBMI_MI,3,25,0.99,0.99,0.0
2,OpenBMI_MI,3,29,0.77,0.77,0.0
2,OpenBMI_MI,3,36,0.8999999999999999,0.89,0.9999999999999898
2,OpenBMI_MI,3,37,0.79,0.8,-1.0000000000000009
2,OpenBMI_MI,3,39,0.78,0.75,3.0000000000000027
2,OpenBMI_MI,3,42,0.74,0.77,-3.0000000000000027
2,OpenBMI_MI,3,51,0.67,0.69,-1.9999999999999907
2,OpenBMI_MI,3,54,0.73,0.73,0.0
2,OpenBMI_MI,4,4,0.8200000000000001,0.83,-0.9999999999999898
2,OpenBMI_MI,4,12,0.81,0.78,3.0000000000000027
2,OpenBMI_MI,4,13,0.62,0.64,-2.0000000000000018
2,OpenBMI_MI,4,17,0.56,0.6,-3.9999999999999925
2,OpenBMI_MI,4,18,0.77,0.79,-2.0000000000000018
2,OpenBMI_MI,4,24,0.59,0.55,3.9999999999999925
2,OpenBMI_MI,4,25,0.98,0.98,0.0
2,OpenBMI_MI,4,29,0.81,0.8400000000000001,-3.0000000000000027
2,OpenBMI_MI,4,36,0.9199999999999999,0.9199999999999999,0.0
2,OpenBMI_MI,4,37,0.7,0.72,-2.0000000000000018
2,OpenBMI_MI,4,39,0.73,0.73,0.0
2,OpenBMI_MI,4,42,0.73,0.74,-1.0000000000000009
2,OpenBMI_MI,4,51,0.7,0.7,0.0
2,OpenBMI_MI,4,54,0.73,0.72,1.0000000000000009
2,WBCIC_MI,0,sub-2,0.76,0.745,1.5000000000000013
2,WBCIC_MI,0,sub-3,0.835,0.755,7.9999999999999964
2,WBCIC_MI,0,sub-17,0.81,0.795,1.5000000000000013
2,WBCIC_MI,0,sub-19,0.96,0.94,2.0000000000000018
2,WBCIC_MI,0,sub-21,0.86,0.825,3.500000000000003
2,WBCIC_MI,0,sub-25,0.965,0.975,-1.0000000000000009
2,WBCIC_MI,0,sub-31,0.565,0.575,-1.0000000000000009
2,WBCIC_MI,0,sub-33,0.96,0.9450000000000001,1.4999999999999902
2,WBCIC_MI,0,sub-38,0.45499999999999996,0.525,-7.000000000000006
2,WBCIC_MI,0,sub-42,0.67,0.665,0.5000000000000004
2,WBCIC_MI,1,sub-2,0.7350000000000001,0.7350000000000001,0.0
2,WBCIC_MI,1,sub-3,0.8300000000000001,0.8300000000000001,0.0
2,WBCIC_MI,1,sub-17,0.81,0.815,-0.49999999999998934
2,WBCIC_MI,1,sub-19,0.95,0.9450000000000001,0.49999999999998934
2,WBCIC_MI,1,sub-21,0.9,0.895,0.5000000000000004
2,WBCIC_MI,1,sub-25,0.985,0.985,0.0
2,WBCIC_MI,1,sub-31,0.57,0.57,0.0
2,WBCIC_MI,1,sub-33,0.965,0.9550000000000001,0.9999999999999898
2,WBCIC_MI,1,sub-38,0.515,0.505,1.0000000000000009
2,WBCIC_MI,1,sub-42,0.675,0.67,0.5000000000000004
2,WBCIC_MI,2,sub-2,0.75,0.77,-2.0000000000000018
2,WBCIC_MI,2,sub-3,0.85,0.855,-0.5000000000000004
2,WBCIC_MI,2,sub-17,0.815,0.78,3.499999999999992
2,WBCIC_MI,2,sub-19,0.9450000000000001,0.9299999999999999,1.5000000000000124
2,WBCIC_MI,2,sub-21,0.88,0.875,0.5000000000000004
2,WBCIC_MI,2,sub-25,0.97,0.98,-1.0000000000000009
2,WBCIC_MI,2,sub-31,0.585,0.5900000000000001,-0.5000000000000115
2,WBCIC_MI,2,sub-33,0.96,0.965,-0.5000000000000004
2,WBCIC_MI,2,sub-38,0.535,0.57,-3.499999999999992
2,WBCIC_MI,2,sub-42,0.64,0.635,0.5000000000000004
2,WBCIC_MI,3,sub-2,0.75,0.75,0.0
2,WBCIC_MI,3,sub-3,0.8400000000000001,0.8400000000000001,0.0
2,WBCIC_MI,3,sub-17,0.79,0.8049999999999999,-1.4999999999999902
2,WBCIC_MI,3,sub-19,0.96,0.95,1.0000000000000009
2,WBCIC_MI,3,sub-21,0.905,0.895,1.0000000000000009
2,WBCIC_MI,3,sub-25,0.98,0.99,-1.0000000000000009
2,WBCIC_MI,3,sub-31,0.58,0.595,-1.5000000000000013
2,WBCIC_MI,3,sub-33,0.97,0.97,0.0
2,WBCIC_MI,3,sub-38,0.535,0.535,0.0
2,WBCIC_MI,3,sub-42,0.72,0.7150000000000001,0.49999999999998934
2,WBCIC_MI,4,sub-2,0.75,0.76,-1.0000000000000009
2,WBCIC_MI,4,sub-3,0.835,0.8400000000000001,-0.5000000000000115
2,WBCIC_MI,4,sub-17,0.845,0.8300000000000001,1.4999999999999902
2,WBCIC_MI,4,sub-19,0.95,0.95,0.0
2,WBCIC_MI,4,sub-21,0.88,0.88,0.0
2,WBCIC_MI,4,sub-25,0.98,0.98,0.0
2,WBCIC_MI,4,sub-31,0.6,0.59,1.0000000000000009
2,WBCIC_MI,4,sub-33,0.955,0.95,0.5000000000000004
2,WBCIC_MI,4,sub-38,0.5349999999999999,0.56,-2.5000000000000133
2,WBCIC_MI,4,sub-42,0.69,0.6799999999999999,1.0000000000000009
