candidate,learning_rate,weight_decay,epoch,train_loss,validation_subject_mean_BA,validation_CE
0,0.0003,0.0001,28,0.9488585829734802,0.32142857142857134,1.7395509481430054
0,0.0003,0.0001,29,0.9216875076293946,0.3022959183673469,1.676650881767273
1,0.0003,0.001,1,1.3922954320907592,0.288265306122449,1.3815057277679443
1,0.0003,0.001,2,1.3717873096466064,0.3042091836734694,1.3821730613708496
1,0.0003,0.001,3,1.360684609413147,0.30484693877551017,1.3810433149337769
1,0.0003,0.001,4,1.3495304822921752,0.2844387755102041,1.3802332878112793
1,0.0003,0.001,5,1.343180203437805,0.29846938775510207,1.3794232606887817
1,0.0003,0.001,6,1.331052875518799,0.29081632653061223,1.3784810304641724
1,0.0003,0.001,7,1.3156731605529786,0.29464285714285715,1.3792433738708496
1,0.0003,0.001,8,1.3027453660964965,0.2869897959183673,1.3766119480133057
1,0.0003,0.001,9,1.2850099086761475,0.2838010204081633,1.3859041929244995
1,0.0003,0.001,10,1.2751792192459106,0.27487244897959184,1.3921289443969727
1,0.0003,0.001,11,1.2607143878936768,0.2857142857142857,1.3968499898910522
1,0.0003,0.001,12,1.2334347009658813,0.3169642857142857,1.3776204586029053
1,0.0003,0.001,13,1.2171798467636108,0.31505102040816324,1.398526906967163
1,0.0003,0.001,14,1.2151953458786011,0.2933673469387755,1.4411722421646118
1,0.0003,0.001,15,1.1829519271850586,0.3112244897959183,1.4311442375183105
1,0.0003,0.001,16,1.1660466194152832,0.31887755102040816,1.439845085144043
1,0.0003,0.001,17,1.1306838989257812,0.3048469387755102,1.4611871242523193
1,0.0003,0.001,18,1.104919195175171,0.3207908163265306,1.4602364301681519
1,0.0003,0.001,19,1.0861488580703735,0.32589285714285715,1.498022198677063
1,0.0003,0.001,20,1.077937388420105,0.3156887755102041,1.5309110879898071
1,0.0003,0.001,21,1.0434476852416992,0.3233418367346939,1.5220736265182495
1,0.0003,0.001,22,1.0158257365226746,0.3003826530612245,1.6108745336532593
1,0.0003,0.001,23,1.0026204586029053,0.34630102040816324,1.5439093112945557
1,0.0003,0.001,24,1.0011345148086548,0.30867346938775514,1.5935558080673218
1,0.0003,0.001,25,0.968598234653473,0.3424744897959183,1.594784140586853
1,0.0003,0.001,26,0.9685610294342041,0.31505102040816324,1.6169593334197998
1,0.0003,0.001,27,0.9260765552520752,0.3022959183673469,1.640622854232788
1,0.0003,0.001,28,0.8851576328277588,0.31760204081632654,1.6580003499984741
1,0.0003,0.001,29,0.9163195252418518,0.3188775510204081,1.6878522634506226
1,0.0003,0.001,30,0.8785105466842651,0.3169642857142857,1.7385520935058594
1,0.0003,0.001,31,0.8583871245384216,0.32461734693877553,1.6854498386383057
1,0.0003,0.001,32,0.8488012194633484,0.33673469387755095,1.7295622825622559
1,0.0003,0.001,33,0.8428473114967346,0.3380102040816326,1.7322767972946167
2,0.001,0.0001,1,1.4070027828216554,0.2914540816326531,1.3795808553695679
2,0.001,0.0001,2,1.368540358543396,0.2889030612244898,1.3847923278808594
2,0.001,0.0001,3,1.3468421459198,0.29464285714285715,1.3950659036636353
2,0.001,0.0001,4,1.3132519721984863,0.3227040816326531,1.3826903104782104
2,0.001,0.0001,5,1.2865912437438964,0.30548469387755095,1.4268673658370972
2,0.001,0.0001,6,1.2506126165390015,0.29910714285714285,1.4966545104980469
2,0.001,0.0001,7,1.2174228429794312,0.29974489795918374,1.5134861469268799
2,0.001,0.0001,8,1.1767743110656739,0.291454081632653,1.510520100593567
2,0.001,0.0001,9,1.1388239860534668,0.2978316326530613,1.6331502199172974
2,0.001,0.0001,10,1.1080711841583253,0.3042091836734694,1.6245486736297607
2,0.001,0.0001,11,1.0446678400039673,0.27933673469387754,1.6610995531082153
2,0.001,0.0001,12,0.9966774225234986,0.29910714285714285,1.8233610391616821
2,0.001,0.0001,13,0.9582778334617614,0.3131377551020408,1.7495017051696777
2,0.001,0.0001,14,0.9182545185089112,0.3080357142857143,1.7768460512161255
3,0.001,0.001,1,1.4044068813323975,0.2691326530612245,1.3928337097167969
3,0.001,0.001,2,1.3661064386367798,0.31058673469387754,1.3853751420974731
3,0.001,0.001,3,1.341823697090149,0.28125,1.388599157333374
3,0.001,0.001,4,1.3214591979980468,0.2927295918367347,1.4013936519622803
3,0.001,0.001,5,1.2923856973648071,0.305484693877551,1.4158331155776978
3,0.001,0.001,6,1.246554970741272,0.3073979591836734,1.4260832071304321
3,0.001,0.001,7,1.2101762771606446,0.326530612244898,1.467805027961731
3,0.001,0.001,8,1.1808424234390258,0.3093112244897959,1.4959876537322998
3,0.001,0.001,9,1.13651602268219,0.3341836734693877,1.5448428392410278
3,0.001,0.001,10,1.0856066465377807,0.31887755102040816,1.6295044422149658
3,0.001,0.001,11,1.0323357701301574,0.29974489795918363,1.7062296867370605
3,0.001,0.001,12,1.0000430583953857,0.3067602040816327,1.7671462297439575
3,0.001,0.001,13,0.9672499179840088,0.31505102040816324,1.8570729494094849
3,0.001,0.001,14,0.9002956986427307,0.32589285714285715,1.8615423440933228
3,0.001,0.001,15,0.8746189951896668,0.3463010204081632,1.9922733306884766
3,0.001,0.001,16,0.8723899006843567,0.3042091836734694,1.9710668325424194
3,0.001,0.001,17,0.7918558716773987,0.3373724489795918,2.045468330383301
3,0.001,0.001,18,0.7572343587875366,0.3086734693877551,2.1215896606445312
3,0.001,0.001,19,0.7532001852989196,0.3016581632653062,2.5336053371429443
3,0.001,0.001,20,0.7585834264755249,0.3112244897959183,2.329725980758667
3,0.001,0.001,21,0.7332583904266358,0.322704081632653,2.2353711128234863
3,0.001,0.001,22,0.6667714476585388,0.3399234693877551,2.32004976272583
3,0.001,0.001,23,0.6364942789077759,0.3284438775510204,2.599033832550049
3,0.001,0.001,24,0.661212682723999,0.329719387755102,2.4216597080230713
3,0.001,0.001,25,0.5833756804466248,0.298469387755102,2.6169819831848145
