fold,seed,inner_fold,run,kind,draw,subject,n_trials,n_shifts,rescue_rate,harm_rate,net_rescue,stable_correct_rate,stable_wrong_rate,true_margin_change,correct_probability_change,prediction_flip_rate,ce_change,ba_change,confidence_change
0,0,0,0_0,matched_random,14,16,200,12,0.0016666666666666668,0.0,0.0016666666666666668,0.905,0.09333333333333334,-0.000726107246397684,-4.2109886672114365e-05,0.0016666666666666668,6.262852385541659e-05,0.001666666666666668,-5.47032447670331e-05
0,0,0,0_0,matched_random,14,24,200,12,0.0033333333333333335,0.005833333333333334,-0.0025,0.7041666666666667,0.2866666666666667,-0.00015888590132817626,-0.0002144329716068623,0.009166666666666667,0.0009976268053971274,-0.0025000000000000022,0.0003098557409371551
0,0,0,0_0,matched_random,14,37,200,12,0.0,0.0008333333333333334,-0.0008333333333333334,0.9741666666666666,0.025,-0.000857902200271686,-8.393233968272319e-05,0.0008333333333333334,0.0001199747736820763,-0.000833333333333334,-0.00010115932713544288
0,0,0,0_0,matched_random,14,41,200,12,0.01,0.00875,0.0012499999999999994,0.71625,0.265,-0.00020708291558548808,-4.840091726378544e-05,0.01875,6.658138528122682e-05,0.0012500000000000011,2.2443776632451174e-06
0,0,0,0_0,matched_random,14,42,200,12,0.0020833333333333333,0.0016666666666666668,0.00041666666666666653,0.7733333333333333,0.22291666666666668,-0.00024062588267649213,-0.0001462976882562693,0.00375,0.000637012864981036,0.000416666666666667,0.0001963115609370944
0,0,0,0_0,matched_random,14,43,200,12,0.0,0.004166666666666667,-0.004166666666666667,0.8458333333333333,0.15,-0.00046143471573789917,4.8453033964490297e-05,0.004166666666666667,-0.00038979491843568276,-0.004166666666666726,-0.0001626456435500764
0,0,0,0_0,matched_random,15,7,200,12,0.0075,0.0008333333333333334,0.006666666666666666,0.7991666666666667,0.1925,-2.408733901878198e-07,-0.00014938655070041135,0.008333333333333333,0.0004541065928285792,0.006666666666666654,6.166823716120743e-05
0,0,0,0_0,matched_random,15,16,200,12,0.00125,0.0,0.00125,0.905,0.09375,7.636428500215213e-05,-2.9138284629076602e-05,0.00125,5.975144958116282e-05,0.0012500000000000011,-1.3096039388977761e-05
0,0,0,0_0,matched_random,15,24,200,12,0.00625,0.004166666666666667,0.0020833333333333337,0.7058333333333333,0.28375,-5.866881304730971e-06,9.057576002055297e-05,0.010416666666666666,-0.0004537599606286581,0.002083333333333335,-9.80409015245796e-05
0,0,0,0_0,matched_random,15,37,200,12,0.0,0.0004166666666666667,-0.0004166666666666667,0.9745833333333334,0.025,0.00017075090281044443,2.2336388706771537e-05,0.0004166666666666667,-2.4778241338411077e-05,-0.000416666666666667,3.7960918340870046e-05
0,0,0,0_0,matched_random,15,41,200,12,0.013333333333333334,0.007083333333333333,0.006250000000000001,0.7179166666666666,0.26166666666666666,5.735549299667279e-05,-5.850265882056497e-06,0.020416666666666666,0.00010317728258949636,0.0062500000000000056,0.00019946551702457437
