setting_id,dataset,task,backbone,fold,seed,method,lambda,subjects,BA_ERM,BA_method,DeltaG_BA,F1_ERM,F1_method,DeltaG_F1,CE_ERM,CE_method,DeltaG_CE,I_ERM,I_method,S_I_abs,S_I_rel,z_SI,R_unsafe,R_admissible,R_unsafe_mass,method_checkpoint_sha256,erm_checkpoint_sha256,outcome_scope
S4,WBCIC,MI,EEGConformer,0,0,DANN,0.1,9,0.8127777777777778,0.82,0.00722222222222213,0.8122927195218211,0.8190385345802533,0.006745815058432192,0.3983663757041906,0.3757091670853478,0.022657208618842795,0.0713085620075917,0.070037754029657,0.0012708079779346,0.0178212537476431,-1.290746322561868,0.25,0.0,0.1249812213061836,70610c35cb2ea6fcd17e405c47342721c3486412e21f9d7615adc7e6618f659b,6f96b58b8428bf10bd776254d0055f77856b58b83341acb41eae40edd08bd7d3,frozen P4A development future role; subject-first
S4,WBCIC,MI,EEGConformer,3,2,DANN,0.1,8,0.7773011363636364,0.7803077651515151,0.003006628787878718,0.7737025400806129,0.7764623610405276,0.0027598209599146717,0.49837663717472785,0.5549830481523715,-0.056606410977643684,0.0877934153819823,0.0563496862719197,0.0314437291100626,0.3581558932739461,1.5430602162863225,0.5,0.0,0.3401313511900566,fe1d88fdb428736d34fe6de5e1938fc3a6f45772b230e46b36bfff392b4dd06d,03ee450cb91f93a9274e633c1bd3ffb3515ac8fd58acbbd26db485a24900ee45,frozen P4A development future role; subject-first
S4,WBCIC,MI,EEGConformer,4,0,DANN,0.1,8,0.778125,0.77125,-0.0068749999999999645,0.7775885713326846,0.7654349067609101,-0.01215366457177447,0.4810571718578854,0.5075178849438086,-0.026460713085923182,0.0811204581734215,0.0732880764785752,0.0078323816948462,0.0965524834438854,-0.6744907594132478,1.0,0.0,1.0,513a8a4e8ea2c1ebcd6d4d8d5257b87505a0c0a5e53122172c68c2db7d6a1019,1b88c1b16b28f157da97e86fa280b0264aa45a68e61fa90d1e5ce7e85c9338cd,frozen P4A development future role; subject-first
S4,WBCIC,MI,EEGConformer,4,1,DANN,0.1,8,0.789375,0.775625,-0.01375000000000004,0.7888833899748545,0.7735128145546066,-0.01537057542024789,0.46807394240058375,0.48047981674524887,-0.012405874344665113,0.0701208680346607,0.0620581677285667,0.008062700306094,0.1149828935659158,-0.6528594966092819,0.3333333333333333,0.3333333333333333,0.3263141575323419,838c3cb85716177b4868b614767602d0b126c300ddc5bd2552983fc9b7ce02d2,992c39d4ccc73176d5f289bcff4e48daf9be874ecb4dccbd429ee37dd0123254,frozen P4A development future role; subject-first
S4,WBCIC,MI,EEGConformer,4,2,DANN,0.1,8,0.785625,0.774375,-0.011249999999999982,0.7837323191024009,0.7739140936372276,-0.009818225465173303,0.5004394309659193,0.5205669427258873,-0.020127511759968075,0.0665406845343217,0.0480561270930892,0.0184845574412324,0.2777933165298339,0.3259495079007188,0.0,0.0,0.0,9f4bee38ee4d50b437af154951e664e12e443461d24da56928bd266922e2eec3,493944f150623aad4208d279ccaf5fa28719591d1d8825bf8f7a7fb8853662ba,frozen P4A development future role; subject-first
S6,OpenBMI,ERP,EEGConformer,0,0,DANN,0.1,8,0.8463636363636364,0.8532954545454545,0.006931818181818095,0.7985593829977633,0.7995882864933075,0.0010289034955441867,0.3466004997563254,0.3501765054378231,-0.003576005681497685,0.0901408415132454,0.0557833248037331,0.0343575167095122,0.3811537160331764,0.0,0.0,0.3333333333333333,0.0,2a6e8e3cd2e2f66bfd3cd00e05c907d6dd82ed0d515d5211188d21987babcf6c,ce84697119875aadde1d1d516addbebccb8e014dca3c76e0154afdf122868b07,frozen P4A development future role; subject-first
S6,OpenBMI,ERP,EEGConformer,0,1,DANN,0.1,8,0.861439393939394,0.8447348484848485,-0.016704545454545472,0.7976997400449832,0.7883313993769937,-0.009368340667989528,0.33899817659200004,0.35263841541818775,-0.0136402388261877,0.0991043135410689,0.0480626319902897,0.0510416815507792,0.5150298682923875,1.4860424468089493,0.75,0.25,0.8465496421294635,e43b0296284c6ce7a3c1b8dd7b8e5c9a561183c330b1294b3cceb5ec6e08c97d,712904f8c9b22c7be56622e17f4dd3b4c3b9263ad362076d7f9509de127b9968,frozen P4A development future role; subject-first
S6,OpenBMI,ERP,EEGConformer,0,2,DANN,0.1,8,0.8558333333333333,0.8550757575757576,-0.0007575757575757347,0.7784160547227614,0.793864849561957,0.01544879483919559,0.3803110612362457,0.3449405515337125,0.03537050970253319,0.1003749838339544,0.0584447931149068,0.0419301907190476,0.4177354667174148,0.6744907594165189,0.0,1.0,0.0,9de0fd16dbfdda046fd85ab26a6aba4d99730aa5d4abbcfbb95e9157f5d421b6,fab2369773a58d9dd6d16bbb8307a05a9bc56af7b76050c88c605ca6cccf5b4a,frozen P4A development future role; subject-first
S6,OpenBMI,ERP,EEGConformer,1,0,DANN,0.1,8,0.8093939393939393,0.8295833333333333,0.020189393939394007,0.7655651861217292,0.7752996141855563,0.009734428063827072,0.3779980821802871,0.3967913991242019,-0.01879331694391484,0.1155487207178223,0.0497144022816646,0.0658343184361576,0.5697537629720684,2.803608325655457,0.75,0.0,0.8306614877446942,9efa0a252abfc30a3a10726993d2c1dd4c87b906a7c8986eb57a9cabb14a52b6,cb3c2c86140d2a8b0c00aeed51aa53392d8a50bf41f9ded1ab9d343181f031ca,frozen P4A development future role; subject-first
S6,OpenBMI,ERP,EEGConformer,1,1,DANN,0.1,8,0.8132575757575757,0.8266287878787879,0.013371212121212173,0.7643513115851699,0.7676740422608679,0.0033227306756979935,0.3875015722834262,0.4090677799083714,-0.02156620762494521,0.1033320811789035,0.0551585111055243,0.0481735700733791,0.4662014886694082,1.2305825278890423,0.6666666666666666,0.3333333333333333,0.848085265038525,95a98ee3b0421a621cd8e1a995bb3427b63d3213b2ce2212b8023b2eba04e02c,150516ee27b31f1b9ed3ee06fc8fc89f38967b2da690ef56f04b66f7990cd8d2,frozen P4A development future role; subject-first
S6,OpenBMI,ERP,EEGConformer,1,2,DANN,0.1,8,0.8113636363636363,0.8198484848484848,0.00848484848484854,0.7663634827180916,0.7658447271142963,-0.0005187556037953289,0.4031618400295656,0.410245731737782,-0.007083891708216383,0.0973884546200591,0.0664702618319708,0.0309181927880883,0.3174728761062265,-0.3063372595624125,0.5,0.0,0.429656902650654,8cc207e5dc450e7e33684fd02ccf57fef671e72a644a8e045833a417a6ad310a,4b02683d21a8a5e23a0e470f94c843556677d7b216a8b90e7cacf115a6f4c508,frozen P4A development future role; subject-first
S6,OpenBMI,ERP,EEGConformer,2,0,DANN,0.1,8,0.8479166666666667,0.8495833333333334,0.0016666666666667052,0.7840859449212294,0.7870441714502017,0.002958226528972263,0.36434882940001956,0.38238916364011866,-0.0180403342400991,0.0946425652073545,0.0591909341428442,0.0354516310645103,0.3745844270647561,0.0974517087704972,0.0,0.5,0.0,125f08f188015c0b9ec6a14bd9fd137a7910fdd72aaeb3531821f422c88d3d52,63d2f005208c37b5e4d1870c519054ffda00316fdd455308dbf8a75005d963aa,frozen P4A development future role; subject-first
S6,OpenBMI,ERP,EEGConformer,2,1,DANN,0.1,8,0.8422727272727273,0.8448484848484848,0.0025757575757575646,0.7857944091753779,0.7904832470302883,0.004688837854910366,0.3602756078387065,0.35293481609213584,0.007340791746570652,0.0886034827129824,0.067943089132971,0.0206603935800113,0.2331781206242693,-1.2199895267913945,0.6666666666666666,0.0,0.544715249811354,9f8489dbd032f84912f31f8bf7564045cc220d82387e622561106782e89750f6,1040bb9d4dc9572c3d4f1964903bd7c45045ef8cf2bba4316537fe618029d9f2,frozen P4A development future role; subject-first
S6,OpenBMI,ERP,EEGConformer,2,2,DANN,0.1,8,0.8420833333333333,0.8517045454545454,0.009621212121212142,0.8046909377523772,0.7981836978113928,-0.006507239940984455,0.30762639167789885,0.33276587376302585,-0.025139482085127007,0.0949747206663964,0.0569644645784725,0.0380102560879238,0.4002144551815698,0.325345968173613,0.3333333333333333,0.3333333333333333,0.4299235325095598,f925f304f58eeceeef49f748645566b404619f55ba0a9d903dedc5660f9d1c07,c7ae1ca34dc222bf6136dc1476d8dfd737c70eedc513933e34b4948ce57447fd,frozen P4A development future role; subject-first
S6,OpenBMI,ERP,EEGConformer,3,0,DANN,0.1,8,0.7831818181818182,0.7942803030303031,0.011098484848484858,0.7443250327876925,0.7523514528120469,0.008026420024354386,0.3967293823933754,0.3944660287121494,0.002263353681225988,0.0752439648396561,0.0620964515928976,0.0131475132467584,0.1747317977541572,-1.8891545212174607,0.5,0.0,0.275556714466232,36f277efcd78fd57879b7d17abcf82747b45eb335d198829dab0e3cf5ba9b0e0,79a7b9397a0dbd0bd61f8989673266108ae72ea5abc1feb8bb57a3c274a452a7,frozen P4A development future role; subject-first
S6,OpenBMI,ERP,EEGConformer,3,1,DANN,0.1,8,0.7826515151515152,0.774090909090909,-0.008560606060606157,0.7434887455113075,0.7300808807186991,-0.01340786479260836,0.4240764711205276,0.4414872317397549,-0.017410760619227306,0.0937656916559346,0.0666702655619966,0.027095426093938,0.2889695112906907,-0.6468273965157458,0.25,0.25,0.1589640323411014,c9125304ef4bc247d81f7dea6b599ac94509b54b5ec1ac51aad2f43cb46c961c,097fae939af041a45f1f0fe48072bd1f9686c352cde261c6a68a6c094e418af6,frozen P4A development future role; subject-first
S6,OpenBMI,ERP,EEGConformer,3,2,DANN,0.1,8,0.7825,0.7866287878787879,0.0041287878787878984,0.7322351242009888,0.7374705222442892,0.005235398043300421,0.39098740854783004,0.3995819768869361,-0.008594568339106046,0.0793476018265981,0.0517092832161243,0.0276383186104738,0.3483195203621245,-0.5984724844597518,0.0,1.0,0.0,992ec1573e0cff1239bb675c7d54aea19ef707d56562044f66368bcfff9ed55a,dd206bbb0602edad251e1c012a9a8f13a61b96be2c1efd619fb066d3848788ae,frozen P4A development future role; subject-first
S6,OpenBMI,ERP,EEGConformer,4,0,DANN,0.1,8,0.8763636363636365,0.8767424242424242,0.0003787878787877563,0.8064074652629607,0.8295096597080982,0.023102194445137503,0.3313097768149058,0.28116794632218656,0.05014183049271925,0.1055584497048833,0.0563511028999612,0.0492073468049221,0.4661620831115664,1.3226600228198309,0.0,1.0,0.0,dc4db4433348e643dcc153b11a41c1ad0d194b2f54d23ff27fe95853e632c59c,477ae2a4634f3da03682c75026720fa1f44f84087b7970acc59abd46d17ddc5c,frozen P4A development future role; subject-first
S6,OpenBMI,ERP,EEGConformer,4,1,DANN,0.1,8,0.8776893939393939,0.8728409090909091,-0.00484848484848488,0.8223176433488193,0.8095080742822234,-0.012809569066595916,0.2907047641198521,0.3101608216302315,-0.019456057510379432,0.0980816428259114,0.0706344624883432,0.0274471803375682,0.2798401367114672,-0.6154969858027832,0.5,0.5,0.4592601125783237,3e70ea664234c334cf13f191a1f842e02f3e04dc886becebb858a5981f14200e,a0529317957b01ccf0c0b5db674318f86b147c49ea69cb4d8f73ea571362c177,frozen P4A development future role; subject-first
S6,OpenBMI,ERP,EEGConformer,4,2,DANN,0.1,8,0.8761742424242425,0.8782954545454545,0.0021212121212120794,0.8217742470455398,0.8208862829261725,-0.0008879641193673127,0.2758401928719149,0.28573430981311226,-0.00989411694119735,0.086920456336089,0.0633444649768364,0.0235759913592525,0.2712363965028183,-0.9603000488345624,0.5,0.5,0.5167743390153121,d705ccdbdca892d5c0d4e16b1ad039d90610d6bce4f36c3be52e94f7ec50e3e8,3de79f94646436a12cbb96c966489e2a325b8e217e123da86059f0b060affec9,frozen P4A development future role; subject-first
