setting_id,fold,seed,method,lambda,subject_id,BA_ERM,BA_method,DeltaG_BA,F1_ERM,F1_method,DeltaG_F1,CE_ERM,CE_method,DeltaG_CE
S4,2,0,DANN,0.1,35,0.9199999999999999,0.94,0.020000000000000018,0.9199279351416274,0.9399759903961584,0.020048055254531016,0.19121132989448766,0.14374169908624812,0.047469630808239544
S4,2,0,DANN,0.1,49,0.8899999999999999,0.925,0.03500000000000014,0.8897243107769424,0.9249530956848031,0.035228784907860744,0.2674826187893701,0.17930521985473782,0.08817739893463225
S4,2,1,DANN,0.1,9,0.645,0.63,-0.015000000000000013,0.6410424934907354,0.63,-0.011042493490735383,0.9620888283867367,0.9588628405821187,0.0032259878046180246
S4,2,1,DANN,0.1,22,0.73,0.72,-0.010000000000000009,0.72997299729973,0.7186212440960708,-0.01135175320365922,0.7342303941030983,0.7058558012700482,0.028374592833050105
S4,2,1,DANN,0.1,25,0.975,0.97,-0.0050000000000000044,0.9749993749843746,0.96999699969997,-0.005002375284404614,0.06994818011356015,0.06683218122700021,0.0031159988865599314
S4,2,1,DANN,0.1,26,0.775,0.7,-0.07500000000000007,0.7719844949456562,0.6980676328502415,-0.0739168620954147,0.5122696080014864,0.6426667750315981,-0.13039716703011173
S4,2,1,DANN,0.1,29,0.845,0.76,-0.08499999999999996,0.8449961249031226,0.7489277121037765,-0.09606841279934608,0.3458848887366844,0.5053001440061288,-0.1594152552694444
S4,2,1,DANN,0.1,34,0.545,0.52,-0.025000000000000022,0.544897601960441,0.5160802500252042,-0.028817351935236823,1.1281143387646584,0.995856181754855,0.13225815700980337
S4,2,1,DANN,0.1,35,0.93,0.93,0.0,0.93,0.93,0.0,0.18008288002699596,0.18941197890121797,-0.009329098874222008
S4,2,1,DANN,0.1,49,0.915,0.905,-0.010000000000000009,0.9149978749468737,0.9049786201895427,-0.010019254757331009,0.20345128424562858,0.26329356903731915,-0.05984228479169057
S4,2,2,DANN,0.1,9,0.6000000000000001,0.61,0.009999999999999898,0.5989974937343359,0.60984393757503,0.010846443840694109,0.8459016403772828,0.9347457978835803,-0.08884415750629748
S4,2,2,DANN,0.1,22,0.75,0.79,0.040000000000000036,0.74997499749975,0.7898108297467721,0.03983583224702203,0.6618351993037208,0.6205613342709917,0.04127386503272912
S4,2,2,DANN,0.1,25,0.97,0.98,0.010000000000000009,0.96999699969997,0.9799979997999799,0.010001000100009927,0.07838042348476346,0.06325841209575761,0.015122011389005846
S4,2,2,DANN,0.1,26,0.75,0.655,-0.09499999999999997,0.7474747474747474,0.6267748478701826,-0.12069989960456484,0.5866359799495494,0.8429451164323605,-0.25630913648281106
S4,2,2,DANN,0.1,29,0.865,0.825,-0.040000000000000036,0.864726070292342,0.8246449059345173,-0.04008116435782472,0.3559283203093628,0.3687584509623621,-0.012830130652999316
S4,2,2,DANN,0.1,34,0.535,0.545,0.010000000000000009,0.5349883747093678,0.5449886247156179,0.010000250006250155,0.9654601133182155,1.0135590145460358,-0.048098901227820345
S4,2,2,DANN,0.1,35,0.915,0.965,0.04999999999999993,0.9149468417761101,0.9649921232277263,0.05004528145161624,0.18079178597064482,0.1467954240033395,0.03399636196730532
S4,2,2,DANN,0.1,49,0.9299999999999999,0.9199999999999999,-0.010000000000000009,0.9299719887955182,0.9199679871948779,-0.0100040016006403,0.22493354277861968,0.20210998592998178,0.022823556848637905
S4,3,0,DANN,0.1,6,0.8600000000000001,0.88,0.019999999999999907,0.8596491228070176,0.8799519807923168,0.020302857985299294,0.3622098293925221,0.26451320977636267,0.09769661961615944
S4,3,0,DANN,0.1,23,0.96,0.95,-0.010000000000000009,0.9599639675708138,0.9499549594635172,-0.010009008107296657,0.11906233355279998,0.11013656500421157,0.008925768548588411
S4,3,0,DANN,0.1,24,0.9288194444444444,0.8775252525252525,-0.051294191919191934,0.9281578947368421,0.8768421052631579,-0.051315789473684204,0.27843950634008374,0.27675879658347813,0.001680709756605614
S4,3,0,DANN,0.1,30,0.87,0.895,0.025000000000000022,0.8698828946051447,0.8949763696831787,0.025093475078034055,0.32742369245636693,0.28899918897770893,0.038424503478658
S4,3,0,DANN,0.1,31,0.5650000000000001,0.55,-0.015000000000000013,0.5601506610379433,0.5434253246753247,-0.016725336362618637,1.0456009906469736,0.9810143301402096,0.0645866605067641
S4,3,0,DANN,0.1,38,0.545,0.49,-0.05500000000000005,0.5389019786678828,0.47482236638863146,-0.06407961227925135,0.9133012357688826,0.8713949400977258,0.04190629567115678
S4,3,0,DANN,0.1,41,0.8200000000000001,0.81,-0.010000000000000009,0.8197115384615384,0.8084484323016433,-0.01126310615989512,0.40713779072983214,0.3778758762346524,0.02926191449517973
S4,3,0,DANN,0.1,42,0.715,0.705,-0.010000000000000009,0.7149928748218706,0.7010463378176383,-0.013946537004232318,0.6407301175107051,0.6203304729163578,0.020399644594347288
S4,3,1,DANN,0.1,6,0.8600000000000001,0.895,0.03499999999999992,0.8594941790445605,0.8948712172411204,0.03537703819655991,0.2615095122577258,0.26382979283395025,-0.002320280576224465
S4,3,1,DANN,0.1,23,0.9450000000000001,0.9550000000000001,0.010000000000000009,0.9448331201885705,0.9549718574108819,0.0101387372223114,0.09857759408921969,0.0874852143573349,0.011092379731884788
S4,3,1,DANN,0.1,24,0.9278724747474747,0.9184027777777777,-0.009469696969697017,0.9281124921002739,0.9179292929292929,-0.010183199170980983,0.17556261264404494,0.24921665311750965,-0.07365404047346472
S4,3,1,DANN,0.1,30,0.765,0.9299999999999999,0.16499999999999992,0.7628598097832942,0.9299369432489241,0.1670771334656299,0.42152286388863514,0.2427687334659515,0.17875413042268365
S4,3,1,DANN,0.1,31,0.585,0.5700000000000001,-0.014999999999999902,0.5733854180051914,0.5699569956995699,-0.003428422305621459,1.0860696358122135,1.0134259788790676,0.0726436569331459
S4,3,1,DANN,0.1,38,0.5,0.48,-0.020000000000000018,0.47207264280435013,0.4322524293045092,-0.03982021349984094,0.9824211537454931,1.1685524235387421,-0.186131269793249
S4,3,1,DANN,0.1,41,0.835,0.825,-0.010000000000000009,0.8346651970239736,0.8249606161386311,-0.009704580885342429,0.3291093939367582,0.32560865534024097,0.0035007385965172277
S4,3,1,DANN,0.1,42,0.73,0.72,-0.010000000000000009,0.7297567811029927,0.7171717171717171,-0.012585063931275564,0.5480672038273257,0.6856408058484473,-0.13757360202112168
S4,3,2,DANN,0.1,6,0.825,0.935,0.1100000000000001,0.8242574878863197,0.934998374959374,0.1107408870730543,0.3645866291742609,0.21957068676519279,0.1450159424090681
S4,3,2,DANN,0.1,23,0.9650000000000001,0.965,-1.1102230246251565e-16,0.9649570724137068,0.9649781113195748,2.1038905868020485e-05,0.10671043460622873,0.07528503117441733,0.0314254034318114
S4,3,2,DANN,0.1,24,0.9034090909090909,0.9024621212121212,-0.0009469696969697239,0.9023998314059166,0.9025230866373753,0.00012325523145872985,0.34313385687974085,0.23373410634365135,0.1093997505360895
S4,3,2,DANN,0.1,30,0.915,0.875,-0.040000000000000036,0.9149978749468737,0.8749718686704508,-0.04002600627642283,0.26195689699639724,0.37313311746729483,-0.11117622047089759
S4,3,2,DANN,0.1,31,0.545,0.58,0.03499999999999992,0.5377777777777777,0.5675007723200495,0.029722994542271786,1.0332158818065533,1.1816726813720946,-0.14845679956554125
S4,3,2,DANN,0.1,38,0.5449999999999999,0.46499999999999997,-0.07999999999999996,0.5270147353101692,0.4518302210609903,-0.07518451424917888,0.9005817393075364,1.0757489349694784,-0.17516719566194205
S4,3,2,DANN,0.1,41,0.815,0.81,-0.004999999999999893,0.8148843026891808,0.8084484323016433,-0.006435870387537457,0.3723444369269518,0.4524882206611246,-0.0801437837341728
S4,3,2,DANN,0.1,42,0.7050000000000001,0.71,0.004999999999999893,0.7033312382149592,0.7064480210547626,0.0031167828398033226,0.6044832217001536,0.8282316064657185,-0.2237483847655649
S4,4,0,DANN,0.1,7,0.81,0.855,0.04499999999999993,0.8087761674718197,0.8541797611565054,0.04540359368468572,0.40592037416255006,0.3102672567496251,0.09565311741292498
S4,4,0,DANN,0.1,12,0.73,0.725,-0.0050000000000000044,0.72997299729973,0.7206349206349206,-0.009338076664809347,0.4979093753379823,0.5764588163757313,-0.07854944103774897
S4,4,0,DANN,0.1,14,0.585,0.575,-0.010000000000000009,0.5826524198617222,0.5429001640181765,-0.03975225584354569,0.7883071065586585,0.8727737651341786,-0.08446665857552005
S4,4,0,DANN,0.1,17,0.79,0.7949999999999999,0.004999999999999893,0.78997899789979,0.7941302000954031,0.004151202195613157,0.4688557106654062,0.540158980846583,-0.07130327018117677
S4,4,0,DANN,0.1,32,0.63,0.61,-0.020000000000000018,0.6294070512820513,0.6022031823745411,-0.027203868907510254,0.8322036196814301,0.9286222793833201,-0.09641865970189001
S4,4,0,DANN,0.1,47,0.9299999999999999,0.865,-0.06499999999999995,0.9299369432489241,0.8648344221671547,-0.0651025210817694,0.2320573874972955,0.2848300212534762,-0.05277263375618069
S4,4,0,DANN,0.1,48,0.79,0.815,0.02499999999999991,0.79,0.8146246148450612,0.024624614845061177,0.5131570420793194,0.43109107089584364,0.0820659711834758
S4,4,0,DANN,0.1,50,0.96,0.9299999999999999,-0.030000000000000027,0.959983993597439,0.9299719887955182,-0.03001200480192079,0.11004675888044067,0.11594088891171069,-0.005894130031270012
S4,4,1,DANN,0.1,7,0.8,0.845,0.04499999999999993,0.7999799979998,0.8435883851762154,0.04360838717641535,0.4349053676224692,0.3336042980138466,0.10130106960862256
S4,4,1,DANN,0.1,12,0.755,0.7150000000000001,-0.039999999999999925,0.7542566262945409,0.7124044501627185,-0.04185217613182246,0.4733397929510786,0.5186382231945754,-0.045298430243496834
S4,4,1,DANN,0.1,14,0.575,0.5549999999999999,-0.020000000000000018,0.5749043534795328,0.5467393241832395,-0.028165029296293387,0.8112691812615654,0.8877044658990598,-0.07643528463749438
S4,4,1,DANN,0.1,17,0.78,0.81,0.030000000000000027,0.77997799779978,0.8096955128205128,0.02971751502073272,0.4814245147111285,0.3750053190378652,0.1064191956732633
S4,4,1,DANN,0.1,32,0.63,0.615,-0.015000000000000013,0.6269785260610949,0.6114937309215671,-0.01548479513952783,0.839588650537263,0.8428632746302839,-0.003274624093020928
S4,4,1,DANN,0.1,47,0.95,0.9199999999999999,-0.030000000000000027,0.95,0.9199679871948779,-0.03003201280512202,0.16794770246643057,0.1946105715878401,-0.026662869121409527
S4,4,1,DANN,0.1,48,0.865,0.79,-0.07499999999999996,0.8649696181640869,0.7892412685668406,-0.07572834959724628,0.4379407184385932,0.5718644100790108,-0.13392369164041756
S4,4,1,DANN,0.1,50,0.96,0.9550000000000001,-0.004999999999999893,0.96,0.9549718574108819,-0.005028142589118101,0.09817561121614168,0.11954797151950926,-0.021372360303367574
S4,4,2,DANN,0.1,7,0.835,0.81,-0.02499999999999991,0.8346651970239736,0.8099239695878351,-0.02474122743613849,0.35591686544895934,0.40395414265636775,-0.04803727720740841
S4,4,2,DANN,0.1,12,0.725,0.745,0.020000000000000018,0.7219343259435274,0.7448405253283302,0.022906199384802872,0.5727107573371526,0.5702452663192582,0.0024654910178943945
S4,4,2,DANN,0.1,14,0.59,0.575,-0.015000000000000013,0.5792282430213465,0.5744787364521539,-0.004749506569192596,0.961884875166819,0.9946321772141906,-0.03274730204737164
S4,4,2,DANN,0.1,17,0.8300000000000001,0.7949999999999999,-0.03500000000000014,0.8295739348370927,0.7947485669945684,-0.034825367842524324,0.39891071867540306,0.4569404274826278,-0.058029708807224745
S4,4,2,DANN,0.1,32,0.63,0.615,-0.015000000000000013,0.63,0.6142187930559382,-0.01578120694406182,0.8281359917199161,0.9587243944661427,-0.13058840274622652
S4,4,2,DANN,0.1,47,0.905,0.935,0.030000000000000027,0.9044626021370208,0.9349853717086345,0.030522769571613706,0.2342561912979398,0.1687284041644589,0.0655277871334809
S4,4,2,DANN,0.1,48,0.805,0.77,-0.03500000000000003,0.804995124878122,0.7681217864704104,-0.036873338407711564,0.5285564545129643,0.4954186155187671,0.0331378389941972
S4,4,2,DANN,0.1,50,0.965,0.95,-0.015000000000000013,0.9649991249781245,0.9499949994999499,-0.015004125478174535,0.12314359356819957,0.1158921139852858,0.007251479582913764
S6,0,0,DANN,0.1,15,0.8503030303030303,0.8675757575757576,0.017272727272727217,0.8102503784180488,0.8289840997613414,0.018733721343292542,0.2992709816655479,0.2824285442515221,0.0168424374140258
S6,0,0,DANN,0.1,19,0.9754545454545455,0.9696969696969697,-0.005757575757575739,0.9416241409942354,0.929907487323336,-0.011716653670899468,0.11214142058485255,0.12613045550572333,-0.01398903492087078
S6,0,0,DANN,0.1,32,0.9309090909090909,0.9248484848484848,-0.0060606060606061,0.86342151675485,0.843939467429791,-0.019482049325059037,0.22800654846702212,0.2689834126448324,-0.04097686417781027
S6,0,0,DANN,0.1,33,0.7745454545454545,0.7866666666666666,0.012121212121212088,0.7555555555555555,0.7570568260200563,0.0015012704645007702,0.3720433173183243,0.3933686124514037,-0.021325295133079403
S6,0,0,DANN,0.1,41,0.8154545454545454,0.8212121212121213,0.00575757575757585,0.7846849583206776,0.7823555754590237,-0.0023293828616539614,0.3585999570713367,0.34105602689213155,0.017543930179205136
S6,0,0,DANN,0.1,46,0.7133333333333334,0.7081818181818182,-0.005151515151515129,0.6486165336954677,0.6573129392310872,0.008696405535619567,0.6771119864020638,0.6594557520595224,0.017656234342541377
S6,0,0,DANN,0.1,47,0.8421212121212122,0.87,0.027878787878787836,0.7978449547396912,0.810397532002012,0.012552577262320841,0.3323278745987727,0.33092744048020445,0.0014004341185682723
S6,0,0,DANN,0.1,49,0.8687878787878788,0.8781818181818182,0.009393939393939399,0.7864770255035809,0.7867523647198116,0.0002753392162306856,0.3933019119426831,0.39906179921724444,-0.005759887274561337
S6,0,1,DANN,0.1,15,0.8463636363636363,0.8357575757575757,-0.010606060606060619,0.7807226357125487,0.8034570603475746,0.02273442463502584,0.3381132377424374,0.2963099521005291,0.04180328564190833
S6,0,1,DANN,0.1,19,0.9618181818181819,0.9615151515151515,-0.0003030303030303605,0.9133523571725819,0.9296284576111444,0.016276100438562535,0.1382656405344174,0.10969540272357618,0.028570237810841212
S6,0,1,DANN,0.1,32,0.9278787878787879,0.9193939393939394,-0.008484848484848428,0.8524032313594334,0.839437721297958,-0.012965510061475394,0.2533846625139948,0.2417011718992898,0.011683490614704972
S6,0,1,DANN,0.1,33,0.8,0.7312121212121212,-0.06878787878787884,0.7716056812710641,0.7216521422984123,-0.049953538972651756,0.36575350124393124,0.4172271541053726,-0.051473652861441344
S6,0,1,DANN,0.1,41,0.8542424242424242,0.8448484848484848,-0.009393939393939399,0.7878904905265911,0.7854542302357836,-0.002436260290807457,0.35188963845217186,0.34535550979537644,0.006534128656795424
S6,0,1,DANN,0.1,46,0.7209090909090909,0.7030303030303031,-0.017878787878787827,0.6495368458316124,0.6375130197678563,-0.012023826063756071,0.5982737906935857,0.6682132093637443,-0.06993941867015863
S6,0,1,DANN,0.1,47,0.8972727272727272,0.8660606060606061,-0.031212121212121136,0.8380229840903999,0.7890050732975242,-0.04901791079287565,0.26006163467383403,0.37780736619544236,-0.11774573152160833
S6,0,1,DANN,0.1,49,0.883030303030303,0.896060606060606,0.013030303030302948,0.7880636943956345,0.8005034901596961,0.012439795764061623,0.40624330688162813,0.3647975571621714,0.04144574971945675
S6,0,2,DANN,0.1,15,0.8657575757575757,0.853030303030303,-0.012727272727272698,0.8020757308689995,0.8116234543376544,0.009547723468654845,0.30569323125152004,0.295639955105326,0.010053276146194057
S6,0,2,DANN,0.1,19,0.9621212121212122,0.9636363636363636,0.0015151515151514694,0.9086414177689053,0.9177570093457944,0.009115591576889126,0.14039051108754014,0.13939018036511222,0.0010003307224279168
S6,0,2,DANN,0.1,32,0.9193939393939394,0.9296969696969697,0.010303030303030258,0.8438237077970214,0.851664758072284,0.007841050275262607,0.24791627523264362,0.22501672253037636,0.022899552702267262
S6,0,2,DANN,0.1,33,0.8036363636363637,0.7824242424242425,-0.021212121212121238,0.7565404914590546,0.7562062455292752,-0.0003342459297793754,0.37061039557577974,0.3549164051448606,0.015693990430919125
S6,0,2,DANN,0.1,41,0.8045454545454546,0.8263636363636364,0.021818181818181848,0.7216689664403009,0.7677485453997943,0.04607957895949344,0.45869060486081126,0.36229918717562765,0.09639141768518361
S6,0,2,DANN,0.1,46,0.7518181818181817,0.7312121212121212,-0.020606060606060517,0.6459896773376397,0.6607496115220484,0.014759934184408685,0.6803862782729377,0.617445087870738,0.0629411904021997
S6,0,2,DANN,0.1,47,0.8590909090909091,0.8703030303030304,0.011212121212121229,0.7780901198842496,0.8028842913942988,0.024794171510049257,0.3774485541699934,0.33214372612731685,0.04530482804267655
S6,0,2,DANN,0.1,49,0.8803030303030304,0.8839393939393939,0.0036363636363635488,0.7704983262259206,0.7822848808945065,0.011786554668585913,0.4613526394387393,0.4326731479503422,0.028679491488397102
S6,1,0,DANN,0.1,2,0.9872727272727273,0.980909090909091,-0.006363636363636349,0.9701635420821699,0.9559956858515541,-0.014167856230615783,0.055084412935393116,0.0777636786211306,-0.022679265685737478
S6,1,0,DANN,0.1,14,0.780909090909091,0.7893939393939394,0.008484848484848428,0.7264684424867875,0.7297229203040985,0.003254477817310919,0.44591511700277264,0.46760697120848294,-0.021691854205710293
