subject,session,bdf_path,bdf_bytes,manifest_checksum_algorithm,manifest_checksum,sampling_rate_hz,recording_duration_seconds,eeg_channel_count,total_channel_count,channel_names_hash,pz_present,all_channels_good,event_count,left_hand_trials,right_hand_trials,event_labels,malformed_events,manifest_size_match,bdf_header_open,bdf_sfreq,bdf_channels,bdf_samples,bdf_duration_seconds,bdf_channel_names_hash
sub-5,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-5\ses-1\eeg\sub-5_ses-1_task-imagery_run-0_eeg.bdf,438236202,sha256,a59cca17060113ff7078fc34441d37ca69ebbff3c0c5bc7835e8dcd54e1d2627,1000.0,2281.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2282000,2282.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-5,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-5\ses-2\eeg\sub-5_ses-2_task-imagery_run-0_eeg.bdf,447069720,sha256,5bd094bad409816d92a17c432ca87bcbf98880d056549841e7fd5ca8b3f322a3,1000.0,2327.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2328000,2328.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-6,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-6\ses-0\eeg\sub-6_ses-0_task-imagery_run-0_eeg.bdf,458399667,sha256,50c881773c62ebd173c52de28d1257bf3aaee1e7df388b0e043b234fd3da4374,1000.0,2386.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2387000,2387.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-6,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-6\ses-1\eeg\sub-6_ses-1_task-imagery_run-0_eeg.bdf,455135106,sha256,be061313d86d31c4610a2f283937e530f81733560bb1861566881caded7882c9,1000.0,2369.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2370000,2370.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-6,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-6\ses-2\eeg\sub-6_ses-2_task-imagery_run-0_eeg.bdf,435739773,sha256,5f29e1f9dfaf837219d7a440f12b845157cbfbdf20c63e735c9fcd93d0f2f4af,1000.0,2268.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2269000,2269.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-7,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-7\ses-0\eeg\sub-7_ses-0_task-imagery_run-0_eeg.bdf,436507905,sha256,fd7a5a0abbf6c715ca971967ae68ff1b0b6d6d16f38509bab5eba47b735f4e1d,1000.0,2272.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2273000,2273.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-7,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-7\ses-1\eeg\sub-7_ses-1_task-imagery_run-0_eeg.bdf,435547740,sha256,99ecdbd50ee455f21c7b7dc8f0aff7cd779ccb798d68623fd74ac77296a9e7ba,1000.0,2267.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2268000,2268.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-7,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-7\ses-2\eeg\sub-7_ses-2_task-imagery_run-0_eeg.bdf,429594717,sha256,5146e668a9406d67f1bb216345f02f7a389de04dd37c685d098bd57abd2b4cdc,1000.0,2236.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2237000,2237.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-8,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-8\ses-0\eeg\sub-8_ses-0_task-imagery_run-0_eeg.bdf,431707080,sha256,4d191ef8bcfa3e28abf7f592774e4208a906f6013297bf9edb3efb108d3c32d7,1000.0,2247.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2248000,2248.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-8,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-8\ses-1\eeg\sub-8_ses-1_task-imagery_run-0_eeg.bdf,420953232,sha256,2868d18142b67c6cf5a669cc3b42d24a255f428408fe02da5c24aca59d3f62bd,1000.0,2191.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2192000,2192.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-8,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-8\ses-2\eeg\sub-8_ses-2_task-imagery_run-0_eeg.bdf,429018618,sha256,84bd7041fecccc2551b5724b8b20053186f39b7299e3ce4c306ee3c4803889eb,1000.0,2233.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2234000,2234.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-9,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-9\ses-0\eeg\sub-9_ses-0_task-imagery_run-0_eeg.bdf,456863403,sha256,336820e5ceb988e88f280d2c74f12e205bc8a508a80d55f1c5acd21c57aa2548,1000.0,2378.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2379000,2379.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-9,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-9\ses-1\eeg\sub-9_ses-1_task-imagery_run-0_eeg.bdf,452830710,sha256,27a1f4228367ce4f6ff9f5857f8c12b7905dfafb6efc2447c3d7ada2da3ac3c0,1000.0,2357.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2358000,2358.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-9,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-9\ses-2\eeg\sub-9_ses-2_task-imagery_run-0_eeg.bdf,486436485,sha256,9ddf916160cc6e5b1da12714dcff791ff2c673647c8c88326d9fe5ab2c7d94d1,1000.0,2532.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2533000,2533.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-10,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-10\ses-0\eeg\sub-10_ses-0_task-imagery_run-0_eeg.bdf,421913397,sha256,646bc3c6e8f385e5193334d05eecfac5755b37d3e1320baf944f4596d85b2f76,1000.0,2196.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2197000,2197.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-10,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-10\ses-1\eeg\sub-10_ses-1_task-imagery_run-0_eeg.bdf,478947198,sha256,420b5ea14aa429c0f4235363f88409295b7268ac1343e6825330302cb6ced13b,1000.0,2493.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2494000,2494.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-10,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-10\ses-2\eeg\sub-10_ses-2_task-imagery_run-0_eeg.bdf,428058453,sha256,d9bd86955ce3f30cc3bb9996c2005d3132e9eef5b5496761f9a679b43e0da42c,1000.0,2228.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2229000,2229.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-11,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-11\ses-0\eeg\sub-11_ses-0_task-imagery_run-0_eeg.bdf,464736756,sha256,e21c234233abf4bdf4b7afc4e0341077fff63cb36ae3b9529cca72838dae54da,1000.0,2419.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2420000,2420.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-11,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-11\ses-1\eeg\sub-11_ses-1_task-imagery_run-0_eeg.bdf,436891971,sha256,fa16e518c42859169e7e55e389fdf1b0b7e6495863ee0ce4538ddc35731310c0,1000.0,2274.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2275000,2275.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-11,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-11\ses-2\eeg\sub-11_ses-2_task-imagery_run-0_eeg.bdf,428058453,sha256,6b1ecc981e81dbd7b403f6967347fa9f7532330f3bf957d2971f5e93d088a31f,1000.0,2228.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2229000,2229.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-12,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-12\ses-0\eeg\sub-12_ses-0_task-imagery_run-0_eeg.bdf,484516155,sha256,2fc764b21fda1178293149821259bfc88e128d4f87bb0629eae6159d2563dd97,1000.0,2522.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2523000,2523.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-12,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-12\ses-1\eeg\sub-12_ses-1_task-imagery_run-0_eeg.bdf,419993067,sha256,74fb90f18b191627a26a74fb69721ea2965f74570e0ec457a1a6090c3179b76b,1000.0,2186.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2187000,2187.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-12,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-12\ses-2\eeg\sub-12_ses-2_task-imagery_run-0_eeg.bdf,433435377,sha256,1e6924b499bcc55efa01fa6b3bc598ce9754a9245ff3aa8c66cc00924e2e65e7,1000.0,2256.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2257000,2257.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-13,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-13\ses-0\eeg\sub-13_ses-0_task-imagery_run-0_eeg.bdf,429786750,sha256,98b4f01338ad5bb9e0a4a3ad74597bbf07ea6b602c2b2de1170abab9be9d7e23,1000.0,2237.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2238000,2238.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-13,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-13\ses-1\eeg\sub-13_ses-1_task-imagery_run-0_eeg.bdf,421337298,sha256,079e7c4b0ab657406b617a378efb966ab37923a0add5cb45f4a25eabe7a00f8e,1000.0,2193.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2194000,2194.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-13,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-13\ses-2\eeg\sub-13_ses-2_task-imagery_run-0_eeg.bdf,429402684,sha256,8c4213ecd667ebcea7c135a5f1f5e29e1f3b40025248a60864cd42c5fdd2e1e8,1000.0,2235.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2236000,2236.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-14,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-14\ses-0\eeg\sub-14_ses-0_task-imagery_run-0_eeg.bdf,431899113,sha256,08188cb36bf04260a29abec0edadcee53d57af7543e1c678b66d7627e4ef7a23,1000.0,2248.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2249000,2249.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-14,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-14\ses-1\eeg\sub-14_ses-1_task-imagery_run-0_eeg.bdf,436699938,sha256,aa59137ea6d43571f4eb5b309201a398339013eea2e781629f7a2ea61c6c9182,1000.0,2273.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2274000,2274.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-14,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-14\ses-2\eeg\sub-14_ses-2_task-imagery_run-0_eeg.bdf,437852136,sha256,e8ed2904d89ed2ab5682e6b2f051e204e2216683df2ba4372db1a1b19df969b2,1000.0,2279.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2280000,2280.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-15,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-15\ses-0\eeg\sub-15_ses-0_task-imagery_run-0_eeg.bdf,456863403,sha256,b6a0ab348db14d3ecb1706ec7bfa5c5f27709829cb3f198e83d8cb9c94fbb593,1000.0,2378.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2379000,2379.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-15,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-15\ses-1\eeg\sub-15_ses-1_task-imagery_run-0_eeg.bdf,435163674,sha256,64a6f6bd5853083f195be8be41936c694adce0353c423e988be6914c49970297,1000.0,2265.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2266000,2266.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-15,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-15\ses-2\eeg\sub-15_ses-2_task-imagery_run-0_eeg.bdf,428058453,sha256,357bef171f8eef368fd5251998693d47b3ced13328a7dd63f65ae94c6dbac2c8,1000.0,2228.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2229000,2229.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-16,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-16\ses-0\eeg\sub-16_ses-0_task-imagery_run-0_eeg.bdf,447261753,sha256,acdbf752358f55eb998794d137d46a77b0e5b83c53d107617586292bd07b450c,1000.0,2328.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2329000,2329.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-16,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-16\ses-1\eeg\sub-16_ses-1_task-imagery_run-0_eeg.bdf,468577416,sha256,db02d7bf63f901cf4b75dce3d5a242b8688ef44513ddb216df9382794ccbe2d1,1000.0,2439.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2440000,2440.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-16,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-16\ses-2\eeg\sub-16_ses-2_task-imagery_run-0_eeg.bdf,427866420,sha256,c68dd168790bfcc15e6740b3ecdd8bee3dc6cace70430b234a2c4a16db0e2177,1000.0,2227.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2228000,2228.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-17,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-17\ses-0\eeg\sub-17_ses-0_task-imagery_run-0_eeg.bdf,435931806,sha256,a0c410363771b7316e387974891e54d3628ac7c0cc5721acc074125ea93409a7,1000.0,2269.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2270000,2270.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
