dataset,subject_id,fold,seed,method,BA,macro_F1,accuracy,trials
WBCIC,sub-17,4,2,LOGIT50,0.84,0.83998399839984,0.84,200
WBCIC,sub-19,4,2,EEGNet,0.955,0.9549988749718743,0.955,200
WBCIC,sub-19,4,2,LiteBN,0.95,0.9499949994999499,0.95,200
WBCIC,sub-19,4,2,LOGIT50,0.96,0.95999599959996,0.96,200
WBCIC,sub-21,4,2,EEGNet,0.845,0.8449030644152595,0.845,200
WBCIC,sub-21,4,2,LiteBN,0.88,0.8799519807923168,0.88,200
WBCIC,sub-21,4,2,LOGIT50,0.87,0.8698828946051447,0.87,200
WBCIC,sub-25,4,2,EEGNet,0.985,0.9849996249906248,0.985,200
WBCIC,sub-25,4,2,LiteBN,0.98,0.98,0.98,200
WBCIC,sub-25,4,2,LOGIT50,0.985,0.9849996249906248,0.985,200
WBCIC,sub-31,4,2,EEGNet,0.585,0.5733854180051914,0.585,200
WBCIC,sub-31,4,2,LiteBN,0.59,0.5792282430213465,0.59,200
WBCIC,sub-31,4,2,LOGIT50,0.6,0.5880959736381424,0.6,200
WBCIC,sub-33,4,2,EEGNet,0.9450000000000001,0.9449656035021888,0.945,200
WBCIC,sub-33,4,2,LiteBN,0.95,0.9499799919967987,0.95,200
WBCIC,sub-33,4,2,LOGIT50,0.95,0.9499799919967987,0.95,200
WBCIC,sub-38,4,2,EEGNet,0.525,0.4946674113673236,0.525,200
WBCIC,sub-38,4,2,LiteBN,0.56,0.5555555555555556,0.56,200
WBCIC,sub-38,4,2,LOGIT50,0.53,0.5160127690248172,0.53,200
WBCIC,sub-42,4,2,EEGNet,0.7,0.6995192307692308,0.7,200
WBCIC,sub-42,4,2,LiteBN,0.6799999999999999,0.67996799679968,0.68,200
WBCIC,sub-42,4,2,LOGIT50,0.6950000000000001,0.6949313595559001,0.695,200
