fold,seed,task,block,dimensions,persistence_supported,n_unique_subjects,n_split_observations,bootstrap_hierarchy,calibrated_utility_mean_CE,calibrated_utility_ci95,calibrated_utility_sign_probability,bootstrap,random_draws_per_subject_split,probe
0,0,erp,3,4,True,34,85,unique_subject_aggregate_across_inner_splits_then_subject_bootstrap,-0.0017933855019938091,"[-0.004631532466454958, 0.0011710530995148439]",0.1149,"{'mean': -0.0017933855019938091, 'ci95': [-0.004631532466454958, 0.0011710530995148439], 'sign_probability': 0.1149, 'draws': 10000, 'n_unique_subjects': 34}",100,full_128D_ridge
0,0,erp,4,4,True,34,85,unique_subject_aggregate_across_inner_splits_then_subject_bootstrap,-0.0011080241898903252,"[-0.0037630033726164763, 0.0017211727900405625]",0.2147,"{'mean': -0.0011080241898903252, 'ci95': [-0.0037630033726164763, 0.0017211727900405625], 'sign_probability': 0.2147, 'draws': 10000, 'n_unique_subjects': 34}",100,full_128D_ridge
0,0,erp,5,4,True,34,85,unique_subject_aggregate_across_inner_splits_then_subject_bootstrap,0.000584399739760113,"[-0.0033051705343635452, 0.004522168329660178]",0.6168,"{'mean': 0.000584399739760113, 'ci95': [-0.0033051705343635452, 0.004522168329660178], 'sign_probability': 0.6168, 'draws': 10000, 'n_unique_subjects': 34}",100,full_128D_ridge
0,0,erp,6,2,False,34,85,unique_subject_aggregate_across_inner_splits_then_subject_bootstrap,0.007496483646859133,"[0.003343439223681882, 0.012148931314370452]",0.9999,"{'mean': 0.007496483646859133, 'ci95': [0.003343439223681882, 0.012148931314370452], 'sign_probability': 0.9999, 'draws': 10000, 'n_unique_subjects': 34}",100,full_128D_ridge
0,0,ssvep,0,1,True,34,85,unique_subject_aggregate_across_inner_splits_then_subject_bootstrap,-0.009823076240768707,"[-0.01148038545108639, -0.008323575787018575]",0.0,"{'mean': -0.009823076240768707, 'ci95': [-0.01148038545108639, -0.008323575787018575], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100,full_128D_ridge
0,0,ssvep,1,1,True,34,85,unique_subject_aggregate_across_inner_splits_then_subject_bootstrap,-0.008075990752859509,"[-0.009632588813992985, -0.006628436869349514]",0.0,"{'mean': -0.008075990752859509, 'ci95': [-0.009632588813992985, -0.006628436869349514], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100,full_128D_ridge
0,0,ssvep,2,4,True,34,85,unique_subject_aggregate_across_inner_splits_then_subject_bootstrap,-0.04732757172570917,"[-0.052363209914534865, -0.04255346639310151]",0.0,"{'mean': -0.04732757172570917, 'ci95': [-0.052363209914534865, -0.04255346639310151], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100,full_128D_ridge
0,0,ssvep,3,4,True,34,85,unique_subject_aggregate_across_inner_splits_then_subject_bootstrap,-0.04515809450720367,"[-0.04949299785967584, -0.04110922579335984]",0.0,"{'mean': -0.04515809450720367, 'ci95': [-0.04949299785967584, -0.04110922579335984], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100,full_128D_ridge
0,0,ssvep,4,4,True,34,85,unique_subject_aggregate_across_inner_splits_then_subject_bootstrap,0.11675234926900532,"[0.10419820115803281, 0.12873956223677113]",1.0,"{'mean': 0.11675234926900532, 'ci95': [0.10419820115803281, 0.12873956223677113], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 34}",100,full_128D_ridge
0,0,ssvep,5,4,True,34,85,unique_subject_aggregate_across_inner_splits_then_subject_bootstrap,0.10525535566246787,"[0.08692391485856685, 0.12636747813539442]",1.0,"{'mean': 0.10525535566246787, 'ci95': [0.08692391485856685, 0.12636747813539442], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 34}",100,full_128D_ridge
0,0,ssvep,6,2,False,34,85,unique_subject_aggregate_across_inner_splits_then_subject_bootstrap,-0.009200654808448656,"[-0.01212256308928636, -0.005895718494046919]",0.0,"{'mean': -0.009200654808448656, 'ci95': [-0.01212256308928636, -0.005895718494046919], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100,full_128D_ridge
