dataset,stratifier,stratum,trials,B_STRONG_CURRENT_BA,static_ensemble_BA,best_static_expert_BA,oracle_BA,available_oracle_gain,majority_wrong_minority_correct,OUTER_TEST_USED
OpenBMI_MI_NEMAR_nm000273_offline,variance_bin,"(0.000299, 0.00217]",2080,0.8956828612531851,0.8951974674462553,0.7472096790298781,0.9091370530216458,0.013454191768460744,29,False
OpenBMI_MI_NEMAR_nm000273_offline,variance_bin,"(0.00217, 0.00591]",2080,0.8451819944360156,0.8422946027132052,0.7421428828983755,0.8874851030742448,0.04230310863822917,94,False
OpenBMI_MI_NEMAR_nm000273_offline,variance_bin,"(0.00591, 0.014]",2080,0.805798848959181,0.7991337604118891,0.717917326271249,0.906707253924339,0.10090840496515807,224,False
OpenBMI_MI_NEMAR_nm000273_offline,variance_bin,"(0.014, 0.141]",2080,0.7572430001590242,0.7456767591596123,0.6223090691903446,0.9586518441266425,0.20140884396761827,443,False
OpenBMI_MI_NEMAR_nm000273_offline,predicted_class,0,5267,0.5357930524239007,0.5,0.5414195971728384,0.7415865384615384,0.2057934860376377,402,False
OpenBMI_MI_NEMAR_nm000273_offline,predicted_class,1,5133,0.5147373051784817,0.5,0.5593963226316168,0.7581699346405228,0.24343262946204114,395,False
OpenBMI_MI_NEMAR_nm000273_offline,session,1,5200,0.845,0.8390384615384615,0.7225,0.9199999999999999,0.07499999999999996,421,False
OpenBMI_MI_NEMAR_nm000273_offline,session,2,5200,0.8569230769230769,0.8538461538461538,0.7186538461538461,0.9261538461538461,0.0692307692307692,376,False
WBCIC_NEMAR_nm000348_authorized_development_S3,vote_split,3-2,2092,0.6217824097086448,0.6080707161082943,0.5820556862658464,1.0,0.37821759029135515,811,False
WBCIC_NEMAR_nm000348_authorized_development_S3,vote_split,4-1,3086,0.8098556407955886,0.8171559287747276,0.8086980117006226,1.0,0.19014435920441142,564,False
WBCIC_NEMAR_nm000348_authorized_development_S3,vote_split,5-0,3017,0.9213725460776517,0.9213725460776517,0.9213725460776517,0.9213725460776517,0.0,0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,unanimous,False,5178,0.7363198329030407,0.7335543065117613,0.7183968014916811,1.0,0.2636801670969593,1375,False
WBCIC_NEMAR_nm000348_authorized_development_S3,unanimous,True,3017,0.9213725460776517,0.9213725460776517,0.9213725460776517,0.9213725460776517,0.0,0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,margin_bin,"(-0.0009163, 0.0723]",1639,0.5643731050951142,0.5524081874796908,0.5453525082056648,0.997556932855154,0.43318382776003983,730,False
WBCIC_NEMAR_nm000348_authorized_development_S3,margin_bin,"(0.0723, 0.161]",1639,0.6639317041206869,0.6658684418234077,0.6376997423639965,0.9615638356490789,0.29763213152839196,484,False
WBCIC_NEMAR_nm000348_authorized_development_S3,margin_bin,"(0.161, 0.264]",1639,0.8412648735096541,0.8412648735096541,0.83078790292873,0.9375836705111427,0.0963187970014886,153,False
WBCIC_NEMAR_nm000348_authorized_development_S3,margin_bin,"(0.264, 0.35]",1639,0.9651594159713945,0.9651594159713945,0.9633425208581645,0.9700722586412396,0.004912842669845041,8,False
WBCIC_NEMAR_nm000348_authorized_development_S3,margin_bin,"(0.35, 0.49]",1639,0.9898646390374332,0.9898646390374332,0.9898646390374332,0.9898646390374332,0.0,0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,variance_bin,"(-0.0009517, 0.0111]",1639,0.829954921336239,0.8181740155834851,0.8054810878586142,0.9223542406782697,0.0923993193420306,169,False
WBCIC_NEMAR_nm000348_authorized_development_S3,variance_bin,"(0.0111, 0.0223]",1639,0.7868257941474461,0.7944566124322069,0.7821242326717921,0.9516627927766852,0.16483699862923906,258,False
WBCIC_NEMAR_nm000348_authorized_development_S3,variance_bin,"(0.0223, 0.0357]",1639,0.7958640458640458,0.7894348894348895,0.782031122031122,0.9841850941850941,0.18832104832104835,319,False
WBCIC_NEMAR_nm000348_authorized_development_S3,variance_bin,"(0.0357, 0.0576]",1639,0.7999494963038445,0.7917437630169926,0.7838397111009806,0.9981824628522222,0.19823296654837774,338,False
WBCIC_NEMAR_nm000348_authorized_development_S3,variance_bin,"(0.0576, 0.174]",1639,0.8184526740864768,0.8208821694737187,0.8140697330838176,1.0,0.18154732591352318,291,False
WBCIC_NEMAR_nm000348_authorized_development_S3,predicted_class,0,4149,0.5215348286789823,0.5,0.581465784802361,0.9349397590361446,0.4134049303571623,722,False
WBCIC_NEMAR_nm000348_authorized_development_S3,predicted_class,1,4046,0.5969840783833436,0.5,0.5986574968203873,0.9185897435897437,0.3216056652064001,653,False
WBCIC_NEMAR_nm000348_authorized_development_S3,session,S,8195,0.8066954807003233,0.8035364832695475,0.7942597649102677,0.9713248229369968,0.16462934223667358,1375,False
