benchmark,outer_fold,mode,controller_id,kappa,threshold,scale,subject_id,selected_component,action,risk_adjusted_score,predicted_utility,predicted_sigma,BA,base_BA,Delta_BA,NLL,base_NLL,target_future_labels_used_for_selection,OUTER_TEST_USED
OpenBMI_MI_S1_to_S2,1,PERSIST_META,EXTRA_TREES_D4,0.0,0.0,0.5,5,RIDGE_C01_A50,ADAPT,4.1838550226686006e-05,4.1838550226686006e-05,0.026866503777027113,0.75,0.75,0.0,0.47205998294329576,0.5187919266790009,False,False
OpenBMI_MI_S1_to_S2,1,PERSIST_META,EXTRA_TREES_D4,0.0,0.0,0.5,6,RIDGE_C01_A50,ADAPT,3.421767090082596e-05,3.421767090082596e-05,0.026866503777027113,0.97,0.96,0.010000000000000009,0.10095442535217584,0.10907721319847115,False,False
OpenBMI_MI_S1_to_S2,2,META_GENERIC,RIDGE_A10,0.0,0.0,1.0,18,CALIBRATE_C1_A50,ADAPT,0.0032000370114206736,0.0032000370114206736,0.015071977276806845,0.89,0.87,0.020000000000000018,0.22496794852981314,0.2642309384754511,False,False
OpenBMI_MI_S1_to_S2,2,META_GENERIC,RIDGE_A10,0.0,0.0,1.0,22,PRESERVE,PRESERVE,-0.0037749472656892604,-0.0037749472656892604,0.011274574241504628,0.8500000000000001,0.8500000000000001,0.0,0.3395223835266983,0.3395223835266983,False,False
OpenBMI_MI_S1_to_S2,2,META_GENERIC,RIDGE_A10,0.0,0.0,1.0,26,PRESERVE,PRESERVE,-0.010922419280442078,-0.010922419280442078,0.011274574241504628,0.87,0.87,0.0,0.28826339533634626,0.28826339533634626,False,False
OpenBMI_MI_S1_to_S2,2,META_GENERIC,RIDGE_A10,0.0,0.0,1.0,29,PRESERVE,PRESERVE,-0.0021426840425855186,-0.0021426840425855186,0.02190168859556333,0.84,0.84,0.0,0.39075560082639116,0.39075560082639116,False,False
OpenBMI_MI_S1_to_S2,2,META_GENERIC,RIDGE_A10,0.0,0.0,1.0,34,PRESERVE,PRESERVE,-0.0036560671710128244,-0.0036560671710128244,0.02190168859556333,0.7,0.7,0.0,0.8807170187837579,0.8807170187837579,False,False
OpenBMI_MI_S1_to_S2,2,META_GENERIC,RIDGE_A10,0.0,0.0,1.0,4,PRESERVE,PRESERVE,-0.0010912389065710522,-0.0010912389065710522,0.015071977276806845,0.78,0.78,0.0,0.511817883016044,0.511817883016044,False,False
OpenBMI_MI_S1_to_S2,2,META_GENERIC,RIDGE_A10,0.0,0.0,1.0,44,PRESERVE,PRESERVE,-1.0375719655780248e-05,-1.0375719655780248e-05,0.011274574241504628,0.9299999999999999,0.9299999999999999,0.0,0.19123638997553555,0.19123638997553555,False,False
OpenBMI_MI_S1_to_S2,2,META_GENERIC,RIDGE_A10,0.0,0.0,1.0,51,PRESERVE,PRESERVE,-0.0010958474583758343,-0.0010958474583758343,0.02190168859556333,0.76,0.76,0.0,0.573951773145832,0.573951773145832,False,False
OpenBMI_MI_S1_to_S2,2,META_GENERIC,RIDGE_A10,0.0,0.0,1.0,52,CALIBRATE_C1_A50,ADAPT,0.016681438035109953,0.016681438035109953,0.015071977276806845,0.81,0.8200000000000001,-0.010000000000000009,0.49959362890191783,0.4810546006991553,False,False
OpenBMI_MI_S1_to_S2,2,META_GENERIC,RIDGE_A10,0.0,0.0,1.0,54,META_SGD_FULL_S050,ADAPT,0.00374479536466681,0.00374479536466681,0.02190168859556333,0.81,0.8200000000000001,-0.010000000000000009,0.47976227781026104,0.48861464791919845,False,False
OpenBMI_MI_S1_to_S2,2,META_GENERIC,RIDGE_A10,0.0,0.0,1.0,7,PRESERVE,PRESERVE,-0.011462274624404804,-0.011462274624404804,0.02190168859556333,0.84,0.84,0.0,0.4940701765171642,0.4940701765171642,False,False
OpenBMI_MI_S1_to_S2,2,PERSIST_META,RIDGE_A1,0.0,0.0025,1.0,18,CALIBRATE_C1_A50,ADAPT,0.0016966406932336317,0.004196640693233632,0.015071977276806845,0.89,0.87,0.020000000000000018,0.22496794852981314,0.2642309384754511,False,False
OpenBMI_MI_S1_to_S2,2,PERSIST_META,RIDGE_A1,0.0,0.0025,1.0,22,META_SGD_FULL_S050,ADAPT,0.0031039063515739492,0.005603906351573949,0.02190168859556333,0.87,0.8500000000000001,0.019999999999999907,0.333227068393131,0.3395223835266983,False,False
OpenBMI_MI_S1_to_S2,2,PERSIST_META,RIDGE_A1,0.0,0.0025,1.0,26,META_SGD_FULL_S050,ADAPT,0.0012529638246892246,0.0037529638246892247,0.02190168859556333,0.87,0.87,0.0,0.28476939996606804,0.28826339533634626,False,False
OpenBMI_MI_S1_to_S2,2,PERSIST_META,RIDGE_A1,0.0,0.0025,1.0,29,CALIBRATE_C1_A50,ADAPT,0.003211563173698718,0.005711563173698718,0.015071977276806845,0.84,0.84,0.0,0.3866230257427892,0.39075560082639116,False,False
OpenBMI_MI_S1_to_S2,2,PERSIST_META,RIDGE_A1,0.0,0.0025,1.0,34,CALIBRATE_C1_A50,ADAPT,0.008417784713020538,0.010917784713020538,0.015071977276806845,0.7,0.7,0.0,0.7099782835914604,0.8807170187837579,False,False
OpenBMI_MI_S1_to_S2,2,PERSIST_META,RIDGE_A1,0.0,0.0025,1.0,4,CALIBRATE_C1_A50,ADAPT,0.004035867673249505,0.0065358676732495055,0.015071977276806845,0.76,0.78,-0.020000000000000018,0.4720062990000499,0.511817883016044,False,False
OpenBMI_MI_S1_to_S2,2,PERSIST_META,RIDGE_A1,0.0,0.0025,1.0,44,META_SGD_PC_GROUP_00,ADAPT,0.0026084547344747745,0.0051084547344747745,0.022904462999191924,0.94,0.9299999999999999,0.010000000000000009,0.17167864181743628,0.19123638997553555,False,False
OpenBMI_MI_S1_to_S2,2,PERSIST_META,RIDGE_A1,0.0,0.0025,1.0,51,META_SGD_FULL_S050,ADAPT,0.0034642686205638936,0.005964268620563894,0.02190168859556333,0.76,0.76,0.0,0.5670208528756728,0.573951773145832,False,False
OpenBMI_MI_S1_to_S2,2,PERSIST_META,RIDGE_A1,0.0,0.0025,1.0,52,CALIBRATE_C1_A50,ADAPT,0.0035853645215812254,0.0060853645215812255,0.015071977276806845,0.81,0.8200000000000001,-0.010000000000000009,0.49959362890191783,0.4810546006991553,False,False
OpenBMI_MI_S1_to_S2,2,PERSIST_META,RIDGE_A1,0.0,0.0025,1.0,54,CALIBRATE_C1_A50,ADAPT,0.005264060853745778,0.007764060853745779,0.015071977276806845,0.81,0.8200000000000001,-0.010000000000000009,0.45518036096047615,0.48861464791919845,False,False
OpenBMI_MI_S1_to_S2,2,PERSIST_META,RIDGE_A1,0.0,0.0025,1.0,7,META_SGD_FULL_S050,ADAPT,0.0004084564043354785,0.0029084564043354785,0.02190168859556333,0.84,0.84,0.0,0.4428830802171539,0.4940701765171642,False,False
OpenBMI_MI_S1_to_S2,3,META_GENERIC,RIDGE_A10,0.5,0.0025,1.0,15,PRESERVE,PRESERVE,-0.012314199867021418,-0.006084165369618645,0.0074600689948055455,0.91,0.91,0.0,0.25463079600513966,0.25463079600513966,False,False
OpenBMI_MI_S1_to_S2,3,META_GENERIC,RIDGE_A10,0.5,0.0025,1.0,17,CALIBRATE_C1_A50,ADAPT,0.006219358871033637,0.014342391284001554,0.011246064825935834,0.63,0.63,0.0,0.8836500072462832,0.8398510266585099,False,False
OpenBMI_MI_S1_to_S2,3,META_GENERIC,RIDGE_A10,0.5,0.0025,1.0,20,PRESERVE,PRESERVE,-0.002104211200946736,0.004125823296456037,0.0074600689948055455,0.8799999999999999,0.8799999999999999,0.0,0.23794347454694634,0.23794347454694634,False,False
OpenBMI_MI_S1_to_S2,3,META_GENERIC,RIDGE_A10,0.5,0.0025,1.0,21,META_SGD_FULL_S025,ADAPT,0.005947984289419865,0.012178018786822637,0.0074600689948055455,0.97,0.97,0.0,0.05422518993082118,0.060649513842886194,False,False
OpenBMI_MI_S1_to_S2,3,META_GENERIC,RIDGE_A10,0.5,0.0025,1.0,24,PRESERVE,PRESERVE,-0.00523573920871551,0.0009942952886872634,0.0074600689948055455,0.5599999999999999,0.5599999999999999,0.0,1.152513802019788,1.152513802019788,False,False
OpenBMI_MI_S1_to_S2,3,META_GENERIC,RIDGE_A10,0.5,0.0025,1.0,27,PRESERVE,PRESERVE,-0.003153617660320443,0.00307641683708233,0.0074600689948055455,0.94,0.94,0.0,0.13291256362956833,0.13291256362956833,False,False
OpenBMI_MI_S1_to_S2,3,META_GENERIC,RIDGE_A10,0.5,0.0025,1.0,28,CALIBRATE_C1_A50,ADAPT,0.008102987513450519,0.016226019926418436,0.011246064825935834,0.96,0.95,0.010000000000000009,0.091938627423416,0.10793640917461594,False,False
OpenBMI_MI_S1_to_S2,3,META_GENERIC,RIDGE_A10,0.5,0.0025,1.0,38,PRESERVE,PRESERVE,-0.01257880708485343,-0.0063487725874506575,0.0074600689948055455,0.74,0.74,0.0,0.5153043191303418,0.5153043191303418,False,False
OpenBMI_MI_S1_to_S2,3,META_GENERIC,RIDGE_A10,0.5,0.0025,1.0,41,CALIBRATE_C1_A50,ADAPT,0.005160742933097448,0.013283775346065365,0.011246064825935834,0.79,0.77,0.020000000000000018,0.5003670973417887,0.5841970819843177,False,False
OpenBMI_MI_S1_to_S2,3,META_GENERIC,RIDGE_A10,0.5,0.0025,1.0,46,PRESERVE,PRESERVE,-0.025020252646373274,-0.018790218148970503,0.0074600689948055455,0.73,0.73,0.0,0.7682153418068962,0.7682153418068962,False,False
OpenBMI_MI_S1_to_S2,3,META_GENERIC,RIDGE_A10,0.5,0.0025,1.0,9,META_SGD_FULL_S025,ADAPT,0.007604169932927915,0.013834204430330687,0.0074600689948055455,0.8,0.82,-0.019999999999999907,0.512962932307883,0.514551223621555,False,False
OpenBMI_MI_S1_to_S2,3,PERSIST_META,EXTRA_TREES_D4,0.0,0.0,0.5,15,CALIBRATE_C1_A50,ADAPT,0.0009600359287496787,0.0009600359287496787,0.011246064825935834,0.9,0.91,-0.010000000000000009,0.2538246976691822,0.25463079600513966,False,False
OpenBMI_MI_S1_to_S2,3,PERSIST_META,EXTRA_TREES_D4,0.0,0.0,0.5,17,CALIBRATE_C1_A50,ADAPT,0.001551125633950684,0.001551125633950684,0.011246064825935834,0.63,0.63,0.0,0.8615143207989847,0.8398510266585099,False,False
OpenBMI_MI_S1_to_S2,3,PERSIST_META,EXTRA_TREES_D4,0.0,0.0,0.5,20,CALIBRATE_C1_A50,ADAPT,0.002462135873900236,0.002462135873900236,0.011246064825935834,0.8799999999999999,0.8799999999999999,0.0,0.23798606344277992,0.23794347454694634,False,False
OpenBMI_MI_S1_to_S2,3,PERSIST_META,EXTRA_TREES_D4,0.0,0.0,0.5,21,CALIBRATE_C1_A50,ADAPT,0.002783706002300041,0.002783706002300041,0.011246064825935834,0.98,0.97,0.010000000000000009,0.04486409067823541,0.060649513842886194,False,False
OpenBMI_MI_S1_to_S2,3,PERSIST_META,EXTRA_TREES_D4,0.0,0.0,0.5,24,META_SGD_FULL_S050,ADAPT,0.006967558774425448,0.006967558774425448,0.014398693309441192,0.6,0.5599999999999999,0.040000000000000036,1.0636570857571384,1.152513802019788,False,False
OpenBMI_MI_S1_to_S2,3,PERSIST_META,EXTRA_TREES_D4,0.0,0.0,0.5,27,META_SGD_FULL_S050,ADAPT,0.0009417061641126918,0.0009417061641126918,0.014398693309441192,0.94,0.94,0.0,0.13455639864586466,0.13291256362956833,False,False
OpenBMI_MI_S1_to_S2,3,PERSIST_META,EXTRA_TREES_D4,0.0,0.0,0.5,28,META_SGD_FULL_S025,ADAPT,0.0009468588713363237,0.0009468588713363237,0.0074600689948055455,0.95,0.95,0.0,0.1090528894795909,0.10793640917461594,False,False
OpenBMI_MI_S1_to_S2,3,PERSIST_META,EXTRA_TREES_D4,0.0,0.0,0.5,38,CALIBRATE_C1_A50,ADAPT,0.004643498679150291,0.004643498679150291,0.011246064825935834,0.75,0.74,0.010000000000000009,0.471563949058751,0.5153043191303418,False,False
OpenBMI_MI_S1_to_S2,3,PERSIST_META,EXTRA_TREES_D4,0.0,0.0,0.5,41,CALIBRATE_C1_A50,ADAPT,0.007748426703916338,0.007748426703916338,0.011246064825935834,0.77,0.77,0.0,0.5380987916733879,0.5841970819843177,False,False
OpenBMI_MI_S1_to_S2,3,PERSIST_META,EXTRA_TREES_D4,0.0,0.0,0.5,46,META_SGD_FULL_S050,ADAPT,0.004286312791382025,0.004286312791382025,0.014398693309441192,0.72,0.73,-0.010000000000000009,0.7305881006816357,0.7682153418068962,False,False
OpenBMI_MI_S1_to_S2,3,PERSIST_META,EXTRA_TREES_D4,0.0,0.0,0.5,9,CALIBRATE_C1_A50,ADAPT,0.0037617217253569147,0.0037617217253569147,0.011246064825935834,0.8,0.82,-0.019999999999999907,0.5198166377610661,0.514551223621555,False,False
OpenBMI_MI_S1_to_S2,4,META_GENERIC,RIDGE_A10,0.5,0.0025,0.5,11,PRESERVE,PRESERVE,-0.012313643406926708,-0.007424664175602428,0.0047779584626485615,0.73,0.73,0.0,0.883205061903347,0.883205061903347,False,False
OpenBMI_MI_S1_to_S2,4,META_GENERIC,RIDGE_A10,0.5,0.0025,0.5,12,PRESERVE,PRESERVE,-0.008192273475118883,-0.0033032942437946026,0.0047779584626485615,0.8400000000000001,0.8400000000000001,0.0,0.9170199053888675,0.9170199053888675,False,False
OpenBMI_MI_S1_to_S2,4,META_GENERIC,RIDGE_A10,0.5,0.0025,0.5,23,PRESERVE,PRESERVE,-0.012912120469227401,-0.00802314123790312,0.0047779584626485615,0.8200000000000001,0.8200000000000001,0.0,0.5984838275993983,0.5984838275993983,False,False
OpenBMI_MI_S1_to_S2,4,META_GENERIC,RIDGE_A10,0.5,0.0025,0.5,3,META_SGD_FULL_S025,ADAPT,0.0011660462243014823,0.006055025455625763,0.0047779584626485615,0.95,0.95,0.0,0.14091821982100106,0.14181908942923932,False,False
OpenBMI_MI_S1_to_S2,4,META_GENERIC,RIDGE_A10,0.5,0.0025,0.5,30,PRESERVE,PRESERVE,-0.010504694219724596,-0.0056157149884003155,0.0047779584626485615,0.78,0.78,0.0,0.8155443055622084,0.8155443055622084,False,False
OpenBMI_MI_S1_to_S2,4,META_GENERIC,RIDGE_A10,0.5,0.0025,0.5,31,PRESERVE,PRESERVE,-0.011938145376700933,-0.0070491661453766525,0.0047779584626485615,0.86,0.86,0.0,0.36826101982230386,0.36826101982230386,False,False
OpenBMI_MI_S1_to_S2,4,META_GENERIC,RIDGE_A10,0.5,0.0025,0.5,37,PRESERVE,PRESERVE,-0.001211038930244792,0.003677940301079489,0.0047779584626485615,0.97,0.97,0.0,0.14889187041792293,0.14889187041792293,False,False
OpenBMI_MI_S1_to_S2,4,META_GENERIC,RIDGE_A10,0.5,0.0025,0.5,39,PRESERVE,PRESERVE,-0.026879459037726074,-0.021990479806401793,0.0047779584626485615,0.8500000000000001,0.8500000000000001,0.0,0.6920248525495946,0.6920248525495946,False,False
OpenBMI_MI_S1_to_S2,4,META_GENERIC,RIDGE_A10,0.5,0.0025,0.5,49,PRESERVE,PRESERVE,-0.0008564571883172365,0.004032522043007044,0.0047779584626485615,0.79,0.79,0.0,0.7161755344140776,0.7161755344140776,False,False
OpenBMI_MI_S1_to_S2,4,META_GENERIC,RIDGE_A10,0.5,0.0025,0.5,8,PRESERVE,PRESERVE,-0.01079421710596599,-0.005905237874641709,0.0047779584626485615,0.77,0.77,0.0,1.0490684764819143,1.0490684764819143,False,False
OpenBMI_MI_S1_to_S2,4,PERSIST_META,RIDGE_A10,1.0,0.0,0.5,11,PRESERVE,PRESERVE,-0.012326582607990508,-0.007548624145341945,0.0047779584626485615,0.73,0.73,0.0,0.883205061903347,0.883205061903347,False,False
OpenBMI_MI_S1_to_S2,4,PERSIST_META,RIDGE_A10,1.0,0.0,0.5,12,PRESERVE,PRESERVE,-0.005748716926742775,9.968200120941476e-06,0.005758685126863716,0.8400000000000001,0.8400000000000001,0.0,0.9170199053888675,0.9170199053888675,False,False
