task,seed,fold,subject_id,state_id,C,S,M,B0_BA,counterfactual_BA,delta_BA_pp,RESCUE_PP,HARM_PP,NET_PP,identity_absolute_difference,trials,CC_count,RESCUE_count,HARM_count,WW_count
OpenBMI_ERP,0,0,3,C0S1M1,0,1,1,0.9236363636363636,0.9336363636363636,1.0000000000000009,3.6060606060606055,2.6060606060606064,0.9999999999999996,1.3877787807814457e-17,1980,1690,111,58,121
OpenBMI_ERP,0,0,3,C1S0M0,1,0,0,0.9236363636363636,0.9157575757575758,-0.7878787878787818,3.7272727272727275,4.515151515151515,-0.7878787878787874,5.551115123125783e-17,1980,1675,111,73,121
OpenBMI_ERP,0,0,3,C1S0M1,1,0,1,0.9236363636363636,0.9296969696969697,0.60606060606061,3.151515151515152,2.5454545454545454,0.6060606060606062,3.8163916471489756e-17,1980,1684,96,64,136
OpenBMI_ERP,0,0,3,C1S1M0,1,1,0,0.9236363636363636,0.916060606060606,-0.7575757575757569,3.9090909090909087,4.666666666666667,-0.7575757575757582,1.3877787807814457e-17,1980,1674,113,74,119
OpenBMI_ERP,0,0,3,C1S1M1,1,1,1,0.9236363636363636,0.9287878787878788,0.515151515151524,3.272727272727273,2.757575757575758,0.515151515151515,9.020562075079397e-17,1980,1685,100,63,132
OpenBMI_ERP,0,0,32,C0S0M0,0,0,0,0.9045454545454545,0.9187878787878788,1.4242424242424279,5.212121212121213,3.787878787878788,1.4242424242424243,3.469446951953614e-17,1980,1672,168,45,95
OpenBMI_ERP,0,0,32,C0S0M1,0,0,1,0.9045454545454545,0.9345454545454546,3.0000000000000027,4.878787878787878,1.8787878787878791,2.999999999999999,3.469446951953614e-17,1980,1683,145,34,118
OpenBMI_ERP,0,0,32,C0S1M0,0,1,0,0.9045454545454545,0.9145454545454546,1.0000000000000009,5.303030303030303,4.303030303030303,1.0000000000000002,6.938893903907228e-18,1980,1671,171,46,92
OpenBMI_ERP,0,0,32,C0S1M1,0,1,1,0.9045454545454545,0.9366666666666668,3.2121212121212217,4.96969696969697,1.7575757575757578,3.212121212121212,9.71445146547012e-17,1980,1687,148,30,115
OpenBMI_ERP,0,0,32,C1S0M0,1,0,0,0.9045454545454545,0.9287878787878788,2.4242424242424288,5.2727272727272725,2.8484848484848486,2.4242424242424243,4.5102810375396984e-17,1980,1671,158,46,105
OpenBMI_ERP,0,0,32,C1S0M1,1,0,1,0.9045454545454545,0.9336363636363636,2.9090909090909056,4.6060606060606055,1.6969696969696968,2.909090909090909,3.469446951953614e-17,1980,1673,132,44,131
OpenBMI_ERP,0,0,32,C1S1M0,1,1,0,0.9045454545454545,0.9263636363636363,2.1818181818181737,5.393939393939394,3.212121212121212,2.181818181818182,8.326672684688674e-17,1980,1671,162,46,101
OpenBMI_ERP,0,0,32,C1S1M1,1,1,1,0.9045454545454545,0.9354545454545455,3.0909090909090997,4.757575757575758,1.6666666666666667,3.090909090909091,8.673617379884035e-17,1980,1674,137,43,126
OpenBMI_ERP,0,0,33,C0S0M0,0,0,0,0.7578787878787878,0.6906060606060606,-6.727272727272727,4.545454545454546,11.272727272727273,-6.7272727272727275,1.3877787807814457e-17,1980,1629,94,92,165
OpenBMI_ERP,0,0,33,C0S0M1,0,0,1,0.7578787878787878,0.683939393939394,-7.393939393939386,3.96969696969697,11.363636363636363,-7.393939393939393,6.938893903907228e-17,1980,1606,75,115,184
OpenBMI_ERP,0,0,33,C0S1M0,0,1,0,0.7578787878787878,0.6936363636363636,-6.424242424242421,4.757575757575758,11.181818181818182,-6.424242424242424,2.7755575615628914e-17,1980,1628,93,93,166
OpenBMI_ERP,0,0,33,C0S1M1,0,1,1,0.7578787878787878,0.6781818181818182,-7.96969696969696,3.848484848484848,11.818181818181818,-7.96969696969697,9.71445146547012e-17,1980,1599,75,122,184
OpenBMI_ERP,0,0,33,C1S0M0,1,0,0,0.7578787878787878,0.713030303030303,-4.484848484848481,5.272727272727272,9.757575757575756,-4.484848484848484,4.163336342344337e-17,1980,1631,90,90,169
OpenBMI_ERP,0,0,33,C1S0M1,1,0,1,0.7578787878787878,0.7342424242424243,-2.3636363636363567,5.848484848484849,8.212121212121213,-2.3636363636363638,6.938893903907228e-17,1980,1626,89,95,170
OpenBMI_ERP,0,0,33,C1S1M0,1,1,0,0.7578787878787878,0.713030303030303,-4.484848484848481,5.606060606060606,10.090909090909092,-4.484848484848486,5.551115123125783e-17,1980,1624,93,97,166
OpenBMI_ERP,0,0,33,C1S1M1,1,1,1,0.7578787878787878,0.7278787878787879,-2.9999999999999916,5.696969696969697,8.696969696969697,-3.0,8.326672684688674e-17,1980,1622,88,99,171
OpenBMI_ERP,0,0,38,C0S0M0,0,0,0,0.7287878787878788,0.5518181818181819,-17.69696969696969,6.454545454545454,24.151515151515152,-17.696969696969695,8.326672684688674e-17,1980,1412,209,169,190
OpenBMI_ERP,0,0,38,C0S0M1,0,0,1,0.7287878787878788,0.6781818181818182,-5.060606060606054,6.757575757575758,11.818181818181818,-5.06060606060606,5.551115123125783e-17,1980,1487,191,94,208
OpenBMI_ERP,0,0,38,C0S1M0,0,1,0,0.7287878787878788,0.55,-17.878787878787872,6.424242424242424,24.3030303030303,-17.87878787878788,5.551115123125783e-17,1980,1411,208,170,191
OpenBMI_ERP,0,0,38,C0S1M1,0,1,1,0.7287878787878788,0.666060606060606,-6.272727272727274,6.03030303030303,12.303030303030303,-6.2727272727272725,1.3877787807814457e-17,1980,1483,183,98,216
OpenBMI_ERP,0,0,38,C1S0M0,1,0,0,0.7287878787878788,0.5563636363636364,-17.242424242424235,5.757575757575758,23.0,-17.242424242424242,5.551115123125783e-17,1980,1418,186,163,213
OpenBMI_ERP,0,0,38,C1S0M1,1,0,1,0.7287878787878788,0.6506060606060606,-7.818181818181813,5.363636363636363,13.181818181818183,-7.81818181818182,6.938893903907228e-17,1980,1466,161,115,238
OpenBMI_ERP,0,0,38,C1S1M0,1,1,0,0.7287878787878788,0.5551515151515152,-17.36363636363636,5.787878787878788,23.151515151515152,-17.363636363636363,2.7755575615628914e-17,1980,1417,187,164,212
OpenBMI_ERP,0,0,38,C1S1M1,1,1,1,0.7287878787878788,0.6448484848484848,-8.393939393939398,5.363636363636363,13.757575757575758,-8.393939393939394,4.163336342344337e-17,1980,1463,161,118,238
OpenBMI_ERP,0,0,47,C0S0M0,0,0,0,0.8054545454545454,0.7496969696969698,-5.575757575757567,5.484848484848484,11.06060606060606,-5.575757575757576,9.020562075079397e-17,1980,1577,161,81,161
OpenBMI_ERP,0,0,47,C0S0M1,0,0,1,0.8054545454545454,0.8790909090909091,7.363636363636372,8.969696969696969,1.606060606060606,7.363636363636364,8.326672684688674e-17,1980,1625,176,33,146
OpenBMI_ERP,0,0,47,C0S1M0,0,1,0,0.8054545454545454,0.7484848484848485,-5.696969696969689,5.545454545454546,11.24242424242424,-5.6969696969696955,6.245004513516506e-17,1980,1575,163,83,159
OpenBMI_ERP,0,0,47,C0S1M1,0,1,1,0.8054545454545454,0.8815151515151515,7.6060606060606055,9.181818181818182,1.575757575757576,7.6060606060606055,0.0,1980,1622,179,36,143
OpenBMI_ERP,0,0,47,C1S0M0,1,0,0,0.8054545454545454,0.7469696969696971,-5.848484848484836,5.2727272727272725,11.121212121212121,-5.848484848484848,1.1796119636642288e-16,1980,1575,158,83,164
OpenBMI_ERP,0,0,47,C1S0M1,1,0,1,0.8054545454545454,0.886969696969697,8.151515151515154,9.878787878787879,1.7272727272727273,8.15151515151515,2.7755575615628914e-17,1980,1617,186,41,136
OpenBMI_ERP,0,0,47,C1S1M0,1,1,0,0.8054545454545454,0.7463636363636363,-5.909090909090908,5.333333333333333,11.24242424242424,-5.909090909090908,0.0,1980,1575,160,83,162
OpenBMI_ERP,0,0,47,C1S1M1,1,1,1,0.8054545454545454,0.8875757575757576,8.212121212121215,9.848484848484848,1.6363636363636365,8.212121212121213,2.7755575615628914e-17,1980,1620,185,38,137
OpenBMI_ERP,0,0,5,C0S0M0,0,0,0,0.6463636363636364,0.6709090909090909,2.4545454545454537,14.636363636363637,12.181818181818183,2.4545454545454537,0.0,1980,1119,355,162,344
OpenBMI_ERP,0,0,5,C0S0M1,0,0,1,0.6463636363636364,0.6854545454545454,3.9090909090909065,14.575757575757574,10.666666666666668,3.909090909090908,1.3877787807814457e-17,1980,1125,349,156,350
OpenBMI_ERP,0,0,5,C0S1M0,0,1,0,0.6463636363636364,0.676060606060606,2.9696969696969666,15.545454545454545,12.575757575757574,2.9696969696969724,5.551115123125783e-17,1980,1114,373,167,326
OpenBMI_ERP,0,0,5,C0S1M1,0,1,1,0.6463636363636364,0.6890909090909091,4.2727272727272725,15.636363636363637,11.363636363636363,4.272727272727274,1.3877787807814457e-17,1980,1122,364,159,335
OpenBMI_ERP,0,0,5,C1S0M0,1,0,0,0.6463636363636364,0.6875757575757575,4.121212121212114,14.424242424242422,10.303030303030303,4.12121212121212,5.551115123125783e-17,1980,1121,332,160,367
OpenBMI_ERP,0,0,5,C1S0M1,1,0,1,0.6463636363636364,0.7151515151515151,6.878787878787874,15.93939393939394,9.06060606060606,6.878787878787879,5.551115123125783e-17,1980,1122,346,159,353
OpenBMI_ERP,0,0,5,C1S1M0,1,1,0,0.6463636363636364,0.686969696969697,4.060606060606064,15.090909090909092,11.030303030303031,4.0606060606060606,4.163336342344337e-17,1980,1117,346,164,353
OpenBMI_ERP,0,0,5,C1S1M1,1,1,1,0.6463636363636364,0.7127272727272728,6.63636363636364,16.424242424242426,9.787878787878787,6.636363636363638,2.7755575615628914e-17,1980,1114,362,167,337
OpenBMI_ERP,0,0,6,C0S0M0,0,0,0,0.8821212121212121,0.8893939393939394,0.727272727272732,4.181818181818182,3.4545454545454546,0.7272727272727271,4.85722573273506e-17,1980,1613,122,70,175
OpenBMI_ERP,0,0,6,C0S0M1,0,0,1,0.8821212121212121,0.903939393939394,2.181818181818196,3.878787878787879,1.6969696969696968,2.181818181818182,1.3877787807814457e-16,1980,1647,120,36,177
OpenBMI_ERP,0,0,6,C0S1M0,0,1,0,0.8821212121212121,0.8875757575757576,0.545454545454549,4.242424242424242,3.6969696969696972,0.5454545454545447,4.163336342344337e-17,1980,1617,124,66,173
OpenBMI_ERP,0,0,6,C0S1M1,0,1,1,0.8821212121212121,0.9036363636363636,2.1515151515151487,3.939393939393939,1.7878787878787876,2.1515151515151514,2.7755575615628914e-17,1980,1648,122,35,175
OpenBMI_ERP,0,0,6,C1S0M0,1,0,0,0.8821212121212121,0.8918181818181818,0.9696969696969759,4.484848484848484,3.5151515151515156,0.9696969696969691,6.938893903907228e-17,1980,1611,124,72,173
OpenBMI_ERP,0,0,6,C1S0M1,1,0,1,0.8821212121212121,0.896969696969697,1.4848484848484889,3.727272727272727,2.242424242424242,1.4848484848484846,4.163336342344337e-17,1980,1637,115,46,182
OpenBMI_ERP,0,0,6,C1S1M0,1,1,0,0.8821212121212121,0.8906060606060606,0.848484848484854,4.484848484848484,3.6363636363636362,0.8484848484848484,5.551115123125783e-17,1980,1615,124,68,173
OpenBMI_ERP,0,0,6,C1S1M1,1,1,1,0.8821212121212121,0.896060606060606,1.3939393939393918,3.6060606060606055,2.212121212121212,1.3939393939393936,1.734723475976807e-17,1980,1638,111,45,186
OpenBMI_ERP,0,1,14,C0S0M0,0,0,0,0.7593939393939394,0.759090909090909,-0.03030303030303605,7.636363636363636,7.666666666666668,-0.030303030303031886,4.163336342344337e-17,1980,1533,156,101,190
OpenBMI_ERP,0,1,14,C0S0M1,0,0,1,0.7593939393939394,0.7687878787878788,0.9393939393939399,6.696969696969697,5.757575757575757,0.9393939393939399,0.0,1980,1532,109,102,237
OpenBMI_ERP,0,1,14,C0S1M0,0,1,0,0.7593939393939394,0.766969696969697,0.7575757575757569,7.818181818181818,7.0606060606060606,0.7575757575757582,1.3877787807814457e-17,1980,1545,162,89,184
OpenBMI_ERP,0,1,14,C0S1M1,0,1,1,0.7593939393939394,0.7678787878787878,0.8484848484848428,7.0606060606060606,6.212121212121212,0.8484848484848484,5.551115123125783e-17,1980,1529,113,105,233
OpenBMI_ERP,0,1,14,C1S0M0,1,0,0,0.7593939393939394,0.7775757575757576,1.8181818181818188,8.333333333333334,6.515151515151516,1.8181818181818188,0.0,1980,1543,155,91,191
OpenBMI_ERP,0,1,14,C1S0M1,1,0,1,0.7593939393939394,0.7806060606060606,2.1212121212121238,7.242424242424242,5.121212121212121,2.121212121212121,2.7755575615628914e-17,1980,1529,111,105,235
OpenBMI_ERP,0,1,14,C1S1M0,1,1,0,0.7593939393939394,0.7812121212121212,2.1818181818181848,8.272727272727273,6.090909090909092,2.181818181818182,2.7755575615628914e-17,1980,1545,157,89,189
OpenBMI_ERP,0,1,14,C1S1M1,1,1,1,0.7593939393939394,0.7766666666666666,1.7272727272727217,7.090909090909091,5.363636363636363,1.7272727272727273,5.551115123125783e-17,1980,1525,110,109,236
OpenBMI_ERP,0,1,2,C0S0M0,0,0,0,0.9766666666666667,0.9606060606060607,-1.6060606060605997,1.4242424242424243,3.0303030303030303,-1.606060606060606,6.245004513516506e-17,1980,1891,47,24,18
OpenBMI_ERP,0,1,2,C0S0M1,0,0,1,0.9766666666666667,0.9736363636363636,-0.303030303030305,0.9393939393939393,1.2424242424242424,-0.3030303030303031,1.9081958235744878e-17,1980,1874,31,41,34
OpenBMI_ERP,0,1,2,C0S1M0,0,1,0,0.9766666666666667,0.9648484848484848,-1.1818181818181839,1.3939393939393938,2.5757575757575757,-1.1818181818181819,2.0816681711721685e-17,1980,1894,46,21,19
OpenBMI_ERP,0,1,2,C0S1M1,0,1,1,0.9766666666666667,0.9715151515151516,-0.5151515151515129,0.9090909090909091,1.4242424242424243,-0.5151515151515151,2.2551405187698492e-17,1980,1868,30,47,35
OpenBMI_ERP,0,1,2,C1S0M0,1,0,0,0.9766666666666667,0.9742424242424242,-0.24242424242424399,1.3333333333333335,1.575757575757576,-0.24242424242424243,1.5612511283791264e-17,1980,1895,44,20,21
OpenBMI_ERP,0,1,2,C1S0M1,1,0,1,0.9766666666666667,0.9706060606060607,-0.6060606060605989,0.7575757575757576,1.3636363636363635,-0.606060606060606,7.112366251504909e-17,1980,1870,25,45,40
OpenBMI_ERP,0,1,2,C1S1M0,1,1,0,0.9766666666666667,0.9742424242424242,-0.24242424242424399,1.3636363636363635,1.606060606060606,-0.24242424242424243,1.5612511283791264e-17,1980,1894,45,21,20
OpenBMI_ERP,0,1,2,C1S1M1,1,1,1,0.9766666666666667,0.9696969696969697,-0.6969696969696959,0.7575757575757576,1.4545454545454546,-0.6969696969696969,1.0408340855860843e-17,1980,1867,25,48,40
OpenBMI_ERP,0,1,26,C0S0M0,0,0,0,0.9412121212121212,0.8763636363636365,-6.484848484848471,2.6666666666666665,9.151515151515152,-6.484848484848485,1.3877787807814457e-16,1980,1784,80,74,42
OpenBMI_ERP,0,1,26,C0S0M1,0,0,1,0.9412121212121212,0.9390909090909091,-0.21212121212120794,2.393939393939394,2.6060606060606064,-0.2121212121212121,4.163336342344337e-17,1980,1796,47,62,75
OpenBMI_ERP,0,1,26,C0S1M0,0,1,0,0.9412121212121212,0.8809090909090909,-6.03030303030303,2.6666666666666665,8.696969696969697,-6.030303030303031,6.938893903907228e-18,1980,1787,80,71,42
OpenBMI_ERP,0,1,26,C0S1M1,0,1,1,0.9412121212121212,0.9390909090909091,-0.21212121212120794,2.3333333333333335,2.5454545454545454,-0.2121212121212121,4.163336342344337e-17,1980,1794,49,64,73
OpenBMI_ERP,0,1,26,C1S0M0,1,0,0,0.9412121212121212,0.8915151515151516,-4.969696969696957,2.4545454545454546,7.424242424242425,-4.969696969696971,1.3183898417423734e-16,1980,1789,73,69,49
OpenBMI_ERP,0,1,26,C1S0M1,1,0,1,0.9412121212121212,0.9421212121212121,0.09090909090909705,2.9393939393939394,2.8484848484848486,0.0909090909090908,6.245004513516506e-17,1980,1784,49,74,73
OpenBMI_ERP,0,1,26,C1S1M0,1,1,0,0.9412121212121212,0.8924242424242425,-4.878787878787872,2.515151515151515,7.3939393939393945,-4.87878787878788,8.326672684688674e-17,1980,1790,75,68,47
OpenBMI_ERP,0,1,26,C1S1M1,1,1,1,0.9412121212121212,0.9415151515151515,0.03030303030303605,2.8181818181818183,2.7878787878787876,0.030303030303030498,5.551115123125783e-17,1980,1786,49,72,73
OpenBMI_ERP,0,1,28,C0S0M0,0,0,0,0.9187878787878788,0.9066666666666667,-1.2121212121212088,3.3333333333333335,4.545454545454546,-1.2121212121212124,3.469446951953614e-17,1980,1762,86,54,78
OpenBMI_ERP,0,1,28,C0S0M1,0,0,1,0.9187878787878788,0.9272727272727272,0.8484848484848428,3.9696969696969697,3.121212121212121,0.8484848484848484,5.551115123125783e-17,1980,1725,67,91,97
OpenBMI_ERP,0,1,28,C0S1M0,0,1,0,0.9187878787878788,0.9133333333333333,-0.545454545454549,3.6363636363636362,4.181818181818182,-0.5454545454545455,3.469446951953614e-17,1980,1766,88,50,76
OpenBMI_ERP,0,1,28,C0S1M1,0,1,1,0.9187878787878788,0.9251515151515151,0.6363636363636238,4.0606060606060606,3.424242424242424,0.6363636363636362,1.249000902703301e-16,1980,1719,70,97,94
OpenBMI_ERP,0,1,28,C1S0M0,1,0,0,0.9187878787878788,0.9148484848484848,-0.393939393939402,3.3939393939393945,3.787878787878788,-0.3939393939393937,8.326672684688674e-17,1980,1763,80,53,84
OpenBMI_ERP,0,1,28,C1S0M1,1,0,1,0.9187878787878788,0.9236363636363636,0.48484848484847687,3.818181818181818,3.3333333333333335,0.48484848484848453,7.632783294297951e-17,1980,1718,62,98,102
OpenBMI_ERP,0,1,28,C1S1M0,1,1,0,0.9187878787878788,0.916060606060606,-0.27272727272728003,3.6060606060606055,3.878787878787879,-0.2727272727272731,6.938893903907228e-17,1980,1764,83,52,81
OpenBMI_ERP,0,1,28,C1S1M1,1,1,1,0.9187878787878788,0.9242424242424243,0.545454545454549,3.909090909090909,3.3636363636363638,0.5454545454545455,3.469446951953614e-17,1980,1713,65,103,99
OpenBMI_ERP,0,1,31,C0S0M0,0,0,0,0.9272727272727272,0.9272727272727272,0.0,4.03030303030303,4.03030303030303,6.938893903907228e-16,6.938893903907228e-18,1980,1783,113,37,47
OpenBMI_ERP,0,1,31,C0S0M1,0,0,1,0.9272727272727272,0.9103030303030304,-1.6969696969696857,1.9696969696969695,3.6666666666666665,-1.6969696969696972,1.1449174941446927e-16,1980,1719,49,101,111
OpenBMI_ERP,0,1,31,C0S1M0,0,1,0,0.9272727272727272,0.9296969696969697,0.24242424242424399,4.121212121212121,3.878787878787879,0.2424242424242426,1.3877787807814457e-17,1980,1784,116,36,44
OpenBMI_ERP,0,1,31,C0S1M1,0,1,1,0.9272727272727272,0.9093939393939394,-1.7878787878787827,2.0,3.787878787878788,-1.7878787878787878,5.204170427930421e-17,1980,1715,50,105,110
OpenBMI_ERP,0,1,31,C1S0M0,1,0,0,0.9272727272727272,0.9366666666666666,0.9393939393939399,3.848484848484848,2.909090909090909,0.9393939393939392,6.938893903907228e-18,1980,1788,107,32,53
OpenBMI_ERP,0,1,31,C1S0M1,1,0,1,0.9272727272727272,0.9175757575757575,-0.9696969696969759,2.3030303030303028,3.272727272727273,-0.9696969696969701,5.898059818321144e-17,1980,1728,52,92,108
OpenBMI_ERP,0,1,31,C1S1M0,1,1,0,0.9272727272727272,0.9384848484848485,1.1212121212121229,4.0,2.8787878787878785,1.1212121212121215,1.3877787807814457e-17,1980,1789,108,31,52
OpenBMI_ERP,0,1,31,C1S1M1,1,1,1,0.9272727272727272,0.9166666666666667,-1.0606060606060508,2.3030303030303028,3.3636363636363638,-1.0606060606060608,1.0061396160665481e-16,1980,1725,52,95,108
OpenBMI_ERP,0,1,35,C0S0M0,0,0,0,0.87,0.7875757575757576,-8.24242424242424,3.6666666666666665,11.90909090909091,-8.242424242424242,2.7755575615628914e-17,1980,1658,97,101,124
OpenBMI_ERP,0,1,35,C0S0M1,0,0,1,0.87,0.8851515151515151,1.5151515151515138,5.818181818181818,4.303030303030303,1.5151515151515151,1.3877787807814457e-17,1980,1697,116,62,105
OpenBMI_ERP,0,1,35,C0S1M0,0,1,0,0.87,0.7954545454545454,-7.454545454545459,3.909090909090909,11.363636363636365,-7.454545454545455,2.7755575615628914e-17,1980,1664,101,95,120
OpenBMI_ERP,0,1,35,C0S1M1,0,1,1,0.87,0.896060606060606,2.6060606060606006,6.515151515151516,3.909090909090909,2.6060606060606064,5.551115123125783e-17,1980,1698,123,61,98
OpenBMI_ERP,0,1,35,C1S0M0,1,0,0,0.87,0.8269696969696969,-4.303030303030308,4.484848484848484,8.787878787878787,-4.303030303030303,5.551115123125783e-17,1980,1669,96,90,125
OpenBMI_ERP,0,1,35,C1S0M1,1,0,1,0.87,0.9027272727272727,3.2727272727272716,7.151515151515151,3.878787878787879,3.272727272727273,1.3877787807814457e-17,1980,1687,116,72,105
OpenBMI_ERP,0,1,35,C1S1M0,1,1,0,0.87,0.8342424242424242,-3.5757575757575766,4.666666666666666,8.242424242424242,-3.5757575757575766,0.0,1980,1679,102,80,119
OpenBMI_ERP,0,1,35,C1S1M1,1,1,1,0.87,0.9006060606060606,3.0606060606060637,6.9393939393939394,3.878787878787879,3.060606060606061,2.7755575615628914e-17,1980,1687,113,72,108
OpenBMI_ERP,0,1,40,C0S0M0,0,0,0,0.7966666666666666,0.6372727272727272,-15.939393939393941,6.090909090909092,22.03030303030303,-15.93939393939394,2.7755575615628914e-17,1980,1510,181,159,130
OpenBMI_ERP,0,1,40,C0S0M1,0,0,1,0.7966666666666666,0.8066666666666666,1.0000000000000009,9.03030303030303,8.030303030303031,0.9999999999999996,1.3877787807814457e-17,1980,1560,178,109,133
OpenBMI_ERP,0,1,40,C0S1M0,0,1,0,0.7966666666666666,0.6351515151515151,-16.15151515151515,5.9393939393939394,22.09090909090909,-16.151515151515152,2.7755575615628914e-17,1980,1512,184,157,127
OpenBMI_ERP,0,1,40,C0S1M1,0,1,1,0.7966666666666666,0.8066666666666666,1.0000000000000009,9.090909090909092,8.09090909090909,1.0000000000000009,0.0,1980,1566,180,103,131
OpenBMI_ERP,0,1,40,C1S0M0,1,0,0,0.7966666666666666,0.656969696969697,-13.969696969696965,6.121212121212121,20.09090909090909,-13.969696969696969,2.7755575615628914e-17,1980,1514,170,155,141
OpenBMI_ERP,0,1,40,C1S0M1,1,0,1,0.7966666666666666,0.8115151515151515,1.4848484848484889,8.787878787878787,7.303030303030303,1.4848484848484846,4.163336342344337e-17,1980,1564,162,105,149
OpenBMI_ERP,0,1,40,C1S1M0,1,1,0,0.7966666666666666,0.6515151515151516,-14.515151515151503,5.787878787878788,20.303030303030305,-14.515151515151514,1.1102230246251565e-16,1980,1515,175,154,136
OpenBMI_ERP,0,1,40,C1S1M1,1,1,1,0.7966666666666666,0.8066666666666666,1.0000000000000009,8.575757575757576,7.575757575757576,0.9999999999999996,1.3877787807814457e-17,1980,1567,171,102,140
OpenBMI_ERP,0,1,43,C0S0M0,0,0,0,0.936060606060606,0.7721212121212121,-16.393939393939394,2.6060606060606064,19.0,-16.393939393939394,0.0,1980,1654,86,159,81
OpenBMI_ERP,0,1,43,C0S0M1,0,0,1,0.936060606060606,0.9315151515151515,-0.4545454545454519,2.393939393939394,2.8484848484848486,-0.4545454545454547,2.7755575615628914e-17,1980,1731,59,82,108
OpenBMI_ERP,0,1,43,C0S1M0,0,1,0,0.936060606060606,0.7654545454545454,-17.060606060606066,2.6060606060606064,19.666666666666664,-17.06060606060606,5.551115123125783e-17,1980,1648,86,165,81
OpenBMI_ERP,0,1,43,C0S1M1,0,1,1,0.936060606060606,0.9321212121212121,-0.3939393939393909,2.3333333333333335,2.7272727272727275,-0.39393939393939403,3.122502256758253e-17,1980,1735,57,78,110
OpenBMI_ERP,0,1,43,C1S0M0,1,0,0,0.936060606060606,0.7884848484848485,-14.757575757575758,2.242424242424242,17.0,-14.757575757575758,0.0,1980,1644,74,169,93
OpenBMI_ERP,0,1,43,C1S0M1,1,0,1,0.936060606060606,0.926060606060606,-1.0000000000000009,2.272727272727273,3.272727272727273,-1.0000000000000002,6.938893903907228e-18,1980,1717,55,96,112
OpenBMI_ERP,0,1,43,C1S1M0,1,1,0,0.936060606060606,0.786060606060606,-15.000000000000002,2.212121212121212,17.21212121212121,-15.0,2.7755575615628914e-17,1980,1641,73,172,94
OpenBMI_ERP,0,1,43,C1S1M1,1,1,1,0.936060606060606,0.9254545454545455,-1.0606060606060508,2.242424242424242,3.3030303030303028,-1.0606060606060606,9.71445146547012e-17,1980,1716,54,97,113
OpenBMI_ERP,0,2,1,C0S0M0,0,0,0,0.7560606060606061,0.73,-2.6060606060606117,8.181818181818182,10.787878787878787,-2.6060606060606064,5.551115123125783e-17,1980,1495,134,164,187
OpenBMI_ERP,0,2,1,C0S0M1,0,0,1,0.7560606060606061,0.7654545454545454,0.9393939393939288,8.272727272727273,7.333333333333333,0.9393939393939399,1.1102230246251565e-16,1980,1549,137,110,184
OpenBMI_ERP,0,2,1,C0S1M0,0,1,0,0.7560606060606061,0.7363636363636363,-1.9696969696969768,8.545454545454545,10.515151515151516,-1.96969696969697,6.938893903907228e-17,1980,1504,138,155,183
