dataset,fold,seed,candidate,scope,kappa,epoch,subject_id,anchor_BA,task_BA,selected_BA,selected_anchor_delta_BA,selected_task_delta_BA,anchor_macro_F1,task_macro_F1,selected_macro_F1,anchor_NLL,task_NLL,selected_NLL,trials
OpenBMI,1,0,P6_LATE_CAP20,LATE,0.2,2,45,0.92,0.9299999999999999,0.9299999999999999,0.009999999999999898,0.0,0.92,0.9299929992999301,0.9299929992999301,0.29178106662523967,0.2744674838790948,0.2740958241654338,100
OpenBMI,1,0,P6_LATE_CAP20,LATE,0.2,2,48,0.61,0.63,0.63,0.020000000000000018,0.0,0.5920075321686369,0.6129302228266555,0.6129302228266555,0.814242493230337,0.8103561672287318,0.8113371882011658,100
OpenBMI,2,0,P6_LATE_CAP20,LATE,0.2,2,4,0.8200000000000001,0.8200000000000001,0.8200000000000001,0.0,0.0,0.8199279711884754,0.8197115384615384,0.8197115384615384,0.41409867519252985,0.40522989681995353,0.40538677588530886,100
OpenBMI,2,0,P6_LATE_CAP20,LATE,0.2,2,7,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.0,0.0,0.8998397435897436,0.8998397435897436,0.8998397435897436,0.3199799871471815,0.29472638689885705,0.2948956263506366,100
OpenBMI,2,0,P6_LATE_CAP20,LATE,0.2,2,18,0.8500000000000001,0.85,0.85,-1.1102230246251565e-16,0.0,0.8492613807657522,0.8487750781328763,0.8487750781328763,0.36867652472913454,0.3551068702674506,0.35472513020746477,100
OpenBMI,2,0,P6_LATE_CAP20,LATE,0.2,2,22,0.75,0.77,0.77,0.020000000000000018,0.0,0.742559983523839,0.7647058823529411,0.7647058823529411,0.5793725694281465,0.5909925109215964,0.5918371207788415,100
OpenBMI,2,0,P6_LATE_CAP20,LATE,0.2,2,26,0.89,0.91,0.91,0.020000000000000018,0.0,0.8899889988998899,0.90999099909991,0.90999099909991,0.2655695574757143,0.2515110180479782,0.2513906265046807,100
OpenBMI,2,0,P6_LATE_CAP20,LATE,0.2,2,29,0.81,0.82,0.82,0.009999999999999898,0.0,0.8067338012409724,0.8173701298701299,0.8173701298701299,0.38339379285286523,0.36802497157223873,0.36853206244531755,100
OpenBMI,2,0,P6_LATE_CAP20,LATE,0.2,2,34,0.7,0.6699999999999999,0.6699999999999999,-0.030000000000000027,0.0,0.6940024479804161,0.6601791782514674,0.6601791782514674,0.6851231269946885,0.6977869787167202,0.6982345065462083,100
OpenBMI,2,0,P6_LATE_CAP20,LATE,0.2,2,44,0.87,0.87,0.87,0.0,0.0,0.8677652324280338,0.8684077335762729,0.8684077335762729,0.3321475442145872,0.31452287534718665,0.31422025946353405,100
OpenBMI,2,0,P6_LATE_CAP20,LATE,0.2,2,51,0.8,0.81,0.81,0.010000000000000009,0.0,0.7999199679871949,0.8098288459613652,0.8098288459613652,0.4524968142347971,0.47663004821927324,0.47667188279146755,100
OpenBMI,2,0,P6_LATE_CAP20,LATE,0.2,2,52,0.79,0.78,0.78,-0.010000000000000009,0.0,0.7837503861600247,0.7726333195535345,0.7726333195535345,0.5614848538545596,0.5517870488025372,0.5529894365543658,100
OpenBMI,2,0,P6_LATE_CAP20,LATE,0.2,2,54,0.78,0.8200000000000001,0.8200000000000001,0.040000000000000036,0.0,0.7799119647859143,0.8199279711884754,0.8199279711884754,0.4555871817835107,0.43780529606641905,0.4379324960676962,100
OpenBMI,3,0,P6_LATE_CAP20,LATE,0.2,2,9,0.77,0.8,0.8,0.030000000000000027,0.0,0.7660461804495982,0.797979797979798,0.797979797979798,0.4992965006591314,0.4872878558593218,0.487559296145254,100
OpenBMI,3,0,P6_LATE_CAP20,LATE,0.2,2,15,0.9,0.89,0.89,-0.010000000000000009,0.0,0.9,0.8899889988998899,0.8899889988998899,0.30106355818733394,0.294298529576606,0.2940559315621707,100
OpenBMI,3,0,P6_LATE_CAP20,LATE,0.2,2,17,0.6799999999999999,0.66,0.66,-0.019999999999999907,0.0,0.6794871794871795,0.6532027743778049,0.6532027743778049,0.6356265595638306,0.6735608584388841,0.673630364173885,100
OpenBMI,3,0,P6_LATE_CAP20,LATE,0.2,2,20,0.9199999999999999,0.9199999999999999,0.9199999999999999,0.0,0.0,0.9198717948717949,0.9197109594540345,0.9197109594540345,0.22837906122826626,0.2253370812344687,0.2252405578357085,100
OpenBMI,3,0,P6_LATE_CAP20,LATE,0.2,2,21,0.97,0.98,0.98,0.010000000000000009,0.0,0.9699729756781104,0.9799919967987194,0.9799919967987194,0.08198932581539921,0.061627079091893695,0.06144113966257256,100
OpenBMI,3,0,P6_LATE_CAP20,LATE,0.2,2,24,0.59,0.57,0.57,-0.020000000000000018,0.0,0.516452411841019,0.483110950835437,0.483110950835437,1.1763724429237075,1.2256985609252933,1.2271758035951508,100
OpenBMI,3,0,P6_LATE_CAP20,LATE,0.2,2,27,0.9299999999999999,0.9299999999999999,0.9299999999999999,0.0,0.0,0.9298245614035088,0.9298245614035088,0.9298245614035088,0.15576948321046044,0.15187813940619155,0.15182927145767416,100
OpenBMI,3,0,P6_LATE_CAP20,LATE,0.2,2,28,0.94,0.94,0.94,0.0,0.0,0.9397832195905259,0.9397832195905259,0.9397832195905259,0.114731778279487,0.11628311645158673,0.1162495701203982,100
OpenBMI,3,0,P6_LATE_CAP20,LATE,0.2,2,38,0.77,0.78,0.78,0.010000000000000009,0.0,0.7660461804495982,0.7777777777777778,0.7777777777777778,0.4722860612122322,0.4621276613357154,0.46245737812024434,100
OpenBMI,3,0,P6_LATE_CAP20,LATE,0.2,2,41,0.8200000000000001,0.79,0.79,-0.030000000000000027,0.0,0.8199279711884754,0.78997899789979,0.78997899789979,0.4609747546068743,0.4611298989672562,0.46132563665218435,100
OpenBMI,3,0,P6_LATE_CAP20,LATE,0.2,2,46,0.78,0.76,0.76,-0.020000000000000018,0.0,0.7767857142857143,0.7519636213311285,0.7519636213311285,0.496514294109576,0.5347857871830345,0.5351678133290211,100
OpenBMI,4,0,P6_LATE_CAP20,LATE,0.2,2,3,0.94,0.95,0.95,0.010000000000000009,0.0,0.9399038461538461,0.9499549594635172,0.9499549594635172,0.1804579630617256,0.1622528346381029,0.16219097242907854,100
OpenBMI,4,0,P6_LATE_CAP20,LATE,0.2,2,8,0.84,0.8600000000000001,0.8600000000000001,0.02000000000000013,0.0,0.8399359743897559,0.8594941790445605,0.8594941790445605,0.35260529528596996,0.34147743597475866,0.3415015500839148,100
OpenBMI,4,0,P6_LATE_CAP20,LATE,0.2,2,11,0.78,0.76,0.76,-0.020000000000000018,0.0,0.779205138498595,0.7575757575757576,0.7575757575757576,0.5472915319802167,0.5566760602563497,0.5569029483139769,100
OpenBMI,4,0,P6_LATE_CAP20,LATE,0.2,2,12,0.78,0.8300000000000001,0.8300000000000001,0.050000000000000044,0.0,0.7767857142857143,0.8291628982011858,0.8291628982011858,0.48504225271233303,0.4711780149896033,0.4710972557020622,100
OpenBMI,4,0,P6_LATE_CAP20,LATE,0.2,2,23,0.73,0.78,0.78,0.050000000000000044,0.0,0.721964782205746,0.7767857142857143,0.7767857142857143,0.5319669957986085,0.48146989219063835,0.48122804268106206,100
OpenBMI,4,0,P6_LATE_CAP20,LATE,0.2,2,30,0.8300000000000001,0.8200000000000001,0.8200000000000001,-0.010000000000000009,0.0,0.8291628982011858,0.8193496587715776,0.8193496587715776,0.35494668926794354,0.3745570725809892,0.37453881429387736,100
OpenBMI,4,0,P6_LATE_CAP20,LATE,0.2,2,31,0.9299999999999999,0.8999999999999999,0.8999999999999999,-0.030000000000000027,0.0,0.9299929992999301,0.8998397435897436,0.8998397435897436,0.21681880565341616,0.23249340446553254,0.2323393447703356,100
OpenBMI,4,0,P6_LATE_CAP20,LATE,0.2,2,37,0.9199999999999999,0.88,0.88,-0.039999999999999925,0.0,0.9197109594540345,0.8799519807923168,0.8799519807923168,0.3075859064329265,0.3030963273199928,0.302861310774371,100
OpenBMI,4,0,P6_LATE_CAP20,LATE,0.2,2,39,0.81,0.81,0.81,0.0,0.0,0.8084484323016433,0.8084484323016433,0.8084484323016433,0.43739583228523804,0.45686354951002506,0.45736944683069486,100
OpenBMI,4,0,P6_LATE_CAP20,LATE,0.2,2,49,0.85,0.8300000000000001,0.8300000000000001,-0.019999999999999907,0.0,0.8481627695110842,0.8260869565217391,0.8260869565217391,0.36458843780296823,0.4241496486399236,0.42454991042603685,100
WBCIC,0,0,P6_LATE_CAP20,LATE,0.2,2,1,0.905,0.91,0.91,0.0050000000000000044,0.0,0.9048834822657756,0.9099639855942376,0.9099639855942376,0.35774727392547834,0.2861055458857429,0.28630522350959614,200
WBCIC,0,0,P6_LATE_CAP20,LATE,0.2,2,3,0.855,0.85,0.85,-0.0050000000000000044,0.0,0.8547057792028858,0.8499399759903962,0.8499399759903962,0.3845700656630256,0.3380586852842207,0.3380562807622075,200
WBCIC,0,0,P6_LATE_CAP20,LATE,0.2,2,5,0.745,0.75,0.755,0.010000000000000009,0.0050000000000000044,0.744993624840621,0.7497747973175859,0.7548467792370231,0.4309867723662797,0.4471640162973497,0.44705416805014603,200
WBCIC,0,0,P6_LATE_CAP20,LATE,0.2,2,16,0.515,0.52,0.52,0.0050000000000000044,0.0,0.5059967915255532,0.5151515151515151,0.5151515151515151,0.7351794407315623,0.7596709671407615,0.7598379486529939,200
WBCIC,0,0,P6_LATE_CAP20,LATE,0.2,2,19,0.94,0.935,0.935,-0.004999999999999893,0.0,0.94,0.934998374959374,0.934998374959374,0.18651020553547162,0.16185395972901495,0.16189036759825473,200
WBCIC,0,0,P6_LATE_CAP20,LATE,0.2,2,21,0.835,0.86,0.86,0.025000000000000022,0.0,0.8342999171499585,0.859775641025641,0.859775641025641,0.3452356720940189,0.31714296833931116,0.3173130784677484,200
WBCIC,0,0,P6_LATE_CAP20,LATE,0.2,2,28,0.6399999999999999,0.635,0.63,-0.009999999999999898,-0.0050000000000000044,0.6390977443609023,0.6323436831104732,0.6276167471819646,0.5784459945116751,0.612266359274023,0.6120016165450555,200
WBCIC,0,0,P6_LATE_CAP20,LATE,0.2,2,33,0.95,0.96,0.96,0.010000000000000009,0.0,0.95,0.95999599959996,0.95999599959996,0.1959106747995174,0.16576620757161908,0.16585674113606536,200
WBCIC,0,0,P6_LATE_CAP20,LATE,0.2,2,37,0.8200000000000001,0.865,0.865,0.04499999999999993,0.0,0.8198378540686617,0.8649696181640869,0.8649696181640869,0.4056905137470173,0.3799688011730509,0.38002388468477816,200
WBCIC,1,0,P6_LATE_CAP20,LATE,0.2,2,2,0.765,0.77,0.775,0.010000000000000009,0.0050000000000000044,0.7645231593977806,0.7699769976997699,0.7749943748593715,0.47168946443133775,0.4730610479434047,0.472929208707308,200
WBCIC,1,0,P6_LATE_CAP20,LATE,0.2,2,11,0.6499999999999999,0.6599999999999999,0.665,0.015000000000000124,0.0050000000000001155,0.6494391025641025,0.6596937243519168,0.6645891216740507,0.5953113124025893,0.5906068715239803,0.5907742469298989,200
WBCIC,1,0,P6_LATE_CAP20,LATE,0.2,2,13,0.81,0.84,0.84,0.029999999999999916,0.0,0.8087761674718197,0.83998399839984,0.83998399839984,0.39155601716427113,0.31710603332480025,0.31717987788976537,200
WBCIC,1,0,P6_LATE_CAP20,LATE,0.2,2,18,0.655,0.675,0.6699999999999999,0.014999999999999902,-0.0050000000000001155,0.6503762255833396,0.6731615336266499,0.6683750376846548,0.6142495029106506,0.6312652420105823,0.6311923394845232,200
WBCIC,1,0,P6_LATE_CAP20,LATE,0.2,2,27,0.58,0.6,0.6,0.020000000000000018,0.0,0.5414346544382574,0.5850191928623301,0.5850191928623301,0.6740178848289315,0.6590659282775673,0.6590181437727984,200
WBCIC,1,0,P6_LATE_CAP20,LATE,0.2,2,36,0.98,0.98,0.98,0.0,0.0,0.9799979997999799,0.98,0.98,0.1697462754864019,0.0815181095242077,0.08140792999762309,200
WBCIC,1,0,P6_LATE_CAP20,LATE,0.2,2,44,0.79,0.78,0.7749999999999999,-0.015000000000000124,-0.0050000000000001155,0.7889659330720531,0.7794486215538847,0.7745434504872366,0.42583939516160974,0.40126592899416863,0.4011283809554718,200
WBCIC,1,0,P6_LATE_CAP20,LATE,0.2,2,45,0.94,0.9450000000000001,0.9450000000000001,0.0050000000000001155,0.0,0.9399759903961584,0.9449876222149984,0.9449876222149984,0.19717359851146635,0.13794738407479495,0.13800419106027648,200
WBCIC,2,0,P6_LATE_CAP20,LATE,0.2,2,9,0.605,0.62,0.625,0.020000000000000018,0.0050000000000000044,0.6027655562539284,0.6161616161616161,0.6215848028456823,0.7386937113352496,0.7102153553764752,0.710186314400056,200
WBCIC,2,0,P6_LATE_CAP20,LATE,0.2,2,22,0.7250000000000001,0.7150000000000001,0.7150000000000001,-0.010000000000000009,0.0,0.7229986653572058,0.7129258895520133,0.7129258895520133,0.5872725661802244,0.5936491634323504,0.5936230462323091,200
WBCIC,2,0,P6_LATE_CAP20,LATE,0.2,2,25,0.995,0.99,0.99,-0.0050000000000000044,0.0,0.9949998749968749,0.99,0.99,0.03273315631360219,0.03465637137896847,0.03462845677284978,200
WBCIC,2,0,P6_LATE_CAP20,LATE,0.2,2,26,0.675,0.685,0.685,0.010000000000000009,0.0,0.6747967479674797,0.6836634781953754,0.6836634781953754,0.5933507346378429,0.5844032674613997,0.5845069663665798,200
WBCIC,2,0,P6_LATE_CAP20,LATE,0.2,2,29,0.885,0.885,0.885,0.0,0.0,0.8848589522164652,0.8849280800500312,0.8849280800500312,0.30562923207598514,0.3093829131200891,0.3093776052857899,200
WBCIC,2,0,P6_LATE_CAP20,LATE,0.2,2,34,0.565,0.55,0.55,-0.014999999999999902,0.0,0.5647279549718573,0.54995499549955,0.54995499549955,0.8417775785751083,0.815183965464773,0.8152266489590305,200
WBCIC,2,0,P6_LATE_CAP20,LATE,0.2,2,35,0.935,0.935,0.935,0.0,0.0,0.9349853717086345,0.9349853717086345,0.9349853717086345,0.1922931025960061,0.18620758161904397,0.18616246704846554,200
WBCIC,2,0,P6_LATE_CAP20,LATE,0.2,2,49,0.91,0.915,0.915,0.0050000000000000044,0.0,0.91,0.9149978749468737,0.9149978749468737,0.2042455185366252,0.19947973469189947,0.19955741951443998,200
WBCIC,3,0,P6_LATE_CAP20,LATE,0.2,2,6,0.915,0.915,0.915,0.0,0.0,0.9149978749468737,0.9149808706959066,0.9149808706959066,0.1599133542567904,0.1637555895828892,0.16377328317410408,200
WBCIC,3,0,P6_LATE_CAP20,LATE,0.2,2,23,0.965,0.965,0.965,0.0,0.0,0.9649781113195748,0.9649921232277263,0.9649921232277263,0.08623721067808736,0.07729612293854661,0.07724709638802636,200
WBCIC,3,0,P6_LATE_CAP20,LATE,0.2,2,24,0.9332386363636365,0.928030303030303,0.928030303030303,-0.005208333333333481,0.0,0.93330526980452,0.9281578947368421,0.9281578947368421,0.23687901968167596,0.2360178441446662,0.2359942148734214,195
WBCIC,3,0,P6_LATE_CAP20,LATE,0.2,2,30,0.855,0.85,0.85,-0.0050000000000000044,0.0,0.8549093183239524,0.8498648783905515,0.8498648783905515,0.3564787505822224,0.3579999554653124,0.3580281508858373,200
WBCIC,3,0,P6_LATE_CAP20,LATE,0.2,2,31,0.545,0.54,0.54,-0.0050000000000000044,0.0,0.5408562274527612,0.5362435729408206,0.5362435729408206,0.8448289014712614,0.8821877965721621,0.8818727232187462,200
WBCIC,3,0,P6_LATE_CAP20,LATE,0.2,2,38,0.515,0.515,0.515,0.0,0.0,0.5144051463042227,0.50306104152258,0.50306104152258,0.7474792056636587,0.7620122244180381,0.7620395475767546,200
WBCIC,3,0,P6_LATE_CAP20,LATE,0.2,2,41,0.845,0.845,0.845,0.0,0.0,0.8435883851762154,0.8435883851762154,0.8435883851762154,0.2972337061077238,0.2950146324431458,0.2950452519811329,200
WBCIC,3,0,P6_LATE_CAP20,LATE,0.2,2,42,0.71,0.71,0.71,0.0,0.0,0.7098839535814325,0.71,0.71,0.5252336064809893,0.5280674777393177,0.5280045592105119,200
WBCIC,4,0,P6_LATE_CAP20,LATE,0.2,2,7,0.8200000000000001,0.835,0.835,0.014999999999999902,0.0,0.8197115384615384,0.8344993605657113,0.8344993605657113,0.39971028326699454,0.39454629031906613,0.3946223454301708,200
WBCIC,4,0,P6_LATE_CAP20,LATE,0.2,2,12,0.765,0.765,0.77,0.0050000000000000044,0.0050000000000000044,0.7628598097832942,0.7628598097832942,0.7681217864704104,0.4391899774379244,0.4431248509161434,0.4429967590049914,200
WBCIC,4,0,P6_LATE_CAP20,LATE,0.2,2,14,0.585,0.5900000000000001,0.5900000000000001,0.0050000000000001155,0.0,0.5819798040845106,0.5879811074263892,0.5879811074263892,0.7832170069186342,0.8019111234069934,0.8018986763276166,200
WBCIC,4,0,P6_LATE_CAP20,LATE,0.2,2,17,0.835,0.85,0.85,0.015000000000000013,0.0,0.8348968105065666,0.85,0.85,0.3243157994952897,0.3188986960174286,0.31884900981172626,200
WBCIC,4,0,P6_LATE_CAP20,LATE,0.2,2,32,0.615,0.605,0.605,-0.010000000000000009,0.0,0.613831841319993,0.6049901247531189,0.6049901247531189,0.7758346457378525,0.7972402417803625,0.7970685808574324,200
WBCIC,4,0,P6_LATE_CAP20,LATE,0.2,2,47,0.9299999999999999,0.935,0.935,0.0050000000000001155,0.0,0.9299929992999301,0.934998374959374,0.934998374959374,0.1954900842352581,0.18710270478267454,0.1870532141801665,200
WBCIC,4,0,P6_LATE_CAP20,LATE,0.2,2,48,0.79,0.77,0.77,-0.020000000000000018,0.0,0.788647342995169,0.769792813532179,0.769792813532179,0.4569183899877089,0.43350495407463996,0.4336877415140941,200
WBCIC,4,0,P6_LATE_CAP20,LATE,0.2,2,50,0.9450000000000001,0.9450000000000001,0.9450000000000001,0.0,0.0,0.9449876222149984,0.9449876222149984,0.9449876222149984,0.10894044470349926,0.10588692349671025,0.1058791153681921,200
