task,fold,checkpoint,epoch,lambda_channel,tanh_lambda_channel,mean_abs_raw_gate_output,mean_abs_effective_residual,mean_scale,std_scale,min_scale,max_scale,mean_per_electrode_rms,mean_temporal_difference_rms
WBCIC_MI,3,epoch0,0,0.0,0.0,0.18492057919502258,0.0,1.0,0.0,1.0,1.0,0.01483448501676321,0.0030402790289372206
WBCIC_MI,3,epoch1,1,-0.00166239810641855,-0.0016623965930193663,0.18269787728786469,0.0003003815363626927,1.000300407409668,1.1332043641232303e-06,1.0002940893173218,1.0003012418746948,0.01483448501676321,0.0030402790289372206
WBCIC_MI,3,epoch5,5,-0.013956286944448948,-0.013955380767583847,0.19209858775138855,0.002648307941854,1.0026483535766602,1.889379018393811e-05,1.0025441646575928,1.0026674270629883,0.01483448501676321,0.0030402790289372206
WBCIC_MI,3,epoch10,10,-0.059357963502407074,-0.059288349002599716,0.24152417480945587,0.014047381468117237,1.014047384262085,0.00015108773368410766,1.0132193565368652,1.0142167806625366,0.01483448501676321,0.0030402790289372206
WBCIC_MI,3,selected_epoch,13,-0.07232967764139175,-0.07220380753278732,0.26363298296928406,0.018606038764119148,1.0186060667037964,0.0002246635704068467,1.017377257347107,1.0188639163970947,0.01483448501676321,0.0030402790289372206
WBCIC_MI,3,epoch20,20,-0.12139734625816345,-0.12080448865890503,0.34624019265174866,0.040231380611658096,1.0402313470840454,0.0005665539065375924,1.037135362625122,1.0409002304077148,0.01483448501676321,0.0030402790289372206
WBCIC_MI,3,epoch40,40,-0.2479071319103241,-0.24295032024383545,0.4499486982822418,0.10247830301523209,1.102478265762329,0.0024198314640671015,1.0891976356506348,1.1054025888442993,0.01483448501676321,0.0030402790289372206
WBCIC_MI,3,epoch60,60,-0.362774133682251,-0.34765517711639404,0.48733624815940857,0.157131165266037,1.1571311950683594,0.005303245037794113,1.1278114318847656,1.1635442972183228,0.01483448501676321,0.0030402790289372206
WBCIC_MI,4,epoch0,0,0.0,0.0,0.16431280970573425,0.0,1.0,0.0,1.0,1.0,0.5021507143974304,0.11008897423744202
WBCIC_MI,4,epoch1,1,0.0002969535125885159,0.0002969535125885159,0.16935236752033234,4.980129961040802e-05,0.9999502301216125,4.845334842684679e-06,0.9999401569366455,0.9999668002128601,0.5021507143974304,0.11008897423744202
WBCIC_MI,4,epoch5,5,0.05120028927922249,0.05115559697151184,0.07150819152593613,0.003650632919743657,0.9963493943214417,0.0008859090157784522,0.9926525354385376,0.9979956746101379,0.5021507143974304,0.11008897423744202
WBCIC_MI,4,epoch10,10,0.14036746323108673,0.13945278525352478,0.08821774274110794,0.012249171733856201,1.011699914932251,0.006898410618305206,0.9863332509994507,1.024604082107544,0.5021507143974304,0.11008897423744202
WBCIC_MI,4,epoch20,20,0.28703728318214417,0.2794056236743927,0.31746527552604675,0.084992915391922,1.0848760604858398,0.027997246012091637,0.977861762046814,1.134629249572754,0.5021507143974304,0.11008897423744202
WBCIC_MI,4,selected_epoch,30,0.35763391852378845,0.3431282043457031,0.4255455732345581,0.13614974915981293,1.1361371278762817,0.036243509501218796,0.9941236972808838,1.1989922523498535,0.5021507143974304,0.11008897423744202
WBCIC_MI,4,epoch40,40,0.40516549348831177,0.38436004519462585,0.4728247821331024,0.16708195209503174,1.1670819520950317,0.04168526083230972,1.0032899379730225,1.2390663623809814,0.5021507143974304,0.11008897423744202
WBCIC_MI,4,epoch60,60,0.46409928798675537,0.4334193766117096,0.49485811591148376,0.19571395218372345,1.195713996887207,0.04835202172398567,1.00874924659729,1.280422568321228,0.5021507143974304,0.11008897423744202
